Phenotype,Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
PC2,4098531at2759,3,,,SORBI_3009G064200,SORBI_3009G064200:0.00228261,LOC_Os12g05660,LOC_Os12g05660:0.00113887,,,AT2G47160,AT2G47160:0.0015399
PC2,412870at2759,3,Zm00001eb061450,Zm00001eb061450:0.0037225,,,,,HORVU.MOREX.r3.7HG0716180,HORVU.MOREX.r3.7HG0716180:0.000291619,AT1G10430,AT1G10430:0.000363183
PC2,447116at2759,3,Zm00001eb154560;Zm00001eb366540,Zm00001eb154560:0.000676579;Zm00001eb366540:0.000150875,,,,,HORVU.MOREX.r3.4HG0405580,HORVU.MOREX.r3.4HG0405580:0.00295588,AT4G09460,AT4G09460:0.00130985
PC2,4760724at2759,3,Zm00001eb214320,Zm00001eb214320:0.00202346,SORBI_3006G192200,SORBI_3006G192200:0.000119406,,,,,AT4G33920,AT4G33920:0.00125902
PC2,477561at2759,3,Zm00001eb187440,Zm00001eb187440:0.00125933,SORBI_3006G191900;SORBI_3009G217400,SORBI_3006G191900:0.000119406;SORBI_3009G217400:0.000202206,,,,,AT5G19420,AT5G19420:0.000357091
PC2,4805980at2759,3,Zm00001eb076810;Zm00001eb113170;Zm00001eb329580,Zm00001eb076810:0.00162443;Zm00001eb113170:0.000638855;Zm00001eb329580:0.00205068,,,,,HORVU.MOREX.r3.1HG0019330;HORVU.MOREX.r3.4HG0411760;HORVU.MOREX.r3.6HG0623790,HORVU.MOREX.r3.1HG0019330:0.000448823;HORVU.MOREX.r3.4HG0411760:0.000916378;HORVU.MOREX.r3.6HG0623790:0.000292597,AT1G11080;AT4G30610;AT4G30810,AT1G11080:0.00196119;AT4G30610:0.00106472;AT4G30810:0.000222779
PC2,4819201at2759,3,,,SORBI_3010G088100,SORBI_3010G088100:0.000420413,,,HORVU.MOREX.r3.5HG0422600,HORVU.MOREX.r3.5HG0422600:0.00134198,AT2G24765,AT2G24765:0.00115298
PC2,4819616at2759,3,Zm00001eb044880;Zm00001eb123230;Zm00001eb221090,Zm00001eb044880:0.00162251;Zm00001eb123230:0.00100752;Zm00001eb221090:0.00400347,SORBI_3002G125000;SORBI_3002G125200;SORBI_3002G125300,SORBI_3002G125000:0.00291783;SORBI_3002G125200:0.00291783;SORBI_3002G125300:0.00291783,,,,,AT2G16850;AT2G37180;AT5G47450,AT2G16850:0.00178635;AT2G37180:1.88166e-05;AT5G47450:0.000579423
PC2,4825199at2759,3,Zm00001eb018860,Zm00001eb018860:3.42114e-07,,,,,HORVU.MOREX.r3.6HG0540760,HORVU.MOREX.r3.6HG0540760:0.00217974,AT5G64200,AT5G64200:0.00152179
PC2,4836117at2759,3,Zm00001eb212250;Zm00001eb407780,Zm00001eb212250:0.00236336;Zm00001eb407780:0.00141551,SORBI_3001G041800,SORBI_3001G041800:0.00182139,,,,,AT4G18480,AT4G18480:0.00030376
PC2,4840713at2759,3,Zm00001eb328560,Zm00001eb328560:4.06014e-05,SORBI_3002G388400,SORBI_3002G388400:0.00335164,,,HORVU.MOREX.r3.4HG0335910,HORVU.MOREX.r3.4HG0335910:0.0012657,,
PC2,4917248at2759,3,Zm00001eb394480,Zm00001eb394480:0.00124417,,,,,HORVU.MOREX.r3.7HG0752890,HORVU.MOREX.r3.7HG0752890:0.00141628,AT1G10900,AT1G10900:0.00108167
PC2,4923491at2759,3,Zm00001eb100630,Zm00001eb100630:0.000256475,,,,,HORVU.MOREX.r3.7HG0674710,HORVU.MOREX.r3.7HG0674710:0.000161492,AT2G42820,AT2G42820:0.00173326
PC2,4925430at2759,3,Zm00001eb110020;Zm00001eb163480;Zm00001eb196030;Zm00001eb197050;Zm00001eb292760,Zm00001eb110020:0.0013808;Zm00001eb163480:0.00361155;Zm00001eb196030:0.000105406;Zm00001eb197050:0.00349472;Zm00001eb292760:0.000244579,SORBI_3001G379600;SORBI_3002G424500;SORBI_3003G139500,SORBI_3001G379600:0.00152786;SORBI_3002G424500:0.00120259;SORBI_3003G139500:0.00336262,,,,,AT1G30270;AT4G24400;AT5G35410;AT5G57630,AT1G30270:0.00129436;AT4G24400:0.000204854;AT5G35410:0.00161527;AT5G57630:0.0015636
PC2,4932650at2759,3,Zm00001eb315040,Zm00001eb315040:0.00413065,SORBI_3001G032700,SORBI_3001G032700:0.00280014,LOC_Os09g04600,LOC_Os09g04600:0.000765061,,,,
PC2,4955488at2759,3,Zm00001eb017330,Zm00001eb017330:0.00409796,,,,,HORVU.MOREX.r3.1HG0022910,HORVU.MOREX.r3.1HG0022910:0.000548274,AT4G30160,AT4G30160:9.57656e-05
PC2,4971880at2759,3,Zm00001eb320430;Zm00001eb432420,Zm00001eb320430:0.00109882;Zm00001eb432420:0.00136101,SORBI_3002G295100;SORBI_3007G088000,SORBI_3002G295100:0.00245796;SORBI_3007G088000:0.00294223,,,,,AT4G30210,AT4G30210:0.000360906
PC2,4988228at2759,3,Zm00001eb403780,Zm00001eb403780:0.000818639,,,,,HORVU.MOREX.r3.3HG0316960,HORVU.MOREX.r3.3HG0316960:0.00103467,AT3G12390;AT4G10480,AT3G12390:0.000479985;AT4G10480:0.00155075
PC2,4999845at2759,3,Zm00001eb088800,Zm00001eb088800:0.000914601,,,,,HORVU.MOREX.r3.1HG0008130;HORVU.MOREX.r3.3HG0313010;HORVU.MOREX.r3.3HG0313020,HORVU.MOREX.r3.1HG0008130:0.00295848;HORVU.MOREX.r3.3HG0313010:0.00161227;HORVU.MOREX.r3.3HG0313020:9.82756e-05,AT4G39330,AT4G39330:0.00130653
PC2,5000668at2759,3,Zm00001eb252200,Zm00001eb252200:0.000661626,,,,,HORVU.MOREX.r3.4HG0332540,HORVU.MOREX.r3.4HG0332540:0.00310241,AT3G52880,AT3G52880:0.00186716
PC2,5004621at2759,3,Zm00001eb074350;Zm00001eb429430,Zm00001eb074350:3.0598e-05;Zm00001eb429430:0.00382096,SORBI_3001G378700,SORBI_3001G378700:0.00285646,,,,,AT1G63460,AT1G63460:1.42391e-07
PC2,5013265at2759,3,Zm00001eb214940;Zm00001eb351340;Zm00001eb368000,Zm00001eb214940:0.000662569;Zm00001eb351340:0.000723112;Zm00001eb368000:0.000161479,,,,,HORVU.MOREX.r3.3HG0290320,HORVU.MOREX.r3.3HG0290320:0.00294913,AT3G09440;AT3G12580,AT3G09440:9.81007e-05;AT3G12580:0.00121662
PC2,5013292at2759,3,Zm00001eb001710,Zm00001eb001710:0.00234165,,,,,HORVU.MOREX.r3.5HG0474580,HORVU.MOREX.r3.5HG0474580:0.00240893,AT4G22910,AT4G22910:0.000494143
PC2,5013741at2759,3,Zm00001eb121540,Zm00001eb121540:0.00341881,,,LOC_Os10g04760,LOC_Os10g04760:0.000708819,,,AT4G33080,AT4G33080:0.000531384
PC2,5014320at2759,3,Zm00001eb369460;Zm00001eb369470,Zm00001eb369460:0.00140655;Zm00001eb369470:0.00140655,,,LOC_Os09g05060,LOC_Os09g05060:0.00061761,HORVU.MOREX.r3.4HG0412730,HORVU.MOREX.r3.4HG0412730:0.000908046,,
PC2,5016666at2759,3,Zm00001eb212400,Zm00001eb212400:0.00424957,SORBI_3001G043800,SORBI_3001G043800:0.0033107,,,,,AT5G66720,AT5G66720:0.000896586
PC2,5018015at2759,3,Zm00001eb061500,Zm00001eb061500:0.0037225,SORBI_3001G048700,SORBI_3001G048700:0.00191605,,,,,AT3G02460,AT3G02460:0.000165621
PC2,503753at2759,3,Zm00001eb189200,Zm00001eb189200:0.00187072,,,LOC_Os09g02530,LOC_Os09g02530:0.00042605,,,AT2G04410,AT2G04410:5.29811e-05
PC2,516269at2759,3,Zm00001eb247710,Zm00001eb247710:0.000908812,,,LOC_Os07g05810,LOC_Os07g05810:0.000412067,,,AT1G06890;AT1G77610;AT5G42420,AT1G06890:0.00196271;AT1G77610:0.00133717;AT5G42420:0.000917472
PC2,524414at2759,3,Zm00001eb045860;Zm00001eb073630;Zm00001eb428660,Zm00001eb045860:0.000685402;Zm00001eb073630:0.000692055;Zm00001eb428660:6.16761e-06,,,,,HORVU.MOREX.r3.5HG0513910,HORVU.MOREX.r3.5HG0513910:0.00110584,AT1G04430;AT1G19430;AT5G14430,AT1G04430:0.00162978;AT1G19430:0.00198059;AT5G14430:0.00078334
PC2,534225at2759,3,Zm00001eb254540,Zm00001eb254540:0.000409653,,,,,HORVU.MOREX.r3.7HG0751150,HORVU.MOREX.r3.7HG0751150:0.00175647,AT4G10380,AT4G10380:0.00155553
PC2,543746at33090,3,Zm00001eb015960;Zm00001eb330740,Zm00001eb015960:3.28967e-05;Zm00001eb330740:0.00398422,SORBI_3001G382000,SORBI_3001G382000:0.000360303,,,,,AT3G08730,AT3G08730:0.00120539
PC2,584272at2759,3,Zm00001eb057580,Zm00001eb057580:0.00156272,,,,,HORVU.MOREX.r3.3HG0226220,HORVU.MOREX.r3.3HG0226220:0.00216394,AT5G15630,AT5G15630:0.00169923
PC2,589535at2759,3,Zm00001eb039590,Zm00001eb039590:0.00310492,,,,,HORVU.MOREX.r3.4HG0332500;HORVU.MOREX.r3.4HG0332520;HORVU.MOREX.r3.4HG0332600,HORVU.MOREX.r3.4HG0332500:0.00310241;HORVU.MOREX.r3.4HG0332520:0.00310241;HORVU.MOREX.r3.4HG0332600:0.000524574,AT1G80100;AT3G29350;AT5G39340,AT1G80100:0.000423194;AT3G29350:0.00187845;AT5G39340:0.000449501
PC2,590106at2759,3,Zm00001eb249020;Zm00001eb426920;Zm00001eb426930;Zm00001eb426940,Zm00001eb249020:0.00306125;Zm00001eb426920:0.000603997;Zm00001eb426930:0.000603997;Zm00001eb426940:0.000603997,SORBI_3004G299700,SORBI_3004G299700:0.00278953,,,,,AT3G27020,AT3G27020:0.00196225
PC2,590956at2759,3,,,SORBI_3003G309600,SORBI_3003G309600:7.38465e-06,,,HORVU.MOREX.r3.7HG0653830,HORVU.MOREX.r3.7HG0653830:0.000735,AT3G49210,AT3G49210:0.00179537
PC2,591574at2759,3,Zm00001eb016160,Zm00001eb016160:1.65944e-05,SORBI_3006G062100,SORBI_3006G062100:0.000575179,,,,,AT1G60160;AT5G14880,AT1G60160:0.00143901;AT5G14880:0.000156471
PC2,592385at2759,3,Zm00001eb303110,Zm00001eb303110:0.00421485,SORBI_3001G021500,SORBI_3001G021500:0.00153408,,,HORVU.MOREX.r3.5HG0482670,HORVU.MOREX.r3.5HG0482670:0.000380857,,
PC2,604603at2759,3,Zm00001eb147650,Zm00001eb147650:0.00194887,SORBI_3007G165800,SORBI_3007G165800:0.00165865,,,HORVU.MOREX.r3.7HG0748890,HORVU.MOREX.r3.7HG0748890:0.00163996,,
PC2,606318at2759,3,Zm00001eb066640,Zm00001eb066640:0.00276142,SORBI_3004G051900,SORBI_3004G051900:0.000439762,,,,,AT1G19850,AT1G19850:0.000988846
PC2,609836at2759,3,Zm00001eb057440,Zm00001eb057440:0.00268438,,,,,HORVU.MOREX.r3.7HG0642050,HORVU.MOREX.r3.7HG0642050:0.00119092,AT1G09930,AT1G09930:0.000597893
PC2,611295at2759,3,Zm00001eb091470;Zm00001eb256330,Zm00001eb091470:0.00450778;Zm00001eb256330:0.000521978,,,,,HORVU.MOREX.r3.2HG0193700,HORVU.MOREX.r3.2HG0193700:0.000902936,AT5G56590,AT5G56590:0.000800796
PC2,612680at2759,3,Zm00001eb226450;Zm00001eb312000,Zm00001eb226450:0.00369511;Zm00001eb312000:0.000873226,SORBI_3010G246700,SORBI_3010G246700:0.000520906,,,,,AT1G11545;AT2G01850;AT2G36870;AT4G14130,AT1G11545:0.00145177;AT2G01850:0.00195429;AT2G36870:0.0018014;AT4G14130:0.00177485
PC2,614903at2759,3,Zm00001eb254390,Zm00001eb254390:0.00355341,,,,,HORVU.MOREX.r3.7HG0666880,HORVU.MOREX.r3.7HG0666880:0.00148016,AT1G23080;AT1G73590,AT1G23080:0.000477047;AT1G73590:0.00192243
PC2,615485at2759,3,,,SORBI_3001G079300,SORBI_3001G079300:0.000476756,,,HORVU.MOREX.r3.2HG0129450,HORVU.MOREX.r3.2HG0129450:0.0017958,AT4G33880,AT4G33880:0.000641973
PC2,624064at2759,3,Zm00001eb067690;Zm00001eb134850;Zm00001eb214240;Zm00001eb432530,Zm00001eb067690:0.00447193;Zm00001eb134850:0.000848045;Zm00001eb214240:0.00128363;Zm00001eb432530:3.00465e-05,SORBI_3006G248500,SORBI_3006G248500:0.00142724,,,,,AT2G24530,AT2G24530:0.00170021
PC2,624469at2759,3,Zm00001eb122300;Zm00001eb282950,Zm00001eb122300:0.000243312;Zm00001eb282950:0.00405268,,,LOC_Os01g01790,LOC_Os01g01790:0.00035306,HORVU.MOREX.r3.3HG0239530,HORVU.MOREX.r3.3HG0239530:0.00053704,,
PC2,625990at2759,3,Zm00001eb042050,Zm00001eb042050:0.00157185,,,,,HORVU.MOREX.r3.7HG0725450,HORVU.MOREX.r3.7HG0725450:0.00267401,AT2G46320,AT2G46320:0.00183608
PC2,630255at2759,3,Zm00001eb054260;Zm00001eb182940;Zm00001eb414790,Zm00001eb054260:0.00312845;Zm00001eb182940:0.00100692;Zm00001eb414790:0.000457756,SORBI_3003G051100,SORBI_3003G051100:0.00222966,,,,,AT1G34210;AT4G33430,AT1G34210:4.4467e-05;AT4G33430:0.00129708
PC2,631585at2759,3,Zm00001eb333640,Zm00001eb333640:0.00457835,SORBI_3003G115400,SORBI_3003G115400:0.000928865,,,,,AT4G18590,AT4G18590:0.000897079
PC2,632146at2759,3,Zm00001eb218220,Zm00001eb218220:0.00126461,SORBI_3004G036800,SORBI_3004G036800:0.000918079,,,,,AT5G64790,AT5G64790:0.000822186
PC2,638084at2759,3,Zm00001eb001830;Zm00001eb193090;Zm00001eb410050,Zm00001eb001830:6.72426e-05;Zm00001eb193090:0.000710272;Zm00001eb410050:0.00253435,SORBI_3004G319600,SORBI_3004G319600:0.000165494,,,,,AT3G62110,AT3G62110:0.00104672
PC2,644422at2759,3,Zm00001eb353580,Zm00001eb353580:0.000105986,SORBI_3006G191600,SORBI_3006G191600:0.000119406,,,,,AT5G56550,AT5G56550:0.00151531
PC2,645053at2759,3,Zm00001eb248610,Zm00001eb248610:6.89736e-05,,,LOC_Os08g03840,LOC_Os08g03840:0.000860097,,,AT4G25570;AT5G38630,AT4G25570:0.000139567;AT5G38630:5.08259e-05
PC2,649540at2759,3,Zm00001eb082150,Zm00001eb082150:0.00157508,SORBI_3004G178500,SORBI_3004G178500:0.000558139,,,HORVU.MOREX.r3.3HG0313110,HORVU.MOREX.r3.3HG0313110:0.000472991,,
PC2,650895at3193,3,Zm00001eb331410;Zm00001eb392700,Zm00001eb331410:0.00275582;Zm00001eb392700:0.00305828,,,,,HORVU.MOREX.r3.2HG0171990,HORVU.MOREX.r3.2HG0171990:0.000621485,AT1G68410,AT1G68410:0.00153207
PC2,662733at2759,3,Zm00001eb247540,Zm00001eb247540:0.00443049,SORBI_3010G055000;SORBI_3010G055100,SORBI_3010G055000:0.000243356;SORBI_3010G055100:0.000243356,,,HORVU.MOREX.r3.3HG0219240;HORVU.MOREX.r3.3HG0219270,HORVU.MOREX.r3.3HG0219240:0.000450859;HORVU.MOREX.r3.3HG0219270:0.000450859,,
PC2,669507at3193,3,Zm00001eb015950,Zm00001eb015950:3.28967e-05,SORBI_3001G382100,SORBI_3001G382100:0.000360303,LOC_Os03g03334,LOC_Os03g03334:0.00117327,,,,
PC2,672418at2759,3,Zm00001eb255520,Zm00001eb255520:0.000708116,SORBI_3002G179800,SORBI_3002G179800:0.00183386,,,HORVU.MOREX.r3.7HG0665680,HORVU.MOREX.r3.7HG0665680:0.00139218,,
PC2,678337at2759,3,Zm00001eb255970,Zm00001eb255970:0.000271662,SORBI_3010G081800,SORBI_3010G081800:0.00278074,,,,,AT1G49720,AT1G49720:0.00100461
PC2,679576at2759,3,Zm00001eb058370;Zm00001eb214230,Zm00001eb058370:0.000331992;Zm00001eb214230:0.00128363,SORBI_3001G079500,SORBI_3001G079500:0.000476756,,,,,AT3G19580,AT3G19580:0.000805599
PC2,681845at2759,3,Zm00001eb220790,Zm00001eb220790:0.00162806,SORBI_3001G202400,SORBI_3001G202400:0.00065632,,,HORVU.MOREX.r3.1HG0048030,HORVU.MOREX.r3.1HG0048030:0.00131637,,
PC2,683187at2759,3,Zm00001eb050910;Zm00001eb403360,Zm00001eb050910:0.00186109;Zm00001eb403360:8.46235e-05,SORBI_3001G244400,SORBI_3001G244400:0.00309537,,,,,AT4G14750,AT4G14750:0.00198479
PC2,695290at2759,3,,,,,LOC_Os12g01520,LOC_Os12g01520:0.000442674,HORVU.MOREX.r3.3HG0219250,HORVU.MOREX.r3.3HG0219250:0.000450859,AT4G20370,AT4G20370:0.00184862
PC2,76462at2759,3,Zm00001eb208880,Zm00001eb208880:0.00423669,SORBI_3009G231400,SORBI_3009G231400:0.00152934,,,,,AT1G59725,AT1G59725:0.000576503
PC2,783636at2759,3,Zm00001eb146750,Zm00001eb146750:0.000502528,,,,,HORVU.MOREX.r3.7HG0738760,HORVU.MOREX.r3.7HG0738760:0.000245905,AT1G43670,AT1G43670:0.00133892
PC2,787554at2759,3,Zm00001eb060140;Zm00001eb107190;Zm00001eb190570;Zm00001eb212430;Zm00001eb213280,Zm00001eb060140:0.000101925;Zm00001eb107190:0.00392846;Zm00001eb190570:0.00149601;Zm00001eb212430:0.00424957;Zm00001eb213280:0.00114131,SORBI_3001G063300;SORBI_3002G040800;SORBI_3003G225200,SORBI_3001G063300:0.00146118;SORBI_3002G040800:0.00138282;SORBI_3003G225200:6.89305e-05,,,,,AT2G41140;AT4G09570;AT4G21940,AT2G41140:0.000351242;AT4G09570:0.00199607;AT4G21940:0.000299599
PC2,788495at2759,3,Zm00001eb355810;Zm00001eb402260,Zm00001eb355810:0.00451319;Zm00001eb402260:0.00352473,,,,,HORVU.MOREX.r3.1HG0005040;HORVU.MOREX.r3.5HG0495250,HORVU.MOREX.r3.1HG0005040:0.00216576;HORVU.MOREX.r3.5HG0495250:0.00103982,AT1G76360;AT2G28930;AT4G35600,AT1G76360:0.00144637;AT2G28930:0.00122529;AT4G35600:0.000934722
PC2,794814at2759,3,Zm00001eb032760;Zm00001eb062530;Zm00001eb217750;Zm00001eb249220,Zm00001eb032760:0.00154998;Zm00001eb062530:0.000881052;Zm00001eb217750:0.000806361;Zm00001eb249220:0.000874952,,,LOC_Os03g01460,LOC_Os03g01460:0.00126639,HORVU.MOREX.r3.2HG0217920;HORVU.MOREX.r3.3HG0228240;HORVU.MOREX.r3.3HG0228250,HORVU.MOREX.r3.2HG0217920:0.00211687;HORVU.MOREX.r3.3HG0228240:0.000746461;HORVU.MOREX.r3.3HG0228250:0.000746461,,
PC2,100205at2759,2,Zm00001eb300140,Zm00001eb300140:0.000502043,,,,,,,AT2G34600,AT2G34600:0.000131787
PC2,100401at38820,2,Zm00001eb153070,Zm00001eb153070:0.00299434,SORBI_3009G200700,SORBI_3009G200700:0.0020325,,,,,,
PC2,100602at38820,2,Zm00001eb377500,Zm00001eb377500:0.00334144,,,,,HORVU.MOREX.r3.7HG0648140,HORVU.MOREX.r3.7HG0648140:0.00101155,,
PC2,101263at38820,2,Zm00001eb366460,Zm00001eb366460:0.00386749,,,LOC_Os01g08750,LOC_Os01g08750:0.000944472,,,,
PC2,101274at38820,2,Zm00001eb305500,Zm00001eb305500:0.000559538,SORBI_3002G119200,SORBI_3002G119200:0.00114327,,,,,,
PC2,101580at38820,2,,,SORBI_3004G320300,SORBI_3004G320300:0.000165494,,,HORVU.MOREX.r3.6HG0621170,HORVU.MOREX.r3.6HG0621170:0.000185264,,
PC2,103817at38820,2,Zm00001eb213050,Zm00001eb213050:0.000582644,,,,,HORVU.MOREX.r3.5HG0518540,HORVU.MOREX.r3.5HG0518540:0.002719,,
PC2,104575at38820,2,Zm00001eb061540,Zm00001eb061540:0.00378684,SORBI_3001G048000,SORBI_3001G048000:0.00191605,,,,,,
PC2,104798at3193,2,,,,,,,HORVU.MOREX.r3.4HG0333970,HORVU.MOREX.r3.4HG0333970:0.00124481,AT4G08160,AT4G08160:0.00135227
PC2,104997at38820,2,,,,,LOC_Os09g04460,LOC_Os09g04460:0.00130339,HORVU.MOREX.r3.2HG0106230,HORVU.MOREX.r3.2HG0106230:0.00182252,,
PC2,105250at38820,2,Zm00001eb146800,Zm00001eb146800:0.000719215,,,LOC_Os01g08660,LOC_Os01g08660:0.000297793,,,,
PC2,105916at38820,2,Zm00001eb229660,Zm00001eb229660:0.000149622,SORBI_3004G007900,SORBI_3004G007900:0.00187195,,,,,,
PC2,105955at2759,2,,,SORBI_3003G341700;SORBI_3003G341800,SORBI_3003G341700:0.00117037;SORBI_3003G341800:0.00117037,,,,,AT3G09520,AT3G09520:0.00114813
PC2,106400at33090,2,Zm00001eb062600;Zm00001eb186790,Zm00001eb062600:0.0036522;Zm00001eb186790:0.00452113,,,,,,,AT5G59880,AT5G59880:0.00137055
PC2,107214at38820,2,,,SORBI_3002G263400,SORBI_3002G263400:0.000571952,,,HORVU.MOREX.r3.5HG0496150,HORVU.MOREX.r3.5HG0496150:0.00287904,,
PC2,107355at38820,2,Zm00001eb374680,Zm00001eb374680:0.00248964,,,,,HORVU.MOREX.r3.7HG0659020,HORVU.MOREX.r3.7HG0659020:0.000182906,,
PC2,107507at38820,2,Zm00001eb228000,Zm00001eb228000:0.00223783,SORBI_3010G265500,SORBI_3010G265500:0.00113799,,,,,,
PC2,108062at38820,2,Zm00001eb328450,Zm00001eb328450:0.000340631,SORBI_3002G387200,SORBI_3002G387200:0.000986209,,,,,,
PC2,108071at2759,2,Zm00001eb160170,Zm00001eb160170:8.74501e-05,,,,,,,AT3G25530,AT3G25530:0.000603613
PC2,108190at2759,2,Zm00001eb299200,Zm00001eb299200:0.000830471,SORBI_3001G076700,SORBI_3001G076700:0.00129588,,,,,,
PC2,10828at2759,2,Zm00001eb108330,Zm00001eb108330:0.000219232,SORBI_3002G361500,SORBI_3002G361500:0.00335657,,,,,,
PC2,109965at38820,2,Zm00001eb376510,Zm00001eb376510:0.00367172,,,,,HORVU.MOREX.r3.7HG0653850,HORVU.MOREX.r3.7HG0653850:0.000735,,
PC2,109998at33090,2,Zm00001eb064830,Zm00001eb064830:0.00195608,SORBI_3003G002700,SORBI_3003G002700:0.000908638,,,,,,
PC2,110145at2759,2,Zm00001eb043390,Zm00001eb043390:0.00235525,,,,,,,AT1G64650,AT1G64650:0.0018321
PC2,110618at38820,2,Zm00001eb187720,Zm00001eb187720:0.000211894,SORBI_3004G275500,SORBI_3004G275500:0.00305658,,,,,,
PC2,111430at38820,2,Zm00001eb035860,Zm00001eb035860:0.00106849,SORBI_3007G200100,SORBI_3007G200100:0.0028998,,,,,,
PC2,11233at38820,2,,,SORBI_3010G082700,SORBI_3010G082700:0.00205156,,,HORVU.MOREX.r3.3HG0255870;HORVU.MOREX.r3.7HG0663870,HORVU.MOREX.r3.3HG0255870:0.00044008;HORVU.MOREX.r3.7HG0663870:0.00194212,,
PC2,11422at4447,2,Zm00001eb302460,Zm00001eb302460:0.00208315,SORBI_3001G052300,SORBI_3001G052300:0.000693508,,,,,,
PC2,11614at38820,2,Zm00001eb231800,Zm00001eb231800:0.000249985,SORBI_3004G034500,SORBI_3004G034500:0.00103889,,,,,,
PC2,12507at4447,2,Zm00001eb376490,Zm00001eb376490:0.00367172,,,,,HORVU.MOREX.r3.7HG0653740,HORVU.MOREX.r3.7HG0653740:9.32661e-05,,
PC2,127372at2759,2,,,SORBI_3010G082600,SORBI_3010G082600:0.00205156,,,HORVU.MOREX.r3.7HG0663850;HORVU.MOREX.r3.7HG0663860,HORVU.MOREX.r3.7HG0663850:0.00194212;HORVU.MOREX.r3.7HG0663860:0.00194212,,
PC2,128459at2759,2,Zm00001eb377810,Zm00001eb377810:0.00415289,,,,,,,AT4G36110,AT4G36110:0.00132608
PC2,128682at3193,2,,,,,LOC_Os10g04780,LOC_Os10g04780:9.19467e-05,,,AT5G28490,AT5G28490:0.000907424
PC2,129073at2759,2,Zm00001eb427810,Zm00001eb427810:0.00183172,,,,,,,AT5G07440,AT5G07440:0.00171393
PC2,132787at33090,2,Zm00001eb002470;Zm00001eb241950,Zm00001eb002470:0.000219138;Zm00001eb241950:0.00400791,,,,,,,AT3G07070,AT3G07070:4.1367e-05
PC2,135702at2759,2,Zm00001eb271450,Zm00001eb271450:0.00238889,SORBI_3004G348300,SORBI_3004G348300:0.00119591,,,,,,
PC2,136265at33090,2,Zm00001eb103070,Zm00001eb103070:0.00277929,SORBI_3007G182000,SORBI_3007G182000:0.00175142,,,,,,
PC2,136507at33090,2,Zm00001eb274870,Zm00001eb274870:0.000128536,,,,,,,AT1G72970,AT1G72970:0.000443964
PC2,13719at4447,2,,,SORBI_3001G284100,SORBI_3001G284100:0.000829029,,,HORVU.MOREX.r3.5HG0536340,HORVU.MOREX.r3.5HG0536340:0.00279496,,
PC2,138101at2759,2,Zm00001eb018360;Zm00001eb041470;Zm00001eb179660,Zm00001eb018360:0.00206025;Zm00001eb041470:0.00294719;Zm00001eb179660:0.00338872,SORBI_3001G356500,SORBI_3001G356500:0.000766523,,,,,,
PC2,139695at2759,2,Zm00001eb296230,Zm00001eb296230:0.00249969,SORBI_3004G086800,SORBI_3004G086800:6.11672e-05,,,,,,
PC2,14023at38820,2,,,SORBI_3006G280100,SORBI_3006G280100:0.00318491,,,HORVU.MOREX.r3.2HG0198730,HORVU.MOREX.r3.2HG0198730:0.00127374,,
PC2,14206at38820,2,,,SORBI_3004G088450,SORBI_3004G088450:0.000571358,,,HORVU.MOREX.r3.7HG0648880,HORVU.MOREX.r3.7HG0648880:0.00214811,,
PC2,143419at2759,2,Zm00001eb261170,Zm00001eb261170:0.00167433,,,,,,,AT1G76990,AT1G76990:0.000132662
PC2,143673at2759,2,Zm00001eb329220,Zm00001eb329220:8.45219e-05,,,,,,,AT3G50620,AT3G50620:0.000795547
PC2,147853at3193,2,Zm00001eb015330,Zm00001eb015330:0.00379878,,,,,,,AT1G31160,AT1G31160:0.000757401
PC2,148788at3193,2,,,SORBI_3001G351000,SORBI_3001G351000:0.00273508,,,,,AT1G22410,AT1G22410:0.00198765
PC2,150555at3193,2,Zm00001eb185040,Zm00001eb185040:0.00379622,,,,,,,AT3G23410;AT4G28570,AT3G23410:0.00180601;AT4G28570:0.00160032
PC2,153283at33090,2,Zm00001eb097160,Zm00001eb097160:0.00134146,,,,,,,AT4G35790,AT4G35790:0.00107933
PC2,15574at38820,2,Zm00001eb251700,Zm00001eb251700:0.00167853,SORBI_3004G270200,SORBI_3004G270200:0.00261362,,,,,,
PC2,157436at2759,2,Zm00001eb058970,Zm00001eb058970:6.72187e-05,SORBI_3001G074400,SORBI_3001G074400:0.00228545,,,,,,
PC2,157453at3193,2,Zm00001eb296700;Zm00001eb303720,Zm00001eb296700:0.00193811;Zm00001eb303720:2.45987e-05,,,,,,,AT2G32060,AT2G32060:0.000656702
PC2,157628at33090,2,Zm00001eb367490,Zm00001eb367490:0.00276792,,,,,,,AT3G54130,AT3G54130:0.00156508
PC2,157876at3193,2,Zm00001eb055730,Zm00001eb055730:0.00406513,,,,,HORVU.MOREX.r3.4HG0338600,HORVU.MOREX.r3.4HG0338600:0.000484738,,
PC2,159883at2759,2,,,SORBI_3003G225300,SORBI_3003G225300:6.89305e-05,,,,,AT2G46225,AT2G46225:0.00147345
