Phenotype,species,snp,chr,pos,p,logp
pH,Arabidopsis,Chr1_17439915.0,1,17439915,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17440243.0,1,17440243,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17442361.0,1,17442361,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17442377.0,1,17442377,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17443068.0,1,17443068,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17443360.0,1,17443360,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17443413.0,1,17443413,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17443628.0,1,17443628,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17444693.0,1,17444693,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17444991.0,1,17444991,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17445693.0,1,17445693,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17446689.0,1,17446689,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17446726.0,1,17446726,0.002076298,2.68271031437478
pH,Arabidopsis,Chr1_17447810.0,1,17447810,0.002076298,2.68271031437478
pH,Arabidopsis,Chr5_8514798.0,5,8514798,0.002076726,2.68262079982398
pH,Arabidopsis,Chr5_8514842.0,5,8514842,0.002076726,2.68262079982398
pH,Arabidopsis,Chr5_8514934.0,5,8514934,0.002076726,2.68262079982398
pH,Arabidopsis,Chr2_5541960.0,2,5541960,0.002077205,2.68252064069387
pH,Arabidopsis,Chr5_24955882.0,5,24955882,0.002077587,2.68244078086332
pH,Arabidopsis,Chr5_5178020.0,5,5178020,0.002078213,2.68230994283082
pH,Arabidopsis,Chr3_9736337.0,3,9736337,0.002078391,2.68227274688055
pH,Arabidopsis,Chr5_11481983.0,5,11481983,0.002078525,2.68224474753652
pH,Arabidopsis,Chr5_11482250.0,5,11482250,0.002078525,2.68224474753652
pH,Arabidopsis,Chr4_530612.0,4,530612,0.002078627,2.68222343581294
pH,Arabidopsis,Chr3_15600405.0,3,15600405,0.002078927,2.68216076033366
pH,Arabidopsis,Chr3_334837.0,3,334837,0.002078989,2.68214780852901
pH,Arabidopsis,Chr2_2700311.0,2,2700311,0.002079085,2.68212775488385
pH,Arabidopsis,Chr1_30374721.0,1,30374721,0.002081902,2.68153971760211
pH,Arabidopsis,Chr5_25137672.0,5,25137672,0.002082107,2.68149695574983
pH,Arabidopsis,Chr3_9595300.0,3,9595300,0.002082383,2.68143939034462
pH,Arabidopsis,Chr2_6285365.0,2,6285365,0.002082991,2.6813126065087
pH,Arabidopsis,Chr3_8828811.0,3,8828811,0.002083103,2.681289255628
pH,Arabidopsis,Chr3_6042439.0,3,6042439,0.002083977,2.68110707847626
pH,Arabidopsis,Chr2_2561106.0,2,2561106,0.002084074,2.68108686444109
pH,Arabidopsis,Chr2_10797319.0,2,10797319,0.002084659,2.68096497499718
pH,Arabidopsis,Chr5_17405219.0,5,17405219,0.00208495,2.68090435555088
pH,Arabidopsis,Chr4_9158860.0,4,9158860,0.0020851,2.68087311171816
pH,Arabidopsis,Chr4_14191316.0,4,14191316,0.002085421,2.68080625746711
pH,Arabidopsis,Chr4_14191561.0,4,14191561,0.002085421,2.68080625746711
pH,Arabidopsis,Chr4_14194542.0,4,14194542,0.002085421,2.68080625746711
pH,Arabidopsis,Chr4_14196653.0,4,14196653,0.002085421,2.68080625746711
pH,Arabidopsis,Chr4_16722730.0,4,16722730,0.002085592,2.68077064772126
pH,Arabidopsis,Chr4_16723418.0,4,16723418,0.002085592,2.68077064772126
pH,Arabidopsis,Chr4_16723673.0,4,16723673,0.002085592,2.68077064772126
pH,Arabidopsis,Chr4_16723689.0,4,16723689,0.002085592,2.68077064772126
pH,Arabidopsis,Chr4_16723794.0,4,16723794,0.002085592,2.68077064772126
pH,Arabidopsis,Chr4_16723906.0,4,16723906,0.002085592,2.68077064772126
pH,Arabidopsis,Chr1_18302711.0,1,18302711,0.002085965,2.68069298279079
pH,Arabidopsis,Chr1_18302735.0,1,18302735,0.002085965,2.68069298279079
pH,Arabidopsis,Chr3_3057137.0,3,3057137,0.002086291,2.68062511543011
pH,Arabidopsis,Chr3_3057139.0,3,3057139,0.002086291,2.68062511543011
pH,Arabidopsis,Chr5_135251.0,5,135251,0.00208632,2.68061907866322
pH,Arabidopsis,Chr3_11063468.0,3,11063468,0.002087127,2.68045112366043
pH,Arabidopsis,Chr2_13166668.0,2,13166668,0.002087371,2.68040035451228
pH,Arabidopsis,Chr2_5457111.0,2,5457111,0.002087512,2.68037101930841
pH,Arabidopsis,Chr2_7403191.0,2,7403191,0.002087632,2.68034605473816
pH,Arabidopsis,Chr2_7403192.0,2,7403192,0.002087632,2.68034605473816
pH,Arabidopsis,Chr3_21896887.0,3,21896887,0.002087776,2.68031609914799
pH,Arabidopsis,Chr3_22183825.0,3,22183825,0.002088136,2.68024121921092
pH,Arabidopsis,Chr5_21936748.0,5,21936748,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936762.0,5,21936762,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936763.0,5,21936763,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936768.0,5,21936768,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936783.0,5,21936783,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936797.0,5,21936797,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936843.0,5,21936843,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936882.0,5,21936882,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936883.0,5,21936883,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936894.0,5,21936894,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936916.0,5,21936916,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936920.0,5,21936920,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21936958.0,5,21936958,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21937292.0,5,21937292,0.002088327,2.68020149648569
pH,Arabidopsis,Chr5_21937309.0,5,21937309,0.002088327,2.68020149648569
pH,Arabidopsis,Chr3_5732634.0,3,5732634,0.002088738,2.68011603215481
pH,Arabidopsis,Chr3_14468113.0,3,14468113,0.002089508,2.67995596175452
pH,Arabidopsis,Chr1_21412759.0,1,21412759,0.002089601,2.67993663256889
pH,Arabidopsis,Chr1_10141270.0,1,10141270,0.002090103,2.67983231138683
pH,Arabidopsis,Chr1_10141276.0,1,10141276,0.002090103,2.67983231138683
pH,Arabidopsis,Chr1_10141296.0,1,10141296,0.002090103,2.67983231138683
pH,Arabidopsis,Chr1_10141311.0,1,10141311,0.002090103,2.67983231138683
pH,Arabidopsis,Chr5_23301746.0,5,23301746,0.002090212,2.67980966328565
pH,Arabidopsis,Chr2_2970626.0,2,2970626,0.002090348,2.67978140676042
pH,Arabidopsis,Chr2_6780496.0,2,6780496,0.002090412,2.6797681102082
pH,Arabidopsis,Chr5_5374938.0,5,5374938,0.002090572,2.67973487060855
pH,Arabidopsis,Chr1_29206254.0,1,29206254,0.002090709,2.679706411223
pH,Arabidopsis,Chr4_5257908.0,4,5257908,0.002090833,2.67968065397088
pH,Arabidopsis,Chr5_26340732.0,5,26340732,0.002091155,2.67961377533639
pH,Arabidopsis,Chr3_6016156.0,3,6016156,0.002091282,2.67958740057009
pH,Arabidopsis,Chr3_6016448.0,3,6016448,0.002091282,2.67958740057009
pH,Arabidopsis,Chr2_8666973.0,2,8666973,0.002092748,2.67928306444605
pH,Arabidopsis,Chr2_8678797.0,2,8678797,0.002092748,2.67928306444605
pH,Arabidopsis,Chr2_8687244.0,2,8687244,0.002092748,2.67928306444605
pH,Arabidopsis,Chr2_8694164.0,2,8694164,0.002092748,2.67928306444605
pH,Arabidopsis,Chr2_8783994.0,2,8783994,0.002094478,2.67892419702574
pH,Arabidopsis,Chr5_5512880.0,5,5512880,0.002094709,2.67887630132406
pH,Arabidopsis,Chr5_14650661.0,5,14650661,0.002094863,2.67884437379053
pH,Arabidopsis,Chr2_12514525.0,2,12514525,0.002095131,2.67878881718529
pH,Arabidopsis,Chr3_9231963.0,3,9231963,0.002095439,2.67872497732548
pH,Arabidopsis,Chr3_9232131.0,3,9232131,0.002095439,2.67872497732548
pH,Arabidopsis,Chr3_9233830.0,3,9233830,0.002095439,2.67872497732548
pH,Arabidopsis,Chr3_9234293.0,3,9234293,0.002095439,2.67872497732548
pH,Arabidopsis,Chr1_14927035.0,1,14927035,0.002095535,2.67870508110552
pH,Arabidopsis,Chr1_17680783.0,1,17680783,0.002096085,2.67859110991232
pH,Arabidopsis,Chr2_6945729.0,2,6945729,0.002096175,2.67857246292794
pH,Arabidopsis,Chr2_6706723.0,2,6706723,0.002098032,2.67818789206361
pH,Arabidopsis,Chr3_9065694.0,3,9065694,0.002098597,2.6780709523085
pH,Arabidopsis,Chr3_9069515.0,3,9069515,0.002098597,2.6780709523085
pH,Arabidopsis,Chr4_16723698.0,4,16723698,0.002098677,2.67805439701163
pH,Arabidopsis,Chr4_16723718.0,4,16723718,0.002098677,2.67805439701163
pH,Arabidopsis,Chr4_4373349.0,4,4373349,0.002098912,2.67800576947647
pH,Arabidopsis,Chr1_3953346.0,1,3953346,0.002099208,2.67794452722191
pH,Arabidopsis,Chr5_10163760.0,5,10163760,0.0020994,2.67790480713345
pH,Arabidopsis,Chr1_3766852.0,1,3766852,0.002099876,2.67780635007834
pH,Arabidopsis,Chr1_3766859.0,1,3766859,0.002099876,2.67780635007834
pH,Arabidopsis,Chr1_3766864.0,1,3766864,0.002099876,2.67780635007834
pH,Arabidopsis,Chr3_12800898.0,3,12800898,0.002099898,2.67780180008179
pH,Arabidopsis,Chr1_17247462.0,1,17247462,0.002100844,2.67760619531158
pH,Arabidopsis,Chr4_664874.0,4,664874,0.002100981,2.67757787507261
pH,Arabidopsis,Chr4_667526.0,4,667526,0.002100981,2.67757787507261
pH,Arabidopsis,Chr4_668570.0,4,668570,0.002100981,2.67757787507261
pH,Arabidopsis,Chr4_1303062.0,4,1303062,0.00210127,2.67751813989474
pH,Arabidopsis,Chr4_2732379.0,4,2732379,0.002101384,2.67749457879695
pH,Arabidopsis,Chr3_9371407.0,3,9371407,0.002101425,2.67748610538131
pH,Arabidopsis,Chr2_5098914.0,2,5098914,0.002101932,2.67738133802351
pH,Arabidopsis,Chr1_21971176.0,1,21971176,0.002101991,2.67736914780288
pH,Arabidopsis,Chr4_2550916.0,4,2550916,0.00210202,2.67736315612494
pH,Arabidopsis,Chr4_869955.0,4,869955,0.002102061,2.67735468527305
pH,Arabidopsis,Chr5_17941511.0,5,17941511,0.00210216,2.67733423194592
pH,Arabidopsis,Chr3_4597556.0,3,4597556,0.002102206,2.67732472870754
pH,Arabidopsis,Chr3_7910314.0,3,7910314,0.002102531,2.67725759218656
pH,Arabidopsis,Chr5_25892464.0,5,25892464,0.002103149,2.67712995813369
pH,Arabidopsis,Chr1_15962207.0,1,15962207,0.002103823,2.67699080128486
pH,Arabidopsis,Chr5_11275025.0,5,11275025,0.002103991,2.67695612224582
pH,Arabidopsis,Chr5_11275032.0,5,11275032,0.002103991,2.67695612224582
pH,Arabidopsis,Chr5_11275065.0,5,11275065,0.002103991,2.67695612224582
pH,Arabidopsis,Chr4_2626209.0,4,2626209,0.002104166,2.67692000119122
pH,Arabidopsis,Chr1_17413396.0,1,17413396,0.002104662,2.67681764012347
pH,Arabidopsis,Chr2_7446322.0,2,7446322,0.002104949,2.67675842205487
pH,Arabidopsis,Chr2_7446323.0,2,7446323,0.002104949,2.67675842205487
pH,Arabidopsis,Chr1_26279286.0,1,26279286,0.002105041,2.67673944096829
pH,Arabidopsis,Chr3_11265683.0,3,11265683,0.002105381,2.67666930067158
pH,Arabidopsis,Chr3_15729230.0,3,15729230,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15730697.0,3,15730697,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15730950.0,3,15730950,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15731416.0,3,15731416,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15732152.0,3,15732152,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15733605.0,3,15733605,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15733606.0,3,15733606,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15734849.0,3,15734849,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15735209.0,3,15735209,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15735461.0,3,15735461,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15735836.0,3,15735836,0.002105772,2.67658865333205
pH,Arabidopsis,Chr3_15738531.0,3,15738531,0.002105772,2.67658865333205
pH,Arabidopsis,Chr4_2195827.0,4,2195827,0.00210605,2.67653132238779
pH,Arabidopsis,Chr3_14706729.0,3,14706729,0.002106525,2.67643338234885
pH,Arabidopsis,Chr3_14708612.0,3,14708612,0.002106525,2.67643338234885
pH,Arabidopsis,Chr3_14709663.0,3,14709663,0.002106525,2.67643338234885
pH,Arabidopsis,Chr3_14709769.0,3,14709769,0.002106525,2.67643338234885
pH,Arabidopsis,Chr3_14710498.0,3,14710498,0.002106525,2.67643338234885
pH,Arabidopsis,Chr1_3423273.0,1,3423273,0.002108782,2.67596831409198
pH,Arabidopsis,Chr1_3426959.0,1,3426959,0.002108782,2.67596831409198
pH,Arabidopsis,Chr1_3428642.0,1,3428642,0.002108782,2.67596831409198
pH,Arabidopsis,Chr4_10130210.0,4,10130210,0.002109375,2.67584620548888
pH,Arabidopsis,Chr1_19006257.0,1,19006257,0.002110114,2.67569408108452
pH,Arabidopsis,Chr1_937124.0,1,937124,0.002110515,2.67561155685045
pH,Arabidopsis,Chr4_18481803.0,4,18481803,0.002111876,2.67533158523705
pH,Arabidopsis,Chr1_5684228.0,1,5684228,0.002111999,2.67530629177013
pH,Arabidopsis,Chr1_5684312.0,1,5684312,0.002111999,2.67530629177013
pH,Arabidopsis,Chr1_5684327.0,1,5684327,0.002111999,2.67530629177013
pH,Arabidopsis,Chr1_5684426.0,1,5684426,0.002111999,2.67530629177013
pH,Arabidopsis,Chr2_5886170.0,2,5886170,0.002112363,2.67523144818816
pH,Arabidopsis,Chr2_4041657.0,2,4041657,0.002112369,2.6752302146108
pH,Arabidopsis,Chr2_6138222.0,2,6138222,0.002113018,2.67509680334173
pH,Arabidopsis,Chr5_4737789.0,5,4737789,0.002113718,2.67495295421555
pH,Arabidopsis,Chr5_11487877.0,5,11487877,0.00211426,2.67484160661133
pH,Arabidopsis,Chr5_8523981.0,5,8523981,0.002115762,2.67453318725123
pH,Arabidopsis,Chr1_6786938.0,1,6786938,0.002115826,2.67452005041142
pH,Arabidopsis,Chr1_6792139.0,1,6792139,0.002115826,2.67452005041142
pH,Arabidopsis,Chr1_6792179.0,1,6792179,0.002115826,2.67452005041142
pH,Arabidopsis,Chr1_6794882.0,1,6794882,0.002115826,2.67452005041142
pH,Arabidopsis,Chr1_6795916.0,1,6795916,0.002115826,2.67452005041142
pH,Arabidopsis,Chr1_6801534.0,1,6801534,0.002115826,2.67452005041142
pH,Arabidopsis,Chr5_6779815.0,5,6779815,0.002116076,2.67446873843841
pH,Arabidopsis,Chr2_3963158.0,2,3963158,0.002116405,2.67440122111945
pH,Arabidopsis,Chr1_26645220.0,1,26645220,0.002116825,2.67431504404757
pH,Arabidopsis,Chr3_13636944.0,3,13636944,0.002117193,2.67423955057081
pH,Arabidopsis,Chr5_2803069.0,5,2803069,0.002117471,2.67418252887268
pH,Arabidopsis,Chr2_18729199.0,2,18729199,0.002117484,2.67417986257363
pH,Arabidopsis,Chr1_26767856.0,1,26767856,0.002117773,2.67412059292106
pH,Arabidopsis,Chr4_726732.0,4,726732,0.002117905,2.67409352435181
pH,Arabidopsis,Chr2_18157103.0,2,18157103,0.002117914,2.67409167882898
pH,Arabidopsis,Chr2_6711366.0,2,6711366,0.002118145,2.67404431309332
pH,Arabidopsis,Chr5_19517128.0,5,19517128,0.002118174,2.67403836711051
pH,Arabidopsis,Chr3_11495423.0,3,11495423,0.002118207,2.67403160109116
pH,Arabidopsis,Chr3_11053646.0,3,11053646,0.002118708,2.67392889356153
pH,Arabidopsis,Chr1_19110233.0,1,19110233,0.002118853,2.6738991723611
pH,Arabidopsis,Chr3_19586352.0,3,19586352,0.002119386,2.6737899388044
pH,Arabidopsis,Chr2_19697473.0,2,19697473,0.002119469,2.67377293117285
pH,Arabidopsis,Chr2_6278220.0,2,6278220,0.002119596,2.67374690873667
pH,Arabidopsis,Chr3_14828034.0,3,14828034,0.002119635,2.67373891790777
pH,Arabidopsis,Chr3_9755223.0,3,9755223,0.002120048,2.67365430609996
pH,Arabidopsis,Chr3_11494896.0,3,11494896,0.002120408,2.67358056591076
pH,Arabidopsis,Chr4_9558861.0,4,9558861,0.002122234,2.6732067319776
pH,Arabidopsis,Chr5_20357788.0,5,20357788,0.00212254,2.67314411657726
pH,Arabidopsis,Chr5_16909020.0,5,16909020,0.002123458,2.67295632452432
pH,Arabidopsis,Chr5_16909029.0,5,16909029,0.002123458,2.67295632452432
pH,Arabidopsis,Chr3_16228981.0,3,16228981,0.00212385,2.67287615918788
pH,Arabidopsis,Chr5_4218162.0,5,4218162,0.002123911,2.6728636858103
pH,Arabidopsis,Chr5_12763335.0,5,12763335,0.002123955,2.67285468884232
pH,Arabidopsis,Chr5_24242222.0,5,24242222,0.002123997,2.67284610100129
pH,Arabidopsis,Chr5_24242223.0,5,24242223,0.002123997,2.67284610100129
pH,Arabidopsis,Chr2_18070627.0,2,18070627,0.002125159,2.67260857138338
pH,Arabidopsis,Chr4_13038673.0,4,13038673,0.002125618,2.67251478092203
pH,Arabidopsis,Chr5_11470665.0,5,11470665,0.002125888,2.67245961952262
pH,Arabidopsis,Chr5_9840578.0,5,9840578,0.002126729,2.67228784686403
pH,Arabidopsis,Chr4_554585.0,4,554585,0.002127109,2.6722102548619
pH,Arabidopsis,Chr4_6760571.0,4,6760571,0.002127214,2.67218881741082
pH,Arabidopsis,Chr3_15040873.0,3,15040873,0.002127407,2.67214941609396
pH,Arabidopsis,Chr2_8279729.0,2,8279729,0.002127439,2.6721428835786
pH,Arabidopsis,Chr3_9184606.0,3,9184606,0.002127474,2.67213573875244
pH,Arabidopsis,Chr5_5274844.0,5,5274844,0.002127717,2.67208613648583
pH,Arabidopsis,Chr5_5274853.0,5,5274853,0.002127717,2.67208613648583
pH,Arabidopsis,Chr4_8059159.0,4,8059159,0.002128337,2.67195960492364
pH,Arabidopsis,Chr5_11297166.0,5,11297166,0.002128655,2.67189472077751
pH,Arabidopsis,Chr1_18553648.0,1,18553648,0.002130486,2.67152131532071
pH,Arabidopsis,Chr1_4312919.0,1,4312919,0.002130633,2.6714913507556
pH,Arabidopsis,Chr5_2497308.0,5,2497308,0.00213085,2.67144712112818
pH,Arabidopsis,Chr5_2499537.0,5,2499537,0.00213085,2.67144712112818
pH,Arabidopsis,Chr5_2501341.0,5,2501341,0.00213085,2.67144712112818
pH,Arabidopsis,Chr4_1294094.0,4,1294094,0.002131082,2.67139983913499
pH,Arabidopsis,Chr2_5888908.0,2,5888908,0.002131179,2.67138007189655
pH,Arabidopsis,Chr4_5933073.0,4,5933073,0.002132658,2.67107878384802
pH,Arabidopsis,Chr1_7808727.0,1,7808727,0.00213274,2.67106208568877
pH,Arabidopsis,Chr3_8122317.0,3,8122317,0.002132914,2.67102665513585
pH,Arabidopsis,Chr4_17239939.0,4,17239939,0.002133176,2.67097331113495
pH,Arabidopsis,Chr3_3182605.0,3,3182605,0.002133645,2.67087783766052
pH,Arabidopsis,Chr3_9995173.0,3,9995173,0.002133682,2.67087030653115
pH,Arabidopsis,Chr1_17248892.0,1,17248892,0.002133693,2.67086806757193
pH,Arabidopsis,Chr1_17250981.0,1,17250981,0.002133693,2.67086806757193
pH,Arabidopsis,Chr1_17252568.0,1,17252568,0.002133693,2.67086806757193
pH,Arabidopsis,Chr1_17252688.0,1,17252688,0.002133693,2.67086806757193
pH,Arabidopsis,Chr2_10336188.0,2,10336188,0.002133744,2.67085768709364
pH,Arabidopsis,Chr2_10336201.0,2,10336201,0.002133744,2.67085768709364
pH,Arabidopsis,Chr2_10336210.0,2,10336210,0.002133744,2.67085768709364
pH,Arabidopsis,Chr1_8741577.0,1,8741577,0.002134313,2.67074189034506
pH,Arabidopsis,Chr1_8744964.0,1,8744964,0.002134313,2.67074189034506
pH,Arabidopsis,Chr1_8755902.0,1,8755902,0.002134313,2.67074189034506
pH,Arabidopsis,Chr5_11031037.0,5,11031037,0.002134737,2.67065562250518
pH,Arabidopsis,Chr3_10371276.0,3,10371276,0.002135333,2.67053438818682
pH,Arabidopsis,Chr3_13898206.0,3,13898206,0.002135976,2.67040363138418
pH,Arabidopsis,Chr1_6607383.0,1,6607383,0.002136061,2.67038634921599
pH,Arabidopsis,Chr4_863940.0,4,863940,0.002136655,2.67026559655004
pH,Arabidopsis,Chr2_6968733.0,2,6968733,0.002137127,2.67016966886993
pH,Arabidopsis,Chr1_1173681.0,1,1173681,0.002137326,2.67012923113347
pH,Arabidopsis,Chr1_3767101.0,1,3767101,0.002137358,2.67012272893428
pH,Arabidopsis,Chr2_5190274.0,2,5190274,0.002138183,2.66995512771047
pH,Arabidopsis,Chr2_12433162.0,2,12433162,0.002138361,2.66991897495824
pH,Arabidopsis,Chr2_12433204.0,2,12433204,0.002138361,2.66991897495824
pH,Arabidopsis,Chr2_12433342.0,2,12433342,0.002138361,2.66991897495824
pH,Arabidopsis,Chr2_12433366.0,2,12433366,0.002138361,2.66991897495824
pH,Arabidopsis,Chr1_22675598.0,1,22675598,0.002138597,2.6698710467355
pH,Arabidopsis,Chr1_22676276.0,1,22676276,0.002138597,2.6698710467355
pH,Arabidopsis,Chr3_9202956.0,3,9202956,0.002138608,2.66986881292192
pH,Arabidopsis,Chr4_14179588.0,4,14179588,0.002138641,2.66986211155013
pH,Arabidopsis,Chr4_14185137.0,4,14185137,0.002138641,2.66986211155013
pH,Arabidopsis,Chr2_17222114.0,2,17222114,0.002139281,2.66973216599689
pH,Arabidopsis,Chr2_19056900.0,2,19056900,0.00213929,2.66973033891475
pH,Arabidopsis,Chr3_4772111.0,3,4772111,0.002139862,2.66961423345968
pH,Arabidopsis,Chr1_834106.0,1,834106,0.002139964,2.66959353260074
pH,Arabidopsis,Chr5_18289370.0,5,18289370,0.002140095,2.66956694765079
pH,Arabidopsis,Chr1_217868.0,1,217868,0.002140184,2.66954888704825
pH,Arabidopsis,Chr4_13322762.0,4,13322762,0.002141048,2.66937359617989
pH,Arabidopsis,Chr3_11492969.0,3,11492969,0.002141642,2.66925312473606
pH,Arabidopsis,Chr1_2626307.0,1,2626307,0.002142194,2.66914120142464
pH,Arabidopsis,Chr1_7522348.0,1,7522348,0.002142388,2.66910187290693
pH,Arabidopsis,Chr4_11896499.0,4,11896499,0.002142558,2.66906741270044
pH,Arabidopsis,Chr5_11573438.0,5,11573438,0.002142989,2.66898005819362
pH,Arabidopsis,Chr5_11576527.0,5,11576527,0.002142989,2.66898005819362
pH,Arabidopsis,Chr5_25558853.0,5,25558853,0.002143343,2.66890832308446
pH,Arabidopsis,Chr2_5889798.0,2,5889798,0.002143543,2.6688678000118
pH,Arabidopsis,Chr3_7108824.0,3,7108824,0.002143742,2.66882748330696
pH,Arabidopsis,Chr3_7112033.0,3,7112033,0.002143742,2.66882748330696
pH,Arabidopsis,Chr3_7125745.0,3,7125745,0.002143742,2.66882748330696
pH,Arabidopsis,Chr5_2963173.0,5,2963173,0.002143949,2.6687855498011
pH,Arabidopsis,Chr4_9100658.0,4,9100658,0.002144005,2.66877420616682
pH,Arabidopsis,Chr4_11630990.0,4,11630990,0.002144695,2.66863446069845
pH,Arabidopsis,Chr4_11631292.0,4,11631292,0.002144695,2.66863446069845
pH,Arabidopsis,Chr4_11633103.0,4,11633103,0.002144695,2.66863446069845
pH,Arabidopsis,Chr2_2172872.0,2,2172872,0.002144774,2.6686184637235
pH,Arabidopsis,Chr5_6137985.0,5,6137985,0.002144806,2.66861198410386
pH,Arabidopsis,Chr5_6138002.0,5,6138002,0.002144806,2.66861198410386
pH,Arabidopsis,Chr3_10469318.0,3,10469318,0.002145204,2.66853140191207
pH,Arabidopsis,Chr1_13327477.0,1,13327477,0.002145879,2.66839477030755
pH,Arabidopsis,Chr5_26646694.0,5,26646694,0.002147162,2.66813518749114
pH,Arabidopsis,Chr5_11433088.0,5,11433088,0.002147589,2.66804882916938
pH,Arabidopsis,Chr5_14157288.0,5,14157288,0.002148064,2.66795278329242
pH,Arabidopsis,Chr2_5436942.0,2,5436942,0.002148394,2.66788606918545
pH,Arabidopsis,Chr5_25950683.0,5,25950683,0.002148409,2.66788303696953
pH,Arabidopsis,Chr5_25952049.0,5,25952049,0.002148409,2.66788303696953
pH,Arabidopsis,Chr5_25954778.0,5,25954778,0.002148409,2.66788303696953
pH,Arabidopsis,Chr3_8653919.0,3,8653919,0.002148421,2.66788061121203
pH,Arabidopsis,Chr5_10856953.0,5,10856953,0.002148801,2.66780380256517
pH,Arabidopsis,Chr2_19466489.0,2,19466489,0.002148913,2.66778116681882
pH,Arabidopsis,Chr3_19436620.0,3,19436620,0.002149032,2.66775711763096
pH,Arabidopsis,Chr1_20550423.0,1,20550423,0.00215009,2.66754336069588
pH,Arabidopsis,Chr3_22900417.0,3,22900417,0.002151155,2.66732829569369
pH,Arabidopsis,Chr3_22901836.0,3,22901836,0.002151155,2.66732829569369
pH,Arabidopsis,Chr3_9300175.0,3,9300175,0.002151324,2.66729417779678
pH,Arabidopsis,Chr1_2113233.0,1,2113233,0.002151521,2.66725441061344
pH,Arabidopsis,Chr1_2114308.0,1,2114308,0.002151521,2.66725441061344
pH,Arabidopsis,Chr1_2118601.0,1,2118601,0.002151521,2.66725441061344
pH,Arabidopsis,Chr1_2122089.0,1,2122089,0.002151521,2.66725441061344
pH,Arabidopsis,Chr4_703433.0,4,703433,0.002151657,2.66722695925096
pH,Arabidopsis,Chr4_7519825.0,4,7519825,0.002151724,2.66721343605592
pH,Arabidopsis,Chr5_25783483.0,5,25783483,0.002152089,2.66713977231343
pH,Arabidopsis,Chr5_12888637.0,5,12888637,0.002152581,2.66704049739293
pH,Arabidopsis,Chr1_19586231.0,1,19586231,0.002152902,2.66697573879142
pH,Arabidopsis,Chr5_11164084.0,5,11164084,0.002152919,2.66697230947739
pH,Arabidopsis,Chr5_10952683.0,5,10952683,0.002153865,2.66678152090453
pH,Arabidopsis,Chr1_15757036.0,1,15757036,0.002154162,2.66672163945006
pH,Arabidopsis,Chr1_17095143.0,1,17095143,0.002154685,2.6666162117033
pH,Arabidopsis,Chr5_10613518.0,5,10613518,0.002154802,2.66659263003134
pH,Arabidopsis,Chr5_10613605.0,5,10613605,0.002154802,2.66659263003134
pH,Arabidopsis,Chr4_8271825.0,4,8271825,0.002154831,2.66658678519955
pH,Arabidopsis,Chr5_26290025.0,5,26290025,0.002154915,2.66656985578585
pH,Arabidopsis,Chr4_14504066.0,4,14504066,0.002155853,2.66638085548221
pH,Arabidopsis,Chr2_19683268.0,2,19683268,0.002155952,2.66636091248678
pH,Arabidopsis,Chr5_26354527.0,5,26354527,0.002159005,2.66574635189
pH,Arabidopsis,Chr1_8911865.0,1,8911865,0.002159076,2.66573207012538
pH,Arabidopsis,Chr1_5657210.0,1,5657210,0.002159213,2.66570451368159
pH,Arabidopsis,Chr5_14190983.0,5,14190983,0.002159537,2.66563935065414
pH,Arabidopsis,Chr5_14190987.0,5,14190987,0.002159537,2.66563935065414
