Taxa,Long,Lat,Species,BIO01,BIO02,BIO03,BIO04,BIO05,BIO06,BIO07,BIO08,BIO09,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19,PC1,PC2,PC3,aridity_index,pH,soilN,AM_rel_abundance_colonization,AM_roots_colonized
BRIDGE_HOR_8761,86.81,27.52,Barley,10.65886497,10.88297939,51.20799637,402.8624878,19.47974968,-1.77275002,21.25250053,14.86229134,5.982958317,14.86229134,5.036875248,1910,468,16,101.7196503,1185,57,1185,73,-3.426254978,4.689801517,4.266524877,1.6877,55,597, NA,0.033304039
BRIDGE_HOR_8762,86.81,27.52,Barley,10.65886497,10.88297939,51.20799637,402.8624878,19.47974968,-1.77275002,21.25250053,14.86229134,5.982958317,14.86229134,5.036875248,1910,468,16,101.7196503,1185,57,1185,73,-3.426254978,4.689801517,4.266524877,1.6877,55,597, NA,0.033304039
BRIDGE_HOR_8710,86.85333333,27.28666667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.376,55,627, NA,0.02474777
BRIDGE_HOR_8749,86.85333333,27.28666667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.376,55,627, NA,0.02474777
BRIDGE_HOR_8750,86.85333333,27.28666667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.376,55,627, NA,0.02474777
BRIDGE_HOR_8751,86.85333333,27.28666667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.376,55,627, NA,0.02474777
BRIDGE_HOR_8802,86.85333333,27.28666667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.376,55,627, NA,0.02474777
BRIDGE_HOR_8722,86.86333333,27.49833333,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.618,55,760, NA,0.033304039
BRIDGE_HOR_8758,86.86333333,27.49833333,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.618,55,760, NA,0.033304039
BRIDGE_HOR_14901,86.86666667,27.23333333,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.3319,56,632, NA,0.02474777
BRIDGE_HOR_8709,86.87333333,27.29166667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.4181,55,658, NA,0.02474777
BRIDGE_HOR_8746,86.87333333,27.29166667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.4181,55,658, NA,0.02474777
BRIDGE_HOR_8747,86.87333333,27.29166667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.4181,55,658, NA,0.02474777
BRIDGE_HOR_8748,86.87333333,27.29166667,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.4181,55,658, NA,0.02474777
BRIDGE_HOR_8721,86.87666667,27.48833333,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.3006,55,637, NA,0.033304039
BRIDGE_HOR_8757,86.87666667,27.48833333,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.3006,55,637, NA,0.033304039
BRIDGE_HOR_14902,86.88333333,27.45,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.6137,53,649, NA,0.033304039
BRIDGE_HOR_8720,86.89,27.45166667,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.7065,54,672, NA,0.033304039
BRIDGE_HOR_8755,86.89,27.45166667,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.7065,54,672, NA,0.033304039
BRIDGE_HOR_8756,86.89,27.45166667,Barley,11.60212517,9.726333618,47.07923126,423.6022949,20.07774925,-0.581749976,20.65950012,16.10370827,6.656333447,16.10370827,5.764708519,1951,465,13,99.5328598,1202,56,1202,70,-3.753580174,4.563826307,3.968679832,1.7065,54,672, NA,0.033304039
BRIDGE_HOR_8739,86.96833333,27.67833333,Barley,-3.866552114,10.76143742,44.7800827,525.6403809,6.326250076,-17.70549965,24.03174973,2.047625065,-9.17108345,2.343833208,-10.3552084,448,69,11,45.62449646,183,64,169,94,3.725171949,3.051666198,-0.044683604,0.6922,64,426, NA,0.038914781
BRIDGE_HOR_8711,86.99,27.26333333,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.339,54,571, NA,0.02474777
BRIDGE_HOR_8712,86.99,27.26333333,Barley,14.72268772,9.665207863,46.20963669,429.8039246,22.99225044,2.076250076,20.91600037,19.09779167,9.569375038,19.09779167,8.647624969,1843,441,11,101.5764389,1151,47,1151,51,-4.274400375,3.643082865,3.996677459,1.339,54,571, NA,0.02474777
BRIDGE_HOR_8719,87.03,27.48166667,Barley,18.60493851,9.653083801,45.81325912,436.6645203,27.03300095,5.962500095,21.07050133,22.94016647,13.30462456,22.94016647,12.34687519,2043,475,14,97.63504028,1204,53,1204,56,-5.558897626,3.269522032,4.094669057,1.8813,55,722, NA,0.033304039
BRIDGE_HOR_14912,87.06666667,27.3,Barley,17.02497864,9.430125237,45.05554199,437.5434265,25.20400047,4.274000168,20.93000031,21.4434166,11.74033356,21.4434166,10.79670811,1794,413,11,97.54160309,1079,49,1079,50,-4.684189001,2.940993472,3.690795617,1.5143,52,489,0.117190674,0.127145007
BRIDGE_HOR_21061,87.06666667,27.3,Barley,17.02497864,9.430125237,45.05554199,437.5434265,25.20400047,4.274000168,20.93000031,21.4434166,11.74033356,21.4434166,10.79670811,1794,413,11,97.54160309,1079,49,1079,50,-4.684189001,2.940993472,3.690795617,1.5143,52,489,0.117190674,0.127145007
BRIDGE_HOR_8708,87.07833333,27.315,Barley,17.02497864,9.430125237,45.05554199,437.5434265,25.20400047,4.274000168,20.93000031,21.4434166,11.74033356,21.4434166,10.79670811,1794,413,11,97.54160309,1079,49,1079,50,-4.684189001,2.940993472,3.690795617,1.4627,53,469,0.117190674,0.127145007
BRIDGE_HOR_8744,87.07833333,27.315,Barley,17.02497864,9.430125237,45.05554199,437.5434265,25.20400047,4.274000168,20.93000031,21.4434166,11.74033356,21.4434166,10.79670811,1794,413,11,97.54160309,1079,49,1079,50,-4.684189001,2.940993472,3.690795617,1.4627,53,469,0.117190674,0.127145007
BRIDGE_HOR_8745,87.07833333,27.315,Barley,17.02497864,9.430125237,45.05554199,437.5434265,25.20400047,4.274000168,20.93000031,21.4434166,11.74033356,21.4434166,10.79670811,1794,413,11,97.54160309,1079,49,1079,50,-4.684189001,2.940993472,3.690795617,1.4627,53,469,0.117190674,0.127145007
BRIDGE_HOR_8707,87.08,27.24166667,Barley,17.02497864,9.430125237,45.05554199,437.5434265,25.20400047,4.274000168,20.93000031,21.4434166,11.74033356,21.4434166,10.79670811,1794,413,11,97.54160309,1079,49,1079,50,-4.684189001,2.940993472,3.690795617,1.2888,55,563,0.117190674,0.127145007
BRIDGE_HOR_8718,87.18,27.52666667,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8426,55,572, NA,0.03643658
BRIDGE_HOR_8715,87.2,27.595,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.9053,51,632, NA,0.03643658
BRIDGE_HOR_8752,87.2,27.595,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.9053,51,632, NA,0.03643658
BRIDGE_HOR_8717,87.205,27.54666667,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8394,55,733, NA,0.03643658
BRIDGE_HOR_8753,87.205,27.54666667,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8394,55,733, NA,0.03643658
BRIDGE_HOR_8754,87.205,27.54666667,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8394,55,733, NA,0.03643658
BRIDGE_HOR_8804,87.205,27.54666667,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8394,55,733, NA,0.03643658
BRIDGE_HOR_8713,87.24666667,27.47166667,Barley,20.00722885,9.743916512,46.19173813,435.9590759,28.39500046,7.300499916,21.0945015,24.34350014,14.69354153,24.34350014,13.74795818,1948,434,13,93.84568024,1114,54,1114,56,-5.6628452,2.616755695,3.852572493,1.6347,57,686, NA, NA
BRIDGE_HOR_15177,87.25,27.58333333,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8251,55,616, NA,0.03643658
BRIDGE_HOR_21374,87.25,27.58333333,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8251,55,616, NA,0.03643658
BRIDGE_HOR_8742,87.26333333,27.585,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8169,56,718, NA,0.03643658
BRIDGE_HOR_8798,87.26333333,27.585,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8169,56,718, NA,0.03643658
BRIDGE_HOR_8799,87.26333333,27.585,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8169,56,718, NA,0.03643658
BRIDGE_HOR_8800,87.26333333,27.585,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.8169,56,718, NA,0.03643658
BRIDGE_HOR_8714,87.27166667,27.52666667,Barley,15.20948982,10.05356312,48.42873383,420.8181763,23.88574982,3.126250029,20.7595005,19.62549973,10.31929207,19.62549973,9.340083122,2302,505,14,95.25733185,1352,65,1352,74,-5.21109438,4.56022862,4.412955885,1.6448,53,804, NA,0.03643658
BRIDGE_HOR_14922,87.35,27.36666667,Barley,12.90419769,9.683062553,47.1533699,421.3136292,21.37100029,0.835749984,20.53524971,17.4202919,7.994541645,17.4202919,7.086208344,1980,423,11,91.03074646,1148,62,1148,76,-3.991389901,4.113093888,3.665085278,1.4403,54,1041, NA,0.02474777
BRIDGE_HOR_21273,87.4,27.75,Barley,11.26118755,10.69683361,49.57918549,426.4205933,20.61325073,-0.962000012,21.57525063,15.9954586,6.41245842,15.9954586,5.529208183,2058,434,12,90.2269516,1172,66,1172,88,-3.610012542,4.473586949,3.89975906,1.8991,55,752, NA,0.033304039
BRIDGE_HOR_8740,87.40333333,27.76166667,Barley,11.26118755,10.69683361,49.57918549,426.4205933,20.61325073,-0.962000012,21.57525063,15.9954586,6.41245842,15.9954586,5.529208183,2058,434,12,90.2269516,1172,66,1172,88,-3.610012542,4.473586949,3.89975906,1.8036,54,681, NA,0.033304039
BRIDGE_HOR_8741,87.40333333,27.76166667,Barley,11.26118755,10.69683361,49.57918549,426.4205933,20.61325073,-0.962000012,21.57525063,15.9954586,6.41245842,15.9954586,5.529208183,2058,434,12,90.2269516,1172,66,1172,88,-3.610012542,4.473586949,3.89975906,1.8036,54,681, NA,0.033304039
BRIDGE_HOR_8795,87.40333333,27.76166667,Barley,11.26118755,10.69683361,49.57918549,426.4205933,20.61325073,-0.962000012,21.57525063,15.9954586,6.41245842,15.9954586,5.529208183,2058,434,12,90.2269516,1172,66,1172,88,-3.610012542,4.473586949,3.89975906,1.8036,54,681, NA,0.033304039
BRIDGE_HOR_8796,87.40333333,27.76166667,Barley,11.26118755,10.69683361,49.57918549,426.4205933,20.61325073,-0.962000012,21.57525063,15.9954586,6.41245842,15.9954586,5.529208183,2058,434,12,90.2269516,1172,66,1172,88,-3.610012542,4.473586949,3.89975906,1.8036,54,681, NA,0.033304039
BRIDGE_HOR_8797,87.40333333,27.76166667,Barley,11.26118755,10.69683361,49.57918549,426.4205933,20.61325073,-0.962000012,21.57525063,15.9954586,6.41245842,15.9954586,5.529208183,2058,434,12,90.2269516,1172,66,1172,88,-3.610012542,4.473586949,3.89975906,1.8036,54,681, NA,0.033304039
BRIDGE_HOR_8704,87.40833333,27.31666667,Barley,15.71105194,9.427103996,45.57349014,432.8903809,23.80875015,3.123250008,20.6855011,20.14349937,10.49100018,20.14349937,9.58912468,1906,418,10,94.23366547,1137,55,1137,60,-4.547183542,3.450696093,3.719260157,1.3313,54,652, NA,0.02474777
BRIDGE_HOR_8705,87.40833333,27.31666667,Barley,15.71105194,9.427103996,45.57349014,432.8903809,23.80875015,3.123250008,20.6855011,20.14349937,10.49100018,20.14349937,9.58912468,1906,418,10,94.23366547,1137,55,1137,60,-4.547183542,3.450696093,3.719260157,1.3313,54,652, NA,0.02474777
BRIDGE_HOR_8706,87.45333333,27.30666667,Barley,15.71105194,9.427103996,45.57349014,432.8903809,23.80875015,3.123250008,20.6855011,20.14349937,10.49100018,20.14349937,9.58912468,1906,418,10,94.23366547,1137,55,1137,60,-4.547183542,3.450696093,3.719260157,1.3414,54,630, NA,0.02474777
BRIDGE_HOR_8743,87.45333333,27.30666667,Barley,15.71105194,9.427103996,45.57349014,432.8903809,23.80875015,3.123250008,20.6855011,20.14349937,10.49100018,20.14349937,9.58912468,1906,418,10,94.23366547,1137,55,1137,60,-4.547183542,3.450696093,3.719260157,1.3414,54,630, NA,0.02474777
BRIDGE_HOR_1476,88.21638889,28.46638889,Barley,1.968416691,14.4572916,45.24053574,654.0113525,16.20475006,-15.75174999,31.95650101,9.06862545,-5.413125038,9.732916832,-6.252874851,334,89,3,100.5707855,210,16,206,20,3.357685117,0.823882987,2.210494062,0.2652,77,293, NA, NA
BRIDGE_HOR_1513,88.21638889,28.46638889,Barley,1.968416691,14.4572916,45.24053574,654.0113525,16.20475006,-15.75174999,31.95650101,9.06862545,-5.413125038,9.732916832,-6.252874851,334,89,3,100.5707855,210,16,206,20,3.357685117,0.823882987,2.210494062,0.2652,77,293, NA, NA
BRIDGE_HOR_1998,88.21638889,28.46638889,Barley,1.968416691,14.4572916,45.24053574,654.0113525,16.20475006,-15.75174999,31.95650101,9.06862545,-5.413125038,9.732916832,-6.252874851,334,89,3,100.5707855,210,16,206,20,3.357685117,0.823882987,2.210494062,0.2652,77,293, NA, NA
BRIDGE_HOR_1769,88.48305556,27.06638889,Barley,21.46918678,8.336708069,43.7117691,399.5980225,28.80850029,9.736499786,19.0720005,25.4499588,16.65279198,25.4499588,15.72350025,3417,868,7,109.0527039,2210,41,2210,55,-9.510258148,6.911120289,7.039626475,2.1857,58,364,0.117190674,0.127145007
Chinese_Genebank_ZDM05777,88.52,29.15,Barley,3.475854158,15.03141689,45.51974487,660.9178467,18.30624962,-14.71549988,33.0217514,10.37899971,-4.953833103,11.17812443,-4.953833103,339,111,1,133.202774,254,5,253,5,3.064371878,0.481366119,3.087936745,0.2726,77,205,0.378976703,0.163738295
Chinese_Genebank_ZDM07678,88.56,27.29,Barley,19.7530632,8.794291496,45.45029449,398.1930542,27.60300064,8.253749847,19.34925079,23.94454193,15.15262508,23.94454193,14.16820908,3201,791,8,104.3871765,1999,45,1999,67,-8.537790105,6.406776938,6.446451915,1.8325,52,915, NA,0.02602813
BRIDGE_HOR_1549,88.63305556,27.61638889,Barley,11.12190628,10.58060455,47.19270325,456.206665,20.82150078,-1.598500013,22.42000008,16.29016685,6.213041782,16.29016685,5.096791744,1433,311,5,91.40811157,817,35,817,54,-2.268315789,2.662378868,3.204179025,1.5119,57,633, NA,0.033304039
BRIDGE_HOR_1731,88.75,27.7,Barley,1.193437576,10.79433346,42.91469574,552.5356445,11.7755003,-13.37749958,25.15299988,7.628333092,-4.545458317,7.628333092,-5.79145813,450,102,3,87.02796173,255,17,255,24,2.582737906,1.859350413,1.406666211,0.6507,63,523, NA,0.033304039
BRIDGE_HOR_11963,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_11964,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1587,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1708,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1724,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1727,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1761,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1762,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1764,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1816,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1817,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1821,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1822,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_2669,88.88305556,29.25,Barley,5.208760262,15.2706461,45.16205597,674.4213257,20.20624924,-13.60674953,33.81299973,12.98620796,-3.472458363,12.98620796,-3.472458363,393,135,0,142.9617462,309,2,309,2,2.562198851,0.274167055,3.512985343,0.2824, NA, NA,0.378976703,0.163738295
BRIDGE_HOR_1571,88.93,27.43305556,Barley,4.563052177,11.26047897,45.36445999,521.8799438,14.98149967,-9.840749741,24.82225037,10.64599991,-0.936166763,10.64599991,-2.093208313,708,142,5,76.32665253,365,24,365,38,1.209676105,1.822683677,1.716571063,0.7175,58,579, NA,0.02474777
Chinese_Genebank_ZDM01780,89.12,42.56,Barley,14.3085413,14.23245811,26.71432495,1457.278442,40.13475037,-13.14175034,53.2765007,30.93050003,8.172708511,30.93050003,-4.817166805,22,5,0,59.88349915,13,1,13,2,3.097173415,-4.646245589,0.762936414,0.0096,81,214, NA, NA
Chinese_Genebank_ZDM07437,89.12,29.11,Barley,2.021927118,14.60410404,45.21744537,650.8225708,16.21475029,-16.08275032,32.29750061,9.609167099,-4.659375191,9.609167099,-6.306750298,288,96,1,140.6581879,227,3,227,3,3.441167281,0.670729161,3.021539678,0.1943,73,387,0.378976703,0.163738295
BRIDGE_HOR_1567,89.16638889,27.75,Barley,0.052302103,13.65214539,46.33185959,597.7704468,11.87150002,-17.59449959,29.4659996,7.070750237,-6.376666546,7.070750237,-7.482999802,360,101,3,112.454071,241,11,241,13,3.578245183,1.597563082,2.410337598,0.3325,70,402, NA,0.038914781
BRIDGE_HOR_1491,89.41666667,28.25,Barley,0.824385464,14.9269371,45.39443207,674.0861206,15.06575012,-17.81699944,32.88275146,8.839416504,-6.823958397,8.839416504,-7.679041386,264,83,2,128.20224,195,6,195,6,3.932002137,0.80125576,2.753058138,0.2106,75,269,0.378976703,0.163738295
BRIDGE_HOR_1492,89.41666667,28.25,Barley,0.824385464,14.9269371,45.39443207,674.0861206,15.06575012,-17.81699944,32.88275146,8.839416504,-6.823958397,8.839416504,-7.679041386,264,83,2,128.20224,195,6,195,6,3.932002137,0.80125576,2.753058138,0.2106,75,269,0.378976703,0.163738295
Chinese_Genebank_ZDM07766,89.43,28.35,Barley,-0.756249964,15.20520878,46.84795761,649.116272,13.17350006,-19.28300095,32.45650101,6.982958317,-8.916874886,6.982958317,-8.916874886,237,76,1,133.4628143,180,4,180,4,4.38081249,1.077889233,2.895241348,0.2023,77,233,0.378976703,0.163738295
BRIDGE_HOR_1570,89.54194444,28.35972222,Barley,-0.94588536,14.50114632,45.65456772,649.2461548,12.67800045,-19.08474922,31.76274872,6.766041756,-9.124666214,6.766041756,-9.124666214,243,76,1,131.2000885,183,4,183,4,4.339307089,1.195296522,2.695672446,0.2074,75,218,0.378976703,0.163738295
BRIDGE_HOR_1743,89.54194444,28.35972222,Barley,-0.94588536,14.50114632,45.65456772,649.2461548,12.67800045,-19.08474922,31.76274872,6.766041756,-9.124666214,6.766041756,-9.124666214,243,76,1,131.2000885,183,4,183,4,4.339307089,1.195296522,2.695672446,0.2074,75,218,0.378976703,0.163738295
BRIDGE_HOR_1478,89.54194444,28.35972222,Barley,-0.94588536,14.50114632,45.65456772,649.2461548,12.67800045,-19.08474922,31.76274872,6.766041756,-9.124666214,6.766041756,-9.124666214,243,76,1,131.2000885,183,4,183,4,4.339307089,1.195296522,2.695672446,0.2074,75,218,0.378976703,0.163738295
