PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT1G49760,HORVU.MOREX.r3.3HG0303830,,Zm00001eb058970,SORBI_3002G219400,AT1G64650,HORVU.MOREX.r3.3HG0274780,,Zm00001eb067210,SORBI_3002G295700,AT1G47830,HORVU.MOREX.r3.3HG0288930,,Zm00001eb061550,SORBI_3004G249400,AT1G48240,HORVU.MOREX.r3.2HG0205400,LOC_Os10g04660,Zm00001eb061880,SORBI_3002G346400,AT1G52530,HORVU.MOREX.r3.2HG0210320,,Zm00001eb054730,SORBI_3003G077400,AT1G26880,HORVU.MOREX.r3.3HG0302160,,Zm00001eb062920,SORBI_3003G281300,AT1G47670,HORVU.MOREX.r3.3HG0284270,,Zm00001eb055910,SORBI_3003G282100,AT2G41680,HORVU.MOREX.r3.6HG0607930,,Zm00001eb154560,
AT1G50310,HORVU.MOREX.r3.3HG0303840,,Zm00001eb059310,SORBI_3002G219900,AT1G65030,HORVU.MOREX.r3.3HG0276050,,Zm00001eb067440,SORBI_3002G295800,AT1G48900,HORVU.MOREX.r3.3HG0292380,,Zm00001eb061560,SORBI_3004G269200,AT1G48750,HORVU.MOREX.r3.2HG0205500,LOC_Os10g04760,Zm00001eb062530,SORBI_3002G353900,AT1G52540,HORVU.MOREX.r3.2HG0212880,,Zm00001eb055460,SORBI_3003G095100,AT1G26910,HORVU.MOREX.r3.3HG0302340,,Zm00001eb064860,SORBI_3003G281400,AT1G48940,HORVU.MOREX.r3.3HG0284290,,Zm00001eb056240,SORBI_3003G282200,AT2G42880,HORVU.MOREX.r3.6HG0612790,,Zm00001eb154790,
AT1G50370,HORVU.MOREX.r3.3HG0304210,,Zm00001eb059460,SORBI_3002G266000,AT1G66200,HORVU.MOREX.r3.3HG0280890,,Zm00001eb067660,SORBI_3002G338400,AT1G49450,HORVU.MOREX.r3.3HG0294710,,Zm00001eb061570,SORBI_3004G269400,AT1G48790,HORVU.MOREX.r3.2HG0205680,LOC_Os10g04780,Zm00001eb065120,SORBI_3002G354000,AT1G52630,HORVU.MOREX.r3.2HG0213820,,Zm00001eb055470,SORBI_3003G162500,AT1G26930,HORVU.MOREX.r3.3HG0304370,,Zm00001eb065390,SORBI_3003G287100,AT1G50310,HORVU.MOREX.r3.3HG0284830,,Zm00001eb056620,SORBI_3003G282300,AT2G43130,HORVU.MOREX.r3.6HG0615810,,Zm00001eb154800,
AT1G50630,HORVU.MOREX.r3.3HG0304230,,Zm00001eb059930,SORBI_3002G297600,AT1G67410,HORVU.MOREX.r3.3HG0280920,,Zm00001eb067680,SORBI_3002G338500,AT1G52730,HORVU.MOREX.r3.3HG0296680,,Zm00001eb061610,SORBI_3004G269600,AT1G48900,HORVU.MOREX.r3.3HG0219050,LOC_Os10g04860,Zm00001eb065140,SORBI_3002G354100,AT1G54290,HORVU.MOREX.r3.2HG0214380,,Zm00001eb055950,SORBI_3003G179700,AT1G26940,HORVU.MOREX.r3.3HG0306050,,Zm00001eb066580,SORBI_3003G287400,AT1G50320,HORVU.MOREX.r3.3HG0285070,,Zm00001eb056720,SORBI_3003G310100,AT2G43140,HORVU.MOREX.r3.6HG0618250,,Zm00001eb156040,
AT1G51500,HORVU.MOREX.r3.3HG0306990,,Zm00001eb059960,SORBI_3002G297700,AT1G67600,HORVU.MOREX.r3.3HG0283120,,Zm00001eb067690,SORBI_3002G353900,AT1G52760,HORVU.MOREX.r3.3HG0297100,,Zm00001eb061630,SORBI_3004G276200,AT1G49430,HORVU.MOREX.r3.3HG0219070,LOC_Os10g04910,Zm00001eb066560,SORBI_3002G354200,AT1G55520,HORVU.MOREX.r3.2HG0214400,,Zm00001eb056050,SORBI_3003G190000,AT1G27440,HORVU.MOREX.r3.3HG0307240,,Zm00001eb066590,SORBI_3003G287500,AT1G51410,HORVU.MOREX.r3.3HG0285740,,Zm00001eb056930,SORBI_3003G335700,AT2G43160,HORVU.MOREX.r3.6HG0619600,,Zm00001eb158240,
AT1G51630,HORVU.MOREX.r3.3HG0307000,,Zm00001eb060580,SORBI_3002G297800,AT1G68220,HORVU.MOREX.r3.3HG0287740,,Zm00001eb067700,SORBI_3002G354000,AT1G54490,HORVU.MOREX.r3.3HG0301890,,Zm00001eb061640,SORBI_3005G003800,AT1G49450,HORVU.MOREX.r3.3HG0219640,LOC_Os10g05360,Zm00001eb066570,SORBI_3002G361300,AT1G57550,HORVU.MOREX.r3.2HG0214670,,Zm00001eb056190,SORBI_3003G190100,AT1G27450,HORVU.MOREX.r3.3HG0307250,,Zm00001eb066630,SORBI_3003G287600,AT1G51460,HORVU.MOREX.r3.3HG0291190,,Zm00001eb057410,SORBI_3003G335900,AT2G43200,HORVU.MOREX.r3.6HG0623790,,Zm00001eb159530,
AT1G52190,HORVU.MOREX.r3.3HG0307160,,Zm00001eb060610,SORBI_3002G314000,AT1G68410,HORVU.MOREX.r3.3HG0289380,,Zm00001eb067720,SORBI_3002G354100,AT1G56190,HORVU.MOREX.r3.3HG0301920,,Zm00001eb061770,SORBI_3005G004400,AT1G49760,HORVU.MOREX.r3.3HG0221340,LOC_Os11g01154,Zm00001eb066580,SORBI_3002G361400,AT1G58520,HORVU.MOREX.r3.3HG0219160,,Zm00001eb056220,SORBI_3003G201500,AT1G27600,HORVU.MOREX.r3.3HG0307560,,Zm00001eb066640,SORBI_3003G287700,AT1G51700,HORVU.MOREX.r3.3HG0293760,,Zm00001eb057420,SORBI_3003G336100,AT2G44070,HORVU.MOREX.r3.6HG0627260,,Zm00001eb160700,
AT1G52220,HORVU.MOREX.r3.3HG0307170,,Zm00001eb060640,SORBI_3002G314100,AT1G69450,HORVU.MOREX.r3.3HG0289950,,Zm00001eb067730,SORBI_3002G354200,AT1G59700,HORVU.MOREX.r3.3HG0303660,,Zm00001eb061860,SORBI_3005G030100,AT1G50060,HORVU.MOREX.r3.3HG0221840,LOC_Os11g01470,Zm00001eb067690,SORBI_3002G361500,AT1G59720,HORVU.MOREX.r3.3HG0219210,,Zm00001eb056390,SORBI_3003G229300,AT1G27650,HORVU.MOREX.r3.3HG0310240,,Zm00001eb067180,SORBI_3003G325500,AT1G52540,HORVU.MOREX.r3.3HG0296620,,Zm00001eb057960,SORBI_3003G366400,AT2G44350,HORVU.MOREX.r3.6HG0629220,,Zm00001eb161110,
AT1G52280,HORVU.MOREX.r3.3HG0311580,,Zm00001eb060660,SORBI_3002G314400,AT1G71930,HORVU.MOREX.r3.3HG0290220,,Zm00001eb068210,SORBI_3002G354600,AT1G59725,HORVU.MOREX.r3.3HG0304120,,Zm00001eb061870,SORBI_3005G030400,AT1G50460,HORVU.MOREX.r3.3HG0222330,LOC_Os11g06210,Zm00001eb067700,SORBI_3002G361600,AT1G59725,HORVU.MOREX.r3.3HG0219220,,Zm00001eb056580,SORBI_3003G229400,AT1G27680,HORVU.MOREX.r3.3HG0311760,,Zm00001eb068020,SORBI_3003G370100,AT1G53050,HORVU.MOREX.r3.3HG0296630,,Zm00001eb058000,SORBI_3003G368000,AT2G47550,HORVU.MOREX.r3.7HG0640730,,Zm00001eb162420,
AT1G52630,HORVU.MOREX.r3.3HG0313020,,Zm00001eb060700,SORBI_3002G314700,AT1G72370,HORVU.MOREX.r3.3HG0290320,,Zm00001eb068270,SORBI_3002G360500,AT1G59730,HORVU.MOREX.r3.3HG0304340,,Zm00001eb062120,SORBI_3006G068700,AT1G50610,HORVU.MOREX.r3.3HG0224400,LOC_Os12g06130,Zm00001eb067730,SORBI_3002G361900,AT1G60700,HORVU.MOREX.r3.3HG0221900,,Zm00001eb057180,SORBI_3003G295000,AT1G27770,HORVU.MOREX.r3.3HG0312140,,Zm00001eb068050,SORBI_3003G373000,AT1G53700,HORVU.MOREX.r3.3HG0300700,,Zm00001eb058150,SORBI_3003G368100,AT3G03530,HORVU.MOREX.r3.7HG0640780,,Zm00001eb164780,
AT1G52760,HORVU.MOREX.r3.3HG0313080,,Zm00001eb061310,SORBI_3002G367900,AT1G72750,HORVU.MOREX.r3.3HG0291450,,Zm00001eb069630,SORBI_3002G361100,AT1G59740,HORVU.MOREX.r3.3HG0307010,,Zm00001eb062130,SORBI_3006G068800,AT1G51410,HORVU.MOREX.r3.3HG0226600,LOC_Os12g06140,Zm00001eb067800,SORBI_3002G362000,AT1G60800,HORVU.MOREX.r3.3HG0222330,,Zm00001eb057200,SORBI_3003G304600,AT1G27840,HORVU.MOREX.r3.3HG0312690,,Zm00001eb068270,SORBI_3003G373200,AT1G54690,HORVU.MOREX.r3.3HG0301920,,Zm00001eb058360,SORBI_3003G374000,AT3G03650,HORVU.MOREX.r3.7HG0646060,,Zm00001eb165060,
AT1G55805,HORVU.MOREX.r3.3HG0315590,,Zm00001eb061480,SORBI_3002G407900,AT1G72970,HORVU.MOREX.r3.3HG0293930,,Zm00001eb070050,SORBI_3002G361500,AT1G61620,HORVU.MOREX.r3.3HG0307120,,Zm00001eb062140,SORBI_3006G149600,AT1G52510,HORVU.MOREX.r3.3HG0227830,,Zm00001eb068210,SORBI_3002G377300,AT1G60870,HORVU.MOREX.r3.3HG0222560,,Zm00001eb057490,SORBI_3003G305000,AT1G27900,HORVU.MOREX.r3.3HG0314660,,Zm00001eb068710,SORBI_3003G373300,AT1G54730,HORVU.MOREX.r3.3HG0306270,,Zm00001eb058370,SORBI_3003G374100,AT3G04780,HORVU.MOREX.r3.7HG0651330,,Zm00001eb167740,
AT1G55840,HORVU.MOREX.r3.3HG0316870,,Zm00001eb061490,SORBI_3002G411500,AT1G73100,HORVU.MOREX.r3.3HG0294710,,Zm00001eb070510,SORBI_3002G361600,AT1G61660,HORVU.MOREX.r3.3HG0307240,,Zm00001eb062530,SORBI_3006G149700,AT1G52540,HORVU.MOREX.r3.3HG0228240,,Zm00001eb068270,SORBI_3002G377800,AT1G60890,HORVU.MOREX.r3.3HG0222570,,Zm00001eb057570,SORBI_3003G305200,AT1G27970,HORVU.MOREX.r3.3HG0314750,,Zm00001eb069180,SORBI_3003G377700,AT1G55120,HORVU.MOREX.r3.3HG0306300,,Zm00001eb058410,SORBI_3003G374200,AT3G05190,HORVU.MOREX.r3.7HG0658750,,Zm00001eb167820,
AT1G58340,HORVU.MOREX.r3.3HG0316900,,Zm00001eb061500,SORBI_3002G418100,AT1G73220,HORVU.MOREX.r3.3HG0303960,,Zm00001eb070520,SORBI_3002G361900,AT1G62360,HORVU.MOREX.r3.3HG0307250,,Zm00001eb062550,SORBI_3006G150100,AT1G52630,HORVU.MOREX.r3.3HG0228250,,Zm00001eb068520,SORBI_3003G018600,AT1G61520,HORVU.MOREX.r3.3HG0222580,,Zm00001eb058130,SORBI_3003G305400,AT1G28510,HORVU.MOREX.r3.3HG0330130,,Zm00001eb070260,SORBI_3003G428000,AT1G55250,HORVU.MOREX.r3.3HG0307560,,Zm00001eb059850,SORBI_3003G374300,AT3G06490,HORVU.MOREX.r3.7HG0674750,,Zm00001eb169870,
AT1G58360,HORVU.MOREX.r3.3HG0316960,,Zm00001eb061510,SORBI_3002G418200,AT1G73500,HORVU.MOREX.r3.3HG0303970,,Zm00001eb070550,SORBI_3002G362000,AT1G63650,HORVU.MOREX.r3.3HG0307280,,Zm00001eb062560,SORBI_3006G206700,AT1G52690,HORVU.MOREX.r3.3HG0233710,,Zm00001eb068530,SORBI_3003G018700,AT1G63910,HORVU.MOREX.r3.3HG0226120,,Zm00001eb059050,SORBI_3003G308100,AT1G30270,HORVU.MOREX.r3.4HG0334450,,Zm00001eb070460,SORBI_3004G052200,AT1G55360,HORVU.MOREX.r3.3HG0309130,,Zm00001eb059860,SORBI_3003G374400,AT3G06650,HORVU.MOREX.r3.7HG0684610,,Zm00001eb172240,
AT1G60160,HORVU.MOREX.r3.3HG0319710,,Zm00001eb061540,SORBI_3002G418300,AT1G73590,HORVU.MOREX.r3.3HG0303990,,Zm00001eb070690,SORBI_3002G362400,AT1G63780,HORVU.MOREX.r3.3HG0307630,,Zm00001eb062570,SORBI_3006G206800,AT1G54730,HORVU.MOREX.r3.3HG0233720,,Zm00001eb068710,SORBI_3003G018800,AT1G64060,HORVU.MOREX.r3.3HG0226130,,Zm00001eb059210,SORBI_3003G317200,AT1G30400,HORVU.MOREX.r3.4HG0334460,,Zm00001eb070480,SORBI_3004G094100,AT1G55490,HORVU.MOREX.r3.3HG0320700,,Zm00001eb059960,SORBI_3003G375800,AT3G07880,HORVU.MOREX.r3.7HG0686320,,Zm00001eb177240,
AT1G61010,HORVU.MOREX.r3.3HG0319800,,Zm00001eb061960,SORBI_3002G423100,AT1G76360,HORVU.MOREX.r3.3HG0306270,,Zm00001eb070960,SORBI_3002G362500,AT1G65730,HORVU.MOREX.r3.3HG0307970,,Zm00001eb062600,SORBI_3006G245800,AT1G57620,HORVU.MOREX.r3.3HG0237880,,Zm00001eb068720,SORBI_3003G034300,AT1G64770,HORVU.MOREX.r3.3HG0226150,,Zm00001eb059220,SORBI_3003G317700,AT1G30460,HORVU.MOREX.r3.4HG0334480,,Zm00001eb070750,SORBI_3004G094200,AT1G56330,HORVU.MOREX.r3.3HG0320710,,Zm00001eb062250,SORBI_3003G376000,AT3G07940,HORVU.MOREX.r3.7HG0687190,,Zm00001eb179600,
AT1G63290,HORVU.MOREX.r3.3HG0320290,,Zm00001eb062910,SORBI_3002G423300,AT1G76990,HORVU.MOREX.r3.3HG0306300,,Zm00001eb071890,SORBI_3002G386700,AT1G67950,HORVU.MOREX.r3.3HG0309330,,Zm00001eb063360,SORBI_3006G246200,AT1G58520,HORVU.MOREX.r3.3HG0239660,,Zm00001eb070270,SORBI_3003G034400,AT1G66180,HORVU.MOREX.r3.3HG0228010,,Zm00001eb059560,SORBI_3003G319500,AT1G30470,HORVU.MOREX.r3.4HG0335030,,Zm00001eb070760,SORBI_3004G193800,AT1G56360,HORVU.MOREX.r3.3HG0320720,,Zm00001eb063370,SORBI_3003G376100,AT3G07990,HORVU.MOREX.r3.7HG0687480,,Zm00001eb182940,
AT1G63310,HORVU.MOREX.r3.3HG0320350,,Zm00001eb062920,SORBI_3003G022400,AT1G77000,HORVU.MOREX.r3.3HG0313010,,Zm00001eb073360,SORBI_3002G387000,AT1G68490,HORVU.MOREX.r3.3HG0309340,,Zm00001eb063370,SORBI_3006G246300,AT1G59580,HORVU.MOREX.r3.3HG0242370,,Zm00001eb070310,SORBI_3003G045900,AT1G66200,HORVU.MOREX.r3.3HG0228030,,Zm00001eb059840,SORBI_3003G319600,AT1G30600,HORVU.MOREX.r3.4HG0338410,,Zm00001eb070960,SORBI_3004G194100,AT1G56700,HORVU.MOREX.r3.3HG0320740,,Zm00001eb063770,SORBI_3003G376200,AT3G08570,HORVU.MOREX.r3.7HG0687760,,Zm00001eb185310,
AT1G63430,HORVU.MOREX.r3.3HG0322180,,Zm00001eb062930,SORBI_3003G048200,AT1G77390,HORVU.MOREX.r3.3HG0313020,,Zm00001eb073370,SORBI_3002G387200,AT1G68540,HORVU.MOREX.r3.3HG0309360,,Zm00001eb064910,SORBI_3006G246500,AT1G59730,HORVU.MOREX.r3.3HG0244360,,Zm00001eb070450,SORBI_3003G046300,AT1G66230,HORVU.MOREX.r3.3HG0228040,,Zm00001eb060050,SORBI_3003G330900,AT1G30650,HORVU.MOREX.r3.4HG0386880,,Zm00001eb071010,SORBI_3004G196300,AT1G56710,HORVU.MOREX.r3.3HG0326430,,Zm00001eb064310,SORBI_3003G396100,AT3G08710,HORVU.MOREX.r3.7HG0742210,,Zm00001eb187160,
AT1G63650,HORVU.MOREX.r3.3HG0322780,,Zm00001eb063070,SORBI_3003G048600,AT1G77610,HORVU.MOREX.r3.3HG0313090,,Zm00001eb073590,SORBI_3002G387300,AT1G68660,HORVU.MOREX.r3.3HG0310450,,Zm00001eb065760,SORBI_3006G272500,AT1G59740,HORVU.MOREX.r3.3HG0245560,,Zm00001eb070460,SORBI_3003G051700,AT1G67060,HORVU.MOREX.r3.3HG0228240,,Zm00001eb060610,SORBI_3003G331000,AT1G30910,HORVU.MOREX.r3.4HG0389460,,Zm00001eb071040,SORBI_3004G201300,AT1G57620,HORVU.MOREX.r3.3HG0330120,,Zm00001eb064450,SORBI_3003G396600,AT3G10210,HORVU.MOREX.r3.7HG0742620,,Zm00001eb187650,
AT1G63900,HORVU.MOREX.r3.3HG0323440,,Zm00001eb063410,SORBI_3003G086200,AT1G77940,HORVU.MOREX.r3.3HG0313110,,Zm00001eb073630,SORBI_3002G388100,AT1G68800,HORVU.MOREX.r3.3HG0310750,,Zm00001eb065770,SORBI_3006G272600,AT1G62360,HORVU.MOREX.r3.3HG0256690,,Zm00001eb070480,SORBI_3003G052000,AT1G67600,HORVU.MOREX.r3.3HG0228250,,Zm00001eb060950,SORBI_3003G331100,AT1G31120,HORVU.MOREX.r3.4HG0394480,,Zm00001eb071500,SORBI_3004G201700,AT1G58360,HORVU.MOREX.r3.3HG0330150,,Zm00001eb064780,SORBI_3003G416500,AT3G11270,HORVU.MOREX.r3.7HG0748730,,Zm00001eb189390,
AT1G63910,HORVU.MOREX.r3.3HG0324070,,Zm00001eb063620,SORBI_3003G086300,AT1G78090,HORVU.MOREX.r3.3HG0314770,,Zm00001eb074350,SORBI_3002G388400,AT1G68810,HORVU.MOREX.r3.3HG0314760,,Zm00001eb066060,SORBI_3006G272800,AT1G63430,HORVU.MOREX.r3.3HG0258130,,Zm00001eb070490,SORBI_3003G052100,AT1G68410,HORVU.MOREX.r3.3HG0228290,,Zm00001eb062110,SORBI_3003G331400,AT1G32350,HORVU.MOREX.r3.4HG0400060,,Zm00001eb071510,SORBI_3004G225700,AT1G59730,HORVU.MOREX.r3.3HG0330200,,Zm00001eb064920,SORBI_3003G416800,AT3G12640,HORVU.MOREX.r3.7HG0749410,,Zm00001eb191930,
AT1G64060,HORVU.MOREX.r3.3HG0329000,,Zm00001eb063750,SORBI_3003G128800,AT1G78430,HORVU.MOREX.r3.3HG0314810,,Zm00001eb074360,SORBI_3002G418100,AT1G69120,HORVU.MOREX.r3.3HG0314810,,Zm00001eb066580,SORBI_3006G272900,AT1G68540,HORVU.MOREX.r3.3HG0259510,,Zm00001eb070510,SORBI_3003G053800,AT1G68540,HORVU.MOREX.r3.3HG0231550,,Zm00001eb062120,SORBI_3003G361300,AT1G32440,HORVU.MOREX.r3.4HG0400070,,Zm00001eb071530,SORBI_3004G225800,AT1G59740,HORVU.MOREX.r3.4HG0332850,,Zm00001eb065720,SORBI_3003G416900,AT3G13040,HORVU.MOREX.r3.7HG0750280,,Zm00001eb191940,
AT1G64110,HORVU.MOREX.r3.3HG0331000,,Zm00001eb066580,SORBI_3003G159500,AT1G78440,HORVU.MOREX.r3.3HG0316960,,Zm00001eb075050,SORBI_3002G418200,AT1G69680,HORVU.MOREX.r3.3HG0315280,,Zm00001eb066630,SORBI_3006G273000,AT1G68570,HORVU.MOREX.r3.3HG0271290,,Zm00001eb070520,SORBI_3003G054200,AT1G69530,HORVU.MOREX.r3.3HG0233710,,Zm00001eb062130,SORBI_3003G367451,AT1G32450,HORVU.MOREX.r3.4HG0405370,,Zm00001eb071890,SORBI_3004G225900,AT1G61250,HORVU.MOREX.r3.4HG0332900,,Zm00001eb066640,SORBI_3003G417100,AT3G15360,HORVU.MOREX.r3.7HG0750970,,Zm00001eb194930,
AT1G64880,HORVU.MOREX.r3.3HG0331070,,Zm00001eb066590,SORBI_3003G162500,AT1G79210,HORVU.MOREX.r3.3HG0318840,,Zm00001eb076800,SORBI_3002G424500,AT1G70410,HORVU.MOREX.r3.3HG0315300,,Zm00001eb066640,SORBI_3007G087400,AT1G69960,HORVU.MOREX.r3.3HG0276400,,Zm00001eb070560,SORBI_3003G077300,AT1G70170,HORVU.MOREX.r3.3HG0240560,,Zm00001eb062140,SORBI_3003G367500,AT1G33800,HORVU.MOREX.r3.4HG0407390,,Zm00001eb072190,SORBI_3004G236500,AT1G62780,HORVU.MOREX.r3.4HG0333910,,Zm00001eb066940,SORBI_3003G417200,AT3G17060,,,Zm00001eb197020,
AT1G65840,HORVU.MOREX.r3.4HG0331630,,Zm00001eb066610,SORBI_3003G219700,AT1G80100,HORVU.MOREX.r3.3HG0319320,,Zm00001eb076810,SORBI_3003G002700,AT1G70790,HORVU.MOREX.r3.3HG0315590,,Zm00001eb067640,SORBI_3007G088000,AT1G70170,HORVU.MOREX.r3.3HG0280890,,Zm00001eb070570,SORBI_3003G077400,AT1G71000,HORVU.MOREX.r3.3HG0254950,,Zm00001eb062440,SORBI_3003G367800,AT1G33810,HORVU.MOREX.r3.4HG0408430,,Zm00001eb072200,SORBI_3004G238100,AT1G62880,HORVU.MOREX.r3.4HG0333940,,Zm00001eb067150,SORBI_3003G427900,AT3G17205,,,Zm00001eb199820,
AT1G66200,HORVU.MOREX.r3.4HG0331660,,Zm00001eb067730,SORBI_3003G219800,AT2G01450,HORVU.MOREX.r3.3HG0320240,,Zm00001eb076820,SORBI_3003G012900,AT1G71000,HORVU.MOREX.r3.3HG0316110,,Zm00001eb067700,SORBI_3007G090600,AT1G70780,HORVU.MOREX.r3.3HG0284930,,Zm00001eb070820,SORBI_3003G077500,AT1G71691,HORVU.MOREX.r3.3HG0254990,,Zm00001eb062460,SORBI_3003G367900,AT1G34320,HORVU.MOREX.r3.4HG0409110,,Zm00001eb072760,SORBI_3004G238500,AT1G63220,HORVU.MOREX.r3.4HG0334360,,Zm00001eb068600,SORBI_3003G428000,AT3G18820,,,Zm00001eb200370,
AT1G67750,HORVU.MOREX.r3.4HG0332600,,Zm00001eb068160,SORBI_3003G223100,AT2G01850,HORVU.MOREX.r3.3HG0320720,,Zm00001eb078220,SORBI_3003G013000,AT1G71450,HORVU.MOREX.r3.3HG0316120,,Zm00001eb067730,SORBI_3007G091100,AT1G71000,HORVU.MOREX.r3.3HG0285000,,Zm00001eb070960,SORBI_3003G095100,AT1G72175,HORVU.MOREX.r3.3HG0255050,,Zm00001eb062530,SORBI_3003G368000,AT1G34380,HORVU.MOREX.r3.4HG0409120,,Zm00001eb072900,SORBI_3004G238600,AT1G64060,HORVU.MOREX.r3.4HG0334450,,Zm00001eb068640,SORBI_3003G428300,AT3G23000,,,Zm00001eb200910,
AT1G68050,HORVU.MOREX.r3.4HG0332850,,Zm00001eb068170,SORBI_3003G223200,AT2G02010,HORVU.MOREX.r3.3HG0320740,,Zm00001eb079180,SORBI_3003G013100,AT1G71691,HORVU.MOREX.r3.3HG0316890,,Zm00001eb068120,SORBI_3007G091400,AT1G71930,HORVU.MOREX.r3.3HG0287130,,Zm00001eb071650,SORBI_3003G128800,AT1G72416,HORVU.MOREX.r3.3HG0257840,,Zm00001eb062540,SORBI_3003G368100,AT1G34540,HORVU.MOREX.r3.4HG0410020,,Zm00001eb074530,SORBI_3004G238700,AT1G65470,HORVU.MOREX.r3.4HG0334480,,Zm00001eb068710,SORBI_3003G431700,AT3G27170,,,Zm00001eb202620,
AT1G68410,HORVU.MOREX.r3.4HG0340650,,Zm00001eb068210,SORBI_3003G223400,AT2G02050,HORVU.MOREX.r3.3HG0323750,,Zm00001eb080670,SORBI_3003G022200,AT1G71830,HORVU.MOREX.r3.3HG0319100,,Zm00001eb068530,SORBI_3007G092400,AT1G72300,HORVU.MOREX.r3.3HG0287140,,Zm00001eb071780,SORBI_3003G153600,AT1G75510,HORVU.MOREX.r3.3HG0275040,,Zm00001eb062570,SORBI_3003G368200,AT1G35910,HORVU.MOREX.r3.4HG0410030,,Zm00001eb074540,SORBI_3004G260600,AT1G65480,HORVU.MOREX.r3.4HG0334820,,Zm00001eb070260,SORBI_3003G431900,AT3G42830,,,Zm00001eb202800,
AT1G68530,HORVU.MOREX.r3.4HG0340660,,Zm00001eb068530,SORBI_3003G223900,AT2G02220,HORVU.MOREX.r3.4HG0332500,,Zm00001eb081280,SORBI_3003G022600,AT1G71870,HORVU.MOREX.r3.3HG0319130,,Zm00001eb068640,SORBI_3007G092600,AT1G73590,HORVU.MOREX.r3.3HG0287160,,Zm00001eb071820,SORBI_3003G158000,AT1G76030,HORVU.MOREX.r3.3HG0285550,,Zm00001eb062580,SORBI_3003G368300,AT1G43560,HORVU.MOREX.r3.4HG0410500,,Zm00001eb074820,SORBI_3004G260800,AT1G65580,HORVU.MOREX.r3.4HG0338070,,Zm00001eb070510,SORBI_3003G432000,AT3G44530,,,Zm00001eb205810,
AT1G68570,HORVU.MOREX.r3.4HG0343000,,Zm00001eb068600,SORBI_3003G223950,AT2G03240,HORVU.MOREX.r3.4HG0332520,,Zm00001eb081290,SORBI_3003G033300,AT1G71930,HORVU.MOREX.r3.3HG0319800,,Zm00001eb068710,SORBI_3007G104600,AT1G77220,HORVU.MOREX.r3.3HG0293510,,Zm00001eb072000,SORBI_3003G160200,AT1G76160,HORVU.MOREX.r3.3HG0286640,,Zm00001eb062600,SORBI_3003G374000,AT1G47250,HORVU.MOREX.r3.4HG0411460,,Zm00001eb075400,SORBI_3004G285800,AT1G65730,HORVU.MOREX.r3.4HG0338080,,Zm00001eb070580,SORBI_3003G432100,AT3G45680,,,Zm00001eb206090,
AT1G68750,HORVU.MOREX.r3.4HG0343040,,Zm00001eb068710,SORBI_3003G226700,AT2G04410,HORVU.MOREX.r3.4HG0332540,,Zm00001eb081920,SORBI_3003G051100,AT1G72300,HORVU.MOREX.r3.3HG0324070,,Zm00001eb069180,SORBI_3007G135700,AT1G77580,HORVU.MOREX.r3.3HG0300880,,Zm00001eb072020,SORBI_3003G198900,AT1G76490,HORVU.MOREX.r3.3HG0286660,,Zm00001eb062910,SORBI_3003G374100,AT1G48000,HORVU.MOREX.r3.4HG0412490,,Zm00001eb075460,SORBI_3004G293900,AT1G65930,HORVU.MOREX.r3.4HG0338210,,Zm00001eb071670,SORBI_3004G009400,AT3G52600,,,Zm00001eb206740,
AT1G68810,HORVU.MOREX.r3.4HG0343050,,Zm00001eb068720,SORBI_3003G240100,AT2G04570,HORVU.MOREX.r3.4HG0332600,,Zm00001eb082130,SORBI_3003G051600,AT1G72510,HORVU.MOREX.r3.3HG0324480,,Zm00001eb069460,SORBI_3008G071300,AT1G77940,HORVU.MOREX.r3.3HG0302390,,Zm00001eb072390,SORBI_3003G211200,AT1G76950,HORVU.MOREX.r3.3HG0290910,,Zm00001eb063410,SORBI_3003G374200,AT1G49570,HORVU.MOREX.r3.4HG0413910,,Zm00001eb075580,SORBI_3004G299700,AT1G66070,HORVU.MOREX.r3.4HG0338400,,Zm00001eb072020,SORBI_3004G009500,AT3G54820,,,Zm00001eb208540,
