PC1_Arabidopsis,PC1_Barley,PC1_Rice,PC1_Maize,PC1_Sorghum,PC2_Arabidopsis,PC2_Barley,PC2_Rice,PC2_Maize,PC2_Sorghum,PC3_Arabidopsis,PC3_Barley,PC3_Rice,PC3_Maize,PC3_Sorghum,pH_Arabidopsis,pH_Barley,pH_Rice,pH_Maize,pH_Sorghum,soilN_Arabidopsis,soilN_Barley,soilN_Rice,soilN_Maize,soilN_Sorghum,AM_rel_Arabidopsis,AM_rel_Barley,AM_rel_Rice,AM_rel_Maize,AM_rel_Sorghum,AM_roots_Arabidopsis,AM_roots_Barley,AM_roots_Rice,AM_roots_Maize,AM_roots_Sorghum,aridity_Arabidopsis,aridity_Barley,aridity_Rice,aridity_Maize,aridity_Sorghum
AT1G47840,HORVU.MOREX.r3.5HG0438120,LOC_Os01g58550,Zm00001eb076020,SORBI_3004G017000,AT1G44810,HORVU.MOREX.r3.4HG0348980,LOC_Os02g10570,Zm00001eb083100,SORBI_3004G319600,AT1G34360,HORVU.MOREX.r3.4HG0335980,LOC_Os01g57370,Zm00001eb079320,,AT1G45163,HORVU.MOREX.r3.4HG0389370,LOC_Os01g57460,Zm00001eb084940,SORBI_3004G291600,AT1G43170,HORVU.MOREX.r3.3HG0319340,LOC_Os02g24230,Zm00001eb068730,SORBI_3007G087100,AT1G26650,HORVU.MOREX.r3.5HG0485360,LOC_Os02g17090,Zm00001eb076790,SORBI_3006G195400,AT1G43690,HORVU.MOREX.r3.5HG0518070,LOC_Os02g24080,Zm00001eb080100,SORBI_3007G163433,AT1G42560,HORVU.MOREX.r3.7HG0733590,LOC_Os01g49420,Zm00001eb170950,
AT1G47870,HORVU.MOREX.r3.5HG0438310,LOC_Os01g58630,Zm00001eb076030,SORBI_3004G017100,AT1G44820,HORVU.MOREX.r3.4HG0349470,LOC_Os02g10580,Zm00001eb083110,SORBI_3004G319700,AT1G34400,HORVU.MOREX.r3.4HG0335990,LOC_Os01g57620,Zm00001eb079330,,AT1G45170,HORVU.MOREX.r3.4HG0389380,LOC_Os01g57470,Zm00001eb085110,SORBI_3004G291700,AT1G43190,HORVU.MOREX.r3.3HG0319620,LOC_Os02g24240,Zm00001eb069000,SORBI_3007G087200,AT1G26660,HORVU.MOREX.r3.5HG0487140,LOC_Os02g17320,Zm00001eb076800,SORBI_3006G195500,AT1G43700,HORVU.MOREX.r3.5HG0518090,LOC_Os02g24210,Zm00001eb080110,SORBI_3007G163466,AT1G42680,HORVU.MOREX.r3.7HG0733680,LOC_Os01g49430,Zm00001eb171180,
AT1G47885,HORVU.MOREX.r3.5HG0438330,LOC_Os01g58660,Zm00001eb076040,SORBI_3004G017200,AT1G44835,HORVU.MOREX.r3.4HG0349760,LOC_Os02g10590,Zm00001eb083390,SORBI_3004G319800,AT1G34420,HORVU.MOREX.r3.4HG0336010,LOC_Os01g58080,Zm00001eb079340,,AT1G45180,HORVU.MOREX.r3.4HG0391400,LOC_Os01g57480,Zm00001eb085520,SORBI_3004G291800,AT1G43670,HORVU.MOREX.r3.3HG0319990,LOC_Os02g24250,Zm00001eb069010,SORBI_3007G087300,AT1G26665,HORVU.MOREX.r3.5HG0487910,LOC_Os02g17330,Zm00001eb076810,SORBI_3006G195600,AT1G43710,HORVU.MOREX.r3.5HG0518100,LOC_Os02g24310,Zm00001eb080270,SORBI_3007G163500,AT1G42710,HORVU.MOREX.r3.7HG0733730,LOC_Os01g49440,Zm00001eb171350,
AT1G47890,HORVU.MOREX.r3.5HG0438390,LOC_Os01g58680,Zm00001eb076830,SORBI_3004G017300,AT1G44940,HORVU.MOREX.r3.4HG0349770,LOC_Os02g10600,Zm00001eb083400,SORBI_3004G319900,AT1G34430,HORVU.MOREX.r3.4HG0336300,LOC_Os01g58350,Zm00001eb079360,,AT1G45190,HORVU.MOREX.r3.4HG0391690,LOC_Os01g57490,Zm00001eb086680,SORBI_3004G295600,AT1G43680,HORVU.MOREX.r3.3HG0320000,LOC_Os02g24260,Zm00001eb069020,SORBI_3007G087500,AT1G26670,HORVU.MOREX.r3.5HG0489110,LOC_Os02g17340,Zm00001eb076820,SORBI_3006G195700,AT1G43720,HORVU.MOREX.r3.5HG0518110,LOC_Os02g24400,Zm00001eb080280,SORBI_3007G163600,AT1G42970,HORVU.MOREX.r3.7HG0734280,LOC_Os01g49450,Zm00001eb171380,
AT1G47900,HORVU.MOREX.r3.5HG0439600,LOC_Os01g58730,Zm00001eb076840,SORBI_3004G017400,AT1G44941,HORVU.MOREX.r3.4HG0352790,LOC_Os02g10614,Zm00001eb083670,SORBI_3004G320000,AT1G34440,HORVU.MOREX.r3.4HG0336310,LOC_Os01g58390,Zm00001eb079370,,AT1G45191,HORVU.MOREX.r3.4HG0393930,LOC_Os01g57500,Zm00001eb086740,SORBI_3004G295700,AT1G43690,HORVU.MOREX.r3.3HG0322170,LOC_Os02g24270,Zm00001eb069030,SORBI_3007G087900,AT1G26690,HORVU.MOREX.r3.5HG0489130,LOC_Os02g17680,Zm00001eb077000,SORBI_3006G195750,AT1G43722,HORVU.MOREX.r3.5HG0518120,LOC_Os02g24410,Zm00001eb080290,SORBI_3007G163700,AT1G42980,HORVU.MOREX.r3.7HG0734430,LOC_Os01g49460,Zm00001eb172240,
AT1G48020,HORVU.MOREX.r3.5HG0439610,LOC_Os01g58810,Zm00001eb076990,SORBI_3004G017500,AT1G44960,HORVU.MOREX.r3.4HG0354890,LOC_Os02g10630,Zm00001eb083790,SORBI_3004G320100,AT1G34460,HORVU.MOREX.r3.4HG0338850,LOC_Os01g58670,Zm00001eb079380,,AT1G45201,HORVU.MOREX.r3.4HG0394350,LOC_Os01g57510,Zm00001eb087050,SORBI_3004G295800,AT1G43770,HORVU.MOREX.r3.3HG0322180,LOC_Os02g24280,Zm00001eb069040,SORBI_3007G088000,AT1G26700,HORVU.MOREX.r3.5HG0490830,LOC_Os02g17720,Zm00001eb077010,SORBI_3006G201000,AT1G43730,HORVU.MOREX.r3.5HG0518130,LOC_Os02g24480,Zm00001eb080300,SORBI_3007G173200,AT1G43005,HORVU.MOREX.r3.7HG0734440,LOC_Os01g49470,Zm00001eb172310,
AT1G48260,HORVU.MOREX.r3.5HG0445490,LOC_Os01g58850,Zm00001eb077000,SORBI_3004G017600,AT1G44980,HORVU.MOREX.r3.4HG0384690,LOC_Os02g10660,Zm00001eb084860,SORBI_3004G320200,AT1G34490,HORVU.MOREX.r3.4HG0338860,LOC_Os01g58680,Zm00001eb079390,,AT1G45207,HORVU.MOREX.r3.4HG0394870,LOC_Os01g57599,Zm00001eb087410,SORBI_3004G295900,AT1G43780,HORVU.MOREX.r3.3HG0322390,LOC_Os02g24290,Zm00001eb069050,SORBI_3007G088100,AT1G26720,HORVU.MOREX.r3.5HG0490840,LOC_Os02g18210,Zm00001eb077030,SORBI_3006G201100,AT1G43760,HORVU.MOREX.r3.5HG0518380,LOC_Os02g24490,Zm00001eb080670,SORBI_3007G173300,AT1G43020,HORVU.MOREX.r3.7HG0734450,LOC_Os01g49480,Zm00001eb175040,
AT1G48267,HORVU.MOREX.r3.5HG0447610,LOC_Os01g58870,Zm00001eb077010,SORBI_3004G017700,AT1G45010,HORVU.MOREX.r3.4HG0384700,LOC_Os02g10690,Zm00001eb084870,SORBI_3004G320300,AT1G34520,HORVU.MOREX.r3.4HG0341280,LOC_Os01g59260,Zm00001eb079410,,AT1G45215,HORVU.MOREX.r3.4HG0396060,LOC_Os01g57620,Zm00001eb087420,SORBI_3004G296000,AT1G43810,HORVU.MOREX.r3.3HG0322400,LOC_Os02g24300,Zm00001eb069060,SORBI_3007G088200,AT1G26730,HORVU.MOREX.r3.5HG0491270,LOC_Os02g18300,Zm00001eb077470,SORBI_3006G201200,AT1G43765,HORVU.MOREX.r3.5HG0518390,LOC_Os02g24560,Zm00001eb080680,SORBI_3007G173400,AT1G43040,HORVU.MOREX.r3.7HG0734500,LOC_Os01g49510,Zm00001eb175210,
AT1G48300,HORVU.MOREX.r3.5HG0447850,LOC_Os01g58910,Zm00001eb077030,SORBI_3004G037300,AT1G45015,HORVU.MOREX.r3.4HG0385170,LOC_Os02g10700,Zm00001eb085290,SORBI_3004G321100,AT1G34550,HORVU.MOREX.r3.4HG0341300,LOC_Os01g59340,Zm00001eb079420,,AT1G45229,HORVU.MOREX.r3.4HG0396170,LOC_Os01g57650,Zm00001eb088120,SORBI_3004G296100,AT1G43820,HORVU.MOREX.r3.3HG0322410,LOC_Os02g24310,Zm00001eb069070,SORBI_3007G088900,AT1G26740,HORVU.MOREX.r3.5HG0491290,LOC_Os02g18360,Zm00001eb077480,SORBI_3006G201300,AT1G43770,HORVU.MOREX.r3.5HG0518410,LOC_Os02g24570,Zm00001eb080690,SORBI_3007G173500,AT1G43080,HORVU.MOREX.r3.7HG0734620,LOC_Os01g49529,Zm00001eb177240,
AT1G48330,HORVU.MOREX.r3.5HG0447870,LOC_Os01g58920,Zm00001eb077210,SORBI_3004G037401,AT1G45050,HORVU.MOREX.r3.4HG0385190,LOC_Os02g10710,Zm00001eb085310,SORBI_3004G321200,AT1G34580,HORVU.MOREX.r3.4HG0341850,LOC_Os01g59460,Zm00001eb079430,,AT1G45230,HORVU.MOREX.r3.4HG0396180,LOC_Os01g57670,Zm00001eb088140,SORBI_3004G296200,AT1G43850,HORVU.MOREX.r3.3HG0323730,LOC_Os02g24320,Zm00001eb069080,SORBI_3007G089101,AT1G26760,HORVU.MOREX.r3.5HG0492370,LOC_Os02g18370,Zm00001eb077490,SORBI_3006G201350,AT1G43780,HORVU.MOREX.r3.5HG0518430,LOC_Os02g24586,Zm00001eb080700,SORBI_3007G173700,AT1G43130,HORVU.MOREX.r3.7HG0734650,LOC_Os01g49550,Zm00001eb177380,
AT1G48370,HORVU.MOREX.r3.5HG0454130,LOC_Os01g58950,Zm00001eb077220,SORBI_3004G037500,AT1G46696,HORVU.MOREX.r3.4HG0385200,LOC_Os02g10720,Zm00001eb085780,SORBI_3004G333600,AT1G34670,HORVU.MOREX.r3.4HG0341870,LOC_Os01g59470,Zm00001eb079470,,AT1G45231,HORVU.MOREX.r3.4HG0396190,LOC_Os01g57700,Zm00001eb088150,SORBI_3004G305700,AT1G43860,HORVU.MOREX.r3.3HG0323750,LOC_Os02g24330,Zm00001eb069090,SORBI_3007G089300,AT1G26761,HORVU.MOREX.r3.5HG0492390,LOC_Os02g18410,Zm00001eb077630,SORBI_3006G201400,AT1G43790,HORVU.MOREX.r3.5HG0518450,LOC_Os02g24624,Zm00001eb080710,SORBI_3007G173800,AT1G43140,HORVU.MOREX.r3.7HG0735080,LOC_Os01g49570,Zm00001eb178030,
AT1G48410,HORVU.MOREX.r3.5HG0454190,LOC_Os01g58980,Zm00001eb077470,SORBI_3004G037600,AT1G46768,HORVU.MOREX.r3.4HG0385210,LOC_Os02g10730,Zm00001eb085790,SORBI_3004G333700,AT1G34790,HORVU.MOREX.r3.4HG0341880,LOC_Os01g59970,Zm00001eb079480,,AT1G45243,HORVU.MOREX.r3.4HG0396660,LOC_Os01g57710,Zm00001eb088160,SORBI_3004G305733,AT1G43890,HORVU.MOREX.r3.3HG0323760,LOC_Os02g24400,Zm00001eb069390,SORBI_3007G089400,AT1G26762,HORVU.MOREX.r3.5HG0492400,LOC_Os02g18420,Zm00001eb077640,SORBI_3006G201450,AT1G43810,HORVU.MOREX.r3.5HG0518460,LOC_Os02g24626,Zm00001eb080940,SORBI_3007G173901,AT1G43190,HORVU.MOREX.r3.7HG0737080,LOC_Os01g49580,Zm00001eb178280,
AT1G48420,HORVU.MOREX.r3.5HG0460580,LOC_Os01g58990,Zm00001eb077480,SORBI_3004G037700,AT1G47128,HORVU.MOREX.r3.4HG0385240,LOC_Os02g10740,Zm00001eb086340,SORBI_3004G333800,AT1G35180,HORVU.MOREX.r3.4HG0341970,LOC_Os01g60020,Zm00001eb079630,,AT1G45332,HORVU.MOREX.r3.4HG0396670,LOC_Os01g57720,Zm00001eb089490,SORBI_3004G305766,AT1G43910,HORVU.MOREX.r3.3HG0324200,LOC_Os02g24410,Zm00001eb069400,SORBI_3007G089500,AT1G26770,HORVU.MOREX.r3.5HG0492430,LOC_Os02g18430,Zm00001eb078040,SORBI_3006G201500,AT1G43820,HORVU.MOREX.r3.5HG0518500,LOC_Os02g24640,Zm00001eb080950,SORBI_3007G174000,AT1G43260,HORVU.MOREX.r3.7HG0737570,LOC_Os01g49614,Zm00001eb178470,
AT1G48490,HORVU.MOREX.r3.5HG0460590,LOC_Os01g59000,Zm00001eb077490,SORBI_3004G037800,AT1G47230,HORVU.MOREX.r3.4HG0385330,LOC_Os02g10760,Zm00001eb086630,SORBI_3004G333900,AT1G35190,HORVU.MOREX.r3.4HG0344650,LOC_Os01g60050,Zm00001eb079640,,AT1G45403,HORVU.MOREX.r3.4HG0397940,LOC_Os01g57730,Zm00001eb089620,SORBI_3004G305800,AT1G43950,HORVU.MOREX.r3.3HG0325750,LOC_Os02g24420,Zm00001eb069410,SORBI_3007G089533,AT1G26771,HORVU.MOREX.r3.5HG0493090,LOC_Os02g18440,Zm00001eb078700,SORBI_3006G201600,AT1G43850,HORVU.MOREX.r3.5HG0518510,LOC_Os02g24642,Zm00001eb080960,SORBI_3007G174100,AT1G43580,HORVU.MOREX.r3.7HG0737590,LOC_Os01g49670,Zm00001eb178480,
AT1G48620,HORVU.MOREX.r3.5HG0460600,LOC_Os01g59009,Zm00001eb077520,SORBI_3004G037900,AT1G47240,HORVU.MOREX.r3.4HG0385680,LOC_Os02g10790,Zm00001eb086800,SORBI_3004G334000,AT1G35210,HORVU.MOREX.r3.4HG0346810,LOC_Os01g60060,Zm00001eb079650,,AT1G45545,HORVU.MOREX.r3.4HG0397950,LOC_Os01g57750,Zm00001eb090200,SORBI_3004G305900,AT1G43970,HORVU.MOREX.r3.3HG0325760,LOC_Os02g24430,Zm00001eb069420,SORBI_3007G089566,AT1G26773,HORVU.MOREX.r3.5HG0493120,LOC_Os02g18450,Zm00001eb078710,SORBI_3006G203100,AT1G43860,HORVU.MOREX.r3.5HG0518530,LOC_Os02g24780,Zm00001eb080970,SORBI_3007G174200,AT1G43680,HORVU.MOREX.r3.7HG0738080,LOC_Os01g49780,Zm00001eb178700,
AT1G48670,HORVU.MOREX.r3.5HG0464440,LOC_Os01g59020,Zm00001eb078220,SORBI_3004G038000,AT1G47310,HORVU.MOREX.r3.4HG0385690,LOC_Os02g10900,Zm00001eb086810,SORBI_3004G334100,AT1G35290,HORVU.MOREX.r3.4HG0347190,LOC_Os01g60200,Zm00001eb079660,,AT1G45616,HORVU.MOREX.r3.4HG0397970,LOC_Os01g57780,Zm00001eb090210,SORBI_3004G306100,AT1G43980,HORVU.MOREX.r3.3HG0328840,LOC_Os02g24470,Zm00001eb069440,SORBI_3007G089600,AT1G26780,HORVU.MOREX.r3.5HG0493130,LOC_Os02g18550,Zm00001eb078720,SORBI_3006G203200,AT1G43890,HORVU.MOREX.r3.5HG0518540,LOC_Os02g24940,Zm00001eb081000,SORBI_3007G174300,AT1G43765,HORVU.MOREX.r3.7HG0738770,LOC_Os01g49790,Zm00001eb178730,
AT1G48690,HORVU.MOREX.r3.5HG0464460,LOC_Os01g59050,Zm00001eb078280,SORBI_3004G038100,AT1G47450,HORVU.MOREX.r3.4HG0385780,LOC_Os02g10920,Zm00001eb086880,SORBI_3004G334200,AT1G35400,HORVU.MOREX.r3.4HG0349950,LOC_Os01g60280,Zm00001eb079670,,AT1G45976,HORVU.MOREX.r3.4HG0398860,LOC_Os01g57800,Zm00001eb090220,SORBI_3004G306200,AT1G44000,HORVU.MOREX.r3.3HG0328920,LOC_Os02g24480,Zm00001eb069450,SORBI_3007G089700,AT1G26790,HORVU.MOREX.r3.5HG0493560,LOC_Os02g18610,Zm00001eb078770,SORBI_3006G203300,AT1G43900,HORVU.MOREX.r3.5HG0524500,LOC_Os02g25030,Zm00001eb081010,SORBI_3007G174500,AT1G43770,HORVU.MOREX.r3.7HG0740730,LOC_Os01g49820,Zm00001eb179600,
AT1G48820,HORVU.MOREX.r3.5HG0464560,LOC_Os01g59120,Zm00001eb078290,SORBI_3004G038200,AT1G47470,HORVU.MOREX.r3.4HG0386580,LOC_Os02g10950,Zm00001eb088120,SORBI_3004G334300,AT1G35410,HORVU.MOREX.r3.4HG0349980,LOC_Os01g61010,Zm00001eb079740,,AT1G46480,HORVU.MOREX.r3.4HG0398870,LOC_Os01g57810,Zm00001eb091280,SORBI_3004G306300,AT1G44030,HORVU.MOREX.r3.3HG0328950,LOC_Os02g24490,Zm00001eb069460,SORBI_3007G089800,AT1G26795,HORVU.MOREX.r3.5HG0494980,LOC_Os02g18720,Zm00001eb078780,SORBI_3006G203400,AT1G43950,HORVU.MOREX.r3.5HG0524540,LOC_Os02g25100,Zm00001eb081530,SORBI_3008G075500,AT1G43780,HORVU.MOREX.r3.7HG0741050,LOC_Os01g49860,Zm00001eb179740,
AT1G48870,HORVU.MOREX.r3.5HG0464570,LOC_Os01g59130,Zm00001eb078300,SORBI_3004G101250,AT1G47495,HORVU.MOREX.r3.4HG0386590,LOC_Os02g10960,Zm00001eb088160,SORBI_3004G334400,AT1G35435,HORVU.MOREX.r3.4HG0349990,LOC_Os01g61020,Zm00001eb079750,,AT1G46554,HORVU.MOREX.r3.4HG0398890,LOC_Os01g57830,Zm00001eb091290,SORBI_3004G306400,AT1G44050,HORVU.MOREX.r3.3HG0328960,LOC_Os02g24500,Zm00001eb070020,SORBI_3007G089900,AT1G26796,HORVU.MOREX.r3.5HG0494990,LOC_Os02g18730,Zm00001eb078790,SORBI_3006G203600,AT1G43970,HORVU.MOREX.r3.5HG0525230,LOC_Os02g25120,Zm00001eb081680,SORBI_3008G083100,AT1G43800,HORVU.MOREX.r3.7HG0742110,LOC_Os01g49880,Zm00001eb180650,
AT1G48980,HORVU.MOREX.r3.5HG0469230,LOC_Os01g59140,Zm00001eb078320,SORBI_3004G101300,AT1G47510,HORVU.MOREX.r3.4HG0387120,LOC_Os02g12170,Zm00001eb088790,SORBI_3004G344901,AT1G35440,HORVU.MOREX.r3.4HG0350000,LOC_Os01g61070,Zm00001eb079790,,AT1G46696,HORVU.MOREX.r3.4HG0398920,LOC_Os01g57840,Zm00001eb091300,SORBI_3004G318800,AT1G44760,HORVU.MOREX.r3.3HG0329080,LOC_Os02g24520,Zm00001eb070030,SORBI_3007G090001,AT1G26797,HORVU.MOREX.r3.5HG0495000,LOC_Os02g18810,Zm00001eb078900,SORBI_3006G207100,AT1G43980,HORVU.MOREX.r3.5HG0525240,LOC_Os02g25130,Zm00001eb081690,SORBI_3008G083200,AT1G43810,HORVU.MOREX.r3.7HG0742210,LOC_Os01g49910,Zm00001eb180990,
AT1G49000,HORVU.MOREX.r3.5HG0481830,LOC_Os01g59150,Zm00001eb078670,SORBI_3004G106900,AT1G47530,HORVU.MOREX.r3.4HG0387150,LOC_Os02g12280,Zm00001eb088800,SORBI_3004G345001,AT1G35515,HORVU.MOREX.r3.4HG0350060,LOC_Os01g61090,Zm00001eb079970,,AT1G46768,HORVU.MOREX.r3.4HG0398930,LOC_Os01g57964,Zm00001eb091310,SORBI_3004G318900,AT1G44800,HORVU.MOREX.r3.3HG0329220,LOC_Os02g24530,Zm00001eb070040,SORBI_3007G090100,AT1G26798,HORVU.MOREX.r3.5HG0495010,LOC_Os02g18820,Zm00001eb079360,SORBI_3006G207200,AT1G44000,HORVU.MOREX.r3.5HG0525250,LOC_Os02g25150,Zm00001eb081700,SORBI_3008G084200,AT1G43820,HORVU.MOREX.r3.7HG0742250,LOC_Os01g49920,Zm00001eb181820,
AT1G49005,HORVU.MOREX.r3.5HG0484240,LOC_Os01g59160,Zm00001eb078680,SORBI_3004G107000,AT1G47580,HORVU.MOREX.r3.4HG0387160,LOC_Os02g12360,Zm00001eb088990,SORBI_3004G345100,AT1G35520,HORVU.MOREX.r3.4HG0354160,LOC_Os01g61190,Zm00001eb079980,,AT1G47128,HORVU.MOREX.r3.4HG0401890,LOC_Os01g58000,Zm00001eb092130,SORBI_3004G319000,AT1G45010,HORVU.MOREX.r3.3HG0329230,LOC_Os02g24540,Zm00001eb070050,SORBI_3007G090200,AT1G26799,HORVU.MOREX.r3.5HG0496620,LOC_Os02g18900,Zm00001eb079370,SORBI_3006G207300,AT1G44010,HORVU.MOREX.r3.5HG0525260,LOC_Os02g25170,Zm00001eb081710,SORBI_3008G101400,AT1G43850,HORVU.MOREX.r3.7HG0742620,LOC_Os01g49930,Zm00001eb181850,
AT1G49030,HORVU.MOREX.r3.5HG0484810,LOC_Os01g59170,Zm00001eb078690,SORBI_3004G107100,AT1G47620,HORVU.MOREX.r3.4HG0387220,LOC_Os02g12480,Zm00001eb089000,SORBI_3004G345200,AT1G35530,HORVU.MOREX.r3.4HG0354170,LOC_Os01g61210,Zm00001eb080210,,AT1G47200,HORVU.MOREX.r3.4HG0403100,LOC_Os01g58010,Zm00001eb092140,SORBI_3004G319050,AT1G45050,HORVU.MOREX.r3.3HG0330820,LOC_Os02g24550,Zm00001eb070060,SORBI_3007G090300,AT1G26800,HORVU.MOREX.r3.5HG0496630,LOC_Os02g18930,Zm00001eb079380,SORBI_3006G207400,AT1G44020,HORVU.MOREX.r3.5HG0525270,LOC_Os02g25180,Zm00001eb081720,SORBI_3008G101500,AT1G43860,HORVU.MOREX.r3.7HG0742710,LOC_Os01g49940,Zm00001eb182290,
AT1G49040,HORVU.MOREX.r3.5HG0484820,LOC_Os01g59180,Zm00001eb078880,SORBI_3004G107200,AT1G47690,HORVU.MOREX.r3.4HG0387290,LOC_Os02g12580,Zm00001eb089010,SORBI_3004G345300,AT1G35537,HORVU.MOREX.r3.4HG0360060,LOC_Os01g61220,Zm00001eb080220,,AT1G47240,HORVU.MOREX.r3.4HG0403110,LOC_Os01g58035,Zm00001eb092150,SORBI_3004G319100,AT1G45145,HORVU.MOREX.r3.3HG0330840,LOC_Os02g24560,Zm00001eb070130,SORBI_3007G090400,AT1G26810,HORVU.MOREX.r3.5HG0497580,LOC_Os02g19040,Zm00001eb079390,SORBI_3006G213000,AT1G44030,HORVU.MOREX.r3.5HG0526310,LOC_Os02g25190,Zm00001eb081810,SORBI_3008G120600,AT1G43890,HORVU.MOREX.r3.7HG0742810,LOC_Os01g49950,Zm00001eb182940,
AT1G49050,HORVU.MOREX.r3.5HG0484830,LOC_Os01g59190,Zm00001eb079790,SORBI_3004G128800,AT1G47700,HORVU.MOREX.r3.4HG0387300,LOC_Os02g13010,Zm00001eb089570,SORBI_3004G345400,AT1G35540,HORVU.MOREX.r3.4HG0383930,LOC_Os01g61240,Zm00001eb080230,,AT1G47270,HORVU.MOREX.r3.4HG0403120,LOC_Os01g58038,Zm00001eb092160,SORBI_3004G319300,AT1G45163,HORVU.MOREX.r3.4HG0331810,LOC_Os02g24570,Zm00001eb070220,SORBI_3007G090403,AT1G26815,HORVU.MOREX.r3.5HG0498270,LOC_Os02g19080,Zm00001eb079900,SORBI_3006G213100,AT1G44050,HORVU.MOREX.r3.5HG0527430,LOC_Os02g25230,Zm00001eb082390,SORBI_3008G121080,AT1G43950,HORVU.MOREX.r3.7HG0743150,LOC_Os01g49960,Zm00001eb182950,
AT1G49240,HORVU.MOREX.r3.5HG0484950,LOC_Os01g59210,Zm00001eb079950,SORBI_3004G201900,AT1G47750,HORVU.MOREX.r3.4HG0387340,LOC_Os02g13020,Zm00001eb089580,SORBI_3004G345500,AT1G35580,HORVU.MOREX.r3.4HG0389240,LOC_Os01g61260,Zm00001eb080240,,AT1G47271,HORVU.MOREX.r3.4HG0403130,LOC_Os01g58039,Zm00001eb092170,SORBI_3004G319400,AT1G45201,HORVU.MOREX.r3.4HG0331830,LOC_Os02g24576,Zm00001eb070230,SORBI_3007G090406,AT1G26820,HORVU.MOREX.r3.5HG0498300,LOC_Os02g19200,Zm00001eb079910,SORBI_3006G213200,AT1G44080,HORVU.MOREX.r3.5HG0527440,LOC_Os02g25240,Zm00001eb082600,SORBI_3008G121700,AT1G43980,HORVU.MOREX.r3.7HG0743200,LOC_Os01g49970,Zm00001eb183600,
AT1G49500,HORVU.MOREX.r3.5HG0484980,LOC_Os01g59220,Zm00001eb080030,SORBI_3004G202000,AT1G47840,HORVU.MOREX.r3.4HG0387850,LOC_Os02g13170,Zm00001eb089740,SORBI_3004G345600,AT1G35614,HORVU.MOREX.r3.4HG0389250,LOC_Os01g61270,Zm00001eb080490,,AT1G47278,HORVU.MOREX.r3.4HG0404340,LOC_Os01g58049,Zm00001eb092180,SORBI_3004G319500,AT1G45207,HORVU.MOREX.r3.4HG0331840,LOC_Os02g24586,Zm00001eb070240,SORBI_3007G090409,AT1G26830,HORVU.MOREX.r3.5HG0500590,LOC_Os02g19400,Zm00001eb079920,SORBI_3006G213300,AT1G44085,HORVU.MOREX.r3.5HG0527450,LOC_Os02g25250,Zm00001eb082610,SORBI_3009G039000,AT1G44000,HORVU.MOREX.r3.7HG0743260,LOC_Os01g49980,Zm00001eb184270,
AT1G49510,HORVU.MOREX.r3.5HG0484990,LOC_Os01g59250,Zm00001eb080050,SORBI_3004G202100,AT1G47920,HORVU.MOREX.r3.4HG0388130,LOC_Os02g13320,Zm00001eb090190,SORBI_3004G348200,AT1G35617,HORVU.MOREX.r3.4HG0389370,LOC_Os01g61300,Zm00001eb080500,,AT1G47280,HORVU.MOREX.r3.4HG0405920,LOC_Os01g58070,Zm00001eb092590,SORBI_3004G319600,AT1G45229,HORVU.MOREX.r3.4HG0331850,LOC_Os02g24596,Zm00001eb070250,SORBI_3007G090412,AT1G26840,HORVU.MOREX.r3.5HG0500620,LOC_Os02g19490,Zm00001eb080010,SORBI_3006G213350,AT1G44090,HORVU.MOREX.r3.5HG0527530,LOC_Os02g25280,Zm00001eb082620,SORBI_3009G039100,AT1G44010,HORVU.MOREX.r3.7HG0744300,LOC_Os01g50010,Zm00001eb184970,
AT1G49670,HORVU.MOREX.r3.5HG0485130,LOC_Os01g59260,Zm00001eb080420,SORBI_3004G202200,AT1G48260,HORVU.MOREX.r3.4HG0388200,LOC_Os02g13580,Zm00001eb090200,SORBI_3004G348300,AT1G35670,HORVU.MOREX.r3.4HG0389380,LOC_Os01g61310,Zm00001eb080510,,AT1G47290,HORVU.MOREX.r3.4HG0405930,LOC_Os01g58080,Zm00001eb092600,SORBI_3004G322600,AT1G45246,HORVU.MOREX.r3.4HG0331860,LOC_Os02g24598,Zm00001eb070260,SORBI_3007G090415,AT1G26850,HORVU.MOREX.r3.5HG0500640,LOC_Os02g19530,Zm00001eb080020,SORBI_3006G213400,AT1G44100,HORVU.MOREX.r3.5HG0528320,LOC_Os02g25290,Zm00001eb082630,SORBI_3009G039200,AT1G44030,HORVU.MOREX.r3.7HG0744420,LOC_Os01g50020,Zm00001eb185240,
AT1G49690,HORVU.MOREX.r3.5HG0485980,LOC_Os01g59340,Zm00001eb080440,SORBI_3004G202300,AT1G48267,HORVU.MOREX.r3.4HG0388210,LOC_Os02g13590,Zm00001eb090510,SORBI_3004G348400,AT1G35730,HORVU.MOREX.r3.4HG0393710,LOC_Os01g61320,Zm00001eb080520,,AT1G47300,HORVU.MOREX.r3.4HG0405940,LOC_Os01g58130,Zm00001eb092710,SORBI_3004G322650,AT1G45249,HORVU.MOREX.r3.4HG0331870,LOC_Os02g24628,Zm00001eb070460,SORBI_3007G090454,AT1G26870,HORVU.MOREX.r3.5HG0501200,LOC_Os02g19550,Zm00001eb080030,SORBI_3006G213500,AT1G44110,HORVU.MOREX.r3.5HG0528330,LOC_Os02g25300,Zm00001eb083210,SORBI_3009G044600,AT1G44085,HORVU.MOREX.r3.7HG0744530,LOC_Os01g50030,Zm00001eb185310,
