"Lines","Long","Lat","n_value","elevation_m"
"SEEDGWAS2216:MRG:4:250062279",-39.68,-17.6,297,100
"SEEDGWAS2217:MRG:4:250062280",-44.172619,-13.408628,151,504
"SEEDGWAS2218:MRG:4:250062281",-44.172619,-13.408628,151,504
"SEEDGWAS2219:MRG:4:250062282",-44.172619,-13.408628,151,504
"SEEDGWAS222:MRG:4:250056173",-70.874286,19.743912,405,224
"SEEDGWAS2220:MRG:4:250062283",-44.71666667,-13.38333333,168,668
"SEEDGWAS2221:MRG:4:250062284",-42.46666667,-13.75,126,958
"SEEDGWAS2222:MRG:4:250062285",-38.08333333,-5.133333333,122,51
"SEEDGWAS2223:MRG:4:250062286",-42.18333333,-16.61666667,209,538
"SEEDGWAS2224:MRG:4:250062287",-42.06666667,-16.86666667,183,361
"SEEDGWAS2225:MRG:4:250062288",-42.06666667,-16.86666667,183,361
"SEEDGWAS2226:MRG:4:250062289",-42.06666667,-16.86666667,183,361
"SEEDGWAS2227:MRG:4:250062290",-42.06666667,-16.86666667,183,361
"SEEDGWAS2229:MRG:4:250062292",-40.7,-16.18333333,207,421
"SEEDGWAS2231:MRG:4:250062293",-55.05,-23.08333333,323,434
"SEEDGWAS2232:MRG:4:250062294",-55.21666667,-23.08333333,238,463
"SEEDGWAS2233:MRG:4:250062295",-55.21666667,-23.08333333,238,463
"SEEDGWAS2234:MRG:4:250062296",-56.536975,-22.141975,169,222
"SEEDGWAS2235:MRG:4:250062297",-57.825722,-21.681173,175,89
"SEEDGWAS2236:MRG:4:250062298",-57.825722,-21.681173,175,89
"SEEDGWAS2237:MRG:4:250062299",-54.53333333,-21.8,228,338
"SEEDGWAS2238:MRG:4:250062300",-54.16666667,-24.08333333,279,251
"SEEDGWAS2239:MRG:4:250062301",-54.16666667,-24.08333333,279,251
"SEEDGWAS2240:MRG:4:250062302",-53.750532,-23.40941,258,293
"SEEDGWAS2244:MRG:4:250062304",-98.8167,21.5667,522,106
"SEEDGWAS2250:MRG:4:250062310",-99.31666667,22.83333333,247,337
"SEEDGWAS2252:MRG:4:250062312",-62.23333333,-38.1,303,287
"SEEDGWAS2253:MRG:4:250062313",-61.2,-27.21666667,170,99
"SEEDGWAS2254:MRG:4:250062314",-61.2,-27.21666667,170,99
"SEEDGWAS2255:MRG:4:250062315",-59.133231,-25.721253,286,86
"SEEDGWAS2256:MRG:4:250062316",-96.85,19.73333333,458,1677
"SEEDGWAS2257:MRG:4:250062317",-101.564868,17.665097,256,94
"SEEDGWAS2258:MRG:4:250062318",-108.51344,26.419644,138,126
"SEEDGWAS2259:MRG:4:250062319",-95.8,17.83333333,346,104
"SEEDGWAS2260:MRG:4:250068692",-104.880645,21.250533,205,878
"SEEDGWAS2261:MRG:4:250068693",-104.880645,21.250533,205,878
"SEEDGWAS2262:MRG:4:250062320",-55.8,-27.33333333,346,188
"SEEDGWAS2263:MRG:4:250068694",-60.71666667,-26.58333333,208,107
"SEEDGWAS2264:MRG:4:250062321",-66.382503,-31.45052,88,620
"SEEDGWAS2265:MRG:4:250062322",-66.712883,-30.847071,98,832
"SEEDGWAS2266:MRG:4:250062323",-66.303177,-30.377406,104,473
"SEEDGWAS2267:MRG:4:250062324",-64.410852,-31.635529,164,622
"SEEDGWAS2268:MRG:4:250062325",-64.410852,-31.635529,164,622
"SEEDGWAS2269:MRG:4:250068695",-69.03,-33.77,136,987
"SEEDGWAS227:MRG:4:250056176",-60.579083,11.254642,598,208
"SEEDGWAS2270:MRG:4:250062326",-66.61666667,-33.16666667,93,508
"SEEDGWAS2271:MRG:4:250068696",-66.43,-32.95,96,704
"SEEDGWAS2272:MRG:4:250062327",-40.28,-15.76,231,325
"SEEDGWAS2273:MRG:4:250062328",-58.25059,-26.145978,175,65
"SEEDGWAS2274:MRG:4:250062329",-58.204427,-25.398244,185,74
"SEEDGWAS2275:MRG:4:250062330",-60.575732,2.807101,182,85
"SEEDGWAS2276:MRG:4:250062331",-61.13,1.83,203,66
"SEEDGWAS228:MRG:4:250056177",-61.46,10.7,418,244
"SEEDGWAS229:MRG:4:250056178",-61.24446,10.595396,354,56
"SEEDGWAS230:MRG:4:250056179",-61.4,10.28333333,309,28
"SEEDGWAS2311:MRG:4:250070007",-102.3,19.98333333,194,1829
"SEEDGWAS2312:MRG:4:250062386",-103.165492,18.761556,333,1581
"SEEDGWAS2313:MRG:4:250070008",-102.3,19.98333333,194,1829
"SEEDGWAS2322:MRG:4:250062391",-104.060951,20.507845,172,1482
"SEEDGWAS2323:MRG:4:250070010",-103.5833333,19.88333333,167,1515
"SEEDGWAS2327:MRG:4:250070011",-105.259161,27.008378,136,1533
"SEEDGWAS233:MRG:4:250056181",-56.855206,-25.47702,277,165
"SEEDGWAS2333:MRG:4:250070012",-102.733333,20.816667,189,1843
"SEEDGWAS2334:MRG:4:250062401",-103.5333333,19.41666667,221,1411
"SEEDGWAS2335:MRG:4:250062402",-103.567399,20.509937,163,1687
"SEEDGWAS2336:MRG:4:250062403",-103.180173,20.321879,221,1616
"SEEDGWAS2337:MRG:4:250062404",-103.5,20.01666667,165,1549
"SEEDGWAS2339:MRG:4:250062405",-99.9072222,21.7722222,154,1114
"SEEDGWAS234:MRG:4:250056182",-46.93333333,-22.45,224,656
"SEEDGWAS2342:MRG:4:250062406",-92.182995,15.389566,413,2081
"SEEDGWAS2343:MRG:4:250070015",-100.6222222,25.01805556,192,2030
"SEEDGWAS2350:MRG:4:250062413",-102.733333,20.066667,186,1650
"SEEDGWAS2351:MRG:4:250070016",-102,19.91666667,252,2213
"SEEDGWAS2352:MRG:4:250070017",-103.276895,21.783816,163,1990
"SEEDGWAS2354:MRG:4:250062415",-98.76666667,20.6,236,1666
"SEEDGWAS2355:MRG:4:250070018",-98.661356,20.592704,316,1811
"SEEDGWAS2355:MRG:4:250070035",-98.661356,20.592704,316,1811
"SEEDGWAS2355:MRG:4:250070131",-98.661356,20.592704,316,1811
"SEEDGWAS2355:MRG:4:250070281",-98.661356,20.592704,316,1811
"SEEDGWAS2355:MRG:4:250070411",-98.661356,20.592704,316,1811
"SEEDGWAS2355:MRG:4:250070511",-98.661356,20.592704,316,1811
"SEEDGWAS236:MRG:4:250056184",-55.27,5.71,438,7
"SEEDGWAS2360:MRG:4:250062418",-101.126482,20.200962,185,1790
"SEEDGWAS2361:MRG:4:250070020",-103.723087,20.143022,283,2298
"SEEDGWAS2363:MRG:4:250062420",-92.190526,15.388178,475,2081
"SEEDGWAS2366:MRG:4:250062422",-103.5,23.62,199,2280
"SEEDGWAS2367:MRG:4:250062423",-99.17,20.26,195,2069
"SEEDGWAS2368:MRG:4:250070021",-98.2,20.15,348,2372
"SEEDGWAS2370:MRG:4:250070022",-99.083132,18.878577,304,1457
"SEEDGWAS2373:MRG:4:250070023",-99.22,18.8,173,1107
"SEEDGWAS2374:MRG:4:250062426",-99.23333333,18.76666667,193,1107
"SEEDGWAS2377:MRG:4:250062427",-99.55,18.66666667,262,1580
"SEEDGWAS2378:MRG:4:250070024",-99.604781,18.722675,209,1580
"SEEDGWAS2379:MRG:4:250062428",-99.604781,18.722675,209,1580
"SEEDGWAS2383:MRG:4:250062430",-101.449639,20.920258,150,1799
"SEEDGWAS2384:MRG:4:250070026",-104.35,19.76666667,201,1148
"SEEDGWAS2386:MRG:4:250070028",-99.65111,24.618879,309,491
"SEEDGWAS2387:MRG:4:250070029",-98.39,18.49,204,1196
"SEEDGWAS2389:MRG:4:250062431",-99.59805556,21.91527778,185,1190
"SEEDGWAS2401:MRG:4:250062438",-39.57391,-8.107378,89,422
"SEEDGWAS2403:MRG:4:250062439",-83.711745,9.405484,599,1124
"SEEDGWAS2407:MRG:4:250062443",-52.408631,-28.29906,376,645
"SEEDGWAS242:MRG:4:250056191",-53.883333,-28.366667,418,325
"SEEDGWAS2423:MRG:4:250062451",-46.97733,-18.96064,186,1030
"SEEDGWAS2424:MRG:4:250070042",-102.319883,20.290769,181,1615
"SEEDGWAS2425:MRG:4:250070043",-102.45,19.96666667,193,1911
"SEEDGWAS2429:MRG:4:250070046",-54.048978,-32.087201,333,143
"SEEDGWAS243:MRG:4:250059017",-49.005651,-28.515684,469,86
"SEEDGWAS2433:MRG:4:250062453",-97.28339,16.233634,301,1644
"SEEDGWAS2434:MRG:4:250070050",-97.957508,17.19135,414,2294
"SEEDGWAS2435:MRG:4:250062454",-96.81666667,18.13333333,561,1366
"SEEDGWAS2436:MRG:4:250070051",-96.172744,17.186388,358,1624
"SEEDGWAS2437:MRG:4:250062455",-96.81666667,18.13333333,561,1366
"SEEDGWAS2438:MRG:4:250070052",-97.816908,17.312798,308,2168
"SEEDGWAS2439:MRG:4:250070053",-97.957508,17.19135,414,2294
"SEEDGWAS2440:MRG:4:250062456",-97.957508,17.19135,414,2294
"SEEDGWAS2441:MRG:4:250062457",-97.816908,17.312798,308,2168
"SEEDGWAS2442:MRG:4:250062458",-96.549449,17.592724,537,1920
"SEEDGWAS2443:MRG:4:250062459",-97.816908,17.312798,308,2168
"SEEDGWAS246:MRG:4:250059018",-51.127617,-20.62891,180,354
"SEEDGWAS2462:MRG:4:250070069",-107.9333333,30.38333333,118,1467
"SEEDGWAS2464:MRG:4:250070070",-104.393881,23.480832,168,1878
"SEEDGWAS2466:MRG:4:250070071",-103.903927,20.284838,201,1665
"SEEDGWAS2467:MRG:4:250070072",-103.7373,22.394537,167,1704
"SEEDGWAS2468:MRG:4:250070073",-103.25,22.11666667,160,1825
"SEEDGWAS2469:MRG:4:250070074",-104.129825,21.381182,222,1791
"SEEDGWAS247:MRG:4:250059019",-51.127617,-20.62891,180,354
"SEEDGWAS2470:MRG:4:250070075",-102.9666667,21.78333333,151,1582
"SEEDGWAS2472:MRG:4:250070076",-104.739704,21.221061,329,1368
"SEEDGWAS2473:MRG:4:250062462",-104.739704,21.221061,329,1368
"SEEDGWAS2474:MRG:4:250062463",-104.4833333,21.06666667,183,1369
"SEEDGWAS2475:MRG:4:250062464",-97.816908,17.312798,308,2168
"SEEDGWAS2476:MRG:4:250062465",-107.9333333,30.38333333,118,1467
"SEEDGWAS2479:MRG:4:250062467",-100.441427,19.290057,251,1450
"SEEDGWAS2480:MRG:4:250062468",-102.4,19.41666667,308,1996
"SEEDGWAS2481:MRG:4:250062469",-102.5166667,19.71666667,237,1741
"SEEDGWAS249:MRG:4:250059020",-51.483333,-21.533333,206,377
"SEEDGWAS2490:MRG:4:250062473",-103.814756,19.55706,189,1527
"SEEDGWAS2491:MRG:4:250070082",-102.7333333,20.81666667,189,1843
"SEEDGWAS2494:MRG:4:250062474",-57.757907,-30.79075,259,49
"SEEDGWAS2497:MRG:4:250070086",-100.761898,20.699376,168,2003
"SEEDGWAS2498:MRG:4:250062477",-103.25,19.966667,231,2045
"SEEDGWAS2499:MRG:4:250070087",-101.6666667,20.63333333,140,2094
"SEEDGWAS250:MRG:4:250059021",-50.03333333,-20.66666667,192,455
"SEEDGWAS2501:MRG:4:250062509",-102.194513,21.942148,177,1939
"SEEDGWAS2502:MRG:4:250062510",-98.734909,20.784944,434,1730
"SEEDGWAS2504:MRG:4:250062511",-100.0333333,19.03333333,630,2100
"SEEDGWAS2508:MRG:4:250062513",-97.692737,17.26968,274,2168
"SEEDGWAS251:MRG:4:250059022",-47.959266,-23.076071,199,547
"SEEDGWAS2511:MRG:4:250062514",-97.11666667,19.35,428,2076
"SEEDGWAS2513:MRG:4:250062516",-43.24,-15.79,167,570
"SEEDGWAS2518:MRG:4:250062520",-38.48333333,-11.23333333,238,169
"SEEDGWAS2521:MRG:4:250062522",-39.110395,-16.388263,326,46
"SEEDGWAS2522:MRG:4:250062523",-37.8,-9.65,178,189
"SEEDGWAS2527:MRG:4:250062527",-54.879717,-27.14473,355,352
"SEEDGWAS2530:MRG:4:250062529",-91.943308,16.328624,283,1534
"SEEDGWAS2531:MRG:4:250062530",-91.892968,16.318734,336,1534
"SEEDGWAS2533:MRG:4:250062531",-92.251361,15.37229,426,2081
"SEEDGWAS2535:MRG:4:250062532",-92.91666667,16.88333333,217,1391
"SEEDGWAS254:MRG:4:250059023",-49.519177,-23.397216,266,502
"SEEDGWAS2558:MRG:4:250062536",-44.071822,-20.688323,218,957
"SEEDGWAS256:MRG:4:250059024",-48.174103,-22.044979,239,608
"SEEDGWAS2560:MRG:4:250062537",-92.05,16.11666667,206,1214
"SEEDGWAS2563:MRG:4:250062540",-91.98333333,16.33333333,348,1534
"SEEDGWAS2564:MRG:4:250062541",-103.7,24.88333333,147,1595
"SEEDGWAS2566:MRG:4:250062542",-97.427292,18.483431,164,1680
"SEEDGWAS2572:MRG:4:250062543",-104.099147,24.465353,161,1998
"SEEDGWAS2578:MRG:4:250062545",-97.03333333,19.08333333,443,1888
"SEEDGWAS2579:MRG:4:250070088",-102.95,20.78333333,195,1703
"SEEDGWAS2580:MRG:4:250070089",-102.95,20.78333333,195,1703
"SEEDGWAS2581:MRG:4:250070090",-102.45,21.16666667,180,1781
"SEEDGWAS2582:MRG:4:250070091",-98.8,18.68333333,187,1575
"SEEDGWAS2585:MRG:4:250070092",-102.95,20.78333333,195,1703
"SEEDGWAS2589:MRG:4:250070094",-96.872107,17.25085,187,1898
"SEEDGWAS259:MRG:4:250059027",-49.41666667,-22.4,238,560
"SEEDGWAS2590:MRG:4:250070095",-96.261935,16.8965,424,1753
"SEEDGWAS2593:MRG:4:250070096",-96.874589,16.789356,220,2030
"SEEDGWAS2594:MRG:4:250070097",-96.78333333,16.5,198,1626
"SEEDGWAS2595:MRG:4:250062546",-92.463042,17.010766,544,1112
"SEEDGWAS2596:MRG:4:250068732",-98.91666667,18.98333333,268,1623
"SEEDGWAS2597:MRG:4:250062547",-97.03333333,19.08333333,443,1888
"SEEDGWAS2599:MRG:4:250068734",-104.611327,24.209641,194,1900
"SEEDGWAS260:MRG:4:250059028",-50.83333333,-21.78333333,191,436
"SEEDGWAS2600:MRG:4:250062548",-103.6666667,24.88333333,156,1595
"SEEDGWAS2601:MRG:4:250062549",-97.68333333,17.26666667,240,2168
"SEEDGWAS2602:MRG:4:250068735",-101.988203,21.005478,199,1852
"SEEDGWAS2603:MRG:4:250068736",-102.1666667,21.01666667,161,1941
"SEEDGWAS2605:MRG:4:250062550",-97.1,19.11666667,451,1888
"SEEDGWAS2607:MRG:4:250068737",-102.6666667,20.81666667,167,1843
"SEEDGWAS2608:MRG:4:250068738",-102,21.11666667,222,1852
"SEEDGWAS2609:MRG:4:250062551",-42.6,-17.25,224,680
"SEEDGWAS2610:MRG:4:250062552",-44.4747,-21.129651,222,949
"SEEDGWAS2611:MRG:4:250062553",-53.076765,-26.035028,360,628
"SEEDGWAS2613:MRG:4:250062554",-53.076765,-26.035028,360,628
"SEEDGWAS2614:MRG:4:250062555",-54.08333333,-25.25,372,395
"SEEDGWAS2615:MRG:4:250062556",-54.13333333,-25.41666667,368,287
"SEEDGWAS2616:MRG:4:250062557",-52.996926,-27.074737,530,393
"SEEDGWAS2617:MRG:4:250062558",-53.56666667,-26.75,522,520
"SEEDGWAS2618:MRG:4:250062559",-53.56666667,-26.75,522,520
"SEEDGWAS2619:MRG:4:250062560",-53.56666667,-26.75,522,520
"SEEDGWAS2620:MRG:4:250062561",-101.250498,17.579435,265,283
"SEEDGWAS2621:MRG:4:250068739",-99.43333333,18.73333333,236,1161
"SEEDGWAS2622:MRG:4:250068740",-103.562492,25.624139,164,1214
"SEEDGWAS2625:MRG:4:250062562",-97.692737,17.26968,274,2168
"SEEDGWAS2626:MRG:4:250068742",-102.35,22.45,157,2261
"SEEDGWAS2627:MRG:4:250062563",-97.692737,17.26968,274,2168
"SEEDGWAS2628:MRG:4:250062564",-100,21.93333333,137,1011
"SEEDGWAS263:MRG:4:250059029",-50.06666667,-21.4,203,413
"SEEDGWAS2630:MRG:4:250062566",-103.6666667,24.88333333,156,1595
"SEEDGWAS2631:MRG:4:250068743",-99.71666667,23,151,1121
"SEEDGWAS2632:MRG:4:250068745",-65.36666667,-24.26666667,194,1785
"SEEDGWAS2633:MRG:4:250068746",-65.295122,-26.221327,124,799
"SEEDGWAS2634:MRG:4:250068747",-102.243902,22.269581,156,1963
"SEEDGWAS2635:MRG:4:250068748",-99.458144,18.272733,204,988
"SEEDGWAS2636:MRG:4:250068749",-104.575801,21.320316,177,1286
"SEEDGWAS2637:MRG:4:250062567",-104.575801,21.320316,177,1286
"SEEDGWAS2638:MRG:4:250062568",-104.575801,21.320316,177,1286
"SEEDGWAS2639:MRG:4:250068750",-67.03,-27.67,102,1166
"SEEDGWAS264:MRG:4:250059030",-49.506021,-20.791709,179,530
"SEEDGWAS2640:MRG:4:250068751",-67.769458,-29.503681,119,1967
"SEEDGWAS2641:MRG:4:250062569",-104.449948,21.110878,203,1369
"SEEDGWAS2647:MRG:4:250062575",-44.172999,-16.228093,191,847
"SEEDGWAS2656:MRG:4:250068753",-65.01666667,-26.11666667,145,1018
"SEEDGWAS266:MRG:4:250059031",-90.88333333,14.76666667,510,2140
"SEEDGWAS267:MRG:4:250059032",-91.946084,14.969183,762,1310
"SEEDGWAS2670:MRG:4:250068754",-97.407682,18.627026,287,2077
"SEEDGWAS2671:MRG:4:250068755",-96.93361111,17.4311111,361,1949
"SEEDGWAS2672:MRG:4:250068756",-100.050632,20.765746,183,2054
"SEEDGWAS2673:MRG:4:250062593",-99.631435,21.141034,496,1752
"SEEDGWAS2677:MRG:4:250062597",-100.15,20.2,261,2369
"SEEDGWAS2679:MRG:4:250068757",-102.85,21.18333333,200,1910
"SEEDGWAS2680:MRG:4:250068758",-103.2,22.36666667,211,2123
"SEEDGWAS2682:MRG:4:250068760",-103.462153,19.735479,206,1701
"SEEDGWAS2686:MRG:4:250062601",-97.24166667,18.75027778,314,2031
"SEEDGWAS2689:MRG:4:250068763",-102.85,21.18333333,200,1910
"SEEDGWAS269:MRG:4:250059033",-90.805464,14.786779,337,1687
"SEEDGWAS2692:MRG:4:250068766",-99.7,19.88333333,279,2721
"SEEDGWAS2696:MRG:4:250068767",-100.026879,19.260089,410,2331
"SEEDGWAS2697:MRG:4:250068768",-99.51666667,19.96666667,266,2644
"SEEDGWAS2699:MRG:4:250068769",-98.35,19.16666667,236,2287
"SEEDGWAS270:MRG:4:250059034",-91.93333333,15.4,462,2049
"SEEDGWAS2700:MRG:4:250062602",-97.96,19.06,246,2459
"SEEDGWAS2702:MRG:4:250062604",-102.696335,19.998739,188,1862
"SEEDGWAS2703:MRG:4:250063906",-102.4833333,19.75,260,2147
"SEEDGWAS2704:MRG:4:250068770",-101.170589,19.779325,198,2082
"SEEDGWAS2706:MRG:4:250068772",-102.8,23.16,157,2128
"SEEDGWAS2707:MRG:4:250068773",-102.310212,22.199415,150,1963
"SEEDGWAS2709:MRG:4:250068774",-100.275105,20.382772,248,2234
"SEEDGWAS2710:MRG:4:250068775",-100.460026,20.560425,194,1902
"SEEDGWAS2711:MRG:4:250063907",-100.275105,20.382772,248,2234
"SEEDGWAS2712:MRG:4:250063908",-99.631435,21.141034,496,1752
"SEEDGWAS2715:MRG:4:250068778",-98,19.05,277,2459
"SEEDGWAS272:MRG:4:250059035",-89.66667,15.4,510,641
"SEEDGWAS2721:MRG:4:250063912",-100.275105,20.382772,248,2234
"SEEDGWAS2722:MRG:4:250068780",-101.116546,23.135074,154,1965
"SEEDGWAS2723:MRG:4:250068781",-103.7333333,19.93333333,304,2175
"SEEDGWAS2726:MRG:4:250068784",-93.255998,16.667527,207,855
"SEEDGWAS2729:MRG:4:250068785",-97.231739,19.761657,387,1998
"SEEDGWAS273:MRG:4:250059036",-83.73333333,22.41666667,524,88
"SEEDGWAS2732:MRG:4:250063915",-98.68333333,18.88333333,363,2263
"SEEDGWAS2734:MRG:4:250063916",-99.75,18.91666667,363,2214
"SEEDGWAS2735:MRG:4:250068787",-98.9,20.26666667,220,2167
"SEEDGWAS2737:MRG:4:250068788",-100.912902,22.037316,158,1971
"SEEDGWAS2741:MRG:4:250063919",-73.81666667,5.316666667,442,2794
"SEEDGWAS2746:MRG:4:250063923",-102.503967,19.634386,258,1286
"SEEDGWAS2747:MRG:4:250068789",-101.082409,19.691693,232,1945
"SEEDGWAS2748:MRG:4:250063924",-101.082409,19.691693,232,1945
"SEEDGWAS2749:MRG:4:250068790",-101.255262,19.652464,191,2156
"SEEDGWAS2750:MRG:4:250068791",-101.5333333,19.41666667,444,2501
"SEEDGWAS2751:MRG:4:250063925",-101.4666667,19.33333333,335,1775
"SEEDGWAS2752:MRG:4:250068792",-101.9,19.82,298,2534
"SEEDGWAS2754:MRG:4:250063927",-97.25,19.56666667,293,2507
"SEEDGWAS2755:MRG:4:250063928",-97.15,19.35,486,2076
"SEEDGWAS2756:MRG:4:250063929",-97.15,19.35,486,2076
"SEEDGWAS2757:MRG:4:250063930",-97.08333333,19.61666667,460,2545
"SEEDGWAS2760:MRG:4:250063931",-96.911836,18.168377,503,1778
"SEEDGWAS2761:MRG:4:250063932",-96.911836,18.168377,503,1778
"SEEDGWAS2764:MRG:4:250063933",-96.879163,17.848135,363,1288
"SEEDGWAS2765:MRG:4:250063934",-96.549449,17.592724,537,1920
"SEEDGWAS2766:MRG:4:250063935",-97.867153,17.190837,313,2294
"SEEDGWAS2767:MRG:4:250063936",-97.867153,17.190837,313,2294
"SEEDGWAS2768:MRG:4:250063937",-97.867153,17.190837,313,2294
"SEEDGWAS2769:MRG:4:250068795",-96.919424,17.515762,226,1503
"SEEDGWAS277:MRG:4:250059039",-75.2,20.16666667,422,327
"SEEDGWAS2770:MRG:4:250063938",-96.879163,17.848135,363,1288
"SEEDGWAS2771:MRG:4:250063939",-96.78333333,17.76666667,361,1881
"SEEDGWAS2772:MRG:4:250063941",-96.549449,17.592724,537,1920
"SEEDGWAS2773:MRG:4:250063942",-96.556048,17.532596,393,1920
"SEEDGWAS2774:MRG:4:250063943",-97.867153,17.190837,313,2294
"SEEDGWAS2775:MRG:4:250063944",-97.867153,17.190837,313,2294
"SEEDGWAS2776:MRG:4:250063945",-97.867153,17.190837,313,2294
"SEEDGWAS2777:MRG:4:250063946",-97.867153,17.190837,313,2294
"SEEDGWAS2778:MRG:4:250068796",-96.879163,17.848135,363,1288
"SEEDGWAS2779:MRG:4:250063947",-96.78333333,17.76666667,361,1881
"SEEDGWAS278:MRG:4:250059041",-80.90474,22.584937,422,37
"SEEDGWAS2781:MRG:4:250063948",-97.677827,17.279413,270,2168
"SEEDGWAS2782:MRG:4:250068797",-97.677827,17.279413,270,2168
"SEEDGWAS2783:MRG:4:250063949",-96.549449,17.592724,537,1920
"SEEDGWAS2784:MRG:4:250068798",-96.462174,17.114912,452,2571
"SEEDGWAS2787:MRG:4:250063950",-107.75,28.85,173,2025
"SEEDGWAS2788:MRG:4:250068800",-107.75,28.85,173,2025
"SEEDGWAS2789:MRG:4:250068801",-107.75,28.85,173,2025
"SEEDGWAS279:MRG:4:250059042",-76.795941,20.306554,280,100
"SEEDGWAS2790:MRG:4:250068802",-108.3833333,28.2,535,1685
"SEEDGWAS2791:MRG:4:250068803",-107.305103,28.492774,205,2157
"SEEDGWAS2793:MRG:4:250068804",-105.7333333,25.33333333,193,2117
"SEEDGWAS2794:MRG:4:250063951",-106.567942,25.21539,564,1979
"SEEDGWAS2795:MRG:4:250068805",-106.5333333,25.13333333,686,1442
"SEEDGWAS2796:MRG:4:250068806",-103.566312,22.790665,186,2001
"SEEDGWAS2797:MRG:4:250068807",-103.55,22.3,206,2096
"SEEDGWAS2798:MRG:4:250068808",-102.8833333,22.33333333,170,1952
"SEEDGWAS2799:MRG:4:250063952",-102.9833333,23.63333333,189,2113
"SEEDGWAS2800:MRG:4:250063953",-104.35,21.11666667,252,1369
"SEEDGWAS2801:MRG:4:250068809",-98.03333333,19.03333333,243,2414
"SEEDGWAS2802:MRG:4:250068810",-98.03333333,19.03333333,243,2414
"SEEDGWAS2804:MRG:4:250063954",-98.499901,19.244746,308,2287
"SEEDGWAS2806:MRG:4:250063955",-98.4,19.01666667,227,2302
"SEEDGWAS2811:MRG:4:250068813",-98.56666667,19.33333333,291,3070
"SEEDGWAS2812:MRG:4:250068814",-98.03333333,19.03333333,243,2414
"SEEDGWAS2814:MRG:4:250068816",-98.3,19.1,265,2174
"SEEDGWAS2815:MRG:4:250063957",-97.86666667,18.91666667,205,2139
"SEEDGWAS2816:MRG:4:250068817",-98.287568,19.04153,263,2174
"SEEDGWAS2817:MRG:4:250068818",-98.48333333,19.33333333,244,2287
"SEEDGWAS2818:MRG:4:250063958",-98.46666667,19.2,256,2287
"SEEDGWAS2820:MRG:4:250068820",-98.4,19.15,233,2302
"SEEDGWAS2821:MRG:4:250068821",-98.56666667,19.33333333,291,3070
"SEEDGWAS2822:MRG:4:250063959",-98.35,19.16666667,236,2287
"SEEDGWAS2823:MRG:4:250068822",-98.48333333,19.33333333,244,2287
"SEEDGWAS2824:MRG:4:250068823",-98.48333333,19.33333333,244,2287
"SEEDGWAS2825:MRG:4:250063960",-98.56666667,19.33333333,291,3070
"SEEDGWAS2827:MRG:4:250068825",-97.78333333,19.81666667,374,2309
"SEEDGWAS2828:MRG:4:250063961",-97.78333333,19.81666667,374,2309
"SEEDGWAS2829:MRG:4:250063962",-98.28333333,18.96666667,267,2106
"SEEDGWAS2830:MRG:4:250068826",-98.28333333,18.96666667,267,2106
"SEEDGWAS2831:MRG:4:250068827",-98.33333333,19.15,254,2174
"SEEDGWAS2832:MRG:4:250068859",-98.01666667,18.95,237,2125
"SEEDGWAS2834:MRG:4:250068860",-97.883367,18.967821,213,2139
"SEEDGWAS2835:MRG:4:250068861",-97.883367,18.967821,213,2139
"SEEDGWAS2839:MRG:4:250063964",-97.883367,18.967821,213,2139
"SEEDGWAS2842:MRG:4:250068863",-102.389648,19.901672,191,1911
"SEEDGWAS2843:MRG:4:250068864",-102.1666667,19.9,212,1829
"SEEDGWAS2844:MRG:4:250068865",-102.1666667,19.9,212,1829
"SEEDGWAS2845:MRG:4:250063965",-102.1666667,19.9,212,1829
"SEEDGWAS2846:MRG:4:250063966",-101.7,19.2,299,1721
"SEEDGWAS2847:MRG:4:250063967",-101.4833333,19.28333333,321,1775
"SEEDGWAS2848:MRG:4:250063968",-101.9,19.82,298,2534
"SEEDGWAS2853:MRG:4:250063970",-98.857468,19.521431,231,2281
"SEEDGWAS2854:MRG:4:250063971",-98.857468,19.521431,231,2281
"SEEDGWAS2855:MRG:4:250063972",-98.857468,19.521431,231,2281
"SEEDGWAS2856:MRG:4:250068867",-98.857468,19.521431,231,2281
"SEEDGWAS2857:MRG:4:250068868",-98.857468,19.521431,231,2281
"SEEDGWAS2858:MRG:4:250063973",-98.857468,19.521431,231,2281
"SEEDGWAS2859:MRG:4:250063974",-98.857468,19.521431,231,2281
"SEEDGWAS2860:MRG:4:250068869",-98.857468,19.521431,231,2281
"SEEDGWAS2862:MRG:4:250068870",-98.914614,19.622791,233,2281
"SEEDGWAS2863:MRG:4:250068871",-98.914614,19.622791,233,2281
"SEEDGWAS2864:MRG:4:250068872",-98.914614,19.622791,233,2281
"SEEDGWAS2867:MRG:4:250063975",-98.91666667,19.55,207,2281
"SEEDGWAS2880:MRG:4:250063979",-98.85,19.22,265,2307
"SEEDGWAS2881:MRG:4:250068878",-98.865944,19.211077,247,2307
"SEEDGWAS2882:MRG:4:250068879",-98.81666667,19.58333333,287,2638
"SEEDGWAS2883:MRG:4:250068881",-98.81666667,19.58333333,287,2638
"SEEDGWAS2884:MRG:4:250068882",-98.81666667,19.58333333,287,2638
"SEEDGWAS2889:MRG:4:250068885",-101.9166667,19.66666667,329,2534
"SEEDGWAS2890:MRG:4:250068886",-101.219653,19.518555,231,2156
"SEEDGWAS2892:MRG:4:250068887",-97.431577,18.619245,291,2077
