"Lines","Long","Lat","crop","n_value","log_n","elevation_m"
"SEEDGWAS2097:MRG:4:250063041",-97.73333333,21.18333333,"maize",322,2.50785587169583,214
"SEEDGWAS2098:MRG:4:250063042",-93.38333333,16.76666667,"maize",203,2.30749603791321,856
"SEEDGWAS2099:MRG:4:250063044",-89.986872,20.579844,"maize",330,2.51851393987789,27
"SEEDGWAS2104:MRG:4:250063046",-97.218548,19.983868,"maize",349,2.54282542695918,843
"SEEDGWAS2106:MRG:4:250063048",-89.812671,20.00487,"maize",348,2.54157924394658,108
"SEEDGWAS2107:MRG:4:250063049",-103.796358,19.274552,"maize",184,2.26481782300954,502
"SEEDGWAS2108:MRG:4:250063050",-103.847703,18.933399,"maize",221,2.34439227368511,47
"SEEDGWAS2109:MRG:4:250063051",-92.027828,15.627253,"maize",363,2.55990662503611,1194
"SEEDGWAS2110:MRG:4:250063052",-92.044173,15.678832,"maize",384,2.58433122436753,696
"SEEDGWAS2111:MRG:4:250063053",-92.08333333,15.96666667,"maize",243,2.38560627359831,653
"SEEDGWAS2114:MRG:4:250063054",-97.097646,20.480001,"maize",403,2.60530504614111,41
"SEEDGWAS2124:MRG:4:250062182",-92.71666667,16.61666667,"maize",334,2.52374646681156,715
"SEEDGWAS2150:MRG:4:250062202",-93.1,16.96,"maize",395,2.59659709562646,886
"SEEDGWAS2152:MRG:4:250062203",-96.86666667,19.66666667,"maize",443,2.64640372622307,1677
"SEEDGWAS2173:MRG:4:250068685",-97.03333333,19.08333333,"maize",443,2.64640372622307,1888
"SEEDGWAS2174:MRG:4:250062220",-106.393718,24.618206,"maize",203,2.30749603791321,904
"SEEDGWAS2175:MRG:4:250062221",-101.605,17.97833333,"maize",223,2.34830486304816,818
"SEEDGWAS2177:MRG:4:250062222",-99.1,24.08333333,"maize",162,2.20951501454263,188
"SEEDGWAS2178:MRG:4:250062223",-97.3,19.8,"maize",377,2.57634135020579,1998
"SEEDGWAS2181:MRG:4:250062257",-93.370653,16.458148,"maize",260,2.41497334797082,750
"SEEDGWAS2182:MRG:4:250068687",-99.75,19.87,"maize",282,2.45024910831936,2721
"SEEDGWAS2184:MRG:4:250062258",-100.5666667,18.46666667,"maize",204,2.3096301674259,360
"SEEDGWAS2199:MRG:4:250068690",-98.2,20.15,"maize",348,2.54157924394658,2372
"SEEDGWAS2202:MRG:4:250068691",-99.36666667,18.71666667,"maize",241,2.38201704257487,1161
"SEEDGWAS2244:MRG:4:250062304",-98.8167,21.5667,"maize",522,2.71767050300226,106
"SEEDGWAS2250:MRG:4:250062310",-99.31666667,22.83333333,"maize",247,2.39269695325967,337
"SEEDGWAS2256:MRG:4:250062316",-96.85,19.73333333,"maize",458,2.66086547800387,1677
"SEEDGWAS2257:MRG:4:250062317",-101.564868,17.665097,"maize",256,2.40823996531185,94
"SEEDGWAS2258:MRG:4:250062318",-108.51344,26.419644,"maize",138,2.13987908640124,126
"SEEDGWAS2259:MRG:4:250062319",-95.8,17.83333333,"maize",346,2.53907609879278,104
"SEEDGWAS2260:MRG:4:250068692",-104.880645,21.250533,"maize",205,2.31175386105575,878
"SEEDGWAS2261:MRG:4:250068693",-104.880645,21.250533,"maize",205,2.31175386105575,878
"SEEDGWAS2311:MRG:4:250070007",-102.3,19.98333333,"maize",194,2.28780172993023,1829
"SEEDGWAS2312:MRG:4:250062386",-103.165492,18.761556,"maize",333,2.52244423350632,1581
"SEEDGWAS2313:MRG:4:250070008",-102.3,19.98333333,"maize",194,2.28780172993023,1829
"SEEDGWAS2322:MRG:4:250062391",-104.060951,20.507845,"maize",172,2.23552844690755,1482
"SEEDGWAS2323:MRG:4:250070010",-103.5833333,19.88333333,"maize",167,2.22271647114758,1515
"SEEDGWAS2327:MRG:4:250070011",-105.259161,27.008378,"maize",136,2.13353890837022,1533
"SEEDGWAS2333:MRG:4:250070012",-102.733333,20.816667,"maize",189,2.27646180417324,1843
"SEEDGWAS2334:MRG:4:250062401",-103.5333333,19.41666667,"maize",221,2.34439227368511,1411
"SEEDGWAS2335:MRG:4:250062402",-103.567399,20.509937,"maize",163,2.21218760440396,1687
"SEEDGWAS2336:MRG:4:250062403",-103.180173,20.321879,"maize",221,2.34439227368511,1616
"SEEDGWAS2337:MRG:4:250062404",-103.5,20.01666667,"maize",165,2.21748394421391,1549
"SEEDGWAS2339:MRG:4:250062405",-99.9072222,21.7722222,"maize",154,2.18752072083646,1114
"SEEDGWAS2342:MRG:4:250062406",-92.182995,15.389566,"maize",413,2.6159500516564,2081
"SEEDGWAS2343:MRG:4:250070015",-100.6222222,25.01805556,"maize",192,2.28330122870355,2030
"SEEDGWAS2350:MRG:4:250062413",-102.733333,20.066667,"maize",186,2.26951294421792,1650
"SEEDGWAS2351:MRG:4:250070016",-102,19.91666667,"maize",252,2.40140054078154,2213
"SEEDGWAS2352:MRG:4:250070017",-103.276895,21.783816,"maize",163,2.21218760440396,1990
"SEEDGWAS2354:MRG:4:250062415",-98.76666667,20.6,"maize",236,2.37291200297011,1666
"SEEDGWAS2355:MRG:4:250070018",-98.661356,20.592704,"maize",316,2.4996870826184,1811
"SEEDGWAS2355:MRG:4:250070035",-98.661356,20.592704,"maize",316,2.4996870826184,1811
"SEEDGWAS2355:MRG:4:250070131",-98.661356,20.592704,"maize",316,2.4996870826184,1811
"SEEDGWAS2355:MRG:4:250070281",-98.661356,20.592704,"maize",316,2.4996870826184,1811
"SEEDGWAS2355:MRG:4:250070411",-98.661356,20.592704,"maize",316,2.4996870826184,1811
"SEEDGWAS2355:MRG:4:250070511",-98.661356,20.592704,"maize",316,2.4996870826184,1811
"SEEDGWAS2360:MRG:4:250062418",-101.126482,20.200962,"maize",185,2.26717172840301,1790
"SEEDGWAS2361:MRG:4:250070020",-103.723087,20.143022,"maize",283,2.45178643552429,2298
"SEEDGWAS2363:MRG:4:250062420",-92.190526,15.388178,"maize",475,2.67669360962487,2081
"SEEDGWAS2366:MRG:4:250062422",-103.5,23.62,"maize",199,2.29885307640971,2280
"SEEDGWAS2367:MRG:4:250062423",-99.17,20.26,"maize",195,2.29003461136252,2069
"SEEDGWAS2368:MRG:4:250070021",-98.2,20.15,"maize",348,2.54157924394658,2372
"SEEDGWAS2370:MRG:4:250070022",-99.083132,18.878577,"maize",304,2.48287358360875,1457
"SEEDGWAS2373:MRG:4:250070023",-99.22,18.8,"maize",173,2.2380461031288,1107
"SEEDGWAS2374:MRG:4:250062426",-99.23333333,18.76666667,"maize",193,2.28555730900777,1107
"SEEDGWAS2377:MRG:4:250062427",-99.55,18.66666667,"maize",262,2.41830129131975,1580
"SEEDGWAS2378:MRG:4:250070024",-99.604781,18.722675,"maize",209,2.32014628611105,1580
"SEEDGWAS2379:MRG:4:250062428",-99.604781,18.722675,"maize",209,2.32014628611105,1580
"SEEDGWAS2383:MRG:4:250062430",-101.449639,20.920258,"maize",150,2.17609125905568,1799
"SEEDGWAS2384:MRG:4:250070026",-104.35,19.76666667,"maize",201,2.30319605742049,1148
"SEEDGWAS2386:MRG:4:250070028",-99.65111,24.618879,"maize",309,2.48995847942483,491
"SEEDGWAS2387:MRG:4:250070029",-98.39,18.49,"maize",204,2.3096301674259,1196
"SEEDGWAS2389:MRG:4:250062431",-99.59805556,21.91527778,"maize",185,2.26717172840301,1190
"SEEDGWAS2424:MRG:4:250070042",-102.319883,20.290769,"maize",181,2.25767857486918,1615
"SEEDGWAS2425:MRG:4:250070043",-102.45,19.96666667,"maize",193,2.28555730900777,1911
"SEEDGWAS2433:MRG:4:250062453",-97.28339,16.233634,"maize",301,2.47856649559384,1644
"SEEDGWAS2434:MRG:4:250070050",-97.957508,17.19135,"maize",414,2.6170003411209,2294
"SEEDGWAS2435:MRG:4:250062454",-96.81666667,18.13333333,"maize",561,2.74896286125616,1366
"SEEDGWAS2436:MRG:4:250070051",-96.172744,17.186388,"maize",358,2.55388302664387,1624
"SEEDGWAS2437:MRG:4:250062455",-96.81666667,18.13333333,"maize",561,2.74896286125616,1366
"SEEDGWAS2438:MRG:4:250070052",-97.816908,17.312798,"maize",308,2.48855071650044,2168
"SEEDGWAS2439:MRG:4:250070053",-97.957508,17.19135,"maize",414,2.6170003411209,2294
"SEEDGWAS2440:MRG:4:250062456",-97.957508,17.19135,"maize",414,2.6170003411209,2294
"SEEDGWAS2441:MRG:4:250062457",-97.816908,17.312798,"maize",308,2.48855071650044,2168
"SEEDGWAS2442:MRG:4:250062458",-96.549449,17.592724,"maize",537,2.72997428569956,1920
"SEEDGWAS2443:MRG:4:250062459",-97.816908,17.312798,"maize",308,2.48855071650044,2168
"SEEDGWAS2462:MRG:4:250070069",-107.9333333,30.38333333,"maize",118,2.07188200730613,1467
"SEEDGWAS2464:MRG:4:250070070",-104.393881,23.480832,"maize",168,2.22530928172586,1878
"SEEDGWAS2466:MRG:4:250070071",-103.903927,20.284838,"maize",201,2.30319605742049,1665
"SEEDGWAS2467:MRG:4:250070072",-103.7373,22.394537,"maize",167,2.22271647114758,1704
"SEEDGWAS2468:MRG:4:250070073",-103.25,22.11666667,"maize",160,2.20411998265592,1825
"SEEDGWAS2469:MRG:4:250070074",-104.129825,21.381182,"maize",222,2.34635297445064,1791
"SEEDGWAS2470:MRG:4:250070075",-102.9666667,21.78333333,"maize",151,2.17897694729317,1582
"SEEDGWAS2472:MRG:4:250070076",-104.739704,21.221061,"maize",329,2.51719589794997,1368
"SEEDGWAS2473:MRG:4:250062462",-104.739704,21.221061,"maize",329,2.51719589794997,1368
"SEEDGWAS2474:MRG:4:250062463",-104.4833333,21.06666667,"maize",183,2.26245108973043,1369
"SEEDGWAS2475:MRG:4:250062464",-97.816908,17.312798,"maize",308,2.48855071650044,2168
"SEEDGWAS2476:MRG:4:250062465",-107.9333333,30.38333333,"maize",118,2.07188200730613,1467
"SEEDGWAS2479:MRG:4:250062467",-100.441427,19.290057,"maize",251,2.39967372148104,1450
"SEEDGWAS2480:MRG:4:250062468",-102.4,19.41666667,"maize",308,2.48855071650044,1996
"SEEDGWAS2481:MRG:4:250062469",-102.5166667,19.71666667,"maize",237,2.3747483460101,1741
"SEEDGWAS2490:MRG:4:250062473",-103.814756,19.55706,"maize",189,2.27646180417324,1527
"SEEDGWAS2491:MRG:4:250070082",-102.7333333,20.81666667,"maize",189,2.27646180417324,1843
"SEEDGWAS2497:MRG:4:250070086",-100.761898,20.699376,"maize",168,2.22530928172586,2003
"SEEDGWAS2498:MRG:4:250062477",-103.25,19.966667,"maize",231,2.36361197989214,2045
"SEEDGWAS2499:MRG:4:250070087",-101.6666667,20.63333333,"maize",140,2.14612803567824,2094
"SEEDGWAS2501:MRG:4:250062509",-102.194513,21.942148,"maize",177,2.24797326636181,1939
"SEEDGWAS2502:MRG:4:250062510",-98.734909,20.784944,"maize",434,2.63748972951251,1730
"SEEDGWAS2504:MRG:4:250062511",-100.0333333,19.03333333,"maize",630,2.79934054945358,2100
"SEEDGWAS2508:MRG:4:250062513",-97.692737,17.26968,"maize",274,2.43775056282039,2168
"SEEDGWAS2511:MRG:4:250062514",-97.11666667,19.35,"maize",428,2.63144376901317,2076
"SEEDGWAS2530:MRG:4:250062529",-91.943308,16.328624,"maize",283,2.45178643552429,1534
"SEEDGWAS2531:MRG:4:250062530",-91.892968,16.318734,"maize",336,2.52633927738984,1534
"SEEDGWAS2533:MRG:4:250062531",-92.251361,15.37229,"maize",426,2.62940959910272,2081
"SEEDGWAS2535:MRG:4:250062532",-92.91666667,16.88333333,"maize",217,2.33645973384853,1391
"SEEDGWAS2560:MRG:4:250062537",-92.05,16.11666667,"maize",206,2.31386722036915,1214
"SEEDGWAS2563:MRG:4:250062540",-91.98333333,16.33333333,"maize",348,2.54157924394658,1534
"SEEDGWAS2564:MRG:4:250062541",-103.7,24.88333333,"maize",147,2.16731733474818,1595
"SEEDGWAS2566:MRG:4:250062542",-97.427292,18.483431,"maize",164,2.2148438480477,1680
"SEEDGWAS2572:MRG:4:250062543",-104.099147,24.465353,"maize",161,2.20682587603185,1998
"SEEDGWAS2578:MRG:4:250062545",-97.03333333,19.08333333,"maize",443,2.64640372622307,1888
"SEEDGWAS2579:MRG:4:250070088",-102.95,20.78333333,"maize",195,2.29003461136252,1703
"SEEDGWAS2580:MRG:4:250070089",-102.95,20.78333333,"maize",195,2.29003461136252,1703
"SEEDGWAS2581:MRG:4:250070090",-102.45,21.16666667,"maize",180,2.25527250510331,1781
"SEEDGWAS2582:MRG:4:250070091",-98.8,18.68333333,"maize",187,2.2718416065365,1575
"SEEDGWAS2585:MRG:4:250070092",-102.95,20.78333333,"maize",195,2.29003461136252,1703
"SEEDGWAS2589:MRG:4:250070094",-96.872107,17.25085,"maize",187,2.2718416065365,1898
"SEEDGWAS2590:MRG:4:250070095",-96.261935,16.8965,"maize",424,2.62736585659273,1753
"SEEDGWAS2593:MRG:4:250070096",-96.874589,16.789356,"maize",220,2.34242268082221,2030
"SEEDGWAS2594:MRG:4:250070097",-96.78333333,16.5,"maize",198,2.29666519026153,1626
"SEEDGWAS2595:MRG:4:250062546",-92.463042,17.010766,"maize",544,2.73559889969818,1112
"SEEDGWAS2596:MRG:4:250068732",-98.91666667,18.98333333,"maize",268,2.42813479402879,1623
"SEEDGWAS2597:MRG:4:250062547",-97.03333333,19.08333333,"maize",443,2.64640372622307,1888
"SEEDGWAS2599:MRG:4:250068734",-104.611327,24.209641,"maize",194,2.28780172993023,1900
"SEEDGWAS2600:MRG:4:250062548",-103.6666667,24.88333333,"maize",156,2.19312459835446,1595
"SEEDGWAS2601:MRG:4:250062549",-97.68333333,17.26666667,"maize",240,2.38021124171161,2168
"SEEDGWAS2602:MRG:4:250068735",-101.988203,21.005478,"maize",199,2.29885307640971,1852
"SEEDGWAS2603:MRG:4:250068736",-102.1666667,21.01666667,"maize",161,2.20682587603185,1941
"SEEDGWAS2605:MRG:4:250062550",-97.1,19.11666667,"maize",451,2.65417654187796,1888
"SEEDGWAS2607:MRG:4:250068737",-102.6666667,20.81666667,"maize",167,2.22271647114758,1843
"SEEDGWAS2608:MRG:4:250068738",-102,21.11666667,"maize",222,2.34635297445064,1852
"SEEDGWAS2620:MRG:4:250062561",-101.250498,17.579435,"maize",265,2.42324587393681,283
"SEEDGWAS2621:MRG:4:250068739",-99.43333333,18.73333333,"maize",236,2.37291200297011,1161
"SEEDGWAS2622:MRG:4:250068740",-103.562492,25.624139,"maize",164,2.2148438480477,1214
"SEEDGWAS2625:MRG:4:250062562",-97.692737,17.26968,"maize",274,2.43775056282039,2168
"SEEDGWAS2626:MRG:4:250068742",-102.35,22.45,"maize",157,2.19589965240923,2261
"SEEDGWAS2627:MRG:4:250062563",-97.692737,17.26968,"maize",274,2.43775056282039,2168
"SEEDGWAS2628:MRG:4:250062564",-100,21.93333333,"maize",137,2.13672056715641,1011
"SEEDGWAS2630:MRG:4:250062566",-103.6666667,24.88333333,"maize",156,2.19312459835446,1595
"SEEDGWAS2631:MRG:4:250068743",-99.71666667,23,"maize",151,2.17897694729317,1121
"SEEDGWAS2634:MRG:4:250068747",-102.243902,22.269581,"maize",156,2.19312459835446,1963
"SEEDGWAS2635:MRG:4:250068748",-99.458144,18.272733,"maize",204,2.3096301674259,988
"SEEDGWAS2636:MRG:4:250068749",-104.575801,21.320316,"maize",177,2.24797326636181,1286
"SEEDGWAS2637:MRG:4:250062567",-104.575801,21.320316,"maize",177,2.24797326636181,1286
"SEEDGWAS2638:MRG:4:250062568",-104.575801,21.320316,"maize",177,2.24797326636181,1286
"SEEDGWAS2641:MRG:4:250062569",-104.449948,21.110878,"maize",203,2.30749603791321,1369
"SEEDGWAS2670:MRG:4:250068754",-97.407682,18.627026,"maize",287,2.45788189673399,2077
"SEEDGWAS2671:MRG:4:250068755",-96.93361111,17.4311111,"maize",361,2.55750720190566,1949
"SEEDGWAS2672:MRG:4:250068756",-100.050632,20.765746,"maize",183,2.26245108973043,2054
"SEEDGWAS2673:MRG:4:250062593",-99.631435,21.141034,"maize",496,2.6954816764902,1752
"SEEDGWAS2677:MRG:4:250062597",-100.15,20.2,"maize",261,2.41664050733828,2369
"SEEDGWAS2679:MRG:4:250068757",-102.85,21.18333333,"maize",200,2.30102999566398,1910
"SEEDGWAS2680:MRG:4:250068758",-103.2,22.36666667,"maize",211,2.32428245529769,2123
"SEEDGWAS2682:MRG:4:250068760",-103.462153,19.735479,"maize",206,2.31386722036915,1701
"SEEDGWAS2686:MRG:4:250062601",-97.24166667,18.75027778,"maize",314,2.49692964807321,2031
"SEEDGWAS2689:MRG:4:250068763",-102.85,21.18333333,"maize",200,2.30102999566398,1910
"SEEDGWAS2692:MRG:4:250068766",-99.7,19.88333333,"maize",279,2.4456042032736,2721
"SEEDGWAS2696:MRG:4:250068767",-100.026879,19.260089,"maize",410,2.61278385671974,2331
"SEEDGWAS2697:MRG:4:250068768",-99.51666667,19.96666667,"maize",266,2.42488163663107,2644
"SEEDGWAS2699:MRG:4:250068769",-98.35,19.16666667,"maize",236,2.37291200297011,2287
"SEEDGWAS2700:MRG:4:250062602",-97.96,19.06,"maize",246,2.39093510710338,2459
"SEEDGWAS2702:MRG:4:250062604",-102.696335,19.998739,"maize",188,2.27415784926368,1862
"SEEDGWAS2703:MRG:4:250063906",-102.4833333,19.75,"maize",260,2.41497334797082,2147
"SEEDGWAS2704:MRG:4:250068770",-101.170589,19.779325,"maize",198,2.29666519026153,2082
"SEEDGWAS2706:MRG:4:250068772",-102.8,23.16,"maize",157,2.19589965240923,2128
"SEEDGWAS2707:MRG:4:250068773",-102.310212,22.199415,"maize",150,2.17609125905568,1963
"SEEDGWAS2709:MRG:4:250068774",-100.275105,20.382772,"maize",248,2.39445168082622,2234
"SEEDGWAS2710:MRG:4:250068775",-100.460026,20.560425,"maize",194,2.28780172993023,1902
"SEEDGWAS2711:MRG:4:250063907",-100.275105,20.382772,"maize",248,2.39445168082622,2234
"SEEDGWAS2712:MRG:4:250063908",-99.631435,21.141034,"maize",496,2.6954816764902,1752
"SEEDGWAS2715:MRG:4:250068778",-98,19.05,"maize",277,2.44247976906445,2459
"SEEDGWAS2721:MRG:4:250063912",-100.275105,20.382772,"maize",248,2.39445168082622,2234
"SEEDGWAS2722:MRG:4:250068780",-101.116546,23.135074,"maize",154,2.18752072083646,1965
"SEEDGWAS2723:MRG:4:250068781",-103.7333333,19.93333333,"maize",304,2.48287358360875,2175
"SEEDGWAS2726:MRG:4:250068784",-93.255998,16.667527,"maize",207,2.31597034545692,855
"SEEDGWAS2729:MRG:4:250068785",-97.231739,19.761657,"maize",387,2.58771096501891,1998
"SEEDGWAS2732:MRG:4:250063915",-98.68333333,18.88333333,"maize",363,2.55990662503611,2263
"SEEDGWAS2734:MRG:4:250063916",-99.75,18.91666667,"maize",363,2.55990662503611,2214
"SEEDGWAS2735:MRG:4:250068787",-98.9,20.26666667,"maize",220,2.34242268082221,2167
"SEEDGWAS2737:MRG:4:250068788",-100.912902,22.037316,"maize",158,2.19865708695442,1971
"SEEDGWAS2746:MRG:4:250063923",-102.503967,19.634386,"maize",258,2.41161970596323,1286
"SEEDGWAS2747:MRG:4:250068789",-101.082409,19.691693,"maize",232,2.3654879848909,1945
"SEEDGWAS2748:MRG:4:250063924",-101.082409,19.691693,"maize",232,2.3654879848909,1945
"SEEDGWAS2749:MRG:4:250068790",-101.255262,19.652464,"maize",191,2.28103336724773,2156
"SEEDGWAS2750:MRG:4:250068791",-101.5333333,19.41666667,"maize",444,2.64738297011462,2501
"SEEDGWAS2751:MRG:4:250063925",-101.4666667,19.33333333,"maize",335,2.52504480703685,1775
"SEEDGWAS2752:MRG:4:250068792",-101.9,19.82,"maize",298,2.47421626407626,2534
"SEEDGWAS2754:MRG:4:250063927",-97.25,19.56666667,"maize",293,2.46686762035411,2507
"SEEDGWAS2755:MRG:4:250063928",-97.15,19.35,"maize",486,2.68663626926229,2076
"SEEDGWAS2756:MRG:4:250063929",-97.15,19.35,"maize",486,2.68663626926229,2076
"SEEDGWAS2757:MRG:4:250063930",-97.08333333,19.61666667,"maize",460,2.66275783168157,2545
"SEEDGWAS2760:MRG:4:250063931",-96.911836,18.168377,"maize",503,2.70156798505593,1778
"SEEDGWAS2761:MRG:4:250063932",-96.911836,18.168377,"maize",503,2.70156798505593,1778
"SEEDGWAS2764:MRG:4:250063933",-96.879163,17.848135,"maize",363,2.55990662503611,1288
"SEEDGWAS2765:MRG:4:250063934",-96.549449,17.592724,"maize",537,2.72997428569956,1920
"SEEDGWAS2766:MRG:4:250063935",-97.867153,17.190837,"maize",313,2.49554433754645,2294
"SEEDGWAS2767:MRG:4:250063936",-97.867153,17.190837,"maize",313,2.49554433754645,2294
"SEEDGWAS2768:MRG:4:250063937",-97.867153,17.190837,"maize",313,2.49554433754645,2294
"SEEDGWAS2769:MRG:4:250068795",-96.919424,17.515762,"maize",226,2.3541084391474,1503
"SEEDGWAS2770:MRG:4:250063938",-96.879163,17.848135,"maize",363,2.55990662503611,1288
"SEEDGWAS2771:MRG:4:250063939",-96.78333333,17.76666667,"maize",361,2.55750720190566,1881
"SEEDGWAS2772:MRG:4:250063941",-96.549449,17.592724,"maize",537,2.72997428569956,1920
"SEEDGWAS2773:MRG:4:250063942",-96.556048,17.532596,"maize",393,2.59439255037543,1920
"SEEDGWAS2774:MRG:4:250063943",-97.867153,17.190837,"maize",313,2.49554433754645,2294
"SEEDGWAS2775:MRG:4:250063944",-97.867153,17.190837,"maize",313,2.49554433754645,2294
"SEEDGWAS2776:MRG:4:250063945",-97.867153,17.190837,"maize",313,2.49554433754645,2294
"SEEDGWAS2777:MRG:4:250063946",-97.867153,17.190837,"maize",313,2.49554433754645,2294
"SEEDGWAS2778:MRG:4:250068796",-96.879163,17.848135,"maize",363,2.55990662503611,1288
"SEEDGWAS2779:MRG:4:250063947",-96.78333333,17.76666667,"maize",361,2.55750720190566,1881
"SEEDGWAS2781:MRG:4:250063948",-97.677827,17.279413,"maize",270,2.43136376415899,2168
"SEEDGWAS2782:MRG:4:250068797",-97.677827,17.279413,"maize",270,2.43136376415899,2168
"SEEDGWAS2783:MRG:4:250063949",-96.549449,17.592724,"maize",537,2.72997428569956,1920
"SEEDGWAS2784:MRG:4:250068798",-96.462174,17.114912,"maize",452,2.65513843481138,2571
"SEEDGWAS2787:MRG:4:250063950",-107.75,28.85,"maize",173,2.2380461031288,2025
"SEEDGWAS2788:MRG:4:250068800",-107.75,28.85,"maize",173,2.2380461031288,2025
"SEEDGWAS2789:MRG:4:250068801",-107.75,28.85,"maize",173,2.2380461031288,2025
"SEEDGWAS2790:MRG:4:250068802",-108.3833333,28.2,"maize",535,2.72835378202123,1685
"SEEDGWAS2791:MRG:4:250068803",-107.305103,28.492774,"maize",205,2.31175386105575,2157
"SEEDGWAS2793:MRG:4:250068804",-105.7333333,25.33333333,"maize",193,2.28555730900777,2117
"SEEDGWAS2794:MRG:4:250063951",-106.567942,25.21539,"maize",564,2.75127910398334,1979
"SEEDGWAS2795:MRG:4:250068805",-106.5333333,25.13333333,"maize",686,2.83632411570675,1442
"SEEDGWAS2796:MRG:4:250068806",-103.566312,22.790665,"maize",186,2.26951294421792,2001
"SEEDGWAS2797:MRG:4:250068807",-103.55,22.3,"maize",206,2.31386722036915,2096
"SEEDGWAS2798:MRG:4:250068808",-102.8833333,22.33333333,"maize",170,2.23044892137827,1952
"SEEDGWAS2799:MRG:4:250063952",-102.9833333,23.63333333,"maize",189,2.27646180417324,2113
"SEEDGWAS2800:MRG:4:250063953",-104.35,21.11666667,"maize",252,2.40140054078154,1369
"SEEDGWAS2801:MRG:4:250068809",-98.03333333,19.03333333,"maize",243,2.38560627359831,2414
"SEEDGWAS2802:MRG:4:250068810",-98.03333333,19.03333333,"maize",243,2.38560627359831,2414
"SEEDGWAS2804:MRG:4:250063954",-98.499901,19.244746,"maize",308,2.48855071650044,2287
"SEEDGWAS2806:MRG:4:250063955",-98.4,19.01666667,"maize",227,2.35602585719312,2302
"SEEDGWAS2811:MRG:4:250068813",-98.56666667,19.33333333,"maize",291,2.46389298898591,3070
"SEEDGWAS2812:MRG:4:250068814",-98.03333333,19.03333333,"maize",243,2.38560627359831,2414
"SEEDGWAS2814:MRG:4:250068816",-98.3,19.1,"maize",265,2.42324587393681,2174
"SEEDGWAS2815:MRG:4:250063957",-97.86666667,18.91666667,"maize",205,2.31175386105575,2139
"SEEDGWAS2816:MRG:4:250068817",-98.287568,19.04153,"maize",263,2.41995574848976,2174
"SEEDGWAS2817:MRG:4:250068818",-98.48333333,19.33333333,"maize",244,2.38738982633873,2287
"SEEDGWAS2818:MRG:4:250063958",-98.46666667,19.2,"maize",256,2.40823996531185,2287
"SEEDGWAS2820:MRG:4:250068820",-98.4,19.15,"maize",233,2.36735592102602,2302
"SEEDGWAS2821:MRG:4:250068821",-98.56666667,19.33333333,"maize",291,2.46389298898591,3070
"SEEDGWAS2822:MRG:4:250063959",-98.35,19.16666667,"maize",236,2.37291200297011,2287
"SEEDGWAS2823:MRG:4:250068822",-98.48333333,19.33333333,"maize",244,2.38738982633873,2287
"SEEDGWAS2824:MRG:4:250068823",-98.48333333,19.33333333,"maize",244,2.38738982633873,2287
"SEEDGWAS2825:MRG:4:250063960",-98.56666667,19.33333333,"maize",291,2.46389298898591,3070
"SEEDGWAS2827:MRG:4:250068825",-97.78333333,19.81666667,"maize",374,2.57287160220048,2309
"SEEDGWAS2828:MRG:4:250063961",-97.78333333,19.81666667,"maize",374,2.57287160220048,2309
"SEEDGWAS2829:MRG:4:250063962",-98.28333333,18.96666667,"maize",267,2.42651126136458,2106
"SEEDGWAS2830:MRG:4:250068826",-98.28333333,18.96666667,"maize",267,2.42651126136458,2106
"SEEDGWAS2831:MRG:4:250068827",-98.33333333,19.15,"maize",254,2.40483371661994,2174
"SEEDGWAS2832:MRG:4:250068859",-98.01666667,18.95,"maize",237,2.3747483460101,2125
"SEEDGWAS2834:MRG:4:250068860",-97.883367,18.967821,"maize",213,2.32837960343874,2139
"SEEDGWAS2835:MRG:4:250068861",-97.883367,18.967821,"maize",213,2.32837960343874,2139
"SEEDGWAS2839:MRG:4:250063964",-97.883367,18.967821,"maize",213,2.32837960343874,2139
"SEEDGWAS2842:MRG:4:250068863",-102.389648,19.901672,"maize",191,2.28103336724773,1911
"SEEDGWAS2843:MRG:4:250068864",-102.1666667,19.9,"maize",212,2.32633586092875,1829
"SEEDGWAS2844:MRG:4:250068865",-102.1666667,19.9,"maize",212,2.32633586092875,1829
"SEEDGWAS2845:MRG:4:250063965",-102.1666667,19.9,"maize",212,2.32633586092875,1829
"SEEDGWAS2846:MRG:4:250063966",-101.7,19.2,"maize",299,2.47567118832443,1721
"SEEDGWAS2847:MRG:4:250063967",-101.4833333,19.28333333,"maize",321,2.50650503240487,1775
"SEEDGWAS2848:MRG:4:250063968",-101.9,19.82,"maize",298,2.47421626407626,2534
"SEEDGWAS2853:MRG:4:250063970",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2854:MRG:4:250063971",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2855:MRG:4:250063972",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2856:MRG:4:250068867",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2857:MRG:4:250068868",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2858:MRG:4:250063973",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2859:MRG:4:250063974",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2860:MRG:4:250068869",-98.857468,19.521431,"maize",231,2.36361197989214,2281
"SEEDGWAS2862:MRG:4:250068870",-98.914614,19.622791,"maize",233,2.36735592102602,2281
