"Lines","Long","Lat","crop","am_rel_abundance_colonization_value"
"8227",17.898516,62.7920572,"arabidopsis",0.836719393730164
"8230",16.5,56.68,"arabidopsis",NA
"8231",15.9960089,56.3065535,"arabidopsis",NA
"8233",-87.1923,41.1876,"arabidopsis",NA
"8234",15.9753237,56.3201865,"arabidopsis",NA
"8235",17.1,48.8,"arabidopsis",0.707933247089386
"8236",15.76,49.33,"arabidopsis",NA
"8237",13.1,55.8,"arabidopsis",NA
"8238",0.4,51.15,"arabidopsis",0.714606821537018
"8239",7,51,"arabidopsis",NA
"8240",13.196,55.705,"arabidopsis",NA
"8241",13.85,55.95,"arabidopsis",0.607760667800903
"8242",15.7832574,56.1510312,"arabidopsis",NA
"8243",11.2547,43.7703,"arabidopsis",NA
"8244",2.3086,48.6103,"arabidopsis",NA
"8246",-79.18,35,"arabidopsis",NA
"8247",13.7407939,56.0692873,"arabidopsis",0.607760667800903
"8249",15.8,57.7,"arabidopsis",0.642683982849121
"8256",12.9040338,56.4487477,"arabidopsis",NA
"8258",12.9040338,56.4487477,"arabidopsis",NA
"8259",12.9040338,56.4487477,"arabidopsis",NA
"8264",2.8,41.6833,"arabidopsis",NA
"8283",14.1262764,55.7599276,"arabidopsis",0.607760667800903
"8284",16.2815,49.4112,"arabidopsis",0.595904588699341
"8285",16.2815,49.4112,"arabidopsis",0.595904588699341
"8290",8.5,50,"arabidopsis",NA
"8297",6.14,46.21,"arabidopsis",NA
"8306",13.7134622,56.1035094,"arabidopsis",0.607760667800903
"8307",13.7296953,56.1132251,"arabidopsis",0.607760667800903
"8311",11.5,47.5,"arabidopsis",0.646012485027313
"8312",7.5,50.5,"arabidopsis",NA
"8326",14.7427433,56.0089259,"arabidopsis",NA
"8334",13.19,55.72,"arabidopsis",NA
"8335",13.2,55.71,"arabidopsis",NA
"8337",12.37,44,"arabidopsis",NA
"8343",1.5,47.5,"arabidopsis",NA
"8351",18.37,60.25,"arabidopsis",NA
"8354",56.3167,58,"arabidopsis",0.447474032640457
"8357",2.25,41.5,"arabidopsis",NA
"8365",16,49,"arabidopsis",NA
"8366",8.5,50.5,"arabidopsis",0.600958704948425
"8369",13.4354695,55.7170459,"arabidopsis",NA
"8376",17.997819,62.6897799,"arabidopsis",0.836719393730164
"8386",11.2,58.9,"arabidopsis",NA
"8387",18.06,59.34,"arabidopsis",NA
"8419",25.3167,54.6833,"arabidopsis",0.859005630016327
"8420",8.5333,50.0667,"arabidopsis",0.649352252483368
"8422",14.2786489,56.0617671,"arabidopsis",NA
"8424",77,35,"arabidopsis",0.378976702690125
"8426",13.9589922,56.0681098,"arabidopsis",0.607760667800903
"8427",13.9707,56.0648,"arabidopsis",0.607760667800903
"8464",-86.8513,41.6862,"arabidopsis",NA
"8483",-86.8513,41.6862,"arabidopsis",NA
"8699",-86.3253,42.0945,"arabidopsis",0.528501987457275
"8723",-86.3253,42.0945,"arabidopsis",0.528501987457275
"9027",-86.511,42.036,"arabidopsis",NA
"9057",13.9167,56.1,"arabidopsis",0.607760667800903
"9058",16.6333,57.75,"arabidopsis",NA
"9067",48.7992,38.6536,"arabidopsis",NA
"9069",48.7992,38.6536,"arabidopsis",NA
"9070",48.7992,38.6536,"arabidopsis",NA
"9075",48.6131,38.7406,"arabidopsis",0.583333313465118
"9078",48.6131,38.7406,"arabidopsis",0.583333313465118
"9079",48.5517,38.7833,"arabidopsis",0.583333313465118
"9081",48.5517,38.7833,"arabidopsis",0.583333313465118
"9084",48.5517,38.7833,"arabidopsis",0.583333313465118
"9085",48.5517,38.7833,"arabidopsis",0.583333313465118
"9089",48.925,38.9522,"arabidopsis",NA
"9091",48.925,38.9522,"arabidopsis",NA
"9095",48.5594,38.9786,"arabidopsis",0.689655184745789
"9099",48.5594,38.9786,"arabidopsis",0.689655184745789
"9100",46.2831,41.8296,"arabidopsis",0.583333313465118
"9102",46.2831,41.8296,"arabidopsis",0.583333313465118
"9103",46.2831,41.8296,"arabidopsis",0.583333313465118
"9104",46.2831,41.8296,"arabidopsis",0.583333313465118
"9105",46.2831,41.8296,"arabidopsis",0.583333313465118
"9106",46.2831,41.8296,"arabidopsis",0.583333313465118
"9111",46.2831,41.8296,"arabidopsis",0.583333313465118
"9113",46.2831,41.8296,"arabidopsis",0.583333313465118
"9114",46.2831,41.8296,"arabidopsis",0.583333313465118
"9115",46.2831,41.8296,"arabidopsis",0.583333313465118
"9121",43.4767,41.7942,"arabidopsis",0.516496300697327
"9125",44.8203,40.1408,"arabidopsis",0.470011860132217
"9128",45.3622,39.8692,"arabidopsis",0.369552344083786
"9130",45.3622,39.8692,"arabidopsis",0.369552344083786
"9131",45.3622,39.8692,"arabidopsis",0.369552344083786
"9133",45.3622,39.8692,"arabidopsis",0.369552344083786
"9134",45.3622,39.8692,"arabidopsis",0.369552344083786
"9298",-3.21833,55.9681,"arabidopsis",NA
"9312",-5.1525,57.9,"arabidopsis",0.738411486148834
"9314",-3.96722,57.9672,"arabidopsis",NA
"9321",18.336,62.8622,"arabidopsis",NA
"9323",18.336,62.8622,"arabidopsis",NA
"9332",18.381,62.8698,"arabidopsis",NA
"9336",18.4473,62.8794,"arabidopsis",NA
"9339",15.0689,57.7133,"arabidopsis",0.642683982849121
"9343",18.1512,57.3089,"arabidopsis",NA
"9352",16.3675,57.2608,"arabidopsis",NA
"9353",16.3675,57.2608,"arabidopsis",NA
"9363",18.4045,62.9147,"arabidopsis",NA
"9369",14.9986,57.6781,"arabidopsis",0.642683982849121
"9370",14.9986,57.6781,"arabidopsis",0.642683982849121
"9371",18.3175,63.016,"arabidopsis",0.836719393730164
"9380",13.3742,55.7488,"arabidopsis",NA
"9381",14.2091,55.8106,"arabidopsis",NA
"9382",14.2091,55.8106,"arabidopsis",NA
"9383",14.2091,55.8106,"arabidopsis",NA
"9386",18.1896,62.806,"arabidopsis",NA
"9388",18.1896,62.806,"arabidopsis",NA
"9390",15.8979,57.3263,"arabidopsis",0.642683982849121
"9391",15.8979,57.3263,"arabidopsis",0.642683982849121
"9392",15.8979,57.3263,"arabidopsis",0.642683982849121
"9394",16.4063,56.5804,"arabidopsis",NA
"9395",15.0105,57.5089,"arabidopsis",0.642683982849121
"9399",13.9905,55.4234,"arabidopsis",NA
"9402",14.8549,57.8765,"arabidopsis",0.642683982849121
"9404",13.399,55.7491,"arabidopsis",NA
"9405",13.399,55.7491,"arabidopsis",NA
"9407",13.399,55.7491,"arabidopsis",NA
"9408",13.9519,56.047,"arabidopsis",0.607760667800903
"9409",14.302,56.0573,"arabidopsis",NA
"9412",16.1494,57.2746,"arabidopsis",0.642683982849121
"9413",16.1494,57.2746,"arabidopsis",0.642683982849121
"9416",18.3837,57.7215,"arabidopsis",NA
"9421",14.3997,55.9745,"arabidopsis",NA
"9427",18.4055,62.8815,"arabidopsis",NA
"9433",18.2763,62.9513,"arabidopsis",NA
"9436",14.6806,56.1633,"arabidopsis",NA
"9437",14.6806,56.1633,"arabidopsis",NA
"9442",14.3398,55.5678,"arabidopsis",NA
"9450",18.2109,57.2545,"arabidopsis",NA
"9451",18.2109,57.2545,"arabidopsis",NA
"9452",18.2109,57.2545,"arabidopsis",NA
"9453",18.5162,57.8009,"arabidopsis",NA
"9454",18.5162,57.8009,"arabidopsis",NA
"9455",18.5162,57.8009,"arabidopsis",NA
"9470",14.8043,57.6511,"arabidopsis",0.642683982849121
"9471",13.9707,56.0648,"arabidopsis",0.607760667800903
"9476",14.3336,55.5796,"arabidopsis",NA
"9481",13.8484,55.4242,"arabidopsis",NA
"9503",-3.21072,55.8877,"arabidopsis",NA
"9506",-7.476146,40.10969,"arabidopsis",NA
"9507",-7.5,38.45,"arabidopsis",NA
"9508",-7.11,40.04,"arabidopsis",0.516496300697327
"9509",-7.4,39.29,"arabidopsis",NA
"9510",-7.59,38.75,"arabidopsis",0.330698996782303
"9511",-8.02,38.53,"arabidopsis",NA
"9512",-7.84,38.22,"arabidopsis",NA
"9513",-4.07,38.77,"arabidopsis",NA
"9514",-4.54,39.15,"arabidopsis",NA
"9515",-6.89,39.72,"arabidopsis",0.40890309214592
"9517",-7.8,42.19,"arabidopsis",0.405963480472565
"9518",-0.36,39.88,"arabidopsis",NA
"9519",2.64,41.94,"arabidopsis",0.528680145740509
"9520",-3.68,41.7,"arabidopsis",0.470011860132217
"9521",2.13,41.43,"arabidopsis",NA
"9522",-5.27,36.52,"arabidopsis",0.330698996782303
"9523",-2.66,38.37,"arabidopsis",0.470011860132217
"9524",-0.56,42.52,"arabidopsis",NA
"9525",0.54,42.49,"arabidopsis",0.646012485027313
"9526",2.39,41.54,"arabidopsis",NA
"9527",-5.74,40.37,"arabidopsis",0.52310311794281
"9528",-1.37,40.94,"arabidopsis",NA
"9529",-3.36,36.97,"arabidopsis",NA
"9530",-4.32,38.25,"arabidopsis",0.330698996782303
"9531",-4.54,41.21,"arabidopsis",NA
"9532",-4.64,42.23,"arabidopsis",NA
"9533",-4.32,41.15,"arabidopsis",NA
"9534",-4.65,40.05,"arabidopsis",0.528680145740509
"9535",3.19,42.31,"arabidopsis",NA
"9536",-2,40.83,"arabidopsis",0.449428081512451
"9537",-6.66,38.07,"arabidopsis",NA
"9539",-6.67,40.29,"arabidopsis",0.516496300697327
"9540",2.34,41.81,"arabidopsis",NA
"9541",-5.42,38.26,"arabidopsis",NA
"9542",-4.05,40.79,"arabidopsis",NA
"9543",-5.39,36.77,"arabidopsis",0.330698996782303
"9544",-5.33,39.4,"arabidopsis",NA
"9545",-5.782793,39.3948,"arabidopsis",NA
"9546",-1.68601,40.8168,"arabidopsis",0.530736446380615
"9547",2.62,41.67,"arabidopsis",NA
"9548",-5,40.4,"arabidopsis",0.470011860132217
"9549",-3.688887,42.22718,"arabidopsis",NA
"9550",-5.37,43.05,"arabidopsis",0.595708787441254
"9551",-5.92,42.28,"arabidopsis",NA
"9552",-4.5,40.87,"arabidopsis",NA
"9553",-4.70746,41.57614,"arabidopsis",NA
"9554",-3.16,38.86,"arabidopsis",NA
"9555",-3.931648,39.58133,"arabidopsis",0.330698996782303
"9556",-4.34,39.66,"arabidopsis",0.40890309214592
"9557",0.7,42.46,"arabidopsis",0.646012485027313
"9558",-5.64,41.57,"arabidopsis",NA
"9559",-4.38,38.06,"arabidopsis",0.470011860132217
"9560",-6.24,38.19,"arabidopsis",NA
"9561",-5.04,40.71,"arabidopsis",NA
"9562",2,41.67,"arabidopsis",0.394863456487656
"9564",-1.6,40.45,"arabidopsis",0.470011860132217
"9565",-1.23,42.97,"arabidopsis",0.600958704948425
"9567",1.3,42.34,"arabidopsis",0.646012485027313
"9568",-0.23,42.76,"arabidopsis",0.646012485027313
"9569",-6.45,42.87,"arabidopsis",0.600958704948425
"9571",-6.01,43.28,"arabidopsis",0.600958704948425
"9573",2.99,41.86,"arabidopsis",NA
"9574",-2.7,38.6,"arabidopsis",0.470011860132217
"9576",-4.11,40.86,"arabidopsis",0.449428081512451
"9577",2.17,42.34,"arabidopsis",0.449428081512451
"9578",-6.7,42.13,"arabidopsis",0.528680145740509
"9579",-3.51,38.33,"arabidopsis",NA
"9581",-5.12,42.84,"arabidopsis",0.600958704948425
"9582",-1.63,41.48,"arabidopsis",0.40890309214592
"9583",-3.38,37.09,"arabidopsis",0.330698996782303
"9584",-3.58,41.19,"arabidopsis",0.530736446380615
"9585",-7.39,43.4,"arabidopsis",0.615019619464874
"9586",-3.27,41.03,"arabidopsis",0.394863456487656
"9587",-1.88,41.5,"arabidopsis",NA
"9588",0.6,42.11,"arabidopsis",0.516496300697327
"9589",-2.83,41.6,"arabidopsis",NA
"9590",-5.49,43.37,"arabidopsis",0.600958704948425
"9591",-3.59,42.86,"arabidopsis",NA
"9592",-5.44,42.1,"arabidopsis",NA
"9593",-2.99,42.26,"arabidopsis",0.470011860132217
"9594",1.01,42.04,"arabidopsis",NA
"9595",-5.5,40.89,"arabidopsis",NA
"9596",-7.45,41.95,"arabidopsis",NA
"9597",-2.53,42.31,"arabidopsis",0.52310311794281
"9598",-6.51,41.88,"arabidopsis",0.394863456487656
"9599",-5.77,42.8,"arabidopsis",0.394863456487656
"9600",-6.04,39.85,"arabidopsis",0.40890309214592
"9601",-1.88,41.85,"arabidopsis",0.307010680437088
"9602",-3.96,40.5,"arabidopsis",0.528680145740509
"9606",-7.45,31.48,"arabidopsis",0.368687927722931
"9607",52.15,53.05,"arabidopsis",0.554179728031158
"9608",59.44,51.37,"arabidopsis",0.455108225345612
"9609",59.98,51.41,"arabidopsis",0.455108225345612
"9610",51.96,53.04,"arabidopsis",0.554179728031158
"9611",51.9,53.04,"arabidopsis",0.554179728031158
"9612",51.94,53.04,"arabidopsis",0.554179728031158
"9613",61.41,55.36,"arabidopsis",NA
"9615",52.16,52.99,"arabidopsis",0.554179728031158
"9616",51.96,53.06,"arabidopsis",0.554179728031158
"9617",59.44,51.37,"arabidopsis",0.455108225345612
"9619",79.48,51.84,"arabidopsis",0.549706041812897
"9620",79.48,51.82,"arabidopsis",0.400406539440155
"9621",79.46,51.84,"arabidopsis",0.549706041812897
"9622",85.27,52.52,"arabidopsis",NA
"9624",79.37,53.6,"arabidopsis",NA
"9625",82.59,51.31,"arabidopsis",0.746570289134979
"9626",82.59,51.36,"arabidopsis",0.799814105033875
"9627",82.55,51.32,"arabidopsis",0.746570289134979
"9628",82.54,51.33,"arabidopsis",0.746570289134979
"9629",82.18,51.35,"arabidopsis",NA
"9630",82.16,51.34,"arabidopsis",NA
"9631",80.79,51.65,"arabidopsis",0.707933247089386
"9632",80.82,51.67,"arabidopsis",0.707933247089386
"9633",80.83,51.63,"arabidopsis",0.707933247089386
"9634",81.31,54.13,"arabidopsis",0.836719393730164
"9635",80.6,51.87,"arabidopsis",0.707933247089386
"9636",80.82,51.75,"arabidopsis",0.707933247089386
"9637",80.85,51.77,"arabidopsis",NA
"9638",80.86,51.73,"arabidopsis",NA
"9639",80.31,53.82,"arabidopsis",NA
"9640",80.06,51.87,"arabidopsis",NA
"9641",80.06,51.9,"arabidopsis",NA
"9642",80.06,51.84,"arabidopsis",NA
"9643",79.31,52.1,"arabidopsis",0.707933247089386
"9644",18.72,45.07,"arabidopsis",NA
"9645",18.7,45.17,"arabidopsis",0.746570289134979
"9646",16.170188,39.126899,"arabidopsis",0.528680145740509
"9647",16.77,40.37,"arabidopsis",NA
"9648",16.28,39.48,"arabidopsis",NA
"9649",16.17,39.13,"arabidopsis",0.528680145740509
"9651",14.87,40.68,"arabidopsis",NA
"9653",16.13,38.44,"arabidopsis",NA
"9655",16.47,38.92,"arabidopsis",0.40890309214592
"9656",17.31,40.64,"arabidopsis",0.449428081512451
"9657",16.04,38.45,"arabidopsis",NA
"9658",16.34,38.97,"arabidopsis",0.40890309214592
"9659",14.18,41.18,"arabidopsis",0.528680145740509
"9660",14.57,40.84,"arabidopsis",NA
"9661",16.21,39.58,"arabidopsis",NA
"9663",14.09,41.33,"arabidopsis",NA
"9664",11.2832,46.366,"arabidopsis",NA
"9665",11.2832,46.366,"arabidopsis",NA
"9666",11.2832,46.366,"arabidopsis",NA
"9667",11.2832,46.366,"arabidopsis",NA
"9668",11.2837,46.3668,"arabidopsis",NA
"9669",11.2837,46.3668,"arabidopsis",NA
"9670",11.2837,46.3668,"arabidopsis",NA
"9671",11.2837,46.3668,"arabidopsis",NA
"9672",11.2837,46.3668,"arabidopsis",NA
"9673",11.2837,46.3668,"arabidopsis",NA
"9676",11.2866,46.3718,"arabidopsis",NA
"9677",11.2866,46.3718,"arabidopsis",NA
"9678",11.2866,46.3718,"arabidopsis",NA
"9679",11.2928,46.3378,"arabidopsis",NA
"9680",11.2928,46.3378,"arabidopsis",NA
"9681",11.2928,46.3378,"arabidopsis",NA
"9682",11.2928,46.3378,"arabidopsis",NA
"9683",11.2928,46.3378,"arabidopsis",NA
"9684",11.2928,46.3378,"arabidopsis",NA
"9685",11.2928,46.3378,"arabidopsis",NA
"9686",11.2928,46.3378,"arabidopsis",NA
"9687",11.2928,46.3378,"arabidopsis",NA
"9689",11.2928,46.3378,"arabidopsis",NA
"9690",11.2928,46.3378,"arabidopsis",NA
"9691",11.2928,46.3378,"arabidopsis",NA
"9692",11.2928,46.3378,"arabidopsis",NA
"9693",11.2928,46.3378,"arabidopsis",NA
"9694",11.2928,46.3378,"arabidopsis",NA
"9695",11.2928,46.3378,"arabidopsis",NA
"9696",11.2928,46.3378,"arabidopsis",NA
"9697",23.94,41.62,"arabidopsis",NA
"9698",23.85,41.57,"arabidopsis",NA
"9699",23.14,41.37,"arabidopsis",NA
"9700",23.1,42.32,"arabidopsis",NA
"9701",25.91,43.7,"arabidopsis",NA
"9703",23.39,41.53,"arabidopsis",0.52310311794281
"9704",23.39,41.53,"arabidopsis",0.52310311794281
"9705",23.33,41.5,"arabidopsis",NA
"9706",24.18,41.64,"arabidopsis",0.394863456487656
"9707",24.84,41.57,"arabidopsis",0.528680145740509
"9708",25.35,41.62,"arabidopsis",NA
"9709",23.13,41.85,"arabidopsis",NA
"9710",23.13,41.85,"arabidopsis",NA
"9711",23.1,42.32,"arabidopsis",NA
"9712",23.1,42.32,"arabidopsis",NA
"9713",25.61,42.49,"arabidopsis",0.52310311794281
"9714",25.75,41.84,"arabidopsis",NA
"9716",24.98,41.54,"arabidopsis",0.528680145740509
"9717",25.47,41.66,"arabidopsis",NA
"9718",24.75,41.55,"arabidopsis",0.528680145740509
"9719",25.69,41.83,"arabidopsis",0.528680145740509
"9720",25.68,41.77,"arabidopsis",0.528680145740509
"9721",25.33,42.72,"arabidopsis",0.361074358224869
"9722",24.41,41.71,"arabidopsis",0.528680145740509
"9723",23.67,41.42,"arabidopsis",0.528680145740509
"9725",23.08,37.6,"arabidopsis",0.307010680437088
"9726",22.04,37.07,"arabidopsis",NA
"9727",21.62,37.63,"arabidopsis",NA
"9728",18.9,48.46,"arabidopsis",NA
"9729",18.9,48.46,"arabidopsis",NA
"9730",18.94,48.47,"arabidopsis",NA
"9731",18.9,48.46,"arabidopsis",NA
"9732",18.96,48.47,"arabidopsis",NA
"9733",18.94,48.47,"arabidopsis",NA
"9735",18.94,48.47,"arabidopsis",NA
"9736",25.17,44.69,"arabidopsis",NA
"9737",22.62,45.95,"arabidopsis",NA
"9738",25.42,45.57,"arabidopsis",NA
"9739",22.33,46.01,"arabidopsis",0.673712074756622
"9741",23.16,45.84,"arabidopsis",0.673712074756622
"9743",25,45.14,"arabidopsis",0.619814991950989
"9744",27.59,47.16,"arabidopsis",NA
"9745",70.05,41.45,"arabidopsis",0.197884559631348
"9747",21.22,44.38,"arabidopsis",NA
"9748",21.71,44.23,"arabidopsis",NA
"9749",22.29,43.54,"arabidopsis",NA
"9754",21.37,44.66,"arabidopsis",NA
"9755",22.56,44.56,"arabidopsis",NA
"9756",21.08,44.3,"arabidopsis",NA
"9757",21.08,44.3,"arabidopsis",NA
"9758",88.4,47.75,"arabidopsis",1
"9759",49.47,37.47,"arabidopsis",NA
"9761",35.7,33.92,"arabidopsis",NA
"9762",14.98,37.69,"arabidopsis",0.394863456487656
"9764",35.84,34.1,"arabidopsis",NA
"9766",74.16,42.26,"arabidopsis",0.197884559631348
"9768",9.16,48.57,"arabidopsis",0.600958704948425
"9769",8.99,48.55,"arabidopsis",NA
"9770",9.01,48.53,"arabidopsis",0.600958704948425
"9771",9.11,48.56,"arabidopsis",0.600958704948425
"9772",8.85,48.41,"arabidopsis",NA
"9774",9.22,48.59,"arabidopsis",NA
"9775",8.79,48.41,"arabidopsis",NA
"9776",8.79,48.43,"arabidopsis",NA
"9777",9.17,48.57,"arabidopsis",NA
"9778",8.84,48.41,"arabidopsis",NA
"9779",8.78,48.5,"arabidopsis",NA
"9780",8.79,48.43,"arabidopsis",NA
"9781",9.11,48.52,"arabidopsis",0.600958704948425
"9782",9.09,48.53,"arabidopsis",0.600958704948425
"9783",9.05,48.52,"arabidopsis",0.600958704948425
"9784",8.8,48.5,"arabidopsis",NA
"9785",9.02,48.54,"arabidopsis",0.600958704948425
"9786",9.01,48.54,"arabidopsis",0.600958704948425
"9787",9,48.5,"arabidopsis",NA
"9788",9.01,48.53,"arabidopsis",0.600958704948425
"9789",8.96,48.39,"arabidopsis",NA
"9790",9.18,48.58,"arabidopsis",NA
"9791",9.2,48.6,"arabidopsis",NA
"9792",9.09,48.54,"arabidopsis",0.600958704948425
"9793",9.16,48.57,"arabidopsis",0.600958704948425
"9794",9.08,48.52,"arabidopsis",0.600958704948425
"9795",9.11,48.5,"arabidopsis",NA
"9796",8.84,48.41,"arabidopsis",NA
"9797",9.02,48.54,"arabidopsis",0.600958704948425
"9798",9.01,48.54,"arabidopsis",0.600958704948425
"9799",8.85,48.39,"arabidopsis",NA
"9800",9.01,48.54,"arabidopsis",0.600958704948425
"9801",9.01,48.54,"arabidopsis",0.600958704948425
"9802",9.11,48.51,"arabidopsis",0.600958704948425
"9803",8.76,48.42,"arabidopsis",NA
"9804",8.87,48.45,"arabidopsis",NA
"9805",9.09,48.54,"arabidopsis",0.600958704948425
"9806",9.16,48.56,"arabidopsis",0.600958704948425
"9807",9.22,48.6,"arabidopsis",NA
"9808",9.08,48.52,"arabidopsis",0.600958704948425
"9809",9.05,48.52,"arabidopsis",0.600958704948425
"9810",9.07,48.53,"arabidopsis",0.600958704948425
"9811",9.05,48.52,"arabidopsis",0.600958704948425
"9812",9.03,48.52,"arabidopsis",0.600958704948425
"9813",8.77,48.4,"arabidopsis",NA
"9814",8.79,48.42,"arabidopsis",NA
"9815",9.02,48.54,"arabidopsis",0.600958704948425
"9816",9.06,48.55,"arabidopsis",0.600958704948425
"9817",-6.6,39.84,"arabidopsis",0.40890309214592
"9819",-3.03,42.35,"arabidopsis",NA
"9820",-4.71,41,"arabidopsis",NA
"9821",2.49,41.81,"arabidopsis",NA
"9822",-4.02,40.52,"arabidopsis",0.528680145740509
"9823",-5.84,43.34,"arabidopsis",0.613937079906464
"9824",-4.91,42.91,"arabidopsis",0.600958704948425
"9825",-3.88,40.4,"arabidopsis",0.528680145740509
"9826",-6.71,42.49,"arabidopsis",0.595708787441254
"9827",0.69,42.78,"arabidopsis",0.646012485027313
"9828",-6.15,42.5,"arabidopsis",NA
"9830",-3.28,36.97,"arabidopsis",NA
"9831",-3.39072,38.53408,"arabidopsis",0.330698996782303
"9832",-3.68695,40.54208,"arabidopsis",0.330698996782303
"9833",-4.21,40.38,"arabidopsis",0.528680145740509
"9834",-3.9,40.51,"arabidopsis",0.330698996782303
"9835",-6.57,40.61,"arabidopsis",0.530736446380615
"9836",-1.32,41.25,"arabidopsis",0.330698996782303
"9837",-5.6,37.94,"arabidopsis",0.528680145740509
"9838",-5.38,41.83,"arabidopsis",NA
"9839",-4.27,40.44,"arabidopsis",0.528680145740509
"9840",-1.43,41.13,"arabidopsis",0.307010680437088
"9841",-4.15,40.59,"arabidopsis",0.528680145740509
"9843",-3.92,40.53,"arabidopsis",0.330698996782303
"9844",0.19,42.27,"arabidopsis",0.394863456487656
"9845",-3.959696,40.47918,"arabidopsis",0.528680145740509
"9846",-3.02,42.31,"arabidopsis",0.516496300697327
"9847",-5.7,43.31,"arabidopsis",0.600958704948425
"9848",-5.77,40.11,"arabidopsis",NA
"9849",-4.11,40.65,"arabidopsis",0.528680145740509
"9850",-0.7,42.86,"arabidopsis",0.613937079906464
"9851",-6.1,42.96,"arabidopsis",0.595708787441254
"9852",-3.75,40.46,"arabidopsis",NA
"9853",-5.91,43.33,"arabidopsis",0.600958704948425
"9854",-5.88,43.36,"arabidopsis",0.613937079906464
"9855",-3.89,40.57,"arabidopsis",0.330698996782303
"9856",-4,40.51,"arabidopsis",0.330698996782303
"9857",-3.8,40.33,"arabidopsis",NA
"9858",-3.8,40.98,"arabidopsis",0.449428081512451
"9859",-3.88,40.5,"arabidopsis",0.528680145740509
"9860",-2.62,42.24,"arabidopsis",0.52310311794281
"9861",-3.21,40.72,"arabidopsis",NA
"9862",-3.67,40.45,"arabidopsis",NA
"9864",2.69,41.76,"arabidopsis",NA
"9866",-2.79,41.89,"arabidopsis",0.516496300697327
"9867",-3.218865,40.94151,"arabidopsis",0.394863456487656
"9868",2.37,41.78,"arabidopsis",NA
"9869",-5.28,36.76,"arabidopsis",NA
"9870",0.17,41.91,"arabidopsis",NA
"9871",-3.99,40.75,"arabidopsis",0.330698996782303
"9873",-5.45,37.94,"arabidopsis",0.528680145740509
"9874",-3,42.34,"arabidopsis",NA
"9875",-5.87,43.38,"arabidopsis",0.613937079906464
"9876",0.99,41.34,"arabidopsis",NA
"9877",-5.6,43.02,"arabidopsis",0.600958704948425
"9878",-3.62,40.78,"arabidopsis",0.449428081512451
"9879",-1.12,37.6,"arabidopsis",NA
"9880",-3.44,42.72,"arabidopsis",0.470011860132217
"9881",-5.32,40.46,"arabidopsis",0.484887421131134
"9882",-4.26,40.46,"arabidopsis",0.528680145740509
"9883",-2.56,42.1,"arabidopsis",0.470011860132217
"9885",-3.68,41.14,"arabidopsis",0.530736446380615
"9886",1.73,42.38,"arabidopsis",0.516496300697327
"9887",-4.77,40.4,"arabidopsis",0.330698996782303
"9888",-3.31,40.93,"arabidopsis",0.394863456487656
"9890",-5.07,43.16,"arabidopsis",0.600958704948425
"9891",2.92,41.93,"arabidopsis",NA
"9892",-6.96,42.68,"arabidopsis",0.600958704948425
"9894",0.76,42.59,"arabidopsis",0.646012485027313
"9895",2.57,41.78,"arabidopsis",NA
"9897",-5.63,40.95,"arabidopsis",NA
"9898",-3.58,41.14,"arabidopsis",0.528680145740509
"9899",0.84,42.54,"arabidopsis",0.646012485027313
"9900",-6.01,37.38,"arabidopsis",NA
"9901",-2.98,42.27,"arabidopsis",0.470011860132217
"9902",-3.24,40.71,"arabidopsis",NA
"9903",-3.1,42.31,"arabidopsis",0.516496300697327
"9904",-3.31,40.95,"arabidopsis",0.394863456487656
"9905",-4.01,40.76,"arabidopsis",NA
"9906",4.25,40,"arabidopsis",NA
"9908",3.47,50.72,"arabidopsis",NA
"9909",3.3,50.59,"arabidopsis",NA
"9910",3.52,50.68,"arabidopsis",NA
"9911",4.28,47.16,"arabidopsis",0.613937079906464
"9912",4.55,46.67,"arabidopsis",0.613937079906464
"9914",5.33,47.58,"arabidopsis",NA
"9915",3.94,47.45,"arabidopsis",0.613937079906464
"9917",4.34,46.69,"arabidopsis",0.613937079906464
"9918",5.21,47.43,"arabidopsis",NA
"9920",4.32,48.54,"arabidopsis",NA
"9921",4.41,48.57,"arabidopsis",NA
"9924",4.24,48.59,"arabidopsis",NA
"9925",4.52,48.91,"arabidopsis",NA
"9926",4.1,48.86,"arabidopsis",NA
"9927",3.69,44.05,"arabidopsis",0.616228520870209
"9928",3.77,44.12,"arabidopsis",0.616228520870209
"9929",3.71,43.92,"arabidopsis",NA
"9930",4.14,43.91,"arabidopsis",0.394863456487656
"9932",4.33,44.12,"arabidopsis",0.528680145740509
"9933",3.89,43.74,"arabidopsis",0.307010680437088
"9935",2.93,50.6,"arabidopsis",NA
"9937",2.69,50.79,"arabidopsis",NA
"9938",2.99,50.65,"arabidopsis",NA
"9939",-7.45,31.48,"arabidopsis",0.368687927722931
"9941",-8.54,40.92,"arabidopsis",NA
"9942",-1.34,41.32,"arabidopsis",NA
"9943",-5.74,39.73,"arabidopsis",NA
"9944",-6.36,36.83,"arabidopsis",NA
"9945",-3.11,41.8,"arabidopsis",0.470011860132217
"9946",-6.34,38.92,"arabidopsis",NA
"9947",-3.9,40.74,"arabidopsis",0.330698996782303
"9948",-3.54,41.05,"arabidopsis",0.528680145740509
"9949",-6.93,42.69,"arabidopsis",0.600958704948425
"9950",0.76,42.63,"arabidopsis",0.646012485027313
"9951",82.5667,51.3333,"arabidopsis",0.746570289134979
"9952",82.55,51.32,"arabidopsis",0.746570289134979
