,barley_aridity_index
BRIDGE_HOR_9609,11619
BRIDGE_HOR_9816,11454
BRIDGE_HOR_9610,11428
BRIDGE_HOR_10889,4947
BRIDGE_HOR_10887,5823
BRIDGE_HOR_10989,5823
BRIDGE_HOR_10358,13332
BRIDGE_HOR_10359,13332
BRIDGE_HOR_9621,13332
BRIDGE_HOR_9867,13332
BRIDGE_HOR_9868,13332
BRIDGE_HOR_10360,13637
BRIDGE_HOR_9622,13637
BRIDGE_HOR_9623,13637
BRIDGE_HOR_9624,13637
BRIDGE_HOR_9625,13637
BRIDGE_HOR_9869,13637
BRIDGE_HOR_9870,13637
BRIDGE_HOR_10361,13561
BRIDGE_HOR_10464,13561
BRIDGE_HOR_10465,13561
BRIDGE_HOR_10466,13561
BRIDGE_HOR_10467,13561
BRIDGE_HOR_9626,13561
BRIDGE_HOR_9628,13561
BRIDGE_HOR_9629,13561
BRIDGE_HOR_9871,13561
BRIDGE_BCC_252,3899
BRIDGE_HOR_9630,11180
BRIDGE_HOR_10974,5378
BRIDGE_BCC_91,2769
BRIDGE_HOR_10971,5669
BRIDGE_HOR_10546,8824
BRIDGE_HOR_10972,6470
BRIDGE_HOR_10973,6470
BRIDGE_HOR_17837,807
BRIDGE_HOR_18848,454
BRIDGE_HOR_10970,7648
BRIDGE_HOR_20183,941
BRIDGE_HOR_17774,1728
BRIDGE_HOR_10885,6445
BRIDGE_HOR_10886,6445
BTR_FT414,1113
BTR_FT539,4512
BRIDGE_HOR_10883,7766
BRIDGE_HOR_10884,7766
BRIDGE_HOR_7499,1279
BRIDGE_HOR_10879,6500
BRIDGE_HOR_10880,6500
BRIDGE_HOR_10881,4530
BRIDGE_HOR_10882,4530
BRIDGE_BCC_89,274
BRIDGE_HOR_10878,6388
BRIDGE_BCC_87,4005
BRIDGE_HOR_10705,10617
BRIDGE_BCC_96,354
BRIDGE_HOR_10590,5866
BRIDGE_HOR_4265,1724
BRIDGE_HOR_8480,4414
BRIDGE_HOR_8273,4332
BRIDGE_HOR_8274,4332
BRIDGE_HOR_10591,7209
BRIDGE_HOR_10648,10195
BRIDGE_HOR_10647,10195
BRIDGE_HOR_10646,10391
BRIDGE_HOR_10644,11384
BRIDGE_HOR_10645,11384
BRIDGE_HOR_10643,11075
BRIDGE_HOR_10775,11872
BRIDGE_HOR_10641,8674
BRIDGE_HOR_10742,8674
BRIDGE_HOR_10777,9614
BRIDGE_HOR_10820,6223
BRIDGE_HOR_10821,6223
BRIDGE_HOR_10822,6223
BRIDGE_HOR_10640,9837
BRIDGE_HOR_10642,11752
BRIDGE_HOR_10819,5623
BRIDGE_HOR_10824,6248
BRIDGE_HOR_10823,5986
BRIDGE_HOR_10758,9482
BRIDGE_HOR_10894,9482
BRIDGE_HOR_10746,9971
BRIDGE_HOR_10747,9971
BRIDGE_HOR_10748,9971
BRIDGE_HOR_10749,9971
BRIDGE_HOR_10750,7980
BRIDGE_HOR_10751,7980
BRIDGE_HOR_10754,8880
BRIDGE_HOR_10892,7889
BRIDGE_HOR_10895,7889
BRIDGE_HOR_10969,5388
BRIDGE_HOR_11197,5388
BRIDGE_BCC_67,1763
BRIDGE_BCC_185,404
BRIDGE_BCC_28,5258
BRIDGE_HOR_2841,1954
BRIDGE_HOR_2842,1954
BRIDGE_HOR_2843,1954
BRIDGE_HOR_2844,1954
BRIDGE_HOR_2845,1954
BRIDGE_HOR_2846,1954
BRIDGE_HOR_2847,1954
BRIDGE_HOR_2848,1954
BRIDGE_HOR_2849,1954
BRIDGE_HOR_2850,1954
BRIDGE_HOR_2851,2775
BRIDGE_HOR_2852,2775
BRIDGE_HOR_2853,2775
BRIDGE_HOR_2854,2775
BRIDGE_HOR_2855,2775
BRIDGE_HOR_2856,2775
BRIDGE_BCC_82,2249
BRIDGE_HOR_3520,2245
BRIDGE_HOR_2771,2245
BRIDGE_HOR_2774,1843
BRIDGE_HOR_2775,1843
BRIDGE_HOR_2776,1843
BRIDGE_HOR_2777,1843
BRIDGE_HOR_2779,1843
BRIDGE_HOR_2780,1843
BRIDGE_HOR_2781,1843
BRIDGE_HOR_2790,1843
BRIDGE_HOR_2791,1843
BRIDGE_HOR_2824,2245
BRIDGE_HOR_2825,2245
BRIDGE_HOR_4261,1056
BRIDGE_HOR_2502,1056
BRIDGE_HOR_2770,1805
BRIDGE_HOR_2772,1056
BRIDGE_HOR_2773,1056
BRIDGE_HOR_2796,1652
BRIDGE_HOR_2797,1652
BRIDGE_HOR_2798,1652
BRIDGE_HOR_2799,1056
BRIDGE_HOR_2800,1056
BRIDGE_HOR_2814,1805
BRIDGE_HOR_2815,1805
BRIDGE_HOR_2816,1805
BRIDGE_HOR_2817,1805
BRIDGE_HOR_2818,1805
BRIDGE_HOR_2819,1805
BRIDGE_HOR_2820,1805
BRIDGE_HOR_2821,1805
BRIDGE_HOR_2822,1805
BRIDGE_HOR_2823,1805
BRIDGE_HOR_2827,1597
BRIDGE_HOR_2828,1597
BRIDGE_HOR_2829,1597
BRIDGE_HOR_2830,1597
BRIDGE_HOR_2831,1597
BRIDGE_HOR_2832,1597
BRIDGE_HOR_2833,1597
BRIDGE_HOR_2834,1597
BRIDGE_HOR_2837,1056
BRIDGE_HOR_2838,1056
BRIDGE_HOR_2839,1056
BRIDGE_HOR_2881,1597
BRIDGE_HOR_4262,1007
BRIDGE_HOR_4264,1682
BRIDGE_HOR_2768,1371
BRIDGE_HOR_2788,1371
BRIDGE_HOR_2789,1682
BRIDGE_HOR_2794,1371
BRIDGE_HOR_2795,1682
BRIDGE_HOR_2857,2833
BRIDGE_HOR_2858,2833
BRIDGE_HOR_3908,907
BRIDGE_HOR_4263,1264
BRIDGE_HOR_2792,1264
BRIDGE_HOR_2793,1264
BRIDGE_HOR_2803,1310
BRIDGE_HOR_2804,1310
BRIDGE_HOR_2807,1310
BRIDGE_HOR_2808,907
BRIDGE_HOR_2810,907
BRIDGE_HOR_2811,907
BRIDGE_HOR_3298,1310
BRIDGE_HOR_2785,968
BRIDGE_HOR_2786,968
BRIDGE_HOR_2787,8665
BRIDGE_HOR_2801,968
BRIDGE_HOR_2805,643
BRIDGE_HOR_2806,655
BRIDGE_HOR_2812,8665
BRIDGE_HOR_2813,968
BRIDGE_HOR_2859,8665
BRIDGE_HOR_2872,968
BRIDGE_HOR_2873,968
BRIDGE_HOR_2874,968
BRIDGE_HOR_2880,1159
BRIDGE_HOR_2870,1309
BRIDGE_HOR_2871,1309
BRIDGE_BCC_165,440
BRIDGE_BCC_163,399
BRIDGE_BCC_1494,2652
BRIDGE_BCC_61,492
BRIDGE_HOR_2782,1784
BRIDGE_HOR_2784,1784
BRIDGE_HOR_2860,2153
BRIDGE_HOR_2862,2153
BRIDGE_HOR_2863,2153
BRIDGE_HOR_2864,2153
BRIDGE_HOR_2865,2153
BRIDGE_HOR_2866,2153
BRIDGE_HOR_2867,1784
BRIDGE_HOR_2868,1784
BRIDGE_BCC_65,561
BTR_FT523,534
BRIDGE_BCC_178,890
BTR_FT554,1262
BRIDGE_HOR_7700,2240
BRIDGE_HOR_7701,2681
BRIDGE_HOR_7702,3431
BRIDGE_HOR_7703,3250
BRIDGE_HOR_7695,2409
BRIDGE_BCC_175,6613
BRIDGE_HOR_7696,2618
BRIDGE_HOR_7699,2159
BRIDGE_HOR_7698,2018
BRIDGE_HOR_7697,2039
BRIDGE_HOR_7588,2124
BRIDGE_HOR_7589,2124
BRIDGE_HOR_7591,2624
BRIDGE_HOR_7594,1693
BRIDGE_HOR_7564,3321
BRIDGE_HOR_7585,1378
BRIDGE_HOR_7586,1336
BRIDGE_HOR_7583,1734
BRIDGE_HOR_7562,2756
BRIDGE_HOR_7563,2756
BRIDGE_HOR_7627,3572
BRIDGE_HOR_7628,3572
BRIDGE_HOR_7629,3572
BRIDGE_HOR_7559,1603
BRIDGE_HOR_7560,1603
BRIDGE_HOR_7571,1053
BRIDGE_HOR_7572,1053
BRIDGE_HOR_7581,1858
BRIDGE_HOR_7566,922
BRIDGE_HOR_7567,922
BRIDGE_HOR_7569,913
BRIDGE_HOR_7568,887
BRIDGE_HOR_7576,896
BRIDGE_HOR_7601,3734
BRIDGE_HOR_7578,1288
BRIDGE_HOR_7579,1288
BRIDGE_HOR_7580,975
BRIDGE_HOR_7598,926
BRIDGE_HOR_7599,926
BRIDGE_HOR_7545,5232
BRIDGE_HOR_7602,963
BRIDGE_HOR_7603,963
BRIDGE_HOR_7706,5232
BRIDGE_HOR_8466,5232
BRIDGE_HOR_7605,972
BRIDGE_HOR_7556,824
BRIDGE_HOR_7625,2218
BRIDGE_HOR_7626,2218
BRIDGE_HOR_7606,1343
BRIDGE_HOR_7550,1101
BRIDGE_HOR_7620,5501
BRIDGE_HOR_7621,5501
BRIDGE_HOR_7546,1197
BRIDGE_HOR_7547,1197
BRIDGE_HOR_7630,1197
BRIDGE_HOR_7548,1160
BRIDGE_HOR_7549,1160
BRIDGE_HOR_7624,3203
BRIDGE_HOR_7608,3231
BRIDGE_HOR_7609,3231
BRIDGE_HOR_7610,4003
BRIDGE_HOR_7611,4003
BRIDGE_HOR_7622,4116
BRIDGE_HOR_7623,4116
BRIDGE_HOR_7553,1206
BRIDGE_HOR_7555,1206
BRIDGE_HOR_7551,802
BRIDGE_HOR_7710,802
BRIDGE_HOR_7618,4474
BRIDGE_HOR_7619,4474
BRIDGE_HOR_7552,845
BRIDGE_HOR_7615,4425
BRIDGE_HOR_7616,4425
BRIDGE_HOR_7617,4425
BRIDGE_HOR_7612,3773
BRIDGE_HOR_7631,2408
BTR_FT520,2816
BRIDGE_HOR_7633,1892
BRIDGE_HOR_7634,1892
BRIDGE_HOR_9799,3763
BRIDGE_HOR_7636,2075
BRIDGE_HOR_7637,2075
BRIDGE_HOR_7639,2187
BRIDGE_HOR_7675,2304
BRIDGE_HOR_7676,2304
BRIDGE_HOR_8467,2187
BRIDGE_HOR_7643,2351
Chinese_Genebank_ZDM01786,707
BRIDGE_HOR_7654,1611
BRIDGE_HOR_7655,1611
BRIDGE_HOR_7677,1611
BRIDGE_HOR_7652,1628
BRIDGE_HOR_7693,2096
BRIDGE_HOR_7648,1526
BRIDGE_HOR_7650,1526
BRIDGE_HOR_7651,1526
BRIDGE_HOR_7645,1596
BRIDGE_HOR_7646,1596
BRIDGE_HOR_7647,1596
BRIDGE_HOR_9276,2022
BRIDGE_HOR_7689,2022
BRIDGE_HOR_7690,2022
BRIDGE_HOR_7691,2022
BRIDGE_HOR_7657,1835
BRIDGE_HOR_7658,1835
BRIDGE_HOR_7659,1835
BRIDGE_HOR_7592,1918
BRIDGE_HOR_7687,1805
BRIDGE_HOR_7688,1805
BRIDGE_HOR_7679,1656
BRIDGE_HOR_7680,1656
BRIDGE_HOR_7682,1577
BRIDGE_HOR_7663,1169
BRIDGE_HOR_7664,1169
BRIDGE_HOR_7685,1543
BRIDGE_HOR_7686,1543
BRIDGE_HOR_7666,1071
BRIDGE_HOR_7668,1093
BRIDGE_HOR_7669,1093
BRIDGE_HOR_7673,936
BRIDGE_HOR_7671,798
BRIDGE_HOR_7672,798
BRIDGE_HOR_7660,630
BRIDGE_HOR_7661,630
BRIDGE_HOR_7662,630
Chinese_Genebank_ZDM06048,1831
Chinese_Genebank_ZDM01808,256
Chinese_Genebank_ZDM04908,1534
BTR_FT561,8592
Chinese_Genebank_ZDM01791,2627
BRIDGE_HOR_11804,7114
Chinese_Genebank_ZDM01778,1841
Chinese_Genebank_ZDM01779,2584
BRIDGE_BCC_748,8019
Chinese_Genebank_ZDM04443,2246
BRIDGE_HOR_10905,12647
BRIDGE_HOR_8738,12647
BRIDGE_HOR_8792,12647
BRIDGE_HOR_8793,12647
BRIDGE_HOR_8703,6644
BRIDGE_HOR_8736,6644
BRIDGE_HOR_8737,6644
BRIDGE_HOR_8790,6644
BRIDGE_HOR_8791,6644
BRIDGE_HOR_8734,13382
BRIDGE_HOR_8783,13382
BRIDGE_HOR_8784,13382
BRIDGE_HOR_8785,13382
BRIDGE_HOR_8786,15124
BRIDGE_HOR_8787,15124
BRIDGE_HOR_8788,15124
BRIDGE_HOR_8789,15124
BRIDGE_HOR_8805,15124
BRIDGE_HOR_8904,15124
BRIDGE_HOR_7512,15124
BRIDGE_HOR_8732,18820
BRIDGE_HOR_8775,18820
BRIDGE_HOR_8776,18820
BRIDGE_HOR_8777,18820
BRIDGE_HOR_8778,18820
BRIDGE_HOR_8779,18820
BRIDGE_HOR_15200,16938
BRIDGE_HOR_15245,16938
BRIDGE_HOR_15357,16938
BRIDGE_HOR_8767,17735
BRIDGE_HOR_8768,17735
BRIDGE_HOR_8731,18270
BRIDGE_HOR_8772,18270
BRIDGE_HOR_8773,18270
BRIDGE_HOR_8774,18270
BRIDGE_HOR_8771,11910
BRIDGE_HOR_8803,11910
BRIDGE_HOR_8801,13423
BRIDGE_HOR_8729,11661
BRIDGE_HOR_8730,11661
BRIDGE_HOR_8727,16896
BRIDGE_HOR_8769,16896
BRIDGE_HOR_8770,16896
BRIDGE_HOR_8733,16030
BRIDGE_HOR_8780,16030
BRIDGE_HOR_8781,16030
BRIDGE_HOR_8725,18648
BRIDGE_HOR_8766,18648
BRIDGE_HOR_15176,18855
BRIDGE_HOR_15187,18855
BRIDGE_HOR_21042,18855
BRIDGE_HOR_8724,18183
BRIDGE_HOR_8763,18183
BRIDGE_HOR_8764,18183
BRIDGE_HOR_8765,18183
BRIDGE_HOR_8723,16877
BRIDGE_HOR_8760,16877
BRIDGE_HOR_8761,16877
BRIDGE_HOR_8762,16877
BRIDGE_HOR_8710,13760
BRIDGE_HOR_8749,13760
BRIDGE_HOR_8750,13760
BRIDGE_HOR_8751,13760
BRIDGE_HOR_8802,13760
BRIDGE_HOR_8722,16180
BRIDGE_HOR_8758,16180
BRIDGE_HOR_14901,13319
BRIDGE_HOR_8709,14181
BRIDGE_HOR_8746,14181
BRIDGE_HOR_8747,14181
BRIDGE_HOR_8748,14181
BRIDGE_HOR_8721,13006
BRIDGE_HOR_8757,13006
BRIDGE_HOR_14902,16137
BRIDGE_HOR_8720,17065
BRIDGE_HOR_8755,17065
BRIDGE_HOR_8756,17065
BRIDGE_HOR_8739,6922
BRIDGE_HOR_8711,13390
BRIDGE_HOR_8712,13390
BRIDGE_HOR_8719,18813
BRIDGE_HOR_14912,15143
BRIDGE_HOR_21061,15143
BRIDGE_HOR_8708,14627
BRIDGE_HOR_8744,14627
BRIDGE_HOR_8745,14627
BRIDGE_HOR_8707,12888
BRIDGE_HOR_8718,18426
BRIDGE_HOR_8715,19053
BRIDGE_HOR_8752,19053
BRIDGE_HOR_8717,18394
BRIDGE_HOR_8753,18394
BRIDGE_HOR_8754,18394
BRIDGE_HOR_8804,18394
BRIDGE_HOR_8713,16347
BRIDGE_HOR_15177,18251
BRIDGE_HOR_21374,18251
BRIDGE_HOR_8742,18169
BRIDGE_HOR_8798,18169
BRIDGE_HOR_8799,18169
BRIDGE_HOR_8800,18169
BRIDGE_HOR_8714,16448
BRIDGE_HOR_14922,14403
BRIDGE_HOR_21273,18991
BRIDGE_HOR_8740,18036
BRIDGE_HOR_8741,18036
BRIDGE_HOR_8795,18036
BRIDGE_HOR_8796,18036
BRIDGE_HOR_8797,18036
BRIDGE_HOR_8704,13313
BRIDGE_HOR_8705,13313
BRIDGE_HOR_8706,13414
BRIDGE_HOR_8743,13414
BRIDGE_HOR_1476,2652
BRIDGE_HOR_1513,2652
BRIDGE_HOR_1998,2652
BRIDGE_HOR_1769,21857
Chinese_Genebank_ZDM05777,2726
Chinese_Genebank_ZDM07678,18325
BRIDGE_HOR_1549,15119
BRIDGE_HOR_1731,6507
BRIDGE_HOR_11963,2824
BRIDGE_HOR_11964,2824
BRIDGE_HOR_1587,2824
BRIDGE_HOR_1708,2824
BRIDGE_HOR_1724,2824
BRIDGE_HOR_1727,2824
BRIDGE_HOR_1761,2824
BRIDGE_HOR_1762,2824
BRIDGE_HOR_1764,2824
BRIDGE_HOR_1816,2824
BRIDGE_HOR_1817,2824
BRIDGE_HOR_1821,2824
BRIDGE_HOR_1822,2824
BRIDGE_HOR_2669,2824
BRIDGE_HOR_1571,7175
Chinese_Genebank_ZDM01780,96
Chinese_Genebank_ZDM07437,1943
BRIDGE_HOR_1567,3325
BRIDGE_HOR_1491,2106
BRIDGE_HOR_1492,2106
Chinese_Genebank_ZDM07766,2023
BRIDGE_HOR_1570,2074
BRIDGE_HOR_1743,2074
BRIDGE_HOR_1478,2074
BRIDGE_HOR_1534,2074
BRIDGE_HOR_2503,2074
BRIDGE_HOR_1514,1829
BRIDGE_HOR_2663,1829
BRIDGE_HOR_2670,1829
BRIDGE_HOR_1569,2073
BRIDGE_BCC_415,9563
BRIDGE_HOR_1715,2345
BRIDGE_HOR_1828,2345
BRIDGE_HOR_1525,2345
BRIDGE_HOR_1532,2345
BRIDGE_HOR_1812,2174
BRIDGE_HOR_1813,2174
BRIDGE_HOR_1474,2174
BRIDGE_HOR_1535,2174
Chinese_Genebank_ZDM06636,2735
Chinese_Genebank_ZDM06709,2384
BRIDGE_HOR_1488,2344
BRIDGE_HOR_1699,2575
BRIDGE_HOR_1716,2575
BRIDGE_HOR_1479,2575
BRIDGE_BCC_408,7154
BRIDGE_BCC_409,7154
BRIDGE_HOR_1563,2534
BRIDGE_HOR_1566,2534
BRIDGE_HOR_1711,2534
BRIDGE_HOR_1735,2534
BRIDGE_HOR_1768,2534
BRIDGE_HOR_1827,2534
BRIDGE_HOR_1487,2534
BRIDGE_HOR_1997,2534
BRIDGE_HOR_2667,2534
BRIDGE_HOR_1766,2360
BRIDGE_HOR_2383,2360
Chinese_Genebank_ZDM05605,2653
Chinese_Genebank_ZDM06667,2653
BRIDGE_HOR_11960,2622
BRIDGE_HOR_1572,2622
BRIDGE_HOR_1573,2622
BRIDGE_HOR_1574,2622
BRIDGE_HOR_1575,2622
BRIDGE_HOR_1576,2622
BRIDGE_HOR_1578,2622
BRIDGE_HOR_1580,2622
BRIDGE_HOR_1582,2622
BRIDGE_HOR_1586,2622
BRIDGE_HOR_1678,2622
BRIDGE_HOR_1680,2622
BRIDGE_HOR_1690,2622
BRIDGE_HOR_1691,2622
BRIDGE_HOR_1692,2622
BRIDGE_HOR_1693,2622
BRIDGE_HOR_1694,2622
BRIDGE_HOR_1695,2622
BRIDGE_HOR_1696,2622
BRIDGE_HOR_1697,2622
BRIDGE_HOR_1700,2622
BRIDGE_HOR_1701,2622
BRIDGE_HOR_1705,2622
BRIDGE_HOR_1706,2622
BRIDGE_HOR_1719,2622
BRIDGE_HOR_1720,2622
BRIDGE_HOR_1721,2622
BRIDGE_HOR_1722,2622
BRIDGE_HOR_1723,2622
BRIDGE_HOR_1746,2622
BRIDGE_HOR_1748,2622
BRIDGE_HOR_1749,2622
BRIDGE_HOR_1753,2622
BRIDGE_HOR_1754,2622
BRIDGE_HOR_1756,2622
BRIDGE_HOR_1757,2622
BRIDGE_HOR_1759,2622
BRIDGE_HOR_1760,2622
BRIDGE_HOR_1767,2622
BRIDGE_HOR_1772,2622
BRIDGE_HOR_1783,2622
BRIDGE_HOR_1797,2622
BRIDGE_HOR_1834,2622
BRIDGE_HOR_1470,2622
BRIDGE_HOR_1471,2622
BRIDGE_HOR_1472,2622
BRIDGE_HOR_1475,2622
BRIDGE_HOR_1480,2622
BRIDGE_HOR_1482,2622
BRIDGE_HOR_1483,2622
BRIDGE_HOR_1486,2622
BRIDGE_HOR_1510,2622
BRIDGE_HOR_1511,2622
BRIDGE_HOR_1516,2622
BRIDGE_HOR_1517,2622
BRIDGE_HOR_1520,2622
BRIDGE_HOR_1524,2622
BRIDGE_HOR_1526,2622
BRIDGE_HOR_1528,2622
BRIDGE_HOR_1529,2622
BRIDGE_HOR_1538,2622
BRIDGE_HOR_1539,2622
BRIDGE_HOR_1540,2622
BRIDGE_HOR_1541,2622
BRIDGE_HOR_1546,2622
BRIDGE_HOR_1547,2622
BRIDGE_HOR_1557,2622
BRIDGE_HOR_1559,2622
BRIDGE_HOR_1857,2622
BRIDGE_HOR_1858,2622
BRIDGE_HOR_1939,2622
BRIDGE_HOR_1969,2622
BRIDGE_HOR_1985,2622
BRIDGE_HOR_3826,2622
BRIDGE_HOR_3883,2622
BRIDGE_HOR_2408,2622
BRIDGE_HOR_2416,2622
BRIDGE_HOR_2468,2622
BRIDGE_HOR_2655,2622
BRIDGE_HOR_2656,2622
BRIDGE_HOR_2658,2622
BRIDGE_HOR_2660,2622
BRIDGE_HOR_2661,2622
BRIDGE_HOR_2664,2622
BRIDGE_HOR_2665,2622
BRIDGE_HOR_2668,2622
Chinese_Genebank_ZDM05540,2823
Chinese_Genebank_ZDM06415,3001
Chinese_Genebank_ZDM08398,2849
BRIDGE_HOR_1584,2713
BRIDGE_HOR_1681,2713
BRIDGE_HOR_1717,2713
BRIDGE_HOR_1832,2713
BRIDGE_HOR_1536,2713
BRIDGE_HOR_1545,2713
BRIDGE_HOR_1986,2713
BRIDGE_HOR_2323,2713
BRIDGE_HOR_2485,2713
BRIDGE_HOR_1585,2702
BRIDGE_HOR_1745,2324
BRIDGE_HOR_1837,2324
BRIDGE_HOR_1496,2324
BRIDGE_HOR_1498,2273
Chinese_Genebank_ZDM04517,2313
Chinese_Genebank_ZDM08400,2206
Chinese_Genebank_ZDM04604,2695
Chinese_Genebank_ZDM08394,2695
Chinese_Genebank_ZDM08389,2599
Chinese_Genebank_ZDM05925,5770
Chinese_Genebank_ZDM06577,5770
Chinese_Genebank_ZDM05649,6275
Chinese_Genebank_ZDM04098,11327
Chinese_Genebank_ZDM01454,1858
Chinese_Genebank_ZDM03759,6469
Chinese_Genebank_ZDM04050,15266
Chinese_Genebank_ZDM07928,529
Chinese_Genebank_ZDM04058,7269
Chinese_Genebank_ZDM08366,7269
Chinese_Genebank_ZDM01606,5305
Chinese_Genebank_ZDM03835,8611
Chinese_Genebank_ZDM01605,2721
Chinese_Genebank_ZDM01463,2211
Chinese_Genebank_ZDM01506,4409
Chinese_Genebank_ZDM01585,5123
Chinese_Genebank_ZDM08796,4891
Chinese_Genebank_ZDM08926,5323
Chinese_Genebank_ZDM01704,6670
Chinese_Genebank_ZDM03743,6615
Chinese_Genebank_ZDM01690,4455
Chinese_Genebank_ZDM01580,5689
Chinese_Genebank_ZDM03873,7093
Chinese_Genebank_ZDM07877,4258
Chinese_Genebank_ZDM04001,7606
Chinese_Genebank_ZDM05371,8337
Chinese_Genebank_ZDM07887,5157
Chinese_Genebank_ZDM07833,4904
Chinese_Genebank_ZDM09178,7676
Chinese_Genebank_ZDM07925,5125
Chinese_Genebank_ZDM07869,1548
Chinese_Genebank_ZDM03845,13376
Chinese_Genebank_ZDM07923,5161
Chinese_Genebank_ZDM09046,8557
Chinese_Genebank_ZDM08860,10194
Chinese_Genebank_ZDM08912,9762
Chinese_Genebank_ZDM03906,10175
Chinese_Genebank_ZDM08960,9974
Chinese_Genebank_ZDM03813,11093
Chinese_Genebank_ZDM03735,9193
Chinese_Genebank_ZDM08978,10793
Chinese_Genebank_ZDM03901,10908
Chinese_Genebank_ZDM03885,10931
Chinese_Genebank_ZDM09045,10262
Chinese_Genebank_ZDM09020,10877
Chinese_Genebank_ZDM08965,10790
Chinese_Genebank_ZDM03699,10449
Chinese_Genebank_ZDM03884,9951
Chinese_Genebank_ZDM01431,875
Chinese_Genebank_ZDM07900,5048
Chinese_Genebank_ZDM08983,11985
Chinese_Genebank_ZDM00922,5907
Chinese_Genebank_ZDM09047,11163
Chinese_Genebank_ZDM05212,1573
Chinese_Genebank_ZDM00976,8468
Chinese_Genebank_ZDM00937,5473
Chinese_Genebank_ZDM05209,2417
Chinese_Genebank_ZDM03531,11678
Chinese_Genebank_ZDM03483,14288
Chinese_Genebank_ZDM00888,3855
Chinese_Genebank_ZDM00891,4248
Chinese_Genebank_ZDM01008,4461
Chinese_Genebank_ZDM03532,11323
Chinese_Genebank_ZDM01065,4578
Chinese_Genebank_ZDM03669,11084
Chinese_Genebank_ZDM01422,2161
Chinese_Genebank_ZDM00985,6966
Chinese_Genebank_ZDM03666,14579
Chinese_Genebank_ZDM08679,10233
Chinese_Genebank_ZDM08692,14770
Chinese_Genebank_ZDM08482,6088
Chinese_Genebank_ZDM03513,13905
Chinese_Genebank_ZDM01420,2219
Chinese_Genebank_ZDM01419,2915
Chinese_Genebank_ZDM08883,2440
Chinese_Genebank_ZDM08476,4463
BTR_FT519,8450
Chinese_Genebank_ZDM00761,5082
Chinese_Genebank_ZDM00861,4996
Chinese_Genebank_ZDM00873,4579
Chinese_Genebank_ZDM01412,2923
Chinese_Genebank_ZDM01411,2276
Chinese_Genebank_ZDM00185,4060
Chinese_Genebank_ZDM08414,2966
BRIDGE_HOR_11564,2743
Chinese_Genebank_ZDM00650,3962
Chinese_Genebank_ZDM00878,5140
Chinese_Genebank_ZDM01395,2586
Chinese_Genebank_ZDM01614,2586
Chinese_Genebank_ZDM03631,14608
Chinese_Genebank_ZDM00793,4083
BRIDGE_HOR_2351,4337
BRIDGE_HOR_2352,4337
BRIDGE_HOR_2353,4337
BRIDGE_HOR_2354,4337
BRIDGE_HOR_3299,4337
BRIDGE_HOR_2375,10598
Chinese_Genebank_ZDM00558,5064
Chinese_Genebank_ZDM00020,3446
Chinese_Genebank_ZDM00029,3927
Chinese_Genebank_ZDM00040,2777
Chinese_Genebank_ZDM00052,3792
Chinese_Genebank_ZDM00049,3799
Chinese_Genebank_ZDM00425,4496
Chinese_Genebank_ZDM01888,12309
Chinese_Genebank_ZDM03640,0
Chinese_Genebank_ZDM00228,3894
Chinese_Genebank_ZDM05358,10695
Chinese_Genebank_ZDM00037,2913
BRIDGE_HOR_11574,5142
BRIDGE_HOR_11575,5142
Chinese_Genebank_ZDM05280,10572
Chinese_Genebank_ZDM00413,3634
Chinese_Genebank_ZDM03647,11113
Chinese_Genebank_ZDM00008,4069
Chinese_Genebank_ZDM00489,4709
Chinese_Genebank_ZDM03643,11742
Chinese_Genebank_ZDM00007,3994
Chinese_Genebank_ZDM03619,12546
Chinese_Genebank_ZDM05309,4548
Chinese_Genebank_ZDM05307,4682
Chinese_Genebank_ZDM03579,10901
BRIDGE_HOR_2356,5034
Chinese_Genebank_ZDM01856,4778
Chinese_Genebank_ZDM01855,4815
Chinese_Genebank_ZDM03598,0
Chinese_Genebank_ZDM00084,3426
BRIDGE_HOR_11568,8554
Chinese_Genebank_ZDM00012,3565
Chinese_Genebank_ZDM05316,4942
Chinese_Genebank_ZDM02329,4780
Chinese_Genebank_ZDM05321,5046
Chinese_Genebank_ZDM02246,5787
Chinese_Genebank_ZDM02194,5489
Chinese_Genebank_ZDM00424,5389
Chinese_Genebank_ZDM03606,14924
Chinese_Genebank_ZDM03590,0
Chinese_Genebank_ZDM03586,11043
Chinese_Genebank_ZDM03593,8675
Chinese_Genebank_ZDM01837,6353
Chinese_Genebank_ZDM02234,8974
Chinese_Genebank_ZDM03589,0
Chinese_Genebank_ZDM01952,7834
Chinese_Genebank_ZDM03210,12450
Chinese_Genebank_ZDM03607,13763
Chinese_Genebank_ZDM03172,11718
Chinese_Genebank_ZDM02926,18046
Chinese_Genebank_ZDM05207,3346
Chinese_Genebank_ZDM03307,13740
Chinese_Genebank_ZDM02422,6823
Chinese_Genebank_ZDM02297,7895
Chinese_Genebank_ZDM03211,14895
Chinese_Genebank_ZDM00457,0
Chinese_Genebank_ZDM01940,7935
Chinese_Genebank_ZDM03609,12623
Chinese_Genebank_ZDM03182,11425
Chinese_Genebank_ZDM02015,8385
Chinese_Genebank_ZDM02257,7546
Chinese_Genebank_ZDM02894,13795
BRIDGE_HOR_2363,0
Chinese_Genebank_ZDM02674,11350
Chinese_Genebank_ZDM03068,9635
Chinese_Genebank_ZDM00262,0
