chr,rs,ps,p_wald,n_genes_25kb,genes_in_25kb,closest_gene,closest_gene_id,closest_gene_distance_bp
3,Chr3_20583162.0,20583162,3.932732e-06,5,AT3G55510;AT3G55512;AT3G55500;AT3G55515;AT3G55490,AT3G55510,AT3G55510,757.0
1,Chr1_5024421.0,5024421,3.934884e-06,7,AT1G14640;AT1G14642;AT1G14630;AT1G14650;AT1G14660;AT1G14620;AT1G14610,AT1G14640,AT1G14640,0.0
1,Chr1_5026307.0,5026307,3.934884e-06,6,AT1G14642;AT1G14640;AT1G14650;AT1G14630;AT1G14660;AT1G14620,AT1G14642,AT1G14642,57.0
1,Chr1_5033670.0,5033670,3.934884e-06,7,AT1G14660;AT1G14650;AT1G14670;AT1G14642;AT1G14680;AT1G14640;AT1G14685,AT1G14660,AT1G14660,0.0
1,Chr1_5034060.0,5034060,3.934884e-06,7,AT1G14660;AT1G14650;AT1G14670;AT1G14680;AT1G14642;AT1G14640;AT1G14685,AT1G14660,AT1G14660,0.0
1,Chr1_5037685.0,5037685,3.934884e-06,6,AT1G14670;AT1G14660;AT1G14680;AT1G14685;AT1G14650;AT1G14686,AT1G14670,AT1G14670,0.0
1,Chr1_5273031.0,5273031,3.941576e-06,6,AT1G15320;AT1G15310;AT1G15330;AT1G15340;AT1G15350;AT1G15290,AT1G15320,AT1G15320,0.0
3,Chr3_2895460.0,2895460,3.945544e-06,7,AT3G09405;AT3G09400;AT3G09410;AT3G09390;AT3G09430;AT3G09440;AT3G09380,AT3G09405,AT3G09405,0.0
3,Chr3_2896343.0,2896343,3.945544e-06,6,AT3G09405;AT3G09410;AT3G09400;AT3G09430;AT3G09390;AT3G09440,AT3G09405,AT3G09405,0.0
3,Chr3_2907598.0,2907598,3.945544e-06,9,AT3G09450;AT3G09440;AT3G09470;AT3G09430;AT3G09410;AT3G09480;AT3G09490;AT3G09500;AT3G09405,AT3G09450,AT3G09450,0.0
4,Chr4_6050576.0,6050576,3.95932e-06,3,AT4G09570;AT4G09580;AT4G09560,AT4G09570,AT4G09570,0.0
5,Chr5_22158255.0,22158255,3.962181e-06,8,AT5G54550;AT5G54540;AT5G54560;AT5G54531;AT5G54530;AT5G54569;AT5G54520;AT5G54570,AT5G54550,AT5G54550,146.0
1,Chr1_21207492.0,21207492,3.970486e-06,6,AT1G56600;AT1G56590;AT1G56610;AT1G56612;AT1G56580;AT1G56570,AT1G56600,AT1G56600,45.0
1,Chr1_21207594.0,21207594,3.970486e-06,6,AT1G56600;AT1G56590;AT1G56610;AT1G56612;AT1G56580;AT1G56570,AT1G56600,AT1G56600,0.0
1,Chr1_21207615.0,21207615,3.970486e-06,6,AT1G56600;AT1G56590;AT1G56610;AT1G56612;AT1G56580;AT1G56570,AT1G56600,AT1G56600,0.0
1,Chr1_5340891.0,5340891,3.98747e-06,5,AT1G15530;AT1G15540;AT1G15520;AT1G15550;AT1G15510,AT1G15530,AT1G15530,0.0
1,Chr1_5345628.0,5345628,3.98747e-06,4,AT1G15550;AT1G15540;AT1G15530;AT1G15520,AT1G15550,AT1G15550,0.0
1,Chr1_25580715.0,25580715,3.988496e-06,7,AT1G68250;AT1G68240;AT1G68260;AT1G68238;AT1G68270;AT1G68230;AT1G68220,AT1G68250,AT1G68250,521.0
3,Chr3_22272109.0,22272109,3.998328e-06,7,AT3G60250;AT3G60260;AT3G60245;AT3G60240;AT3G60270;AT3G60280;AT3G60286,AT3G60250,AT3G60250,0.0
2,Chr2_10656347.0,10656347,3.999393e-06,4,AT2G25050;AT2G25052;AT2G25060;AT2G25070,AT2G25050,AT2G25050,0.0
5,Chr5_13715930.0,13715930,4.017874e-06,4,AT5G35530;AT5G35540;AT5G35526;AT5G35525,AT5G35530,AT5G35530,3642.0
5,Chr5_15453730.0,15453730,4.041129e-06,6,AT5G38590;AT5G38580;AT5G38600;AT5G38570;AT5G38610;AT5G38565,AT5G38590,AT5G38590,0.0
5,Chr5_15453805.0,15453805,4.041129e-06,6,AT5G38590;AT5G38580;AT5G38600;AT5G38570;AT5G38610;AT5G38565,AT5G38590,AT5G38590,0.0
5,Chr5_15453807.0,15453807,4.041129e-06,6,AT5G38590;AT5G38580;AT5G38600;AT5G38570;AT5G38610;AT5G38565,AT5G38590,AT5G38590,0.0
1,Chr1_19780920.0,19780920,4.04597e-06,7,AT1G53080;AT1G53070;AT1G53090;AT1G53060;AT1G53050;AT1G53100;AT1G53110,AT1G53080,AT1G53080,448.0
5,Chr5_9847831.0,9847831,4.046671e-06,5,AT5G27800;AT5G27807;AT5G27790;AT5G27810;AT5G27780,AT5G27800,AT5G27800,4027.0
5,Chr5_23166709.0,23166709,4.049576e-06,5,AT5G57180;AT5G57170;AT5G57181;AT5G57190;AT5G57160,AT5G57180,AT5G57180,1133.0
5,Chr5_16578675.0,16578675,4.054839e-06,7,AT5G41410;AT5G41420;AT5G41401;AT5G41430;AT5G41400;AT5G41440;AT5G41450,AT5G41410,AT5G41410,1369.0
5,Chr5_19227312.0,19227312,4.058041e-06,6,AT5G47390;AT5G47400;AT5G47380;AT5G47420;AT5G47430;AT5G47370,AT5G47390,AT5G47390,0.0
1,Chr1_23056979.0,23056979,4.063359e-06,6,AT1G62350;AT1G62355;AT1G62340;AT1G62360;AT1G62333;AT1G62330,AT1G62350,AT1G62350,0.0
1,Chr1_23056981.0,23056981,4.063359e-06,6,AT1G62350;AT1G62355;AT1G62340;AT1G62360;AT1G62333;AT1G62330,AT1G62350,AT1G62350,0.0
4,Chr4_1203338.0,1203338,4.065504e-06,7,AT4G02715;AT4G02720;AT4G02725;AT4G02730;AT4G02710;AT4G02733;AT4G02700,AT4G02715,AT4G02715,0.0
4,Chr4_1203341.0,1203341,4.065504e-06,7,AT4G02715;AT4G02720;AT4G02725;AT4G02730;AT4G02710;AT4G02733;AT4G02700,AT4G02715,AT4G02715,0.0
2,Chr2_2766784.0,2766784,4.067754e-06,1,AT2G06850,AT2G06850,AT2G06850,1064.0
2,Chr2_2773287.0,2773287,4.067754e-06,1,AT2G06850,AT2G06850,AT2G06850,7567.0
2,Chr2_2775563.0,2775563,4.067754e-06,1,AT2G06850,AT2G06850,AT2G06850,9843.0
2,Chr2_2789034.0,2789034,4.067754e-06,0,,,,
2,Chr2_2838932.0,2838932,4.067754e-06,1,AT2G06925,AT2G06925,AT2G06925,3421.0
2,Chr2_2839626.0,2839626,4.067754e-06,1,AT2G06925,AT2G06925,AT2G06925,2727.0
1,Chr1_24909029.0,24909029,4.081661e-06,5,AT1G66780;AT1G66770;AT1G66783;AT1G66760;AT1G66790,AT1G66780,AT1G66780,184.0
1,Chr1_24909830.0,24909830,4.081661e-06,5,AT1G66780;AT1G66770;AT1G66783;AT1G66760;AT1G66790,AT1G66780,AT1G66780,0.0
1,Chr1_24915361.0,24915361,4.081661e-06,6,AT1G66783;AT1G66790;AT1G66780;AT1G66795;AT1G66770;AT1G66800,AT1G66783,AT1G66783,2065.0
1,Chr1_24916572.0,24916572,4.081661e-06,6,AT1G66790;AT1G66783;AT1G66795;AT1G66780;AT1G66800;AT1G66770,AT1G66790,AT1G66790,1440.0
1,Chr1_24918472.0,24918472,4.081661e-06,6,AT1G66790;AT1G66795;AT1G66783;AT1G66800;AT1G66780;AT1G66810,AT1G66790,AT1G66790,116.0
1,Chr1_24920647.0,24920647,4.081661e-06,7,AT1G66795;AT1G66790;AT1G66800;AT1G66810;AT1G66783;AT1G66780;AT1G66820,AT1G66795,AT1G66795,457.0
1,Chr1_24924264.0,24924264,4.081661e-06,7,AT1G66800;AT1G66795;AT1G66810;AT1G66820;AT1G66790;AT1G66830;AT1G66840,AT1G66800,AT1G66800,549.0
1,Chr1_24928371.0,24928371,4.081661e-06,7,AT1G66810;AT1G66820;AT1G66800;AT1G66830;AT1G66840;AT1G66795;AT1G66850,AT1G66810,AT1G66810,0.0
1,Chr1_24930179.0,24930179,4.081661e-06,9,AT1G66820;AT1G66830;AT1G66810;AT1G66840;AT1G66800;AT1G66850;AT1G66852;AT1G66795;AT1G66855,AT1G66820,AT1G66820,0.0
1,Chr1_24930998.0,24930998,4.081661e-06,9,AT1G66830;AT1G66820;AT1G66810;AT1G66840;AT1G66800;AT1G66850;AT1G66852;AT1G66855;AT1G66795,AT1G66830,AT1G66830,0.0
4,Chr4_13117053.0,13117053,4.083942e-06,7,AT4G25760;AT4G25770;AT4G25780;AT4G25750;AT4G25790;AT4G25800;AT4G25740,AT4G25760,AT4G25760,215.0
4,Chr4_13118173.0,13118173,4.083942e-06,7,AT4G25770;AT4G25760;AT4G25780;AT4G25790;AT4G25750;AT4G25800;AT4G25740,AT4G25770,AT4G25770,0.0
1,Chr1_20492828.0,20492828,4.086443e-06,3,AT1G54950;AT1G54960;AT1G54940,AT1G54950,AT1G54950,1553.0
4,Chr4_12292628.0,12292628,4.091924e-06,4,AT4G23550;AT4G23560;AT4G23540;AT4G23570,AT4G23550,AT4G23550,0.0
4,Chr4_12293468.0,12293468,4.091924e-06,4,AT4G23560;AT4G23550;AT4G23570;AT4G23540,AT4G23560,AT4G23560,0.0
1,Chr1_4514549.0,4514549,4.095753e-06,5,AT1G13210;AT1G13220;AT1G13200;AT1G13230;AT1G13240,AT1G13210,AT1G13210,611.0
5,Chr5_22001396.0,22001396,4.113957e-06,5,AT5G54200;AT5G54210;AT5G54190;AT5G54215;AT5G54220,AT5G54200,AT5G54200,4320.0
5,Chr5_22001397.0,22001397,4.113957e-06,5,AT5G54200;AT5G54210;AT5G54190;AT5G54215;AT5G54220,AT5G54200,AT5G54200,4321.0
5,Chr5_22001398.0,22001398,4.113957e-06,5,AT5G54200;AT5G54210;AT5G54190;AT5G54215;AT5G54220,AT5G54200,AT5G54200,4322.0
5,Chr5_22001399.0,22001399,4.113957e-06,5,AT5G54200;AT5G54210;AT5G54190;AT5G54215;AT5G54220,AT5G54200,AT5G54200,4323.0
3,Chr3_6739392.0,6739392,4.118315e-06,6,AT3G19430;AT3G19440;AT3G19420;AT3G19450;AT3G19460;AT3G19410,AT3G19430,AT3G19430,1062.0
1,Chr1_25750738.0,25750738,4.120581e-06,6,AT1G68570;AT1G68580;AT1G68568;AT1G68585;AT1G68590;AT1G68600,AT1G68570,AT1G68570,463.0
2,Chr2_4403530.0,4403530,4.121658e-06,0,,,,
2,Chr2_4403592.0,4403592,4.121658e-06,0,,,,
2,Chr2_4403911.0,4403911,4.121658e-06,0,,,,
2,Chr2_4403923.0,4403923,4.121658e-06,0,,,,
2,Chr2_4403924.0,4403924,4.121658e-06,0,,,,
2,Chr2_4403956.0,4403956,4.121658e-06,0,,,,
2,Chr2_4404116.0,4404116,4.121658e-06,0,,,,
2,Chr2_4404152.0,4404152,4.121658e-06,0,,,,
2,Chr2_4404211.0,4404211,4.121658e-06,0,,,,
2,Chr2_4404214.0,4404214,4.121658e-06,0,,,,
5,Chr5_7379196.0,7379196,4.132669e-06,8,AT5G22300;AT5G22290;AT5G22280;AT5G22310;AT5G22270;AT5G22315;AT5G22320;AT5G22260,AT5G22300,AT5G22300,3.0
1,Chr1_2449423.0,2449423,4.13364e-06,6,AT1G07910;AT1G07901;AT1G07920;AT1G07900;AT1G07930;AT1G07890,AT1G07910,AT1G07910,0.0
3,Chr3_3902378.0,3902378,4.141357e-06,8,AT3G12240;AT3G12230;AT3G12250;AT3G12220;AT3G12210;AT3G12260;AT3G12270;AT3G12203,AT3G12240,AT3G12240,58.0
1,Chr1_16925743.0,16925743,4.156673e-06,4,AT1G44820;AT1G44810;AT1G44830;AT1G44800,AT1G44820,AT1G44820,581.0
5,Chr5_9861170.0,9861170,4.159612e-06,5,AT5G27830;AT5G27820;AT5G27840;AT5G27810;AT5G27807,AT5G27830,AT5G27830,6.0
5,Chr5_9861906.0,9861906,4.159612e-06,5,AT5G27830;AT5G27820;AT5G27840;AT5G27810;AT5G27807,AT5G27830,AT5G27830,0.0
5,Chr5_9862816.0,9862816,4.159612e-06,4,AT5G27830;AT5G27840;AT5G27820;AT5G27810,AT5G27830,AT5G27830,0.0
5,Chr5_9862989.0,9862989,4.159612e-06,4,AT5G27840;AT5G27830;AT5G27820;AT5G27810,AT5G27840,AT5G27840,0.0
3,Chr3_19790614.0,19790614,4.163623e-06,8,AT3G53380;AT3G53370;AT3G53390;AT3G53365;AT3G53360;AT3G53400;AT3G53402;AT3G53350,AT3G53380,AT3G53380,0.0
3,Chr3_19792994.0,19792994,4.163623e-06,8,AT3G53390;AT3G53380;AT3G53370;AT3G53400;AT3G53402;AT3G53365;AT3G53360;AT3G53410,AT3G53390,AT3G53390,0.0
1,Chr1_14461220.0,14461220,4.163851e-06,0,,,,
5,Chr5_10079880.0,10079880,4.167854e-06,2,AT5G28070;AT5G28060,AT5G28070,AT5G28070,3290.0
1,Chr1_9283290.0,9283290,4.17074e-06,10,AT1G26799;AT1G26798;AT1G26797;AT1G26800;AT1G26810;AT1G26796;AT1G26795;AT1G26815;AT1G26790;AT1G26820,AT1G26799,AT1G26799,583.0
1,Chr1_23832971.0,23832971,4.174827e-06,9,AT1G64210;AT1G64220;AT1G64230;AT1G64200;AT1G64235;AT1G64195;AT1G64190;AT1G64185;AT1G64180,AT1G64210,AT1G64210,108.0
1,Chr1_4726965.0,4726965,4.178191e-06,9,AT1G13780;AT1G13790;AT1G13770;AT1G13800;AT1G13760;AT1G13810;AT1G13755;AT1G13820;AT1G13750,AT1G13780,AT1G13780,466.0
1,Chr1_4741093.0,4741093,4.178191e-06,9,AT1G13830;AT1G13840;AT1G13850;AT1G13860;AT1G13820;AT1G13810;AT1G13870;AT1G13800;AT1G13880,AT1G13830,AT1G13830,55.0
1,Chr1_4766766.0,4766766,4.178191e-06,6,AT1G13940;AT1G13930;AT1G13950;AT1G13920;AT1G13910;AT1G13960,AT1G13940,AT1G13940,17.0
3,Chr3_7389569.0,7389569,4.203329e-06,5,AT3G21080;AT3G21090;AT3G21070;AT3G21060;AT3G21100,AT3G21080,AT3G21080,0.0
1,Chr1_17197901.0,17197901,4.204475e-06,2,AT1G45976;AT1G45688,AT1G45976,AT1G45976,1424.0
3,Chr3_2618355.0,2618355,4.217698e-06,8,AT3G08620;AT3G08610;AT3G08630;AT3G08636;AT3G08640;AT3G08600;AT3G08650;AT3G08590,AT3G08620,AT3G08620,0.0
3,Chr3_7015773.0,7015773,4.227525e-06,6,AT3G20090;AT3G20080;AT3G20100;AT3G20110;AT3G20120;AT3G20070,AT3G20090,AT3G20090,24.0
2,Chr2_18623601.0,18623601,4.232221e-06,6,AT2G45170;AT2G45180;AT2G45161;AT2G45160;AT2G45190;AT2G45150,AT2G45170,AT2G45170,663.0
1,Chr1_26423396.0,26423396,4.251387e-06,8,AT1G70170;AT1G70160;AT1G70180;AT1G70150;AT1G70185;AT1G70190;AT1G70140;AT1G70200,AT1G70170,AT1G70170,478.0
5,Chr5_13887464.0,13887464,4.270128e-06,2,AT5G35715;AT5G35730,AT5G35715,AT5G35715,4527.0
5,Chr5_16925853.0,16925853,4.275505e-06,6,AT5G42330;AT5G42325;AT5G42340;AT5G42320;AT5G42350;AT5G42310,AT5G42330,AT5G42330,755.0
3,Chr3_6669875.0,6669875,4.2848e-06,8,AT3G19260;AT3G19250;AT3G19240;AT3G19270;AT3G19235;AT3G19230;AT3G19274;AT3G19220,AT3G19260,AT3G19260,0.0
3,Chr3_6670614.0,6670614,4.2848e-06,8,AT3G19260;AT3G19250;AT3G19270;AT3G19240;AT3G19235;AT3G19230;AT3G19274;AT3G19220,AT3G19260,AT3G19260,0.0
3,Chr3_6670762.0,6670762,4.2848e-06,8,AT3G19260;AT3G19250;AT3G19270;AT3G19240;AT3G19235;AT3G19230;AT3G19274;AT3G19220,AT3G19260,AT3G19260,0.0
3,Chr3_6673918.0,6673918,4.2848e-06,6,AT3G19270;AT3G19260;AT3G19274;AT3G19250;AT3G19280;AT3G19240,AT3G19270,AT3G19270,0.0
5,Chr5_17779068.0,17779068,4.288082e-06,3,AT5G44170;AT5G44160;AT5G44180,AT5G44170,AT5G44170,1310.0
3,Chr3_14618216.0,14618216,4.32923e-06,1,AT3G42475,AT3G42475,AT3G42475,8392.0
3,Chr3_14618228.0,14618228,4.32923e-06,1,AT3G42475,AT3G42475,AT3G42475,8404.0
3,Chr3_14618250.0,14618250,4.32923e-06,1,AT3G42475,AT3G42475,AT3G42475,8426.0
3,Chr3_14618257.0,14618257,4.32923e-06,1,AT3G42475,AT3G42475,AT3G42475,8433.0
3,Chr3_10981625.0,10981625,4.3434e-06,5,AT3G28956;AT3G28958;AT3G28960;AT3G28950;AT3G28970,AT3G28956,AT3G28956,0.0
3,Chr3_10983097.0,10983097,4.3434e-06,5,AT3G28958;AT3G28956;AT3G28960;AT3G28970;AT3G28950,AT3G28958,AT3G28958,0.0
4,Chr4_1315776.0,1315776,4.346357e-06,6,AT4G02970;AT4G02950;AT4G02980;AT4G02940;AT4G02990;AT4G03000,AT4G02970,AT4G02970,1723.0
1,Chr1_17052902.0,17052902,4.361064e-06,2,AT1G45110;AT1G45100,AT1G45110,AT1G45110,0.0
4,Chr4_15397744.0,15397744,4.367021e-06,6,AT4G31830;AT4G31820;AT4G31840;AT4G31850;AT4G31810;AT4G31860,AT4G31830,AT4G31830,2860.0
4,Chr4_14457696.0,14457696,4.379028e-06,7,AT4G29370;AT4G29380;AT4G29360;AT4G29350;AT4G29390;AT4G29400;AT4G29340,AT4G29370,AT4G29370,958.0
3,Chr3_14617232.0,14617232,4.381161e-06,2,AT3G42475;AT3G42473,AT3G42475,AT3G42475,7408.0
3,Chr3_14617241.0,14617241,4.381161e-06,2,AT3G42475;AT3G42473,AT3G42475,AT3G42475,7417.0
5,Chr5_22202850.0,22202850,4.381805e-06,5,AT5G54650;AT5G54660;AT5G54640;AT5G54670;AT5G54630,AT5G54650,AT5G54650,740.0
5,Chr5_22202854.0,22202854,4.381805e-06,5,AT5G54650;AT5G54660;AT5G54640;AT5G54670;AT5G54630,AT5G54650,AT5G54650,744.0
5,Chr5_22203325.0,22203325,4.381805e-06,5,AT5G54660;AT5G54650;AT5G54640;AT5G54670;AT5G54630,AT5G54660,AT5G54660,580.0
5,Chr5_22205423.0,22205423,4.381805e-06,4,AT5G54660;AT5G54650;AT5G54670;AT5G54640,AT5G54660,AT5G54660,271.0
3,Chr3_14635634.0,14635634,4.385165e-06,0,,,,
1,Chr1_16534669.0,16534669,4.397365e-06,2,AT1G43765;AT1G43760,AT1G43765,AT1G43765,2842.0
1,Chr1_26872778.0,26872778,4.401092e-06,7,AT1G71290;AT1G71280;AT1G71300;AT1G71270;AT1G71310;AT1G71260;AT1G71320,AT1G71290,AT1G71290,0.0
1,Chr1_26873021.0,26873021,4.401092e-06,7,AT1G71290;AT1G71280;AT1G71300;AT1G71270;AT1G71310;AT1G71320;AT1G71260,AT1G71290,AT1G71290,0.0
5,Chr5_24332648.0,24332648,4.41794e-06,10,AT5G60520;AT5G60510;AT5G60530;AT5G60500;AT5G60540;AT5G60490;AT5G60548;AT5G60550;AT5G60480;AT5G60470,AT5G60520,AT5G60520,0.0
3,Chr3_5061709.0,5061709,4.443064e-06,9,AT3G15030;AT3G15040;AT3G15020;AT3G15050;AT3G15055;AT3G15010;AT3G15060;AT3G15070;AT3G15000,AT3G15030,AT3G15030,0.0
1,Chr1_27915447.0,27915447,4.443284e-06,9,AT1G74230;AT1G74220;AT1G74240;AT1G74210;AT1G74250;AT1G74205;AT1G74200;AT1G74260;AT1G74190,AT1G74230,AT1G74230,0.0
1,Chr1_24635708.0,24635708,4.451505e-06,5,AT1G66150;AT1G66160;AT1G66170;AT1G66145;AT1G66173,AT1G66150,AT1G66150,959.0
1,Chr1_20877735.0,20877735,4.493319e-06,4,AT1G55850;AT1G55840;AT1G55860;AT1G55830,AT1G55850,AT1G55850,0.0
4,Chr4_10916190.0,10916190,4.493618e-06,5,AT4G20210;AT4G20220;AT4G20200;AT4G20230;AT4G20190,AT4G20210,AT4G20210,0.0
1,Chr1_16571845.0,16571845,4.493787e-06,4,AT1G43790;AT1G43780;AT1G43800;AT1G43810,AT1G43790,AT1G43790,4050.0
1,Chr1_16607785.0,16607785,4.511758e-06,1,AT1G43850,AT1G43850,AT1G43850,9344.0
2,Chr2_15845761.0,15845761,4.512993e-06,7,AT2G37810;AT2G37820;AT2G37800;AT2G37790;AT2G37840;AT2G37780;AT2G37770,AT2G37810,AT2G37810,0.0
1,Chr1_7073207.0,7073207,4.536323e-06,6,AT1G20400;AT1G20405;AT1G20410;AT1G20380;AT1G20420;AT1G20430,AT1G20400,AT1G20400,0.0
1,Chr1_15624029.0,15624029,4.542453e-06,0,,,,
1,Chr1_15639882.0,15639882,4.542453e-06,0,,,,
1,Chr1_15643401.0,15643401,4.542453e-06,2,AT1G41875;AT1G41880,AT1G41875,AT1G41875,6771.0
3,Chr3_14614898.0,14614898,4.544351e-06,2,AT3G42475;AT3G42473,AT3G42475,AT3G42475,5074.0
1,Chr1_22112777.0,22112777,4.548681e-06,4,AT1G60030;AT1G60025;AT1G60040;AT1G60050,AT1G60030,AT1G60030,1064.0
1,Chr1_22112800.0,22112800,4.548681e-06,4,AT1G60030;AT1G60025;AT1G60040;AT1G60050,AT1G60030,AT1G60030,1041.0
3,Chr3_7295451.0,7295451,4.556091e-06,3,AT3G20840;AT3G20850;AT3G20830,AT3G20840,AT3G20840,5224.0
3,Chr3_14635671.0,14635671,4.567332e-06,0,,,,
3,Chr3_6842960.0,6842960,4.567562e-06,6,AT3G19690;AT3G19680;AT3G19700;AT3G19710;AT3G19670;AT3G19720,AT3G19690,AT3G19690,104.0
5,Chr5_13146363.0,13146363,4.568335e-06,0,,,,
5,Chr5_1451217.0,1451217,4.587435e-06,4,AT5G04930;AT5G04940;AT5G04950;AT5G04920,AT5G04930,AT5G04930,1400.0
2,Chr2_18445777.0,18445777,4.588958e-06,7,AT2G44745;AT2G44740;AT2G44735;AT2G44750;AT2G44760;AT2G44730;AT2G44710,AT2G44745,AT2G44745,1496.0
3,Chr3_7470959.0,7470959,4.593192e-06,4,AT3G21270;AT3G21260;AT3G21280;AT3G21250,AT3G21270,AT3G21270,3720.0
4,Chr4_7907340.0,7907340,4.593388e-06,4,AT4G13590;AT4G13600;AT4G13580;AT4G13610,AT4G13590,AT4G13590,3315.0
1,Chr1_26626513.0,26626513,4.598757e-06,7,AT1G70610;AT1G70620;AT1G70630;AT1G70600;AT1G70590;AT1G70581;AT1G70640,AT1G70610,AT1G70610,10.0
1,Chr1_26631663.0,26631663,4.598757e-06,7,AT1G70630;AT1G70620;AT1G70640;AT1G70610;AT1G70645;AT1G70650;AT1G70660,AT1G70630,AT1G70630,0.0
1,Chr1_26632412.0,26632412,4.598757e-06,7,AT1G70630;AT1G70620;AT1G70640;AT1G70645;AT1G70650;AT1G70610;AT1G70660,AT1G70630,AT1G70630,0.0
1,Chr1_26635126.0,26635126,4.598757e-06,8,AT1G70630;AT1G70640;AT1G70645;AT1G70650;AT1G70620;AT1G70660;AT1G70610;AT1G70670,AT1G70630,AT1G70630,1024.0
1,Chr1_27123407.0,27123407,4.60648e-06,9,AT1G72090;AT1G72080;AT1G72070;AT1G72100;AT1G72060;AT1G72110;AT1G72050;AT1G72120;AT1G72040,AT1G72090,AT1G72090,160.0
1,Chr1_27129124.0,27129124,4.60648e-06,8,AT1G72110;AT1G72100;AT1G72090;AT1G72120;AT1G72125;AT1G72080;AT1G72130;AT1G72070,AT1G72110,AT1G72110,0.0
4,Chr4_6074238.0,6074238,4.613402e-06,5,AT4G09610;AT4G09600;AT4G09620;AT4G09590;AT4G09630,AT4G09610,AT4G09610,532.0
4,Chr4_6074475.0,6074475,4.613402e-06,5,AT4G09610;AT4G09600;AT4G09620;AT4G09590;AT4G09630,AT4G09610,AT4G09610,295.0
4,Chr4_6074558.0,6074558,4.613402e-06,5,AT4G09610;AT4G09600;AT4G09620;AT4G09590;AT4G09630,AT4G09610,AT4G09610,212.0
4,Chr4_6074653.0,6074653,4.613402e-06,5,AT4G09610;AT4G09600;AT4G09620;AT4G09590;AT4G09630,AT4G09610,AT4G09610,117.0
4,Chr4_9587509.0,9587509,4.640329e-06,7,AT4G17040;AT4G17050;AT4G17030;AT4G17060;AT4G17020;AT4G17070;AT4G17010,AT4G17040,AT4G17040,0.0
3,Chr3_7341703.0,7341703,4.642407e-06,7,AT3G20940;AT3G20950;AT3G20960;AT3G20935;AT3G20966;AT3G20970;AT3G20930,AT3G20940,AT3G20940,48.0
3,Chr3_7345147.0,7345147,4.642407e-06,7,AT3G20960;AT3G20950;AT3G20966;AT3G20970;AT3G20940;AT3G20978;AT3G20935,AT3G20960,AT3G20960,289.0
2,Chr2_8108240.0,8108240,4.645224e-06,5,AT2G18700;AT2G18710;AT2G18720;AT2G18721;AT2G18690,AT2G18700,AT2G18700,803.0
5,Chr5_23686690.0,23686690,4.64529e-06,7,AT5G58610;AT5G58600;AT5G58595;AT5G58590;AT5G58620;AT5G58580;AT5G58630,AT5G58610,AT5G58610,81.0
5,Chr5_23686691.0,23686691,4.64529e-06,7,AT5G58610;AT5G58600;AT5G58595;AT5G58590;AT5G58620;AT5G58580;AT5G58630,AT5G58610,AT5G58610,80.0
5,Chr5_23688873.0,23688873,4.64529e-06,7,AT5G58610;AT5G58600;AT5G58620;AT5G58595;AT5G58590;AT5G58630;AT5G58640,AT5G58610,AT5G58610,0.0
5,Chr5_23691176.0,23691176,4.64529e-06,8,AT5G58610;AT5G58620;AT5G58630;AT5G58600;AT5G58640;AT5G58595;AT5G58650;AT5G58590,AT5G58610,AT5G58610,123.0
5,Chr5_23691474.0,23691474,4.64529e-06,9,AT5G58610;AT5G58620;AT5G58630;AT5G58600;AT5G58640;AT5G58650;AT5G58595;AT5G58590;AT5G58660,AT5G58610,AT5G58610,421.0
2,Chr2_7513529.0,7513529,4.653906e-06,7,AT2G17280;AT2G17270;AT2G17290;AT2G17265;AT2G17260;AT2G17295;AT2G17300,AT2G17280,AT2G17280,0.0
1,Chr1_17329931.0,17329931,4.6688e-06,9,AT1G47271;AT1G47278;AT1G47270;AT1G47280;AT1G47265;AT1G47290;AT1G47260;AT1G47250;AT1G47300,AT1G47271,AT1G47271,0.0
1,Chr1_17329999.0,17329999,4.6688e-06,9,AT1G47271;AT1G47278;AT1G47270;AT1G47280;AT1G47265;AT1G47290;AT1G47260;AT1G47250;AT1G47300,AT1G47271,AT1G47271,0.0
4,Chr4_18037498.0,18037498,4.669972e-06,7,AT4G38590;AT4G38580;AT4G38600;AT4G38570;AT4G38560;AT4G38550;AT4G38552,AT4G38590,AT4G38590,0.0
2,Chr2_16737069.0,16737069,4.671021e-06,8,AT2G40085;AT2G40090;AT2G40081;AT2G40080;AT2G40070;AT2G40095;AT2G40100;AT2G40060,AT2G40085,AT2G40085,0.0
2,Chr2_16737244.0,16737244,4.671021e-06,8,AT2G40085;AT2G40090;AT2G40081;AT2G40080;AT2G40070;AT2G40095;AT2G40100;AT2G40060,AT2G40085,AT2G40085,0.0
2,Chr2_16737509.0,16737509,4.671021e-06,8,AT2G40090;AT2G40085;AT2G40081;AT2G40080;AT2G40095;AT2G40070;AT2G40100;AT2G40060,AT2G40090,AT2G40090,0.0
2,Chr2_16740584.0,16740584,4.671021e-06,9,AT2G40090;AT2G40095;AT2G40085;AT2G40100;AT2G40081;AT2G40080;AT2G40110;AT2G40070;AT2G40113,AT2G40090,AT2G40090,214.0
2,Chr2_16813249.0,16813249,4.671021e-06,6,AT2G40250;AT2G40240;AT2G40260;AT2G40233;AT2G40230;AT2G40270,AT2G40250,AT2G40250,81.0
1,Chr1_15627103.0,15627103,4.675804e-06,0,,,,
1,Chr1_15634136.0,15634136,4.675804e-06,0,,,,
1,Chr1_15634138.0,15634138,4.675804e-06,0,,,,
