Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT2G05786,LOC_Os06g39110,,,
AT2G05810,LOC_Os06g42580,,,
AT2G05850,LOC_Os06g43650,,,
AT2G05900,LOC_Os06g46100,,,
AT2G05910,LOC_Os06g46120,,,
AT2G05920,LOC_Os06g46480,,,
AT2G06025,LOC_Os06g46950,,,
AT2G06090,LOC_Os06g51530,,,
AT2G06095,LOC_Os07g03540,,,
AT2G06166,LOC_Os07g04720,,,
AT2G06210,LOC_Os07g05390,,,
AT2G06255,LOC_Os07g05950,,,
AT2G06420,LOC_Os07g06960,,,
AT2G06500,LOC_Os07g08470,,,
AT2G06850,LOC_Os07g10120,,,
AT2G06904,LOC_Os07g12840,,,
AT2G06908,LOC_Os07g13060,,,
AT2G07240,LOC_Os07g15120,,,
AT2G07280,LOC_Os07g16080,,,
AT2G07290,LOC_Os07g17790,,,
AT2G07310,LOC_Os07g18120,,,
AT2G07440,LOC_Os07g18130,,,
AT2G07560,LOC_Os07g25100,,,
AT2G07640,LOC_Os07g29870,,,
AT2G07750,LOC_Os07g30220,,,
AT2G07981,LOC_Os07g34690,,,
AT2G09838,LOC_Os07g35140,,,
AT2G09840,LOC_Os07g37800,,,
AT2G10020,LOC_Os07g38080,,,
AT2G10920,LOC_Os07g39310,,,
AT2G11015,LOC_Os07g40050,,,
AT2G11200,LOC_Os07g40060,,,
AT2G11271,LOC_Os07g40130,,,
AT2G11405,LOC_Os07g40140,,,
AT2G11620,LOC_Os07g40240,,,
AT2G11778,LOC_Os07g40320,,,
AT2G12200,LOC_Os07g40404,,,
AT2G12280,LOC_Os07g42770,,,
AT2G12400,LOC_Os07g44220,,,
AT2G12405,LOC_Os07g44370,,,
AT2G12461,LOC_Os07g45920,,,
AT2G12462,LOC_Os07g46080,,,
AT2G12465,LOC_Os08g01190,,,
AT2G12475,LOC_Os08g03010,,,
AT2G12480,LOC_Os08g04450,,,
AT2G12550,LOC_Os08g05220,,,
AT2G12557,LOC_Os08g05690,,,
AT2G12646,LOC_Os08g06040,,,
AT2G12875,LOC_Os08g06390,,,
AT2G12900,LOC_Os08g06478,,,
AT2G12905,LOC_Os08g06640,,,
AT2G12935,LOC_Os08g08580,,,
AT2G12940,LOC_Os08g10540,,,
AT2G12945,LOC_Os08g12390,,,
AT2G12977,LOC_Os08g12500,,,
AT2G13100,LOC_Os08g13410,,,
AT2G13125,LOC_Os08g14580,,,
AT2G13150,LOC_Os08g19680,,,
AT2G13272,LOC_Os08g22370,,,
AT2G13290,LOC_Os08g23480,,,
AT2G13295,LOC_Os08g28490,,,
AT2G13363,LOC_Os08g28500,,,
AT2G13370,LOC_Os08g32830,,,
AT2G13422,LOC_Os08g33160,,,
AT2G13440,LOC_Os08g36490,,,
AT2G13463,LOC_Os08g36520,,,
AT2G13500,LOC_Os08g36530,,,
AT2G13547,LOC_Os08g36550,,,
AT2G13570,LOC_Os08g36620,,,
AT2G13600,LOC_Os08g36640,,,
AT2G13620,LOC_Os08g36670,,,
AT2G13690,LOC_Os08g36720,,,
AT2G13820,LOC_Os08g37070,,,
AT2G13840,LOC_Os08g37280,,,
AT2G13895,LOC_Os08g38280,,,
AT2G13900,LOC_Os08g39760,,,
AT2G13950,LOC_Os08g41460,,,
AT2G14045,LOC_Os08g42450,,,
AT2G14170,LOC_Os08g42490,,,
AT2G14760,LOC_Os08g42520,,,
AT2G14820,LOC_Os08g42620,,,
AT2G14830,LOC_Os08g42650,,,
AT2G14835,LOC_Os08g42670,,,
AT2G14846,LOC_Os08g42860,,,
AT2G14850,LOC_Os08g42870,,,
AT2G14870,LOC_Os08g42880,,,
AT2G14878,LOC_Os08g42910,,,
AT2G14960,LOC_Os08g42940,,,
AT2G15110,LOC_Os08g42950,,,
AT2G15128,LOC_Os08g43400,,,
AT2G15130,LOC_Os08g44240,,,
AT2G15350,LOC_Os08g44790,,,
AT2G15420,LOC_Os08g44860,,,
AT2G15500,LOC_Os08g44910,,,
AT2G15530,LOC_Os09g01340,,,
AT2G15555,LOC_Os09g01860,,,
AT2G15560,LOC_Os09g02190,,,
AT2G15570,LOC_Os09g02214,,,
AT2G15580,LOC_Os09g02250,,,
AT2G15590,LOC_Os09g02260,,,
AT2G15660,LOC_Os09g02390,,,
AT2G15860,LOC_Os09g02400,,,
AT2G15980,LOC_Os09g02440,,,
AT2G16090,LOC_Os09g02460,,,
AT2G16145,LOC_Os09g02470,,,
AT2G16190,LOC_Os09g02530,,,
AT2G16405,LOC_Os09g02570,,,
AT2G16430,LOC_Os09g02580,,,
AT2G16440,LOC_Os09g02600,,,
AT2G16500,LOC_Os09g02630,,,
AT2G16586,LOC_Os09g02760,,,
AT2G16592,LOC_Os09g02770,,,
AT2G16676,LOC_Os09g02920,,,
AT2G16900,LOC_Os09g03130,,,
AT2G16940,LOC_Os09g03210,,,
AT2G16960,LOC_Os09g03300,,,
AT2G16980,LOC_Os09g03420,,,
AT2G17070,LOC_Os09g03440,,,
AT2G17140,LOC_Os09g03480,,,
AT2G17220,LOC_Os09g03560,,,
AT2G17480,LOC_Os09g03570,,,
AT2G18880,LOC_Os09g03620,,,
AT2G19180,LOC_Os09g03650,,,
AT2G19220,LOC_Os09g03710,,,
AT2G19440,LOC_Os09g03750,,,
AT2G19480,LOC_Os09g03800,,,
AT2G19760,LOC_Os09g03820,,,
AT2G19850,LOC_Os09g03830,,,
AT2G20000,LOC_Os09g04000,,,
AT2G20140,LOC_Os09g04050,,,
AT2G20190,LOC_Os09g04080,,,
AT2G20208,LOC_Os09g04130,,,
AT2G20210,LOC_Os09g04150,,,
AT2G20240,LOC_Os09g04160,,,
AT2G20250,LOC_Os09g04170,,,
AT2G20280,LOC_Os09g04210,,,
AT2G20290,LOC_Os09g04260,,,
AT2G20300,LOC_Os09g04270,,,
AT2G20310,LOC_Os09g04300,,,
AT2G20330,LOC_Os09g04410,,,
AT2G20800,LOC_Os09g04450,,,
AT2G22080,LOC_Os09g04460,,,
AT2G22426,LOC_Os09g04570,,,
AT2G22790,LOC_Os09g04600,,,
AT2G22870,LOC_Os09g04624,,,
AT2G22905,LOC_Os09g04710,,,
AT2G23000,LOC_Os09g04730,,,
AT2G23200,LOC_Os09g04760,,,
AT2G23300,LOC_Os09g04890,,,
AT2G23320,LOC_Os09g04940,,,
AT2G23321,LOC_Os09g04950,,,
AT2G23340,LOC_Os09g04960,,,
AT2G23348,LOC_Os09g05020,,,
AT2G23380,LOC_Os09g05060,,,
AT2G23430,LOC_Os09g05070,,,
AT2G23440,LOC_Os09g05120,,,
AT2G23560,LOC_Os09g06120,,,
AT2G23590,LOC_Os09g06150,,,
AT2G23820,LOC_Os09g06160,,,
AT2G23840,LOC_Os09g06220,,,
AT2G23890,LOC_Os09g06230,,,
AT2G23900,LOC_Os09g06240,,,
AT2G23910,LOC_Os09g06250,,,
AT2G23960,LOC_Os09g06310,,,
AT2G24000,LOC_Os09g06320,,,
AT2G24010,LOC_Os09g06330,,,
AT2G24050,LOC_Os09g06390,,,
AT2G24060,LOC_Os09g06400,,,
AT2G24090,LOC_Os09g06410,,,
AT2G24120,LOC_Os09g06464,,,
AT2G24130,LOC_Os09g06499,,,
AT2G24140,LOC_Os09g06530,,,
AT2G24170,LOC_Os09g06550,,,
AT2G24180,LOC_Os09g06680,,,
AT2G24200,LOC_Os09g06690,,,
AT2G24205,LOC_Os09g06710,,,
AT2G24280,LOC_Os09g06800,,,
AT2G24360,LOC_Os09g06830,,,
AT2G24420,LOC_Os09g06920,,,
AT2G24430,LOC_Os09g06990,,,
AT2G24470,LOC_Os09g07070,,,
AT2G24560,LOC_Os09g07100,,,
AT2G24670,LOC_Os09g07120,,,
AT2G24720,LOC_Os09g07130,,,
AT2G24755,LOC_Os09g07140,,,
AT2G25310,LOC_Os09g07160,,,
AT2G25450,LOC_Os09g07170,,,
AT2G25690,LOC_Os09g07180,,,
AT2G25810,LOC_Os09g07230,,,
AT2G26550,LOC_Os09g07280,,,
AT2G27380,LOC_Os09g07290,,,
AT2G27535,LOC_Os09g07320,,,
AT2G27860,LOC_Os09g07380,,,
AT2G27880,LOC_Os09g07390,,,
AT2G27920,LOC_Os09g07400,,,
AT2G27930,LOC_Os09g07420,,,
AT2G27940,LOC_Os09g07430,,,
AT2G27950,LOC_Os09g07440,,,
AT2G27960,LOC_Os09g07510,,,
AT2G27970,LOC_Os09g07530,,,
AT2G27980,LOC_Os09g07570,,,
AT2G27990,LOC_Os09g07580,,,
AT2G28030,LOC_Os09g07590,,,
AT2G28840,LOC_Os09g07600,,,
AT2G28970,LOC_Os09g07610,,,
AT2G29360,LOC_Os09g07620,,,
AT2G29410,LOC_Os09g07660,,,
AT2G29450,LOC_Os09g07680,,,
AT2G29628,LOC_Os09g07690,,,
AT2G29850,LOC_Os09g07720,,,
AT2G29920,LOC_Os09g07730,,,
AT2G29970,LOC_Os09g07740,,,
AT2G30900,LOC_Os09g07820,,,
AT2G30910,LOC_Os09g08072,,,
AT2G30920,LOC_Os09g08190,,,
AT2G31018,LOC_Os09g08480,,,
AT2G31150,LOC_Os09g08500,,,
AT2G31200,LOC_Os09g11300,,,
AT2G31820,LOC_Os09g11650,,,
AT2G32670,LOC_Os09g11790,,,
AT2G32698,LOC_Os09g13440,,,
AT2G32700,LOC_Os09g15020,,,
AT2G33470,LOC_Os09g15310,,,
AT2G33700,LOC_Os09g17800,,,
AT2G33855,LOC_Os09g20020,,,
AT2G33980,LOC_Os09g26550,,,
AT2G34660,LOC_Os09g31300,,,
AT2G34770,LOC_Os09g32944,,,
AT2G34920,LOC_Os09g36140,,,
AT2G35050,LOC_Os09g38900,,,
AT2G35155,LOC_Os10g03500,,,
AT2G35160,LOC_Os10g06360,,,
AT2G35260,LOC_Os10g08018,,,
AT2G36885,LOC_Os10g08170,,,
AT2G36890,LOC_Os10g10840,,,
AT2G36895,LOC_Os10g11090,,,
AT2G36900,LOC_Os10g11250,,,
AT2G37020,LOC_Os10g11630,,,
AT2G37035,LOC_Os10g11690,,,
AT2G37195,LOC_Os10g11750,,,
AT2G37240,LOC_Os10g12670,,,
AT2G37250,LOC_Os10g12808,,,
AT2G37290,LOC_Os10g12812,,,
AT2G37300,LOC_Os10g13510,,,
AT2G37440,LOC_Os10g13760,,,
AT2G37860,LOC_Os10g13830,,,
AT2G38140,LOC_Os10g14194,,,
AT2G38240,LOC_Os10g14840,,,
AT2G39010,LOC_Os10g15000,,,
AT2G39050,LOC_Os10g16700,,,
AT2G39060,LOC_Os10g16780,,,
AT2G39080,LOC_Os10g16824,,,
AT2G39090,LOC_Os10g16840,,,
AT2G39100,LOC_Os10g17210,,,
AT2G39130,LOC_Os10g17250,,,
AT2G39140,LOC_Os10g17320,,,
AT2G39170,LOC_Os10g17400,,,
AT2G39175,LOC_Os10g17724,,,
AT2G39180,LOC_Os10g18294,,,
AT2G39190,LOC_Os10g19000,,,
AT2G39200,LOC_Os10g21100,,,
AT2G39210,LOC_Os10g21560,,,
AT2G39240,LOC_Os10g22600,,,
AT2G39260,LOC_Os10g23240,,,
AT2G39280,LOC_Os10g23970,,,
AT2G39320,LOC_Os10g24150,,,
AT2G39340,LOC_Os10g24730,,,
AT2G40090,LOC_Os10g25340,,,
AT2G40610,LOC_Os10g25349,,,
AT2G40620,LOC_Os10g25360,,,
AT2G40640,LOC_Os10g30420,,,
AT2G40720,LOC_Os10g32270,,,
AT2G41010,LOC_Os10g33270,,,
AT2G41070,LOC_Os10g33770,,,
AT2G41100,LOC_Os10g33930,,,
AT2G41110,LOC_Os10g36450,,,
AT2G41140,LOC_Os10g37170,,,
AT2G41160,LOC_Os10g37180,,,
AT2G41178,LOC_Os10g37290,,,
AT2G41390,LOC_Os10g37430,,,
AT2G42005,LOC_Os10g39910,,,
AT2G42010,LOC_Os10g41050,,,
AT2G42030,LOC_Os10g41730,,,
AT2G42290,LOC_Os10g41740,,,
AT2G42330,LOC_Os10g41920,,,
AT2G42340,LOC_Os11g02240,,,
AT2G42350,LOC_Os11g02550,,,
AT2G42365,LOC_Os11g05500,,,
AT2G42390,LOC_Os11g07870,,,
AT2G42395,LOC_Os11g13670,,,
AT2G42400,LOC_Os11g14250,,,
AT2G42425,LOC_Os11g14360,,,
AT2G42440,LOC_Os11g15580,,,
AT2G42460,LOC_Os11g18750,,,
AT2G42490,LOC_Os11g22396,,,
AT2G42580,LOC_Os11g23760,,,
AT2G43210,LOC_Os11g23810,,,
AT2G43240,LOC_Os11g25780,,,
AT2G43250,LOC_Os11g27620,,,
AT2G44100,LOC_Os11g27980,,,
AT2G44870,LOC_Os11g28880,,,
AT2G45023,LOC_Os11g31190,,,
AT2G45770,LOC_Os11g33938,,,
AT2G45910,LOC_Os11g34020,,,
AT2G45920,LOC_Os11g34040,,,
AT2G46120,LOC_Os11g35250,,,
AT2G46170,LOC_Os11g35260,,,
AT2G46190,LOC_Os11g35700,,,
AT2G46200,LOC_Os11g37410,,,
AT2G46230,LOC_Os11g39990,,,
AT2G46250,LOC_Os11g40550,,,
AT2G46270,LOC_Os11g40620,,,
AT2G46290,LOC_Os11g40920,,,
AT2G46340,LOC_Os11g40930,,,
AT2G46460,LOC_Os11g40940,,,
AT2G46662,LOC_Os11g40950,,,
AT2G46680,LOC_Os11g40960,,,
AT2G46750,LOC_Os11g40970,,,
AT2G46760,LOC_Os11g41000,,,
AT2G46830,LOC_Os11g43310,,,
AT2G47160,LOC_Os11g43890,,,
AT2G47844,LOC_Os11g47441,,,
AT3G01150,LOC_Os11g48090,,,
AT3G01320,LOC_Os12g02385,,,
AT3G02000,LOC_Os12g02550,,,
AT3G02240,LOC_Os12g03530,,,
AT3G02250,LOC_Os12g04660,,,
AT3G02490,LOC_Os12g04990,,,
AT3G02493,LOC_Os12g07050,,,
AT3G02580,LOC_Os12g07310,,,
AT3G02960,LOC_Os12g08640,,,
AT3G04280,LOC_Os12g09540,,,
AT3G05010,LOC_Os12g10604,,,
AT3G05410,LOC_Os12g14250,,,
AT3G05470,LOC_Os12g18130,,,
AT3G05570,LOC_Os12g19040,,,
AT3G06125,LOC_Os12g20250,,,
AT3G07350,LOC_Os12g21500,,,
AT3G07550,LOC_Os12g24530,,,
AT3G07840,LOC_Os12g25850,,,
AT3G09370,LOC_Os12g27060,,,
AT3G09790,LOC_Os12g31340,,,
AT3G09800,LOC_Os12g31350,,,
AT3G09810,LOC_Os12g31490,,,
AT3G10160,LOC_Os12g31910,,,
AT3G11590,LOC_Os12g31940,,,
AT3G11591,LOC_Os12g32360,,,
AT3G11600,LOC_Os12g33160,,,
AT3G12010,LOC_Os12g33194,,,
AT3G12050,LOC_Os12g36730,,,
AT3G12080,LOC_Os12g36750,,,
AT3G12100,LOC_Os12g36760,,,
AT3G12140,,,,
AT3G12320,,,,
AT3G12350,,,,
AT3G12670,,,,
AT3G12680,,,,
AT3G12840,,,,
AT3G13060,,,,
AT3G13227,,,,
AT3G13275,,,,
AT3G13335,,,,
AT3G13370,,,,
AT3G13380,,,,
AT3G13390,,,,
AT3G13400,,,,
AT3G13404,,,,
AT3G13432,,,,
AT3G13460,,,,
AT3G13470,,,,
AT3G13480,,,,
AT3G13490,,,,
AT3G13530,,,,
AT3G13570,,,,
AT3G13724,,,,
AT3G14090,,,,
AT3G14830,,,,
AT3G14930,,,,
AT3G15090,,,,
AT3G15880,,,,
AT3G16000,,,,
AT3G17360,,,,
AT3G17712,,,,
AT3G17720,,,,
AT3G17950,,,,
AT3G18510,,,,
AT3G18524,,,,
AT3G18952,,,,
AT3G19610,,,,
AT3G19680,,,,
AT3G19760,,,,
AT3G19890,,,,
AT3G19920,,,,
AT3G19940,,,,
AT3G20080,,,,
AT3G20190,,,,
AT3G20993,,,,
AT3G21070,,,,
AT3G21160,,,,
AT3G21190,,,,
AT3G22142,,,,
AT3G22580,,,,
AT3G23080,,,,
AT3G23172,,,,
AT3G23380,,,,
AT3G23570,,,,
AT3G23727,,,,
AT3G24050,,,,
AT3G24065,,,,
AT3G24130,,,,
AT3G24210,,,,
AT3G24820,,,,
AT3G25990,,,,
AT3G26125,,,,
AT3G26140,,,,
AT3G26235,,,,
AT3G26700,,,,
AT3G26742,,,,
AT3G27100,,,,
AT3G27180,,,,
AT3G27190,,,,
AT3G27620,,,,
AT3G27990,,,,
AT3G28070,,,,
AT3G28180,,,,
AT3G28360,,,,
AT3G28610,,,,
AT3G28640,,,,
AT3G28650,,,,
AT3G28660,,,,
AT3G28670,,,,
AT3G28680,,,,
AT3G28685,,,,
AT3G28690,,,,
AT3G28820,,,,
AT3G28850,,,,
AT3G28857,,,,
AT3G28860,,,,
AT3G28870,,,,
AT3G28910,,,,
AT3G28925,,,,
AT3G29030,,,,
AT3G29033,,,,
AT3G29035,,,,
AT3G29180,,,,
AT3G29310,,,,
AT3G29320,,,,
AT3G29350,,,,
AT3G29360,,,,
AT3G29431,,,,
AT3G29450,,,,
AT3G29560,,,,
AT3G29570,,,,
AT3G29580,,,,
AT3G29590,,,,
AT3G29630,,,,
AT3G29633,,,,
AT3G29635,,,,
AT3G29636,,,,
AT3G29638,,,,
AT3G29639,,,,
AT3G29644,,,,
AT3G29670,,,,
AT3G29680,,,,
AT3G29690,,,,
AT3G29720,,,,
AT3G29740,,,,
AT3G29750,,,,
AT3G29765,,,,
AT3G29770,,,,
AT3G29780,,,,
AT3G29785,,,,
AT3G29791,,,,
AT3G29796,,,,
AT3G29797,,,,
AT3G29830,,,,
AT3G29970,,,,
AT3G30160,,,,
AT3G30180,,,,
AT3G30210,,,,
AT3G30222,,,,
AT3G30247,,,,
AT3G30340,,,,
AT3G30370,,,,
AT3G30380,,,,
AT3G30390,,,,
AT3G30391,,,,
AT3G30430,,,,
AT3G30456,,,,
AT3G30460,,,,
AT3G30520,,,,
AT3G30530,,,,
AT3G30540,,,,
AT3G30580,,,,
AT3G30705,,,,
AT3G30720,,,,
AT3G30730,,,,
AT3G30805,,,,
AT3G30820,,,,
AT3G30840,,,,
AT3G30842,,,,
AT3G31051,,,,
AT3G31068,,,,
AT3G31350,,,,
AT3G31400,,,,
AT3G31430,,,,
AT3G31900,,,,
AT3G31950,,,,
AT3G32090,,,,
AT3G32130,,,,
AT3G32150,,,,
AT3G32190,,,,
AT3G32260,,,,
AT3G32280,,,,
AT3G32330,,,,
AT3G32410,,,,
AT3G32896,,,,
AT3G32904,,,,
AT3G32905,,,,
AT3G32920,,,,
AT3G32980,,,,
AT3G33494,,,,
AT3G33520,,,,
AT3G33528,,,,
AT3G33530,,,,
AT3G41762,,,,
AT3G42050,,,,
AT3G42060,,,,
AT3G42140,,,,
AT3G42150,,,,
AT3G42155,,,,
AT3G42160,,,,
AT3G42170,,,,
AT3G42180,,,,
AT3G42310,,,,
AT3G42390,,,,
AT3G42473,,,,
AT3G42475,,,,
AT3G42550,,,,
AT3G42560,,,,
AT3G42565,,,,
AT3G42570,,,,
AT3G42628,,,,
AT3G42630,,,,
AT3G42640,,,,
AT3G42660,,,,
AT3G42670,,,,
AT3G42725,,,,
AT3G42728,,,,
AT3G42770,,,,
AT3G42780,,,,
AT3G42786,,,,
AT3G42790,,,,
AT3G42800,,,,
AT3G42830,,,,
AT3G42850,,,,
AT3G42860,,,,
AT3G42870,,,,
AT3G42880,,,,
AT3G42940,,,,
AT3G42950,,,,
AT3G42960,,,,
AT3G42990,,,,
AT3G43083,,,,
AT3G43120,,,,
AT3G43148,,,,
AT3G43153,,,,
AT3G43160,,,,
AT3G43190,,,,
AT3G43210,,,,
AT3G43220,,,,
AT3G43270,,,,
AT3G43291,,,,
AT3G43300,,,,
AT3G43340,,,,
AT3G43400,,,,
AT3G43402,,,,
AT3G43420,,,,
AT3G43470,,,,
AT3G43505,,,,
AT3G43583,,,,
AT3G43590,,,,
AT3G43682,,,,
AT3G43700,,,,
AT3G43829,,,,
AT3G43920,,,,
AT3G43930,,,,
AT3G43940,,,,
AT3G43950,,,,
AT3G43960,,,,
AT3G43980,,,,
AT3G43990,,,,
AT3G44006,,,,
AT3G44020,,,,
AT3G44050,,,,
AT3G44130,,,,
AT3G44150,,,,
AT3G44160,,,,
AT3G44170,,,,
AT3G44261,,,,
AT3G44280,,,,
AT3G44320,,,,
AT3G44326,,,,
AT3G44340,,,,
AT3G44610,,,,
AT3G44670,,,,
AT3G44716,,,,
AT3G44730,,,,
AT3G44790,,,,
AT3G44800,,,,
AT3G44805,,,,
AT3G44810,,,,
AT3G44830,,,,
AT3G44850,,,,
AT3G44860,,,,
AT3G44870,,,,
AT3G44880,,,,
AT3G44935,,,,
AT3G44940,,,,
AT3G45090,,,,
AT3G45093,,,,
AT3G45100,,,,
AT3G45130,,,,
AT3G45140,,,,
AT3G45150,,,,
AT3G45160,,,,
AT3G45170,,,,
AT3G45200,,,,
AT3G45220,,,,
AT3G45300,,,,
AT3G45330,,,,
AT3G45400,,,,
AT3G45410,,,,
AT3G45460,,,,
AT3G45490,,,,
AT3G45630,,,,
AT3G45690,,,,
AT3G45720,,,,
AT3G45770,,,,
AT3G45820,,,,
AT3G45850,,,,
AT3G45910,,,,
AT3G45990,,,,
AT3G46060,,,,
AT3G46090,,,,
AT3G46390,,,,
AT3G46668,,,,
AT3G46920,,,,
AT3G47080,,,,
AT3G47190,,,,
AT3G47400,,,,
AT3G47760,,,,
AT3G47930,,,,
AT3G48530,,,,
AT3G48560,,,,
AT3G48570,,,,
AT3G48580,,,,
AT3G48610,,,,
AT3G48620,,,,
AT3G48630,,,,
AT3G48640,,,,
AT3G48710,,,,
AT3G48720,,,,
AT3G48745,,,,
AT3G48770,,,,
AT3G48830,,,,
AT3G48880,,,,
AT3G49120,,,,
AT3G49530,,,,
AT3G49690,,,,
AT3G50250,,,,
AT3G50270,,,,
AT3G50280,,,,
AT3G50300,,,,
AT3G50337,,,,
AT3G50530,,,,
AT3G50560,,,,
AT3G51620,,,,
AT3G51630,,,,
AT3G52470,,,,
AT3G52561,,,,
AT3G52820,,,,
AT3G53270,,,,
AT3G53670,,,,
AT3G53930,,,,
AT3G53960,,,,
AT3G53990,,,,
AT3G54130,,,,
AT3G54360,,,,
AT3G54440,,,,
AT3G54730,,,,
AT3G54780,,,,
AT3G55210,,,,
AT3G55560,,,,
AT3G55710,,,,
AT3G55720,,,,
AT3G55730,,,,
AT3G56010,,,,
AT3G56160,,,,
AT3G56210,,,,
AT3G56360,,,,
AT3G56780,,,,
AT3G56891,,,,
AT3G56920,,,,
AT3G57000,,,,
AT3G57030,,,,
AT3G57060,,,,
AT3G57090,,,,
AT3G57120,,,,
AT3G57130,,,,
AT3G57330,,,,
AT3G57530,,,,
AT3G57660,,,,
AT3G58000,,,,
AT3G58030,,,,
AT3G58070,,,,
AT3G58120,,,,
AT3G58390,,,,
AT3G58440,,,,
AT3G58620,,,,
AT3G59180,,,,
AT3G59510,,,,
AT3G59670,,,,
AT3G60176,,,,
AT3G61350,,,,
AT3G61380,,,,
AT3G61550,,,,
AT3G61560,,,,
AT3G61860,,,,
AT3G63200,,,,
AT4G00085,,,,
AT4G00400,,,,
AT4G00416,,,,
AT4G00550,,,,
AT4G00590,,,,
AT4G00600,,,,
AT4G00620,,,,
AT4G00630,,,,
AT4G00650,,,,
AT4G00700,,,,
AT4G00720,,,,
AT4G00760,,,,
AT4G00890,,,,
AT4G00910,,,,
AT4G00930,,,,
AT4G01140,,,,
AT4G01290,,,,
AT4G01440,,,,
AT4G01455,,,,
AT4G01460,,,,
AT4G01480,,,,
AT4G01720,,,,
AT4G01770,,,,
AT4G02380,,,,
AT4G02420,,,,
AT4G02500,,,,
AT4G02740,,,,
AT4G02920,,,,
AT4G03090,,,,
AT4G03140,,,,
AT4G03160,,,,
AT4G03200,,,,
AT4G03210,,,,
AT4G03260,,,,
AT4G03270,,,,
AT4G03540,,,,
AT4G03550,,,,
AT4G03560,,,,
AT4G03723,,,,
AT4G03740,,,,
AT4G03965,,,,
AT4G04030,,,,
AT4G04040,,,,
AT4G04077,,,,
AT4G04090,,,,
AT4G04110,,,,
AT4G04180,,,,
AT4G04210,,,,
AT4G04223,,,,
AT4G04260,,,,
AT4G04315,,,,
AT4G04320,,,,
AT4G04402,,,,
AT4G04404,,,,
AT4G04450,,,,
AT4G04460,,,,
AT4G04510,,,,
AT4G04570,,,,
AT4G04601,,,,
AT4G04610,,,,
AT4G04632,,,,
AT4G04650,,,,
AT4G04710,,,,
AT4G04720,,,,
AT4G04850,,,,
AT4G04860,,,,
AT4G04870,,,,
AT4G04880,,,,
AT4G04900,,,,
AT4G04910,,,,
AT4G04920,,,,
AT4G04950,,,,
AT4G04985,,,,
AT4G05000,,,,
AT4G05260,,,,
AT4G05310,,,,
AT4G05553,,,,
AT4G05590,,,,
AT4G05612,,,,
AT4G05632,,,,
AT4G06490,,,,
AT4G06526,,,,
AT4G06534,,,,
AT4G06583,,,,
AT4G06688,,,,
AT4G06701,,,,
AT4G06740,,,,
AT4G07515,,,,
AT4G07526,,,,
AT4G07740,,,,
AT4G07868,,,,
AT4G07940,,,,
AT4G08040,,,,
AT4G08097,,,,
AT4G08116,,,,
AT4G08320,,,,
AT4G08540,,,,
AT4G08550,,,,
AT4G08580,,,,
AT4G08593,,,,
AT4G08620,,,,
AT4G08685,,,,
AT4G08691,,,,
AT4G08700,,,,
AT4G08730,,,,
AT4G08760,,,,
AT4G08770,,,,
AT4G08780,,,,
AT4G08790,,,,
AT4G08800,,,,
AT4G08810,,,,
AT4G08840,,,,
AT4G08850,,,,
AT4G08867,,,,
AT4G08869,,,,
AT4G08870,,,,
AT4G08878,,,,
AT4G08895,,,,
AT4G08910,,,,
AT4G08930,,,,
AT4G08967,,,,
AT4G08990,,,,
AT4G09360,,,,
AT4G09560,,,,
AT4G09580,,,,
AT4G09730,,,,
AT4G09760,,,,
AT4G09770,,,,
AT4G09860,,,,
AT4G09880,,,,
AT4G09900,,,,
AT4G10310,,,,
AT4G10380,,,,
AT4G10480,,,,
AT4G10570,,,,
AT4G10700,,,,
AT4G11140,,,,
AT4G11190,,,,
AT4G11400,,,,
AT4G11410,,,,
AT4G11430,,,,
AT4G11440,,,,
AT4G11450,,,,
AT4G11480,,,,
AT4G11550,,,,
AT4G11770,,,,
AT4G11845,,,,
AT4G12430,,,,
AT4G12440,,,,
AT4G12450,,,,
AT4G12530,,,,
AT4G13263,,,,
AT4G13340,,,,
AT4G13350,,,,
AT4G13500,,,,
AT4G13610,,,,
AT4G13615,,,,
AT4G13630,,,,
AT4G13650,,,,
AT4G13730,,,,
AT4G13760,,,,
AT4G13850,,,,
AT4G13860,,,,
AT4G13890,,,,
AT4G13940,,,,
AT4G14050,,,,
AT4G14060,,,,
AT4G14070,,,,
AT4G14080,,,,
AT4G14090,,,,
AT4G14150,,,,
AT4G14160,,,,
AT4G14315,,,,
AT4G14350,,,,
AT4G14670,,,,
AT4G14710,,,,
AT4G14720,,,,
AT4G14950,,,,
AT4G14980,,,,
AT4G15242,,,,
AT4G15260,,,,
AT4G15270,,,,
AT4G15530,,,,
AT4G15540,,,,
AT4G15545,,,,
AT4G15550,,,,
AT4G15560,,,,
AT4G15563,,,,
AT4G15570,,,,
AT4G15620,,,,
AT4G15640,,,,
AT4G15660,,,,
AT4G15700,,,,
AT4G15710,,,,
AT4G15730,,,,
AT4G15733,,,,
AT4G15755,,,,
AT4G15920,,,,
AT4G15960,,,,
AT4G16060,,,,
AT4G16110,,,,
AT4G16150,,,,
AT4G16200,,,,
AT4G16740,,,,
AT4G16745,,,,
AT4G16748,,,,
AT4G16750,,,,
AT4G16760,,,,
AT4G16770,,,,
AT4G16780,,,,
AT4G16990,,,,
AT4G17000,,,,
AT4G17040,,,,
AT4G17050,,,,
AT4G17330,,,,
AT4G17350,,,,
AT4G17370,,,,
AT4G17380,,,,
AT4G17500,,,,
