Arabidopsis_gene,Rice_gene,Maize_gene,Sorghum_gene,Barley_gene
AT2G12465,LOC_Os07g39950,,,
AT2G12475,LOC_Os07g40050,,,
AT2G12480,LOC_Os07g40060,,,
AT2G12550,LOC_Os07g40130,,,
AT2G12557,LOC_Os07g40140,,,
AT2G12646,LOC_Os07g40240,,,
AT2G12875,LOC_Os07g40320,,,
AT2G12880,LOC_Os07g40404,,,
AT2G12900,LOC_Os07g40530,,,
AT2G12905,LOC_Os07g40540,,,
AT2G12935,LOC_Os07g40590,,,
AT2G12940,LOC_Os07g41030,,,
AT2G12945,LOC_Os07g41140,,,
AT2G12977,LOC_Os07g41200,,,
AT2G13100,LOC_Os07g41310,,,
AT2G13125,LOC_Os07g41320,,,
AT2G13126,LOC_Os07g41340,,,
AT2G13150,LOC_Os07g41460,,,
AT2G13272,LOC_Os07g41730,,,
AT2G13273,LOC_Os07g41830,,,
AT2G13290,LOC_Os07g41880,,,
AT2G13295,LOC_Os07g42000,,,
AT2G13350,LOC_Os07g42770,,,
AT2G13360,LOC_Os07g42950,,,
AT2G13363,LOC_Os07g43750,,,
AT2G13370,LOC_Os07g43760,,,
AT2G13422,LOC_Os07g43770,,,
AT2G13430,LOC_Os07g43790,,,
AT2G13440,LOC_Os07g43800,,,
AT2G13450,LOC_Os07g43810,,,
AT2G13463,LOC_Os07g43820,,,
AT2G13500,LOC_Os07g43830,,,
AT2G13510,LOC_Os07g43840,,,
AT2G13540,LOC_Os07g43850,,,
AT2G13547,LOC_Os07g43860,,,
AT2G13550,LOC_Os07g43870,,,
AT2G13560,LOC_Os07g43900,,,
AT2G13570,LOC_Os07g43925,,,
AT2G13600,LOC_Os07g43940,,,
AT2G13610,LOC_Os07g43950,,,
AT2G13620,LOC_Os07g43960,,,
AT2G13660,LOC_Os07g44220,,,
AT2G13680,LOC_Os07g44230,,,
AT2G13690,LOC_Os07g44260,,,
AT2G13720,LOC_Os07g44370,,,
AT2G13760,LOC_Os07g44770,,,
AT2G13790,LOC_Os07g44910,,,
AT2G13800,LOC_Os07g45039,,,
AT2G13810,LOC_Os07g45050,,,
AT2G13820,LOC_Os07g45064,,,
AT2G13840,LOC_Os07g45070,,,
AT2G13895,LOC_Os07g45160,,,
AT2G13900,LOC_Os07g45180,,,
AT2G13950,LOC_Os07g45210,,,
AT2G13960,LOC_Os07g45290,,,
AT2G13980,LOC_Os07g45300,,,
AT2G14000,LOC_Os07g45310,,,
AT2G14045,LOC_Os07g45330,,,
AT2G14070,LOC_Os07g45400,,,
AT2G14080,LOC_Os07g45450,,,
AT2G14100,LOC_Os07g45600,,,
AT2G14110,LOC_Os07g45920,,,
AT2G14120,LOC_Os07g46039,,,
AT2G14160,LOC_Os07g46080,,,
AT2G14170,LOC_Os07g46350,,,
AT2G14206,LOC_Os07g46500,,,
AT2G14210,LOC_Os07g46760,,,
AT2G14247,LOC_Os07g46852,,,
AT2G14255,LOC_Os08g01190,,,
AT2G14260,LOC_Os08g02450,,,
AT2G14270,LOC_Os08g02900,,,
AT2G14282,LOC_Os08g03010,,,
AT2G14285,LOC_Os08g03210,,,
AT2G14288,LOC_Os08g04290,,,
AT2G14290,LOC_Os08g04420,,,
AT2G14365,LOC_Os08g04440,,,
AT2G14378,LOC_Os08g04450,,,
AT2G14390,LOC_Os08g04880,,,
AT2G14440,LOC_Os08g04930,,,
AT2G14460,LOC_Os08g04939,,,
AT2G14500,LOC_Os08g05150,,,
AT2G14510,LOC_Os08g05220,,,
AT2G14520,LOC_Os08g05300,,,
AT2G14530,LOC_Os08g05360,,,
AT2G14540,LOC_Os08g05390,,,
AT2G14560,LOC_Os08g05400,,,
AT2G14580,LOC_Os08g05410,,,
AT2G14610,LOC_Os08g05420,,,
AT2G14620,LOC_Os08g05430,,,
AT2G14635,LOC_Os08g05440,,,
AT2G14670,LOC_Os08g05450,,,
AT2G14680,LOC_Os08g05460,,,
AT2G14690,LOC_Os08g05470,,,
AT2G14700,LOC_Os08g05480,,,
AT2G14710,LOC_Os08g05490,,,
AT2G14760,LOC_Os08g05500,,,
AT2G14800,LOC_Os08g05510,,,
AT2G14820,LOC_Os08g05520,,,
AT2G14830,LOC_Os08g05530,,,
AT2G14835,LOC_Os08g05540,,,
AT2G14846,LOC_Os08g05550,,,
AT2G14850,LOC_Os08g05560,,,
AT2G14860,LOC_Os08g05570,,,
AT2G14870,LOC_Os08g05580,,,
AT2G14878,LOC_Os08g05590,,,
AT2G14880,LOC_Os08g05600,,,
AT2G14890,LOC_Os08g05650,,,
AT2G14900,LOC_Os08g05660,,,
AT2G14920,LOC_Os08g05670,,,
AT2G14935,LOC_Os08g05680,,,
AT2G14960,LOC_Os08g05690,,,
AT2G15000,LOC_Os08g05710,,,
AT2G15010,LOC_Os08g05720,,,
AT2G15020,LOC_Os08g05750,,,
AT2G15025,LOC_Os08g05770,,,
AT2G15029,LOC_Os08g05780,,,
AT2G15050,LOC_Os08g05790,,,
AT2G15090,LOC_Os08g05800,,,
AT2G15110,LOC_Os08g05810,,,
AT2G15128,LOC_Os08g05820,,,
AT2G15130,LOC_Os08g05830,,,
AT2G15170,LOC_Os08g05840,,,
AT2G15180,LOC_Os08g05860,,,
AT2G15185,LOC_Os08g05870,,,
AT2G15260,LOC_Os08g05880,,,
AT2G15270,LOC_Os08g05890,,,
AT2G15280,LOC_Os08g05920,,,
AT2G15290,LOC_Os08g05940,,,
AT2G15320,LOC_Os08g05990,,,
AT2G15327,LOC_Os08g06040,,,
AT2G15340,LOC_Os08g06290,,,
AT2G15345,LOC_Os08g06390,,,
AT2G15350,LOC_Os08g06470,,,
AT2G15360,LOC_Os08g06474,,,
AT2G15390,LOC_Os08g06478,,,
AT2G15400,LOC_Os08g06480,,,
AT2G15420,LOC_Os08g06490,,,
AT2G15440,LOC_Os08g06500,,,
AT2G15450,LOC_Os08g06530,,,
AT2G15460,LOC_Os08g06600,,,
AT2G15470,LOC_Os08g06640,,,
AT2G15480,LOC_Os08g06690,,,
AT2G15500,LOC_Os08g06800,,,
AT2G15530,LOC_Os08g06850,,,
AT2G15555,LOC_Os08g07610,,,
AT2G15560,LOC_Os08g08130,,,
AT2G15570,LOC_Os08g08360,,,
AT2G15580,LOC_Os08g08580,,,
AT2G15590,LOC_Os08g08880,,,
AT2G15610,LOC_Os08g09050,,,
AT2G15620,LOC_Os08g09230,,,
AT2G15640,LOC_Os08g09920,,,
AT2G15660,LOC_Os08g10290,,,
AT2G15680,LOC_Os08g10540,,,
AT2G15690,LOC_Os08g10980,,,
AT2G15695,LOC_Os08g11480,,,
AT2G15710,LOC_Os08g11550,,,
AT2G15730,LOC_Os08g11570,,,
AT2G15740,LOC_Os08g11620,,,
AT2G15760,LOC_Os08g11640,,,
AT2G15770,LOC_Os08g12390,,,
AT2G15790,LOC_Os08g12449,,,
AT2G15820,LOC_Os08g12500,,,
AT2G15830,LOC_Os08g12650,,,
AT2G15860,LOC_Os08g12790,,,
AT2G15890,LOC_Os08g12890,,,
AT2G15900,LOC_Os08g13080,,,
AT2G15930,LOC_Os08g13230,,,
AT2G15950,LOC_Os08g13360,,,
AT2G15980,LOC_Os08g13380,,,
AT2G16005,LOC_Os08g13410,,,
AT2G16015,LOC_Os08g13660,,,
AT2G16018,LOC_Os08g13795,,,
AT2G16030,LOC_Os08g13800,,,
AT2G16040,LOC_Os08g13810,,,
AT2G16050,LOC_Os08g13850,,,
AT2G16070,LOC_Os08g13950,,,
AT2G16090,LOC_Os08g14200,,,
AT2G16120,LOC_Os08g14580,,,
AT2G16130,LOC_Os08g15330,,,
AT2G16145,LOC_Os08g16020,,,
AT2G16190,LOC_Os08g16450,,,
AT2G16230,LOC_Os08g16470,,,
AT2G16270,LOC_Os08g16880,,,
AT2G16280,LOC_Os08g16960,,,
AT2G16290,LOC_Os08g17160,,,
AT2G16340,LOC_Os08g17480,,,
AT2G16385,LOC_Os08g17890,,,
AT2G16405,LOC_Os08g19100,,,
AT2G16430,LOC_Os08g19114,,,
AT2G16440,LOC_Os08g19120,,,
AT2G16485,LOC_Os08g19270,,,
AT2G16500,LOC_Os08g19610,,,
AT2G16505,LOC_Os08g19660,,,
AT2G16510,LOC_Os08g19680,,,
AT2G16535,LOC_Os08g19980,,,
AT2G16570,LOC_Os08g21460,,,
AT2G16580,LOC_Os08g21470,,,
AT2G16586,LOC_Os08g22370,,,
AT2G16592,LOC_Os08g23050,,,
AT2G16595,LOC_Os08g23110,,,
AT2G16600,LOC_Os08g23290,,,
AT2G16630,LOC_Os08g23480,,,
AT2G16650,LOC_Os08g23920,,,
AT2G16660,LOC_Os08g23950,,,
AT2G16668,LOC_Os08g24270,,,
AT2G16676,LOC_Os08g24330,,,
AT2G16700,LOC_Os08g24380,,,
AT2G16710,LOC_Os08g24630,,,
AT2G16720,LOC_Os08g24650,,,
AT2G16740,LOC_Os08g24770,,,
AT2G16770,LOC_Os08g24970,,,
AT2G16810,LOC_Os08g24980,,,
AT2G16835,LOC_Os08g24990,,,
AT2G16850,LOC_Os08g25010,,,
AT2G16900,LOC_Os08g25020,,,
AT2G16910,LOC_Os08g25030,,,
AT2G16940,LOC_Os08g25290,,,
AT2G16950,LOC_Os08g25330,,,
AT2G16955,LOC_Os08g25540,,,
AT2G16960,LOC_Os08g25570,,,
AT2G16980,LOC_Os08g25580,,,
AT2G17050,LOC_Os08g25590,,,
AT2G17060,LOC_Os08g25600,,,
AT2G17070,LOC_Os08g25624,,,
AT2G17110,LOC_Os08g25640,,,
AT2G17140,LOC_Os08g25750,,,
AT2G17150,LOC_Os08g25799,,,
AT2G17160,LOC_Os08g25970,,,
AT2G17180,LOC_Os08g26110,,,
AT2G17190,LOC_Os08g26120,,,
AT2G17200,LOC_Os08g26190,,,
AT2G17210,LOC_Os08g27030,,,
AT2G17220,LOC_Os08g28310,,,
AT2G17230,LOC_Os08g28490,,,
AT2G17240,LOC_Os08g28500,,,
AT2G17250,LOC_Os08g28570,,,
AT2G17265,LOC_Os08g28690,,,
AT2G17280,LOC_Os08g28730,,,
AT2G17305,LOC_Os08g28750,,,
AT2G17320,LOC_Os08g28784,,,
AT2G17340,LOC_Os08g28870,,,
AT2G17350,LOC_Os08g28930,,,
AT2G17370,LOC_Os08g29150,,,
AT2G17420,LOC_Os08g29210,,,
AT2G17450,LOC_Os08g29360,,,
AT2G17480,LOC_Os08g29650,,,
AT2G17510,LOC_Os08g29870,,,
AT2G17520,LOC_Os08g29880,,,
AT2G17525,LOC_Os08g29900,,,
AT2G17530,LOC_Os08g30120,,,
AT2G17540,LOC_Os08g30480,,,
AT2G17750,LOC_Os08g30560,,,
AT2G17780,LOC_Os08g30600,,,
AT2G17830,LOC_Os08g31190,,,
AT2G17840,LOC_Os08g31210,,,
AT2G17845,LOC_Os08g31228,,,
AT2G17860,LOC_Os08g32550,,,
AT2G17870,LOC_Os08g32660,,,
AT2G17880,LOC_Os08g32750,,,
AT2G17890,LOC_Os08g32810,,,
AT2G17900,LOC_Os08g32830,,,
AT2G17950,LOC_Os08g32840,,,
AT2G17970,LOC_Os08g33030,,,
AT2G17975,LOC_Os08g33140,,,
AT2G18030,LOC_Os08g33160,,,
AT2G18040,LOC_Os08g33200,,,
AT2G18050,LOC_Os08g33210,,,
AT2G18070,LOC_Os08g33479,,,
AT2G18080,LOC_Os08g33500,,,
AT2G18090,LOC_Os08g33980,,,
AT2G18130,LOC_Os08g34000,,,
AT2G18140,LOC_Os08g34060,,,
AT2G18150,LOC_Os08g34100,,,
AT2G18160,LOC_Os08g34190,,,
AT2G18170,LOC_Os08g34270,,,
AT2G18190,LOC_Os08g34280,,,
AT2G18280,LOC_Os08g34300,,,
AT2G18300,LOC_Os08g34320,,,
AT2G18320,LOC_Os08g34370,,,
AT2G18360,LOC_Os08g34380,,,
AT2G18550,LOC_Os08g34510,,,
AT2G18560,LOC_Os08g34520,,,
AT2G18630,LOC_Os08g34540,,,
AT2G18660,LOC_Os08g34890,,,
AT2G18690,LOC_Os08g35170,,,
AT2G18700,LOC_Os08g35640,,,
AT2G18870,LOC_Os08g35740,,,
AT2G18880,LOC_Os08g35860,,,
AT2G18890,LOC_Os08g36380,,,
AT2G18915,LOC_Os08g36490,,,
AT2G18930,LOC_Os08g36520,,,
AT2G18938,LOC_Os08g36530,,,
AT2G18950,LOC_Os08g36550,,,
AT2G18960,LOC_Os08g36620,,,
AT2G18969,LOC_Os08g36640,,,
AT2G18980,LOC_Os08g36670,,,
AT2G19050,LOC_Os08g36720,,,
AT2G19060,LOC_Os08g36740,,,
AT2G19110,LOC_Os08g36910,,,
AT2G19120,LOC_Os08g37070,,,
AT2G19130,LOC_Os08g37280,,,
AT2G19146,LOC_Os08g37580,,,
AT2G19150,LOC_Os08g37595,,,
AT2G19170,LOC_Os08g37600,,,
AT2G19180,LOC_Os08g37605,,,
AT2G19190,LOC_Os08g37610,,,
AT2G19210,LOC_Os08g37660,,,
AT2G19220,LOC_Os08g37670,,,
AT2G19240,LOC_Os08g37680,,,
AT2G19260,LOC_Os08g37690,,,
AT2G19280,LOC_Os08g37700,,,
AT2G19300,LOC_Os08g37710,,,
AT2G19360,LOC_Os08g37720,,,
AT2G19380,LOC_Os08g37730,,,
AT2G19385,LOC_Os08g37750,,,
AT2G19390,LOC_Os08g37760,,,
AT2G19440,LOC_Os08g37770,,,
AT2G19450,LOC_Os08g37780,,,
AT2G19470,LOC_Os08g38200,,,
AT2G19480,LOC_Os08g38280,,,
AT2G19500,LOC_Os08g38480,,,
AT2G19510,LOC_Os08g38670,,,
AT2G19520,LOC_Os08g38970,,,
AT2G19530,LOC_Os08g39030,,,
AT2G19570,LOC_Os08g39174,,,
AT2G19600,LOC_Os08g39190,,,
AT2G19640,LOC_Os08g39200,,,
AT2G19650,LOC_Os08g39210,,,
AT2G19740,LOC_Os08g39220,,,
AT2G19760,LOC_Os08g39240,,,
AT2G19802,LOC_Os08g39250,,,
AT2G19810,LOC_Os08g39260,,,
AT2G19830,LOC_Os08g39270,,,
AT2G19850,LOC_Os08g39300,,,
AT2G19860,LOC_Os08g39310,,,
AT2G19870,LOC_Os08g39320,,,
AT2G19890,LOC_Os08g39330,,,
AT2G19893,LOC_Os08g39340,,,
AT2G19900,LOC_Os08g39350,,,
AT2G19940,LOC_Os08g39490,,,
AT2G20000,LOC_Os08g39560,,,
AT2G20020,LOC_Os08g39630,,,
AT2G20030,LOC_Os08g39750,,,
AT2G20050,LOC_Os08g39760,,,
AT2G20070,LOC_Os08g39830,,,
AT2G20080,LOC_Os08g39900,,,
AT2G20100,LOC_Os08g39910,,,
AT2G20140,LOC_Os08g39950,,,
AT2G20170,LOC_Os08g40530,,,
AT2G20180,LOC_Os08g41190,,,
AT2G20190,LOC_Os08g41290,,,
AT2G20208,LOC_Os08g41340,,,
AT2G20210,LOC_Os08g41390,,,
AT2G20240,LOC_Os08g41400,,,
AT2G20250,LOC_Os08g41410,,,
AT2G20260,LOC_Os08g41460,,,
AT2G20270,LOC_Os08g41489,,,
AT2G20280,LOC_Os08g41650,,,
AT2G20290,LOC_Os08g41690,,,
AT2G20300,LOC_Os08g41730,,,
AT2G20310,LOC_Os08g41740,,,
AT2G20320,LOC_Os08g41910,,,
AT2G20330,LOC_Os08g42100,,,
AT2G20350,LOC_Os08g42189,,,
AT2G20370,LOC_Os08g42310,,,
AT2G20390,LOC_Os08g42320,,,
AT2G20400,LOC_Os08g42350,,,
AT2G20410,LOC_Os08g42360,,,
AT2G20420,LOC_Os08g42440,,,
AT2G20430,LOC_Os08g42450,,,
AT2G20440,LOC_Os08g42460,,,
AT2G20453,LOC_Os08g42470,,,
AT2G20463,LOC_Os08g42480,,,
AT2G20470,LOC_Os08g42490,,,
AT2G20530,LOC_Os08g42500,,,
AT2G20580,LOC_Os08g42520,,,
AT2G20613,LOC_Os08g42530,,,
AT2G20800,LOC_Os08g42540,,,
AT2G20875,LOC_Os08g42550,,,
AT2G20900,LOC_Os08g42570,,,
AT2G20950,LOC_Os08g42590,,,
AT2G21220,LOC_Os08g42600,,,
AT2G21230,LOC_Os08g42610,,,
AT2G21235,LOC_Os08g42620,,,
AT2G21240,LOC_Os08g42630,,,
AT2G21250,LOC_Os08g42640,,,
AT2G21260,LOC_Os08g42650,,,
AT2G21280,LOC_Os08g42660,,,
AT2G21320,LOC_Os08g42670,,,
AT2G21440,LOC_Os08g42680,,,
AT2G21510,LOC_Os08g42690,,,
AT2G21640,LOC_Os08g42700,,,
AT2G21740,LOC_Os08g42710,,,
AT2G21770,LOC_Os08g42720,,,
AT2G21780,LOC_Os08g42730,,,
AT2G21790,LOC_Os08g42740,,,
AT2G21800,LOC_Os08g42750,,,
AT2G21820,LOC_Os08g42760,,,
AT2G21830,LOC_Os08g42770,,,
AT2G21850,LOC_Os08g42790,,,
AT2G21860,LOC_Os08g42810,,,
AT2G21870,LOC_Os08g42820,,,
AT2G22030,LOC_Os08g42830,,,
AT2G22080,LOC_Os08g42840,,,
AT2G22122,LOC_Os08g42850,,,
AT2G22125,LOC_Os08g42860,,,
AT2G22140,LOC_Os08g42870,,,
AT2G22190,LOC_Os08g42880,,,
AT2G22201,LOC_Os08g42890,,,
AT2G22220,LOC_Os08g42910,,,
AT2G22240,LOC_Os08g42940,,,
AT2G22250,LOC_Os08g42950,,,
AT2G22270,LOC_Os08g42960,,,
AT2G22290,LOC_Os08g42980,,,
AT2G22300,LOC_Os08g42990,,,
AT2G22320,LOC_Os08g43000,,,
AT2G22330,LOC_Os08g43010,,,
AT2G22380,LOC_Os08g43020,,,
AT2G22426,LOC_Os08g43030,,,
AT2G22440,LOC_Os08g43040,,,
AT2G22490,LOC_Os08g43100,,,
AT2G22496,LOC_Os08g43170,,,
AT2G22510,LOC_Os08g43190,,,
AT2G22570,LOC_Os08g43400,,,
AT2G22590,LOC_Os08g43420,,,
AT2G22620,LOC_Os08g43550,,,
AT2G22690,LOC_Os08g43560,,,
AT2G22720,LOC_Os08g43815,,,
AT2G22740,LOC_Os08g44040,,,
AT2G22750,LOC_Os08g44060,,,
AT2G22770,LOC_Os08g44160,,,
AT2G22780,LOC_Os08g44240,,,
AT2G22790,LOC_Os08g44340,,,
AT2G22795,LOC_Os08g44470,,,
AT2G22800,LOC_Os08g44540,,,
AT2G22805,LOC_Os08g44610,,,
AT2G22807,LOC_Os08g44790,,,
AT2G22810,LOC_Os08g44860,,,
AT2G22830,LOC_Os08g44910,,,
AT2G22850,LOC_Os08g44950,,,
AT2G22860,LOC_Os08g45120,,,
AT2G22870,LOC_Os09g01090,,,
AT2G22900,LOC_Os09g01340,,,
AT2G22905,LOC_Os09g01440,,,
AT2G22910,LOC_Os09g01470,,,
AT2G22920,LOC_Os09g01550,,,
AT2G22950,LOC_Os09g01560,,,
AT2G22960,LOC_Os09g01600,,,
AT2G22970,LOC_Os09g01680,,,
AT2G23000,LOC_Os09g01720,,,
AT2G23030,LOC_Os09g01760,,,
AT2G23050,LOC_Os09g01790,,,
AT2G23067,LOC_Os09g01800,,,
AT2G23080,LOC_Os09g01810,,,
AT2G23100,LOC_Os09g01840,,,
AT2G23140,LOC_Os09g01850,,,
AT2G23149,LOC_Os09g01860,,,
AT2G23170,LOC_Os09g01970,,,
AT2G23171,LOC_Os09g02000,,,
AT2G23200,LOC_Os09g02020,,,
AT2G23220,LOC_Os09g02030,,,
AT2G23230,LOC_Os09g02110,,,
AT2G23300,LOC_Os09g02140,,,
AT2G23310,LOC_Os09g02150,,,
AT2G23320,LOC_Os09g02160,,,
AT2G23321,LOC_Os09g02170,,,
AT2G23340,LOC_Os09g02180,,,
AT2G23348,LOC_Os09g02190,,,
AT2G23350,LOC_Os09g02200,,,
AT2G23360,LOC_Os09g02214,,,
AT2G23380,LOC_Os09g02230,,,
AT2G23390,LOC_Os09g02240,,,
AT2G23410,LOC_Os09g02250,,,
AT2G23420,LOC_Os09g02260,,,
AT2G23430,LOC_Os09g02270,,,
AT2G23440,LOC_Os09g02284,,,
AT2G23450,LOC_Os09g02300,,,
AT2G23460,LOC_Os09g02310,,,
AT2G23470,LOC_Os09g02320,,,
AT2G23510,LOC_Os09g02330,,,
AT2G23520,LOC_Os09g02350,,,
AT2G23530,LOC_Os09g02360,,,
AT2G23550,LOC_Os09g02370,,,
AT2G23560,LOC_Os09g02380,,,
AT2G23570,LOC_Os09g02390,,,
AT2G23590,LOC_Os09g02400,,,
AT2G23600,LOC_Os09g02410,,,
AT2G23610,LOC_Os09g02420,,,
AT2G23620,LOC_Os09g02430,,,
AT2G23660,LOC_Os09g02440,,,
AT2G23680,LOC_Os09g02450,,,
AT2G23690,LOC_Os09g02460,,,
AT2G23700,LOC_Os09g02470,,,
AT2G23760,LOC_Os09g02480,,,
AT2G23790,LOC_Os09g02490,,,
AT2G23800,LOC_Os09g02500,,,
AT2G23820,LOC_Os09g02510,,,
AT2G23840,LOC_Os09g02520,,,
AT2G23890,LOC_Os09g02530,,,
AT2G23900,LOC_Os09g02550,,,
AT2G23910,LOC_Os09g02560,,,
AT2G23950,LOC_Os09g02570,,,
AT2G23960,LOC_Os09g02580,,,
AT2G24000,LOC_Os09g02600,,,
AT2G24010,LOC_Os09g02620,,,
AT2G24050,LOC_Os09g02630,,,
AT2G24060,LOC_Os09g02640,,,
AT2G24080,LOC_Os09g02650,,,
AT2G24090,LOC_Os09g02670,,,
AT2G24120,LOC_Os09g02690,,,
AT2G24130,LOC_Os09g02750,,,
AT2G24140,LOC_Os09g02760,,,
AT2G24170,LOC_Os09g02770,,,
AT2G24180,LOC_Os09g02780,,,
AT2G24200,LOC_Os09g02810,,,
AT2G24205,LOC_Os09g02830,,,
AT2G24210,LOC_Os09g02870,,,
AT2G24220,LOC_Os09g02880,,,
AT2G24230,LOC_Os09g02890,,,
AT2G24240,LOC_Os09g02900,,,
AT2G24255,LOC_Os09g02910,,,
AT2G24260,LOC_Os09g02920,,,
AT2G24270,LOC_Os09g02930,,,
AT2G24280,LOC_Os09g03070,,,
AT2G24285,LOC_Os09g03130,,,
AT2G24290,LOC_Os09g03190,,,
AT2G24300,LOC_Os09g03200,,,
AT2G24360,LOC_Os09g03210,,,
AT2G24390,LOC_Os09g03220,,,
AT2G24420,LOC_Os09g03230,,,
AT2G24430,LOC_Os09g03250,,,
AT2G24470,LOC_Os09g03260,,,
AT2G24520,LOC_Os09g03270,,,
AT2G24550,LOC_Os09g03300,,,
AT2G24560,LOC_Os09g03310,,,
AT2G24580,LOC_Os09g03370,,,
AT2G24670,LOC_Os09g03380,,,
AT2G24693,LOC_Os09g03400,,,
AT2G24700,LOC_Os09g03420,,,
AT2G24710,LOC_Os09g03430,,,
AT2G24720,LOC_Os09g03440,,,
AT2G24735,LOC_Os09g03450,,,
AT2G24755,LOC_Os09g03460,,,
AT2G24762,LOC_Os09g03480,,,
AT2G24810,LOC_Os09g03500,,,
AT2G24820,LOC_Os09g03510,,,
AT2G24834,LOC_Os09g03520,,,
AT2G24850,LOC_Os09g03530,,,
AT2G24880,LOC_Os09g03550,,,
AT2G24940,LOC_Os09g03560,,,
AT2G24970,LOC_Os09g03570,,,
AT2G24980,LOC_Os09g03580,,,
AT2G25011,LOC_Os09g03590,,,
AT2G25050,LOC_Os09g03600,,,
AT2G25060,LOC_Os09g03610,,,
AT2G25095,LOC_Os09g03620,,,
AT2G25100,LOC_Os09g03650,,,
AT2G25120,LOC_Os09g03670,,,
AT2G25150,LOC_Os09g03680,,,
AT2G25170,LOC_Os09g03690,,,
AT2G25200,LOC_Os09g03700,,,
AT2G25210,LOC_Os09g03710,,,
AT2G25220,LOC_Os09g03740,,,
AT2G25230,LOC_Os09g03750,,,
AT2G25240,LOC_Os09g03780,,,
AT2G25250,LOC_Os09g03800,,,
AT2G25260,LOC_Os09g03810,,,
AT2G25280,LOC_Os09g03820,,,
AT2G25310,LOC_Os09g03830,,,
AT2G25420,LOC_Os09g03840,,,
AT2G25450,LOC_Os09g03850,,,
AT2G25530,LOC_Os09g03860,,,
AT2G25565,LOC_Os09g03870,,,
AT2G25625,LOC_Os09g03939,,,
AT2G25690,LOC_Os09g03960,,,
AT2G25730,LOC_Os09g04000,,,
AT2G25800,LOC_Os09g04010,,,
AT2G25810,LOC_Os09g04030,,,
AT2G25870,LOC_Os09g04050,,,
AT2G25900,LOC_Os09g04060,,,
AT2G25910,LOC_Os09g04080,,,
AT2G25920,LOC_Os09g04090,,,
AT2G25930,LOC_Os09g04100,,,
AT2G26030,LOC_Os09g04110,,,
AT2G26050,LOC_Os09g04120,,,
AT2G26080,LOC_Os09g04130,,,
AT2G26100,LOC_Os09g04150,,,
AT2G26110,LOC_Os09g04160,,,
AT2G26135,LOC_Os09g04170,,,
AT2G26180,LOC_Os09g04200,,,
AT2G26190,LOC_Os09g04210,,,
AT2G26200,LOC_Os09g04220,,,
AT2G26211,LOC_Os09g04240,,,
AT2G26230,LOC_Os09g04250,,,
AT2G26240,LOC_Os09g04260,,,
AT2G26300,LOC_Os09g04270,,,
AT2G26310,LOC_Os09g04280,,,
AT2G26320,LOC_Os09g04290,,,
AT2G26370,LOC_Os09g04300,,,
AT2G26380,LOC_Os09g04310,,,
AT2G26400,LOC_Os09g04320,,,
AT2G26420,LOC_Os09g04339,,,
AT2G26430,LOC_Os09g04380,,,
AT2G26500,LOC_Os09g04384,,,
AT2G26511,LOC_Os09g04390,,,
AT2G26520,LOC_Os09g04400,,,
AT2G26540,LOC_Os09g04410,,,
AT2G26550,LOC_Os09g04420,,,
AT2G26560,LOC_Os09g04440,,,
AT2G26570,LOC_Os09g04450,,,
AT2G26580,LOC_Os09g04460,,,
AT2G26590,LOC_Os09g04470,,,
AT2G26610,LOC_Os09g04508,,,
AT2G26695,LOC_Os09g04520,,,
AT2G26720,LOC_Os09g04530,,,
AT2G26730,LOC_Os09g04550,,,
AT2G26740,LOC_Os09g04560,,,
AT2G26750,LOC_Os09g04570,,,
AT2G26760,LOC_Os09g04580,,,
AT2G26770,LOC_Os09g04590,,,
AT2G26780,LOC_Os09g04600,,,
AT2G26800,LOC_Os09g04610,,,
AT2G26890,LOC_Os09g04624,,,
AT2G26900,LOC_Os09g04650,,,
AT2G26910,LOC_Os09g04670,,,
AT2G26950,LOC_Os09g04680,,,
AT2G26975,LOC_Os09g04690,,,
AT2G26980,LOC_Os09g04700,,,
AT2G27020,LOC_Os09g04710,,,
AT2G27050,LOC_Os09g04720,,,
AT2G27060,LOC_Os09g04730,,,
AT2G27070,LOC_Os09g04740,,,
AT2G27120,LOC_Os09g04750,,,
AT2G27130,LOC_Os09g04760,,,
AT2G27140,LOC_Os09g04770,,,
AT2G27145,LOC_Os09g04790,,,
AT2G27170,LOC_Os09g04810,,,
AT2G27180,LOC_Os09g04820,,,
AT2G27190,LOC_Os09g04830,,,
AT2G27220,LOC_Os09g04840,,,
AT2G27250,LOC_Os09g04850,,,
AT2G27290,LOC_Os09g04860,,,
AT2G27380,LOC_Os09g04870,,,
AT2G27460,LOC_Os09g04890,,,
AT2G27500,LOC_Os09g04900,,,
AT2G27505,LOC_Os09g04920,,,
AT2G27510,LOC_Os09g04940,,,
AT2G27520,LOC_Os09g04950,,,
AT2G27530,LOC_Os09g04960,,,
AT2G27535,LOC_Os09g04970,,,
AT2G27540,LOC_Os09g04990,,,
AT2G27550,LOC_Os09g04995,,,
AT2G27630,LOC_Os09g05020,,,
AT2G27650,LOC_Os09g05030,,,
AT2G27700,LOC_Os09g05040,,,
AT2G27770,LOC_Os09g05050,,,
AT2G27775,LOC_Os09g05060,,,
AT2G27860,LOC_Os09g05070,,,
AT2G27880,LOC_Os09g05120,,,
AT2G27920,LOC_Os09g06120,,,
AT2G27930,LOC_Os09g06130,,,
AT2G27940,LOC_Os09g06140,,,
AT2G27950,LOC_Os09g06150,,,
