,ZM_PC1,ZMPC2,ZM_PC3
SEEDGWAS2276:MRG:4:250062331,-6.712538973,-0.608539988,1.008695578
SEEDGWAS228:MRG:4:250056177,-5.658649321,-1.665385446,0.561295616
SEEDGWAS229:MRG:4:250056178,-6.321551635,-1.404180647,0.595646587
SEEDGWAS230:MRG:4:250056179,-5.332374233,-0.407581283,0.665044622
SEEDGWAS2311:MRG:4:250070007,1.706323841,1.177487556,0.464451391
SEEDGWAS2312:MRG:4:250062386,-0.133110519,0.469264325,1.53265527
SEEDGWAS2313:MRG:4:250070008,1.706323841,1.177487556,0.464451391
SEEDGWAS2314:MRG:4:250062388,0.828322921,3.505623187,-0.586746798
SEEDGWAS2317:MRG:4:250070009,2.33705978,0.826698472,0.429374892
SEEDGWAS2322:MRG:4:250062391,1.033470826,1.315393527,0.422741212
SEEDGWAS2323:MRG:4:250070010,1.126191825,1.324133956,0.206244107
SEEDGWAS2327:MRG:4:250070011,3.56803744,2.477703877,-2.791429575
SEEDGWAS233:MRG:4:250056181,-1.785098502,-0.924433941,-3.182875755
SEEDGWAS2331:MRG:4:250062398,2.238550454,0.683985095,-0.232941503
SEEDGWAS2333:MRG:4:250070012,1.738215372,1.292581704,0.482422548
SEEDGWAS2334:MRG:4:250062401,0.352265811,0.988693794,1.026915916
SEEDGWAS2335:MRG:4:250062402,1.576258043,1.136476648,0.533169824
SEEDGWAS2336:MRG:4:250062403,0.605299097,0.489180357,0.807166059
SEEDGWAS2337:MRG:4:250062404,1.315874969,1.707181751,0.192947309
SEEDGWAS2339:MRG:4:250062405,1.248909599,1.897865117,-1.492521532
SEEDGWAS234:MRG:4:250056182,-0.923126602,-0.903487477,0.263217421
SEEDGWAS2342:MRG:4:250062406,0.202352085,-1.742254274,2.934249822
SEEDGWAS2343:MRG:4:250070015,3.792065898,-0.734947228,-0.590642261
SEEDGWAS2350:MRG:4:250062413,1.167416931,1.488697445,0.413932172
SEEDGWAS2351:MRG:4:250070016,2.384677037,0.402185781,0.675365385
SEEDGWAS2352:MRG:4:250070017,2.389062234,0.678394042,0.437957152
SEEDGWAS2353:MRG:4:250062414,1.078630403,-1.108136967,0.609788635
SEEDGWAS2354:MRG:4:250062415,1.685445158,0.274584075,0.044536388
SEEDGWAS2355:MRG:4:250070018,1.078630403,-1.108136967,0.609788635
SEEDGWAS2355:MRG:4:250070035,1.078630403,-1.108136967,0.609788635
SEEDGWAS2355:MRG:4:250070131,1.078630403,-1.108136967,0.609788635
SEEDGWAS2355:MRG:4:250070281,1.078630403,-1.108136967,0.609788635
SEEDGWAS2355:MRG:4:250070411,1.078630403,-1.108136967,0.609788635
SEEDGWAS2355:MRG:4:250070511,1.078630403,-1.108136967,0.609788635
SEEDGWAS236:MRG:4:250056184,-6.839484104,-1.420703999,-0.119716245
SEEDGWAS2360:MRG:4:250062418,2.080048356,0.902005232,0.435723777
SEEDGWAS2361:MRG:4:250070020,2.292235341,-1.476498828,1.250951175
SEEDGWAS2363:MRG:4:250062420,0.202352085,-1.742254274,2.934249822
SEEDGWAS2365:MRG:4:250062421,2.701647085,-0.243012652,0.945890858
SEEDGWAS2366:MRG:4:250062422,3.989449196,0.150388536,-0.0932364
SEEDGWAS2367:MRG:4:250062423,3.335210013,-0.275241905,0.405714032
SEEDGWAS2368:MRG:4:250070021,3.361539553,-1.90061278,1.170622503
SEEDGWAS2370:MRG:4:250070022,0.013278643,1.562628083,0.890487198
SEEDGWAS2371:MRG:4:250062425,-0.018393005,0.982883089,1.30105307
SEEDGWAS2373:MRG:4:250070023,-0.761898502,3.029215443,0.209932775
SEEDGWAS2374:MRG:4:250062426,-0.761898502,3.029215443,0.209932775
SEEDGWAS2377:MRG:4:250062427,0.129702938,1.061882605,1.138537661
SEEDGWAS2378:MRG:4:250070024,0.129702938,1.061882605,1.138537661
SEEDGWAS2379:MRG:4:250062428,0.129702938,1.061882605,1.138537661
SEEDGWAS2380:MRG:4:250062429,0.667344529,0.085191474,1.550207086
SEEDGWAS2381:MRG:4:250070025,0.667344529,0.085191474,1.550207086
SEEDGWAS2383:MRG:4:250062430,2.103293752,1.730229272,-0.190765238
SEEDGWAS2384:MRG:4:250070026,-0.372837254,1.281968945,1.105735693
SEEDGWAS2385:MRG:4:250070027,1.199301733,2.094731512,0.307764857
SEEDGWAS2386:MRG:4:250070028,0.81512917,1.592302548,-3.242100833
SEEDGWAS2387:MRG:4:250070029,-0.237468152,2.854766957,0.39863997
SEEDGWAS2388:MRG:4:250070030,-0.700058991,3.112677761,0.365907689
SEEDGWAS2389:MRG:4:250062431,1.067530798,1.686575272,-1.173178205
SEEDGWAS2401:MRG:4:250062438,-1.33416496,2.122289257,0.709766651
SEEDGWAS2403:MRG:4:250062439,-4.98093883,-3.336505593,2.840899669
SEEDGWAS2407:MRG:4:250062443,-1.144980712,-5.019995268,-3.421026148
SEEDGWAS242:MRG:4:250056191,-1.951774591,-4.11145946,-4.420962893
SEEDGWAS2423:MRG:4:250062451,-1.580177629,-1.017386337,1.93520297
SEEDGWAS2424:MRG:4:250070042,1.492438825,1.736844657,0.300803672
SEEDGWAS2425:MRG:4:250070043,1.618859451,1.028404512,0.447160656
SEEDGWAS2426:MRG:4:250062452,0.96000401,0.851718795,0.876868828
SEEDGWAS2429:MRG:4:250070046,0.102688848,-3.410451178,-4.205669461
SEEDGWAS243:MRG:4:250059017,-1.402730973,-2.849620076,-3.07952823
SEEDGWAS2433:MRG:4:250062453,-1.144991375,-0.60803375,2.608854351
SEEDGWAS2434:MRG:4:250070050,1.50817821,-1.008448045,2.140887497
SEEDGWAS2435:MRG:4:250062454,-3.94661175,-1.964725435,1.099343471
SEEDGWAS2436:MRG:4:250070051,-1.166602512,-1.819935293,1.025404856
SEEDGWAS2437:MRG:4:250062455,-3.94661175,-1.964725435,1.099343471
SEEDGWAS2438:MRG:4:250070052,1.554859769,-0.349886057,1.819572867
SEEDGWAS2439:MRG:4:250070053,1.50817821,-1.008448045,2.140887497
SEEDGWAS2440:MRG:4:250062456,1.50817821,-1.008448045,2.140887497
SEEDGWAS2441:MRG:4:250062457,1.554859769,-0.349886057,1.819572867
SEEDGWAS2442:MRG:4:250062458,-0.43665444,-1.957462781,1.312076432
SEEDGWAS2443:MRG:4:250062459,1.554859769,-0.349886057,1.819572867
SEEDGWAS246:MRG:4:250059018,-1.621633148,0.32997696,-0.371117538
SEEDGWAS2462:MRG:4:250070069,4.662356416,2.048047758,-3.627713605
SEEDGWAS2464:MRG:4:250070070,2.775098488,0.880259228,-0.165626852
SEEDGWAS2466:MRG:4:250070071,1.348470588,0.555711618,0.709909385
SEEDGWAS2467:MRG:4:250070072,2.455976844,1.923798259,-0.571205734
SEEDGWAS2468:MRG:4:250070073,2.415917597,1.42448998,0.012696647
SEEDGWAS2469:MRG:4:250070074,0.899124785,1.30207363,0.672813691
SEEDGWAS247:MRG:4:250059019,-1.621633148,0.32997696,-0.371117538
SEEDGWAS2470:MRG:4:250070075,1.708590287,2.302577133,-0.27643295
SEEDGWAS2472:MRG:4:250070076,-0.186478524,0.634556622,1.261871868
SEEDGWAS2473:MRG:4:250062462,-0.186478524,0.634556622,1.261871868
SEEDGWAS2474:MRG:4:250062463,0.327359915,1.66328343,0.707868672
SEEDGWAS2475:MRG:4:250062464,1.554859769,-0.349886057,1.819572867
SEEDGWAS2476:MRG:4:250062465,4.662356416,2.048047758,-3.627713605
SEEDGWAS2479:MRG:4:250062467,0.227526631,1.400265036,0.936148768
SEEDGWAS2480:MRG:4:250062468,1.466697572,0.048343174,1.276224595
SEEDGWAS2481:MRG:4:250062469,1.480078364,0.96702146,0.574263639
SEEDGWAS2482:MRG:4:250070078,0.96000401,0.851718795,0.876868828
SEEDGWAS249:MRG:4:250059020,-1.606219705,-0.106401415,-0.907139728
SEEDGWAS2490:MRG:4:250062473,0.654729488,0.822669779,0.868320277
SEEDGWAS2491:MRG:4:250070082,1.738215372,1.292581704,0.482422548
SEEDGWAS2494:MRG:4:250062474,-0.113138919,-1.457780876,-4.156275585
SEEDGWAS2495:MRG:4:250062475,-1.423678415,-3.07155132,1.556163148
SEEDGWAS2496:MRG:4:250062476,-1.423678415,-3.07155132,1.556163148
SEEDGWAS2497:MRG:4:250070086,2.727726728,0.35284095,0.239482344
SEEDGWAS2498:MRG:4:250062477,1.66268976,-0.353693778,0.842015247
SEEDGWAS2499:MRG:4:250070087,2.395811883,0.921957971,0.158671024
SEEDGWAS250:MRG:4:250059021,-1.52224177,0.286297172,0.055629992
SEEDGWAS2501:MRG:4:250062509,3.238792674,0.866419079,-0.03864812
SEEDGWAS2502:MRG:4:250062510,0.89225469,-0.807103686,0.275132668
SEEDGWAS2504:MRG:4:250062511,1.587231246,-1.281414817,2.047982582
SEEDGWAS2507:MRG:4:250062512,-1.423678415,-3.07155132,1.556163148
SEEDGWAS2508:MRG:4:250062513,1.554859769,-0.349886057,1.819572867
SEEDGWAS251:MRG:4:250059022,-0.743728013,-0.769393119,-0.165648679
SEEDGWAS2511:MRG:4:250062514,1.493772821,-3.477548168,1.148290538
SEEDGWAS2513:MRG:4:250062516,-1.11483437,1.605912715,1.234926173
SEEDGWAS2518:MRG:4:250062520,-2.246041638,0.187530754,-0.763162333
SEEDGWAS2521:MRG:4:250062522,-4.351690262,-2.469577101,-1.840546062
SEEDGWAS2522:MRG:4:250062523,-1.740124722,1.255635809,-0.723060225
SEEDGWAS2527:MRG:4:250062527,-1.307783508,-3.082901072,-3.977711916
SEEDGWAS2528:MRG:4:250062528,4.491191429,2.387222841,-2.647885348
SEEDGWAS2530:MRG:4:250062529,-1.026827068,-0.802757935,1.218631219
SEEDGWAS2531:MRG:4:250062530,-1.026827068,-0.802757935,1.218631219
SEEDGWAS2533:MRG:4:250062531,0.202352085,-1.742254274,2.934249822
SEEDGWAS2535:MRG:4:250062532,-0.269962802,0.198705227,1.252471995
SEEDGWAS254:MRG:4:250059023,-1.086339616,-1.17238215,-1.183733382
SEEDGWAS2558:MRG:4:250062536,-0.79278072,-0.924317453,1.109412435
SEEDGWAS256:MRG:4:250059024,-1.084940499,-0.66621958,0.174791315
SEEDGWAS2560:MRG:4:250062537,-1.100174363,0.706576776,1.272376746
SEEDGWAS2561:MRG:4:250062538,-1.423678415,-3.07155132,1.556163148
SEEDGWAS2562:MRG:4:250062539,-0.737815727,1.936566622,1.264830583
SEEDGWAS2563:MRG:4:250062540,-1.026827068,-0.802757935,1.218631219
SEEDGWAS2564:MRG:4:250062541,2.391305841,2.892379934,-1.670486947
SEEDGWAS2566:MRG:4:250062542,1.589675092,1.110528871,0.186838809
SEEDGWAS257:MRG:4:250059025,-0.935857618,-1.226221238,0.318242953
SEEDGWAS2572:MRG:4:250062543,3.408119207,1.390273654,-0.530457274
SEEDGWAS2577:MRG:4:250062544,-3.235574059,-2.029888398,-0.818198321
SEEDGWAS2578:MRG:4:250062545,1.064859516,-3.045330369,1.198734486
SEEDGWAS2579:MRG:4:250070088,1.381958561,1.62524699,0.373113171
SEEDGWAS258:MRG:4:250059026,-0.935857618,-1.226221238,0.318242953
SEEDGWAS2580:MRG:4:250070089,1.381958561,1.62524699,0.373113171
SEEDGWAS2581:MRG:4:250070090,2.747322082,1.622006524,0.025932861
SEEDGWAS2582:MRG:4:250070091,0.159284469,1.856305286,0.934888058
SEEDGWAS2585:MRG:4:250070092,1.381958561,1.62524699,0.373113171
SEEDGWAS2589:MRG:4:250070094,1.193083878,0.493424857,1.096441468
SEEDGWAS259:MRG:4:250059027,-1.044188651,-0.667911468,-0.441814602
SEEDGWAS2590:MRG:4:250070095,0.504332374,0.115154462,1.41838929
SEEDGWAS2593:MRG:4:250070096,1.081290696,-0.408579145,1.951248224
SEEDGWAS2594:MRG:4:250070097,0.219720547,0.990286804,1.510063355
SEEDGWAS2595:MRG:4:250062546,-2.960620331,-1.867330629,0.036157973
SEEDGWAS2596:MRG:4:250068732,0.455419225,1.426444963,0.915971027
SEEDGWAS2597:MRG:4:250062547,1.064859516,-3.045330369,1.198734486
SEEDGWAS2598:MRG:4:250068733,3.408119207,1.390273654,-0.530457274
SEEDGWAS2599:MRG:4:250068734,3.530063579,1.283244339,-0.700290188
SEEDGWAS260:MRG:4:250059028,-1.277847836,-0.294437513,-0.768057205
SEEDGWAS2600:MRG:4:250062548,2.391305841,2.892379934,-1.670486947
SEEDGWAS2601:MRG:4:250062549,1.554859769,-0.349886057,1.819572867
SEEDGWAS2602:MRG:4:250068735,2.305935039,1.411836464,-0.183222823
SEEDGWAS2603:MRG:4:250068736,2.452080098,1.22844969,0.18921353
SEEDGWAS2605:MRG:4:250062550,1.064859516,-3.045330369,1.198734486
SEEDGWAS2607:MRG:4:250068737,1.738215372,1.292581704,0.482422548
SEEDGWAS2608:MRG:4:250068738,2.305935039,1.411836464,-0.183222823
SEEDGWAS2609:MRG:4:250062551,-0.654096691,0.834960509,1.031079677
SEEDGWAS2610:MRG:4:250062552,-0.967476336,-0.883440391,1.115185198
SEEDGWAS2611:MRG:4:250062553,-1.681088129,-4.311179746,-3.518750899
SEEDGWAS2613:MRG:4:250062554,-1.681088129,-4.311179746,-3.518750899
SEEDGWAS2614:MRG:4:250062555,-1.759807432,-3.232489675,-3.363210942
SEEDGWAS2615:MRG:4:250062556,-1.839444472,-3.203101166,-3.712164876
SEEDGWAS2616:MRG:4:250062557,-1.819925609,-4.816442962,-4.37309129
SEEDGWAS2617:MRG:4:250062558,-1.766138374,-4.568896329,-4.402003212
SEEDGWAS2618:MRG:4:250062559,-1.766138374,-4.568896329,-4.402003212
SEEDGWAS2619:MRG:4:250062560,-1.766138374,-4.568896329,-4.402003212
SEEDGWAS2620:MRG:4:250062561,-3.910785035,2.163723819,2.734839463
SEEDGWAS2621:MRG:4:250068739,-0.709876574,2.399318026,0.518014764
SEEDGWAS2622:MRG:4:250068740,2.713479977,2.932100694,-2.992914334
SEEDGWAS2623:MRG:4:250068741,2.362792065,1.491522056,0.185075809
SEEDGWAS2625:MRG:4:250062562,1.554859769,-0.349886057,1.819572867
SEEDGWAS2626:MRG:4:250068742,3.398302248,0.092136881,0.12530515
SEEDGWAS2627:MRG:4:250062563,1.554859769,-0.349886057,1.819572867
SEEDGWAS2628:MRG:4:250062564,1.183774829,2.310460822,-1.69121042
SEEDGWAS263:MRG:4:250059029,-1.352706833,0.039709541,-0.35797051
SEEDGWAS2630:MRG:4:250062566,2.391305841,2.892379934,-1.670486947
SEEDGWAS2631:MRG:4:250068743,1.52374291,2.006264702,-1.389407869
SEEDGWAS2632:MRG:4:250068745,3.21439576,-0.699442586,-0.269901631
SEEDGWAS2633:MRG:4:250068746,2.17549856,1.251882605,-1.348787203
SEEDGWAS2634:MRG:4:250068747,3.32632784,0.835879652,-0.175072737
SEEDGWAS2635:MRG:4:250068748,-1.442539039,3.429831752,0.341206059
SEEDGWAS2636:MRG:4:250068749,0.107216634,1.443418363,0.867425701
SEEDGWAS2637:MRG:4:250062567,0.107216634,1.443418363,0.867425701
SEEDGWAS2638:MRG:4:250062568,0.107216634,1.443418363,0.867425701
SEEDGWAS2639:MRG:4:250068750,4.318343003,2.008827287,-2.785775207
SEEDGWAS264:MRG:4:250059030,-1.634191663,0.202777719,0.430047092
SEEDGWAS2640:MRG:4:250068751,5.759638705,-0.326720199,-1.508364877
SEEDGWAS2641:MRG:4:250062569,0.327359915,1.66328343,0.707868672
SEEDGWAS2647:MRG:4:250062575,-0.781863356,0.613089476,1.338529575
SEEDGWAS2656:MRG:4:250068753,2.345702058,0.813632223,-1.087049843
SEEDGWAS266:MRG:4:250059031,0.223921129,-2.993112332,3.105880282
SEEDGWAS267:MRG:4:250059032,-5.135535259,-2.672141248,3.826568924
SEEDGWAS2670:MRG:4:250068754,2.953555965,-0.862649715,1.118969086
SEEDGWAS2671:MRG:4:250068755,1.438467072,-0.115599725,0.96840935
SEEDGWAS2672:MRG:4:250068756,3.091968858,0.372014815,0.056170311
SEEDGWAS2673:MRG:4:250062593,2.033937139,0.170192017,-0.246090245
SEEDGWAS2674:MRG:4:250062595,2.648335309,0.803724307,0.14925093
SEEDGWAS2677:MRG:4:250062597,3.106646485,-0.757346463,1.108493254
SEEDGWAS2678:MRG:4:250062598,2.84788812,-0.837952882,0.766633259
SEEDGWAS2679:MRG:4:250068757,2.060483222,1.083591465,0.37897573
SEEDGWAS2680:MRG:4:250068758,3.260081853,0.393576758,0.23652251
SEEDGWAS2682:MRG:4:250068760,0.993771774,0.634188169,0.657249687
SEEDGWAS2686:MRG:4:250062601,2.493381078,-2.057200814,1.144974706
SEEDGWAS2689:MRG:4:250068763,2.060483222,1.083591465,0.37897573
SEEDGWAS269:MRG:4:250059033,-0.531231157,-1.508244979,2.820331641
SEEDGWAS2691:MRG:4:250068764,3.144056717,-0.506554163,1.191218782
SEEDGWAS2692:MRG:4:250068766,3.83892132,-2.168055121,1.824640377
SEEDGWAS2696:MRG:4:250068767,2.465350272,-1.833576603,2.046182171
SEEDGWAS2697:MRG:4:250068768,3.605190049,-1.975220022,1.861594998
SEEDGWAS2699:MRG:4:250068769,3.148680218,-0.498214207,1.417995097
SEEDGWAS270:MRG:4:250059034,-0.144146642,-1.853742587,2.807156905
SEEDGWAS2700:MRG:4:250062602,3.729918165,-1.40973395,1.699963419
SEEDGWAS2701:MRG:4:250062603,3.035657773,-2.132129996,2.150940625
SEEDGWAS2702:MRG:4:250062604,1.4783338,0.97770086,0.538684496
SEEDGWAS2703:MRG:4:250063906,1.616994022,-0.131796291,1.01364509
SEEDGWAS2704:MRG:4:250068770,2.410007655,0.382184281,0.879380402
SEEDGWAS2706:MRG:4:250068772,3.88845374,0.540777882,-0.337831026
SEEDGWAS2707:MRG:4:250068773,3.32632784,0.835879652,-0.175072737
SEEDGWAS2709:MRG:4:250068774,2.866230328,-0.21125523,1.061243438
SEEDGWAS2710:MRG:4:250068775,2.648335309,0.803724307,0.14925093
SEEDGWAS2711:MRG:4:250063907,2.866230328,-0.21125523,1.061243438
SEEDGWAS2712:MRG:4:250063908,2.033937139,0.170192017,-0.246090245
SEEDGWAS2715:MRG:4:250068778,3.729918165,-1.40973395,1.699963419
SEEDGWAS272:MRG:4:250059035,-7.062925825,-2.530454391,1.308125308
SEEDGWAS2721:MRG:4:250063912,2.866230328,-0.21125523,1.061243438
SEEDGWAS2722:MRG:4:250068780,3.417485398,-0.142352828,-0.403788996
SEEDGWAS2723:MRG:4:250068781,2.297935832,-0.963905924,1.045875305
SEEDGWAS2726:MRG:4:250068784,-1.364069894,1.872642249,0.40116226
SEEDGWAS2729:MRG:4:250068785,1.965554962,-2.845206201,0.508994847
SEEDGWAS273:MRG:4:250059036,-3.339740858,-0.188893252,-0.991510003
SEEDGWAS2732:MRG:4:250063915,1.858849098,-0.858328016,1.858812744
SEEDGWAS2734:MRG:4:250063916,1.730870877,-1.409957664,2.115638195
SEEDGWAS2735:MRG:4:250068787,3.344474196,-0.442591665,0.518498149
SEEDGWAS2737:MRG:4:250068788,3.089944867,0.270117303,-0.562520814
SEEDGWAS2741:MRG:4:250063919,1.409573524,-4.816724087,2.4394891
SEEDGWAS2746:MRG:4:250063923,0.265105242,1.827998277,0.6374864
SEEDGWAS2747:MRG:4:250068789,2.14642883,0.544903365,0.836062197
SEEDGWAS2748:MRG:4:250063924,2.14642883,0.544903365,0.836062197
SEEDGWAS2749:MRG:4:250068790,2.256253717,-0.126932395,1.104464569
SEEDGWAS275:MRG:4:250059037,-3.297838725,0.293816368,-0.86339412
SEEDGWAS2750:MRG:4:250068791,2.481150199,-1.175595,1.502321779
SEEDGWAS2751:MRG:4:250063925,0.918894108,0.569405928,1.391745892
SEEDGWAS2752:MRG:4:250068792,2.683332346,-0.978147035,1.279601577
SEEDGWAS2754:MRG:4:250063927,3.670037974,-2.401901643,1.280370996
SEEDGWAS2755:MRG:4:250063928,1.493772821,-3.477548168,1.148290538
SEEDGWAS2756:MRG:4:250063929,1.493772821,-3.477548168,1.148290538
SEEDGWAS2757:MRG:4:250063930,2.379965852,-4.253953331,1.648653738
SEEDGWAS276:MRG:4:250059038,-3.297838725,0.293816368,-0.86339412
SEEDGWAS2760:MRG:4:250063931,-1.068295726,-2.259775593,1.436865519
SEEDGWAS2761:MRG:4:250063932,-1.068295726,-2.259775593,1.436865519
SEEDGWAS2764:MRG:4:250063933,-0.928224152,1.039924623,0.075890294
SEEDGWAS2765:MRG:4:250063934,-0.43665444,-1.957462781,1.312076432
SEEDGWAS2766:MRG:4:250063935,1.50817821,-1.008448045,2.140887497
SEEDGWAS2767:MRG:4:250063936,1.50817821,-1.008448045,2.140887497
SEEDGWAS2768:MRG:4:250063937,1.50817821,-1.008448045,2.140887497
SEEDGWAS2769:MRG:4:250068795,0.093923335,1.291328172,0.173721845
SEEDGWAS277:MRG:4:250059039,-3.157118635,-0.198893863,-0.303301948
SEEDGWAS2770:MRG:4:250063938,-0.928224152,1.039924623,0.075890294
SEEDGWAS2771:MRG:4:250063939,-0.167994146,-1.807553109,1.334059028
SEEDGWAS2772:MRG:4:250063941,-0.43665444,-1.957462781,1.312076432
SEEDGWAS2773:MRG:4:250063942,-0.43665444,-1.957462781,1.312076432
SEEDGWAS2774:MRG:4:250063943,1.50817821,-1.008448045,2.140887497
SEEDGWAS2775:MRG:4:250063944,1.50817821,-1.008448045,2.140887497
SEEDGWAS2776:MRG:4:250063945,1.50817821,-1.008448045,2.140887497
SEEDGWAS2777:MRG:4:250063946,1.50817821,-1.008448045,2.140887497
SEEDGWAS2778:MRG:4:250068796,-0.928224152,1.039924623,0.075890294
SEEDGWAS2779:MRG:4:250063947,-0.167994146,-1.807553109,1.334059028
SEEDGWAS278:MRG:4:250059041,-3.154628832,0.950318658,-0.313621627
SEEDGWAS2781:MRG:4:250063948,1.554859769,-0.349886057,1.819572867
SEEDGWAS2782:MRG:4:250068797,1.554859769,-0.349886057,1.819572867
SEEDGWAS2783:MRG:4:250063949,-0.43665444,-1.957462781,1.312076432
SEEDGWAS2784:MRG:4:250068798,2.248599226,-2.76200096,2.402559965
SEEDGWAS2787:MRG:4:250063950,5.141270438,0.719996716,-2.125034644
SEEDGWAS2788:MRG:4:250068800,5.141270438,0.719996716,-2.125034644
SEEDGWAS2789:MRG:4:250068801,5.141270438,0.719996716,-2.125034644
SEEDGWAS279:MRG:4:250059042,-3.303782628,0.958806614,-0.239533864
SEEDGWAS2790:MRG:4:250068802,2.464002325,0.242244068,-1.64572918
SEEDGWAS2791:MRG:4:250068803,5.394507541,0.109276126,-1.483671613
SEEDGWAS2793:MRG:4:250068804,4.122812334,-0.434058623,-0.113318686
SEEDGWAS2794:MRG:4:250063951,1.197636784,-1.297304179,0.411235333
SEEDGWAS2795:MRG:4:250068805,-0.285794621,0.235157004,-0.047278006
SEEDGWAS2796:MRG:4:250068806,3.73383192,0.757800669,-0.14368633
SEEDGWAS2797:MRG:4:250068807,2.956165069,0.383577357,0.342813783
SEEDGWAS2798:MRG:4:250068808,2.891021497,1.084513186,-0.14282697
SEEDGWAS2799:MRG:4:250063952,4.111320641,0.809805627,-0.647779422
SEEDGWAS2800:MRG:4:250063953,0.327359915,1.66328343,0.707868672
SEEDGWAS2801:MRG:4:250068809,3.359089218,-1.125543208,1.672077928
SEEDGWAS2802:MRG:4:250068810,3.359089218,-1.125543208,1.672077928
SEEDGWAS2804:MRG:4:250063954,3.148680218,-0.498214207,1.417995097
SEEDGWAS2806:MRG:4:250063955,2.790363394,-0.451755703,1.535298042
SEEDGWAS2807:MRG:4:250063956,2.183018019,-0.061835355,1.490982467
SEEDGWAS2809:MRG:4:250068811,2.183018019,-0.061835355,1.490982467
SEEDGWAS2810:MRG:4:250068812,2.183018019,-0.061835355,1.490982467
SEEDGWAS2811:MRG:4:250068813,3.702704156,-3.393089802,2.638347956
SEEDGWAS2812:MRG:4:250068814,3.359089218,-1.125543208,1.672077928
SEEDGWAS2813:MRG:4:250068815,2.583901661,-0.130184394,1.432728662
SEEDGWAS2814:MRG:4:250068816,2.583901661,-0.130184394,1.432728662
SEEDGWAS2815:MRG:4:250063957,3.07124439,-0.292733965,1.242849973
SEEDGWAS2816:MRG:4:250068817,2.583901661,-0.130184394,1.432728662
SEEDGWAS2817:MRG:4:250068818,3.148680218,-0.498214207,1.417995097
SEEDGWAS2818:MRG:4:250063958,3.148680218,-0.498214207,1.417995097
SEEDGWAS2819:MRG:4:250068819,3.07124439,-0.292733965,1.242849973
SEEDGWAS2820:MRG:4:250068820,2.790363394,-0.451755703,1.535298042
SEEDGWAS2821:MRG:4:250068821,3.702704156,-3.393089802,2.638347956
SEEDGWAS2822:MRG:4:250063959,3.148680218,-0.498214207,1.417995097
SEEDGWAS2823:MRG:4:250068822,3.148680218,-0.498214207,1.417995097
SEEDGWAS2824:MRG:4:250068823,3.148680218,-0.498214207,1.417995097
SEEDGWAS2825:MRG:4:250063960,3.702704156,-3.393089802,2.638347956
SEEDGWAS2826:MRG:4:250068824,2.183018019,-0.061835355,1.490982467
SEEDGWAS2827:MRG:4:250068825,3.285927086,-2.222463108,1.190124117
SEEDGWAS2828:MRG:4:250063961,3.285927086,-2.222463108,1.190124117
SEEDGWAS2829:MRG:4:250063962,2.183018019,-0.061835355,1.490982467
SEEDGWAS2830:MRG:4:250068826,2.183018019,-0.061835355,1.490982467
SEEDGWAS2831:MRG:4:250068827,2.583901661,-0.130184394,1.432728662
SEEDGWAS2832:MRG:4:250068859,2.649062408,-0.182175478,1.404240701
SEEDGWAS2834:MRG:4:250068860,3.07124439,-0.292733965,1.242849973
SEEDGWAS2835:MRG:4:250068861,3.07124439,-0.292733965,1.242849973
SEEDGWAS2838:MRG:4:250063963,2.583901661,-0.130184394,1.432728662
SEEDGWAS2839:MRG:4:250063964,3.07124439,-0.292733965,1.242849973
SEEDGWAS2842:MRG:4:250068863,1.618859451,1.028404512,0.447160656
SEEDGWAS2843:MRG:4:250068864,1.706323841,1.177487556,0.464451391
SEEDGWAS2844:MRG:4:250068865,1.706323841,1.177487556,0.464451391
SEEDGWAS2845:MRG:4:250063965,1.706323841,1.177487556,0.464451391
SEEDGWAS2846:MRG:4:250063966,1.005089393,0.808422781,1.242914278
SEEDGWAS2847:MRG:4:250063967,0.918894108,0.569405928,1.391745892
SEEDGWAS2848:MRG:4:250063968,2.683332346,-0.978147035,1.279601577
SEEDGWAS2852:MRG:4:250063969,3.802753399,-0.452237985,0.961884305
SEEDGWAS2853:MRG:4:250063970,3.464430426,-0.180501423,0.960991976
SEEDGWAS2854:MRG:4:250063971,3.464430426,-0.180501423,0.960991976
SEEDGWAS2855:MRG:4:250063972,3.464430426,-0.180501423,0.960991976
SEEDGWAS2856:MRG:4:250068867,3.464430426,-0.180501423,0.960991976
SEEDGWAS2857:MRG:4:250068868,3.464430426,-0.180501423,0.960991976
SEEDGWAS2858:MRG:4:250063973,3.464430426,-0.180501423,0.960991976
SEEDGWAS2859:MRG:4:250063974,3.464430426,-0.180501423,0.960991976
SEEDGWAS2860:MRG:4:250068869,3.464430426,-0.180501423,0.960991976
SEEDGWAS2862:MRG:4:250068870,3.464430426,-0.180501423,0.960991976
SEEDGWAS2863:MRG:4:250068871,3.464430426,-0.180501423,0.960991976
SEEDGWAS2864:MRG:4:250068872,3.464430426,-0.180501423,0.960991976
SEEDGWAS2867:MRG:4:250063975,3.464430426,-0.180501423,0.960991976
SEEDGWAS2868:MRG:4:250063976,3.144056717,-0.506554163,1.191218782
SEEDGWAS2871:MRG:4:250068873,3.056143447,-0.192483533,1.112136656
SEEDGWAS2872:MRG:4:250063977,2.956975611,-0.289419041,1.107169343
SEEDGWAS2874:MRG:4:250068874,2.956975611,-0.289419041,1.107169343
SEEDGWAS2875:MRG:4:250068875,2.956975611,-0.289419041,1.107169343
