rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
Chr1_16691761.0	1	16691761	2.169847e-05	2	AT1G43980;AT1G43970	AT1G43980	AT1G43980	2259
Chr5_12601518.0	5	12601518	2.174627e-05	5	AT5G33370;AT5G33355;AT5G33340;AT5G33330;AT5G33320	AT5G33370	AT5G33370	950
Chr3_12222255.0	3	12222255	2.176116e-05	0	NA	NA	NA	NA
Chr3_11278386.0	3	11278386	2.176694e-05	5	AT3G29370;AT3G29375;AT3G29380;AT3G29385;AT3G29360	AT3G29370	AT3G29370	203
Chr5_20839205.0	5	20839205	2.177767e-05	7	AT5G51270;AT5G51280;AT5G51290;AT5G51260;AT5G51250;AT5G51230;AT5G51300	AT5G51270	AT5G51270	943
Chr5_22672320.0	5	22672320	2.179403e-05	6	AT5G55990;AT5G55980;AT5G55970;AT5G56000;AT5G55960;AT5G56010	AT5G55990	AT5G55990	0
Chr5_22672340.0	5	22672340	2.179403e-05	6	AT5G55990;AT5G55980;AT5G55970;AT5G56000;AT5G55960;AT5G56010	AT5G55990	AT5G55990	0
Chr5_22672397.0	5	22672397	2.179403e-05	6	AT5G55990;AT5G55980;AT5G55970;AT5G56000;AT5G55960;AT5G56010	AT5G55990	AT5G55990	0
Chr5_22672402.0	5	22672402	2.179403e-05	6	AT5G55990;AT5G55980;AT5G55970;AT5G56000;AT5G55960;AT5G56010	AT5G55990	AT5G55990	0
Chr5_22672519.0	5	22672519	2.179403e-05	6	AT5G55990;AT5G55980;AT5G55970;AT5G56000;AT5G55960;AT5G56010	AT5G55990	AT5G55990	0
Chr5_22672543.0	5	22672543	2.179403e-05	6	AT5G55990;AT5G55980;AT5G55970;AT5G56000;AT5G55960;AT5G56010	AT5G55990	AT5G55990	0
Chr5_22672567.0	5	22672567	2.179403e-05	6	AT5G55990;AT5G55980;AT5G55970;AT5G56000;AT5G55960;AT5G56010	AT5G55990	AT5G55990	0
Chr5_8037814.0	5	8037814	2.183484e-05	7	AT5G23850;AT5G23840;AT5G23830;AT5G23820;AT5G23860;AT5G23810;AT5G23870	AT5G23850	AT5G23850	238
Chr5_12271918.0	5	12271918	2.189875e-05	2	AT5G32619;AT5G32613	AT5G32619	AT5G32619	5624
Chr3_9521575.0	3	9521575	2.193337e-05	9	AT3G26050;AT3G26040;AT3G26030;AT3G26060;AT3G26020;AT3G26070;AT3G26080;AT3G26010;AT3G26085	AT3G26050	AT3G26050	207
Chr4_1251815.0	4	1251815	2.193588e-05	5	AT4G02800;AT4G02790;AT4G02810;AT4G02820;AT4G02780	AT4G02800	AT4G02800	134
Chr5_14030256.0	5	14030256	2.198618e-05	4	AT5G35910;AT5G35900;AT5G35890;AT5G35870	AT5G35910	AT5G35910	0
Chr1_8951915.0	1	8951915	2.202417e-05	7	AT1G25490;AT1G25480;AT1G25500;AT1G25470;AT1G25472;AT1G25510;AT1G25460	AT1G25490	AT1G25490	0
Chr1_8955973.0	1	8955973	2.202417e-05	8	AT1G25500;AT1G25490;AT1G25510;AT1G25480;AT1G25520;AT1G25530;AT1G25470;AT1G25472	AT1G25500	AT1G25500	0
Chr5_26119620.0	5	26119620	2.203268e-05	7	AT5G65350;AT5G65360;AT5G65370;AT5G65380;AT5G65340;AT5G65330;AT5G65390	AT5G65350	AT5G65350	0
Chr5_22691742.0	5	22691742	2.203485e-05	5	AT5G56030;AT5G56040;AT5G56020;AT5G56010;AT5G56050	AT5G56030	AT5G56030	2092
Chr2_4602002.0	2	4602002	2.206187e-05	0	NA	NA	NA	NA
Chr1_17440249.0	1	17440249	2.210274e-05	3	AT1G47510;AT1G47500;AT1G47497	AT1G47510	AT1G47510	1853
Chr3_10664308.0	3	10664308	2.211372e-05	6	AT3G28440;AT3G28430;AT3G28450;AT3G28455;AT3G28460;AT3G28420	AT3G28440	AT3G28440	714
Chr3_10664632.0	3	10664632	2.211372e-05	7	AT3G28440;AT3G28430;AT3G28450;AT3G28455;AT3G28460;AT3G28420;AT3G28470	AT3G28440	AT3G28440	390
Chr4_1236769.0	4	1236769	2.217402e-05	3	AT4G02780;AT4G02770;AT4G02760	AT4G02780	AT4G02780	998
Chr4_16227364.0	4	16227364	2.219438e-05	6	AT4G33840;AT4G33860;AT4G33830;AT4G33865;AT4G33870;AT4G33820	AT4G33840	AT4G33840	1211
Chr3_1631410.0	3	1631410	2.222451e-05	8	AT3G05620;AT3G05625;AT3G05610;AT3G05630;AT3G05602;AT3G05600;AT3G05590;AT3G05640	AT3G05620	AT3G05620	0
Chr3_1631774.0	3	1631774	2.222451e-05	8	AT3G05620;AT3G05625;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05620	AT3G05620	8
Chr3_1631779.0	3	1631779	2.222451e-05	8	AT3G05620;AT3G05625;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05620	AT3G05620	13
Chr3_1632062.0	3	1632062	2.222451e-05	8	AT3G05625;AT3G05620;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05625	AT3G05625	222
Chr3_1632069.0	3	1632069	2.222451e-05	8	AT3G05625;AT3G05620;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05625	AT3G05625	215
Chr3_1632110.0	3	1632110	2.222451e-05	8	AT3G05625;AT3G05620;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05625	AT3G05625	174
Chr3_1632135.0	3	1632135	2.222451e-05	8	AT3G05625;AT3G05620;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05625	AT3G05625	149
Chr3_1632162.0	3	1632162	2.222451e-05	8	AT3G05625;AT3G05620;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05625	AT3G05625	122
Chr3_1632164.0	3	1632164	2.222451e-05	8	AT3G05625;AT3G05620;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05625	AT3G05625	120
Chr3_1632169.0	3	1632169	2.222451e-05	8	AT3G05625;AT3G05620;AT3G05630;AT3G05610;AT3G05602;AT3G05600;AT3G05640;AT3G05590	AT3G05625	AT3G05625	115
Chr3_1634839.0	3	1634839	2.222451e-05	6	AT3G05630;AT3G05625;AT3G05620;AT3G05640;AT3G05610;AT3G05602	AT3G05630	AT3G05630	361
Chr3_1634916.0	3	1634916	2.222451e-05	6	AT3G05630;AT3G05625;AT3G05620;AT3G05640;AT3G05610;AT3G05602	AT3G05630	AT3G05630	284
Chr3_1641394.0	3	1641394	2.222451e-05	6	AT3G05640;AT3G05630;AT3G05650;AT3G05625;AT3G05660;AT3G05620	AT3G05640	AT3G05640	0
Chr3_1641395.0	3	1641395	2.222451e-05	6	AT3G05640;AT3G05630;AT3G05650;AT3G05625;AT3G05660;AT3G05620	AT3G05640	AT3G05640	0
Chr3_1644218.0	3	1644218	2.222451e-05	5	AT3G05640;AT3G05650;AT3G05630;AT3G05660;AT3G05670	AT3G05640	AT3G05640	965
Chr1_18004393.0	1	18004393	2.227751e-05	6	AT1G48670;AT1G48690;AT1G48698;AT1G48660;AT1G48700;AT1G48650	AT1G48670	AT1G48670	3193
Chr1_18004673.0	1	18004673	2.227751e-05	6	AT1G48670;AT1G48690;AT1G48698;AT1G48700;AT1G48660;AT1G48650	AT1G48670	AT1G48670	3473
Chr1_18004700.0	1	18004700	2.227751e-05	6	AT1G48670;AT1G48690;AT1G48698;AT1G48700;AT1G48660;AT1G48650	AT1G48670	AT1G48670	3500
Chr1_18005049.0	1	18005049	2.227751e-05	6	AT1G48670;AT1G48690;AT1G48698;AT1G48700;AT1G48660;AT1G48650	AT1G48670	AT1G48670	3849
Chr1_18005077.0	1	18005077	2.227751e-05	6	AT1G48670;AT1G48690;AT1G48698;AT1G48700;AT1G48660;AT1G48650	AT1G48670	AT1G48670	3877
Chr1_16686099.0	1	16686099	2.229067e-05	2	AT1G43980;AT1G43970	AT1G43980	AT1G43980	1538
Chr3_21645193.0	3	21645193	2.229206e-05	7	AT3G58520;AT3G58530;AT3G58510;AT3G58540;AT3G58550;AT3G58560;AT3G58500	AT3G58520	AT3G58520	0
Chr3_21647064.0	3	21647064	2.229206e-05	8	AT3G58530;AT3G58540;AT3G58520;AT3G58550;AT3G58510;AT3G58560;AT3G58500;AT3G58570	AT3G58530	AT3G58530	0
Chr3_21648228.0	3	21648228	2.229206e-05	8	AT3G58530;AT3G58540;AT3G58550;AT3G58560;AT3G58520;AT3G58510;AT3G58570;AT3G58500	AT3G58530	AT3G58530	0
Chr5_9543958.0	5	9543958	2.236769e-05	6	AT5G27120;AT5G27130;AT5G27110;AT5G27140;AT5G27100;AT5G27150	AT5G27120	AT5G27120	87
Chr5_12268681.0	5	12268681	2.245089e-05	2	AT5G32613;AT5G32619	AT5G32613	AT5G32613	3640
Chr1_26685713.0	1	26685713	2.246021e-05	6	AT1G70760;AT1G70770;AT1G70750;AT1G70780;AT1G70782;AT1G70740	AT1G70760	AT1G70760	1517
Chr3_7983729.0	3	7983729	2.248032e-05	5	AT3G22540;AT3G22530;AT3G22520;AT3G22550;AT3G22510	AT3G22540	AT3G22540	347
Chr5_8922437.0	5	8922437	2.248115e-05	2	AT5G25610;AT5G25600	AT5G25610	AT5G25610	5637
Chr4_16204781.0	4	16204781	2.254648e-05	5	AT4G33790;AT4G33780;AT4G33800;AT4G33770;AT4G33810	AT4G33790	AT4G33790	0
Chr1_16719695.0	1	16719695	2.255993e-05	4	AT1G44020;AT1G44010;AT1G44030;AT1G44000	AT1G44020	AT1G44020	1039
Chr1_16719697.0	1	16719697	2.255993e-05	4	AT1G44020;AT1G44010;AT1G44030;AT1G44000	AT1G44020	AT1G44020	1041
Chr1_23175211.0	1	23175211	2.259233e-05	6	AT1G62580;AT1G62590;AT1G62570;AT1G62600;AT1G62610;AT1G62620	AT1G62580	AT1G62580	0
Chr5_10702833.0	5	10702833	2.261346e-05	0	NA	NA	NA	NA
Chr2_6770624.0	2	6770624	2.26267e-05	5	AT2G15530;AT2G15500;AT2G15480;AT2G15490;AT2G15535	AT2G15530	AT2G15530	2265
Chr3_11162709.0	3	11162709	2.263048e-05	4	AT3G29190;AT3G29195;AT3G29200;AT3G29185	AT3G29190	AT3G29190	0
Chr3_13216398.0	3	13216398	2.264373e-05	1	AT3G32260	AT3G32260	AT3G32260	2770
Chr4_10298688.0	4	10298688	2.267877e-05	8	AT4G18710;AT4G18720;AT4G18725;AT4G18730;AT4G18740;AT4G18750;AT4G18700;AT4G18760	AT4G18710	AT4G18710	0
Chr4_869917.0	4	869917	2.269366e-05	5	AT4G01990;AT4G01985;AT4G01995;AT4G02000;AT4G02005	AT4G01990	AT4G01990	1228
Chr1_16719687.0	1	16719687	2.274314e-05	4	AT1G44020;AT1G44010;AT1G44030;AT1G44000	AT1G44020	AT1G44020	1031
Chr3_20351499.0	3	20351499	2.280889e-05	7	AT3G54930;AT3G54925;AT3G54940;AT3G54920;AT3G54910;AT3G54950;AT3G54900	AT3G54930	AT3G54930	0
Chr3_22219213.0	3	22219213	2.287054e-05	4	AT3G60140;AT3G60150;AT3G60160;AT3G60130	AT3G60140	AT3G60140	0
Chr4_10379766.0	4	10379766	2.289479e-05	6	AT4G18950;AT4G18960;AT4G18940;AT4G18930;AT4G18970;AT4G18920	AT4G18950	AT4G18950	1376
Chr4_10381936.0	4	10381936	2.289479e-05	5	AT4G18960;AT4G18950;AT4G18970;AT4G18940;AT4G18930	AT4G18960	AT4G18960	920
Chr5_9638326.0	5	9638326	2.290449e-05	3	AT5G27340;AT5G27330;AT5G27320	AT5G27340	AT5G27340	1442
Chr2_8523856.0	2	8523856	2.290938e-05	8	AT2G19780;AT2G19770;AT2G19790;AT2G19760;AT2G19796;AT2G19800;AT2G19750;AT2G19740	AT2G19780	AT2G19780	0
Chr2_8528054.0	2	8528054	2.290938e-05	6	AT2G19790;AT2G19796;AT2G19800;AT2G19780;AT2G19770;AT2G19760	AT2G19790	AT2G19790	0
Chr2_8540085.0	2	8540085	2.290938e-05	3	AT2G19802;AT2G19800;AT2G19796	AT2G19802	AT2G19802	868
Chr2_18761951.0	2	18761951	2.295694e-05	5	AT2G45540;AT2G45530;AT2G45520;AT2G45510;AT2G45500	AT2G45540	AT2G45540	0
Chr5_14711933.0	5	14711933	2.300094e-05	4	AT5G37170;AT5G37160;AT5G37180;AT5G37150	AT5G37170	AT5G37170	878
Chr4_9671779.0	4	9671779	2.302995e-05	8	AT4G17250;AT4G17245;AT4G17260;AT4G17240;AT4G17270;AT4G17280;AT4G17230;AT4G17300	AT4G17250	AT4G17250	0
Chr4_9671821.0	4	9671821	2.302995e-05	8	AT4G17250;AT4G17245;AT4G17260;AT4G17240;AT4G17270;AT4G17280;AT4G17230;AT4G17300	AT4G17250	AT4G17250	0
Chr4_9673333.0	4	9673333	2.302995e-05	8	AT4G17250;AT4G17260;AT4G17270;AT4G17245;AT4G17240;AT4G17280;AT4G17300;AT4G17230	AT4G17250	AT4G17250	0
Chr1_19918224.0	1	19918224	2.303479e-05	8	AT1G53390;AT1G53380;AT1G53400;AT1G53370;AT1G53410;AT1G53366;AT1G53420;AT1G53360	AT1G53390	AT1G53390	0
Chr3_7886211.0	3	7886211	2.303502e-05	7	AT3G22300;AT3G22290;AT3G22310;AT3G22320;AT3G22330;AT3G22275;AT3G22270	AT3G22300	AT3G22300	0
Chr1_16544344.0	1	16544344	2.303576e-05	2	AT1G43770;AT1G43765	AT1G43770	AT1G43770	4097
Chr2_18772812.0	2	18772812	2.303856e-05	5	AT2G45540;AT2G45550;AT2G45560;AT2G45570;AT2G45580	AT2G45540	AT2G45540	0
Chr3_7691425.0	3	7691425	2.305029e-05	9	AT3G21820;AT3G21830;AT3G21810;AT3G21840;AT3G21850;AT3G21860;AT3G21805;AT3G21865;AT3G21800	AT3G21820	AT3G21820	0
Chr3_7691563.0	3	7691563	2.305029e-05	9	AT3G21820;AT3G21830;AT3G21810;AT3G21840;AT3G21850;AT3G21860;AT3G21805;AT3G21865;AT3G21800	AT3G21820	AT3G21820	59
Chr3_7692480.0	3	7692480	2.305029e-05	7	AT3G21820;AT3G21830;AT3G21840;AT3G21810;AT3G21850;AT3G21860;AT3G21865	AT3G21820	AT3G21820	976
Chr1_20140837.0	1	20140837	2.305992e-05	10	AT1G53930;AT1G53920;AT1G53935;AT1G53940;AT1G53910;AT1G53950;AT1G53970;AT1G53903;AT1G53980;AT1G53900	AT1G53930	AT1G53930	0
Chr1_20141044.0	1	20141044	2.305992e-05	11	AT1G53930;AT1G53935;AT1G53920;AT1G53940;AT1G53910;AT1G53950;AT1G53970;AT1G53903;AT1G53980;AT1G53990;AT1G53900	AT1G53930	AT1G53930	157
Chr4_15455856.0	4	15455856	2.310355e-05	7	AT4G31950;AT4G31940;AT4G31960;AT4G31930;AT4G31970;AT4G31920;AT4G31980	AT4G31950	AT4G31950	0
Chr5_21428344.0	5	21428344	2.319838e-05	4	AT5G52870;AT5G52880;AT5G52882;AT5G52860	AT5G52870	AT5G52870	0
Chr4_8150140.0	4	8150140	2.322344e-05	4	AT4G14140;AT4G14145;AT4G14147;AT4G14150	AT4G14140	AT4G14140	0
Chr3_12856621.0	3	12856621	2.326989e-05	0	NA	NA	NA	NA
Chr5_26220766.0	5	26220766	2.329459e-05	7	AT5G65610;AT5G65615;AT5G65620;AT5G65609;AT5G65600;AT5G65630;AT5G65590	AT5G65610	AT5G65610	0
Chr1_16581759.0	1	16581759	2.329493e-05	4	AT1G43810;AT1G43800;AT1G43820;AT1G43790	AT1G43810	AT1G43810	959
Chr1_16583099.0	1	16583099	2.329493e-05	4	AT1G43810;AT1G43820;AT1G43800;AT1G43790	AT1G43810	AT1G43810	2299
Chr1_16594966.0	1	16594966	2.329493e-05	1	AT1G43820	AT1G43820	AT1G43820	9190
Chr1_16594977.0	1	16594977	2.329493e-05	1	AT1G43820	AT1G43820	AT1G43820	9201
Chr1_16595265.0	1	16595265	2.329493e-05	1	AT1G43820	AT1G43820	AT1G43820	9489
Chr1_16598606.0	1	16598606	2.329493e-05	0	NA	NA	NA	NA
Chr1_16598701.0	1	16598701	2.329493e-05	0	NA	NA	NA	NA
Chr1_16599672.0	1	16599672	2.329493e-05	0	NA	NA	NA	NA
Chr1_16602545.0	1	16602545	2.329493e-05	0	NA	NA	NA	NA
Chr1_16603156.0	1	16603156	2.329493e-05	0	NA	NA	NA	NA
Chr1_16603288.0	1	16603288	2.329493e-05	0	NA	NA	NA	NA
Chr1_16603605.0	1	16603605	2.329493e-05	0	NA	NA	NA	NA
Chr1_16604097.0	1	16604097	2.329493e-05	0	NA	NA	NA	NA
Chr1_16604587.0	1	16604587	2.329493e-05	0	NA	NA	NA	NA
Chr1_16604589.0	1	16604589	2.329493e-05	0	NA	NA	NA	NA
Chr1_16604711.0	1	16604711	2.329493e-05	0	NA	NA	NA	NA
Chr1_16607311.0	1	16607311	2.329493e-05	1	AT1G43850	AT1G43850	AT1G43850	9818
Chr1_16611725.0	1	16611725	2.329493e-05	1	AT1G43850	AT1G43850	AT1G43850	5404
Chr1_16612124.0	1	16612124	2.329493e-05	2	AT1G43850;AT1G43860	AT1G43850	AT1G43850	5005
Chr1_16613005.0	1	16613005	2.329493e-05	2	AT1G43850;AT1G43860	AT1G43850	AT1G43850	4124
Chr1_16614889.0	1	16614889	2.329493e-05	2	AT1G43850;AT1G43860	AT1G43850	AT1G43850	2240
Chr1_16614902.0	1	16614902	2.329493e-05	2	AT1G43850;AT1G43860	AT1G43850	AT1G43850	2227
Chr1_16615528.0	1	16615528	2.329493e-05	2	AT1G43850;AT1G43860	AT1G43850	AT1G43850	1601
Chr5_21506666.0	5	21506666	2.332855e-05	7	AT5G53030;AT5G53040;AT5G53045;AT5G53048;AT5G53050;AT5G53020;AT5G53060	AT5G53030	AT5G53030	46
Chr1_17062046.0	1	17062046	2.33881e-05	3	AT1G45130;AT1G45110;AT1G45100	AT1G45130	AT1G45130	3206
Chr3_22322273.0	3	22322273	2.340273e-05	6	AT3G60390;AT3G60380;AT3G60370;AT3G60400;AT3G60360;AT3G60410	AT3G60390	AT3G60390	0
Chr5_12576616.0	5	12576616	2.344633e-05	0	NA	NA	NA	NA
Chr1_21482150.0	1	21482150	2.347293e-05	4	AT1G58050;AT1G58055;AT1G58060;AT1G58037	AT1G58050	AT1G58050	0
Chr2_5534573.0	2	5534573	2.347821e-05	4	AT2G13350;AT2G13360;AT2G13363;AT2G13370	AT2G13350	AT2G13350	1819
Chr3_13325980.0	3	13325980	2.348919e-05	0	NA	NA	NA	NA
Chr3_13326026.0	3	13326026	2.348919e-05	0	NA	NA	NA	NA
Chr3_13326147.0	3	13326147	2.348919e-05	0	NA	NA	NA	NA
Chr3_13326152.0	3	13326152	2.348919e-05	0	NA	NA	NA	NA
Chr4_8882325.0	4	8882325	2.349019e-05	5	AT4G15560;AT4G15550;AT4G15545;AT4G15540;AT4G15563	AT4G15560	AT4G15560	1582
Chr1_7731936.0	1	7731936	2.350097e-05	6	AT1G21975;AT1G21970;AT1G21980;AT1G21960;AT1G21950;AT1G21990	AT1G21975	AT1G21975	344
Chr5_9956240.0	5	9956240	2.352082e-05	1	AT5G27930	AT5G27930	AT5G27930	1850
Chr5_10003482.0	5	10003482	2.352965e-05	2	AT5G27970;AT5G27967	AT5G27970	AT5G27970	1238
Chr3_16332158.0	3	16332158	2.356472e-05	5	AT3G44790;AT3G44785;AT3G44784;AT3G44783;AT3G44780	AT3G44790	AT3G44790	1893
Chr5_12912445.0	5	12912445	2.358282e-05	1	AT5G34581	AT5G34581	AT5G34581	7921
Chr5_12916135.0	5	12916135	2.358282e-05	1	AT5G34581	AT5G34581	AT5G34581	4231
Chr5_12918023.0	5	12918023	2.358282e-05	1	AT5G34581	AT5G34581	AT5G34581	2343
Chr5_12918162.0	5	12918162	2.358282e-05	1	AT5G34581	AT5G34581	AT5G34581	2204
Chr1_5371379.0	1	5371379	2.358283e-05	10	AT1G15610;AT1G15600;AT1G15620;AT1G15590;AT1G15580;AT1G15630;AT1G15570;AT1G15640;AT1G15650;AT1G15660	AT1G15610	AT1G15610	0
Chr1_11646209.0	1	11646209	2.359534e-05	8	AT1G32280;AT1G32270;AT1G32290;AT1G32260;AT1G32300;AT1G32250;AT1G32310;AT1G32320	AT1G32280	AT1G32280	11
Chr1_19822855.0	1	19822855	2.364423e-05	4	AT1G53170;AT1G53165;AT1G53180;AT1G53163	AT1G53170	AT1G53170	603
Chr5_10787368.0	5	10787368	2.370367e-05	4	AT5G28750;AT5G28740;AT5G28730;AT5G28770	AT5G28750	AT5G28750	1646
Chr5_10788679.0	5	10788679	2.370367e-05	4	AT5G28750;AT5G28740;AT5G28770;AT5G28730	AT5G28750	AT5G28750	2957
Chr5_10791596.0	5	10791596	2.370367e-05	3	AT5G28770;AT5G28750;AT5G28740	AT5G28770	AT5G28770	4863
Chr5_10791979.0	5	10791979	2.370367e-05	3	AT5G28770;AT5G28750;AT5G28740	AT5G28770	AT5G28770	4480
Chr5_10792458.0	5	10792458	2.370367e-05	3	AT5G28770;AT5G28750;AT5G28740	AT5G28770	AT5G28770	4001
Chr5_10793503.0	5	10793503	2.370367e-05	3	AT5G28770;AT5G28750;AT5G28740	AT5G28770	AT5G28770	2956
Chr4_7314898.0	4	7314898	2.370478e-05	7	AT4G12320;AT4G12310;AT4G12330;AT4G12300;AT4G12334;AT4G12340;AT4G12290	AT4G12320	AT4G12320	0
Chr5_9546396.0	5	9546396	2.377846e-05	6	AT5G27130;AT5G27140;AT5G27120;AT5G27110;AT5G27150;AT5G27100	AT5G27130	AT5G27130	151
Chr5_9546398.0	5	9546398	2.377846e-05	6	AT5G27130;AT5G27140;AT5G27120;AT5G27110;AT5G27150;AT5G27100	AT5G27130	AT5G27130	149
Chr4_16469681.0	4	16469681	2.383117e-05	5	AT4G34440;AT4G34450;AT4G34430;AT4G34460;AT4G34420	AT4G34440	AT4G34440	725
Chr3_15835537.0	3	15835537	2.389118e-05	5	AT3G44080;AT3G44090;AT3G44070;AT3G44091;AT3G44060	AT3G44080	AT3G44080	95
Chr5_11033585.0	5	11033585	2.394927e-05	1	AT5G29000	AT5G29000	AT5G29000	8625
Chr3_21962819.0	3	21962819	2.395129e-05	5	AT3G59420;AT3G59430;AT3G59415;AT3G59410;AT3G59440	AT3G59420	AT3G59420	0
Chr4_13620506.0	4	13620506	2.400123e-05	4	AT4G27190;AT4G27180;AT4G27170;AT4G27160	AT4G27190	AT4G27190	471
Chr5_9748286.0	5	9748286	2.403236e-05	2	AT5G27600;AT5G27606	AT5G27600	AT5G27600	1281
Chr5_9755495.0	5	9755495	2.403236e-05	3	AT5G27606;AT5G27600;AT5G27610	AT5G27606	AT5G27606	2091
Chr5_9778861.0	5	9778861	2.403236e-05	5	AT5G27630;AT5G27640;AT5G27620;AT5G27650;AT5G27610	AT5G27630	AT5G27630	0
Chr5_9784174.0	5	9784174	2.403236e-05	7	AT5G27640;AT5G27650;AT5G27630;AT5G27660;AT5G27670;AT5G27620;AT5G27680	AT5G27640	AT5G27640	0
Chr5_12258116.0	5	12258116	2.412461e-05	1	AT5G32613	AT5G32613	AT5G32613	5139
Chr5_12572067.0	5	12572067	2.42111e-05	1	AT5G33300	AT5G33300	AT5G33300	6310
Chr3_21914182.0	3	21914182	2.421693e-05	6	AT3G59290;AT3G59280;AT3G59300;AT3G59270;AT3G59310;AT3G59260	AT3G59290	AT3G59290	0
Chr2_16001960.0	2	16001960	2.422815e-05	7	AT2G38185;AT2G38195;AT2G38180;AT2G38210;AT2G38220;AT2G38170;AT2G38230	AT2G38185	AT2G38185	0
Chr4_17151533.0	4	17151533	2.427176e-05	7	AT4G36250;AT4G36245;AT4G36240;AT4G36260;AT4G36230;AT4G36268;AT4G36270	AT4G36250	AT4G36250	0
Chr5_11222117.0	5	11222117	2.430472e-05	0	NA	NA	NA	NA
Chr1_16419698.0	1	16419698	2.452812e-05	4	AT1G43600;AT1G43610;AT1G43620;AT1G43580	AT1G43600	AT1G43600	3676
Chr1_16419729.0	1	16419729	2.452812e-05	4	AT1G43600;AT1G43610;AT1G43620;AT1G43580	AT1G43600	AT1G43600	3707
Chr1_16419764.0	1	16419764	2.452812e-05	4	AT1G43600;AT1G43610;AT1G43620;AT1G43580	AT1G43600	AT1G43600	3742
Chr1_16419768.0	1	16419768	2.452812e-05	4	AT1G43600;AT1G43610;AT1G43620;AT1G43580	AT1G43600	AT1G43600	3746
Chr3_11738296.0	3	11738296	2.457885e-05	3	AT3G29830;AT3G29970;AT3G29810	AT3G29830	AT3G29830	0
Chr3_673522.0	3	673522	2.457915e-05	10	AT3G02990;AT3G02980;AT3G02970;AT3G03000;AT3G02960;AT3G03010;AT3G02950;AT3G03020;AT3G03030;AT3G02940	AT3G02990	AT3G02990	0
Chr1_1619902.0	1	1619902	2.461431e-05	4	AT1G05490;AT1G05500;AT1G05470;AT1G05510	AT1G05490	AT1G05490	0
Chr1_1621385.0	1	1621385	2.461431e-05	5	AT1G05490;AT1G05500;AT1G05510;AT1G05520;AT1G05470	AT1G05490	AT1G05490	0
Chr1_1621538.0	1	1621538	2.461431e-05	5	AT1G05490;AT1G05500;AT1G05510;AT1G05520;AT1G05470	AT1G05490	AT1G05490	0
Chr1_1622989.0	1	1622989	2.461431e-05	4	AT1G05490;AT1G05500;AT1G05510;AT1G05520	AT1G05490	AT1G05490	0
Chr1_1625247.0	1	1625247	2.461431e-05	4	AT1G05500;AT1G05490;AT1G05510;AT1G05520	AT1G05500	AT1G05500	0
Chr1_1626025.0	1	1626025	2.461431e-05	4	AT1G05500;AT1G05490;AT1G05510;AT1G05520	AT1G05500	AT1G05500	0
Chr1_1627349.0	1	1627349	2.461431e-05	5	AT1G05500;AT1G05510;AT1G05520;AT1G05490;AT1G05530	AT1G05500	AT1G05500	0
Chr1_1628095.0	1	1628095	2.461431e-05	5	AT1G05500;AT1G05510;AT1G05520;AT1G05490;AT1G05530	AT1G05500	AT1G05500	0
Chr1_1630603.0	1	1630603	2.461431e-05	6	AT1G05510;AT1G05520;AT1G05500;AT1G05530;AT1G05490;AT1G05540	AT1G05510	AT1G05510	0
Chr1_1630993.0	1	1630993	2.461431e-05	7	AT1G05520;AT1G05510;AT1G05500;AT1G05530;AT1G05490;AT1G05540;AT1G05550	AT1G05520	AT1G05520	0
Chr1_1636171.0	1	1636171	2.461431e-05	8	AT1G05530;AT1G05520;AT1G05540;AT1G05550;AT1G05510;AT1G05500;AT1G05560;AT1G05562	AT1G05530	AT1G05530	325
Chr1_1638360.0	1	1638360	2.461431e-05	9	AT1G05530;AT1G05540;AT1G05550;AT1G05520;AT1G05560;AT1G05510;AT1G05562;AT1G05500;AT1G05570	AT1G05530	AT1G05530	497
Chr1_1638510.0	1	1638510	2.461431e-05	9	AT1G05530;AT1G05540;AT1G05550;AT1G05520;AT1G05560;AT1G05562;AT1G05510;AT1G05570;AT1G05500	AT1G05530	AT1G05530	647
Chr1_1638603.0	1	1638603	2.461431e-05	9	AT1G05540;AT1G05530;AT1G05550;AT1G05520;AT1G05560;AT1G05562;AT1G05510;AT1G05570;AT1G05500	AT1G05540	AT1G05540	683
Chr1_1640399.0	1	1640399	2.461431e-05	8	AT1G05540;AT1G05550;AT1G05530;AT1G05520;AT1G05560;AT1G05562;AT1G05570;AT1G05510	AT1G05540	AT1G05540	0
Chr1_1641039.0	1	1641039	2.461431e-05	7	AT1G05550;AT1G05540;AT1G05530;AT1G05560;AT1G05562;AT1G05520;AT1G05570	AT1G05550	AT1G05550	0
