rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
S5_59149675	5	59149675	0.000674704	5	SORBI_3005G137800;SORBI_3005G137700;SORBI_3005G137900;SORBI_3005G137500;SORBI_3005G138000	SORBI_3005G137800	SORBI_3005G137800	0
S7_16665472	7	16665472	0.0006797984	0	NA	NA	NA	NA
S1_57689563	1	57689563	0.0006885732	3	SORBI_3001G297000;SORBI_3001G296900;SORBI_3001G296800	SORBI_3001G297000	SORBI_3001G297000	5953
S7_14233852	7	14233852	0.0006887788	1	SORBI_3007G090600	SORBI_3007G090600	SORBI_3007G090600	0
S9_19127685	9	19127685	0.0007007922	0	NA	NA	NA	NA
S6_4765947	6	4765947	0.0007008916	0	NA	NA	NA	NA
S8_43738941	8	43738941	0.0007243669	0	NA	NA	NA	NA
S3_63508847	3	63508847	0.0007349034	12	SORBI_3003G305000;SORBI_3003G305100;SORBI_3003G305200;SORBI_3003G305250;SORBI_3003G304800;SORBI_3003G305300;SORBI_3003G304900;SORBI_3003G305400;SORBI_3003G304700;SORBI_3003G305500;SORBI_3003G304600;SORBI_3003G305601	SORBI_3003G305000	SORBI_3003G305000	1956
S7_17373778	7	17373778	0.0007401244	1	SORBI_3007G094700	SORBI_3007G094700	SORBI_3007G094700	2145
S3_64507944	3	64507944	0.0007410151	7	SORBI_3003G317400;SORBI_3003G317300;SORBI_3003G317200;SORBI_3003G317500;SORBI_3003G317600;SORBI_3003G317700;SORBI_3003G317100	SORBI_3003G317400	SORBI_3003G317400	193
S7_12660314	7	12660314	0.0007473865	5	SORBI_3007G089800;SORBI_3007G089700;SORBI_3007G089600;SORBI_3007G089566;SORBI_3007G089900	SORBI_3007G089800	SORBI_3007G089800	2330
S7_12660315	7	12660315	0.0007473865	5	SORBI_3007G089800;SORBI_3007G089700;SORBI_3007G089600;SORBI_3007G089566;SORBI_3007G089900	SORBI_3007G089800	SORBI_3007G089800	2331
S4_13910027	4	13910027	0.0007492557	1	SORBI_3004G123400	SORBI_3004G123400	SORBI_3004G123400	0
S5_431929	5	431929	0.0007503573	9	SORBI_3005G005600;SORBI_3005G005500;SORBI_3005G005650;SORBI_3005G005400;SORBI_3005G005700;SORBI_3005G005300;SORBI_3005G005200;SORBI_3005G005800;SORBI_3005G005100	SORBI_3005G005600	SORBI_3005G005600	0
S1_6520135	1	6520135	0.0007554414	11	SORBI_3001G084133;SORBI_3001G084100;SORBI_3001G084166;SORBI_3001G084200;SORBI_3001G084300;SORBI_3001G084400;SORBI_3001G084000;SORBI_3001G084500;SORBI_3001G084600;SORBI_3001G083900;SORBI_3001G084700	SORBI_3001G084133	SORBI_3001G084133	901
S4_1880198	4	1880198	0.0007580516	4	SORBI_3004G023100;SORBI_3004G023000;SORBI_3004G023200;SORBI_3004G022950	SORBI_3004G023100	SORBI_3004G023100	692
S7_15385965	7	15385965	0.000767445	1	SORBI_3007G091800	SORBI_3007G091800	SORBI_3007G091800	15082
S7_12901120	7	12901120	0.0007710945	0	NA	NA	NA	NA
S7_13165114	7	13165114	0.0007722027	2	SORBI_3007G090412;SORBI_3007G090415	SORBI_3007G090412	SORBI_3007G090412	11622
S2_71806263	2	71806263	0.0007774224	3	SORBI_3002G354900;SORBI_3002G355000;SORBI_3002G354800	SORBI_3002G354900	SORBI_3002G354900	0
S1_68749684	1	68749684	0.0007784483	6	SORBI_3001G401975;SORBI_3001G402050;SORBI_3001G401900;SORBI_3001G402125;SORBI_3001G401800;SORBI_3001G402200	SORBI_3001G401975	SORBI_3001G401975	784
S5_9463214	5	9463214	0.0007825319	3	SORBI_3005G076650;SORBI_3005G076700;SORBI_3005G076800	SORBI_3005G076650	SORBI_3005G076650	13020
S3_69366080	3	69366080	0.0007850846	6	SORBI_3003G379800;SORBI_3003G379900;SORBI_3003G379700;SORBI_3003G379500;SORBI_3003G379600;SORBI_3003G380000	SORBI_3003G379800	SORBI_3003G379800	0
S7_12779889	7	12779889	0.0007857682	1	SORBI_3007G090100	SORBI_3007G090100	SORBI_3007G090100	23678
S7_11776587	7	11776587	0.0007932337	3	SORBI_3007G087100;SORBI_3007G087200;SORBI_3007G087300	SORBI_3007G087100	SORBI_3007G087100	4608
S6_56599031	6	56599031	0.000796112	9	SORBI_3006G218850;SORBI_3006G218900;SORBI_3006G218800;SORBI_3006G218950;SORBI_3006G219000;SORBI_3006G218700;SORBI_3006G219100;SORBI_3006G218600;SORBI_3006G219150	SORBI_3006G218850	SORBI_3006G218850	2243
S3_6608416	3	6608416	0.0008064084	6	SORBI_3003G077500;SORBI_3003G077400;SORBI_3003G077300;SORBI_3003G077600;SORBI_3003G077200;SORBI_3003G077700	SORBI_3003G077500	SORBI_3003G077500	0
S7_13963564	7	13963564	0.0008277389	1	SORBI_3007G090460	SORBI_3007G090460	SORBI_3007G090460	22156
S10_44101583	10	44101583	0.0008299479	5	SORBI_3010G152200;SORBI_3010G152100;SORBI_3010G152000;SORBI_3010G151900;SORBI_3010G152250	SORBI_3010G152200	SORBI_3010G152200	5912
S7_12739686	7	12739686	0.0008355574	0	NA	NA	NA	NA
S2_60662399	2	60662399	0.0008398989	6	SORBI_3002G214300;SORBI_3002G214400;SORBI_3002G214200;SORBI_3002G214500;SORBI_3002G214600;SORBI_3002G214700	SORBI_3002G214300	SORBI_3002G214300	1798
S10_45986508	10	45986508	0.000842022	3	SORBI_3010G156100;SORBI_3010G156000;SORBI_3010G155901	SORBI_3010G156100	SORBI_3010G156100	2199
S10_54049009	10	54049009	0.0008478816	6	SORBI_3010G197300;SORBI_3010G197400;SORBI_3010G197500;SORBI_3010G197566;SORBI_3010G197200;SORBI_3010G197000	SORBI_3010G197300	SORBI_3010G197300	0
S10_6995439	10	6995439	0.0008487299	7	SORBI_3010G081800;SORBI_3010G081750;SORBI_3010G081900;SORBI_3010G081950;SORBI_3010G082000;SORBI_3010G081700;SORBI_3010G082100	SORBI_3010G081800	SORBI_3010G081800	2883
S7_12457870	7	12457870	0.0008500733	1	SORBI_3007G089101	SORBI_3007G089101	SORBI_3007G089101	13320
S1_29937780	1	29937780	0.0008720091	1	SORBI_3001G256700	SORBI_3001G256700	SORBI_3001G256700	7854
S3_56805341	3	56805341	0.0008726532	2	SORBI_3003G229400;SORBI_3003G229300	SORBI_3003G229400	SORBI_3003G229400	15498
S10_8967004	10	8967004	0.0008781243	8	SORBI_3010G099100;SORBI_3010G099000;SORBI_3010G099200;SORBI_3010G099300;SORBI_3010G098932;SORBI_3010G099400;SORBI_3010G098866;SORBI_3010G099500	SORBI_3010G099100	SORBI_3010G099100	0
S7_13189878	7	13189878	0.0008866679	2	SORBI_3007G090415;SORBI_3007G090412	SORBI_3007G090415	SORBI_3007G090415	5220
S7_16376982	7	16376982	0.0008923454	0	NA	NA	NA	NA
S7_12928336	7	12928336	0.0008979672	3	SORBI_3007G090200;SORBI_3007G090300;SORBI_3007G090400	SORBI_3007G090200	SORBI_3007G090200	5720
S3_63651903	3	63651903	0.0009123421	11	SORBI_3003G307700;SORBI_3003G307600;SORBI_3003G307801;SORBI_3003G307500;SORBI_3003G307900;SORBI_3003G307400;SORBI_3003G307300;SORBI_3003G308000;SORBI_3003G308100;SORBI_3003G307200;SORBI_3003G307100	SORBI_3003G307700	SORBI_3003G307700	1196
S4_6525171	4	6525171	0.000917595	9	SORBI_3004G079200;SORBI_3004G079100;SORBI_3004G079000;SORBI_3004G079400;SORBI_3004G079500;SORBI_3004G078900;SORBI_3004G079600;SORBI_3004G078800;SORBI_3004G079700	SORBI_3004G079200	SORBI_3004G079200	1708
S1_60107925	1	60107925	0.0009181925	3	SORBI_3001G313900;SORBI_3001G313800;SORBI_3001G313700	SORBI_3001G313900	SORBI_3001G313900	1587
S1_60107938	1	60107938	0.0009181925	3	SORBI_3001G313900;SORBI_3001G313800;SORBI_3001G313700	SORBI_3001G313900	SORBI_3001G313900	1574
S1_60107957	1	60107957	0.0009181925	3	SORBI_3001G313900;SORBI_3001G313800;SORBI_3001G313700	SORBI_3001G313900	SORBI_3001G313900	1555
S2_30005156	2	30005156	0.0009269899	0	NA	NA	NA	NA
S8_1234750	8	1234750	0.0009299749	8	SORBI_3008G014700;SORBI_3008G014801;SORBI_3008G014900;SORBI_3008G015000;SORBI_3008G015100;SORBI_3008G014601;SORBI_3008G015200;SORBI_3008G014500	SORBI_3008G014700	SORBI_3008G014700	0
S2_70435606	2	70435606	0.0009435132	9	SORBI_3002G336700;SORBI_3002G336600;SORBI_3002G336800;SORBI_3002G336500;SORBI_3002G336900;SORBI_3002G337001;SORBI_3002G336400;SORBI_3002G337100;SORBI_3002G336200	SORBI_3002G336700	SORBI_3002G336700	1066
S1_49648796	1	49648796	0.0009442535	0	NA	NA	NA	NA
S1_49648797	1	49648797	0.0009442535	0	NA	NA	NA	NA
S1_49648798	1	49648798	0.0009442535	0	NA	NA	NA	NA
S1_49648817	1	49648817	0.0009442535	0	NA	NA	NA	NA
S7_16667822	7	16667822	0.0009762402	0	NA	NA	NA	NA
S3_62743190	3	62743190	0.000977554	7	SORBI_3003G295200;SORBI_3003G295300;SORBI_3003G295100;SORBI_3003G295050;SORBI_3003G295000;SORBI_3003G294900;SORBI_3003G295400	SORBI_3003G295200	SORBI_3003G295200	2543
S3_62743193	3	62743193	0.000977554	7	SORBI_3003G295200;SORBI_3003G295300;SORBI_3003G295100;SORBI_3003G295050;SORBI_3003G295000;SORBI_3003G294900;SORBI_3003G295400	SORBI_3003G295200	SORBI_3003G295200	2546
S3_62743197	3	62743197	0.000977554	7	SORBI_3003G295200;SORBI_3003G295300;SORBI_3003G295100;SORBI_3003G295050;SORBI_3003G295000;SORBI_3003G294900;SORBI_3003G295400	SORBI_3003G295200	SORBI_3003G295200	2550
S7_2061428	7	2061428	0.0009850858	10	SORBI_3007G022600;SORBI_3007G022700;SORBI_3007G022800;SORBI_3007G022500;SORBI_3007G022400;SORBI_3007G022900;SORBI_3007G022300;SORBI_3007G023000;SORBI_3007G022200;SORBI_3007G022100	SORBI_3007G022600	SORBI_3007G022600	0
S10_47875458	10	47875458	0.0009886322	3	SORBI_3010G161700;SORBI_3010G161800;SORBI_3010G161600	SORBI_3010G161700	SORBI_3010G161700	2080
S3_63651929	3	63651929	0.0009971088	11	SORBI_3003G307700;SORBI_3003G307600;SORBI_3003G307801;SORBI_3003G307500;SORBI_3003G307900;SORBI_3003G307400;SORBI_3003G307300;SORBI_3003G308000;SORBI_3003G308100;SORBI_3003G307200;SORBI_3003G307100	SORBI_3003G307700	SORBI_3003G307700	1170
S7_12401907	7	12401907	0.0009972909	1	SORBI_3007G088900	SORBI_3007G088900	SORBI_3007G088900	2262
S7_12402935	7	12402935	0.0009997539	1	SORBI_3007G088900	SORBI_3007G088900	SORBI_3007G088900	3290
S8_1234745	8	1234745	0.001021238	8	SORBI_3008G014700;SORBI_3008G014801;SORBI_3008G014900;SORBI_3008G015000;SORBI_3008G015100;SORBI_3008G014601;SORBI_3008G015200;SORBI_3008G014500	SORBI_3008G014700	SORBI_3008G014700	0
S6_46980123	6	46980123	0.00102597	0	NA	NA	NA	NA
S1_68489209	1	68489209	0.001030697	5	SORBI_3001G399100;SORBI_3001G398950;SORBI_3001G399200;SORBI_3001G399300;SORBI_3001G399400	SORBI_3001G399100	SORBI_3001G399100	2406
S6_57293693	6	57293693	0.001036331	6	SORBI_3006G228300;SORBI_3006G228400;SORBI_3006G228200;SORBI_3006G228500;SORBI_3006G228700;SORBI_3006G228100	SORBI_3006G228300	SORBI_3006G228300	716
S7_16009994	7	16009994	0.001038098	0	NA	NA	NA	NA
S7_16010007	7	16010007	0.001038098	0	NA	NA	NA	NA
S7_16010022	7	16010022	0.001038098	0	NA	NA	NA	NA
S1_3532350	1	3532350	0.00103911	11	SORBI_3001G048100;SORBI_3001G048000;SORBI_3001G048200;SORBI_3001G048300;SORBI_3001G048400;SORBI_3001G047900;SORBI_3001G048500;SORBI_3001G048600;SORBI_3001G047800;SORBI_3001G047700;SORBI_3001G048700	SORBI_3001G048100	SORBI_3001G048100	0
S7_12747286	7	12747286	0.001041769	0	NA	NA	NA	NA
S1_23204331	1	23204331	0.001052211	1	SORBI_3001G234700	SORBI_3001G234700	SORBI_3001G234700	8680
S7_3793646	7	3793646	0.001059815	5	SORBI_3007G039300;SORBI_3007G039200;SORBI_3007G039100;SORBI_3007G039400;SORBI_3007G039500	SORBI_3007G039300	SORBI_3007G039300	190
S6_56599060	6	56599060	0.001062002	9	SORBI_3006G218850;SORBI_3006G218900;SORBI_3006G218800;SORBI_3006G218950;SORBI_3006G219000;SORBI_3006G218700;SORBI_3006G219100;SORBI_3006G218600;SORBI_3006G219150	SORBI_3006G218850	SORBI_3006G218850	2214
S3_64739315	3	64739315	0.001062929	3	SORBI_3003G319700;SORBI_3003G319800;SORBI_3003G319600	SORBI_3003G319700	SORBI_3003G319700	6727
S3_67717435	3	67717435	0.001081536	3	SORBI_3003G359900;SORBI_3003G359800;SORBI_3003G359600	SORBI_3003G359900	SORBI_3003G359900	1077
S1_45746688	1	45746688	0.001097649	0	NA	NA	NA	NA
S10_6995436	10	6995436	0.001099822	7	SORBI_3010G081800;SORBI_3010G081750;SORBI_3010G081900;SORBI_3010G081950;SORBI_3010G082000;SORBI_3010G081700;SORBI_3010G082100	SORBI_3010G081800	SORBI_3010G081800	2886
S7_43562447	7	43562447	0.001110454	2	SORBI_3007G112600;SORBI_3007G112500	SORBI_3007G112600	SORBI_3007G112600	0
S1_41066216	1	41066216	0.001113552	0	NA	NA	NA	NA
S7_13173260	7	13173260	0.001127755	2	SORBI_3007G090412;SORBI_3007G090415	SORBI_3007G090412	SORBI_3007G090412	3476
S7_12203445	7	12203445	0.001128644	0	NA	NA	NA	NA
S1_3223016	1	3223016	0.001129614	5	SORBI_3001G043000;SORBI_3001G042901;SORBI_3001G043100;SORBI_3001G043200;SORBI_3001G043300	SORBI_3001G043000	SORBI_3001G043000	1497
S7_14262000	7	14262000	0.00113209	0	NA	NA	NA	NA
S7_12584867	7	12584867	0.001144565	1	SORBI_3007G089300	SORBI_3007G089300	SORBI_3007G089300	0
S9_21698405	9	21698405	0.001145424	0	NA	NA	NA	NA
S3_51309108	3	51309108	0.001172199	2	SORBI_3003G191750;SORBI_3003G191800	SORBI_3003G191750	SORBI_3003G191750	0
S4_17077969	4	17077969	0.001176857	0	NA	NA	NA	NA
S7_12647801	7	12647801	0.001183588	6	SORBI_3007G089700;SORBI_3007G089800;SORBI_3007G089600;SORBI_3007G089566;SORBI_3007G089533;SORBI_3007G089500	SORBI_3007G089700	SORBI_3007G089700	68
S1_60235637	1	60235637	0.001201665	0	NA	NA	NA	NA
S5_10058248	5	10058248	0.001205292	1	SORBI_3005G078500	SORBI_3005G078500	SORBI_3005G078500	10825
S1_64749577	1	64749577	0.001206752	7	SORBI_3001G357700;SORBI_3001G357800;SORBI_3001G357900;SORBI_3001G357650;SORBI_3001G357600;SORBI_3001G357500;SORBI_3001G357400	SORBI_3001G357700	SORBI_3001G357700	0
S7_13190209	7	13190209	0.001209434	2	SORBI_3007G090415;SORBI_3007G090412	SORBI_3007G090415	SORBI_3007G090415	5551
S3_8279418	3	8279418	0.001212382	4	SORBI_3003G095100;SORBI_3003G095150;SORBI_3003G095000;SORBI_3003G094900	SORBI_3003G095100	SORBI_3003G095100	0
S1_41128560	1	41128560	0.001222885	0	NA	NA	NA	NA
S8_626798	8	626798	0.001224898	7	SORBI_3008G008100;SORBI_3008G008200;SORBI_3008G008000;SORBI_3008G008300;SORBI_3008G007900;SORBI_3008G007800;SORBI_3008G007700	SORBI_3008G008100	SORBI_3008G008100	247
S3_68937415	3	68937415	0.00122928	8	SORBI_3003G374200;SORBI_3003G374300;SORBI_3003G374100;SORBI_3003G374400;SORBI_3003G374150;SORBI_3003G374500;SORBI_3003G374000;SORBI_3003G374600	SORBI_3003G374200	SORBI_3003G374200	1874
S1_40832979	1	40832979	0.001242248	0	NA	NA	NA	NA
S7_11899063	7	11899063	0.001243334	1	SORBI_3007G087500	SORBI_3007G087500	SORBI_3007G087500	15806
S7_12744557	7	12744557	0.001256464	0	NA	NA	NA	NA
S10_5650138	10	5650138	0.001270447	7	SORBI_3010G070400;SORBI_3010G070300;SORBI_3010G070500;SORBI_3010G070600;SORBI_3010G070200;SORBI_3010G070100;SORBI_3010G070000	SORBI_3010G070400	SORBI_3010G070400	0
S2_67742759	2	67742759	0.001276405	3	SORBI_3002G300850;SORBI_3002G300900;SORBI_3002G300800	SORBI_3002G300850	SORBI_3002G300850	5053
S1_3244506	1	3244506	0.001280194	8	SORBI_3001G043200;SORBI_3001G043300;SORBI_3001G043400;SORBI_3001G043100;SORBI_3001G043500;SORBI_3001G043000;SORBI_3001G043601;SORBI_3001G042901	SORBI_3001G043200	SORBI_3001G043200	578
S1_3244507	1	3244507	0.001280194	8	SORBI_3001G043200;SORBI_3001G043300;SORBI_3001G043400;SORBI_3001G043100;SORBI_3001G043500;SORBI_3001G043000;SORBI_3001G043601;SORBI_3001G042901	SORBI_3001G043200	SORBI_3001G043200	579
S1_59362760	1	59362760	0.001282848	7	SORBI_3001G308200;SORBI_3001G308100;SORBI_3001G308000;SORBI_3001G308300;SORBI_3001G307900;SORBI_3001G308350;SORBI_3001G308400	SORBI_3001G308200	SORBI_3001G308200	0
S3_8279510	3	8279510	0.001289371	4	SORBI_3003G095100;SORBI_3003G095150;SORBI_3003G095000;SORBI_3003G094900	SORBI_3003G095100	SORBI_3003G095100	0
S3_19996230	3	19996230	0.001300668	2	SORBI_3003G162500;SORBI_3003G162600	SORBI_3003G162500	SORBI_3003G162500	0
S6_32018218	6	32018218	0.001300738	0	NA	NA	NA	NA
S2_60644350	2	60644350	0.00132768	5	SORBI_3002G214200;SORBI_3002G214300;SORBI_3002G213900;SORBI_3002G214400;SORBI_3002G214000	SORBI_3002G214200	SORBI_3002G214200	0
S7_13649453	7	13649453	0.001333501	0	NA	NA	NA	NA
S6_56551497	6	56551497	0.001339973	9	SORBI_3006G218200;SORBI_3006G218100;SORBI_3006G218300;SORBI_3006G218050;SORBI_3006G218400;SORBI_3006G218000;SORBI_3006G217950;SORBI_3006G217900;SORBI_3006G217800	SORBI_3006G218200	SORBI_3006G218200	0
S7_6229996	7	6229996	0.001342778	8	SORBI_3007G059600;SORBI_3007G059500;SORBI_3007G059700;SORBI_3007G059400;SORBI_3007G059300;SORBI_3007G059800;SORBI_3007G059900;SORBI_3007G059200	SORBI_3007G059600	SORBI_3007G059600	3487
S7_12739660	7	12739660	0.001344003	0	NA	NA	NA	NA
S4_11169920	4	11169920	0.001351312	6	SORBI_3004G113300;SORBI_3004G113201;SORBI_3004G113100;SORBI_3004G113400;SORBI_3004G113000;SORBI_3004G112900	SORBI_3004G113300	SORBI_3004G113300	3060
S3_46884325	3	46884325	0.001352873	2	SORBI_3003G179800;SORBI_3003G179700	SORBI_3003G179800	SORBI_3003G179800	3146
S1_4709439	1	4709439	0.001358135	9	SORBI_3001G063000;SORBI_3001G062900;SORBI_3001G063100;SORBI_3001G063200;SORBI_3001G062800;SORBI_3001G063300;SORBI_3001G062750;SORBI_3001G062700;SORBI_3001G063400	SORBI_3001G063000	SORBI_3001G063000	1415
S5_32372987	5	32372987	0.001358486	0	NA	NA	NA	NA
S3_68380848	3	68380848	0.001360488	13	SORBI_3003G368000;SORBI_3003G367900;SORBI_3003G367800;SORBI_3003G368100;SORBI_3003G367650;SORBI_3003G368150;SORBI_3003G367500;SORBI_3003G367451;SORBI_3003G368200;SORBI_3003G367401;SORBI_3003G368300;SORBI_3003G367350;SORBI_3003G367300	SORBI_3003G368000	SORBI_3003G368000	2072
S1_3270097	1	3270097	0.001406476	8	SORBI_3001G043601;SORBI_3001G043700;SORBI_3001G043500;SORBI_3001G043800;SORBI_3001G043400;SORBI_3001G043900;SORBI_3001G043300;SORBI_3001G044000	SORBI_3001G043601	SORBI_3001G043601	0
S5_10587758	5	10587758	0.001410369	4	SORBI_3005G080200;SORBI_3005G080100;SORBI_3005G080075;SORBI_3005G080400	SORBI_3005G080200	SORBI_3005G080200	0
S7_13185317	7	13185317	0.001417425	2	SORBI_3007G090415;SORBI_3007G090412	SORBI_3007G090415	SORBI_3007G090415	659
S3_72537663	3	72537663	0.001426069	8	SORBI_3003G420300;SORBI_3003G420201;SORBI_3003G420100;SORBI_3003G420400;SORBI_3003G420000;SORBI_3003G420500;SORBI_3003G419900;SORBI_3003G419800	SORBI_3003G420300	SORBI_3003G420300	0
S7_15969303	7	15969303	0.00143309	0	NA	NA	NA	NA
S2_65710033	2	65710033	0.001438854	7	SORBI_3002G274400;SORBI_3002G274500;SORBI_3002G274200;SORBI_3002G274300;SORBI_3002G274600;SORBI_3002G274100;SORBI_3002G274000	SORBI_3002G274400	SORBI_3002G274400	7553
S6_52757245	6	52757245	0.001452849	9	SORBI_3006G171050;SORBI_3006G171100;SORBI_3006G171200;SORBI_3006G171000;SORBI_3006G171300;SORBI_3006G170900;SORBI_3006G171400;SORBI_3006G170800;SORBI_3006G171500	SORBI_3006G171050	SORBI_3006G171050	2024
S9_4285659	9	4285659	0.001459031	7	SORBI_3009G044900;SORBI_3009G045000;SORBI_3009G044800;SORBI_3009G045100;SORBI_3009G044700;SORBI_3009G045200;SORBI_3009G044600	SORBI_3009G044900	SORBI_3009G044900	0
S1_29755566	1	29755566	0.001464625	2	SORBI_3001G256200;SORBI_3001G256300	SORBI_3001G256200	SORBI_3001G256200	21236
S10_15724392	10	15724392	0.001467066	0	NA	NA	NA	NA
S3_1784194	3	1784194	0.001475815	11	SORBI_3003G020700;SORBI_3003G020600;SORBI_3003G020800;SORBI_3003G020500;SORBI_3003G020900;SORBI_3003G020400;SORBI_3003G021000;SORBI_3003G020300;SORBI_3003G020200;SORBI_3003G021100;SORBI_3003G020100	SORBI_3003G020700	SORBI_3003G020700	2605
S3_51071262	3	51071262	0.001482597	1	SORBI_3003G190100	SORBI_3003G190100	SORBI_3003G190100	10408
S5_10058223	5	10058223	0.00149059	1	SORBI_3005G078500	SORBI_3005G078500	SORBI_3005G078500	10800
S1_3354702	1	3354702	0.001494621	8	SORBI_3001G045100;SORBI_3001G045300;SORBI_3001G045400;SORBI_3001G045000;SORBI_3001G045500;SORBI_3001G044900;SORBI_3001G045600;SORBI_3001G044800	SORBI_3001G045100	SORBI_3001G045100	0
S7_12203127	7	12203127	0.001497187	0	NA	NA	NA	NA
S9_374132	9	374132	0.00150383	11	SORBI_3009G004200;SORBI_3009G004100;SORBI_3009G004300;SORBI_3009G004000;SORBI_3009G003900;SORBI_3009G003800;SORBI_3009G004400;SORBI_3009G004500;SORBI_3009G004600;SORBI_3009G003700;SORBI_3009G004700	SORBI_3009G004200	SORBI_3009G004200	0
S1_18926631	1	18926631	0.001507587	4	SORBI_3001G207400;SORBI_3001G207200;SORBI_3001G207301;SORBI_3001G207100	SORBI_3001G207400	SORBI_3001G207400	432
S5_61251645	5	61251645	0.001508901	2	SORBI_3005G146000;SORBI_3005G145950	SORBI_3005G146000	SORBI_3005G146000	7982
S2_28802313	2	28802313	0.001518969	0	NA	NA	NA	NA
S5_323015	5	323015	0.001519967	10	SORBI_3005G004000;SORBI_3005G003900;SORBI_3005G004100;SORBI_3005G003800;SORBI_3005G004200;SORBI_3005G003750;SORBI_3005G003700;SORBI_3005G004300;SORBI_3005G003600;SORBI_3005G004400	SORBI_3005G004000	SORBI_3005G004000	0
S9_54477249	9	54477249	0.001523785	7	SORBI_3009G193400;SORBI_3009G193300;SORBI_3009G193200;SORBI_3009G193066;SORBI_3009G192933;SORBI_3009G192800;SORBI_3009G192700	SORBI_3009G193400	SORBI_3009G193400	3105
S10_49951873	10	49951873	0.001525725	2	SORBI_3010G169300;SORBI_3010G169250	SORBI_3010G169300	SORBI_3010G169300	7473
S7_11186769	7	11186769	0.001530929	0	NA	NA	NA	NA
S5_54067809	5	54067809	0.001545967	0	NA	NA	NA	NA
S10_6691180	10	6691180	0.001567619	5	SORBI_3010G079500;SORBI_3010G079600;SORBI_3010G079650;SORBI_3010G079300;SORBI_3010G079200	SORBI_3010G079500	SORBI_3010G079500	0
S7_13097825	7	13097825	0.001573366	3	SORBI_3007G090409;SORBI_3007G090406;SORBI_3007G090403	SORBI_3007G090409	SORBI_3007G090409	5087
S7_12196013	7	12196013	0.001574333	0	NA	NA	NA	NA
S7_12196015	7	12196015	0.001574333	0	NA	NA	NA	NA
S3_1440697	3	1440697	0.001576656	8	SORBI_3003G015900;SORBI_3003G015800;SORBI_3003G015950;SORBI_3003G016000;SORBI_3003G015700;SORBI_3003G016100;SORBI_3003G015600;SORBI_3003G016200	SORBI_3003G015900	SORBI_3003G015900	1351
S10_44427108	10	44427108	0.001580825	0	NA	NA	NA	NA
S7_12477125	7	12477125	0.001586709	0	NA	NA	NA	NA
S9_2802204	9	2802204	0.001587495	5	SORBI_3009G031500;SORBI_3009G031600;SORBI_3009G031450;SORBI_3009G031400;SORBI_3009G031700	SORBI_3009G031500	SORBI_3009G031500	2765
S3_53045787	3	53045787	0.001602887	5	SORBI_3003G201600;SORBI_3003G201500;SORBI_3003G201400;SORBI_3003G201300;SORBI_3003G201200	SORBI_3003G201600	SORBI_3003G201600	4842
S3_1947869	3	1947869	0.001603879	6	SORBI_3003G022600;SORBI_3003G022700;SORBI_3003G022500;SORBI_3003G022800;SORBI_3003G022400;SORBI_3003G022300	SORBI_3003G022600	SORBI_3003G022600	9147
S7_11305490	7	11305490	0.001617112	0	NA	NA	NA	NA
S2_62226989	2	62226989	0.001640239	6	SORBI_3002G230900;SORBI_3002G231000;SORBI_3002G230800;SORBI_3002G230600;SORBI_3002G230700;SORBI_3002G230500	SORBI_3002G230900	SORBI_3002G230900	1257
S3_51030374	3	51030374	0.001641986	3	SORBI_3003G189800;SORBI_3003G189900;SORBI_3003G190000	SORBI_3003G189800	SORBI_3003G189800	357
S9_58412182	9	58412182	0.001643077	6	SORBI_3009G248600;SORBI_3009G248700;SORBI_3009G248801;SORBI_3009G248900;SORBI_3009G249000;SORBI_3009G249100	SORBI_3009G248600	SORBI_3009G248600	1352
S3_42616163	3	42616163	0.001644261	2	SORBI_3003G175050;SORBI_3003G175100	SORBI_3003G175050	SORBI_3003G175050	4359
S1_48990721	1	48990721	0.001645382	2	SORBI_3001G264000;SORBI_3001G264100	SORBI_3001G264000	SORBI_3001G264000	0
S9_11925579	9	11925579	0.001667791	1	SORBI_3009G082300	SORBI_3009G082300	SORBI_3009G082300	2666
S10_43053325	10	43053325	0.001673617	2	SORBI_3010G149600;SORBI_3010G149500	SORBI_3010G149600	SORBI_3010G149600	10578
S7_16330933	7	16330933	0.001683033	0	NA	NA	NA	NA
S2_74122928	2	74122928	0.001688377	7	SORBI_3002G386900;SORBI_3002G387000;SORBI_3002G387100;SORBI_3002G386800;SORBI_3002G387200;SORBI_3002G386700;SORBI_3002G387300	SORBI_3002G386900	SORBI_3002G386900	597
S3_6606650	3	6606650	0.001693272	5	SORBI_3003G077500;SORBI_3003G077400;SORBI_3003G077300;SORBI_3003G077200;SORBI_3003G077600	SORBI_3003G077500	SORBI_3003G077500	0
S2_56028132	2	56028132	0.001697055	10	SORBI_3002G179100;SORBI_3002G179150;SORBI_3002G179000;SORBI_3002G179200;SORBI_3002G178900;SORBI_3002G179300;SORBI_3002G178700;SORBI_3002G178800;SORBI_3002G179400;SORBI_3002G178601	SORBI_3002G179100	SORBI_3002G179100	4296
S7_12744480	7	12744480	0.001703999	0	NA	NA	NA	NA
