rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
S7_163586805	7	163586805	0.001065448	3	Zm00001eb323220;Zm00001eb323210;Zm00001eb323230	Zm00001eb323220	Zm00001eb323220	0
S2_205492888	2	205492888	0.00106742	1	Zm00001eb104820	Zm00001eb104820	Zm00001eb104820	0
S5_207916167	5	207916167	0.001067805	4	Zm00001eb251660;Zm00001eb251670;EAT1;aox1	Zm00001eb251660	Zm00001eb251660	1306
S5_197903558	5	197903558	0.0010698	6	Zm00001eb250040;Zm00001eb250030;Zm00001eb250050;Zm00001eb250020;Zm00001eb250060;ATL54_1	Zm00001eb250040	Zm00001eb250040	0
S5_54514281	5	54514281	0.001073234	4	Zm00001eb226230;Zm00001eb226220;Zm00001eb226240;Zm00001eb226210	Zm00001eb226230	Zm00001eb226230	0
S8_169508261	8	169508261	0.001081685	5	Zm00001eb365110;Zm00001eb365120;Zm00001eb365130;Zm00001eb365140;Zm00001eb365150	Zm00001eb365110	Zm00001eb365110	0
S5_216599861	5	216599861	0.001088905	4	Zm00001eb255230;ANN2;Zm00001eb255250;Zm00001eb255260	Zm00001eb255230	Zm00001eb255230	0
S5_38686146	5	38686146	0.001091439	6	Zm00001eb223710;Zm00001eb223720;Zm00001eb223700;Zm00001eb223730;Zm00001eb223690;Zm00001eb223680	Zm00001eb223710	Zm00001eb223710	0
S2_174842515	2	174842515	0.00109149	3	Zm00001eb097010;Zm00001eb097020;Zm00001eb097030	Zm00001eb097010	Zm00001eb097010	0
S8_86683467	8	86683467	0.001091588	0	NA	NA	NA	NA
S5_211234236	5	211234236	0.001092955	3	Zm00001eb252770;Zm00001eb252780;Zm00001eb252790	Zm00001eb252770	Zm00001eb252770	7930
S4_247989101	4	247989101	0.001095191	3	bZIP84;Zm00001eb209060;Zm00001eb209050	bZIP84	Zm00001eb209070	1633
S4_161141487	4	161141487	0.001095428	5	FACE1_1;Zm00001eb187250;Zm00001eb187260;Zm00001eb187270;Zm00001eb187230	FACE1_1	Zm00001eb187240	0
S4_161141488	4	161141488	0.001095959	5	FACE1_1;Zm00001eb187250;Zm00001eb187260;Zm00001eb187270;Zm00001eb187230	FACE1_1	Zm00001eb187240	0
S10_135996716	10	135996716	0.001096831	1	Zm00001eb427590	Zm00001eb427590	Zm00001eb427590	4562
S1_236965257	1	236965257	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965259	1	236965259	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965261	1	236965261	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965264	1	236965264	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965266	1	236965266	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965268	1	236965268	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965271	1	236965271	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965272	1	236965272	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965273	1	236965273	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S1_236965274	1	236965274	0.001097075	1	MYB15_1	MYB15_1	Zm00001eb045780	0
S4_147045028	4	147045028	0.001097206	2	Zm00001eb185040;Zm00001eb185050	Zm00001eb185040	Zm00001eb185040	0
S1_106419580	1	106419580	0.001099223	1	Zm00001eb025110	Zm00001eb025110	Zm00001eb025110	0
S6_171810121	6	171810121	0.001100394	3	Zm00001eb293700;Zm00001eb293690;Zm00001eb293710	Zm00001eb293700	Zm00001eb293700	1939
S5_22339160	5	22339160	0.001102023	3	Zm00001eb220040;Zm00001eb220030;Zm00001eb220050	Zm00001eb220040	Zm00001eb220040	4556
S5_216481451	5	216481451	0.001103161	3	Zm00001eb255170;Zm00001eb255180;RAP2-4_3	Zm00001eb255170	Zm00001eb255170	0
S5_216481466	5	216481466	0.001103161	3	Zm00001eb255170;Zm00001eb255180;RAP2-4_3	Zm00001eb255170	Zm00001eb255170	0
S6_167091329	6	167091329	0.001104761	9	Zm00001eb291410;Zm00001eb291420;Zm00001eb291430;Zm00001eb291400;Zm00001eb291440;Zm00001eb291390;Zm00001eb291450;Zm00001eb291380;CYP98A1_0	Zm00001eb291410	Zm00001eb291410	0
S6_170807312	6	170807312	0.001104788	1	Zm00001eb293140	Zm00001eb293140	Zm00001eb293140	1111
S2_4392262	2	4392262	0.001108751	6	Zm00001eb067680;Zm00001eb067690;Zm00001eb067660;Zm00001eb067670;Zm00001eb067700;LOX6	Zm00001eb067680	Zm00001eb067680	0
S7_152984775	7	152984775	0.001112833	4	NAC086_3;NAC086_4;Zm00001eb320810;Zm00001eb320840	NAC086_3	Zm00001eb320830	0
S10_113756037	10	113756037	0.001113189	0	NA	NA	NA	NA
S10_150078076	10	150078076	0.001114299	3	Zm00001eb433470;Zm00001eb433480;Zm00001eb433490	Zm00001eb433470	Zm00001eb433470	1256
S3_206121826	3	206121826	0.001117497	1	PRPX_0	PRPX_0	Zm00001eb154120	0
S10_91247171	10	91247171	0.001119328	2	SPP2;Zm00001eb417950	SPP2	Zm00001eb417940	0
S10_117433621	10	117433621	0.001119746	1	Zm00001eb422110	Zm00001eb422110	Zm00001eb422110	0
S5_19631998	5	19631998	0.001125079	2	Zm00001eb219240;Zm00001eb219250	Zm00001eb219240	Zm00001eb219240	1266
S1_150324415	1	150324415	0.001126391	1	Zm00001eb028380	Zm00001eb028380	Zm00001eb028380	14227
S8_95435655	8	95435655	0.001127921	1	Zm00001eb347420	Zm00001eb347420	Zm00001eb347420	0
S3_193735499	3	193735499	0.001128746	1	ERF4_3	ERF4_3	Zm00001eb150840	5476
S1_19576979	1	19576979	0.001129821	1	Zm00001eb006770	Zm00001eb006770	Zm00001eb006770	0
S1_75023084	1	75023084	0.001133903	2	Zm00001eb020260;Zm00001eb020270	Zm00001eb020260	Zm00001eb020260	0
S8_56949639	8	56949639	0.001141173	3	Zm00001eb341810;Zm00001eb341800;Zm00001eb341790	Zm00001eb341810	Zm00001eb341810	0
S10_10535437	10	10535437	0.001146819	1	Zm00001eb408270	Zm00001eb408270	Zm00001eb408270	0
S10_1648147	10	1648147	0.001147018	5	Zm00001eb405290;Zm00001eb405300;Zm00001eb405310;Zm00001eb405280;Zm00001eb405260	Zm00001eb405290	Zm00001eb405290	0
S2_4602556	2	4602556	0.001147457	4	Zm00001eb067820;Zm00001eb067830;Zm00001eb067810;Zm00001eb067800	Zm00001eb067820	Zm00001eb067820	0
S5_32095869	5	32095869	0.001149262	6	Zm00001eb222250;Zm00001eb222240;Zm00001eb222230;Zm00001eb222220;Zm00001eb222210;Zm00001eb222200	Zm00001eb222250	Zm00001eb222250	0
S3_11013331	3	11013331	0.001151039	1	Zm00001eb122670	Zm00001eb122670	Zm00001eb122670	22090
S5_103823598	5	103823598	0.00115139	3	EBP2_1;SAUR39_12;Zm00001eb235010	EBP2_1	Zm00001eb235000	874
S10_74742513	10	74742513	0.001152263	1	Zm00001eb415060	Zm00001eb415060	Zm00001eb415060	0
S2_23633253	2	23633253	0.001153657	2	Zm00001eb075370;Zm00001eb075360	Zm00001eb075370	Zm00001eb075370	696
S4_152187185	4	152187185	0.001153941	3	Zm00001eb185760;Zm00001eb185750;Zm00001eb185740	Zm00001eb185760	Zm00001eb185760	0
S5_146732199	5	146732199	0.001155186	2	Zm00001eb238570;Zm00001eb238560	Zm00001eb238570	Zm00001eb238570	0
S6_150322162	6	150322162	0.00115524	1	Zm00001eb285890	Zm00001eb285890	Zm00001eb285890	0
S5_81913508	5	81913508	0.001156162	2	Zm00001eb232250;Zm00001eb232260	Zm00001eb232250	Zm00001eb232250	0
S2_106939061	2	106939061	0.001156648	1	Zm00001eb088160	Zm00001eb088160	Zm00001eb088160	6322
S6_143788484	6	143788484	0.00115884	1	Zm00001eb284290	Zm00001eb284290	Zm00001eb284290	0
S10_58526655	10	58526655	0.001159801	2	Zm00001eb413100;Zm00001eb413110	Zm00001eb413100	Zm00001eb413100	0
S9_116107292	9	116107292	0.001160773	5	Zm00001eb390100;Zm00001eb390110;Zm00001eb390120;Zm00001eb390130;Zm00001eb390140	Zm00001eb390100	Zm00001eb390100	179
S6_8513068	6	8513068	0.001163305	2	MADS45;Zm00001eb260600	MADS45	Zm00001eb260590	0
S7_16549656	7	16549656	0.001163755	1	Zm00001eb302760	Zm00001eb302760	Zm00001eb302760	0
S1_265323297	1	265323297	0.001164151	4	Zm00001eb052590;Zm00001eb052600;Zm00001eb052610;Zm00001eb052620	Zm00001eb052590	Zm00001eb052590	0
S7_123142549	7	123142549	0.001170714	2	Zm00001eb313370;Zm00001eb313360	Zm00001eb313370	Zm00001eb313370	0
S4_247989042	4	247989042	0.001173261	3	bZIP84;Zm00001eb209060;Zm00001eb209050	bZIP84	Zm00001eb209070	1574
S10_2715929	10	2715929	0.001173475	6	Zm00001eb405770;Zm00001eb405780;Zm00001eb405790;Zm00001eb405800;Zm00001eb405810;Zm00001eb405820	Zm00001eb405770	Zm00001eb405770	0
S6_152581173	6	152581173	0.00117578	1	Zm00001eb286490	Zm00001eb286490	Zm00001eb286490	0
S4_205713027	4	205713027	0.00117585	1	Zm00001eb199920	Zm00001eb199920	Zm00001eb199920	0
S2_140686175	2	140686175	0.001176132	0	NA	NA	NA	NA
S3_229857637	3	229857637	0.001176871	0	NA	NA	NA	NA
S6_175953962	6	175953962	0.001177877	4	Zm00001eb295810;Zm00001eb295820;Zm00001eb295800;Zm00001eb295830	Zm00001eb295810	Zm00001eb295810	0
S10_113756034	10	113756034	0.001178449	0	NA	NA	NA	NA
S5_221476540	5	221476540	0.001180825	5	Zm00001eb257530;Zm00001eb257540;Zm00001eb257550;Zm00001eb257560;Zm00001eb257570	Zm00001eb257530	Zm00001eb257530	0
S9_96747578	9	96747578	0.001185419	2	At1g03370_2;Zm00001eb386560	At1g03370_2	Zm00001eb386570	0
S9_150093249	9	150093249	0.001190303	2	Zm00001eb399120;Zm00001eb399130	Zm00001eb399120	Zm00001eb399120	974
S9_82705184	9	82705184	0.001191513	1	Zm00001eb384970	Zm00001eb384970	Zm00001eb384970	0
S4_74183205	4	74183205	0.001193179	1	Zm00001eb178290	Zm00001eb178290	Zm00001eb178290	0
S2_40935700	2	40935700	0.001194833	3	Zm00001eb080050;Zm00001eb080040;Zm00001eb080030	Zm00001eb080050	Zm00001eb080050	0
S1_191624348	1	191624348	0.001195222	3	UCNL_2;Zm00001eb034790;Zm00001eb034770	UCNL_2	Zm00001eb034780	4870
S9_22280980	9	22280980	0.001199423	2	Zm00001eb377280;SRL1_2	Zm00001eb377280	Zm00001eb377280	0
S6_60926403	6	60926403	0.001200275	1	ERF003_0	ERF003_0	Zm00001eb268180	0
S7_146195587	7	146195587	0.00120102	1	Zm00001eb318590	Zm00001eb318590	Zm00001eb318590	0
S6_65780765	6	65780765	0.001202159	0	NA	NA	NA	NA
S5_183852725	5	183852725	0.001206629	2	Orphan261;Zm00001eb245990	Orphan261	Zm00001eb246000	0
S2_5181580	2	5181580	0.001207219	7	Zm00001eb068210;Zm00001eb068200;Zm00001eb068220;Zm00001eb068230;Zm00001eb068240;Zm00001eb068190;Zm00001eb068180	Zm00001eb068210	Zm00001eb068210	916
S3_229461345	3	229461345	0.001207301	3	Zm00001eb161580;Zm00001eb161590;Zm00001eb161570	Zm00001eb161580	Zm00001eb161580	0
S10_134671377	10	134671377	0.00121107	3	Zm00001eb427040;Zm00001eb427030;Zm00001eb427050	Zm00001eb427040	Zm00001eb427040	0
S10_127931611	10	127931611	0.00121203	1	Zm00001eb424960	Zm00001eb424960	Zm00001eb424960	0
S8_180781756	8	180781756	0.001214546	7	Zm00001eb370880;Zm00001eb370870;Zm00001eb370890;Zm00001eb370860;Zm00001eb370900;Zm00001eb370850;Zm00001eb370910	Zm00001eb370880	Zm00001eb370880	0
S1_164948487	1	164948487	0.001214809	1	Zm00001eb030000	Zm00001eb030000	Zm00001eb030000	0
S1_286646117	1	286646117	0.001215134	1	Zm00001eb058340	Zm00001eb058340	Zm00001eb058340	9071
S5_85850667	5	85850667	0.001215417	2	Zm00001eb232950;Zm00001eb232960	Zm00001eb232950	Zm00001eb232950	0
S7_170960766	7	170960766	0.001215491	2	Zm00001eb326020;RRA3_1	Zm00001eb326020	Zm00001eb326020	0
S3_196245797	3	196245797	0.001220203	3	Zm00001eb151510;Zm00001eb151530;Zm00001eb151520	Zm00001eb151510	Zm00001eb151510	1007
S4_206707467	4	206707467	0.0012205	2	Zm00001eb200070;Zm00001eb200080	Zm00001eb200070	Zm00001eb200070	2219
S1_124733638	1	124733638	0.001223571	0	NA	NA	NA	NA
S5_172170712	5	172170712	0.001225371	5	Zm00001eb242710;Zm00001eb242720;Zm00001eb242730;Zm00001eb242700;Zm00001eb242740	Zm00001eb242710	Zm00001eb242710	0
S1_296860587	1	296860587	0.001225652	3	Zm00001eb061410;Zm00001eb061420;Zm00001eb061430	Zm00001eb061410	Zm00001eb061410	0
S1_258511967	1	258511967	0.001227336	1	Zm00001eb050770	Zm00001eb050770	Zm00001eb050770	324
S4_192786782	4	192786782	0.001229256	1	CYP90A3	CYP90A3	Zm00001eb196530	0
S9_29223619	9	29223619	0.001234609	2	Zm00001eb379310;Zm00001eb379300	Zm00001eb379310	Zm00001eb379310	0
S1_284567539	1	284567539	0.001234676	2	Zm00001eb057700;Zm00001eb057710	Zm00001eb057700	Zm00001eb057700	0
S2_144789864	2	144789864	0.001235261	6	Zm00001eb092180;Zm00001eb092160;Zm00001eb092170;Zm00001eb092150;Zm00001eb092140;Zm00001eb092130	Zm00001eb092180	Zm00001eb092180	0
S10_118803198	10	118803198	0.001236288	0	NA	NA	NA	NA
S8_63894823	8	63894823	0.001243788	6	Zm00001eb342420;Zm00001eb342430;Zm00001eb342440;Zm00001eb342450;Zm00001eb342410;Zm00001eb342460	Zm00001eb342420	Zm00001eb342420	0
S3_48795855	3	48795855	0.00124509	0	NA	NA	NA	NA
S5_55688471	5	55688471	0.001246977	2	Zm00001eb226450;Zm00001eb226460	Zm00001eb226450	Zm00001eb226450	481
S1_4845022	1	4845022	0.001247363	5	Zm00001eb001630;Zm00001eb001640;Zm00001eb001620;Zm00001eb001610;Zm00001eb001650	Zm00001eb001630	Zm00001eb001630	0
S4_247989088	4	247989088	0.001247765	3	bZIP84;Zm00001eb209060;Zm00001eb209050	bZIP84	Zm00001eb209070	1620
S1_20158509	1	20158509	0.001248609	4	Zm00001eb006950;RABH1E;Zm00001eb006960;Zm00001eb006930	Zm00001eb006950	Zm00001eb006950	0
S9_159826927	9	159826927	0.001248995	7	Zm00001eb403470;Zm00001eb403480;Zm00001eb403460;Zm00001eb403450;Zm00001eb403490;Zm00001eb403440;Zm00001eb403500	Zm00001eb403470	Zm00001eb403470	0
S3_157716797	3	157716797	0.001249087	1	Zm00001eb142300	Zm00001eb142300	Zm00001eb142300	0
S1_243564701	1	243564701	0.001250265	4	Zm00001eb047430;Zm00001eb047440;Zm00001eb047450;Zm00001eb047460	Zm00001eb047430	Zm00001eb047430	0
S9_12409242	9	12409242	0.001252142	4	CPN20_2;Zm00001eb373950;Zm00001eb373940;Zm00001eb373930	CPN20_2	Zm00001eb373960	0
S2_176291326	2	176291326	0.001254161	3	Zm00001eb097340;Zm00001eb097350;Zm00001eb097360	Zm00001eb097340	Zm00001eb097340	0
S2_53690903	2	53690903	0.001255048	1	Zm00001eb082890	Zm00001eb082890	Zm00001eb082890	0
S4_196306088	4	196306088	0.00126605	2	Zm00001eb197450;Zm00001eb197460	Zm00001eb197450	Zm00001eb197450	13486
S4_125247548	4	125247548	0.001267026	1	Zm00001eb182470	Zm00001eb182470	Zm00001eb182470	0
S5_182602408	5	182602408	0.001269505	2	Zm00001eb245670;Zm00001eb245680	Zm00001eb245670	Zm00001eb245670	755
S5_182602417	5	182602417	0.001269505	2	Zm00001eb245670;Zm00001eb245680	Zm00001eb245670	Zm00001eb245670	746
S3_196245799	3	196245799	0.001269537	3	Zm00001eb151510;Zm00001eb151530;Zm00001eb151520	Zm00001eb151510	Zm00001eb151510	1009
S9_40283616	9	40283616	0.001274225	1	NFYB6_2	NFYB6_2	Zm00001eb380770	0
S9_116852733	9	116852733	0.001278949	3	Zm00001eb390270;Zm00001eb390260;Zm00001eb390280	Zm00001eb390270	Zm00001eb390270	8162
S2_91263037	2	91263037	0.001282285	1	CSPL6	CSPL6	Zm00001eb087050	0
S7_177002013	7	177002013	0.001284242	2	Zm00001eb328460;Zm00001eb328450	Zm00001eb328460	Zm00001eb328460	2366
S3_186796352	3	186796352	0.001284508	3	Zm00001eb148630;Zm00001eb148620;Zm00001eb148640	Zm00001eb148630	Zm00001eb148630	0
S2_33157979	2	33157979	0.001285079	2	Zm00001eb078200;guaA_3	Zm00001eb078200	Zm00001eb078200	0
S5_223653420	5	223653420	0.001290033	3	Zm00001eb258580;Zm00001eb258570;Zm00001eb258590	Zm00001eb258580	Zm00001eb258580	1
S4_6007289	4	6007289	0.00129013	5	Zm00001eb166550;Zm00001eb166540;Zm00001eb166560;Zm00001eb166530;Zm00001eb166520	Zm00001eb166550	Zm00001eb166550	473
S5_8532472	5	8532472	0.001291237	4	Zm00001eb215280;Zm00001eb215270;Zm00001eb215260;Zm00001eb215250	Zm00001eb215280	Zm00001eb215280	0
S5_4552452	5	4552452	0.001293768	4	Zm00001eb212950;Zm00001eb212960;Zm00001eb212970;Zm00001eb212940	Zm00001eb212950	Zm00001eb212950	0
S3_222451975	3	222451975	0.001293966	1	Zm00001eb159240	Zm00001eb159240	Zm00001eb159240	12401
S2_5281554	2	5281554	0.00129523	7	Zm00001eb068280;Zm00001eb068270;Zm00001eb068290;Zm00001eb068300;Zm00001eb068310;Zm00001eb068320;Zm00001eb068330	Zm00001eb068280	Zm00001eb068280	0
S2_190901178	2	190901178	0.001297907	1	Zm00001eb100670	Zm00001eb100670	Zm00001eb100670	4217
S2_215843141	2	215843141	0.001301898	4	FRL3_3;Zm00001eb108310;Zm00001eb108300;Zm00001eb108290	FRL3_3	Zm00001eb108320	0
S1_191624401	1	191624401	0.001302595	3	UCNL_2;Zm00001eb034790;Zm00001eb034770	UCNL_2	Zm00001eb034780	4817
S10_118803141	10	118803141	0.001302837	0	NA	NA	NA	NA
S2_215137914	2	215137914	0.001303983	2	Zm00001eb108070;Zm00001eb108080	Zm00001eb108070	Zm00001eb108070	0
S2_144789890	2	144789890	0.001305672	6	Zm00001eb092180;Zm00001eb092160;Zm00001eb092170;Zm00001eb092150;Zm00001eb092140;Zm00001eb092130	Zm00001eb092180	Zm00001eb092180	0
S3_113528528	3	113528528	0.001306492	6	Zm00001eb134870;Zm00001eb134880;Zm00001eb134860;Zm00001eb134850;Zm00001eb134840;Zm00001eb134830	Zm00001eb134870	Zm00001eb134870	0
S1_258575910	1	258575910	0.001311195	3	Zm00001eb050790;Zm00001eb050800;Zm00001eb050780	Zm00001eb050790	Zm00001eb050790	0
S8_178210744	8	178210744	0.001311972	3	Zm00001eb369590;Zm00001eb369600;Zm00001eb369580	Zm00001eb369590	Zm00001eb369590	0
S2_214453408	2	214453408	0.001318109	5	Zm00001eb107810;Zm00001eb107820;Zm00001eb107830;Zm00001eb107840;Zm00001eb107800	Zm00001eb107810	Zm00001eb107810	0
S8_173539710	8	173539710	0.001320228	1	Zm00001eb367050	Zm00001eb367050	Zm00001eb367050	0
S9_40677919	9	40677919	0.001322893	1	Zm00001eb380830	Zm00001eb380830	Zm00001eb380830	9388
S2_106788255	2	106788255	0.001326545	2	Zm00001eb088140;Zm00001eb088150	Zm00001eb088140	Zm00001eb088140	0
S10_79602666	10	79602666	0.001331023	2	Zm00001eb415770;Zm00001eb415760	Zm00001eb415770	Zm00001eb415770	21671
S4_33999603	4	33999603	0.001331555	1	Zm00001eb172350	Zm00001eb172350	Zm00001eb172350	415
S4_182167416	4	182167416	0.001331869	2	Zm00001eb193180;Zm00001eb193190	Zm00001eb193180	Zm00001eb193180	0
S8_162404739	8	162404739	0.001332871	1	YUC2	YUC2	Zm00001eb362000	12497
S1_207746873	1	207746873	0.001333382	1	NAC078_0	NAC078_0	Zm00001eb038920	0
S1_184815736	1	184815736	0.001335007	2	Zm00001eb033200;Zm00001eb033190	Zm00001eb033200	Zm00001eb033200	0
S5_6373714	5	6373714	0.001338406	6	Zm00001eb214130;Zm00001eb214120;Zm00001eb214140;Zm00001eb214110;Zm00001eb214100;Zm00001eb214090	Zm00001eb214130	Zm00001eb214130	0
S5_20054687	5	20054687	0.001338761	4	RPL24_2;Zm00001eb219330;Zm00001eb219340;Zm00001eb219350	RPL24_2	Zm00001eb219320	0
S3_82820595	3	82820595	0.001340928	1	Zm00001eb132380	Zm00001eb132380	Zm00001eb132380	24347
S5_41439047	5	41439047	0.001343775	3	CYP89A2_5;Zm00001eb224340;Zm00001eb224330	CYP89A2_5	Zm00001eb224350	0
S9_140496263	9	140496263	0.001343909	3	Zm00001eb395850;Zm00001eb395840;Zm00001eb395860	Zm00001eb395850	Zm00001eb395850	105
S6_159085371	6	159085371	0.001345064	5	Zm00001eb288440;Zm00001eb288450;Zm00001eb288430;Zm00001eb288460;Zm00001eb288470	Zm00001eb288440	Zm00001eb288440	0
S1_184815757	1	184815757	0.001354875	2	Zm00001eb033200;Zm00001eb033190	Zm00001eb033200	Zm00001eb033200	0
S9_158656603	9	158656603	0.001355404	3	Zm00001eb402940;Zm00001eb402930;GATA10	Zm00001eb402940	Zm00001eb402940	0
S10_74742724	10	74742724	0.001356578	1	Zm00001eb415060	Zm00001eb415060	Zm00001eb415060	0
S5_205880644	5	205880644	0.001357673	3	Zm00001eb251040;Zm00001eb251030;Zm00001eb251050	Zm00001eb251040	Zm00001eb251040	1794
S6_115787775	6	115787775	0.001359071	7	Zm00001eb277710;Zm00001eb277720;RIC2_0;Zm00001eb277730;Zm00001eb277740;Zm00001eb277750;Zm00001eb277760	Zm00001eb277710	Zm00001eb277710	0
S1_177765528	1	177765528	0.001359416	3	Zm00001eb031740;Zm00001eb031750;Zm00001eb031730	Zm00001eb031740	Zm00001eb031740	0
S1_288753279	1	288753279	0.001364094	1	Zm00001eb058980	Zm00001eb058980	Zm00001eb058980	0
S10_17613132	10	17613132	0.001367448	2	Zm00001eb409430;Zm00001eb409440	Zm00001eb409430	Zm00001eb409430	0
S5_54045479	5	54045479	0.001367682	2	Zm00001eb226150;Zm00001eb226140	Zm00001eb226150	Zm00001eb226150	0
S1_218728035	1	218728035	0.001367789	1	At5g14430_3	At5g14430_3	Zm00001eb041500	18198
S5_104381322	5	104381322	0.001371067	0	NA	NA	NA	NA
S4_244303127	4	244303127	0.001371986	4	Zm00001eb207070;Zm00001eb207080;Zm00001eb207090;Zm00001eb207060	Zm00001eb207070	Zm00001eb207070	16
S4_43858286	4	43858286	0.001381494	1	Zm00001eb174630	Zm00001eb174630	Zm00001eb174630	0
S3_132655218	3	132655218	0.001383735	0	NA	NA	NA	NA
S10_78723097	10	78723097	0.001385327	3	Os08g0159800;Os08g0159900;Zm00001eb415670	Os08g0159800	Zm00001eb415660	0
S6_170593218	6	170593218	0.001386216	2	Zm00001eb292980;Zm00001eb292990	Zm00001eb292980	Zm00001eb292980	0
S1_106480643	1	106480643	0.001387273	0	NA	NA	NA	NA
S6_133327483	6	133327483	0.00139505	3	Zm00001eb281670;Zm00001eb281680;Zm00001eb281660	Zm00001eb281670	Zm00001eb281670	0
S5_20054652	5	20054652	0.001396991	4	RPL24_2;Zm00001eb219330;Zm00001eb219340;Zm00001eb219350	RPL24_2	Zm00001eb219320	0
S7_151877304	7	151877304	0.001397153	6	Zm00001eb320470;Zm00001eb320460;Zm00001eb320480;Zm00001eb320450;Orphan85;ZFP2_12	Zm00001eb320470	Zm00001eb320470	451
S1_255352321	1	255352321	0.001404395	6	Zm00001eb050110;Zm00001eb050100;Zm00001eb050090;UGD2;GDPD6_2;Zm00001eb050060	Zm00001eb050110	Zm00001eb050110	0
S4_3832144	4	3832144	0.0014083	1	CYP71C2_3	CYP71C2_3	Zm00001eb165550	17920
S5_12953629	5	12953629	0.001409057	4	Os03g0698800_1;Zm00001eb216900;Zm00001eb216890;Zm00001eb216920	Os03g0698800_1	Zm00001eb216910	0
S9_116852757	9	116852757	0.001418726	3	Zm00001eb390270;Zm00001eb390260;Zm00001eb390280	Zm00001eb390270	Zm00001eb390270	8186
S5_26242576	5	26242576	0.001421547	2	Os10g0490666;BSP_2	Os10g0490666	Zm00001eb221030	0
S7_172886956	7	172886956	0.001421703	3	Zm00001eb326900;Zm00001eb326910;Zm00001eb326890	Zm00001eb326900	Zm00001eb326900	17440
S2_227511637	2	227511637	0.001423102	2	Zm00001eb112700;Zm00001eb112690	Zm00001eb112700	Zm00001eb112700	0
S6_160247260	6	160247260	0.001423979	1	Zm00001eb288840	Zm00001eb288840	Zm00001eb288840	0
S8_179890002	8	179890002	0.001424773	4	Zm00001eb370440;Zm00001eb370450;Zm00001eb370460;Zm00001eb370430	Zm00001eb370440	Zm00001eb370440	0
S9_14993850	9	14993850	0.00142762	3	Zm00001eb374750;RR22_1;Zm00001eb374770	Zm00001eb374750	Zm00001eb374750	281
S2_177944139	2	177944139	0.001429281	3	Zm00001eb097750;Zm00001eb097740;Zm00001eb097760	Zm00001eb097750	Zm00001eb097750	0
S4_16069108	4	16069108	0.001429706	3	Zm00001eb168870;Zm00001eb168850;Zm00001eb168860	Zm00001eb168870	Zm00001eb168870	0
S10_65895745	10	65895745	0.001431751	1	Zm00001eb413860	Zm00001eb413860	Zm00001eb413860	0
S7_171019055	7	171019055	0.001435827	2	Zm00001eb326040;Zm00001eb326050	Zm00001eb326040	Zm00001eb326040	1934
S2_13323604	2	13323604	0.001438257	1	Zm00001eb072020	Zm00001eb072020	Zm00001eb072020	3942
S5_170332376	5	170332376	0.001440495	1	Zm00001eb242260	Zm00001eb242260	Zm00001eb242260	0
S2_239967006	2	239967006	0.001450731	7	Zm00001eb117110;Zm00001eb117100;Zm00001eb117120;Zm00001eb117090;Zm00001eb117080;Zm00001eb117130;Zm00001eb117070	Zm00001eb117110	Zm00001eb117110	255
S3_149343165	3	149343165	0.001451373	1	L-FNRII	L-FNRII	Zm00001eb140530	10212
S10_51460632	10	51460632	0.001452435	0	NA	NA	NA	NA
S1_162164826	1	162164826	0.001457725	2	Zm00001eb029710;Zm00001eb029720	Zm00001eb029710	Zm00001eb029710	0
S5_28843513	5	28843513	0.001460715	1	Zm00001eb221600	Zm00001eb221600	Zm00001eb221600	0
S4_161141473	4	161141473	0.001461794	5	FACE1_1;Zm00001eb187250;Zm00001eb187260;Zm00001eb187270;Zm00001eb187230	FACE1_1	Zm00001eb187240	0
S10_138726494	10	138726494	0.001465588	4	ACS50;Zm00001eb428500;Zm00001eb428510;Zm00001eb428520	ACS50	Zm00001eb428490	0
S4_206707481	4	206707481	0.001466156	2	Zm00001eb200070;Zm00001eb200080	Zm00001eb200070	Zm00001eb200070	2205
S4_71711938	4	71711938	0.001466246	1	Zm00001eb178040	Zm00001eb178040	Zm00001eb178040	0
S2_201436257	2	201436257	0.001467988	4	CYP78A6_4;MED10B_0;Zm00001eb103330;Zm00001eb103340	CYP78A6_4	Zm00001eb103310	0
S10_92310197	10	92310197	0.001469712	4	Zm00001eb418160;Zm00001eb418150;ACO15;Zm00001eb418130	Zm00001eb418160	Zm00001eb418160	0
S8_171756797	8	171756797	0.001474694	3	Zm00001eb366300;Zm00001eb366290;Zm00001eb366280	Zm00001eb366300	Zm00001eb366300	0
S8_177101230	8	177101230	0.001474725	2	Zm00001eb368920;Zm00001eb368930	Zm00001eb368920	Zm00001eb368920	0
