rs	chr	ps	p_wald	n_genes_25kb	genes_in_25kb	closest_gene	closest_gene_id	closest_gene_distance_bp
S2_21425366	2	21425366	0.001184596	2	SORBI_3002G138200;SORBI_3002G138300	SORBI_3002G138200	SORBI_3002G138200	2418
S2_51136659	2	51136659	0.001202131	0	NA	NA	NA	NA
S2_72309624	2	72309624	0.001202298	9	SORBI_3002G361500;SORBI_3002G361400;SORBI_3002G361300;SORBI_3002G361600;SORBI_3002G361700;SORBI_3002G361800;SORBI_3002G361200;SORBI_3002G361900;SORBI_3002G362000	SORBI_3002G361500	SORBI_3002G361500	3107
S7_53660428	7	53660428	0.001210103	1	SORBI_3007G125600	SORBI_3007G125600	SORBI_3007G125600	7638
S1_40764510	1	40764510	0.001235972	0	NA	NA	NA	NA
S4_67274000	4	67274000	0.001243921	7	SORBI_3004G341300;SORBI_3004G341500;SORBI_3004G341200;SORBI_3004G341600;SORBI_3004G341700;SORBI_3004G341100;SORBI_3004G341000	SORBI_3004G341300	SORBI_3004G341300	1809
S3_46178076	3	46178076	0.001245916	0	NA	NA	NA	NA
S3_4220648	3	4220648	0.001247637	5	SORBI_3003G046000;SORBI_3003G046200;SORBI_3003G045900;SORBI_3003G046300;SORBI_3003G046400	SORBI_3003G046000	SORBI_3003G046000	2244
S2_10818059	2	10818059	0.001261228	1	SORBI_3002G099350	SORBI_3002G099350	SORBI_3002G099350	2236
S2_10818075	2	10818075	0.001261228	1	SORBI_3002G099350	SORBI_3002G099350	SORBI_3002G099350	2252
S4_57499604	4	57499604	0.001296152	10	SORBI_3004G224500;SORBI_3004G224400;SORBI_3004G224600;SORBI_3004G224350;SORBI_3004G224700;SORBI_3004G224733;SORBI_3004G224300;SORBI_3004G224200;SORBI_3004G224766;SORBI_3004G224100	SORBI_3004G224500	SORBI_3004G224500	551
S7_48408964	7	48408964	0.001298561	0	NA	NA	NA	NA
S1_40733259	1	40733259	0.001300903	0	NA	NA	NA	NA
S6_54367369	6	54367369	0.001312644	10	SORBI_3006G189200;SORBI_3006G189100;SORBI_3006G189300;SORBI_3006G189000;SORBI_3006G189400;SORBI_3006G189500;SORBI_3006G189600;SORBI_3006G188900;SORBI_3006G189700;SORBI_3006G189801	SORBI_3006G189200	SORBI_3006G189200	0
S4_59745788	4	59745788	0.001329163	7	SORBI_3004G251200;SORBI_3004G251300;SORBI_3004G251150;SORBI_3004G251100;SORBI_3004G251350;SORBI_3004G251000;SORBI_3004G250900	SORBI_3004G251200	SORBI_3004G251200	1337
S7_43622131	7	43622131	0.0013299	1	SORBI_3007G112700	SORBI_3007G112700	SORBI_3007G112700	20188
S7_42272761	7	42272761	0.001338783	0	NA	NA	NA	NA
S1_29318222	1	29318222	0.001341341	4	SORBI_3001G255200;SORBI_3001G255300;SORBI_3001G255400;SORBI_3001G255450	SORBI_3001G255200	SORBI_3001G255200	3077
S10_12901092	10	12901092	0.001343024	3	SORBI_3010G117450;SORBI_3010G117400;SORBI_3010G117300	SORBI_3010G117450	SORBI_3010G117450	17275
S7_35302506	7	35302506	0.001346132	0	NA	NA	NA	NA
S1_60166154	1	60166154	0.001350561	6	SORBI_3001G314300;SORBI_3001G314350;SORBI_3001G314200;SORBI_3001G314100;SORBI_3001G314000;SORBI_3001G314400	SORBI_3001G314300	SORBI_3001G314300	0
S5_43357093	5	43357093	0.001350902	0	NA	NA	NA	NA
S2_73448364	2	73448364	0.001353479	10	SORBI_3002G377800;SORBI_3002G377700;SORBI_3002G377900;SORBI_3002G378000;SORBI_3002G377600;SORBI_3002G377501;SORBI_3002G377400;SORBI_3002G378100;SORBI_3002G377300;SORBI_3002G378200	SORBI_3002G377800	SORBI_3002G377800	0
S4_58875239	4	58875239	0.001399413	3	SORBI_3004G240700;SORBI_3004G240800;SORBI_3004G240600	SORBI_3004G240700	SORBI_3004G240700	0
S7_7449422	7	7449422	0.001400877	3	SORBI_3007G066832;SORBI_3007G067000;SORBI_3007G067008	SORBI_3007G066832	SORBI_3007G066832	701
S2_65623110	2	65623110	0.001414808	6	SORBI_3002G273000;SORBI_3002G272900;SORBI_3002G273100;SORBI_3002G273200;SORBI_3002G272800;SORBI_3002G273300	SORBI_3002G273000	SORBI_3002G273000	789
S4_49122755	4	49122755	0.001415949	7	SORBI_3004G154800;SORBI_3004G154700;SORBI_3004G154900;SORBI_3004G155000;SORBI_3004G155100;SORBI_3004G155150;SORBI_3004G155200	SORBI_3004G154800	SORBI_3004G154800	0
S2_487670	2	487670	0.001426358	10	SORBI_3002G004300;SORBI_3002G004200;SORBI_3002G004400;SORBI_3002G004100;SORBI_3002G004500;SORBI_3002G004600;SORBI_3002G004000;SORBI_3002G003900;SORBI_3002G003800;SORBI_3002G004700	SORBI_3002G004300	SORBI_3002G004300	0
S3_72434704	3	72434704	0.001432016	11	SORBI_3003G418733;SORBI_3003G418700;SORBI_3003G418766;SORBI_3003G418800;SORBI_3003G418900;SORBI_3003G418600;SORBI_3003G419100;SORBI_3003G419000;SORBI_3003G418500;SORBI_3003G419200;SORBI_3003G418400	SORBI_3003G418733	SORBI_3003G418733	0
S1_6394684	1	6394684	0.00143229	7	SORBI_3001G082700;SORBI_3001G082800;SORBI_3001G082900;SORBI_3001G082600;SORBI_3001G083000;SORBI_3001G083100;SORBI_3001G082500	SORBI_3001G082700	SORBI_3001G082700	0
S3_6602618	3	6602618	0.001437962	4	SORBI_3003G077400;SORBI_3003G077500;SORBI_3003G077300;SORBI_3003G077200	SORBI_3003G077400	SORBI_3003G077400	0
S3_61592089	3	61592089	0.001441159	7	SORBI_3003G281000;SORBI_3003G280900;SORBI_3003G281100;SORBI_3003G280800;SORBI_3003G280700;SORBI_3003G280600;SORBI_3003G281200	SORBI_3003G281000	SORBI_3003G281000	73
S6_941907	6	941907	0.001441797	4	SORBI_3006G006000;SORBI_3006G006100;SORBI_3006G005950;SORBI_3006G005900	SORBI_3006G006000	SORBI_3006G006000	6212
S1_18926631	1	18926631	0.001443407	4	SORBI_3001G207400;SORBI_3001G207200;SORBI_3001G207301;SORBI_3001G207100	SORBI_3001G207400	SORBI_3001G207400	432
S3_72434701	3	72434701	0.001445698	11	SORBI_3003G418733;SORBI_3003G418700;SORBI_3003G418766;SORBI_3003G418800;SORBI_3003G418900;SORBI_3003G418600;SORBI_3003G419100;SORBI_3003G419000;SORBI_3003G418500;SORBI_3003G419200;SORBI_3003G418400	SORBI_3003G418733	SORBI_3003G418733	0
S2_52019527	2	52019527	0.001448637	6	SORBI_3002G166600;SORBI_3002G166500;SORBI_3002G166700;SORBI_3002G166400;SORBI_3002G166300;SORBI_3002G166150	SORBI_3002G166600	SORBI_3002G166600	53
S5_59149675	5	59149675	0.001462818	5	SORBI_3005G137800;SORBI_3005G137700;SORBI_3005G137900;SORBI_3005G137500;SORBI_3005G138000	SORBI_3005G137800	SORBI_3005G137800	0
S8_52870366	8	52870366	0.001468313	0	NA	NA	NA	NA
S10_56253278	10	56253278	0.001468727	6	SORBI_3010G220400;SORBI_3010G220500;SORBI_3010G220300;SORBI_3010G220200;SORBI_3010G220100;SORBI_3010G220600	SORBI_3010G220400	SORBI_3010G220400	834
S1_40825531	1	40825531	0.001479049	0	NA	NA	NA	NA
S7_60232155	7	60232155	0.001484659	4	SORBI_3007G167200;SORBI_3007G167100;SORBI_3007G167000;SORBI_3007G167300	SORBI_3007G167200	SORBI_3007G167200	3363
S8_25413594	8	25413594	0.001497074	0	NA	NA	NA	NA
S8_25413634	8	25413634	0.001497074	0	NA	NA	NA	NA
S8_25413635	8	25413635	0.001497074	0	NA	NA	NA	NA
S2_51755512	2	51755512	0.001520017	2	SORBI_3002G165900;SORBI_3002G166000	SORBI_3002G165900	SORBI_3002G165900	8994
S3_11863440	3	11863440	0.001524531	5	SORBI_3003G128600;SORBI_3003G128700;SORBI_3003G128800;SORBI_3003G128575;SORBI_3003G128550	SORBI_3003G128600	SORBI_3003G128600	3694
S4_16327411	4	16327411	0.001545299	1	SORBI_3004G128800	SORBI_3004G128800	SORBI_3004G128800	21440
S4_64434680	4	64434680	0.001546095	9	SORBI_3004G305900;SORBI_3004G305800;SORBI_3004G306100;SORBI_3004G305766;SORBI_3004G305733;SORBI_3004G306200;SORBI_3004G306300;SORBI_3004G306400;SORBI_3004G305700	SORBI_3004G305900	SORBI_3004G305900	2928
S1_41300870	1	41300870	0.001557064	0	NA	NA	NA	NA
S1_20393535	1	20393535	0.001557412	2	SORBI_3001G218900;SORBI_3001G218800	SORBI_3001G218900	SORBI_3001G218900	17941
S2_71756769	2	71756769	0.00156095	9	SORBI_3002G354300;SORBI_3002G354200;SORBI_3002G354400;SORBI_3002G354100;SORBI_3002G354501;SORBI_3002G354600;SORBI_3002G354000;SORBI_3002G354700;SORBI_3002G353900	SORBI_3002G354300	SORBI_3002G354300	951
S2_71756794	2	71756794	0.00156095	9	SORBI_3002G354300;SORBI_3002G354200;SORBI_3002G354400;SORBI_3002G354100;SORBI_3002G354501;SORBI_3002G354600;SORBI_3002G354000;SORBI_3002G354700;SORBI_3002G353900	SORBI_3002G354300	SORBI_3002G354300	926
S8_2182061	8	2182061	0.00156155	5	SORBI_3008G024400;SORBI_3008G024300;SORBI_3008G024500;SORBI_3008G024550;SORBI_3008G024600	SORBI_3008G024400	SORBI_3008G024400	0
S2_13551618	2	13551618	0.001568585	8	SORBI_3002G111400;SORBI_3002G111500;SORBI_3002G111300;SORBI_3002G111600;SORBI_3002G111200;SORBI_3002G111700;SORBI_3002G111100;SORBI_3002G111000	SORBI_3002G111400	SORBI_3002G111400	3912
S2_13551711	2	13551711	0.001568585	8	SORBI_3002G111400;SORBI_3002G111500;SORBI_3002G111300;SORBI_3002G111600;SORBI_3002G111200;SORBI_3002G111700;SORBI_3002G111100;SORBI_3002G111000	SORBI_3002G111400	SORBI_3002G111400	4005
S5_15878173	5	15878173	0.001592631	0	NA	NA	NA	NA
S3_63683622	3	63683622	0.00159736	8	SORBI_3003G308200;SORBI_3003G308300;SORBI_3003G308100;SORBI_3003G308400;SORBI_3003G308000;SORBI_3003G307900;SORBI_3003G308500;SORBI_3003G307801	SORBI_3003G308200	SORBI_3003G308200	0
S1_4081718	1	4081718	0.001602137	7	SORBI_3001G054700;SORBI_3001G054800;SORBI_3001G054600;SORBI_3001G054500;SORBI_3001G054400;SORBI_3001G054300;SORBI_3001G054200	SORBI_3001G054700	SORBI_3001G054700	1240
S3_4347404	3	4347404	0.001605993	6	SORBI_3003G047800;SORBI_3003G047700;SORBI_3003G047600;SORBI_3003G047450;SORBI_3003G047500;SORBI_3003G047400	SORBI_3003G047800	SORBI_3003G047800	273
S1_41294968	1	41294968	0.001606497	0	NA	NA	NA	NA
S1_19607273	1	19607273	0.001609334	3	SORBI_3001G212451;SORBI_3001G212500;SORBI_3001G212600	SORBI_3001G212451	SORBI_3001G212451	8765
S2_59577737	2	59577737	0.001612678	8	SORBI_3002G204350;SORBI_3002G204400;SORBI_3002G204300;SORBI_3002G204200;SORBI_3002G204500;SORBI_3002G204100;SORBI_3002G204050;SORBI_3002G204000	SORBI_3002G204350	SORBI_3002G204350	0
S9_2640002	9	2640002	0.001634326	8	SORBI_3009G029500;SORBI_3009G029300;SORBI_3009G029600;SORBI_3009G029100;SORBI_3009G029001;SORBI_3009G029700;SORBI_3009G028901;SORBI_3009G029800	SORBI_3009G029500	SORBI_3009G029500	3824
S6_14497857	6	14497857	0.0016432	1	SORBI_3006G037700	SORBI_3006G037700	SORBI_3006G037700	0
S9_1216299	9	1216299	0.001644345	11	SORBI_3009G014100;SORBI_3009G014000;SORBI_3009G013900;SORBI_3009G013850;SORBI_3009G013800;SORBI_3009G014200;SORBI_3009G013700;SORBI_3009G014266;SORBI_3009G014332;SORBI_3009G013600;SORBI_3009G014400	SORBI_3009G014100	SORBI_3009G014100	1945
S5_54005467	5	54005467	0.001645577	1	SORBI_3005G123700	SORBI_3005G123700	SORBI_3005G123700	300
S3_69366080	3	69366080	0.001652769	6	SORBI_3003G379800;SORBI_3003G379900;SORBI_3003G379700;SORBI_3003G379500;SORBI_3003G379600;SORBI_3003G380000	SORBI_3003G379800	SORBI_3003G379800	0
S7_37199279	7	37199279	0.001659224	0	NA	NA	NA	NA
S7_37199289	7	37199289	0.001659224	0	NA	NA	NA	NA
S5_43357109	5	43357109	0.001675945	0	NA	NA	NA	NA
S1_66370176	1	66370176	0.0016789	8	SORBI_3001G375100;SORBI_3001G375200;SORBI_3001G375300;SORBI_3001G375000;SORBI_3001G374900;SORBI_3001G375400;SORBI_3001G374800;SORBI_3001G375500	SORBI_3001G375100	SORBI_3001G375100	0
S6_48342725	6	48342725	0.001688943	6	SORBI_3006G115600;SORBI_3006G115532;SORBI_3006G115700;SORBI_3006G115466;SORBI_3006G115400;SORBI_3006G115800	SORBI_3006G115600	SORBI_3006G115600	4492
S3_11863473	3	11863473	0.001693381	5	SORBI_3003G128600;SORBI_3003G128700;SORBI_3003G128800;SORBI_3003G128575;SORBI_3003G128550	SORBI_3003G128600	SORBI_3003G128600	3727
S2_50023829	2	50023829	0.001693966	3	SORBI_3002G161900;SORBI_3002G161800;SORBI_3002G161700	SORBI_3002G161900	SORBI_3002G161900	0
S2_70149337	2	70149337	0.001708456	7	SORBI_3002G333100;SORBI_3002G333001;SORBI_3002G333200;SORBI_3002G333300;SORBI_3002G332900;SORBI_3002G333400;SORBI_3002G332750	SORBI_3002G333100	SORBI_3002G333100	1636
S1_25904607	1	25904607	0.001732712	2	SORBI_3001G246600;SORBI_3001G246500	SORBI_3001G246600	SORBI_3001G246600	7097
S6_46992384	6	46992384	0.001740907	1	SORBI_3006G099650	SORBI_3006G099650	SORBI_3006G099650	19779
S10_6982184	10	6982184	0.001748053	5	SORBI_3010G081750;SORBI_3010G081700;SORBI_3010G081800;SORBI_3010G081600;SORBI_3010G081900	SORBI_3010G081750	SORBI_3010G081750	2235
S1_61173158	1	61173158	0.001750456	6	SORBI_3001G324600;SORBI_3001G324500;SORBI_3001G324400;SORBI_3001G324300;SORBI_3001G324250;SORBI_3001G324200	SORBI_3001G324600	SORBI_3001G324600	37
S7_7267335	7	7267335	0.001764041	2	SORBI_3007G067100;SORBI_3007G067108	SORBI_3007G067100	SORBI_3007G067100	16762
S2_60321692	2	60321692	0.00176754	5	SORBI_3002G210200;SORBI_3002G210300;SORBI_3002G210401;SORBI_3002G210500;SORBI_3002G210150	SORBI_3002G210200	SORBI_3002G210200	327
S3_11863465	3	11863465	0.001773778	5	SORBI_3003G128600;SORBI_3003G128700;SORBI_3003G128800;SORBI_3003G128575;SORBI_3003G128550	SORBI_3003G128600	SORBI_3003G128600	3719
S1_63004158	1	63004158	0.001775467	6	SORBI_3001G342800;SORBI_3001G342700;SORBI_3001G342600;SORBI_3001G342900;SORBI_3001G342500;SORBI_3001G343000	SORBI_3001G342800	SORBI_3001G342800	2110
S1_59113940	1	59113940	0.001782417	2	SORBI_3001G306500;SORBI_3001G306600	SORBI_3001G306500	SORBI_3001G306500	3769
S3_8279510	3	8279510	0.001791767	4	SORBI_3003G095100;SORBI_3003G095150;SORBI_3003G095000;SORBI_3003G094900	SORBI_3003G095100	SORBI_3003G095100	0
S2_62451104	2	62451104	0.001792263	2	SORBI_3002G233600;SORBI_3002G233700	SORBI_3002G233600	SORBI_3002G233600	6034
S6_51901003	6	51901003	0.001802095	5	SORBI_3006G161000;SORBI_3006G161100;SORBI_3006G161200;SORBI_3006G160900;SORBI_3006G161300	SORBI_3006G161000	SORBI_3006G161000	739
S4_14013866	4	14013866	0.001805388	1	SORBI_3004G123801	SORBI_3004G123801	SORBI_3004G123801	3664
S2_70092867	2	70092867	0.001821555	6	SORBI_3002G332100;SORBI_3002G332200;SORBI_3002G332300;SORBI_3002G332400;SORBI_3002G332500;SORBI_3002G332600	SORBI_3002G332100	SORBI_3002G332100	0
S8_51809107	8	51809107	0.001827101	1	SORBI_3008G112000	SORBI_3008G112000	SORBI_3008G112000	12675
S1_16432597	1	16432597	0.001840629	8	SORBI_3001G187000;SORBI_3001G187100;SORBI_3001G186925;SORBI_3001G186850;SORBI_3001G186800;SORBI_3001G187200;SORBI_3001G187300;SORBI_3001G186700	SORBI_3001G187000	SORBI_3001G187000	0
S5_10585416	5	10585416	0.001845967	5	SORBI_3005G080100;SORBI_3005G080200;SORBI_3005G080075;SORBI_3005G080400;SORBI_3005G080050	SORBI_3005G080100	SORBI_3005G080100	1013
S5_52527030	5	52527030	0.001879505	1	SORBI_3005G120400	SORBI_3005G120400	SORBI_3005G120400	1669
S5_10531288	5	10531288	0.001882767	1	SORBI_3005G080025	SORBI_3005G080025	SORBI_3005G080025	4408
S10_4126733	10	4126733	0.001907316	7	SORBI_3010G052800;SORBI_3010G052833;SORBI_3010G052866;SORBI_3010G052700;SORBI_3010G052900;SORBI_3010G052600;SORBI_3010G052500	SORBI_3010G052800	SORBI_3010G052800	920
S2_71222925	2	71222925	0.001912552	6	SORBI_3002G346250;SORBI_3002G346300;SORBI_3002G346200;SORBI_3002G346400;SORBI_3002G346600;SORBI_3002G346501	SORBI_3002G346250	SORBI_3002G346250	668
S1_17658739	1	17658739	0.00191825	1	SORBI_3001G196200	SORBI_3001G196200	SORBI_3001G196200	22315
S1_40658437	1	40658437	0.001925185	0	NA	NA	NA	NA
S1_3007829	1	3007829	0.001925937	6	SORBI_3001G040300;SORBI_3001G040400;SORBI_3001G040500;SORBI_3001G040600;SORBI_3001G040200;SORBI_3001G040100	SORBI_3001G040300	SORBI_3001G040300	0
S1_2026146	1	2026146	0.001927618	8	SORBI_3001G026000;SORBI_3001G026100;SORBI_3001G026200;SORBI_3001G025900;SORBI_3001G025800;SORBI_3001G026300;SORBI_3001G026400;SORBI_3001G025700	SORBI_3001G026000	SORBI_3001G026000	2382
S1_16432263	1	16432263	0.001934109	8	SORBI_3001G187000;SORBI_3001G186925;SORBI_3001G187100;SORBI_3001G186850;SORBI_3001G186800;SORBI_3001G187200;SORBI_3001G186700;SORBI_3001G187300	SORBI_3001G187000	SORBI_3001G187000	0
S4_50937464	4	50937464	0.001938687	1	SORBI_3004G161301	SORBI_3004G161301	SORBI_3004G161301	23570
S1_67115718	1	67115718	0.001939207	8	SORBI_3001G383700;SORBI_3001G383600;SORBI_3001G383800;SORBI_3001G383500;SORBI_3001G383400;SORBI_3001G383900;SORBI_3001G383300;SORBI_3001G384000	SORBI_3001G383700	SORBI_3001G383700	831
S9_9553042	9	9553042	0.001947194	1	SORBI_3009G074500	SORBI_3009G074500	SORBI_3009G074500	19
S9_9553046	9	9553046	0.001947194	1	SORBI_3009G074500	SORBI_3009G074500	SORBI_3009G074500	15
S10_56253284	10	56253284	0.001949577	6	SORBI_3010G220400;SORBI_3010G220500;SORBI_3010G220300;SORBI_3010G220200;SORBI_3010G220100;SORBI_3010G220600	SORBI_3010G220400	SORBI_3010G220400	828
S5_51092858	5	51092858	0.001952433	0	NA	NA	NA	NA
S1_42275021	1	42275021	0.001956271	0	NA	NA	NA	NA
S7_57463525	7	57463525	0.001957977	3	SORBI_3007G144600;SORBI_3007G144700;SORBI_3007G144501	SORBI_3007G144600	SORBI_3007G144600	2360
S4_55820409	4	55820409	0.001957978	10	SORBI_3004G208201;SORBI_3004G208100;SORBI_3004G208000;SORBI_3004G208301;SORBI_3004G207900;SORBI_3004G208400;SORBI_3004G207800;SORBI_3004G208500;SORBI_3004G207766;SORBI_3004G207733	SORBI_3004G208201	SORBI_3004G208201	0
S5_4293812	5	4293812	0.001971198	6	SORBI_3005G045300;SORBI_3005G045400;SORBI_3005G045200;SORBI_3005G045250;SORBI_3005G045100;SORBI_3005G045500	SORBI_3005G045300	SORBI_3005G045300	550
S7_62150268	7	62150268	0.001978272	7	SORBI_3007G188701;SORBI_3007G188800;SORBI_3007G188600;SORBI_3007G188900;SORBI_3007G188500;SORBI_3007G189000;SORBI_3007G188400	SORBI_3007G188701	SORBI_3007G188701	4297
S10_5769150	10	5769150	0.001984913	4	SORBI_3010G071600;SORBI_3010G071500;SORBI_3010G071650;SORBI_3010G071700	SORBI_3010G071600	SORBI_3010G071600	912
S2_38560377	2	38560377	0.001992435	0	NA	NA	NA	NA
S7_48845882	7	48845882	0.002001791	0	NA	NA	NA	NA
S1_24579977	1	24579977	0.002003724	6	SORBI_3001G239000;SORBI_3001G239100;SORBI_3001G239200;SORBI_3001G239300;SORBI_3001G239400;SORBI_3001G239500	SORBI_3001G239000	SORBI_3001G239000	6604
S1_70485013	1	70485013	0.002008906	8	SORBI_3001G424700;SORBI_3001G424800;SORBI_3001G424650;SORBI_3001G424600;SORBI_3001G424900;SORBI_3001G425000;SORBI_3001G424500;SORBI_3001G425100	SORBI_3001G424700	SORBI_3001G424700	0
S3_18800694	3	18800694	0.002010702	5	SORBI_3003G160200;SORBI_3003G160433;SORBI_3003G160300;SORBI_3003G160466;SORBI_3003G160400	SORBI_3003G160200	SORBI_3003G160200	0
S10_54237380	10	54237380	0.00201458	6	SORBI_3010G199200;SORBI_3010G199300;SORBI_3010G199100;SORBI_3010G199000;SORBI_3010G199500;SORBI_3010G199600	SORBI_3010G199200	SORBI_3010G199200	1391
S1_7612856	1	7612856	0.002015128	8	SORBI_3001G099500;SORBI_3001G099400;SORBI_3001G099600;SORBI_3001G099700;SORBI_3001G099300;SORBI_3001G099200;SORBI_3001G099800;SORBI_3001G099100	SORBI_3001G099500	SORBI_3001G099500	3130
S2_59577731	2	59577731	0.00204076	8	SORBI_3002G204350;SORBI_3002G204400;SORBI_3002G204300;SORBI_3002G204200;SORBI_3002G204500;SORBI_3002G204100;SORBI_3002G204050;SORBI_3002G204000	SORBI_3002G204350	SORBI_3002G204350	0
S1_64947137	1	64947137	0.002052015	8	SORBI_3001G359800;SORBI_3001G359700;SORBI_3001G359900;SORBI_3001G359601;SORBI_3001G360000;SORBI_3001G359500;SORBI_3001G359400;SORBI_3001G360200	SORBI_3001G359800	SORBI_3001G359800	0
S5_48487273	5	48487273	0.002054544	0	NA	NA	NA	NA
S1_47575635	1	47575635	0.002073056	0	NA	NA	NA	NA
S9_9553055	9	9553055	0.002082574	1	SORBI_3009G074500	SORBI_3009G074500	SORBI_3009G074500	6
S7_7449468	7	7449468	0.002083092	3	SORBI_3007G066832;SORBI_3007G067000;SORBI_3007G067008	SORBI_3007G066832	SORBI_3007G066832	747
S3_4901413	3	4901413	0.002085071	7	SORBI_3003G054200;SORBI_3003G054100;SORBI_3003G054400;SORBI_3003G054000;SORBI_3003G054500;SORBI_3003G053900;SORBI_3003G053800	SORBI_3003G054200	SORBI_3003G054200	1129
S7_48211863	7	48211863	0.002098352	0	NA	NA	NA	NA
S1_20054230	1	20054230	0.002099581	6	SORBI_3001G216701;SORBI_3001G216800;SORBI_3001G216600;SORBI_3001G216900;SORBI_3001G216500;SORBI_3001G217000	SORBI_3001G216701	SORBI_3001G216701	0
S3_68849547	3	68849547	0.002105578	8	SORBI_3003G373100;SORBI_3003G373050;SORBI_3003G373150;SORBI_3003G373200;SORBI_3003G373000;SORBI_3003G373300;SORBI_3003G372950;SORBI_3003G373500	SORBI_3003G373100	SORBI_3003G373100	4382
S3_57513903	3	57513903	0.00212832	6	SORBI_3003G236501;SORBI_3003G236551;SORBI_3003G236450;SORBI_3003G236600;SORBI_3003G236400;SORBI_3003G236300	SORBI_3003G236501	SORBI_3003G236501	0
S3_12628183	3	12628183	0.002154949	4	SORBI_3003G134201;SORBI_3003G134100;SORBI_3003G134000;SORBI_3003G133900	SORBI_3003G134201	SORBI_3003G134201	634
S3_45985607	3	45985607	0.002166965	0	NA	NA	NA	NA
S1_27090869	1	27090869	0.002169818	6	SORBI_3001G250800;SORBI_3001G250700;SORBI_3001G250900;SORBI_3001G250750;SORBI_3001G250600;SORBI_3001G251000	SORBI_3001G250800	SORBI_3001G250800	0
S8_28614103	8	28614103	0.002187607	0	NA	NA	NA	NA
S5_4487433	5	4487433	0.002189641	6	SORBI_3005G047300;SORBI_3005G047500;SORBI_3005G047200;SORBI_3005G047100;SORBI_3005G047000;SORBI_3005G047700	SORBI_3005G047300	SORBI_3005G047300	0
S1_31869108	1	31869108	0.002211906	2	SORBI_3001G260600;SORBI_3001G260701	SORBI_3001G260600	SORBI_3001G260600	7445
S2_34846649	2	34846649	0.0022263	0	NA	NA	NA	NA
S5_61979852	5	61979852	0.002233811	9	SORBI_3005G150800;SORBI_3005G150700;SORBI_3005G150900;SORBI_3005G151000;SORBI_3005G150600;SORBI_3005G150501;SORBI_3005G150350;SORBI_3005G151100;SORBI_3005G150400	SORBI_3005G150800	SORBI_3005G150800	2461
S4_63222430	4	63222430	0.002260728	9	SORBI_3004G291300;SORBI_3004G291400;SORBI_3004G291200;SORBI_3004G291100;SORBI_3004G291500;SORBI_3004G291600;SORBI_3004G291000;SORBI_3004G291700;SORBI_3004G291800	SORBI_3004G291300	SORBI_3004G291300	0
S3_72434706	3	72434706	0.002271044	11	SORBI_3003G418733;SORBI_3003G418700;SORBI_3003G418766;SORBI_3003G418800;SORBI_3003G418900;SORBI_3003G418600;SORBI_3003G419100;SORBI_3003G419000;SORBI_3003G418500;SORBI_3003G419200;SORBI_3003G418400	SORBI_3003G418733	SORBI_3003G418733	0
S1_20551413	1	20551413	0.002278079	1	SORBI_3001G219400	SORBI_3001G219400	SORBI_3001G219400	10154
S4_52703661	4	52703661	0.002289011	7	SORBI_3004G174500;SORBI_3004G174600;SORBI_3004G174400;SORBI_3004G174301;SORBI_3004G174700;SORBI_3004G174200;SORBI_3004G174800	SORBI_3004G174500	SORBI_3004G174500	1551
S1_61123218	1	61123218	0.002312439	6	SORBI_3001G323801;SORBI_3001G323900;SORBI_3001G323701;SORBI_3001G324000;SORBI_3001G324100;SORBI_3001G324200	SORBI_3001G323801	SORBI_3001G323801	2154
S1_63074643	1	63074643	0.002320301	3	SORBI_3001G343300;SORBI_3001G343100;SORBI_3001G343400	SORBI_3001G343300	SORBI_3001G343300	2839
S7_35720975	7	35720975	0.002356233	0	NA	NA	NA	NA
S8_302177	8	302177	0.002367191	5	SORBI_3008G003400;SORBI_3008G003300;SORBI_3008G003600;SORBI_3008G003200;SORBI_3008G003700	SORBI_3008G003400	SORBI_3008G003400	7926
S1_17054168	1	17054168	0.002393358	6	SORBI_3001G192000;SORBI_3001G192100;SORBI_3001G191900;SORBI_3001G192200;SORBI_3001G191800;SORBI_3001G192250	SORBI_3001G192000	SORBI_3001G192000	8922
S5_52527107	5	52527107	0.002404157	1	SORBI_3005G120400	SORBI_3005G120400	SORBI_3005G120400	1592
S1_65185297	1	65185297	0.002418573	6	SORBI_3001G362001;SORBI_3001G362100;SORBI_3001G362200;SORBI_3001G361900;SORBI_3001G362300;SORBI_3001G361800	SORBI_3001G362001	SORBI_3001G362001	0
S1_43292876	1	43292876	0.002425101	0	NA	NA	NA	NA
S1_50248789	1	50248789	0.002432122	2	SORBI_3001G265800;SORBI_3001G265700	SORBI_3001G265800	SORBI_3001G265800	7559
S2_51240472	2	51240472	0.002436341	1	SORBI_3002G164700	SORBI_3002G164700	SORBI_3002G164700	573
S1_66847402	1	66847402	0.002444946	7	SORBI_3001G380500;SORBI_3001G380400;SORBI_3001G380300;SORBI_3001G380600;SORBI_3001G380200;SORBI_3001G380100;SORBI_3001G380700	SORBI_3001G380500	SORBI_3001G380500	335
S2_50137698	2	50137698	0.00246068	0	NA	NA	NA	NA
S3_65072419	3	65072419	0.002463826	6	SORBI_3003G324300;SORBI_3003G324200;SORBI_3003G324100;SORBI_3003G324000;SORBI_3003G323900;SORBI_3003G323800	SORBI_3003G324300	SORBI_3003G324300	0
S1_60166151	1	60166151	0.002470574	6	SORBI_3001G314300;SORBI_3001G314350;SORBI_3001G314200;SORBI_3001G314100;SORBI_3001G314000;SORBI_3001G314400	SORBI_3001G314300	SORBI_3001G314300	0
