"Lines","Long","Lat","crop","maprecip_value"
"9075",48.6131,38.7406,"arabidopsis",692
"9078",48.6131,38.7406,"arabidopsis",692
"9079",48.5517,38.7833,"arabidopsis",692
"9081",48.5517,38.7833,"arabidopsis",692
"9084",48.5517,38.7833,"arabidopsis",692
"9085",48.5517,38.7833,"arabidopsis",692
"9089",48.925,38.9522,"arabidopsis",734
"9091",48.925,38.9522,"arabidopsis",734
"9095",48.5594,38.9786,"arabidopsis",696
"9099",48.5594,38.9786,"arabidopsis",696
"9100",46.2831,41.8296,"arabidopsis",758
"9102",46.2831,41.8296,"arabidopsis",758
"9103",46.2831,41.8296,"arabidopsis",758
"9104",46.2831,41.8296,"arabidopsis",758
"9105",46.2831,41.8296,"arabidopsis",758
"9106",46.2831,41.8296,"arabidopsis",758
"9111",46.2831,41.8296,"arabidopsis",758
"9113",46.2831,41.8296,"arabidopsis",758
"9114",46.2831,41.8296,"arabidopsis",758
"9115",46.2831,41.8296,"arabidopsis",758
"9121",43.4767,41.7942,"arabidopsis",837
"9125",44.8203,40.1408,"arabidopsis",487
"9128",45.3622,39.8692,"arabidopsis",466
"9130",45.3622,39.8692,"arabidopsis",466
"9131",45.3622,39.8692,"arabidopsis",466
"9133",45.3622,39.8692,"arabidopsis",466
"9134",45.3622,39.8692,"arabidopsis",466
"9298",-3.21833,55.9681,"arabidopsis",667
"9312",-5.1525,57.9,"arabidopsis",2100
"9314",-3.96722,57.9672,"arabidopsis",971
"9321",18.336,62.8622,"arabidopsis",703
"9323",18.336,62.8622,"arabidopsis",703
"9332",18.381,62.8698,"arabidopsis",701
"9336",18.4473,62.8794,"arabidopsis",704
"9339",15.0689,57.7133,"arabidopsis",666
"9343",18.1512,57.3089,"arabidopsis",502
"9352",16.3675,57.2608,"arabidopsis",574
"9353",16.3675,57.2608,"arabidopsis",574
"9363",18.4045,62.9147,"arabidopsis",704
"9369",14.9986,57.6781,"arabidopsis",666
"9370",14.9986,57.6781,"arabidopsis",666
"9371",18.3175,63.016,"arabidopsis",706
"9380",13.3742,55.7488,"arabidopsis",694
"9381",14.2091,55.8106,"arabidopsis",606
"9382",14.2091,55.8106,"arabidopsis",606
"9383",14.2091,55.8106,"arabidopsis",606
"9386",18.1896,62.806,"arabidopsis",707
"9388",18.1896,62.806,"arabidopsis",707
"9390",15.8979,57.3263,"arabidopsis",569
"9391",15.8979,57.3263,"arabidopsis",569
"9392",15.8979,57.3263,"arabidopsis",569
"9394",16.4063,56.5804,"arabidopsis",492
"9395",15.0105,57.5089,"arabidopsis",640
"9399",13.9905,55.4234,"arabidopsis",648
"9402",14.8549,57.8765,"arabidopsis",641
"9404",13.399,55.7491,"arabidopsis",694
"9405",13.399,55.7491,"arabidopsis",694
"9407",13.399,55.7491,"arabidopsis",694
"9408",13.9519,56.047,"arabidopsis",713
"9409",14.302,56.0573,"arabidopsis",572
"9412",16.1494,57.2746,"arabidopsis",570
"9413",16.1494,57.2746,"arabidopsis",570
"9416",18.3837,57.7215,"arabidopsis",531
"9421",14.3997,55.9745,"arabidopsis",523
"9427",18.4055,62.8815,"arabidopsis",704
"9433",18.2763,62.9513,"arabidopsis",711
"9436",14.6806,56.1633,"arabidopsis",638
"9437",14.6806,56.1633,"arabidopsis",638
"9442",14.3398,55.5678,"arabidopsis",630
"9450",18.2109,57.2545,"arabidopsis",533
"9451",18.2109,57.2545,"arabidopsis",533
"9452",18.2109,57.2545,"arabidopsis",533
"9453",18.5162,57.8009,"arabidopsis",564
"9454",18.5162,57.8009,"arabidopsis",564
"9455",18.5162,57.8009,"arabidopsis",564
"9470",14.8043,57.6511,"arabidopsis",712
"9471",13.9707,56.0648,"arabidopsis",705
"9476",14.3336,55.5796,"arabidopsis",630
"9481",13.8484,55.4242,"arabidopsis",652
"9503",-3.21072,55.8877,"arabidopsis",718
"9506",-7.476146,40.10969,"arabidopsis",1058
"9507",-7.5,38.45,"arabidopsis",579
"9508",-7.11,40.04,"arabidopsis",789
"9509",-7.4,39.29,"arabidopsis",754
"9510",-7.59,38.75,"arabidopsis",636
"9511",-8.02,38.53,"arabidopsis",628
"9512",-7.84,38.22,"arabidopsis",581
"9513",-4.07,38.77,"arabidopsis",442
"9514",-4.54,39.15,"arabidopsis",462
"9515",-6.89,39.72,"arabidopsis",624
"9517",-7.8,42.19,"arabidopsis",1671
"9518",-0.36,39.88,"arabidopsis",427
"9519",2.64,41.94,"arabidopsis",798
"9520",-3.68,41.7,"arabidopsis",378
"9521",2.13,41.43,"arabidopsis",627
"9522",-5.27,36.52,"arabidopsis",730
"9523",-2.66,38.37,"arabidopsis",430
"9524",-0.56,42.52,"arabidopsis",733
"9525",0.54,42.49,"arabidopsis",1171
"9526",2.39,41.54,"arabidopsis",679
"9527",-5.74,40.37,"arabidopsis",883
"9528",-1.37,40.94,"arabidopsis",440
"9529",-3.36,36.97,"arabidopsis",678
"9530",-4.32,38.25,"arabidopsis",521
"9531",-4.54,41.21,"arabidopsis",390
"9532",-4.64,42.23,"arabidopsis",463
"9533",-4.32,41.15,"arabidopsis",406
"9534",-4.65,40.05,"arabidopsis",336
"9535",3.19,42.31,"arabidopsis",546
"9536",-2,40.83,"arabidopsis",549
"9537",-6.66,38.07,"arabidopsis",651
"9539",-6.67,40.29,"arabidopsis",969
"9540",2.34,41.81,"arabidopsis",846
"9541",-5.42,38.26,"arabidopsis",635
"9542",-4.05,40.79,"arabidopsis",850
"9543",-5.39,36.77,"arabidopsis",771
"9544",-5.33,39.4,"arabidopsis",522
"9545",-5.782793,39.3948,"arabidopsis",589
"9546",-1.68601,40.8168,"arabidopsis",513
"9547",2.62,41.67,"arabidopsis",770
"9548",-5,40.4,"arabidopsis",686
"9549",-3.688887,42.22718,"arabidopsis",489
"9550",-5.37,43.05,"arabidopsis",1095
"9551",-5.92,42.28,"arabidopsis",726
"9552",-4.5,40.87,"arabidopsis",404
"9553",-4.70746,41.57614,"arabidopsis",412
"9554",-3.16,38.86,"arabidopsis",433
"9555",-3.931648,39.58133,"arabidopsis",435
"9556",-4.34,39.66,"arabidopsis",415
"9557",0.7,42.46,"arabidopsis",1014
"9558",-5.64,41.57,"arabidopsis",616
"9559",-4.38,38.06,"arabidopsis",487
"9560",-6.24,38.19,"arabidopsis",642
"9561",-5.04,40.71,"arabidopsis",477
"9562",2,41.67,"arabidopsis",708
"9564",-1.6,40.45,"arabidopsis",580
"9565",-1.23,42.97,"arabidopsis",1044
"9567",1.3,42.34,"arabidopsis",1022
"9568",-0.23,42.76,"arabidopsis",1411
"9569",-6.45,42.87,"arabidopsis",1260
"9571",-6.01,43.28,"arabidopsis",1034
"9573",2.99,41.86,"arabidopsis",654
"9574",-2.7,38.6,"arabidopsis",435
"9576",-4.11,40.86,"arabidopsis",733
"9577",2.17,42.34,"arabidopsis",1270
"9578",-6.7,42.13,"arabidopsis",1178
"9579",-3.51,38.33,"arabidopsis",409
"9581",-5.12,42.84,"arabidopsis",712
"9582",-1.63,41.48,"arabidopsis",418
"9583",-3.38,37.09,"arabidopsis",903
"9584",-3.58,41.19,"arabidopsis",580
"9585",-7.39,43.4,"arabidopsis",1293
"9586",-3.27,41.03,"arabidopsis",427
"9587",-1.88,41.5,"arabidopsis",412
"9588",0.6,42.11,"arabidopsis",696
"9589",-2.83,41.6,"arabidopsis",440
"9590",-5.49,43.37,"arabidopsis",925
"9591",-3.59,42.86,"arabidopsis",813
"9592",-5.44,42.1,"arabidopsis",525
"9593",-2.99,42.26,"arabidopsis",687
"9594",1.01,42.04,"arabidopsis",696
"9595",-5.5,40.89,"arabidopsis",435
"9596",-7.45,41.95,"arabidopsis",1747
"9597",-2.53,42.31,"arabidopsis",524
"9598",-6.51,41.88,"arabidopsis",824
"9599",-5.77,42.8,"arabidopsis",912
"9600",-6.04,39.85,"arabidopsis",525
"9601",-1.88,41.85,"arabidopsis",596
"9602",-3.96,40.5,"arabidopsis",380
"9606",-7.45,31.48,"arabidopsis",451
"9607",52.15,53.05,"arabidopsis",532
"9608",59.44,51.37,"arabidopsis",317
"9609",59.98,51.41,"arabidopsis",316
"9610",51.96,53.04,"arabidopsis",533
"9611",51.9,53.04,"arabidopsis",530
"9612",51.94,53.04,"arabidopsis",533
"9613",61.41,55.36,"arabidopsis",436
"9615",52.16,52.99,"arabidopsis",527
"9616",51.96,53.06,"arabidopsis",533
"9617",59.44,51.37,"arabidopsis",317
"9619",79.48,51.84,"arabidopsis",304
"9620",79.48,51.82,"arabidopsis",298
"9621",79.46,51.84,"arabidopsis",303
"9622",85.27,52.52,"arabidopsis",571
"9624",79.37,53.6,"arabidopsis",335
"9625",82.59,51.31,"arabidopsis",607
"9626",82.59,51.36,"arabidopsis",607
"9627",82.55,51.32,"arabidopsis",608
"9628",82.54,51.33,"arabidopsis",608
"9629",82.18,51.35,"arabidopsis",598
"9630",82.16,51.34,"arabidopsis",598
"9631",80.79,51.65,"arabidopsis",334
"9632",80.82,51.67,"arabidopsis",334
"9633",80.83,51.63,"arabidopsis",335
"9634",81.31,54.13,"arabidopsis",350
"9635",80.6,51.87,"arabidopsis",325
"9636",80.82,51.75,"arabidopsis",335
"9637",80.85,51.77,"arabidopsis",340
"9638",80.86,51.73,"arabidopsis",345
"9639",80.31,53.82,"arabidopsis",342
"9640",80.06,51.87,"arabidopsis",311
"9641",80.06,51.9,"arabidopsis",311
"9642",80.06,51.84,"arabidopsis",311
"9643",79.31,52.1,"arabidopsis",309
"9644",18.72,45.07,"arabidopsis",730
"9645",18.7,45.17,"arabidopsis",712
"9646",16.170188,39.126899,"arabidopsis",969
"9647",16.77,40.37,"arabidopsis",625
"9648",16.28,39.48,"arabidopsis",894
"9649",16.17,39.13,"arabidopsis",969
"9651",14.87,40.68,"arabidopsis",1049
"9653",16.13,38.44,"arabidopsis",895
"9655",16.47,38.92,"arabidopsis",969
"9656",17.31,40.64,"arabidopsis",581
"9657",16.04,38.45,"arabidopsis",882
"9658",16.34,38.97,"arabidopsis",955
"9659",14.18,41.18,"arabidopsis",869
"9660",14.57,40.84,"arabidopsis",974
"9661",16.21,39.58,"arabidopsis",867
"9663",14.09,41.33,"arabidopsis",856
"9664",11.2832,46.366,"arabidopsis",796
"9665",11.2832,46.366,"arabidopsis",796
"9666",11.2832,46.366,"arabidopsis",796
"9667",11.2832,46.366,"arabidopsis",796
"9668",11.2837,46.3668,"arabidopsis",796
"9669",11.2837,46.3668,"arabidopsis",796
"9670",11.2837,46.3668,"arabidopsis",796
"9671",11.2837,46.3668,"arabidopsis",796
"9672",11.2837,46.3668,"arabidopsis",796
"9673",11.2837,46.3668,"arabidopsis",796
"9676",11.2866,46.3718,"arabidopsis",796
"9677",11.2866,46.3718,"arabidopsis",796
"9678",11.2866,46.3718,"arabidopsis",796
"9679",11.2928,46.3378,"arabidopsis",647
"9680",11.2928,46.3378,"arabidopsis",647
"9681",11.2928,46.3378,"arabidopsis",647
"9682",11.2928,46.3378,"arabidopsis",647
"9683",11.2928,46.3378,"arabidopsis",647
"9684",11.2928,46.3378,"arabidopsis",647
"9685",11.2928,46.3378,"arabidopsis",647
"9686",11.2928,46.3378,"arabidopsis",647
"9687",11.2928,46.3378,"arabidopsis",647
"9689",11.2928,46.3378,"arabidopsis",647
"9690",11.2928,46.3378,"arabidopsis",647
"9691",11.2928,46.3378,"arabidopsis",647
"9692",11.2928,46.3378,"arabidopsis",647
"9693",11.2928,46.3378,"arabidopsis",647
"9694",11.2928,46.3378,"arabidopsis",647
"9695",11.2928,46.3378,"arabidopsis",647
"9696",11.2928,46.3378,"arabidopsis",647
"9697",23.94,41.62,"arabidopsis",616
"9698",23.85,41.57,"arabidopsis",539
"9699",23.14,41.37,"arabidopsis",495
"9700",23.1,42.32,"arabidopsis",582
"9701",25.91,43.7,"arabidopsis",574
"9703",23.39,41.53,"arabidopsis",542
"9704",23.39,41.53,"arabidopsis",542
"9705",23.33,41.5,"arabidopsis",470
"9706",24.18,41.64,"arabidopsis",638
"9707",24.84,41.57,"arabidopsis",641
"9708",25.35,41.62,"arabidopsis",600
"9709",23.13,41.85,"arabidopsis",522
"9710",23.13,41.85,"arabidopsis",522
"9711",23.1,42.32,"arabidopsis",582
"9712",23.1,42.32,"arabidopsis",582
"9713",25.61,42.49,"arabidopsis",603
"9714",25.75,41.84,"arabidopsis",578
"9716",24.98,41.54,"arabidopsis",638
"9717",25.47,41.66,"arabidopsis",596
"9718",24.75,41.55,"arabidopsis",650
"9719",25.69,41.83,"arabidopsis",576
"9720",25.68,41.77,"arabidopsis",586
"9721",25.33,42.72,"arabidopsis",670
"9722",24.41,41.71,"arabidopsis",639
"9723",23.67,41.42,"arabidopsis",574
"9725",23.08,37.6,"arabidopsis",600
"9726",22.04,37.07,"arabidopsis",737
"9727",21.62,37.63,"arabidopsis",760
"9728",18.9,48.46,"arabidopsis",798
"9729",18.9,48.46,"arabidopsis",798
"9730",18.94,48.47,"arabidopsis",775
"9731",18.9,48.46,"arabidopsis",798
"9732",18.96,48.47,"arabidopsis",775
"9733",18.94,48.47,"arabidopsis",775
"9735",18.94,48.47,"arabidopsis",775
"9736",25.17,44.69,"arabidopsis",565
"9737",22.62,45.95,"arabidopsis",621
"9738",25.42,45.57,"arabidopsis",624
"9739",22.33,46.01,"arabidopsis",647
"9741",23.16,45.84,"arabidopsis",597
"9743",25,45.14,"arabidopsis",631
"9744",27.59,47.16,"arabidopsis",571
"9745",70.05,41.45,"arabidopsis",768
"9747",21.22,44.38,"arabidopsis",651
"9748",21.71,44.23,"arabidopsis",698
"9749",22.29,43.54,"arabidopsis",654
"9754",21.37,44.66,"arabidopsis",665
"9755",22.56,44.56,"arabidopsis",607
"9756",21.08,44.3,"arabidopsis",652
"9757",21.08,44.3,"arabidopsis",652
"9758",88.4,47.75,"arabidopsis",174
"9759",49.47,37.47,"arabidopsis",1062
"9761",35.7,33.92,"arabidopsis",1081
"9762",14.98,37.69,"arabidopsis",682
"9764",35.84,34.1,"arabidopsis",1133
"9766",74.16,42.26,"arabidopsis",458
"9768",9.16,48.57,"arabidopsis",735
"9769",8.99,48.55,"arabidopsis",760
"9770",9.01,48.53,"arabidopsis",760
"9771",9.11,48.56,"arabidopsis",743
"9772",8.85,48.41,"arabidopsis",808
"9774",9.22,48.59,"arabidopsis",735
"9775",8.79,48.41,"arabidopsis",808
"9776",8.79,48.43,"arabidopsis",816
"9777",9.17,48.57,"arabidopsis",735
"9778",8.84,48.41,"arabidopsis",808
"9779",8.78,48.5,"arabidopsis",870
"9780",8.79,48.43,"arabidopsis",816
"9781",9.11,48.52,"arabidopsis",743
"9782",9.09,48.53,"arabidopsis",743
"9783",9.05,48.52,"arabidopsis",760
"9784",8.8,48.5,"arabidopsis",816
"9785",9.02,48.54,"arabidopsis",760
"9786",9.01,48.54,"arabidopsis",760
"9787",9,48.5,"arabidopsis",758
"9788",9.01,48.53,"arabidopsis",760
"9789",8.96,48.39,"arabidopsis",808
"9790",9.18,48.58,"arabidopsis",735
"9791",9.2,48.6,"arabidopsis",750
"9792",9.09,48.54,"arabidopsis",743
"9793",9.16,48.57,"arabidopsis",735
"9794",9.08,48.52,"arabidopsis",743
"9795",9.11,48.5,"arabidopsis",771
"9796",8.84,48.41,"arabidopsis",808
"9797",9.02,48.54,"arabidopsis",760
"9798",9.01,48.54,"arabidopsis",760
"9799",8.85,48.39,"arabidopsis",808
"9800",9.01,48.54,"arabidopsis",760
"9801",9.01,48.54,"arabidopsis",760
"9802",9.11,48.51,"arabidopsis",743
"9803",8.76,48.42,"arabidopsis",870
"9804",8.87,48.45,"arabidopsis",816
"9805",9.09,48.54,"arabidopsis",743
"9806",9.16,48.56,"arabidopsis",735
"9807",9.22,48.6,"arabidopsis",750
"9808",9.08,48.52,"arabidopsis",743
"9809",9.05,48.52,"arabidopsis",760
"9810",9.07,48.53,"arabidopsis",743
"9811",9.05,48.52,"arabidopsis",760
"9812",9.03,48.52,"arabidopsis",760
"9813",8.77,48.4,"arabidopsis",837
"9814",8.79,48.42,"arabidopsis",816
"9815",9.02,48.54,"arabidopsis",760
"9816",9.06,48.55,"arabidopsis",760
"9817",-6.6,39.84,"arabidopsis",596
"9819",-3.03,42.35,"arabidopsis",608
"9820",-4.71,41,"arabidopsis",389
"9821",2.49,41.81,"arabidopsis",872
"9822",-4.02,40.52,"arabidopsis",402
"9823",-5.84,43.34,"arabidopsis",964
"9824",-4.91,42.91,"arabidopsis",815
"9825",-3.88,40.4,"arabidopsis",400
"9826",-6.71,42.49,"arabidopsis",1007
"9827",0.69,42.78,"arabidopsis",1191
"9828",-6.15,42.5,"arabidopsis",946
"9830",-3.28,36.97,"arabidopsis",647
"9831",-3.39072,38.53408,"arabidopsis",438
"9832",-3.68695,40.54208,"arabidopsis",404
"9833",-4.21,40.38,"arabidopsis",350
"9834",-3.9,40.51,"arabidopsis",380
"9835",-6.57,40.61,"arabidopsis",970
"9836",-1.32,41.25,"arabidopsis",418
"9837",-5.6,37.94,"arabidopsis",662
"9838",-5.38,41.83,"arabidopsis",522
"9839",-4.27,40.44,"arabidopsis",374
"9840",-1.43,41.13,"arabidopsis",430
"9841",-4.15,40.59,"arabidopsis",424
"9843",-3.92,40.53,"arabidopsis",401
"9844",0.19,42.27,"arabidopsis",635
"9845",-3.959696,40.47918,"arabidopsis",380
"9846",-3.02,42.31,"arabidopsis",608
"9847",-5.7,43.31,"arabidopsis",936
"9848",-5.77,40.11,"arabidopsis",714
"9849",-4.11,40.65,"arabidopsis",528
"9850",-0.7,42.86,"arabidopsis",1180
"9851",-6.1,42.96,"arabidopsis",1292
"9852",-3.75,40.46,"arabidopsis",404
"9853",-5.91,43.33,"arabidopsis",976
"9854",-5.88,43.36,"arabidopsis",964
"9855",-3.89,40.57,"arabidopsis",396
"9856",-4,40.51,"arabidopsis",374
"9857",-3.8,40.33,"arabidopsis",399
"9858",-3.8,40.98,"arabidopsis",799
"9859",-3.88,40.5,"arabidopsis",395
"9860",-2.62,42.24,"arabidopsis",602
"9861",-3.21,40.72,"arabidopsis",392
"9862",-3.67,40.45,"arabidopsis",415
"9864",2.69,41.76,"arabidopsis",740
"9866",-2.79,41.89,"arabidopsis",569
"9867",-3.218865,40.94151,"arabidopsis",394
"9868",2.37,41.78,"arabidopsis",846
"9869",-5.28,36.76,"arabidopsis",741
"9870",0.17,41.91,"arabidopsis",458
"9871",-3.99,40.75,"arabidopsis",666
"9873",-5.45,37.94,"arabidopsis",633
"9874",-3,42.34,"arabidopsis",608
"9875",-5.87,43.38,"arabidopsis",964
"9876",0.99,41.34,"arabidopsis",600
"9877",-5.6,43.02,"arabidopsis",1049
"9878",-3.62,40.78,"arabidopsis",413
"9879",-1.12,37.6,"arabidopsis",293
"9880",-3.44,42.72,"arabidopsis",697
"9881",-5.32,40.46,"arabidopsis",723
"9882",-4.26,40.46,"arabidopsis",374
"9883",-2.56,42.1,"arabidopsis",707
"9885",-3.68,41.14,"arabidopsis",612
"9886",1.73,42.38,"arabidopsis",980
"9887",-4.77,40.4,"arabidopsis",532
"9888",-3.31,40.93,"arabidopsis",396
"9890",-5.07,43.16,"arabidopsis",979
"9891",2.92,41.93,"arabidopsis",707
"9892",-6.96,42.68,"arabidopsis",1274
"9894",0.76,42.59,"arabidopsis",1448
"9895",2.57,41.78,"arabidopsis",816
"9897",-5.63,40.95,"arabidopsis",559
"9898",-3.58,41.14,"arabidopsis",653
"9899",0.84,42.54,"arabidopsis",1255
"9900",-6.01,37.38,"arabidopsis",533
"9901",-2.98,42.27,"arabidopsis",687
"9902",-3.24,40.71,"arabidopsis",392
"9903",-3.1,42.31,"arabidopsis",624
"9904",-3.31,40.95,"arabidopsis",396
"9905",-4.01,40.76,"arabidopsis",666
"9906",4.25,40,"arabidopsis",545
"9908",3.47,50.72,"arabidopsis",763
"9909",3.3,50.59,"arabidopsis",739
"9910",3.52,50.68,"arabidopsis",773
"9911",4.28,47.16,"arabidopsis",895
"9912",4.55,46.67,"arabidopsis",831
"9914",5.33,47.58,"arabidopsis",840
"9915",3.94,47.45,"arabidopsis",807
"9917",4.34,46.69,"arabidopsis",807
"9918",5.21,47.43,"arabidopsis",803
"9920",4.32,48.54,"arabidopsis",698
"9921",4.41,48.57,"arabidopsis",718
"9924",4.24,48.59,"arabidopsis",678
"9925",4.52,48.91,"arabidopsis",688
"9926",4.1,48.86,"arabidopsis",625
"9927",3.69,44.05,"arabidopsis",825
"9928",3.77,44.12,"arabidopsis",845
"9929",3.71,43.92,"arabidopsis",699
"9930",4.14,43.91,"arabidopsis",755
"9932",4.33,44.12,"arabidopsis",850
"9933",3.89,43.74,"arabidopsis",672
"9935",2.93,50.6,"arabidopsis",704
"9937",2.69,50.79,"arabidopsis",727
"9938",2.99,50.65,"arabidopsis",712
"9939",-7.45,31.48,"arabidopsis",451
"9941",-8.54,40.92,"arabidopsis",1235
"9942",-1.34,41.32,"arabidopsis",431
"9943",-5.74,39.73,"arabidopsis",502
"9944",-6.36,36.83,"arabidopsis",522
"9945",-3.11,41.8,"arabidopsis",466
"9946",-6.34,38.92,"arabidopsis",544
"9947",-3.9,40.74,"arabidopsis",683
"9948",-3.54,41.05,"arabidopsis",467
"9949",-6.93,42.69,"arabidopsis",1274
"9950",0.76,42.63,"arabidopsis",1448
"9951",82.5667,51.3333,"arabidopsis",608
"9952",82.55,51.32,"arabidopsis",608
"9953",82.19,51.33,"arabidopsis",598
"9955",60.46,54.09,"arabidopsis",411
"9956",60.48,54.06,"arabidopsis",406
"9957",51.75,53.04,"arabidopsis",525
"9958",49.48,53.33,"arabidopsis",516
"9959",49.48,53.33,"arabidopsis",516
"9960",57.56,51.31,"arabidopsis",399
"9962",15.32,40.57,"arabidopsis",772
"9963",16.26,39.18,"arabidopsis",927
"9964",16.23,38.36,"arabidopsis",890
"9965",16.22,38.38,"arabidopsis",890
"9966",15.65,40.28,"arabidopsis",800
"9968",16.27,39.27,"arabidopsis",926
"9969",16.45,40.18,"arabidopsis",704
"9970",11.2376,46.3716,"arabidopsis",565
"9971",11.331,46.513,"arabidopsis",766
"9972",11.331,46.513,"arabidopsis",766
"9973",11.2832,46.366,"arabidopsis",796
"9974",11.2928,46.3378,"arabidopsis",647
"9975",11.2928,46.3378,"arabidopsis",647
"9976",11.167,46.2543,"arabidopsis",656
"9978",10.817,46.6297,"arabidopsis",622
"9979",11.23,46.36,"arabidopsis",565
"9980",16.17,38.62,"arabidopsis",918
"9981",16.24,38.76,"arabidopsis",924
"9982",16.47,39.01,"arabidopsis",925
"9983",12.87,41.62,"arabidopsis",947
"9984",12.87,41.62,"arabidopsis",947
"9985",23.65,41.43,"arabidopsis",589
"9986",25.2,41.59,"arabidopsis",637
"9987",23.5,41.43,"arabidopsis",522
"9988",43.4767,41.7942,"arabidopsis",837
"9990",46.2831,41.8296,"arabidopsis",758
"9991",46.3728,41.2381,"arabidopsis",626
"9993",42.2394,38.6425,"arabidopsis",769
"9995",9.4,48.14,"arabidopsis",826
"9996",8.8,48.52,"arabidopsis",855
"9997",9.16,48.56,"arabidopsis",735
"9998",8.82,48.43,"arabidopsis",816
"9999",9.06,48.53,"arabidopsis",760
"10001",9.05,48.52,"arabidopsis",760
"10002",9.04,48.53,"arabidopsis",760
"10004",25.74,44.46,"arabidopsis",558
"10005",21.95,46.11,"arabidopsis",645
"10006",34.3814,44.6419,"arabidopsis",619
"10008",70.05,41.45,"arabidopsis",768
"10009",70.05,41.45,"arabidopsis",768
"10010",70.05,41.45,"arabidopsis",768
"10011",45.3622,39.8692,"arabidopsis",466
"10012",48.5594,38.9786,"arabidopsis",696
"10013",48.6131,38.7406,"arabidopsis",692
"10014",48.7992,38.6536,"arabidopsis",927
"10015",71.3,37.29,"arabidopsis",514
"10017",21.46,44.34,"arabidopsis",665
"10018",20.16,44.84,"arabidopsis",654
"10020",16.5,49.17,"arabidopsis",514
"10022",7.7667,48.0333,"arabidopsis",910
"10023",15.45,68.8,"arabidopsis",1294
"10027",7.765567,48.02838,"arabidopsis",910
"14312",34.12,62.02,"arabidopsis",593
"14313",34.12,62.02,"arabidopsis",593
"14314",35.11,61.59,"arabidopsis",624
"14315",35.11,61.59,"arabidopsis",624
"14318",34.24,61.94,"arabidopsis",589
"14319",34.24,61.94,"arabidopsis",589
"15560",61.37,61.37,"arabidopsis",534
"15591",14.72665,48.3315333,"arabidopsis",845
"15592",14.7158667,48.3314667,"arabidopsis",845
"15593",14.7158667,48.3314667,"arabidopsis",845
"18694",32.09,60.4,"arabidopsis",630
"18696",30.63,61.57,"arabidopsis",611
"19949",14.7181667,48.3268333,"arabidopsis",845
"19950",14.7181667,48.3268333,"arabidopsis",845
"19951",14.7181667,48.3268333,"arabidopsis",845
