Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0078200,"chr1H:480509100\C,\T",0.0001035169,downstream,11663,chr1H,480509100
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0641780,"chr7H:13838738\G,\A",0.0001037196,upstream,15822,chr7H,13838738
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0540280,"chr6H:5362882\G,\A",0.0001046247,downstream,435,chr6H,5362882
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0561170,"chr6H:74962295\C,\T",0.0001054289,upstream,23005,chr6H,74962295
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415460,"chr4H:602105941\T,\G",0.0001071909,in_gene,0,chr4H,602105941
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0293930,"chr3H:511657007\C,\T",0.0001083397,downstream,24885,chr3H,511657007
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0543250,"chr6H:12695782\A,\G",0.0001083837,upstream,12350,chr6H,12695782
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0092010,"chr1H:508060535\G,\T",0.0001096426,in_gene,0,chr1H,508060535
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0542940,"chr6H:12177483\G,\C",0.0001111047,upstream,24470,chr6H,12177483
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077340,"chr1H:478159454\A,\G",0.0001112194,upstream,18664,chr1H,478159454
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0183990,"chr2H:567739871\C,\T",0.0001123415,in_gene,0,chr2H,567739871
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0574950,"chr6H:161958165\A,\T",0.0001139497,downstream,10494,chr6H,161958165
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0197800,"chr2H:619346800\G,\A",0.0001142406,downstream,198,chr2H,619346800
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0282930,"chr3H:450751200\G,\A",0.0001145871,downstream,12883,chr3H,450751200
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0189840,"chr2H:596904005\G,\A",0.0001153244,in_gene,0,chr2H,596904005
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0748630,"chr7H:621759952\A,\C",0.0001178544,upstream,1103,chr7H,621759952
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0340250,"chr4H:29430196\C,\T",0.0001184503,downstream,6700,chr4H,29430196
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0489130,"chr5H:473098645\A,\T",0.000118628,upstream,3369,chr5H,473098645
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0140790,"chr2H:210832942\G,\A",0.0001193096,downstream,3445,chr2H,210832942
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0140790,"chr2H:210832958\G,\A",0.0001193096,downstream,3461,chr2H,210832958
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0616240,"chr6H:511238851\T,\C",0.000119853,downstream,4690,chr6H,511238851
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0300900,"chr3H:542768836\T,\C",0.0001202731,downstream,3516,chr3H,542768836
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0293930,"chr3H:511657074\G,\A",0.0001211036,downstream,24952,chr3H,511657074
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0332470,"chr4H:3274719\A,\T",0.0001218856,in_gene,0,chr4H,3274719
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0285780,"chr3H:467368926\A,\G",0.0001229048,in_gene,0,chr3H,467368926
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0615920,"chr6H:510030294\C,\T",0.0001234921,in_gene,0,chr6H,510030294
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0611360,"chr6H:487228939\C,\T",0.0001235786,upstream,2636,chr6H,487228939
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0611360,"chr6H:487228941\T,\C",0.0001235786,upstream,2634,chr6H,487228941
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415510,"chr4H:602242771\G,\A",0.0001247596,upstream,6110,chr4H,602242771
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0709580,"chr7H:458021621\A,\G",0.0001250542,upstream,4488,chr7H,458021621
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0037670,"chr1H:231173704\T,\C",0.0001252036,in_gene,0,chr1H,231173704
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0209300,"chr2H:645250166\A,\C",0.0001255016,downstream,1210,chr2H,645250166
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077470,"chr1H:478591265\A,\G",0.0001260322,upstream,5285,chr1H,478591265
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0112600,"chr2H:41444275\G,\A",0.0001277278,upstream,4302,chr2H,41444275
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0507520,"chr5H:519436570\G,\A",0.0001309196,in_gene,0,chr5H,519436570
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0417160,"chr4H:605878513\T,\C",0.000131219,downstream,2321,chr4H,605878513
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0514930,"chr5H:538467981\C,\T",0.0001315979,upstream,15831,chr5H,538467981
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415460,"chr4H:602105940\A,\G",0.0001352637,in_gene,0,chr4H,602105940
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415460,"chr4H:602106024\G,\A",0.0001352637,in_gene,0,chr4H,602106024
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0282930,"chr3H:450751154\A,\G",0.0001363011,downstream,12837,chr3H,450751154
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0568470,"chr6H:112478398\G,\A",0.0001367745,downstream,9237,chr6H,112478398
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0539150,"chr6H:2772705\A,\G",0.0001369222,downstream,10357,chr6H,2772705
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0094890,"chr1H:514805570\T,\C",0.0001388227,upstream,669,chr1H,514805570
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0018160,"chr1H:58224099\T,\G",0.0001407067,in_gene,0,chr1H,58224099
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0561960,"chr6H:81746306\C,\G",0.0001411093,downstream,22901,chr6H,81746306
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0745180,"chr7H:615474227\C,\T",0.000142144,upstream,6637,chr7H,615474227
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0477070,"chr5H:410487889\A,\G",0.0001423138,in_gene,0,chr5H,410487889
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415510,"chr4H:602242712\G,\A",0.0001441315,upstream,6169,chr4H,602242712
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0019990,"chr1H:71556150\C,\T",0.000144191,upstream,9216,chr1H,71556150
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0617830,"chr6H:517941554\C,\A",0.000147576,upstream,4560,chr6H,517941554
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0719250,"chr7H:523348492\G,\C",0.0001493379,upstream,3701,chr7H,523348492
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0307250,"chr3H:564311403\C,\G",0.000149569,upstream,22490,chr3H,564311403
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077310,"chr1H:478050583\G,\C",0.0001495744,downstream,19265,chr1H,478050583
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0338440,"chr4H:22570682\A,\G",0.0001507474,upstream,289,chr4H,22570682
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0013280,"chr1H:32858392\A,\G",0.0001518307,upstream,350,chr1H,32858392
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0413910,"chr4H:598022760\G,\A",0.0001522802,upstream,8899,chr4H,598022760
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0564200,"chr6H:87913092\C,\A",0.0001523854,in_gene,0,chr6H,87913092
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0006400,"chr1H:13327435\C,\T",0.0001524414,upstream,13348,chr1H,13327435
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0112600,"chr2H:41444240\A,\G",0.0001528356,upstream,4337,chr2H,41444240
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0092410,"chr1H:508947088\A,\T",0.0001542375,in_gene,0,chr1H,508947088
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0478250,"chr5H:417240216\C,\T",0.0001556814,in_gene,0,chr5H,417240216
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0591290,"chr6H:333407966\T,\C",0.0001573267,upstream,17234,chr6H,333407966
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0516470,"chr5H:541087669\G,\A",0.000159616,upstream,9556,chr5H,541087669
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0516470,"chr5H:541087568\C,\T",0.000159616,upstream,9657,chr5H,541087568
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0652950,"chr7H:39785802\C,\G",0.0001603113,in_gene,0,chr7H,39785802
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0549890,"chr6H:25444825\T,\C",0.0001626656,in_gene,0,chr6H,25444825
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0386890,"chr4H:465685862\C,\G",0.0001628264,upstream,18833,chr4H,465685862
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0332260,"chr4H:3051345\G,\A",0.0001634287,upstream,2752,chr4H,3051345
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0298710,"chr3H:534567777\G,\A",0.0001646027,downstream,20227,chr3H,534567777
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0627340,"chr6H:546503144\G,\T",0.0001651345,in_gene,0,chr6H,546503144
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0627340,"chr6H:546503189\C,\T",0.0001651345,in_gene,0,chr6H,546503189
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0627340,"chr6H:546503194\A,\C",0.0001651345,in_gene,0,chr6H,546503194
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0535790,"chr5H:582364940\T,\A",0.000165554,in_gene,0,chr5H,582364940
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0267440,"chr3H:327989341\G,\A",0.000165701,upstream,5770,chr3H,327989341
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0622230,"chr6H:532717870\C,\T",0.0001660035,in_gene,0,chr6H,532717870
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0535790,"chr5H:582368621\A,\G",0.000166548,downstream,2224,chr5H,582368621
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0285780,"chr3H:467368945\A,\C",0.0001670655,in_gene,0,chr3H,467368945
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0658780,"chr7H:57666441\A,\G",0.0001675561,upstream,5421,chr7H,57666441
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0297680,"chr3H:530468095\A,\G",0.0001699681,upstream,24035,chr3H,530468095
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0049650,"chr1H:331220562\G,\T",0.0001721348,upstream,16678,chr1H,331220562
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0049650,"chr1H:331220563\C,\T",0.0001721348,upstream,16677,chr1H,331220563
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0611360,"chr6H:487228899\C,\T",0.000173059,upstream,2676,chr6H,487228899
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0416340,"chr4H:604277780\T,\G",0.0001752404,in_gene,0,chr4H,604277780
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0611450,"chr6H:487723844\A,\G",0.0001760989,in_gene,0,chr6H,487723844
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545360,"chr6H:15769445\G,\A",0.0001784037,upstream,2515,chr6H,15769445
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0527430,"chr5H:565568222\C,\T",0.0001797821,upstream,6181,chr5H,565568222
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0214290,"chr2H:656205682\G,\A",0.0001797853,upstream,4748,chr2H,656205682
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0476460,"chr5H:407341721\A,\G",0.0001803359,upstream,4491,chr5H,407341721
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0671560,"chr7H:121870274\G,\A",0.0001809999,upstream,11066,chr7H,121870274
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0653580,"chr7H:41301184\G,\A",0.0001811765,downstream,3987,chr7H,41301184
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415460,"chr4H:602106033\G,\A",0.0001814265,in_gene,0,chr4H,602106033
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0293930,"chr3H:511657018\C,\T",0.000181443,downstream,24896,chr3H,511657018
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0065400,"chr1H:428640914\C,\T",0.0001820284,downstream,381,chr1H,428640914
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0065400,"chr1H:428640827\G,\A",0.0001820284,downstream,294,chr1H,428640827
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077440,"chr1H:478551809\T,\C",0.0001864297,upstream,1444,chr1H,478551809
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077440,"chr1H:478551813\T,\C",0.0001864297,upstream,1440,chr1H,478551813
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0468530,"chr5H:353792789\C,\G",0.000188259,in_gene,0,chr5H,353792789
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0331750,"chr4H:1580037\C,\T",0.0001887379,downstream,4577,chr4H,1580037
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0535920,"chr5H:582534714\C,\A",0.0001901211,upstream,4757,chr5H,582534714
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210170,"chr2H:647198333\C,\T",0.0001906884,upstream,6731,chr2H,647198333
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545150,"chr6H:15505229\T,\C",0.000191165,upstream,1170,chr6H,15505229
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0741240,"chr7H:607388598\G,\A",0.0001917725,downstream,10958,chr7H,607388598
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0741240,"chr7H:607388622\T,\C",0.0001917725,downstream,10982,chr7H,607388622
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0741240,"chr7H:607388636\A,\T",0.0001917725,downstream,10996,chr7H,607388636
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0619110,"chr6H:522750903\G,\A",0.0001920893,downstream,1495,chr6H,522750903
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0619110,"chr6H:522750909\C,\T",0.0001920893,downstream,1501,chr6H,522750909
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0054280,"chr1H:362995906\A,\T",0.0001924086,downstream,18592,chr1H,362995906
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0561960,"chr6H:81746411\G,\A",0.0001927814,downstream,23006,chr6H,81746411
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0307560,"chr3H:565040814\A,\T",0.0001933619,downstream,13667,chr3H,565040814
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0527450,"chr5H:565646644\A,\G",0.0001984192,downstream,15410,chr5H,565646644
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0500590,"chr5H:504880691\C,\T",0.0001993962,upstream,2196,chr5H,504880691
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0261020,"chr3H:249748037\C,\T",0.0002003417,upstream,11675,chr3H,249748037
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0748630,"chr7H:621760106\T,\C",0.0002003825,upstream,949,chr7H,621760106
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0335030,"chr4H:10320227\A,\C",0.0002034706,upstream,23421,chr4H,10320227
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0392700,"chr4H:507770102\C,\T",0.0002039751,in_gene,0,chr4H,507770102
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0752830,"chr7H:632043304\A,\G",0.0002047393,downstream,5328,chr7H,632043304
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0646070,"chr7H:21671479\C,\T",0.0002067174,upstream,6593,chr7H,21671479
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0441100,"chr5H:85361557\C,\T",0.0002077496,in_gene,0,chr5H,85361557
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0071320,"chr1H:455001979\C,\T",0.0002095852,downstream,11119,chr1H,455001979
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0340870,"chr4H:31692789\C,\T",0.0002106026,upstream,20969,chr4H,31692789
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0250630,"chr3H:150433284\C,\T",0.0002155549,upstream,47,chr3H,150433284
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210680,"chr2H:648378122\C,\G",0.0002175585,upstream,13271,chr2H,648378122
barley,am_rel_abundance_colonization,AGP-L1,"chr1H:508080438\C,\A",0.0002180184,in_gene,0,chr1H,508080438
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0300880,"chr3H:542741893\T,\C",0.0002183721,downstream,957,chr3H,542741893
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0719250,"chr7H:523348528\C,\A",0.0002184393,upstream,3665,chr7H,523348528
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0610720,"chr6H:482705724\A,\G",0.0002196452,upstream,2005,chr6H,482705724
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0487140,"chr5H:463293809\G,\T",0.0002220656,downstream,13002,chr5H,463293809
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0487140,"chr5H:463293820\A,\G",0.0002220656,downstream,13013,chr5H,463293820
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0487140,"chr5H:463293845\T,\G",0.0002220656,downstream,13038,chr5H,463293845
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0752550,"chr7H:631055856\C,\G",0.000225943,upstream,6188,chr7H,631055856
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0534740,"chr5H:580724133\T,\C",0.0002260918,downstream,15302,chr5H,580724133
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0193540,"chr2H:607437588\T,\G",0.0002261548,downstream,1072,chr2H,607437588
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0481240,"chr5H:435123577\G,\A",0.0002300356,upstream,19300,chr5H,435123577
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0481240,"chr5H:435123597\C,\T",0.0002300356,upstream,19280,chr5H,435123597
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0105220,"chr2H:19909552\G,\C",0.000230987,downstream,13497,chr2H,19909552
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0622370,"chr6H:533141547\A,\G",0.0002317,upstream,3759,chr6H,533141547
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0331750,"chr4H:1577441\C,\T",0.0002372661,downstream,1981,chr4H,1577441
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0112900,"chr2H:42174865\G,\A",0.0002403485,in_gene,0,chr2H,42174865
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0112900,"chr2H:42174869\T,\C",0.0002403485,in_gene,0,chr2H,42174869
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0111580,"chr2H:37538135\C,\T",0.0002406932,downstream,3086,chr2H,37538135
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0541380,"chr6H:8132108\G,\A",0.0002414797,upstream,9599,chr6H,8132108
barley,am_rel_abundance_colonization,GATC,"chr5H:519447891\A,\G",0.0002421573,in_gene,0,chr5H,519447891
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0653580,"chr7H:41286270\C,\T",0.0002423082,upstream,9074,chr7H,41286270
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0409120,"chr4H:585039547\C,\T",0.0002425954,upstream,7089,chr4H,585039547
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0463080,"chr5H:312700414\A,\T",0.0002427467,downstream,2738,chr5H,312700414
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210610,"chr2H:648219631\A,\C",0.0002461795,downstream,5769,chr2H,648219631
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0299600,"chr3H:537994706\T,\C",0.0002483819,upstream,2006,chr3H,537994706
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0405370,"chr4H:570125625\A,\G",0.0002485168,upstream,933,chr4H,570125625
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0018160,"chr1H:58224128\C,\G",0.0002497851,in_gene,0,chr1H,58224128
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0064730,"chr1H:425353153\C,\G",0.0002514545,downstream,14260,chr1H,425353153
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0417930,"chr4H:607742065\A,\G",0.0002525823,downstream,11074,chr4H,607742065
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0329410,"chr3H:616549495\G,\A",0.0002549409,downstream,1569,chr3H,616549495
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0297570,"chr3H:529951901\C,\T",0.0002550526,downstream,548,chr3H,529951901
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0224760,"chr3H:12423887\C,\G",0.0002550978,in_gene,0,chr3H,12423887
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0047980,"chr1H:314743596\C,\T",0.0002552968,upstream,14819,chr1H,314743596
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0314570,"chr3H:586096902\C,\A",0.0002560743,upstream,4645,chr3H,586096902
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0407980,"chr4H:580934787\C,\T",0.0002561145,in_gene,0,chr4H,580934787
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0094300,"chr1H:513428734\A,\T",0.0002562348,upstream,810,chr1H,513428734
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0094300,"chr1H:513428736\T,\G",0.0002562348,upstream,808,chr1H,513428736
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0094300,"chr1H:513428773\C,\A",0.0002562348,upstream,771,chr1H,513428773
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0094300,"chr1H:513428774\T,\C",0.0002562348,upstream,770,chr1H,513428774
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0320030,"chr3H:596528978\G,\A",0.0002585346,in_gene,0,chr3H,596528978
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0415510,"chr4H:602239145\G,\A",0.0002616194,upstream,9736,chr4H,602239145
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0647650,"chr7H:24765914\C,\A",0.000261678,in_gene,0,chr7H,24765914
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0314530,"chr3H:586032483\C,\G",0.0002618822,upstream,12585,chr3H,586032483
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0632410,"chr6H:558124472\A,\G",0.000263477,upstream,155,chr6H,558124472
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0302160,"chr3H:548364169\C,\G",0.0002645127,in_gene,0,chr3H,548364169
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0510250,"chr5H:526348317\G,\C",0.0002746469,upstream,3846,chr5H,526348317
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0677140,"chr7H:155990304\A,\G",0.0002751605,upstream,5805,chr7H,155990304
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0210190,"chr2H:647313990\A,\G",0.0002831133,downstream,6283,chr2H,647313990
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0109760,"chr2H:30897927\A,\G",0.0002831785,upstream,3670,chr2H,30897927
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.3HG0312140,"chr3H:579675466\C,\T",0.0002838102,upstream,382,chr3H,579675466
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0521050,"chr5H:551380015\A,\G",0.0002856521,upstream,21341,chr5H,551380015
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0647650,"chr7H:24765573\T,\C",0.0002880674,in_gene,0,chr7H,24765573
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0094980,"chr1H:515115042\A,\G",0.0002902727,in_gene,0,chr1H,515115042
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0676840,"chr7H:154003915\C,\A",0.000292852,downstream,13770,chr7H,154003915
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.7HG0677170,"chr7H:156212014\C,\G",0.0002952902,downstream,5706,chr7H,156212014
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0460010,"chr5H:287717659\G,\A",0.0002979458,upstream,12176,chr5H,287717659
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0460010,"chr5H:287717665\G,\A",0.0002979458,upstream,12170,chr5H,287717665
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0200260,"chr2H:623605710\A,\T",0.0002990757,downstream,19443,chr2H,623605710
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0492430,"chr5H:483267710\C,\T",0.0002993086,downstream,2915,chr5H,483267710
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.2HG0209370,"chr2H:645435212\A,\G",0.0002998687,upstream,1435,chr2H,645435212
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.5HG0525990,"chr5H:562659623\C,\T",0.0003011621,upstream,3741,chr5H,562659623
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0340870,"chr4H:31704290\G,\C",0.0003016333,upstream,9468,chr4H,31704290
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.4HG0417410,"chr4H:606507453\G,\A",0.0003020358,upstream,1085,chr4H,606507453
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0049620,"chr1H:330416756\G,\A",0.0003072116,downstream,19638,chr1H,330416756
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.1HG0077310,"chr1H:478052593\A,\G",0.0003097134,downstream,21275,chr1H,478052593
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545110,"chr6H:15398185\C,\A",0.0003113559,upstream,23206,chr6H,15398185
barley,am_rel_abundance_colonization,HORVU.MOREX.r3.6HG0545110,"chr6H:15398131\C,\T",0.0003113559,upstream,23260,chr6H,15398131
