Species,Trait,Gene,SNP,Pvalue,Relation,Distance_bp,Chr,Pos
barley,soilN,HORVU.MOREX.r3.4HG0415340,"chr4H:601763028\C,\G",0.000257901,in_gene,0,chr4H,601763028
barley,soilN,HORVU.MOREX.r3.5HG0528390,"chr5H:567860702\G,\A",0.0002597006,downstream,6429,chr5H,567860702
barley,soilN,HORVU.MOREX.r3.5HG0509590,"chr5H:524492529\C,\T",0.0002602949,downstream,745,chr5H,524492529
barley,soilN,HORVU.MOREX.r3.6HG0621740,"chr6H:531583356\A,\G",0.0002612876,upstream,10112,chr6H,531583356
barley,soilN,HORVU.MOREX.r3.5HG0535820,"chr5H:582400935\T,\A",0.0002639513,downstream,648,chr5H,582400935
barley,soilN,HORVU.MOREX.r3.5HG0509590,"chr5H:524492546\C,\T",0.0002649094,downstream,762,chr5H,524492546
barley,soilN,HORVU.MOREX.r3.1HG0043650,"chr1H:283610902\A,\G",0.0002671125,downstream,12165,chr1H,283610902
barley,soilN,HORVU.MOREX.r3.1HG0043650,"chr1H:283610907\G,\A",0.0002671125,downstream,12170,chr1H,283610907
barley,soilN,HORVU.MOREX.r3.3HG0266740,"chr3H:317891288\A,\G",0.00026873,upstream,23686,chr3H,317891288
barley,soilN,HORVU.MOREX.r3.1HG0000060,"chr1H:138360\G,\A",0.000269111,in_gene,0,chr1H,138360
barley,soilN,HORVU.MOREX.r3.5HG0535920,"chr5H:582534714\C,\A",0.0002710529,upstream,4757,chr5H,582534714
barley,soilN,HORVU.MOREX.r3.1HG0093050,"chr1H:510395488\C,\G",0.0002720195,upstream,15148,chr1H,510395488
barley,soilN,HORVU.MOREX.r3.2HG0205380,"chr2H:637082774\A,\G",0.0002786001,in_gene,0,chr2H,637082774
barley,soilN,HORVU.MOREX.r3.2HG0112720,"chr2H:41622829\T,\C",0.0002792138,downstream,4831,chr2H,41622829
barley,soilN,HORVU.MOREX.r3.1HG0043650,"chr1H:283610889\C,\A",0.0002800265,downstream,12152,chr1H,283610889
barley,soilN,HORVU.MOREX.r3.1HG0043650,"chr1H:283610890\G,\A",0.0002800265,downstream,12153,chr1H,283610890
barley,soilN,HORVU.MOREX.r3.3HG0228280,"chr3H:19171110\G,\C",0.0002803436,downstream,2042,chr3H,19171110
barley,soilN,HORVU.MOREX.r3.5HG0519500,"chr5H:548358633\A,\G",0.0002805732,in_gene,0,chr5H,548358633
barley,soilN,HORVU.MOREX.r3.5HG0510990,"chr5H:527592167\G,\A",0.000283484,downstream,20642,chr5H,527592167
barley,soilN,HORVU.MOREX.r3.2HG0109520,"chr2H:30311098\G,\A",0.0002884686,downstream,4147,chr2H,30311098
barley,soilN,HORVU.MOREX.r3.7HG0694130,"chr7H:311410491\G,\C",0.000288929,in_gene,0,chr7H,311410491
barley,soilN,HORVU.MOREX.r3.7HG0728530,"chr7H:571119269\G,\A",0.0002912832,upstream,639,chr7H,571119269
barley,soilN,HORVU.MOREX.r3.7HG0728530,"chr7H:571119206\C,\T",0.0002912832,upstream,702,chr7H,571119206
barley,soilN,HORVU.MOREX.r3.5HG0426030,"chr5H:13989720\G,\A",0.0002921857,upstream,24885,chr5H,13989720
barley,soilN,HORVU.MOREX.r3.4HG0336890,"chr4H:16644494\T,\C",0.0002925098,downstream,404,chr4H,16644494
barley,soilN,HORVU.MOREX.r3.3HG0290910,"chr3H:498351412\A,\C",0.0002928396,in_gene,0,chr3H,498351412
barley,soilN,HORVU.MOREX.r3.3HG0295310,"chr3H:518929219\C,\T",0.0002941241,downstream,4272,chr3H,518929219
barley,soilN,HORVU.MOREX.r3.3HG0219670,"chr3H:3171246\C,\A",0.0002953352,in_gene,0,chr3H,3171246
barley,soilN,HORVU.MOREX.r3.7HG0745040,"chr7H:615217613\A,\G",0.0002961131,in_gene,0,chr7H,615217613
barley,soilN,HORVU.MOREX.r3.1HG0077210,"chr1H:477494164\A,\G",0.0002967424,upstream,121,chr1H,477494164
barley,soilN,HORVU.MOREX.r3.3HG0314770,"chr3H:586387857\C,\T",0.0003010169,in_gene,0,chr3H,586387857
barley,soilN,HORVU.MOREX.r3.3HG0228280,"chr3H:19171142\G,\T",0.0003039012,downstream,2074,chr3H,19171142
barley,soilN,HORVU.MOREX.r3.1HG0002630,"chr1H:5382546\A,\G",0.000307575,upstream,9397,chr1H,5382546
barley,soilN,HORVU.MOREX.r3.2HG0174440,"chr2H:519566674\A,\C",0.000312382,downstream,4657,chr2H,519566674
barley,soilN,HORVU.MOREX.r3.4HG0391150,"chr4H:496145125\A,\C",0.0003125336,downstream,2029,chr4H,496145125
barley,soilN,HORVU.MOREX.r3.5HG0432370,"chr5H:37533399\C,\T",0.0003147114,upstream,9420,chr5H,37533399
barley,soilN,HORVU.MOREX.r3.4HG0335900,"chr4H:13291321\G,\A",0.0003164484,upstream,2960,chr4H,13291321
barley,soilN,HORVU.MOREX.r3.6HG0539930,"chr6H:4284133\G,\A",0.0003194915,upstream,4303,chr6H,4284133
barley,soilN,HORVU.MOREX.r3.5HG0516320,"chr5H:540942486\G,\A",0.0003195267,downstream,17491,chr5H,540942486
barley,soilN,HORVU.MOREX.r3.2HG0112720,"chr2H:41622724\T,\C",0.0003204046,downstream,4726,chr2H,41622724
barley,soilN,HORVU.MOREX.r3.2HG0112720,"chr2H:41622723\C,\T",0.0003204046,downstream,4725,chr2H,41622723
barley,soilN,HORVU.MOREX.r3.2HG0112720,"chr2H:41622668\A,\G",0.0003204046,downstream,4670,chr2H,41622668
barley,soilN,HORVU.MOREX.r3.2HG0112720,"chr2H:41622697\G,\A",0.0003204046,downstream,4699,chr2H,41622697
barley,soilN,HORVU.MOREX.r3.5HG0484900,"chr5H:451346987\A,\T",0.0003205303,in_gene,0,chr5H,451346987
barley,soilN,HORVU.MOREX.r3.2HG0123450,"chr2H:88762051\C,\T",0.0003213658,downstream,9273,chr2H,88762051
barley,soilN,HORVU.MOREX.r3.1HG0001980,"chr1H:4379216\G,\A",0.0003224395,in_gene,0,chr1H,4379216
barley,soilN,HORVU.MOREX.r3.6HG0544370,"chr6H:14584649\C,\T",0.0003233943,downstream,2189,chr6H,14584649
barley,soilN,HORVU.MOREX.r3.7HG0745790,"chr7H:616291828\C,\T",0.0003293358,downstream,13255,chr7H,616291828
barley,soilN,HORVU.MOREX.r3.4HG0333190,"chr4H:4918417\G,\C",0.0003329937,upstream,5073,chr4H,4918417
barley,soilN,HORVU.MOREX.r3.5HG0425990,"chr5H:13619215\A,\G",0.0003330069,downstream,2744,chr5H,13619215
barley,soilN,HORVU.MOREX.r3.3HG0222330,"chr3H:8476361\A,\G",0.0003342058,downstream,5105,chr3H,8476361
barley,soilN,HORVU.MOREX.r3.1HG0093030,"chr1H:510271530\C,\T",0.0003360034,downstream,2074,chr1H,510271530
barley,soilN,HORVU.MOREX.r3.1HG0093030,"chr1H:510271467\G,\A",0.0003360034,downstream,2011,chr1H,510271467
barley,soilN,HORVU.MOREX.r3.2HG0174440,"chr2H:519566756\C,\T",0.0003369799,downstream,4739,chr2H,519566756
barley,soilN,HORVU.MOREX.r3.2HG0105670,"chr2H:21274976\A,\G",0.0003382314,downstream,2088,chr2H,21274976
barley,soilN,HORVU.MOREX.r3.7HG0658700,"chr7H:57212773\A,\G",0.000338753,downstream,24760,chr7H,57212773
barley,soilN,HORVU.MOREX.r3.2HG0112720,"chr2H:41622738\C,\T",0.0003424002,downstream,4740,chr2H,41622738
barley,soilN,HORVU.MOREX.r3.1HG0043650,"chr1H:283610914\C,\T",0.0003444801,downstream,12177,chr1H,283610914
barley,soilN,HORVU.MOREX.r3.4HG0332530,"chr4H:3366806\T,\C",0.0003484509,in_gene,0,chr4H,3366806
barley,soilN,HORVU.MOREX.r3.5HG0484950,"chr5H:451690822\T,\C",0.0003491691,downstream,22378,chr5H,451690822
barley,soilN,HORVU.MOREX.r3.3HG0329080,"chr3H:615794070\A,\G",0.0003512977,upstream,19130,chr3H,615794070
barley,soilN,HORVU.MOREX.r3.3HG0312690,"chr3H:581551080\C,\T",0.0003522205,downstream,1511,chr3H,581551080
barley,soilN,HORVU.MOREX.r3.4HG0415970,"chr4H:603699189\A,\G",0.0003547984,in_gene,0,chr4H,603699189
barley,soilN,HORVU.MOREX.r3.2HG0110570,"chr2H:33073901\G,\A",0.0003571388,upstream,14555,chr2H,33073901
barley,soilN,dof7,"chr4H:44090412\C,\T",0.0003584698,upstream,8702,chr4H,44090412
barley,soilN,HORVU.MOREX.r3.1HG0077830,"chr1H:479577687\C,\G",0.0003592825,in_gene,0,chr1H,479577687
barley,soilN,HORVU.MOREX.r3.5HG0432280,"chr5H:36649807\G,\A",0.000359313,upstream,8601,chr5H,36649807
barley,soilN,HORVU.MOREX.r3.1HG0057330,"chr1H:381850716\C,\T",0.0003598391,upstream,16751,chr1H,381850716
barley,soilN,HORVU.MOREX.r3.6HG0539930,"chr6H:4284038\C,\T",0.0003611609,upstream,4398,chr6H,4284038
barley,soilN,HORVU.MOREX.r3.3HG0297030,"chr3H:526993900\C,\T",0.0003615807,in_gene,0,chr3H,526993900
barley,soilN,HORVU.MOREX.r3.4HG0336900,"chr4H:16648177\A,\G",0.0003634588,downstream,2948,chr4H,16648177
barley,soilN,HORVU.MOREX.r3.5HG0490570,"chr5H:476665358\C,\T",0.00036597,upstream,4716,chr5H,476665358
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268763176\T,\G",0.0003665071,upstream,7007,chr5H,268763176
barley,soilN,HORVU.MOREX.r3.2HG0112720,"chr2H:41622652\G,\T",0.000372613,downstream,4654,chr2H,41622652
barley,soilN,HORVU.MOREX.r3.3HG0328960,"chr3H:615644997\G,\A",0.0003733601,in_gene,0,chr3H,615644997
barley,soilN,HORVU.MOREX.r3.2HG0107190,"chr2H:24909310\G,\A",0.0003733725,upstream,1151,chr2H,24909310
barley,soilN,HORVU.MOREX.r3.6HG0543700,"chr6H:13440380\T,\A",0.0003769889,in_gene,0,chr6H,13440380
barley,soilN,HORVU.MOREX.r3.1HG0008490,"chr1H:20007066\G,\A",0.00038215,downstream,23834,chr1H,20007066
barley,soilN,HORVU.MOREX.r3.4HG0383800,"chr4H:442856599\C,\T",0.0003923286,in_gene,0,chr4H,442856599
barley,soilN,HORVU.MOREX.r3.1HG0087170,"chr1H:499029388\C,\T",0.0003925218,in_gene,0,chr1H,499029388
barley,soilN,HORVU.MOREX.r3.2HG0116500,"chr2H:54710535\T,\C",0.0003951525,upstream,5002,chr2H,54710535
barley,soilN,HORVU.MOREX.r3.1HG0007460,"chr1H:15200169\G,\A",0.0003956857,upstream,19903,chr1H,15200169
barley,soilN,HORVU.MOREX.r3.1HG0005040,"chr1H:9932589\C,\T",0.0003970375,downstream,4517,chr1H,9932589
barley,soilN,HORVU.MOREX.r3.4HG0360060,"chr4H:176913118\G,\A",0.0003977135,in_gene,0,chr4H,176913118
barley,soilN,HORVU.MOREX.r3.7HG0750280,"chr7H:625066687\T,\G",0.000398377,upstream,16849,chr7H,625066687
barley,soilN,HORVU.MOREX.r3.7HG0650830,"chr7H:31340446\G,\A",0.000405337,upstream,5280,chr7H,31340446
barley,soilN,HORVU.MOREX.r3.3HG0228280,"chr3H:19170391\C,\T",0.0004070095,downstream,1323,chr3H,19170391
barley,soilN,HORVU.MOREX.r3.7HG0715950,"chr7H:501774417\G,\A",0.0004094903,downstream,22615,chr7H,501774417
barley,soilN,HORVU.MOREX.r3.1HG0068780,"chr1H:444933510\C,\T",0.0004096767,upstream,1289,chr1H,444933510
barley,soilN,HORVU.MOREX.r3.5HG0534440,"chr5H:579893889\G,\A",0.0004118422,downstream,28,chr5H,579893889
barley,soilN,HORVU.MOREX.r3.1HG0000710,"chr1H:1762925\C,\T",0.00041644,upstream,2912,chr1H,1762925
barley,soilN,HORVU.MOREX.r3.3HG0226150,"chr3H:14358391\T,\C",0.0004170827,in_gene,0,chr3H,14358391
barley,soilN,HORVU.MOREX.r3.2HG0097510,"chr2H:4978865\A,\C",0.0004172217,in_gene,0,chr2H,4978865
barley,soilN,HORVU.MOREX.r3.5HG0458220,"chr5H:268763198\A,\T",0.0004228737,upstream,6985,chr5H,268763198
barley,soilN,HORVU.MOREX.r3.2HG0190110,"chr2H:597809777\C,\T",0.0004245138,downstream,8312,chr2H,597809777
barley,soilN,HORVU.MOREX.r3.5HG0509590,"chr5H:524492512\T,\C",0.0004261949,downstream,728,chr5H,524492512
barley,soilN,HORVU.MOREX.r3.5HG0515230,"chr5H:538911176\A,\C",0.0004267939,upstream,15340,chr5H,538911176
barley,soilN,HORVU.MOREX.r3.1HG0008900,"chr1H:21001392\G,\A",0.0004272131,downstream,14687,chr1H,21001392
barley,soilN,HORVU.MOREX.r3.2HG0185540,"chr2H:575025560\G,\C",0.0004316685,downstream,17104,chr2H,575025560
barley,soilN,HORVU.MOREX.r3.2HG0185540,"chr2H:575025590\C,\T",0.0004316685,downstream,17134,chr2H,575025590
barley,soilN,HORVU.MOREX.r3.5HG0525890,"chr5H:562439492\T,\C",0.0004343406,upstream,9695,chr5H,562439492
barley,soilN,HORVU.MOREX.r3.3HG0228280,"chr3H:19170424\C,\G",0.000434651,downstream,1356,chr3H,19170424
barley,soilN,HORVU.MOREX.r3.7HG0744220,"chr7H:613121165\A,\G",0.0004363587,upstream,16601,chr7H,613121165
barley,soilN,HORVU.MOREX.r3.3HG0228720,"chr3H:20002085\A,\G",0.0004387738,in_gene,0,chr3H,20002085
barley,soilN,HORVU.MOREX.r3.3HG0303500,"chr3H:553087243\G,\A",0.0004390049,downstream,21194,chr3H,553087243
barley,soilN,HORVU.MOREX.r3.7HG0729090,"chr7H:573792880\C,\T",0.0004415566,in_gene,0,chr7H,573792880
barley,soilN,HORVU.MOREX.r3.5HG0496840,"chr5H:493473910\C,\T",0.0004417051,downstream,14639,chr5H,493473910
barley,soilN,HORVU.MOREX.r3.2HG0108850,"chr2H:28771649\G,\A",0.0004429952,downstream,85,chr2H,28771649
barley,soilN,HORVU.MOREX.r3.2HG0167220,"chr2H:468918853\G,\A",0.0004430977,downstream,22772,chr2H,468918853
barley,soilN,HORVU.MOREX.r3.2HG0107280,"chr2H:25030318\C,\A",0.0004446878,in_gene,0,chr2H,25030318
barley,soilN,HORVU.MOREX.r3.1HG0001950,"chr1H:4352344\G,\A",0.0004456201,downstream,7103,chr1H,4352344
barley,soilN,CBF12C,"chr5H:495317247\C,\A",0.0004465464,downstream,2449,chr5H,495317247
barley,soilN,CBF12C,"chr5H:495317279\G,\C",0.0004465464,downstream,2481,chr5H,495317279
barley,soilN,CBF12C,"chr5H:495317292\T,\C",0.0004465464,downstream,2494,chr5H,495317292
barley,soilN,HORVU.MOREX.r3.6HG0625830,"chr6H:543280978\C,\T",0.0004466444,upstream,14145,chr6H,543280978
barley,soilN,HORVU.MOREX.r3.6HG0538810,"chr6H:2362228\C,\G",0.0004467676,downstream,200,chr6H,2362228
barley,soilN,HORVU.MOREX.r3.5HG0485580,"chr5H:454646442\C,\T",0.0004474746,downstream,5766,chr5H,454646442
barley,soilN,HORVU.MOREX.r3.7HG0650760,"chr7H:31270897\A,\T",0.0004486807,downstream,7066,chr7H,31270897
barley,soilN,HORVU.MOREX.r3.5HG0476360,"chr5H:406724984\A,\G",0.0004487674,upstream,1086,chr5H,406724984
barley,soilN,HORVU.MOREX.r3.7HG0658780,"chr7H:57667240\C,\T",0.0004497691,upstream,4622,chr7H,57667240
barley,soilN,HORVU.MOREX.r3.1HG0006130,"chr1H:12695130\C,\T",0.0004525409,downstream,3240,chr1H,12695130
barley,soilN,HORVU.MOREX.r3.1HG0092880,"chr1H:510024685\G,\A",0.0004527577,downstream,673,chr1H,510024685
barley,soilN,HORVU.MOREX.r3.7HG0658130,"chr7H:54963243\C,\T",0.0004596042,downstream,4596,chr7H,54963243
barley,soilN,HORVU.MOREX.r3.2HG0097510,"chr2H:4978915\C,\T",0.000461752,in_gene,0,chr2H,4978915
barley,soilN,HORVU.MOREX.r3.4HG0342820,"chr4H:42109948\T,\G",0.0004702078,downstream,18972,chr4H,42109948
barley,soilN,HORVU.MOREX.r3.1HG0092820,"chr1H:509848571\C,\T",0.0004730927,in_gene,0,chr1H,509848571
barley,soilN,HORVU.MOREX.r3.1HG0092080,"chr1H:508212664\G,\C",0.000473634,upstream,15167,chr1H,508212664
barley,soilN,HORVU.MOREX.r3.6HG0621660,"chr6H:531178079\C,\T",0.0004753789,downstream,12247,chr6H,531178079
barley,soilN,HORVU.MOREX.r3.4HG0343400,"chr4H:45998306\G,\A",0.0004802438,downstream,3040,chr4H,45998306
barley,soilN,HORVU.MOREX.r3.1HG0092920,"chr1H:510087712\C,\T",0.0004861576,downstream,2872,chr1H,510087712
barley,soilN,HORVU.MOREX.r3.5HG0529760,"chr5H:571005780\C,\T",0.0004885374,in_gene,0,chr5H,571005780
barley,soilN,dof7,"chr4H:44117944\T,\C",0.0004887372,downstream,17608,chr4H,44117944
barley,soilN,HORVU.MOREX.r3.2HG0097510,"chr2H:4978955\T,\C",0.0004891179,in_gene,0,chr2H,4978955
barley,soilN,HORVU.MOREX.r3.2HG0099120,"chr2H:9278870\C,\T",0.0004892813,in_gene,0,chr2H,9278870
barley,soilN,HORVU.MOREX.r3.3HG0234140,"chr3H:35031472\G,\C",0.0004928301,downstream,1983,chr3H,35031472
barley,soilN,HORVU.MOREX.r3.2HG0104280,"chr2H:17636507\C,\T",0.0004938883,downstream,10911,chr2H,17636507
barley,soilN,HORVU.MOREX.r3.5HG0426030,"chr5H:13991258\G,\A",0.0005033213,upstream,23347,chr5H,13991258
barley,soilN,HORVU.MOREX.r3.7HG0679520,"chr7H:172304342\T,\C",0.0005035371,upstream,2722,chr7H,172304342
barley,soilN,HORVU.MOREX.r3.3HG0224450,"chr3H:12189023\C,\T",0.0005057735,downstream,4831,chr3H,12189023
barley,soilN,HORVU.MOREX.r3.1HG0068090,"chr1H:441819479\A,\C",0.0005065212,upstream,7282,chr1H,441819479
barley,soilN,HORVU.MOREX.r3.2HG0118960,"chr2H:64503067\C,\T",0.0005073147,upstream,14046,chr2H,64503067
barley,soilN,HORVU.MOREX.r3.7HG0669780,"chr7H:110917478\A,\T",0.0005091842,upstream,390,chr7H,110917478
barley,soilN,HORVU.MOREX.r3.5HG0483880,"chr5H:444467677\G,\A",0.0005127378,in_gene,0,chr5H,444467677
barley,soilN,HORVU.MOREX.r3.2HG0208660,"chr2H:643923155\G,\A",0.0005140579,downstream,769,chr2H,643923155
barley,soilN,HORVU.MOREX.r3.2HG0208660,"chr2H:643923164\C,\T",0.0005140579,downstream,778,chr2H,643923164
barley,soilN,HORVU.MOREX.r3.4HG0405370,"chr4H:570125625\A,\G",0.0005186657,upstream,933,chr4H,570125625
barley,soilN,HORVU.MOREX.r3.6HG0574410,"chr6H:157918400\T,\C",0.0005197671,upstream,14811,chr6H,157918400
barley,soilN,HORVU.MOREX.r3.4HG0335900,"chr4H:13273512\G,\A",0.0005212891,upstream,20769,chr4H,13273512
barley,soilN,HORVU.MOREX.r3.3HG0226150,"chr3H:14358399\T,\C",0.0005226523,in_gene,0,chr3H,14358399
barley,soilN,HORVU.MOREX.r3.3HG0315990,"chr3H:588741528\G,\A",0.000522761,upstream,21873,chr3H,588741528
barley,soilN,HORVU.MOREX.r3.3HG0275930,"chr3H:399140767\A,\G",0.0005239222,upstream,24008,chr3H,399140767
barley,soilN,HORVU.MOREX.r3.7HG0648850,"chr7H:27364627\T,\C",0.0005262191,upstream,8311,chr7H,27364627
barley,soilN,HORVU.MOREX.r3.4HG0332240,"chr4H:2785132\T,\C",0.000527995,in_gene,0,chr4H,2785132
barley,soilN,HORVU.MOREX.r3.3HG0294430,"chr3H:514208671\C,\T",0.0005282041,in_gene,0,chr3H,514208671
barley,soilN,HORVU.MOREX.r3.6HG0633710,"chr6H:560514678\C,\G",0.0005292894,in_gene,0,chr6H,560514678
barley,soilN,HORVU.MOREX.r3.5HG0494710,"chr5H:489479652\T,\C",0.0005293569,in_gene,0,chr5H,489479652
barley,soilN,HORVU.MOREX.r3.3HG0319060,"chr3H:594097374\G,\C",0.0005324236,upstream,5317,chr3H,594097374
barley,soilN,HORVU.MOREX.r3.5HG0425990,"chr5H:13616476\C,\T",0.0005346796,downstream,5,chr5H,13616476
barley,soilN,HORVU.MOREX.r3.5HG0509660,"chr5H:524518166\A,\G",0.0005383413,upstream,1817,chr5H,524518166
barley,soilN,HORVU.MOREX.r3.2HG0167220,"chr2H:468918863\G,\T",0.0005399468,downstream,22782,chr2H,468918863
barley,soilN,HORVU.MOREX.r3.6HG0623700,"chr6H:537182307\G,\A",0.0005434332,in_gene,0,chr6H,537182307
barley,soilN,HORVU.MOREX.r3.2HG0117920,"chr2H:60274214\G,\C",0.0005466925,in_gene,0,chr2H,60274214
barley,soilN,HORVU.MOREX.r3.6HG0552470,"chr6H:33516734\A,\C",0.000559167,downstream,2213,chr6H,33516734
barley,soilN,HORVU.MOREX.r3.3HG0278490,"chr3H:419154714\G,\T",0.0005633949,downstream,1789,chr3H,419154714
barley,soilN,HORVU.MOREX.r3.1HG0092910,"chr1H:510057877\A,\G",0.0005660633,in_gene,0,chr1H,510057877
barley,soilN,HORVU.MOREX.r3.2HG0096400,"chr2H:2277141\G,\A",0.0005668198,in_gene,0,chr2H,2277141
barley,soilN,HORVU.MOREX.r3.3HG0308360,"chr3H:567270254\T,\G",0.0005670322,in_gene,0,chr3H,567270254
barley,soilN,HORVU.MOREX.r3.6HG0553450,"chr6H:36381631\C,\T",0.0005719559,downstream,6757,chr6H,36381631
barley,soilN,HORVU.MOREX.r3.5HG0534270,"chr5H:579676649\C,\T",0.000572771,upstream,15620,chr5H,579676649
barley,soilN,HORVU.MOREX.r3.5HG0534270,"chr5H:579676657\G,\A",0.000572771,upstream,15612,chr5H,579676657
barley,soilN,HORVU.MOREX.r3.6HG0572930,"chr6H:145502448\G,\T",0.0005764922,downstream,2313,chr6H,145502448
barley,soilN,HORVU.MOREX.r3.5HG0424150,"chr5H:8758030\C,\T",0.0005817206,upstream,157,chr5H,8758030
barley,soilN,HORVU.MOREX.r3.5HG0525890,"chr5H:562439487\C,\T",0.0005828652,upstream,9700,chr5H,562439487
barley,soilN,HORVU.MOREX.r3.3HG0226150,"chr3H:14358396\T,\G",0.0005906796,in_gene,0,chr3H,14358396
barley,soilN,HORVU.MOREX.r3.6HG0625940,"chr6H:543482789\C,\T",0.0005910707,downstream,5317,chr6H,543482789
barley,soilN,HORVU.MOREX.r3.3HG0289950,"chr3H:493559368\A,\G",0.0005914821,upstream,14001,chr3H,493559368
barley,soilN,HORVU.MOREX.r3.6HG0548880,"chr6H:22807329\G,\A",0.0005929542,upstream,4763,chr6H,22807329
barley,soilN,HORVU.MOREX.r3.2HG0107700,"chr2H:25854198\G,\A",0.0005950544,upstream,17176,chr2H,25854198
barley,soilN,HORVU.MOREX.r3.5HG0432380,"chr5H:37604154\C,\T",0.0006018083,downstream,23260,chr5H,37604154
barley,soilN,HORVU.MOREX.r3.7HG0658890,"chr7H:58360361\T,\G",0.0006058083,upstream,17772,chr7H,58360361
barley,soilN,HORVU.MOREX.r3.5HG0482590,"chr5H:441398750\C,\T",0.0006131569,downstream,436,chr5H,441398750
barley,soilN,HORVU.MOREX.r3.2HG0107320,"chr2H:25080319\G,\A",0.0006170697,downstream,6890,chr2H,25080319
barley,soilN,HORVU.MOREX.r3.7HG0744120,"chr7H:612938793\G,\T",0.0006182641,in_gene,0,chr7H,612938793
barley,soilN,HORVU.MOREX.r3.7HG0745790,"chr7H:616291867\G,\C",0.0006291271,downstream,13294,chr7H,616291867
barley,soilN,HORVU.MOREX.r3.6HG0597590,"chr6H:387051087\G,\C",0.0006305003,in_gene,0,chr6H,387051087
barley,soilN,HORVU.MOREX.r3.5HG0534270,"chr5H:579676619\C,\G",0.0006305974,upstream,15650,chr5H,579676619
barley,soilN,HORVU.MOREX.r3.5HG0525860,"chr5H:562319514\G,\C",0.000631503,downstream,1859,chr5H,562319514
barley,soilN,HORVU.MOREX.r3.5HG0515020,"chr5H:538628124\T,\C",0.0006318557,upstream,150,chr5H,538628124
barley,soilN,HORVU.MOREX.r3.3HG0228280,"chr3H:19166628\A,\T",0.0006325731,upstream,89,chr3H,19166628
barley,soilN,HORVU.MOREX.r3.3HG0322410,"chr3H:601323440\A,\G",0.000633019,upstream,12008,chr3H,601323440
barley,soilN,HORVU.MOREX.r3.1HG0007230,"chr1H:14729149\A,\G",0.0006387078,downstream,2237,chr1H,14729149
barley,soilN,HORVU.MOREX.r3.4HG0334230,"chr4H:8026654\C,\G",0.0006391397,in_gene,0,chr4H,8026654
barley,soilN,HORVU.MOREX.r3.6HG0618920,"chr6H:522132133\T,\G",0.0006415478,downstream,13342,chr6H,522132133
barley,soilN,HORVU.MOREX.r3.2HG0208660,"chr2H:643923182\C,\T",0.0006421734,downstream,796,chr2H,643923182
barley,soilN,HORVU.MOREX.r3.1HG0093770,"chr1H:512403070\C,\A",0.0006450154,downstream,632,chr1H,512403070
barley,soilN,HORVU.MOREX.r3.2HG0097510,"chr2H:4981298\C,\T",0.0006478543,downstream,1510,chr2H,4981298
barley,soilN,HORVU.MOREX.r3.5HG0426030,"chr5H:14002807\A,\G",0.0006494356,upstream,11798,chr5H,14002807
barley,soilN,HORVU.MOREX.r3.4HG0401890,"chr4H:557865424\T,\C",0.0006530525,upstream,157,chr4H,557865424
barley,soilN,HORVU.MOREX.r3.3HG0319320,"chr3H:594721436\C,\G",0.0006555755,upstream,59,chr3H,594721436
barley,soilN,HORVU.MOREX.r3.7HG0651050,"chr7H:31761972\T,\C",0.0006603161,downstream,1797,chr7H,31761972
barley,soilN,HORVU.MOREX.r3.1HG0075670,"chr1H:473235670\G,\A",0.0006607726,downstream,9316,chr1H,473235670
barley,soilN,HORVU.MOREX.r3.4HG0415960,"chr4H:603672174\A,\C",0.0006612822,in_gene,0,chr4H,603672174
barley,soilN,HORVU.MOREX.r3.5HG0491620,"chr5H:481075561\A,\G",0.0006862544,in_gene,0,chr5H,481075561
barley,soilN,HORVU.MOREX.r3.1HG0056950,"chr1H:380436922\C,\T",0.0006878429,in_gene,0,chr1H,380436922
barley,soilN,HORVU.MOREX.r3.5HG0424290,"chr5H:9017998\C,\G",0.0006906429,downstream,13755,chr5H,9017998
barley,soilN,HORVU.MOREX.r3.2HG0106500,"chr2H:23603720\A,\G",0.0006929024,upstream,1305,chr2H,23603720
barley,soilN,HORVU.MOREX.r3.5HG0510700,"chr5H:527185359\A,\G",0.0006945143,in_gene,0,chr5H,527185359
barley,soilN,HORVU.MOREX.r3.7HG0666880,"chr7H:95631040\G,\C",0.0006976737,in_gene,0,chr7H,95631040
barley,soilN,HORVU.MOREX.r3.3HG0318510,"chr3H:592781067\G,\A",0.0006978251,upstream,2934,chr3H,592781067
barley,soilN,HORVU.MOREX.r3.6HG0604270,"chr6H:442782207\G,\A",0.0006979793,upstream,9897,chr6H,442782207
barley,soilN,HORVU.MOREX.r3.7HG0744480,"chr7H:613816262\G,\A",0.0007022887,downstream,14613,chr7H,613816262
barley,soilN,HORVU.MOREX.r3.7HG0748730,"chr7H:621971915\G,\A",0.000703485,in_gene,0,chr7H,621971915
barley,soilN,HORVU.MOREX.r3.7HG0729160,"chr7H:573844194\T,\C",0.0007078168,in_gene,0,chr7H,573844194
barley,soilN,HORVU.MOREX.r3.3HG0291690,"chr3H:501642271\G,\A",0.0007109763,downstream,3491,chr3H,501642271
barley,soilN,HORVU.MOREX.r3.5HG0528320,"chr5H:567673396\A,\C",0.0007114638,upstream,5257,chr5H,567673396
barley,soilN,HORVU.MOREX.r3.5HG0528350,"chr5H:567693636\T,\C",0.0007132181,upstream,5018,chr5H,567693636
