chr,rs,ps,p_wald,n_genes_25kb,genes_in_25kb,closest_gene,closest_gene_id,closest_gene_distance_bp
4,Chr4_7710963.0,7710963,0.0005194767,0,,,,
4,Chr4_7710971.0,7710971,0.0005194767,0,,,,
2,Chr2_7492734.0,7492734,0.0005195318,0,,,,
2,Chr2_7492777.0,7492777,0.0005195318,0,,,,
4,Chr4_14509521.0,14509521,0.000519679,0,,,,
4,Chr4_14509662.0,14509662,0.000519679,0,,,,
5,Chr5_453491.0,453491,0.0005201538,0,,,,
5,Chr5_455730.0,455730,0.0005201538,1,AT5G02250,AT5G02250,AT5G02250,0.0
1,Chr1_2317828.0,2317828,0.0005203965,0,,,,
1,Chr1_2317856.0,2317856,0.0005203965,0,,,,
5,Chr5_2329905.0,2329905,0.0005205053,1,AT5G07360,AT5G07360,AT5G07360,0.0
5,Chr5_2330391.0,2330391,0.0005205053,1,AT5G07370,AT5G07370,AT5G07370,0.0
5,Chr5_2330392.0,2330392,0.0005205053,1,AT5G07370,AT5G07370,AT5G07370,0.0
4,Chr4_9946704.0,9946704,0.0005205424,1,AT4G17900,AT4G17900,AT4G17900,0.0
5,Chr5_10842815.0,10842815,0.0005206312,1,AT5G28824,AT5G28824,AT5G28824,0.0
5,Chr5_10842825.0,10842825,0.0005206312,1,AT5G28824,AT5G28824,AT5G28824,0.0
5,Chr5_23226715.0,23226715,0.0005207359,1,AT5G57340,AT5G57340,AT5G57340,0.0
4,Chr4_14555350.0,14555350,0.0005208729,0,,,,
2,Chr2_12431456.0,12431456,0.0005216528,1,AT2G28950,AT2G28950,AT2G28950,0.0
5,Chr5_2930479.0,2930479,0.0005216645,1,AT5G09420,AT5G09420,AT5G09420,0.0
3,Chr3_9130978.0,9130978,0.0005217916,0,,,,
3,Chr3_9131153.0,9131153,0.0005217916,0,,,,
1,Chr1_2159091.0,2159091,0.0005225785,1,AT1G07030,AT1G07030,AT1G07030,0.0
3,Chr3_20616912.0,20616912,0.0005227835,0,,,,
2,Chr2_7685446.0,7685446,0.0005230154,1,AT2G17700,AT2G17700,AT2G17700,0.0
4,Chr4_9581880.0,9581880,0.0005230296,1,AT4G17030,AT4G17030,AT4G17030,0.0
3,Chr3_12974009.0,12974009,0.0005232184,0,,,,
5,Chr5_25511703.0,25511703,0.0005233544,0,,,,
5,Chr5_24533574.0,24533574,0.0005237565,0,,,,
3,Chr3_5873074.0,5873074,0.0005241482,0,,,,
3,Chr3_5878968.0,5878968,0.0005241482,1,AT3G17205,AT3G17205,AT3G17205,0.0
3,Chr3_5884499.0,5884499,0.0005241482,1,AT3G17225,AT3G17225,AT3G17225,0.0
3,Chr3_5884500.0,5884500,0.0005241482,1,AT3G17225,AT3G17225,AT3G17225,0.0
5,Chr5_23082305.0,23082305,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23082742.0,23082742,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083049.0,23083049,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083328.0,23083328,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083534.0,23083534,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083652.0,23083652,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083677.0,23083677,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083721.0,23083721,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083722.0,23083722,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083748.0,23083748,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083750.0,23083750,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083752.0,23083752,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083852.0,23083852,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23083860.0,23083860,0.0005256344,1,AT5G57035,AT5G57035,AT5G57035,0.0
5,Chr5_23084198.0,23084198,0.0005256344,1,AT5G57040,AT5G57040,AT5G57040,0.0
5,Chr5_23084203.0,23084203,0.0005256344,1,AT5G57040,AT5G57040,AT5G57040,0.0
5,Chr5_23084204.0,23084204,0.0005256344,1,AT5G57040,AT5G57040,AT5G57040,0.0
5,Chr5_23084225.0,23084225,0.0005256344,1,AT5G57040,AT5G57040,AT5G57040,0.0
5,Chr5_23084255.0,23084255,0.0005256344,1,AT5G57040,AT5G57040,AT5G57040,0.0
5,Chr5_23084258.0,23084258,0.0005256344,1,AT5G57040,AT5G57040,AT5G57040,0.0
5,Chr5_23084576.0,23084576,0.0005256344,1,AT5G57040,AT5G57040,AT5G57040,0.0
4,Chr4_252657.0,252657,0.0005260693,0,,,,
5,Chr5_10479601.0,10479601,0.000526643,0,,,,
3,Chr3_19964780.0,19964780,0.0005272615,0,,,,
1,Chr1_6354966.0,6354966,0.0005277211,1,AT1G18460,AT1G18460,AT1G18460,0.0
5,Chr5_20526845.0,20526845,0.0005279827,0,,,,
3,Chr3_22123078.0,22123078,0.0005281143,0,,,,
1,Chr1_3994352.0,3994352,0.0005282614,0,,,,
5,Chr5_10819821.0,10819821,0.0005287748,0,,,,
2,Chr2_18697523.0,18697523,0.000529118,0,,,,
1,Chr1_5058627.0,5058627,0.0005291951,0,,,,
4,Chr4_17263826.0,17263826,0.0005293064,1,AT4G36600,AT4G36600,AT4G36600,0.0
4,Chr4_347624.0,347624,0.0005294382,0,,,,
1,Chr1_6351868.0,6351868,0.0005295181,1,AT1G18450,AT1G18450,AT1G18450,0.0
5,Chr5_2368771.0,2368771,0.0005296658,1,AT5G07480,AT5G07480,AT5G07480,0.0
5,Chr5_2369746.0,2369746,0.0005296658,0,,,,
5,Chr5_2370311.0,2370311,0.0005296658,1,AT5G07490,AT5G07490,AT5G07490,0.0
5,Chr5_2371181.0,2371181,0.0005296658,1,AT5G07490,AT5G07490,AT5G07490,0.0
5,Chr5_2371348.0,2371348,0.0005296658,0,,,,
5,Chr5_2371549.0,2371549,0.0005296658,0,,,,
5,Chr5_2371804.0,2371804,0.0005296658,0,,,,
5,Chr5_2377330.0,2377330,0.0005296658,0,,,,
5,Chr5_2377569.0,2377569,0.0005296658,0,,,,
1,Chr1_998328.0,998328,0.0005297123,1,AT1G03910,AT1G03910,AT1G03910,0.0
1,Chr1_999231.0,999231,0.0005297123,1,AT1G03910,AT1G03910,AT1G03910,0.0
5,Chr5_24621122.0,24621122,0.0005302518,1,AT5G61200,AT5G61200,AT5G61200,0.0
3,Chr3_14585508.0,14585508,0.0005303936,0,,,,
5,Chr5_26163704.0,26163704,0.000530755,1,AT5G65460,AT5G65460,AT5G65460,0.0
4,Chr4_10081643.0,10081643,0.0005311256,1,AT4G18230,AT4G18230,AT4G18230,0.0
3,Chr3_6517476.0,6517476,0.0005311411,1,AT3G18900,AT3G18900,AT3G18900,0.0
3,Chr3_6523092.0,6523092,0.0005311411,0,,,,
2,Chr2_7061952.0,7061952,0.0005313965,1,AT2G16300,AT2G16300,AT2G16300,0.0
4,Chr4_909790.0,909790,0.0005314714,1,AT4G02070,AT4G02070,AT4G02070,0.0
5,Chr5_5111369.0,5111369,0.0005319183,0,,,,
5,Chr5_5105161.0,5105161,0.0005320176,1,AT5G15680,AT5G15680,AT5G15680,0.0
5,Chr5_5106540.0,5106540,0.0005320176,1,AT5G15680,AT5G15680,AT5G15680,0.0
5,Chr5_5115997.0,5115997,0.0005320176,1,AT5G15700,AT5G15700,AT5G15700,0.0
1,Chr1_17178511.0,17178511,0.0005334361,0,,,,
1,Chr1_17178610.0,17178610,0.0005334361,0,,,,
5,Chr5_121247.0,121247,0.0005334882,1,AT5G01290,AT5G01290,AT5G01290,0.0
5,Chr5_19224074.0,19224074,0.0005335481,1,AT5G47380,AT5G47380,AT5G47380,0.0
5,Chr5_19224191.0,19224191,0.0005335481,1,AT5G47380,AT5G47380,AT5G47380,0.0
2,Chr2_5958676.0,5958676,0.0005342903,1,AT2G14120,AT2G14120,AT2G14120,0.0
1,Chr1_5799510.0,5799510,0.0005344079,0,,,,
3,Chr3_10997156.0,10997156,0.0005345441,0,,,,
5,Chr5_11964675.0,11964675,0.0005345467,0,,,,
1,Chr1_19008170.0,19008170,0.0005348337,1,AT1G51270,AT1G51270,AT1G51270,0.0
2,Chr2_15296216.0,15296216,0.0005360307,0,,,,
5,Chr5_17023043.0,17023043,0.0005367677,0,,,,
5,Chr5_17023056.0,17023056,0.0005367677,0,,,,
5,Chr5_17023106.0,17023106,0.0005367677,0,,,,
2,Chr2_5917031.0,5917031,0.0005375904,0,,,,
1,Chr1_2158138.0,2158138,0.0005385819,1,AT1G07025,AT1G07025,AT1G07025,0.0
1,Chr1_2158572.0,2158572,0.0005385819,1,AT1G07030,AT1G07030,AT1G07030,0.0
1,Chr1_2158629.0,2158629,0.0005385819,1,AT1G07030,AT1G07030,AT1G07030,0.0
1,Chr1_2158777.0,2158777,0.0005385819,1,AT1G07030,AT1G07030,AT1G07030,0.0
4,Chr4_1623850.0,1623850,0.0005396434,0,,,,
2,Chr2_7353213.0,7353213,0.0005397089,0,,,,
5,Chr5_501703.0,501703,0.0005400378,1,AT5G02360,AT5G02360,AT5G02360,0.0
5,Chr5_501708.0,501708,0.0005400378,1,AT5G02360,AT5G02360,AT5G02360,0.0
1,Chr1_12611224.0,12611224,0.0005400681,0,,,,
2,Chr2_6960762.0,6960762,0.0005401224,0,,,,
1,Chr1_11020210.0,11020210,0.0005403066,0,,,,
3,Chr3_12749356.0,12749356,0.0005403675,0,,,,
5,Chr5_25532728.0,25532728,0.0005405859,1,AT5G63800,AT5G63800,AT5G63800,0.0
1,Chr1_610634.0,610634,0.0005406555,1,AT1G02790,AT1G02790,AT1G02790,0.0
1,Chr1_610640.0,610640,0.0005406555,1,AT1G02790,AT1G02790,AT1G02790,0.0
3,Chr3_9125996.0,9125996,0.0005407045,1,AT3G25040,AT3G25040,AT3G25040,0.0
5,Chr5_15949751.0,15949751,0.0005408546,0,,,,
2,Chr2_12431413.0,12431413,0.0005415873,1,AT2G28950,AT2G28950,AT2G28950,0.0
1,Chr1_7263766.0,7263766,0.0005416465,1,AT1G20880,AT1G20880,AT1G20880,0.0
3,Chr3_19496044.0,19496044,0.0005419097,1,AT3G52560,AT3G52560,AT3G52560,0.0
5,Chr5_25559039.0,25559039,0.0005420398,1,AT5G63860,AT5G63860,AT5G63860,0.0
5,Chr5_8497725.0,8497725,0.000542227,0,,,,
5,Chr5_9917819.0,9917819,0.0005424343,0,,,,
5,Chr5_9917854.0,9917854,0.0005424343,0,,,,
3,Chr3_18633695.0,18633695,0.00054268,0,,,,
2,Chr2_5541780.0,5541780,0.0005427935,0,,,,
5,Chr5_26450704.0,26450704,0.0005430227,1,AT5G66180,AT5G66180,AT5G66180,0.0
5,Chr5_25558331.0,25558331,0.0005430331,1,AT5G63860,AT5G63860,AT5G63860,0.0
5,Chr5_15073018.0,15073018,0.0005434301,0,,,,
5,Chr5_5324216.0,5324216,0.0005438067,1,AT5G16280,AT5G16280,AT5G16280,0.0
5,Chr5_13713112.0,13713112,0.0005441906,0,,,,
1,Chr1_7143684.0,7143684,0.000544198,1,AT1G20620,AT1G20620,AT1G20620,0.0
3,Chr3_23019753.0,23019753,0.0005442311,1,AT3G62180,AT3G62180,AT3G62180,0.0
2,Chr2_8814345.0,8814345,0.0005443514,1,AT2G20450,AT2G20450,AT2G20450,0.0
2,Chr2_8814346.0,8814346,0.0005443514,1,AT2G20450,AT2G20450,AT2G20450,0.0
2,Chr2_8838532.0,8838532,0.0005443514,1,AT2G20510,AT2G20510,AT2G20510,0.0
1,Chr1_16839798.0,16839798,0.0005448424,0,,,,
5,Chr5_16624200.0,16624200,0.0005454037,0,,,,
5,Chr5_18524719.0,18524719,0.0005461872,0,,,,
2,Chr2_8725897.0,8725897,0.0005465171,1,AT2G20230,AT2G20230,AT2G20230,0.0
5,Chr5_2314900.0,2314900,0.0005465815,0,,,,
3,Chr3_7132077.0,7132077,0.0005471644,0,,,,
5,Chr5_17716820.0,17716820,0.0005475894,1,AT5G44030,AT5G44030,AT5G44030,0.0
5,Chr5_17716823.0,17716823,0.0005475894,1,AT5G44030,AT5G44030,AT5G44030,0.0
5,Chr5_17716824.0,17716824,0.0005475894,1,AT5G44030,AT5G44030,AT5G44030,0.0
5,Chr5_17716851.0,17716851,0.0005475894,1,AT5G44030,AT5G44030,AT5G44030,0.0
5,Chr5_17716918.0,17716918,0.0005475894,1,AT5G44030,AT5G44030,AT5G44030,0.0
5,Chr5_17716984.0,17716984,0.0005475894,1,AT5G44030,AT5G44030,AT5G44030,0.0
5,Chr5_17717035.0,17717035,0.0005475894,1,AT5G44030,AT5G44030,AT5G44030,0.0
3,Chr3_21865834.0,21865834,0.0005476897,1,AT3G59140,AT3G59140,AT3G59140,0.0
3,Chr3_21866331.0,21866331,0.0005476897,1,AT3G59140,AT3G59140,AT3G59140,0.0
3,Chr3_21866517.0,21866517,0.0005476897,1,AT3G59140,AT3G59140,AT3G59140,0.0
3,Chr3_21867617.0,21867617,0.0005476897,1,AT3G59140,AT3G59140,AT3G59140,0.0
3,Chr3_21868486.0,21868486,0.0005476897,1,AT3G59140,AT3G59140,AT3G59140,0.0
3,Chr3_21870703.0,21870703,0.0005476897,0,,,,
3,Chr3_21871311.0,21871311,0.0005476897,0,,,,
1,Chr1_7986026.0,7986026,0.00054783,0,,,,
1,Chr1_22848291.0,22848291,0.0005479687,1,AT1G61840,AT1G61840,AT1G61840,0.0
2,Chr2_8271673.0,8271673,0.0005480569,0,,,,
1,Chr1_17402583.0,17402583,0.0005490884,0,,,,
1,Chr1_17411502.0,17411502,0.0005490884,0,,,,
1,Chr1_17413276.0,17413276,0.0005490884,0,,,,
1,Chr1_17414401.0,17414401,0.0005490884,0,,,,
1,Chr1_17415691.0,17415691,0.0005490884,0,,,,
1,Chr1_25223975.0,25223975,0.0005495763,0,,,,
3,Chr3_20362403.0,20362403,0.0005497231,0,,,,
2,Chr2_5900551.0,5900551,0.0005501526,0,,,,
2,Chr2_6674076.0,6674076,0.0005501824,0,,,,
2,Chr2_6676274.0,6676274,0.0005501824,0,,,,
2,Chr2_6676302.0,6676302,0.0005501824,0,,,,
1,Chr1_5248474.0,5248474,0.0005504388,1,AT1G15240,AT1G15240,AT1G15240,0.0
1,Chr1_5248703.0,5248703,0.0005504388,1,AT1G15250,AT1G15250,AT1G15250,0.0
2,Chr2_11056757.0,11056757,0.000550616,0,,,,
3,Chr3_1740194.0,1740194,0.0005506692,1,AT3G05840,AT3G05840,AT3G05840,0.0
2,Chr2_7492994.0,7492994,0.0005514674,0,,,,
2,Chr2_7493009.0,7493009,0.0005514674,0,,,,
2,Chr2_7493201.0,7493201,0.0005514674,0,,,,
2,Chr2_18166212.0,18166212,0.000551595,0,,,,
2,Chr2_18058206.0,18058206,0.0005524159,1,AT2G43490,AT2G43490,AT2G43490,0.0
2,Chr2_18058210.0,18058210,0.0005524159,1,AT2G43490,AT2G43490,AT2G43490,0.0
1,Chr1_12048861.0,12048861,0.0005530145,1,AT1G33230,AT1G33230,AT1G33230,0.0
1,Chr1_12973723.0,12973723,0.0005531047,0,,,,
1,Chr1_12973747.0,12973747,0.0005531047,0,,,,
1,Chr1_12973752.0,12973752,0.0005531047,0,,,,
1,Chr1_12973807.0,12973807,0.0005531047,0,,,,
3,Chr3_3471062.0,3471062,0.0005533348,1,AT3G11080,AT3G11080,AT3G11080,0.0
5,Chr5_25511683.0,25511683,0.0005535578,0,,,,
5,Chr5_25511685.0,25511685,0.0005535578,0,,,,
5,Chr5_11341055.0,11341055,0.0005538574,0,,,,
5,Chr5_22010673.0,22010673,0.0005543251,0,,,,
5,Chr5_26425826.0,26425826,0.0005545998,1,AT5G66090,AT5G66090,AT5G66090,0.0
5,Chr5_13101669.0,13101669,0.0005548231,0,,,,
5,Chr5_13101847.0,13101847,0.0005548231,0,,,,
5,Chr5_13102001.0,13102001,0.0005548231,0,,,,
5,Chr5_13102119.0,13102119,0.0005548231,0,,,,
5,Chr5_13102166.0,13102166,0.0005548231,0,,,,
5,Chr5_3234245.0,3234245,0.0005554222,0,,,,
5,Chr5_11339844.0,11339844,0.0005555302,0,,,,
3,Chr3_842114.0,842114,0.000555579,0,,,,
4,Chr4_1956321.0,1956321,0.0005559764,0,,,,
4,Chr4_1956555.0,1956555,0.0005559764,0,,,,
5,Chr5_5460460.0,5460460,0.0005566757,0,,,,
3,Chr3_9218614.0,9218614,0.0005575568,1,AT3G25420,AT3G25420,AT3G25420,0.0
2,Chr2_6954937.0,6954937,0.0005577761,0,,,,
4,Chr4_322764.0,322764,0.0005578034,0,,,,
4,Chr4_322901.0,322901,0.0005578034,0,,,,
1,Chr1_17408359.0,17408359,0.0005578885,0,,,,
3,Chr3_9218864.0,9218864,0.0005587342,1,AT3G25420,AT3G25420,AT3G25420,0.0
3,Chr3_9218891.0,9218891,0.0005587342,1,AT3G25420,AT3G25420,AT3G25420,0.0
3,Chr3_9218907.0,9218907,0.0005587342,1,AT3G25420,AT3G25420,AT3G25420,0.0
3,Chr3_9218910.0,9218910,0.0005587342,1,AT3G25420,AT3G25420,AT3G25420,0.0
1,Chr1_19690863.0,19690863,0.0005590883,0,,,,
3,Chr3_19693781.0,19693781,0.0005606616,1,AT3G53130,AT3G53130,AT3G53130,0.0
3,Chr3_19911949.0,19911949,0.0005608416,0,,,,
3,Chr3_19911965.0,19911965,0.0005608416,0,,,,
3,Chr3_19911974.0,19911974,0.0005608416,0,,,,
3,Chr3_19911980.0,19911980,0.0005608416,0,,,,
4,Chr4_722436.0,722436,0.0005609493,0,,,,
3,Chr3_18910518.0,18910518,0.0005609598,0,,,,
1,Chr1_11700727.0,11700727,0.000561684,0,,,,
1,Chr1_19638600.0,19638600,0.0005621194,1,AT1G52710,AT1G52710,AT1G52710,0.0
2,Chr2_7491835.0,7491835,0.0005625433,0,,,,
2,Chr2_10757686.0,10757686,0.0005626614,1,AT2G25260,AT2G25260,AT2G25260,0.0
3,Chr3_9218429.0,9218429,0.0005629417,1,AT3G25420,AT3G25420,AT3G25420,0.0
1,Chr1_29177808.0,29177808,0.0005631851,0,,,,
5,Chr5_10835202.0,10835202,0.0005633332,0,,,,
5,Chr5_5082196.0,5082196,0.0005635856,1,AT5G15610,AT5G15610,AT5G15610,0.0
5,Chr5_26313738.0,26313738,0.0005644515,2,AT5G65770;AT5G65780,AT5G65770,AT5G65770,0.0
5,Chr5_13612254.0,13612254,0.000564977,0,,,,
5,Chr5_19115066.0,19115066,0.0005665836,0,,,,
4,Chr4_1956478.0,1956478,0.0005666583,0,,,,
4,Chr4_724602.0,724602,0.0005666592,0,,,,
4,Chr4_7699338.0,7699338,0.000566855,0,,,,
3,Chr3_9215729.0,9215729,0.0005671082,1,AT3G25410,AT3G25410,AT3G25410,0.0
1,Chr1_29307785.0,29307785,0.0005671683,1,AT1G77950,AT1G77950,AT1G77950,0.0
4,Chr4_9685765.0,9685765,0.000568361,1,AT4G17310,AT4G17310,AT4G17310,0.0
4,Chr4_9685771.0,9685771,0.000568361,1,AT4G17310,AT4G17310,AT4G17310,0.0
2,Chr2_11556013.0,11556013,0.0005685556,1,AT2G27070,AT2G27070,AT2G27070,0.0
4,Chr4_560652.0,560652,0.0005694901,1,AT4G01350,AT4G01350,AT4G01350,0.0
5,Chr5_5332038.0,5332038,0.0005701284,0,,,,
5,Chr5_5332148.0,5332148,0.0005701284,0,,,,
5,Chr5_5332210.0,5332210,0.0005701284,0,,,,
5,Chr5_5332215.0,5332215,0.0005701284,0,,,,
4,Chr4_2585256.0,2585256,0.000570298,0,,,,
5,Chr5_24677643.0,24677643,0.0005716916,1,AT5G61380,AT5G61380,AT5G61380,0.0
5,Chr5_13798010.0,13798010,0.0005723485,0,,,,
1,Chr1_5667557.0,5667557,0.0005726568,0,,,,
5,Chr5_5176612.0,5176612,0.0005731269,2,AT5G15845;AT5G15850,AT5G15845,AT5G15845,0.0
5,Chr5_9557656.0,9557656,0.000573327,0,,,,
2,Chr2_2969067.0,2969067,0.0005734203,0,,,,
4,Chr4_9762200.0,9762200,0.0005736674,0,,,,
5,Chr5_23520097.0,23520097,0.0005738219,1,AT5G58120,AT5G58120,AT5G58120,0.0
5,Chr5_5758317.0,5758317,0.0005744096,1,AT5G17460,AT5G17460,AT5G17460,0.0
1,Chr1_19387270.0,19387270,0.0005748581,1,AT1G52110,AT1G52110,AT1G52110,0.0
5,Chr5_15039017.0,15039017,0.0005751402,0,,,,
5,Chr5_15039018.0,15039018,0.0005751402,0,,,,
5,Chr5_15044021.0,15044021,0.0005751402,0,,,,
1,Chr1_17180836.0,17180836,0.0005753265,1,AT1G45545,AT1G45545,AT1G45545,0.0
1,Chr1_17182849.0,17182849,0.0005753265,1,AT1G45545,AT1G45545,AT1G45545,0.0
4,Chr4_8099012.0,8099012,0.0005756215,1,AT4G14030,AT4G14030,AT4G14030,0.0
5,Chr5_17933870.0,17933870,0.0005760615,1,AT5G44510,AT5G44510,AT5G44510,0.0
3,Chr3_20431809.0,20431809,0.0005766953,0,,,,
1,Chr1_5656811.0,5656811,0.0005776487,0,,,,
1,Chr1_5055068.0,5055068,0.0005779843,1,AT1G14690,AT1G14690,AT1G14690,0.0
4,Chr4_673871.0,673871,0.0005783724,1,AT4G01550,AT4G01550,AT4G01550,0.0
3,Chr3_9707810.0,9707810,0.00057974,0,,,,
5,Chr5_16979209.0,16979209,0.0005798523,0,,,,
5,Chr5_22984739.0,22984739,0.0005799844,0,,,,
2,Chr2_9337579.0,9337579,0.0005801791,0,,,,
2,Chr2_6375584.0,6375584,0.0005812741,0,,,,
4,Chr4_17604339.0,17604339,0.0005817151,1,AT4G37445,AT4G37445,AT4G37445,0.0
3,Chr3_12972053.0,12972053,0.0005824365,0,,,,
5,Chr5_25136186.0,25136186,0.00058342,0,,,,
1,Chr1_28288295.0,28288295,0.0005835464,0,,,,
5,Chr5_10868588.0,10868588,0.0005839941,0,,,,
3,Chr3_4598135.0,4598135,0.0005849741,1,AT3G13930,AT3G13930,AT3G13930,0.0
2,Chr2_5891751.0,5891751,0.0005852005,0,,,,
2,Chr2_5891801.0,5891801,0.0005852005,0,,,,
2,Chr2_5545036.0,5545036,0.0005853907,1,AT2G13370,AT2G13370,AT2G13370,0.0
2,Chr2_5547855.0,5547855,0.0005853907,1,AT2G13370,AT2G13370,AT2G13370,0.0
2,Chr2_6964365.0,6964365,0.0005855164,0,,,,
5,Chr5_26399458.0,26399458,0.0005858359,1,AT5G66010,AT5G66010,AT5G66010,0.0
5,Chr5_23999802.0,23999802,0.0005859007,0,,,,
5,Chr5_13649168.0,13649168,0.0005859192,0,,,,
3,Chr3_17000572.0,17000572,0.0005863494,0,,,,
1,Chr1_28219521.0,28219521,0.0005865341,1,AT1G75190,AT1G75190,AT1G75190,0.0
4,Chr4_9763168.0,9763168,0.0005866755,0,,,,
4,Chr4_644410.0,644410,0.0005869682,0,,,,
4,Chr4_644417.0,644417,0.0005869682,0,,,,
4,Chr4_644459.0,644459,0.0005869682,0,,,,
4,Chr4_644491.0,644491,0.0005869682,0,,,,
3,Chr3_9212227.0,9212227,0.0005869967,0,,,,
3,Chr3_9212436.0,9212436,0.0005869967,0,,,,
2,Chr2_8888060.0,8888060,0.0005883252,1,AT2G20616,AT2G20616,AT2G20616,0.0
2,Chr2_8888078.0,8888078,0.0005883252,1,AT2G20616,AT2G20616,AT2G20616,0.0
3,Chr3_9245733.0,9245733,0.0005884233,0,,,,
3,Chr3_8889044.0,8889044,0.0005888087,1,AT3G24460,AT3G24460,AT3G24460,0.0
2,Chr2_8854318.0,8854318,0.0005901486,0,,,,
2,Chr2_8854319.0,8854319,0.0005901486,0,,,,
1,Chr1_19385301.0,19385301,0.0005904383,1,AT1G52100,AT1G52100,AT1G52100,0.0
1,Chr1_22866677.0,22866677,0.0005908339,0,,,,
1,Chr1_4915368.0,4915368,0.0005917455,0,,,,
3,Chr3_3069011.0,3069011,0.000591749,0,,,,
2,Chr2_7493245.0,7493245,0.0005919295,0,,,,
2,Chr2_7493281.0,7493281,0.0005919295,0,,,,
2,Chr2_7493286.0,7493286,0.0005919295,0,,,,
3,Chr3_9322617.0,9322617,0.0005920779,0,,,,
4,Chr4_673317.0,673317,0.0005921732,0,,,,
4,Chr4_673804.0,673804,0.0005921732,0,,,,
3,Chr3_20023074.0,20023074,0.0005924245,1,AT3G54070,AT3G54070,AT3G54070,0.0
5,Chr5_13675433.0,13675433,0.0005926028,0,,,,
1,Chr1_7146782.0,7146782,0.0005930094,1,AT1G20630,AT1G20630,AT1G20630,0.0
5,Chr5_26610965.0,26610965,0.0005930363,0,,,,
5,Chr5_13468418.0,13468418,0.0005931148,0,,,,
2,Chr2_5833196.0,5833196,0.0005942798,1,AT2G13900,AT2G13900,AT2G13900,0.0
3,Chr3_22669953.0,22669953,0.0005948511,0,,,,
4,Chr4_8270831.0,8270831,0.0005948859,1,AT4G14360,AT4G14360,AT4G14360,0.0
5,Chr5_11098384.0,11098384,0.0005950973,0,,,,
4,Chr4_2450667.0,2450667,0.0005952948,1,AT4G04840,AT4G04840,AT4G04840,0.0
4,Chr4_2450695.0,2450695,0.0005952948,1,AT4G04840,AT4G04840,AT4G04840,0.0
5,Chr5_8457730.0,8457730,0.0005955861,1,AT5G24690,AT5G24690,AT5G24690,0.0
3,Chr3_8325423.0,8325423,0.0005961813,0,,,,
3,Chr3_8326073.0,8326073,0.0005961813,0,,,,
3,Chr3_8328750.0,8328750,0.0005961813,0,,,,
3,Chr3_8328986.0,8328986,0.0005961813,0,,,,
3,Chr3_8331346.0,8331346,0.0005961813,0,,,,
4,Chr4_11436257.0,11436257,0.0005973244,0,,,,
1,Chr1_5810276.0,5810276,0.0005974187,1,AT1G16980,AT1G16980,AT1G16980,0.0
1,Chr1_5640989.0,5640989,0.0005982467,0,,,,
2,Chr2_6965337.0,6965337,0.0005985356,0,,,,
3,Chr3_9134540.0,9134540,0.0005987636,0,,,,
2,Chr2_7497095.0,7497095,0.0005987643,0,,,,
1,Chr1_760453.0,760453,0.0005992067,0,,,,
4,Chr4_6223649.0,6223649,0.0005993699,1,AT4G09900,AT4G09900,AT4G09900,0.0
4,Chr4_7130670.0,7130670,0.0005995568,1,AT4G11850,AT4G11850,AT4G11850,0.0
4,Chr4_4373564.0,4373564,0.0005995611,0,,,,
4,Chr4_310677.0,310677,0.0006004264,0,,,,
1,Chr1_5614077.0,5614077,0.0006005138,0,,,,
5,Chr5_4166461.0,4166461,0.0006006434,0,,,,
2,Chr2_6014486.0,6014486,0.0006022551,0,,,,
3,Chr3_13150082.0,13150082,0.0006025769,0,,,,
1,Chr1_20141534.0,20141534,0.0006026701,0,,,,
1,Chr1_5632366.0,5632366,0.000602726,0,,,,
5,Chr5_5458009.0,5458009,0.0006028214,1,AT5G16630,AT5G16630,AT5G16630,0.0
2,Chr2_9369817.0,9369817,0.0006028541,0,,,,
5,Chr5_26453206.0,26453206,0.0006028942,0,,,,
5,Chr5_10834988.0,10834988,0.0006032193,0,,,,
5,Chr5_24153543.0,24153543,0.0006035233,0,,,,
5,Chr5_17716855.0,17716855,0.0006039327,1,AT5G44030,AT5G44030,AT5G44030,0.0
5,Chr5_5111029.0,5111029,0.000604434,1,AT5G15680,AT5G15680,AT5G15680,0.0
4,Chr4_9764975.0,9764975,0.0006050096,1,AT4G17505,AT4G17505,AT4G17505,0.0
1,Chr1_14892195.0,14892195,0.0006071187,0,,,,
2,Chr2_7895522.0,7895522,0.0006086338,0,,,,
