chr,rs,ps,p_wald,n_genes_25kb,genes_in_25kb,closest_gene,closest_gene_id,closest_gene_distance_bp
4,Chr4_15714551.0,15714551,0.000220729,1,AT4G32560,AT4G32560,AT4G32560,0.0
4,Chr4_15714821.0,15714821,0.000220729,1,AT4G32560,AT4G32560,AT4G32560,0.0
4,Chr4_15714822.0,15714822,0.000220729,1,AT4G32560,AT4G32560,AT4G32560,0.0
4,Chr4_15715410.0,15715410,0.000220729,1,AT4G32560,AT4G32560,AT4G32560,0.0
4,Chr4_15715752.0,15715752,0.000220729,1,AT4G32560,AT4G32560,AT4G32560,0.0
4,Chr4_15716385.0,15716385,0.000220729,2,AT4G32560;AT4G32570,AT4G32560,AT4G32560,0.0
4,Chr4_15716907.0,15716907,0.000220729,1,AT4G32570,AT4G32570,AT4G32570,0.0
4,Chr4_15718218.0,15718218,0.000220729,1,AT4G32570,AT4G32570,AT4G32570,0.0
4,Chr4_15718499.0,15718499,0.000220729,1,AT4G32570,AT4G32570,AT4G32570,0.0
5,Chr5_266791.0,266791,0.0002208546,1,AT5G01720,AT5G01720,AT5G01720,0.0
1,Chr1_4748980.0,4748980,0.0002210686,1,AT1G13880,AT1G13880,AT1G13880,0.0
5,Chr5_2503479.0,2503479,0.0002210781,1,AT5G07830,AT5G07830,AT5G07830,0.0
2,Chr2_13785692.0,13785692,0.0002212566,0,,,,
1,Chr1_19302596.0,19302596,0.000221259,0,,,,
4,Chr4_9446248.0,9446248,0.0002213208,0,,,,
4,Chr4_9446330.0,9446330,0.0002213208,0,,,,
5,Chr5_13696975.0,13696975,0.00022145,0,,,,
4,Chr4_15718415.0,15718415,0.0002215123,1,AT4G32570,AT4G32570,AT4G32570,0.0
4,Chr4_749395.0,749395,0.0002216557,0,,,,
5,Chr5_11487342.0,11487342,0.0002221541,0,,,,
5,Chr5_17507540.0,17507540,0.0002221777,1,AT5G43570,AT5G43570,AT5G43570,0.0
4,Chr4_14912326.0,14912326,0.0002222095,0,,,,
2,Chr2_2934578.0,2934578,0.0002225304,0,,,,
1,Chr1_5517496.0,5517496,0.0002225984,1,AT1G16090,AT1G16090,AT1G16090,0.0
3,Chr3_15765546.0,15765546,0.0002228833,0,,,,
3,Chr3_9497856.0,9497856,0.0002228953,0,,,,
3,Chr3_9498204.0,9498204,0.0002228953,0,,,,
3,Chr3_9498907.0,9498907,0.0002228953,1,AT3G25960,AT3G25960,AT3G25960,0.0
1,Chr1_27302770.0,27302770,0.0002231158,0,,,,
1,Chr1_27302776.0,27302776,0.0002231158,0,,,,
1,Chr1_26608367.0,26608367,0.0002231436,0,,,,
2,Chr2_1465728.0,1465728,0.0002236327,0,,,,
1,Chr1_8419113.0,8419113,0.0002237415,0,,,,
4,Chr4_4367015.0,4367015,0.000224019,0,,,,
1,Chr1_18259046.0,18259046,0.0002240374,1,AT1G49340,AT1G49340,AT1G49340,0.0
3,Chr3_12436383.0,12436383,0.0002240523,0,,,,
5,Chr5_9083335.0,9083335,0.000224223,0,,,,
5,Chr5_9083564.0,9083564,0.000224223,0,,,,
5,Chr5_15672191.0,15672191,0.0002243664,0,,,,
5,Chr5_9055418.0,9055418,0.0002244508,0,,,,
4,Chr4_16827666.0,16827666,0.0002244898,0,,,,
5,Chr5_18697496.0,18697496,0.0002245746,1,AT5G46110,AT5G46110,AT5G46110,0.0
1,Chr1_11565341.0,11565341,0.000224591,0,,,,
2,Chr2_9232806.0,9232806,0.0002246145,0,,,,
2,Chr2_7924211.0,7924211,0.0002246173,0,,,,
5,Chr5_5847819.0,5847819,0.0002250364,0,,,,
2,Chr2_9097194.0,9097194,0.0002250757,1,AT2G21235,AT2G21235,AT2G21235,0.0
2,Chr2_1885147.0,1885147,0.0002250773,0,,,,
2,Chr2_1885463.0,1885463,0.0002250773,0,,,,
3,Chr3_22688096.0,22688096,0.0002251017,1,AT3G61300,AT3G61300,AT3G61300,0.0
2,Chr2_6092235.0,6092235,0.0002257249,0,,,,
1,Chr1_9373094.0,9373094,0.0002260861,0,,,,
1,Chr1_5563459.0,5563459,0.0002261709,1,AT1G16270,AT1G16270,AT1G16270,0.0
1,Chr1_5563922.0,5563922,0.0002261709,1,AT1G16270,AT1G16270,AT1G16270,0.0
1,Chr1_5572580.0,5572580,0.0002261709,1,AT1G16290,AT1G16290,AT1G16290,0.0
4,Chr4_15646341.0,15646341,0.0002262195,1,AT4G32410,AT4G32410,AT4G32410,0.0
1,Chr1_2166974.0,2166974,0.0002264301,0,,,,
4,Chr4_931976.0,931976,0.0002265124,1,AT4G02100,AT4G02100,AT4G02100,0.0
4,Chr4_9500282.0,9500282,0.0002265941,0,,,,
4,Chr4_9500283.0,9500283,0.0002265941,0,,,,
1,Chr1_4613068.0,4613068,0.000226679,1,AT1G13450,AT1G13450,AT1G13450,0.0
3,Chr3_14716649.0,14716649,0.0002269884,0,,,,
3,Chr3_14716650.0,14716650,0.0002269884,0,,,,
2,Chr2_8889938.0,8889938,0.0002273458,0,,,,
3,Chr3_16483302.0,16483302,0.0002274941,0,,,,
3,Chr3_16483616.0,16483616,0.0002274941,0,,,,
1,Chr1_4166555.0,4166555,0.000227916,0,,,,
5,Chr5_25663360.0,25663360,0.0002280003,0,,,,
5,Chr5_506069.0,506069,0.0002280711,1,AT5G02370,AT5G02370,AT5G02370,0.0
1,Chr1_27147166.0,27147166,0.0002281267,0,,,,
1,Chr1_4914293.0,4914293,0.0002281782,0,,,,
5,Chr5_11527344.0,11527344,0.0002285641,0,,,,
4,Chr4_771509.0,771509,0.0002286015,1,AT4G01800,AT4G01800,AT4G01800,0.0
3,Chr3_5359011.0,5359011,0.0002288095,1,AT3G15850,AT3G15850,AT3G15850,0.0
5,Chr5_13859297.0,13859297,0.0002291033,0,,,,
4,Chr4_1742832.0,1742832,0.0002292574,0,,,,
5,Chr5_11191187.0,11191187,0.0002293221,1,AT5G29560,AT5G29560,AT5G29560,0.0
4,Chr4_15197416.0,15197416,0.0002294081,0,,,,
5,Chr5_12142502.0,12142502,0.0002297461,0,,,,
2,Chr2_9076358.0,9076358,0.00022985,1,AT2G21187,AT2G21187,AT2G21187,0.0
2,Chr2_7704638.0,7704638,0.0002300225,1,AT2G17730,AT2G17730,AT2G17730,0.0
1,Chr1_13635433.0,13635433,0.0002302532,1,AT1G36272,AT1G36272,AT1G36272,0.0
4,Chr4_11405588.0,11405588,0.000230441,0,,,,
2,Chr2_7326166.0,7326166,0.0002310204,1,AT2G16900,AT2G16900,AT2G16900,0.0
5,Chr5_5644856.0,5644856,0.0002313615,1,AT5G17165,AT5G17165,AT5G17165,0.0
1,Chr1_9370179.0,9370179,0.0002315245,0,,,,
1,Chr1_9370199.0,9370199,0.0002315245,0,,,,
1,Chr1_9370329.0,9370329,0.0002315245,0,,,,
1,Chr1_9370360.0,9370360,0.0002315245,0,,,,
1,Chr1_9370380.0,9370380,0.0002315245,0,,,,
1,Chr1_9370438.0,9370438,0.0002315245,0,,,,
5,Chr5_13744951.0,13744951,0.0002316979,1,AT5G35560,AT5G35560,AT5G35560,0.0
1,Chr1_19197.0,19197,0.0002319305,0,,,,
1,Chr1_43877.0,43877,0.0002319305,0,,,,
3,Chr3_14743092.0,14743092,0.0002321049,0,,,,
3,Chr3_14743999.0,14743999,0.0002321049,0,,,,
4,Chr4_13113489.0,13113489,0.0002323811,0,,,,
5,Chr5_10937768.0,10937768,0.0002329534,0,,,,
1,Chr1_14227587.0,14227587,0.0002330863,0,,,,
2,Chr2_13329608.0,13329608,0.0002331844,1,AT2G31270,AT2G31270,AT2G31270,0.0
1,Chr1_16737020.0,16737020,0.0002333409,0,,,,
5,Chr5_13732809.0,13732809,0.0002335786,0,,,,
4,Chr4_10998407.0,10998407,0.0002336727,0,,,,
5,Chr5_18079990.0,18079990,0.0002336968,0,,,,
5,Chr5_11311845.0,11311845,0.0002338882,0,,,,
2,Chr2_11005318.0,11005318,0.0002339139,0,,,,
5,Chr5_15156406.0,15156406,0.0002339506,0,,,,
4,Chr4_1884058.0,1884058,0.0002339966,0,,,,
1,Chr1_8669289.0,8669289,0.0002342634,1,AT1G24460,AT1G24460,AT1G24460,0.0
3,Chr3_9791299.0,9791299,0.0002344273,0,,,,
2,Chr2_11016506.0,11016506,0.0002348094,0,,,,
1,Chr1_21229782.0,21229782,0.0002350961,0,,,,
2,Chr2_7054646.0,7054646,0.0002352958,0,,,,
2,Chr2_7054654.0,7054654,0.0002352958,0,,,,
2,Chr2_7054664.0,7054664,0.0002352958,0,,,,
2,Chr2_4325012.0,4325012,0.0002353483,0,,,,
2,Chr2_4331491.0,4331491,0.0002353483,0,,,,
1,Chr1_9879839.0,9879839,0.0002353982,0,,,,
5,Chr5_500209.0,500209,0.0002355692,0,,,,
2,Chr2_5165166.0,5165166,0.000235661,0,,,,
5,Chr5_15461097.0,15461097,0.0002357687,1,AT5G38610,AT5G38610,AT5G38610,0.0
1,Chr1_30314904.0,30314904,0.000235826,1,AT1G80650,AT1G80650,AT1G80650,0.0
4,Chr4_16480792.0,16480792,0.0002360817,0,,,,
4,Chr4_16482851.0,16482851,0.0002360817,1,AT4G34480,AT4G34480,AT4G34480,0.0
2,Chr2_7700821.0,7700821,0.000236392,0,,,,
1,Chr1_25172073.0,25172073,0.000237045,0,,,,
1,Chr1_25172187.0,25172187,0.000237045,0,,,,
1,Chr1_25173171.0,25173171,0.000237045,0,,,,
2,Chr2_7721707.0,7721707,0.0002373105,0,,,,
5,Chr5_9151508.0,9151508,0.0002373344,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9151511.0,9151511,0.0002373344,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9151618.0,9151618,0.0002373344,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9153039.0,9153039,0.0002373344,1,AT5G26180,AT5G26180,AT5G26180,0.0
3,Chr3_9784531.0,9784531,0.000237405,0,,,,
3,Chr3_9785706.0,9785706,0.000237405,0,,,,
3,Chr3_9786041.0,9786041,0.000237405,0,,,,
3,Chr3_9786335.0,9786335,0.000237405,0,,,,
3,Chr3_9786747.0,9786747,0.000237405,0,,,,
3,Chr3_9787155.0,9787155,0.000237405,0,,,,
3,Chr3_9787297.0,9787297,0.000237405,0,,,,
3,Chr3_9787446.0,9787446,0.000237405,0,,,,
3,Chr3_9787729.0,9787729,0.000237405,1,AT3G26616,AT3G26616,AT3G26616,0.0
5,Chr5_25456877.0,25456877,0.0002375422,0,,,,
3,Chr3_12760014.0,12760014,0.000237769,0,,,,
4,Chr4_6688379.0,6688379,0.0002379042,0,,,,
1,Chr1_1044700.0,1044700,0.0002386709,0,,,,
1,Chr1_11920321.0,11920321,0.0002386882,0,,,,
1,Chr1_616356.0,616356,0.0002387491,0,,,,
1,Chr1_616469.0,616469,0.0002387491,0,,,,
1,Chr1_19921798.0,19921798,0.0002390535,1,AT1G53390,AT1G53390,AT1G53390,0.0
1,Chr1_19921951.0,19921951,0.0002390535,1,AT1G53390,AT1G53390,AT1G53390,0.0
1,Chr1_19922309.0,19922309,0.0002390535,1,AT1G53390,AT1G53390,AT1G53390,0.0
5,Chr5_19733348.0,19733348,0.0002390658,0,,,,
2,Chr2_2945985.0,2945985,0.0002391302,0,,,,
2,Chr2_7709617.0,7709617,0.000239641,1,AT2G17750,AT2G17750,AT2G17750,0.0
3,Chr3_9785296.0,9785296,0.0002398329,0,,,,
5,Chr5_8825420.0,8825420,0.0002399554,0,,,,
5,Chr5_2611939.0,2611939,0.0002404371,0,,,,
5,Chr5_9149738.0,9149738,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9149792.0,9149792,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9149886.0,9149886,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150365.0,9150365,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150807.0,9150807,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150859.0,9150859,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150864.0,9150864,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150872.0,9150872,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150877.0,9150877,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150891.0,9150891,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9150970.0,9150970,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9151204.0,9151204,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
5,Chr5_9151404.0,9151404,0.0002404913,1,AT5G26180,AT5G26180,AT5G26180,0.0
1,Chr1_59590.0,59590,0.0002406027,0,,,,
1,Chr1_59612.0,59612,0.0002406027,0,,,,
3,Chr3_20389515.0,20389515,0.0002407048,1,AT3G55020,AT3G55020,AT3G55020,0.0
1,Chr1_1074912.0,1074912,0.0002408408,1,AT1G04130,AT1G04130,AT1G04130,0.0
4,Chr4_15376174.0,15376174,0.0002411472,1,AT4G31780,AT4G31780,AT4G31780,0.0
1,Chr1_3198254.0,3198254,0.0002422219,1,AT1G09840,AT1G09840,AT1G09840,0.0
3,Chr3_14873217.0,14873217,0.0002423163,0,,,,
4,Chr4_8788455.0,8788455,0.0002423201,0,,,,
2,Chr2_5523924.0,5523924,0.0002423804,0,,,,
2,Chr2_7889735.0,7889735,0.000242453,0,,,,
5,Chr5_11579399.0,11579399,0.0002425612,0,,,,
4,Chr4_6215662.0,6215662,0.0002426626,0,,,,
5,Chr5_13986503.0,13986503,0.0002429069,0,,,,
4,Chr4_18438096.0,18438096,0.0002429685,1,AT4G39745,AT4G39745,AT4G39745,0.0
4,Chr4_18438340.0,18438340,0.0002429685,1,AT4G39745,AT4G39745,AT4G39745,0.0
5,Chr5_9387058.0,9387058,0.0002430469,0,,,,
5,Chr5_18680779.0,18680779,0.0002433041,0,,,,
5,Chr5_9230934.0,9230934,0.0002436999,1,AT5G26300,AT5G26300,AT5G26300,0.0
1,Chr1_23571973.0,23571973,0.0002442324,0,,,,
5,Chr5_5298682.0,5298682,0.0002446409,1,AT5G16220,AT5G16220,AT5G16220,0.0
4,Chr4_16074607.0,16074607,0.0002446951,1,AT4G33380,AT4G33380,AT4G33380,0.0
4,Chr4_9890979.0,9890979,0.0002447669,0,,,,
2,Chr2_13375742.0,13375742,0.0002453352,0,,,,
4,Chr4_2009972.0,2009972,0.000245766,0,,,,
2,Chr2_13851316.0,13851316,0.0002457822,1,AT2G32650,AT2G32650,AT2G32650,0.0
3,Chr3_9112297.0,9112297,0.0002459868,1,AT3G25010,AT3G25010,AT3G25010,0.0
2,Chr2_2920376.0,2920376,0.0002460564,1,AT2G07042,AT2G07042,AT2G07042,0.0
3,Chr3_15554302.0,15554302,0.0002462378,0,,,,
3,Chr3_15556301.0,15556301,0.0002462378,0,,,,
3,Chr3_15556549.0,15556549,0.0002462378,0,,,,
3,Chr3_15558318.0,15558318,0.0002462378,0,,,,
4,Chr4_3541331.0,3541331,0.0002464157,0,,,,
2,Chr2_2178606.0,2178606,0.0002465067,0,,,,
2,Chr2_2314561.0,2314561,0.0002465968,0,,,,
1,Chr1_21913726.0,21913726,0.0002466204,0,,,,
3,Chr3_9786232.0,9786232,0.0002474309,0,,,,
3,Chr3_9786701.0,9786701,0.0002474309,0,,,,
3,Chr3_9786831.0,9786831,0.0002474309,0,,,,
5,Chr5_15114282.0,15114282,0.0002474998,0,,,,
2,Chr2_9234201.0,9234201,0.0002478753,0,,,,
1,Chr1_52424.0,52424,0.0002480022,1,AT1G01110,AT1G01110,AT1G01110,0.0
5,Chr5_11050912.0,11050912,0.0002482394,0,,,,
5,Chr5_18955700.0,18955700,0.0002484782,0,,,,
5,Chr5_13680500.0,13680500,0.0002485076,0,,,,
5,Chr5_13682767.0,13682767,0.0002485076,0,,,,
5,Chr5_13685443.0,13685443,0.0002485076,0,,,,
5,Chr5_13686137.0,13686137,0.0002485076,0,,,,
5,Chr5_13687290.0,13687290,0.0002485076,1,AT5G35475,AT5G35475,AT5G35475,0.0
5,Chr5_13690169.0,13690169,0.0002485076,1,AT5G35490,AT5G35490,AT5G35490,0.0
5,Chr5_13690931.0,13690931,0.0002485076,0,,,,
5,Chr5_13693628.0,13693628,0.0002485076,0,,,,
5,Chr5_13694065.0,13694065,0.0002485076,0,,,,
5,Chr5_13694445.0,13694445,0.0002485076,0,,,,
5,Chr5_13694830.0,13694830,0.0002485076,0,,,,
5,Chr5_13695546.0,13695546,0.0002485076,0,,,,
5,Chr5_13695748.0,13695748,0.0002485076,0,,,,
5,Chr5_13696058.0,13696058,0.0002485076,0,,,,
5,Chr5_13696409.0,13696409,0.0002485076,0,,,,
5,Chr5_13697892.0,13697892,0.0002485076,0,,,,
5,Chr5_13698681.0,13698681,0.0002485076,0,,,,
5,Chr5_13699491.0,13699491,0.0002485076,0,,,,
5,Chr5_13700261.0,13700261,0.0002485076,0,,,,
5,Chr5_13700420.0,13700420,0.0002485076,0,,,,
5,Chr5_13700547.0,13700547,0.0002485076,0,,,,
2,Chr2_9230020.0,9230020,0.0002489095,1,AT2G21550,AT2G21550,AT2G21550,0.0
4,Chr4_2027978.0,2027978,0.0002490657,1,AT4G04200,AT4G04200,AT4G04200,0.0
5,Chr5_15137016.0,15137016,0.0002492254,0,,,,
4,Chr4_6229402.0,6229402,0.0002495532,1,AT4G09930,AT4G09930,AT4G09930,0.0
5,Chr5_21668020.0,21668020,0.0002495663,1,AT5G53410,AT5G53410,AT5G53410,0.0
5,Chr5_21668063.0,21668063,0.0002495663,0,,,,
5,Chr5_21670179.0,21670179,0.0002495663,0,,,,
4,Chr4_4116675.0,4116675,0.000249726,0,,,,
5,Chr5_2611693.0,2611693,0.0002497993,0,,,,
5,Chr5_1233978.0,1233978,0.0002499338,1,AT5G04370,AT5G04370,AT5G04370,0.0
5,Chr5_11091151.0,11091151,0.000250021,0,,,,
3,Chr3_22481265.0,22481265,0.0002500694,0,,,,
5,Chr5_21039495.0,21039495,0.0002501329,0,,,,
1,Chr1_16593631.0,16593631,0.0002505091,0,,,,
5,Chr5_11480951.0,11480951,0.0002507211,0,,,,
3,Chr3_18543334.0,18543334,0.0002508841,0,,,,
5,Chr5_2560168.0,2560168,0.0002510034,0,,,,
2,Chr2_15594940.0,15594940,0.0002510904,1,AT2G37120,AT2G37120,AT2G37120,0.0
3,Chr3_17966941.0,17966941,0.0002524901,0,,,,
4,Chr4_5407909.0,5407909,0.000252612,0,,,,
3,Chr3_14976273.0,14976273,0.0002527718,0,,,,
2,Chr2_9236714.0,9236714,0.0002529502,1,AT2G21580,AT2G21580,AT2G21580,0.0
3,Chr3_15659449.0,15659449,0.000253041,1,AT3G43790,AT3G43790,AT3G43790,0.0
3,Chr3_15659458.0,15659458,0.000253041,1,AT3G43790,AT3G43790,AT3G43790,0.0
3,Chr3_15659461.0,15659461,0.000253041,1,AT3G43790,AT3G43790,AT3G43790,0.0
4,Chr4_17537246.0,17537246,0.0002532765,0,,,,
4,Chr4_2028066.0,2028066,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028094.0,2028094,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028095.0,2028095,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028099.0,2028099,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028111.0,2028111,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028118.0,2028118,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028125.0,2028125,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028126.0,2028126,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028134.0,2028134,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028139.0,2028139,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028156.0,2028156,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028173.0,2028173,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
4,Chr4_2028197.0,2028197,0.0002534667,1,AT4G04200,AT4G04200,AT4G04200,0.0
5,Chr5_12466772.0,12466772,0.0002534741,0,,,,
4,Chr4_1761218.0,1761218,0.0002535485,0,,,,
1,Chr1_13771660.0,13771660,0.0002536029,0,,,,
5,Chr5_2495894.0,2495894,0.0002537294,1,AT5G07810,AT5G07810,AT5G07810,0.0
2,Chr2_888955.0,888955,0.0002537847,0,,,,
1,Chr1_1673925.0,1673925,0.0002541943,1,AT1G05610,AT1G05610,AT1G05610,0.0
2,Chr2_2307709.0,2307709,0.0002542833,0,,,,
2,Chr2_2214579.0,2214579,0.0002547377,1,AT2G05810,AT2G05810,AT2G05810,0.0
2,Chr2_2218774.0,2218774,0.0002547377,0,,,,
2,Chr2_2220175.0,2220175,0.0002547377,0,,,,
2,Chr2_2224829.0,2224829,0.0002547377,0,,,,
2,Chr2_2225479.0,2225479,0.0002547377,0,,,,
1,Chr1_11495130.0,11495130,0.0002552128,0,,,,
5,Chr5_5819971.0,5819971,0.00025543,1,AT5G17660,AT5G17660,AT5G17660,0.0
4,Chr4_13222473.0,13222473,0.0002557704,0,,,,
1,Chr1_13635513.0,13635513,0.0002558818,1,AT1G36272,AT1G36272,AT1G36272,0.0
2,Chr2_13375581.0,13375581,0.000255904,0,,,,
2,Chr2_13375583.0,13375583,0.000255904,0,,,,
1,Chr1_13033976.0,13033976,0.000256554,0,,,,
1,Chr1_13033977.0,13033977,0.000256554,0,,,,
1,Chr1_26211290.0,26211290,0.0002566997,0,,,,
5,Chr5_26865585.0,26865585,0.000256759,1,AT5G67340,AT5G67340,AT5G67340,0.0
3,Chr3_19634809.0,19634809,0.0002571163,1,AT3G52950,AT3G52950,AT3G52950,0.0
2,Chr2_6396249.0,6396249,0.0002572077,0,,,,
1,Chr1_1196533.0,1196533,0.0002576613,1,AT1G04425,AT1G04425,AT1G04425,0.0
2,Chr2_13382080.0,13382080,0.0002577398,1,AT2G31380,AT2G31380,AT2G31380,0.0
2,Chr2_13387557.0,13387557,0.0002577398,1,AT2G31400,AT2G31400,AT2G31400,0.0
2,Chr2_13389912.0,13389912,0.0002577398,1,AT2G31400,AT2G31400,AT2G31400,0.0
5,Chr5_10889623.0,10889623,0.0002584622,0,,,,
5,Chr5_11304097.0,11304097,0.0002584622,0,,,,
5,Chr5_11373789.0,11373789,0.0002584622,0,,,,
5,Chr5_11387739.0,11387739,0.0002584622,0,,,,
5,Chr5_11416870.0,11416870,0.0002584622,0,,,,
5,Chr5_11418711.0,11418711,0.0002584622,0,,,,
5,Chr5_11822308.0,11822308,0.0002584622,0,,,,
5,Chr5_11822494.0,11822494,0.0002584622,0,,,,
5,Chr5_11524809.0,11524809,0.0002585595,0,,,,
5,Chr5_11525810.0,11525810,0.0002585595,0,,,,
2,Chr2_14412426.0,14412426,0.000258568,1,AT2G34100,AT2G34100,AT2G34100,0.0
4,Chr4_2025995.0,2025995,0.0002593293,1,AT4G04190,AT4G04190,AT4G04190,0.0
4,Chr4_2026005.0,2026005,0.0002593293,1,AT4G04190,AT4G04190,AT4G04190,0.0
4,Chr4_2026017.0,2026017,0.0002593293,1,AT4G04190,AT4G04190,AT4G04190,0.0
4,Chr4_2026034.0,2026034,0.0002593293,1,AT4G04190,AT4G04190,AT4G04190,0.0
4,Chr4_2026045.0,2026045,0.0002593293,1,AT4G04190,AT4G04190,AT4G04190,0.0
4,Chr4_2026090.0,2026090,0.0002593293,1,AT4G04190,AT4G04190,AT4G04190,0.0
5,Chr5_18877220.0,18877220,0.0002593332,1,AT5G46540,AT5G46540,AT5G46540,0.0
5,Chr5_533787.0,533787,0.000259639,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_534218.0,534218,0.000259639,1,AT5G02450,AT5G02450,AT5G02450,0.0
5,Chr5_537438.0,537438,0.000259639,0,,,,
5,Chr5_9248885.0,9248885,0.0002597469,0,,,,
1,Chr1_5045557.0,5045557,0.0002600106,0,,,,
5,Chr5_9442227.0,9442227,0.0002600967,0,,,,
3,Chr3_9789749.0,9789749,0.0002601348,1,AT3G26618,AT3G26618,AT3G26618,0.0
5,Chr5_9122287.0,9122287,0.0002602109,1,AT5G26120,AT5G26120,AT5G26120,0.0
1,Chr1_13108645.0,13108645,0.0002603711,1,AT1G35540,AT1G35540,AT1G35540,0.0
1,Chr1_13110676.0,13110676,0.0002603711,2,AT1G35540;AT1G35545,AT1G35540,AT1G35540,0.0
1,Chr1_13111682.0,13111682,0.0002603711,2,AT1G35540;AT1G35545,AT1G35540,AT1G35540,0.0
2,Chr2_12918922.0,12918922,0.0002605253,0,,,,
5,Chr5_243296.0,243296,0.0002614272,1,AT5G01650,AT5G01650,AT5G01650,0.0
5,Chr5_246090.0,246090,0.0002614272,1,AT5G01660,AT5G01660,AT5G01660,0.0
5,Chr5_247161.0,247161,0.0002614272,1,AT5G01660,AT5G01660,AT5G01660,0.0
3,Chr3_15508624.0,15508624,0.0002616557,0,,,,
5,Chr5_305039.0,305039,0.0002623739,1,AT5G01790,AT5G01790,AT5G01790,0.0
4,Chr4_4365881.0,4365881,0.0002623997,0,,,,
1,Chr1_25998266.0,25998266,0.0002630446,0,,,,
1,Chr1_13034264.0,13034264,0.0002632172,0,,,,
1,Chr1_13034281.0,13034281,0.0002632172,0,,,,
1,Chr1_13034302.0,13034302,0.0002632172,0,,,,
1,Chr1_13034347.0,13034347,0.0002632172,0,,,,
4,Chr4_13038618.0,13038618,0.0002635728,1,AT4G25530,AT4G25530,AT4G25530,0.0
4,Chr4_2028524.0,2028524,0.0002639642,1,AT4G04200,AT4G04200,AT4G04200,0.0
2,Chr2_963599.0,963599,0.000264357,0,,,,
4,Chr4_14907503.0,14907503,0.0002644713,1,AT4G30510,AT4G30510,AT4G30510,0.0
2,Chr2_590066.0,590066,0.0002647945,0,,,,
3,Chr3_3499575.0,3499575,0.0002648842,0,,,,
2,Chr2_4336153.0,4336153,0.0002650909,0,,,,
2,Chr2_1607096.0,1607096,0.000265151,0,,,,
2,Chr2_1607549.0,1607549,0.000265151,0,,,,
4,Chr4_10752851.0,10752851,0.0002651779,0,,,,
1,Chr1_17286523.0,17286523,0.0002654137,0,,,,
3,Chr3_1488281.0,1488281,0.0002655308,0,,,,
1,Chr1_12071365.0,12071365,0.000265567,0,,,,
5,Chr5_18948494.0,18948494,0.0002660568,0,,,,
2,Chr2_72785.0,72785,0.000266417,0,,,,
1,Chr1_4162717.0,4162717,0.0002665256,0,,,,
3,Chr3_18932491.0,18932491,0.0002668036,0,,,,
1,Chr1_4116345.0,4116345,0.0002668565,1,AT1G12120,AT1G12120,AT1G12120,0.0
3,Chr3_17021310.0,17021310,0.0002670706,1,AT3G46330,AT3G46330,AT3G46330,0.0
3,Chr3_4647079.0,4647079,0.0002671109,1,AT3G14030,AT3G14030,AT3G14030,0.0
1,Chr1_3990318.0,3990318,0.0002671883,1,AT1G11810,AT1G11810,AT1G11810,0.0
1,Chr1_13078968.0,13078968,0.0002676492,2,AT1G35515;AT1G35516,AT1G35515,AT1G35515,0.0
3,Chr3_4179916.0,4179916,0.0002679182,0,,,,
3,Chr3_4647098.0,4647098,0.000268062,1,AT3G14030,AT3G14030,AT3G14030,0.0
1,Chr1_13034003.0,13034003,0.0002681834,0,,,,
