"Lines","Long","Lat","crop","matemp_value"
"7358",-83.5553,41.6639,"arabidopsis",10.3041667938232
"7359",-83.5553,41.6639,"arabidopsis",10.3041667938232
"7372",9.9042,47.0748,"arabidopsis",8.26666641235352
"7373",136.31,34.43,"arabidopsis",14.1708335876465
"7377",-85.2563,43.2708,"arabidopsis",7.90000009536743
"7378",7.7667,48.0333,"arabidopsis",10.7833337783813
"7382",5.1145,52.0918,"arabidopsis",9.97083377838135
"7383",-123.206,49.2655,"arabidopsis",10.0291662216187
"7384",5.55,52.0333,"arabidopsis",9.92916679382324
"7387",-2.3671,54.9902,"arabidopsis",8.1666669845581
"7394",21,52.3,"arabidopsis",8.26249980926514
"7396",30,52.3,"arabidopsis",6.77916669845581
"7404",10.0667,52.6,"arabidopsis",9.375
"7411",10.8134,47.9299,"arabidopsis",7.48333358764648
"7413",25.3167,54.6833,"arabidopsis",6.52083349227905
"7415",9.9361,49.7878,"arabidopsis",9.6666669845581
"7416",-119.35,37.45,"arabidopsis",8.74166679382324
"7417",8.55,47.3667,"arabidopsis",9.59583377838135
"7418",8.55,47.3667,"arabidopsis",9.59583377838135
"7419",8.32213,50.3058,"arabidopsis",8.91250038146973
"7424",16.6166,49.2,"arabidopsis",9.43333339691162
"7430",6.25,48.6167,"arabidopsis",9.79583358764648
"7461",15,49,"arabidopsis",7.31666660308838
"7475",-72.677,41.767,"arabidopsis",10.4416666030884
"7477",-71.2825,41.7302,"arabidopsis",10.154167175293
"7514",-86.4251,41.5609,"arabidopsis",9.74583339691162
"7515",-86.4251,41.5609,"arabidopsis",9.74583339691162
"7516",14.334,55.58,"arabidopsis",NA
"7517",14.334,55.58,"arabidopsis",NA
"7520",16.81,49.38,"arabidopsis",6.82916641235352
"7521",16.81,49.38,"arabidopsis",6.82916641235352
"7523",-86.3253,42.0945,"arabidopsis",9.55000019073486
"7525",-86.511,42.036,"arabidopsis",9.57499980926514
"7529",-86.5128,42.0333,"arabidopsis",9.60000038146973
"7530",-86.5128,42.0333,"arabidopsis",9.60000038146973
"7566",-86.359,42.093,"arabidopsis",9.60000038146973
"7568",-86.359,42.093,"arabidopsis",9.60000038146973
"7717",-86.625,41.273,"arabidopsis",9.85833358764648
"7757",-86.625,41.273,"arabidopsis",9.85833358764648
"7767",-86.625,41.273,"arabidopsis",9.85833358764648
"7917",-86.3253,42.0945,"arabidopsis",9.55000019073486
"7947",-86.3253,42.0945,"arabidopsis",9.55000019073486
"8037",-86.7368,41.3423,"arabidopsis",9.8541669845581
"8057",-86.7368,41.3423,"arabidopsis",9.8541669845581
"8077",-86.7368,41.3423,"arabidopsis",9.8541669845581
"8132",-86.511,42.036,"arabidopsis",9.57499980926514
"8171",-86.511,42.036,"arabidopsis",9.57499980926514
"8214",2,49,"arabidopsis",10.5666666030884
"8222",14.7427433,56.0089259,"arabidopsis",7.59583330154419
"8227",17.898516,62.7920572,"arabidopsis",3.50416660308838
"8230",16.5,56.68,"arabidopsis",7.18333339691162
"8231",15.9960089,56.3065535,"arabidopsis",7.34166669845581
"8233",-87.1923,41.1876,"arabidopsis",9.81666660308838
"8234",15.9753237,56.3201865,"arabidopsis",7.25833320617676
"8235",17.1,48.8,"arabidopsis",9.61250019073486
"8236",15.76,49.33,"arabidopsis",7.12083339691162
"8237",13.1,55.8,"arabidopsis",8.11666679382324
"8238",0.4,51.15,"arabidopsis",9.94999980926514
"8239",7,51,"arabidopsis",10.8541669845581
"8240",13.196,55.705,"arabidopsis",8.27916622161865
"8241",13.85,55.95,"arabidopsis",6.92916679382324
"8242",15.7832574,56.1510312,"arabidopsis",7.55416679382324
"8243",11.2547,43.7703,"arabidopsis",15.2208337783813
"8244",2.3086,48.6103,"arabidopsis",11.0666666030884
"8246",-79.18,35,"arabidopsis",16.1708335876465
"8247",13.7407939,56.0692873,"arabidopsis",7.05000019073486
"8249",15.8,57.7,"arabidopsis",6.22499990463257
"8256",12.9040338,56.4487477,"arabidopsis",7.57916688919067
"8258",12.9040338,56.4487477,"arabidopsis",7.57916688919067
"8259",12.9040338,56.4487477,"arabidopsis",7.57916688919067
"8264",2.8,41.6833,"arabidopsis",14.9624996185303
"8283",14.1262764,55.7599276,"arabidopsis",7.51666688919067
"8284",16.2815,49.4112,"arabidopsis",7.39583349227905
"8285",16.2815,49.4112,"arabidopsis",7.39583349227905
"8290",8.5,50,"arabidopsis",10.0791664123535
"8297",6.14,46.21,"arabidopsis",10.2124996185303
"8306",13.7134622,56.1035094,"arabidopsis",7.15416669845581
"8307",13.7296953,56.1132251,"arabidopsis",7.15416669845581
"8311",11.5,47.5,"arabidopsis",4.45833349227905
"8312",7.5,50.5,"arabidopsis",9
"8326",14.7427433,56.0089259,"arabidopsis",7.59583330154419
"8334",13.19,55.72,"arabidopsis",8.23750019073486
"8335",13.2,55.71,"arabidopsis",8.1875
"8337",12.37,44,"arabidopsis",13.4875001907349
"8343",1.5,47.5,"arabidopsis",11.2833337783813
"8351",18.37,60.25,"arabidopsis",5.61666679382324
"8354",56.3167,58,"arabidopsis",1.88333332538605
"8357",2.25,41.5,"arabidopsis",14.8249998092651
"8365",16,49,"arabidopsis",8.7708330154419
"8366",8.5,50.5,"arabidopsis",8.90416622161865
"8369",13.4354695,55.7170459,"arabidopsis",7.85833311080933
"8376",17.997819,62.6897799,"arabidopsis",NA
"8386",11.2,58.9,"arabidopsis",7.40833330154419
"8387",18.06,59.34,"arabidopsis",6.59583330154419
"8419",25.3167,54.6833,"arabidopsis",6.52083349227905
"8420",8.5333,50.0667,"arabidopsis",10.3374996185303
"8422",14.2786489,56.0617671,"arabidopsis",7.40833330154419
"8424",77,35,"arabidopsis",-11.4875001907349
"8426",13.9589922,56.0681098,"arabidopsis",7.22083330154419
"8427",13.9707,56.0648,"arabidopsis",7.21250009536743
"8464",-86.8513,41.6862,"arabidopsis",9.82499980926514
"8483",-86.8513,41.6862,"arabidopsis",9.82499980926514
"8699",-86.3253,42.0945,"arabidopsis",9.55000019073486
"8723",-86.3253,42.0945,"arabidopsis",9.55000019073486
"9027",-86.511,42.036,"arabidopsis",9.57499980926514
"9057",13.9167,56.1,"arabidopsis",7.22083330154419
"9058",16.6333,57.75,"arabidopsis",6.94999980926514
"9067",48.7992,38.6536,"arabidopsis",14.0625
"9069",48.7992,38.6536,"arabidopsis",14.0625
"9070",48.7992,38.6536,"arabidopsis",14.0625
"9075",48.6131,38.7406,"arabidopsis",12.4333333969116
"9078",48.6131,38.7406,"arabidopsis",12.4333333969116
"9079",48.5517,38.7833,"arabidopsis",12.0874996185303
"9081",48.5517,38.7833,"arabidopsis",12.0874996185303
"9084",48.5517,38.7833,"arabidopsis",12.0874996185303
"9085",48.5517,38.7833,"arabidopsis",12.0874996185303
"9089",48.925,38.9522,"arabidopsis",14.345832824707
"9091",48.925,38.9522,"arabidopsis",14.345832824707
"9095",48.5594,38.9786,"arabidopsis",13.716667175293
"9099",48.5594,38.9786,"arabidopsis",13.716667175293
"9100",46.2831,41.8296,"arabidopsis",12.1625003814697
"9102",46.2831,41.8296,"arabidopsis",12.1625003814697
"9103",46.2831,41.8296,"arabidopsis",12.1625003814697
"9104",46.2831,41.8296,"arabidopsis",12.1625003814697
"9105",46.2831,41.8296,"arabidopsis",12.1625003814697
"9106",46.2831,41.8296,"arabidopsis",12.1625003814697
"9111",46.2831,41.8296,"arabidopsis",12.1625003814697
"9113",46.2831,41.8296,"arabidopsis",12.1625003814697
"9114",46.2831,41.8296,"arabidopsis",12.1625003814697
"9115",46.2831,41.8296,"arabidopsis",12.1625003814697
"9121",43.4767,41.7942,"arabidopsis",8.57499980926514
"9125",44.8203,40.1408,"arabidopsis",5.75416660308838
"9128",45.3622,39.8692,"arabidopsis",7.70416688919067
"9130",45.3622,39.8692,"arabidopsis",7.70416688919067
"9131",45.3622,39.8692,"arabidopsis",7.70416688919067
"9133",45.3622,39.8692,"arabidopsis",7.70416688919067
"9134",45.3622,39.8692,"arabidopsis",7.70416688919067
"9298",-3.21833,55.9681,"arabidopsis",8.91250038146973
"9312",-5.1525,57.9,"arabidopsis",NA
"9314",-3.96722,57.9672,"arabidopsis",NA
"9321",18.336,62.8622,"arabidopsis",3.62916660308838
"9323",18.336,62.8622,"arabidopsis",3.62916660308838
"9332",18.381,62.8698,"arabidopsis",3.71250009536743
"9336",18.4473,62.8794,"arabidopsis",4.01666688919067
"9339",15.0689,57.7133,"arabidopsis",5.33750009536743
"9343",18.1512,57.3089,"arabidopsis",NA
"9352",16.3675,57.2608,"arabidopsis",6.53333330154419
"9353",16.3675,57.2608,"arabidopsis",6.53333330154419
"9363",18.4045,62.9147,"arabidopsis",NA
"9369",14.9986,57.6781,"arabidopsis",5.73750019073486
"9370",14.9986,57.6781,"arabidopsis",5.73750019073486
"9371",18.3175,63.016,"arabidopsis",NA
"9380",13.3742,55.7488,"arabidopsis",7.96250009536743
"9381",14.2091,55.8106,"arabidopsis",NA
"9382",14.2091,55.8106,"arabidopsis",NA
"9383",14.2091,55.8106,"arabidopsis",NA
"9386",18.1896,62.806,"arabidopsis",3.9375
"9388",18.1896,62.806,"arabidopsis",3.9375
"9390",15.8979,57.3263,"arabidopsis",6.375
"9391",15.8979,57.3263,"arabidopsis",6.375
"9392",15.8979,57.3263,"arabidopsis",6.375
"9394",16.4063,56.5804,"arabidopsis",NA
"9395",15.0105,57.5089,"arabidopsis",5.58750009536743
"9399",13.9905,55.4234,"arabidopsis",7.9375
"9402",14.8549,57.8765,"arabidopsis",5.51666688919067
"9404",13.399,55.7491,"arabidopsis",7.89583349227905
"9405",13.399,55.7491,"arabidopsis",7.89583349227905
"9407",13.399,55.7491,"arabidopsis",7.89583349227905
"9408",13.9519,56.047,"arabidopsis",6.94999980926514
"9409",14.302,56.0573,"arabidopsis",7.42083358764648
"9412",16.1494,57.2746,"arabidopsis",6.41666650772095
"9413",16.1494,57.2746,"arabidopsis",6.41666650772095
"9416",18.3837,57.7215,"arabidopsis",7.03333330154419
"9421",14.3997,55.9745,"arabidopsis",NA
"9427",18.4055,62.8815,"arabidopsis",3.72083330154419
"9433",18.2763,62.9513,"arabidopsis",3.40416669845581
"9436",14.6806,56.1633,"arabidopsis",7.39583349227905
"9437",14.6806,56.1633,"arabidopsis",7.39583349227905
"9442",14.3398,55.5678,"arabidopsis",8.00833320617676
"9450",18.2109,57.2545,"arabidopsis",6.97083330154419
"9451",18.2109,57.2545,"arabidopsis",6.97083330154419
"9452",18.2109,57.2545,"arabidopsis",6.97083330154419
"9453",18.5162,57.8009,"arabidopsis",6.86666679382324
"9454",18.5162,57.8009,"arabidopsis",6.86666679382324
"9455",18.5162,57.8009,"arabidopsis",6.86666679382324
"9470",14.8043,57.6511,"arabidopsis",5.38333320617676
"9471",13.9707,56.0648,"arabidopsis",7.21250009536743
"9476",14.3336,55.5796,"arabidopsis",NA
"9481",13.8484,55.4242,"arabidopsis",NA
"9503",-3.21072,55.8877,"arabidopsis",7.47083330154419
"9506",-7.476146,40.10969,"arabidopsis",13.2333335876465
"9507",-7.5,38.45,"arabidopsis",16.0499992370605
"9508",-7.11,40.04,"arabidopsis",14.1708335876465
"9509",-7.4,39.29,"arabidopsis",14.9250001907349
"9510",-7.59,38.75,"arabidopsis",14.7291669845581
"9511",-8.02,38.53,"arabidopsis",16.0375003814697
"9512",-7.84,38.22,"arabidopsis",16.2416667938232
"9513",-4.07,38.77,"arabidopsis",14.8125
"9514",-4.54,39.15,"arabidopsis",14.2291669845581
"9515",-6.89,39.72,"arabidopsis",16.6124992370605
"9517",-7.8,42.19,"arabidopsis",12.7333335876465
"9518",-0.36,39.88,"arabidopsis",12.625
"9519",2.64,41.94,"arabidopsis",13.7041664123535
"9520",-3.68,41.7,"arabidopsis",11.7708330154419
"9521",2.13,41.43,"arabidopsis",14.7916669845581
"9522",-5.27,36.52,"arabidopsis",16.6166667938232
"9523",-2.66,38.37,"arabidopsis",14.595832824707
"9524",-0.56,42.52,"arabidopsis",10.4791669845581
"9525",0.54,42.49,"arabidopsis",7.69999980926514
"9526",2.39,41.54,"arabidopsis",14.6499996185303
"9527",-5.74,40.37,"arabidopsis",10.4916667938232
"9528",-1.37,40.94,"arabidopsis",10.7583332061768
"9529",-3.36,36.97,"arabidopsis",11.5166664123535
"9530",-4.32,38.25,"arabidopsis",14.5500001907349
"9531",-4.54,41.21,"arabidopsis",11.8333330154419
"9532",-4.64,42.23,"arabidopsis",11.6166667938232
"9533",-4.32,41.15,"arabidopsis",11.6583337783813
"9534",-4.65,40.05,"arabidopsis",15.3208332061768
"9535",3.19,42.31,"arabidopsis",14.6499996185303
"9536",-2,40.83,"arabidopsis",11
"9537",-6.66,38.07,"arabidopsis",15.029167175293
"9539",-6.67,40.29,"arabidopsis",11.7208337783813
"9540",2.34,41.81,"arabidopsis",10.404167175293
"9541",-5.42,38.26,"arabidopsis",15.0083332061768
"9542",-4.05,40.79,"arabidopsis",6.39583349227905
"9543",-5.39,36.77,"arabidopsis",12.625
"9544",-5.33,39.4,"arabidopsis",14.3291664123535
"9545",-5.782793,39.3948,"arabidopsis",14.7916669845581
"9546",-1.68601,40.8168,"arabidopsis",10.125
"9547",2.62,41.67,"arabidopsis",13.0458335876465
"9548",-5,40.4,"arabidopsis",9.375
"9549",-3.688887,42.22718,"arabidopsis",11.1666669845581
"9550",-5.37,43.05,"arabidopsis",5.84583330154419
"9551",-5.92,42.28,"arabidopsis",11.7541666030884
"9552",-4.5,40.87,"arabidopsis",11.1208333969116
"9553",-4.70746,41.57614,"arabidopsis",12.3000001907349
"9554",-3.16,38.86,"arabidopsis",14.5583333969116
"9555",-3.931648,39.58133,"arabidopsis",12.9291667938232
"9556",-4.34,39.66,"arabidopsis",14.533332824707
"9557",0.7,42.46,"arabidopsis",9.78333282470703
"9558",-5.64,41.57,"arabidopsis",12.5958337783813
"9559",-4.38,38.06,"arabidopsis",17.1833324432373
"9560",-6.24,38.19,"arabidopsis",15.5749998092651
"9561",-5.04,40.71,"arabidopsis",10.8083333969116
"9562",2,41.67,"arabidopsis",11.2708330154419
"9564",-1.6,40.45,"arabidopsis",9.60000038146973
"9565",-1.23,42.97,"arabidopsis",10.5249996185303
"9567",1.3,42.34,"arabidopsis",8.60000038146973
"9568",-0.23,42.76,"arabidopsis",4.6875
"9569",-6.45,42.87,"arabidopsis",10.154167175293
"9571",-6.01,43.28,"arabidopsis",11.5083332061768
"9573",2.99,41.86,"arabidopsis",13.6458330154419
"9574",-2.7,38.6,"arabidopsis",13.3041667938232
"9576",-4.11,40.86,"arabidopsis",10.4125003814697
"9577",2.17,42.34,"arabidopsis",9.09166717529297
"9578",-6.7,42.13,"arabidopsis",9.90416717529297
"9579",-3.51,38.33,"arabidopsis",14.9833335876465
"9581",-5.12,42.84,"arabidopsis",10.3000001907349
"9582",-1.63,41.48,"arabidopsis",11.5791664123535
"9583",-3.38,37.09,"arabidopsis",4.59999990463257
"9584",-3.58,41.19,"arabidopsis",10.0541667938232
"9585",-7.39,43.4,"arabidopsis",12.3333330154419
"9586",-3.27,41.03,"arabidopsis",11.0666666030884
"9587",-1.88,41.5,"arabidopsis",11.6083335876465
"9588",0.6,42.11,"arabidopsis",11.7916669845581
"9589",-2.83,41.6,"arabidopsis",10.7249994277954
"9590",-5.49,43.37,"arabidopsis",12.7083330154419
"9591",-3.59,42.86,"arabidopsis",11.0249996185303
"9592",-5.44,42.1,"arabidopsis",12.2124996185303
"9593",-2.99,42.26,"arabidopsis",7.02916669845581
"9594",1.01,42.04,"arabidopsis",10.0249996185303
"9595",-5.5,40.89,"arabidopsis",12.2375001907349
"9596",-7.45,41.95,"arabidopsis",13.1499996185303
"9597",-2.53,42.31,"arabidopsis",11.3458337783813
"9598",-6.51,41.88,"arabidopsis",12.0500001907349
"9599",-5.77,42.8,"arabidopsis",9.92083358764648
"9600",-6.04,39.85,"arabidopsis",15.7624998092651
"9601",-1.88,41.85,"arabidopsis",10.783332824707
"9602",-3.96,40.5,"arabidopsis",14.095832824707
"9606",-7.45,31.48,"arabidopsis",14.0666666030884
"9607",52.15,53.05,"arabidopsis",4.37083339691162
"9608",59.44,51.37,"arabidopsis",2.68333315849304
"9609",59.98,51.41,"arabidopsis",1.86666667461395
"9610",51.96,53.04,"arabidopsis",4.46666669845581
"9611",51.9,53.04,"arabidopsis",4.56666660308838
"9612",51.94,53.04,"arabidopsis",4.50416660308838
"9613",61.41,55.36,"arabidopsis",2.99166679382324
"9615",52.16,52.99,"arabidopsis",4.3250002861023
"9616",51.96,53.06,"arabidopsis",4.42916679382324
"9617",59.44,51.37,"arabidopsis",2.68333315849304
"9619",79.48,51.84,"arabidopsis",2.90833330154419
"9620",79.48,51.82,"arabidopsis",2.88333344459534
"9621",79.46,51.84,"arabidopsis",2.95000004768372
"9622",85.27,52.52,"arabidopsis",3
"9624",79.37,53.6,"arabidopsis",1.75416660308838
"9625",82.59,51.31,"arabidopsis",2.70000004768372
"9626",82.59,51.36,"arabidopsis",2.79583334922791
"9627",82.55,51.32,"arabidopsis",2.72916674613953
"9628",82.54,51.33,"arabidopsis",2.6875
"9629",82.18,51.35,"arabidopsis",3
"9630",82.16,51.34,"arabidopsis",2.85416674613953
"9631",80.79,51.65,"arabidopsis",2.72500014305115
"9632",80.82,51.67,"arabidopsis",2.66249990463257
"9633",80.83,51.63,"arabidopsis",2.52083325386047
"9634",81.31,54.13,"arabidopsis",1.22083330154419
"9635",80.6,51.87,"arabidopsis",2.58333325386047
"9636",80.82,51.75,"arabidopsis",2.6875
"9637",80.85,51.77,"arabidopsis",2.66666674613953
"9638",80.86,51.73,"arabidopsis",2.58333325386047
"9639",80.31,53.82,"arabidopsis",1.31666660308838
"9640",80.06,51.87,"arabidopsis",2.79166674613953
"9641",80.06,51.9,"arabidopsis",2.75833344459534
"9642",80.06,51.84,"arabidopsis",2.8291666507721
"9643",79.31,52.1,"arabidopsis",2.94166684150696
"9644",18.72,45.07,"arabidopsis",11.3125
"9645",18.7,45.17,"arabidopsis",11.1416664123535
"9646",16.170188,39.126899,"arabidopsis",14.408332824707
"9647",16.77,40.37,"arabidopsis",16.3583335876465
"9648",16.28,39.48,"arabidopsis",16.529167175293
"9649",16.17,39.13,"arabidopsis",14.408332824707
"9651",14.87,40.68,"arabidopsis",15.4125003814697
"9653",16.13,38.44,"arabidopsis",15.3874998092651
"9655",16.47,38.92,"arabidopsis",16.216667175293
"9656",17.31,40.64,"arabidopsis",13.7291669845581
"9657",16.04,38.45,"arabidopsis",17.75
"9658",16.34,38.97,"arabidopsis",15.658332824707
"9659",14.18,41.18,"arabidopsis",15.0250005722046
"9660",14.57,40.84,"arabidopsis",15.8541669845581
"9661",16.21,39.58,"arabidopsis",16.7916660308838
"9663",14.09,41.33,"arabidopsis",14.3249998092651
"9664",11.2832,46.366,"arabidopsis",11.1500005722046
"9665",11.2832,46.366,"arabidopsis",11.1500005722046
"9666",11.2832,46.366,"arabidopsis",11.1500005722046
"9667",11.2832,46.366,"arabidopsis",11.1500005722046
"9668",11.2837,46.3668,"arabidopsis",11.2333335876465
"9669",11.2837,46.3668,"arabidopsis",11.2333335876465
"9670",11.2837,46.3668,"arabidopsis",11.2333335876465
"9671",11.2837,46.3668,"arabidopsis",11.2333335876465
"9672",11.2837,46.3668,"arabidopsis",11.2333335876465
"9673",11.2837,46.3668,"arabidopsis",11.2333335876465
"9676",11.2866,46.3718,"arabidopsis",11.2333335876465
"9677",11.2866,46.3718,"arabidopsis",11.2333335876465
"9678",11.2866,46.3718,"arabidopsis",11.2333335876465
"9679",11.2928,46.3378,"arabidopsis",10.9250001907349
"9680",11.2928,46.3378,"arabidopsis",10.9250001907349
"9681",11.2928,46.3378,"arabidopsis",10.9250001907349
"9682",11.2928,46.3378,"arabidopsis",10.9250001907349
"9683",11.2928,46.3378,"arabidopsis",10.9250001907349
"9684",11.2928,46.3378,"arabidopsis",10.9250001907349
"9685",11.2928,46.3378,"arabidopsis",10.9250001907349
"9686",11.2928,46.3378,"arabidopsis",10.9250001907349
"9687",11.2928,46.3378,"arabidopsis",10.9250001907349
"9689",11.2928,46.3378,"arabidopsis",10.9250001907349
"9690",11.2928,46.3378,"arabidopsis",10.9250001907349
"9691",11.2928,46.3378,"arabidopsis",10.9250001907349
"9692",11.2928,46.3378,"arabidopsis",10.9250001907349
"9693",11.2928,46.3378,"arabidopsis",10.9250001907349
"9694",11.2928,46.3378,"arabidopsis",10.9250001907349
"9695",11.2928,46.3378,"arabidopsis",10.9250001907349
"9696",11.2928,46.3378,"arabidopsis",10.9250001907349
"9697",23.94,41.62,"arabidopsis",9.1666669845581
"9698",23.85,41.57,"arabidopsis",11.216667175293
"9699",23.14,41.37,"arabidopsis",12.5749998092651
"9700",23.1,42.32,"arabidopsis",10.2375001907349
"9701",25.91,43.7,"arabidopsis",11.4916667938232
"9703",23.39,41.53,"arabidopsis",12.0749998092651
"9704",23.39,41.53,"arabidopsis",12.0749998092651
"9705",23.33,41.5,"arabidopsis",13.5208330154419
"9706",24.18,41.64,"arabidopsis",7.62083339691162
"9707",24.84,41.57,"arabidopsis",9.66249942779541
"9708",25.35,41.62,"arabidopsis",12.0041666030884
"9709",23.13,41.85,"arabidopsis",11.9750003814697
"9710",23.13,41.85,"arabidopsis",11.9750003814697
"9711",23.1,42.32,"arabidopsis",10.2375001907349
"9712",23.1,42.32,"arabidopsis",10.2375001907349
"9713",25.61,42.49,"arabidopsis",11.1125001907349
"9714",25.75,41.84,"arabidopsis",12.279167175293
"9716",24.98,41.54,"arabidopsis",10.1791667938232
"9717",25.47,41.66,"arabidopsis",12.0791664123535
"9718",24.75,41.55,"arabidopsis",8.83749961853027
"9719",25.69,41.83,"arabidopsis",12.5333337783813
"9720",25.68,41.77,"arabidopsis",12.0583333969116
"9721",25.33,42.72,"arabidopsis",9.32499980926514
"9722",24.41,41.71,"arabidopsis",9.22500038146973
"9723",23.67,41.42,"arabidopsis",8.85000038146973
"9725",23.08,37.6,"arabidopsis",15.5583333969116
"9726",22.04,37.07,"arabidopsis",17.1749992370605
"9727",21.62,37.63,"arabidopsis",16.6291675567627
"9728",18.9,48.46,"arabidopsis",7.01666688919067
"9729",18.9,48.46,"arabidopsis",7.01666688919067
"9730",18.94,48.47,"arabidopsis",7.5416669845581
"9731",18.9,48.46,"arabidopsis",7.01666688919067
"9732",18.96,48.47,"arabidopsis",7.07916688919067
"9733",18.94,48.47,"arabidopsis",7.5416669845581
"9735",18.94,48.47,"arabidopsis",7.5416669845581
"9736",25.17,44.69,"arabidopsis",10.1833333969116
"9737",22.62,45.95,"arabidopsis",10.2875003814697
"9738",25.42,45.57,"arabidopsis",6.70833349227905
"9739",22.33,46.01,"arabidopsis",9.84166717529297
"9741",23.16,45.84,"arabidopsis",10.1833333969116
"9743",25,45.14,"arabidopsis",8.67500019073486
"9744",27.59,47.16,"arabidopsis",9.89999961853027
"9745",70.05,41.45,"arabidopsis",2.70000004768372
"9747",21.22,44.38,"arabidopsis",11.1291666030884
"9748",21.71,44.23,"arabidopsis",9.875
"9749",22.29,43.54,"arabidopsis",10.3166666030884
"9754",21.37,44.66,"arabidopsis",10.7333335876465
"9755",22.56,44.56,"arabidopsis",11.5749998092651
"9756",21.08,44.3,"arabidopsis",11.1291666030884
"9757",21.08,44.3,"arabidopsis",11.1291666030884
"9758",88.4,47.75,"arabidopsis",3.83333325386047
"9759",49.47,37.47,"arabidopsis",13.5500001907349
"9761",35.7,33.92,"arabidopsis",16.1333332061768
"9762",14.98,37.69,"arabidopsis",9.26666641235352
"9764",35.84,34.1,"arabidopsis",14.7083330154419
"9766",74.16,42.26,"arabidopsis",-1.92916667461395
"9768",9.16,48.57,"arabidopsis",8.69166660308838
"9769",8.99,48.55,"arabidopsis",8.47083377838135
"9770",9.01,48.53,"arabidopsis",8.85833358764648
"9771",9.11,48.56,"arabidopsis",8.43333339691162
"9772",8.85,48.41,"arabidopsis",8.41250038146973
"9774",9.22,48.59,"arabidopsis",8.84583282470703
"9775",8.79,48.41,"arabidopsis",8.12083339691162
"9776",8.79,48.43,"arabidopsis",8.125
"9777",9.17,48.57,"arabidopsis",8.7291669845581
"9778",8.84,48.41,"arabidopsis",8.3333330154419
"9779",8.78,48.5,"arabidopsis",8.3333330154419
"9780",8.79,48.43,"arabidopsis",8.125
"9781",9.11,48.52,"arabidopsis",8.66250038146973
"9782",9.09,48.53,"arabidopsis",9.05000019073486
"9783",9.05,48.52,"arabidopsis",9.1666669845581
"9784",8.8,48.5,"arabidopsis",8.375
"9785",9.02,48.54,"arabidopsis",8.82916641235352
"9786",9.01,48.54,"arabidopsis",8.69999980926514
"9787",9,48.5,"arabidopsis",9.06666660308838
"9788",9.01,48.53,"arabidopsis",8.85833358764648
"9789",8.96,48.39,"arabidopsis",8.125
"9790",9.18,48.58,"arabidopsis",8.65833282470703
"9791",9.2,48.6,"arabidopsis",8.65833282470703
"9792",9.09,48.54,"arabidopsis",8.76666641235352
"9793",9.16,48.57,"arabidopsis",8.69166660308838
"9794",9.08,48.52,"arabidopsis",9.09166717529297
"9795",9.11,48.5,"arabidopsis",8.69166660308838
"9796",8.84,48.41,"arabidopsis",8.3333330154419
"9797",9.02,48.54,"arabidopsis",8.82916641235352
"9798",9.01,48.54,"arabidopsis",8.69999980926514
"9799",8.85,48.39,"arabidopsis",8.36250019073486
"9800",9.01,48.54,"arabidopsis",8.69999980926514
"9801",9.01,48.54,"arabidopsis",8.69999980926514
"9802",9.11,48.51,"arabidopsis",8.66250038146973
"9803",8.76,48.42,"arabidopsis",8.5833330154419
"9804",8.87,48.45,"arabidopsis",8.41250038146973
"9805",9.09,48.54,"arabidopsis",8.76666641235352
"9806",9.16,48.56,"arabidopsis",8.88749980926514
"9807",9.22,48.6,"arabidopsis",8.8333330154419
"9808",9.08,48.52,"arabidopsis",9.09166717529297
"9809",9.05,48.52,"arabidopsis",9.1666669845581
"9810",9.07,48.53,"arabidopsis",9.10000038146973
"9811",9.05,48.52,"arabidopsis",9.1666669845581
"9812",9.03,48.52,"arabidopsis",9.12916660308838
"9813",8.77,48.4,"arabidopsis",8.15833282470703
"9814",8.79,48.42,"arabidopsis",8.12083339691162
"9815",9.02,48.54,"arabidopsis",8.82916641235352
"9816",9.06,48.55,"arabidopsis",8.5833330154419
"9817",-6.6,39.84,"arabidopsis",15.9833335876465
"9819",-3.03,42.35,"arabidopsis",9.92083358764648
"9820",-4.71,41,"arabidopsis",11.6333332061768
"9821",2.49,41.81,"arabidopsis",12.7749996185303
"9822",-4.02,40.52,"arabidopsis",13.3041667938232
"9823",-5.84,43.34,"arabidopsis",12.8708333969116
"9824",-4.91,42.91,"arabidopsis",7.875
"9825",-3.88,40.4,"arabidopsis",14.2875003814697
"9826",-6.71,42.49,"arabidopsis",12.029167175293
"9827",0.69,42.78,"arabidopsis",10.4958333969116
"9828",-6.15,42.5,"arabidopsis",10.1875
"9830",-3.28,36.97,"arabidopsis",11.2541666030884
"9831",-3.39072,38.53408,"arabidopsis",14.3958330154419
"9832",-3.68695,40.54208,"arabidopsis",13.7250003814697
"9833",-4.21,40.38,"arabidopsis",14.0124998092651
"9834",-3.9,40.51,"arabidopsis",13.7791662216187
"9835",-6.57,40.61,"arabidopsis",13.1499996185303
"9836",-1.32,41.25,"arabidopsis",11.125
"9837",-5.6,37.94,"arabidopsis",14.2041664123535
"9838",-5.38,41.83,"arabidopsis",12.1416664123535
"9839",-4.27,40.44,"arabidopsis",12.3208332061768
"9840",-1.43,41.13,"arabidopsis",11.9708337783813
"9841",-4.15,40.59,"arabidopsis",11.6083335876465
"9843",-3.92,40.53,"arabidopsis",14.0291662216187
"9844",0.19,42.27,"arabidopsis",13.7041664123535
"9845",-3.959696,40.47918,"arabidopsis",14.2041664123535
