
MAIZE|EnsemblGenome=Zm00001eb110070|UniProtKB=B4FSU1	Zm00001eb110070	Transmembrane emp24 domain-containing protein 10;100217126;PTN002737049;orthologs	OS07G0632700 PROTEIN (PTHR22811:SF129)	vesicle coat protein(PC00235)		intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);Golgi organization(GO:0007030)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum-Golgi intermediate compartment(GO:0005793);Golgi apparatus(GO:0005794);membrane(GO:0016020);COPII-coated ER to Golgi transport vesicle(GO:0030134)
MAIZE|EnsemblGenome=Zm00001eb058260|UniProtKB=C0P813	Zm00001eb058260	Peroxidase;100382459;PTN002834670;orthologs	PEROXIDASE (PTHR31517:SF47)				
MAIZE|EnsemblGenome=Zm00001eb058860|UniProtKB=A0A1D6L670	Zm00001eb058860	Putative xyloglucan glycosyltransferase 12;103644075;PTN002842807;orthologs	XYLOGLUCAN GLYCOSYLTRANSFERASE 9-RELATED (PTHR32044:SF51)		transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)	pollen tube development(GO:0048868);cell wall organization(GO:0071555);plant organ development(GO:0099402)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)
MAIZE|EnsemblGenome=Zm00001eb022050|UniProtKB=C0HFN4	Zm00001eb022050	Peroxidase;100216632;PTN002830446;orthologs	PEROXIDASE (PTHR31235:SF258)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb110020|UniProtKB=B6SUD4	Zm00001eb110020	non-specific serine_threonine protein kinase;100281326;PTN002889114;orthologs	CBL-INTERACTING PROTEIN KINASE 21 (PTHR43895:SF65)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	
MAIZE|EnsemblGenome=Zm00001eb351150|UniProtKB=K7VGF5	Zm00001eb351150	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5;103635755;PTN002828916;orthologs	PROTEIN LIGHT-DEPENDENT SHORT HYPOCOTYLS 6 (PTHR31165:SF59)		DNA binding(GO:0003677)	mRNA transcription(GO:0009299);response to light stimulus(GO:0009416)	nucleus(GO:0005634)
MAIZE|EnsemblGenome=Zm00001eb195200|UniProtKB=B4FBC8	Zm00001eb195200	Peroxidase;100192105;PTN002832957;orthologs	PEROXIDASE (PTHR31388:SF238)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);lignin biosynthetic process(GO:0009809);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb419530|UniProtKB=Q94KT5	Zm00001eb419530	Expansin;expA3;PTN002840213;orthologs	EXPANSIN-A11 (PTHR31867:SF4)			plant-type cell wall organization(GO:0009664);plant-type cell wall loosening(GO:0009828);cell wall organization(GO:0071555)	extracellular region(GO:0005576);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb356130|UniProtKB=B6TH40	Zm00001eb356130	Ras-related protein Rab11C;100283324;PTN009219506;orthologs	RAS-RELATED PROTEIN RAB11C (PTHR47979:SF117)	small GTPase(PC00208)	nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)	vesicle-mediated transport(GO:0016192)	endosome(GO:0005768);endomembrane system(GO:0012505)
MAIZE|EnsemblGenome=Zm00001eb315040|UniProtKB=B4G1B8	Zm00001eb315040	DNAJ heat shock N-terminal domain-containing protein;100274479;PTN009046436;orthologs	DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR21454:SF47)		iron ion binding(GO:0005506);metal ion binding(GO:0046872)	protein histidyl modification to diphthamide(GO:0017183)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783);cytosol(GO:0005829)
MAIZE|EnsemblGenome=Zm00001eb145890|UniProtKB=A0A1D6N5M0	Zm00001eb145890	Leucine-rich receptor-like protein kinase family protein;103650929;PTN002818778;orthologs	RECEPTOR PROTEIN-TYROSINE KINASE CEPR2 (PTHR27000:SF97)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb157530|UniProtKB=A0A096S009	Zm00001eb157530	mitogen-activated protein kinase;100279919;PTN002779541;orthologs	MITOGEN-ACTIVATED PROTEIN KINASE 8 (PTHR24055:SF187)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);MAP kinase activity(GO:0004707);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	MAPK cascade(GO:0000165);intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737)
MAIZE|EnsemblGenome=Zm00001eb214630|UniProtKB=A0A1D6GGV0	Zm00001eb214630	LRR receptor-like serine_threonine-protein kinase RPK2;103625875;PTN002818973;orthologs	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE RPK2 (PTHR27000:SF584)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	response to cold(GO:0009409);response to water deprivation(GO:0009414);longitudinal axis specification(GO:0009942);radial axis specification(GO:0009945);embryonic meristem development(GO:0048508)	plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb291850|UniProtKB=D7NLB3	Zm00001eb291850	Peroxidase;107548102;PTN002830403;orthologs	PEROXIDASE 1 (PTHR31235:SF81)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb161610|UniProtKB=B6U5G7	Zm00001eb161610	DnaJ-like protein;100282976;PTN002893985;orthologs	J DOMAIN-CONTAINING PROTEIN (PTHR44743:SF10)				nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783)
MAIZE|EnsemblGenome=Zm00001eb058940|UniProtKB=A0A1D6L681	Zm00001eb058940	Lectin-like receptor kinase 7;100281599;PTN002820615;orthologs	OS02G0299000 PROTEIN (PTHR27007:SF416)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)	defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)	plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb105400|UniProtKB=A0A804MR39	Zm00001eb105400	Protein kinase domain-containing protein;unassigned;PTN009105467;orthologs	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE GSO1 (PTHR27000:SF444)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb062910|UniProtKB=B4FJ62	Zm00001eb062910	Ras-related protein RABA2c;100216670;PTN002786041;orthologs	RAS-RELATED PROTEIN RAB11A (PTHR47978:SF28)	small GTPase(PC00208)	nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)		endosome(GO:0005768);Golgi apparatus(GO:0005794);endomembrane system(GO:0012505)
MAIZE|EnsemblGenome=Zm00001eb204960|UniProtKB=B4FA32	Zm00001eb204960	Peroxidase;100191769;PTN002832897;orthologs	PEROXIDASE (PTHR31388:SF45)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb352400|UniProtKB=A0A804QNB9	Zm00001eb352400	WAT1-related protein;unassigned;PTN002829889;orthologs	WAT1-RELATED PROTEIN (PTHR31218:SF373)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb289980|UniProtKB=A0A1D6M685	Zm00001eb289980	GDSL esterase_lipase;103630450;PTN002901040;orthologs	OS05G0468500 PROTEIN (PTHR45642:SF145)	hydrolase(PC00121)	hydrolase activity, acting on ester bonds(GO:0016788)		
MAIZE|EnsemblGenome=Zm00001eb282430|UniProtKB=B4FVT1	Zm00001eb282430	Peroxidase;100273479;PTN002830430;orthologs	PEROXIDASE (PTHR31235:SF388)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb429270|UniProtKB=A0A1D6JD07	Zm00001eb429270	Putative calcium-dependent protein kinase family protein;ZEAMMB73_Zm00001d026139;PTN002806017;orthologs	CALCIUM-DEPENDENT PROTEIN KINASE 21-RELATED (PTHR24349:SF531)	non-receptor serine/threonine protein kinase(PC00167)			
MAIZE|EnsemblGenome=Zm00001eb319480|UniProtKB=M1QS02	Zm00001eb319480	Endoglucanase;34;PTN002730777;orthologs	ENDOGLUCANASE 24 (PTHR22298:SF129)		hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);cellulase activity(GO:0008810);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	polysaccharide catabolic process(GO:0000272);carbohydrate metabolic process(GO:0005975);plant-type cell wall loosening(GO:0009828);fruit dehiscence(GO:0010047);cellulose catabolic process(GO:0030245);fruit valve development(GO:1990059)	
MAIZE|EnsemblGenome=Zm00001eb312000|UniProtKB=A0A096T7G6	Zm00001eb312000	Xyloglucan endotransglucosylase_hydrolase;103632715;PTN002827415;orthologs	XYLOGLUCAN ENDOTRANSGLUCOSYLASE_HYDROLASE (PTHR31062:SF103)	hydrolase(PC00121)	hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);transferase activity(GO:0016740);xyloglucan:xyloglucosyl transferase activity(GO:0016762);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)	carbohydrate metabolic process(GO:0005975);xyloglucan metabolic process(GO:0010411);cell wall biogenesis(GO:0042546);glucan metabolic process(GO:0044042);cell wall organization(GO:0071555)	apoplast(GO:0048046)
MAIZE|EnsemblGenome=Zm00001eb118090|UniProtKB=B4FZR9	Zm00001eb118090	Peroxidase;100216644;PTN002834673;orthologs	PEROXIDASE (PTHR31517:SF3)		catalytic activity(GO:0003824);peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576)
MAIZE|EnsemblGenome=Zm00001eb227990|UniProtKB=A0A804U765	Zm00001eb227990	Ras-related protein RABA3;unassigned;PTN009219464;orthologs	RAS-RELATED PROTEIN RABA3 (PTHR47979:SF118)	small GTPase(PC00208)	GTPase activity(GO:0003924);GTP binding(GO:0005525)	vesicle-mediated transport(GO:0016192)	endosome(GO:0005768)
MAIZE|EnsemblGenome=Zm00001eb195210|UniProtKB=A0A804NY83	Zm00001eb195210	Peroxidase;unassigned;PTN002832955;orthologs	PEROXIDASE 52 (PTHR31388:SF24)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);lignin biosynthetic process(GO:0009809);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb251340|UniProtKB=B4FK72	Zm00001eb251340	Peroxidase;100216881;PTN002830325;orthologs	PEROXIDASE (PTHR31235:SF401)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb319220|UniProtKB=B6U715	Zm00001eb319220	Ras-related protein RABA3;100285596;PTN002785225;orthologs	OS09G0527600 PROTEIN (PTHR47978:SF58)	small GTPase(PC00208)	GTPase activity(GO:0003924);GTP binding(GO:0005525)		endosome(GO:0005768);Golgi apparatus(GO:0005794)
MAIZE|EnsemblGenome=Zm00001eb290670|UniProtKB=A0A804Q2Q0	Zm00001eb290670	Protein kinase domain-containing protein;unassigned;PTN002818793;orthologs	OS05G0478300 PROTEIN (PTHR27000:SF571)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb204210|UniProtKB=K7UE32	Zm00001eb204210	protein-serine_threonine phosphatase;Orphan332;PTN002675887;orthologs	PROTEIN PHOSPHATASE 2C MEMBER 13, MITOCHONDRIAL-RELATED (PTHR13832:SF768)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);cation binding(GO:0043169);metal ion binding(GO:0046872)	signal transduction(GO:0007165)	
MAIZE|EnsemblGenome=Zm00001eb316130|UniProtKB=A0A1D6I6P1	Zm00001eb316130	Putative LRR receptor-like serine_threonine-protein kinase;103632917;PTN002818905;orthologs	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE RGI3 (PTHR27000:SF676)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);peptide receptor activity(GO:0001653);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb408020|UniProtKB=A0A804RGP8	Zm00001eb408020	Uncharacterized protein;unassigned;PTN009092481;orthologs	CALCIUM-DEPENDENT PROTEIN KINASE 12 (PTHR24349:SF166)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737)
MAIZE|EnsemblGenome=Zm00001eb009940|UniProtKB=B4FBY8	Zm00001eb009940	Peroxidase;100192603;PTN002832966;orthologs	PEROXIDASE 22-RELATED (PTHR31388:SF270)	peroxidase(PC00180)			
MAIZE|EnsemblGenome=Zm00001eb009950|UniProtKB=B8A1T1	Zm00001eb009950	Peroxidase;100280077;PTN002832974;orthologs	PEROXIDASE (PTHR31388:SF6)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb067730|UniProtKB=B4G0X5	Zm00001eb067730	Peroxidase;100274427;PTN002834696;orthologs	PEROXIDASE 16-RELATED (PTHR31517:SF48)		peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576)
MAIZE|EnsemblGenome=Zm00001eb277700|UniProtKB=B4FIB2	Zm00001eb277700	Ras-related protein RABA1d;100194331;PTN009219418;orthologs	RAS-RELATED PROTEIN RABA1D (PTHR47979:SF94)	small GTPase(PC00208)	nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)	vesicle-mediated transport(GO:0016192)	endosome(GO:0005768);endomembrane system(GO:0012505)
MAIZE|EnsemblGenome=Zm00001eb073370|UniProtKB=A0A804MBL1	Zm00001eb073370	Protein kinase domain-containing protein;unassigned;PTN002819070;orthologs	INACTIVE LEUCINE-RICH REPEAT RECEPTOR KINASE XIAO-RELATED (PTHR27000:SF642)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)	brassinosteroid mediated signaling pathway(GO:0009742)	plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb070510|UniProtKB=A0A1D6DZ88	Zm00001eb070510	LRR receptor-like serine_threonine-protein kinase FLS2;103645931;PTN002818907;orthologs	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE FLS2 (PTHR27000:SF616)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301)		plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb001560|UniProtKB=B4FNL8	Zm00001eb001560	Peroxidase;100191905;PTN002830438;orthologs	PEROXIDASE (PTHR31235:SF417)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb211960|UniProtKB=A0A804P6N8	Zm00001eb211960	NAD-dependent epimerase_dehydratase domain-containing protein;100191263;PTN008944103;orthologs	NAD-DEPENDENT EPIMERASE_DEHYDRATASE DOMAIN-CONTAINING PROTEIN (PTHR10366:SF659)	dehydratase(PC00091)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)		
MAIZE|EnsemblGenome=Zm00001eb214900|UniProtKB=A0A1D6GH73	Zm00001eb214900	RNA binding (RRM_RBD_RNP motifs) family protein;100281821;PTN002845056;orthologs	RRM-CONTAINING PROTEIN-RELATED (PTHR32343:SF9)	RNA splicing factor(PC00148)			
MAIZE|EnsemblGenome=Zm00001eb072810|UniProtKB=C0P867	Zm00001eb072810	Calcium dependent protein kinase5;542224;PTN002806097;orthologs	CALCIUM-DEPENDENT PROTEIN KINASE 6 (PTHR24349:SF81)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb403550|UniProtKB=A0A1D6PKP9	Zm00001eb403550	Putative leucine-rich repeat transmembrane protein kinase family protein;103639592;PTN002821049;orthologs	F16P17.10 PROTEIN (PTHR48010:SF44)		protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301)		membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb071890|UniProtKB=Q8GT71	Zm00001eb071890	Ubiquinol oxidase;aox2;PTN002839314;orthologs	ALTERNATIVE OXIDASE (PTHR31803:SF3)	oxidase(PC00175)	alternative oxidase activity(GO:0009916);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);ubiquinol:oxygen oxidoreductase activity(GO:0102721);superoxide-generating NADPH oxidase activity(GO:0106292)	alternative respiration(GO:0010230)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);membrane(GO:0016020);respiratory chain complex(GO:0098803)
MAIZE|EnsemblGenome=Zm00001eb116350|UniProtKB=B4FE17	Zm00001eb116350	Uncharacterized protein;100282517;PTN009219670;orthologs	OS07G0195100 PROTEIN (PTHR47980:SF45)		nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)	exocytosis(GO:0006887)	plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb016040|UniProtKB=A0A1D6K256	Zm00001eb016040	Putative LRR receptor-like serine_threonine-protein kinase IRK;100304322;PTN002818794;orthologs	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE IRK-RELATED (PTHR27000:SF558)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301)		plasma membrane(GO:0005886)
MAIZE|EnsemblGenome=Zm00001eb281180|UniProtKB=B6SIA9	Zm00001eb281180	Peroxidase;100280551;PTN002830396;orthologs	PEROXIDASE (PTHR31235:SF415)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb383870|UniProtKB=K7VH54	Zm00001eb383870	Peroxidase;ZEAMMB73_Zm00001d046187;PTN002832906;orthologs	PEROXIDASE (PTHR31388:SF23)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb339070|UniProtKB=K7URG5	Zm00001eb339070	Reticulon-like protein;101027215;PTN002591190;orthologs	RETICULON-LIKE PROTEIN (PTHR10994:SF131)	membrane traffic protein(PC00150)		response to bacterium(GO:0009617)	endoplasmic reticulum membrane(GO:0005789)
MAIZE|EnsemblGenome=Zm00001eb258010|UniProtKB=B4F814	Zm00001eb258010	protein-serine_threonine phosphatase;100191216;PTN002676126;orthologs	PROTEIN PHOSPHATASE 2C 27-RELATED (PTHR13832:SF684)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	signal transduction(GO:0007165)	nucleus(GO:0005634);cytoplasm(GO:0005737)
MAIZE|EnsemblGenome=Zm00001eb194740|UniProtKB=K7V1E7	Zm00001eb194740	Peroxidase;ZEAMMB73_Zm00001d052285;PTN002834686;orthologs	CLASS III PEROXIDASE 31 (PTHR31517:SF44)		catalytic activity(GO:0003824);peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576)
MAIZE|EnsemblGenome=Zm00001eb383860|UniProtKB=C0HGH8	Zm00001eb383860	Peroxidase;100381507;PTN002832909;orthologs	PEROXIDASE (PTHR31388:SF99)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
MAIZE|EnsemblGenome=Zm00001eb256120|UniProtKB=A0A1D6HLC5	Zm00001eb256120	WAT1-related protein;103627796;PTN002829883;orthologs	WAT1-RELATED PROTEIN (PTHR31218:SF21)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb371840|UniProtKB=C0PJ96	Zm00001eb371840	Protein NRT1_ PTR FAMILY 5.8;100383435;PTN002616592;orthologs	PROTEIN NRT1_ PTR FAMILY 5.8 (PTHR11654:SF82)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
MAIZE|EnsemblGenome=Zm00001eb058370|UniProtKB=A0A804M4I0	Zm00001eb058370	C2H2-type domain-containing protein;100284288;PTN009190838;orthologs	ZINC FINGER PROTEIN 1 (PTHR45988:SF91)	C2H2 zinc finger transcription factor(PC00248)	transcription cis-regulatory region binding(GO:0000976);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
