,AT_PC1,AT_PC2,AT_PC3,AT_ph,AT_cec,AT_maprecip,AT_matemp,AT_am_roots_colonized,AT_am_rel_abundance_colonization,T_soilN
6424,1.454573012,-0.310823428,-0.584246282,65,294,562,7.387500286,0.108668901,0.595904589,675
6434,1.454573012,-0.310823428,-0.584246282,65,294,562,7.387500286,0.108668901,0.595904589,675
6445,1.454573012,-0.310823428,-0.584246282,65,294,562,7.387500286,0.108668901,0.595904589,675
6680,-1.06668265,-0.201557671,-1.202823631,51,259,738,9.745833397,0.217733696,0.714606822,478
6739,-1.537053301,-2.174063896,2.799505888,NA,NA,1104,11.1208334,NA,NA,NA
6740,-1.537053301,-2.174063896,2.799505888,NA,NA,1104,11.1208334,NA,NA,NA
6744,-1.537053301,-2.174063896,2.799505888,NA,NA,1104,11.1208334,NA,NA,NA
6749,1.320883847,-1.765137627,2.731380878,63,242,918,9.087499619,0.007535723,NA,712
6750,1.320883847,-1.765137627,2.731380878,63,242,918,9.087499619,0.007535723,NA,712
6805,-1.581770454,-1.657800724,3.091072103,NA,NA,1128,10.45833302,NA,NA,NA
6806,-1.581770454,-1.657800724,3.091072103,NA,NA,1128,10.45833302,NA,NA,NA
6814,1.545931628,-1.049824434,3.825238435,NA,NA,972,9.850000381,NA,NA,NA
6830,7.646961468,-0.604769953,0.933487388,72,266,291,3.125,0.076333538,0.455108225,459
6897,-2.844334643,0.989241069,0.113822885,56,339,921,12.02916622,NA,NA,925
6898,-1.816177389,-0.328158557,-1.224517437,NA,NA,795,10.6875,NA,NA,NA
6900,1.968916366,-2.493829659,-0.77057034,48,450,654,3.025000095,0.1445999,0.836719394,996
6901,1.968916366,-2.493829659,-0.77057034,48,450,654,3.025000095,0.1445999,0.836719394,996
6903,1.454573012,-0.310823428,-0.584246282,60,290,562,7.345833302,0.108668901,0.595904589,706
6904,1.61327577,0.377176931,-0.509547259,NA,NA,499,9.433333397,NA,NA,NA
6907,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6908,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6909,0.620899938,0.661258796,4.679977957,59,171,1024,13.1208334,0.36166811,0.454545468,340
6911,-3.954750984,10.10560807,-0.943424363,72,157,288,22.70000076,NA,NA,207
6913,1.130859361,-2.600495632,-1.111635761,45,394,717,3.420833349,NA,NA,870
6915,-3.374917188,-2.705866317,-0.348806308,54,309,1065,7.525000095,0.259354115,0.61393708,725
6917,1.258944859,-2.798120333,-1.110962496,45,400,706,NA,0.1445999,0.836719394,797
6918,1.258944859,-2.798120333,-1.110962496,45,400,706,NA,0.1445999,0.836719394,797
6919,-0.525603558,-0.820795365,-1.019840331,66,311,744,8.350000381,NA,NA,542
6920,-0.512114021,-0.745116661,-1.116205985,NA,NA,716,9.154167175,NA,NA,NA
6922,-0.525603558,-0.820795365,-1.019840331,66,311,744,8.350000381,NA,NA,542
6923,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6924,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6926,2.541289258,-1.261464017,2.314306434,53,195,790,6.641666412,0.01008306,NA,848
6927,1.545931628,-1.049824434,3.825238435,NA,NA,972,9.850000381,NA,NA,NA
6929,1.890172722,5.925807199,2.153986136,76,205,492,14.21249962,NA,NA,256
6931,7.646961468,-0.604769953,0.933487388,72,266,291,3.125,0.076333538,0.455108225,459
6932,1.408271884,0.073070335,-1.007487963,NA,NA,527,9.137499809,NA,NA,NA
6933,-1.742692617,2.954365907,0.284669833,62,252,702,14.32083321,NA,NA,492
6938,2.582010391,-2.037395232,0.702185714,NA,NA,677,5.375,NA,NA,NA
6940,-0.55143994,-0.902837556,-0.990692532,58,268,725,8.75,NA,NA,558
6943,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6944,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6945,-2.147368337,-0.582126544,-1.320868904,NA,NA,814,9.691666603,NA,NA,NA
6951,1.421670975,-0.239276643,-0.657666545,54,263,566,7.708333492,0.108668901,0.595904589,653
6956,1.421670975,-0.239276643,-0.657666545,54,263,566,7.708333492,0.108668901,0.595904589,653
6957,1.421670975,-0.239276643,-0.657666545,54,263,566,7.708333492,0.108668901,0.595904589,653
6958,-0.151397182,1.790238855,-0.070789408,69,252,690,10.8791666,NA,NA,530
6959,-2.493940632,1.002407437,-1.616640755,60,289,754,11.38749981,NA,NA,627
6960,-2.493940632,1.002407437,-1.616640755,60,289,754,11.38749981,NA,NA,627
6961,1.246682099,7.173181201,1.020303175,NA,NA,422,14.72916698,NA,NA,NA
6963,1.890172722,5.925807199,2.153986136,75,232,481,15.82083321,NA,NA,360
6966,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6967,-1.541087483,0.701241993,-2.334228737,50,310,668,10.17083359,NA,NA,706
6968,1.20284956,-2.131681665,-1.242591041,49,401,716,5.279166698,NA,NA,889
6969,1.20284956,-2.131681665,-1.242591041,49,401,716,5.279166698,NA,NA,889
6970,-1.522529707,3.137345707,0.130091166,72,269,694,15.0625,NA,NA,380
6971,-1.522529707,3.137345707,0.130091166,72,269,694,15.0625,NA,NA,380
6973,-0.351322916,-1.333786823,-1.734581369,48,269,705,7.212500095,0.116110101,0.607760668,607
6974,-0.351322916,-1.333786823,-1.734581369,48,269,705,7.212500095,0.116110101,0.607760668,607
6975,0.066910408,-0.926800239,0.984193018,51,288,743,8.441666603,0.115457103,0.600958705,672
6976,0.066910408,-0.926800239,0.984193018,51,288,743,8.441666603,0.115457103,0.600958705,672
6979,-3.79806479,-3.793185361,2.815767686,63,342,1284,8.558333397,0.259354115,0.61393708,700
6981,2.386148559,-1.273884328,0.419600168,53,337,617,6.779166698,NA,NA,1053
6982,-1.284238045,-1.243372815,-0.690100269,54,266,760,9.204166412,NA,NA,598
6984,1.454573012,-0.310823428,-0.584246282,65,294,562,7.387500286,0.108668901,0.595904589,675
6986,-2.663600312,-1.178937115,-2.350087734,51,316,806,7.541666508,0.217283905,0.714606822,991
6987,-1.880038571,-0.882982249,0.956744334,65,276,1042,10.32083321,0.116110101,0.607760668,663
6989,-7.292942267,-4.860981091,1.451967638,54,348,1345,7.087500095,0.259354115,0.61393708,906
6990,-1.823613406,-1.05474926,-1.522225445,67,354,813,9.020833015,NA,NA,734
6992,-1.866003924,-1.600638205,-0.673116824,52,259,878,9.324999809,0.217733696,0.714606822,604
6997,-1.427811351,-0.189820405,-1.496849115,61,318,781,9.6875,0.138856202,0.642683983,550
7000,-0.647699437,-1.359352926,-0.958480255,61,292,754,8.054166794,0.102368899,0.649352252,581
7002,-1.134348356,-0.203293771,-1.124343858,59,270,734,10.15833378,0.138856202,0.642683983,487
7003,-2.951594042,-3.060988079,1.301615808,64,276,985,9.537500381,0.102368899,0.649352252,518
7008,-1.78061486,-0.49941769,-1.384346117,NA,NA,799,9.795833588,0.217733696,0.714606822,NA
7013,0.689090634,0.164497485,-1.137724986,NA,NA,564,9.237500191,NA,NA,NA
7014,-10.83135288,-6.514342328,4.316903872,43,375,2180,7.520833492,0.217283905,0.714606822,1619
7025,0.560302002,1.78789837,1.024674192,NA,NA,723,13.9416666,NA,NA,NA
7026,-8.037379247,-4.914614514,2.109711198,47,407,1500,8.387499809,NA,NA,1342
7028,-2.287634518,-1.498806079,-0.479952073,64,251,862,8.375,0.102368899,0.649352252,423
7031,-0.251567445,0.036419703,-0.63843804,NA,NA,660,10.01666641,0.201674193,0.646012485,NA
7033,-0.578752221,4.294704936,2.235889841,62,240,744,9.783332825,0.548255324,0.253591448,407
7036,-2.184476893,-1.70486605,-0.422095982,59,320,899,7.800000191,0.259354115,0.61393708,611
7058,-5.425157636,-1.519085298,-0.702244596,50,365,1187,8.920833588,0.217733696,0.714606822,908
7061,-3.947172412,-1.787247209,-1.383003602,57,274,1069,8.649999619,0.323936909,0.809260368,751
7062,-0.55143994,-0.902837556,-0.990692532,NA,NA,725,9.304166794,NA,NA,NA
7063,-1.815310638,8.493388386,-3.993580514,NA,NA,155,17.69583321,NA,NA,NA
7064,-1.681996361,0.223087231,-2.454054592,58,277,605,10.28333378,NA,NA,645
7067,-1.022523721,5.56364756,0.174531223,NA,NA,534,17.66250038,NA,NA,NA
7068,-0.350707433,5.259051699,-0.557278402,73,255,390,15.5041666,NA,NA,289
7071,-0.668857744,0.979247897,-1.725975904,68,247,621,10.71666622,NA,NA,664
7072,2.893594248,-2.210831213,0.353513937,NA,NA,632,5.037499905,NA,NA,NA
7077,-4.570634294,3.460113539,2.068329966,65,218,1132,15.45416641,0.190853894,0.394863456,387
7081,-4.085632214,4.650817557,1.533774199,NA,NA,974,16.0625,NA,NA,NA
7092,-0.724488366,0.466457332,-1.697300856,NA,NA,637,10.54166698,NA,NA,NA
7094,0.018971142,0.365759806,-0.667618909,NA,NA,697,10.17500019,NA,NA,NA
7096,-0.762086497,0.153765203,0.035092398,NA,NA,798,10.72500038,NA,NA,NA
7102,-2.038934611,-1.774663158,-0.559871109,55,297,908,8.337499619,0.115457103,0.600958705,688
7103,1.454573012,-0.310823428,-0.584246282,52,287,559,7.208333492,0.108668901,0.595904589,704
7106,0.366461495,-0.144521969,-0.188049713,NA,NA,652,10.11666679,NA,NA,NA
7107,-1.910479721,-0.281411194,-3.414452745,NA,NA,651,9.037500381,0.217733696,0.714606822,NA
7109,-1.863415306,0.252525786,-2.284311132,62,327,641,10.32916641,NA,NA,658
7111,-1.838109102,-0.559599659,-2.878669197,57,346,671,8.479166985,NA,NA,908
7117,-1.526735289,-1.608717486,-1.391337371,63,284,796,8.104166985,NA,NA,549
7119,0.018971142,0.365759806,-0.667618909,52,293,593,10.07916641,NA,NA,640
7120,0.018971142,0.365759806,-0.667618909,52,293,593,10.07916641,NA,NA,640
7125,-0.231970364,-0.62140253,0.017484877,NA,NA,738,8.795833588,0.108668901,0.595904589,NA
7126,1.58734114,-2.139522185,-0.948005209,47,451,661,4.954166412,NA,NA,1100
7127,1.747913333,-1.918729477,-0.254395626,62,398,710,5.533333302,0.091873683,0.869879961,934
7130,-0.777419585,0.803798835,-0.438290006,66,352,734,11.82916641,NA,NA,564
7133,-0.251567445,0.036419703,-0.63843804,NA,NA,642,10.52916622,0.201674193,0.646012485,NA
7138,-0.29302965,-0.18021479,-0.850484588,65,260,836,9.141666412,NA,NA,488
7143,-1.147467729,-0.14453609,-1.059170282,NA,NA,753,10.17500019,NA,NA,NA
7147,-0.147552399,-0.335739266,-1.014935875,NA,NA,670,9.554166794,NA,NA,NA
7158,0.244960264,-0.777332734,2.021846672,NA,NA,846,9.041666985,NA,NA,NA
7160,2.137809302,-0.947925765,2.866211616,NA,NA,874,8.170833588,NA,NA,NA
7161,-0.223447379,-0.566223586,-1.128061359,NA,NA,726,8.595832825,NA,NA,NA
7162,-1.151275732,-1.201290815,-0.799717125,61,265,792,8.887499809,NA,NA,647
7163,-0.196212657,-0.048694409,-0.992320237,NA,NA,656,9.712499619,NA,NA,NA
7164,-0.025596471,-0.706333809,-2.494643689,NA,NA,597,8.783333778,NA,NA,NA
7165,-3.504982325,-2.649796436,-0.006055104,NA,NA,1134,8.225000381,0.259354115,0.61393708,NA
7169,-1.301635436,-1.544996933,-1.009729344,56,245,831,8.324999809,NA,NA,530
7177,0.834785943,-1.089626232,-0.253994795,48,264,647,7.316666603,0.108668901,0.595904589,662
7181,0.33348492,-0.234127555,-0.803994668,NA,NA,657,9.762499809,NA,NA,NA
7183,7.881693565,-3.264473614,-3.899410173,NA,NA,104,-11.48750019,0.155291706,0.378976703,NA
7186,1.708513078,-1.143980861,-0.492854899,65,328,611,7.058333397,NA,NA,849
7192,-7.994420095,-3.612611062,1.131158714,NA,NA,1450,9.712499619,NA,NA,NA
7199,-1.161201618,-0.171180703,-0.703559487,NA,NA,810,10.89166641,NA,NA,NA
7202,-0.653311321,-0.913347185,-0.876518982,NA,NA,788,9.462499619,0.102368899,0.649352252,NA
7203,-1.316068936,-2.315681775,0.513097725,60,272,926,7.883333206,0.212374896,0.51607579,418
7207,-4.329954524,-2.619933382,7.816550624,NA,NA,1600,15.73333359,NA,NA,NA
7208,-6.233522641,-2.958008504,0.358195646,51,372,1396,8.199999809,0.217283905,0.714606822,1152
7209,1.408271884,0.073070335,-1.007487963,NA,NA,527,9.079166412,NA,NA,NA
7213,1.408271884,0.073070335,-1.007487963,NA,NA,527,9.137499809,NA,NA,NA
7217,-1.826068098,0.969918313,-1.708613459,61,249,678,10.72499943,NA,NA,644
7218,-2.241113255,-0.794711304,-1.093344382,NA,NA,835,9.770833015,0.217733696,0.714606822,NA
7223,-0.29302965,-0.18021479,-0.850484588,NA,NA,674,9.595832825,NA,NA,NA
7231,-0.29302965,-0.18021479,-0.850484588,NA,NA,674,9.595832825,NA,NA,NA
7244,-0.122204897,-0.108877639,-0.993438369,NA,NA,587,10.5583334,NA,NA,NA
7248,-2.641632415,-1.930578881,2.033590555,48,508,1177,10.16250038,0.131016105,0.528501987,1430
7250,-0.634533765,-1.05742371,-0.916734282,66,288,725,8.591667175,0.115457103,0.600958705,492
7255,1.421655723,-0.687535401,0.112415361,60,236,622,7.595833302,NA,NA,971
7258,-0.641836895,-1.028205514,-0.962148999,63,227,685,8.904166222,0.115457103,0.600958705,663
7268,0.196126898,-0.159509925,-1.274412122,48,288,582,8.854166985,NA,NA,765
7276,-0.653311321,-0.913347185,-0.876518982,NA,NA,676,9.675000191,0.102368899,0.649352252,NA
7280,-0.918173795,-0.785999486,-1.237291403,55,272,757,9.220832825,0.217733696,0.714606822,567
7282,-0.29302965,-0.18021479,-0.850484588,64,266,713,9.399999619,NA,NA,587
7287,-0.79087143,-0.790051317,-1.538821349,54,299,720,8.941666603,0.217733696,0.714606822,650
7288,-10.26241333,-8.423370019,5.771738576,NA,NA,2318,7.074999809,NA,NA,NA
7296,2.093486803,-2.390827823,0.062218679,56,309,697,4.716666698,0.091873683,0.869879961,1085
7298,-1.349387948,-4.271737914,-0.041565197,55,482,1084,-3.270833254,0.259354115,0.61393708,1157
7305,-0.223447379,-0.566223586,-1.128061359,56,298,710,8.6875,NA,NA,513
7306,-6.443621403,-0.870532791,2.776971162,NA,NA,1491,10.02916622,NA,NA,NA
7307,-4.108277934,0.520630173,-0.981768517,NA,NA,939,11.64166641,NA,NA,NA
7314,-5.559919727,-2.617122062,-0.095134052,NA,NA,1173,NA,NA,NA,NA
7316,-1.714994189,-0.437374317,-1.47758732,45,220,802,9.541666985,NA,NA,285
7319,-0.350707433,5.259051699,-0.557278402,73,255,390,15.5041666,NA,NA,289
7320,-2.280530917,0.570772015,-1.838871124,NA,NA,733,11.20416641,NA,NA,NA
7322,2.649018221,-2.147068324,0.216194872,54,369,644,4.470833302,0.091744311,0.888089359,1165
7323,3.153203516,-0.32905814,0.501487681,69,316,524,7.625,NA,NA,801
7327,-1.167776909,3.710317614,-0.335492188,NA,NA,654,15.19583321,NA,NA,NA
7328,-1.167776909,3.710317614,-0.335492188,NA,NA,654,15.19583321,NA,NA,NA
7332,-6.423239355,0.207994014,3.81394624,54,224,1304,9.925000191,0.01067484,NA,1082
7333,0.416163277,-1.248564526,-0.114753518,62,283,749,7.849999905,0.201674193,0.646012485,699
7337,-3.029599553,-2.016196781,0.084962193,NA,NA,998,8.845833778,0.201674193,0.646012485,NA
7342,-2.878863386,-0.401775922,-2.175382661,NA,NA,887,9.816666603,NA,NA,NA
7343,0.697759427,0.184871217,-1.147119524,NA,NA,555,9.633333206,NA,NA,NA
7344,-1.713091511,-2.193154075,1.729385836,NA,NA,1018,9.566666603,NA,NA,NA
7346,0.844884321,0.779799026,-0.814705452,NA,NA,550,9.741666794,NA,NA,NA
7347,2.889075408,-2.095535305,0.564825925,65,430,641,5.487500191,NA,NA,1205
7349,1.052681463,-0.3932373,-0.191691101,57,254,632,7.445833206,NA,NA,906
7350,-4.004418741,2.169589554,1.888073544,NA,NA,1124,11.0666666,NA,NA,NA
7353,-2.233000513,-0.759108617,-1.207179117,NA,NA,838,10.0666666,NA,NA,NA
7354,0.075723408,-1.35244006,-1.630472493,42,277,668,6.4375,0.138856202,0.642683983,783
7356,1.906748291,-0.546092207,3.293044344,NA,NA,854,10.30416679,NA,NA,NA
7358,1.906748291,-0.546092207,3.293044344,NA,NA,854,10.30416679,NA,NA,NA
7359,1.906748291,-0.546092207,3.293044344,NA,NA,854,10.30416679,NA,NA,NA
7372,-3.625244148,-5.233132882,2.3376285,62,345,1302,8.266666412,0.259354115,0.61393708,970
7373,-5.292408283,-3.771533602,8.881763839,52,223,1957,14.17083359,0.246142998,0.151084796,374
7377,2.137809302,-0.947925765,2.866211616,50,149,868,7.900000095,NA,NA,698
7378,-1.94899488,-1.15845645,1.115764482,58,253,910,10.78333378,NA,NA,626
7382,-1.772487058,-0.387289986,-1.310826009,NA,NA,791,9.970833778,0.217733696,0.714606822,NA
7383,-6.443621403,-0.870532791,2.776971162,NA,NA,1491,10.02916622,NA,NA,NA
7384,-1.890230543,-0.526026361,-1.205302306,NA,NA,815,9.929166794,0.217733696,0.714606822,NA
7387,-4.684842512,-2.421437997,-0.766608995,54,334,1068,8.166666985,0.259354115,0.61393708,826
7394,2.010820239,0.269637382,-0.670658663,NA,NA,481,8.262499809,NA,NA,NA
7396,2.386148559,-1.273884328,0.419600168,53,337,617,6.779166698,NA,NA,1053
7404,-0.280713663,-0.323937386,-0.811684932,NA,NA,679,9.375,0.138856202,0.642683983,NA
7411,-2.306476186,-3.139185941,2.110775631,64,309,1103,7.483333588,0.259354115,0.61393708,773
7413,1.714462528,-1.583294932,-0.303567415,NA,NA,658,6.520833492,0.1245846,0.85900563,NA
7415,-0.001117292,-0.251235741,-0.718284645,NA,NA,645,9.666666985,NA,NA,NA
7416,-1.773602994,3.485351189,2.351950173,58,190,865,8.741666794,0.407858908,0.556882322,287
7417,-2.239732778,-2.331388124,2.00082619,NA,NA,1104,9.595833778,NA,NA,NA
7418,-2.239732778,-2.331388124,2.00082619,NA,NA,1104,9.595833778,NA,NA,NA
7419,-0.55143994,-0.902837556,-0.990692532,66,275,717,8.912500381,NA,NA,629
7424,1.61327577,0.377176931,-0.509547259,NA,NA,499,9.433333397,NA,NA,NA
7430,-1.409001208,-0.600808067,-0.739723344,67,256,787,9.795833588,NA,NA,680
7461,0.834785943,-1.089626232,-0.253994795,48,264,647,7.316666603,0.108668901,0.595904589,662
7475,-0.645357244,-2.261490149,4.124308718,NA,NA,1147,10.4416666,NA,NA,NA
7477,-2.254398855,-2.018716343,3.162700864,NA,NA,1207,10.15416718,0.457776099,0.482345521,NA
7514,1.271967044,-1.215637475,3.736773002,61,210,991,9.745833397,NA,NA,843
7515,1.271967044,-1.215637475,3.736773002,61,210,991,9.745833397,NA,NA,843
7516,-0.018507754,-0.784371273,-2.529092826,59,326,630,NA,NA,NA,757
7517,-0.018507754,-0.784371273,-2.529092826,59,326,630,NA,NA,NA,757
7520,1.067836714,-0.885282611,-0.595959897,65,262,596,6.829166412,0.108668901,0.595904589,739
7521,1.067836714,-0.885282611,-0.595959897,65,262,596,6.829166412,0.108668901,0.595904589,739
7523,1.273913502,-1.116396926,3.23138438,60,183,965,9.550000191,0.131016105,0.528501987,901
7525,0.860454431,-1.106424525,2.359853388,NA,NA,960,9.574999809,NA,NA,NA
7529,0.860454431,-1.106424525,2.359853388,NA,NA,960,9.600000381,NA,NA,NA
7530,0.860454431,-1.106424525,2.359853388,NA,NA,960,9.600000381,NA,NA,NA
7566,1.233951782,-1.045988852,3.047292279,60,193,955,9.600000381,NA,NA,749
7568,1.233951782,-1.045988852,3.047292279,60,193,955,9.600000381,NA,NA,749
7717,1.545931628,-1.049824434,3.825238435,61,235,972,9.858333588,NA,NA,852
7757,1.545931628,-1.049824434,3.825238435,61,235,972,9.858333588,NA,NA,852
7767,1.545931628,-1.049824434,3.825238435,61,235,972,9.858333588,NA,NA,852
7917,1.273913502,-1.116396926,3.23138438,60,183,965,9.550000191,0.131016105,0.528501987,901
7947,1.273913502,-1.116396926,3.23138438,60,183,965,9.550000191,0.131016105,0.528501987,901
8037,1.480322747,-1.123873002,3.950355132,61,240,979,9.854166985,NA,NA,1051
8057,1.480322747,-1.123873002,3.950355132,61,240,979,9.854166985,NA,NA,1051
8077,1.480322747,-1.123873002,3.950355132,61,240,979,9.854166985,NA,NA,1051
8132,0.860454431,-1.106424525,2.359853388,NA,NA,960,9.574999809,NA,NA,NA
8171,0.860454431,-1.106424525,2.359853388,NA,NA,960,9.574999809,NA,NA,NA
8214,-1.012091475,0.647291078,-2.011818625,55,240,630,10.5666666,0.116110101,0.607760668,668
8222,0.418724085,-0.523973322,-2.358274489,62,360,560,7.595833302,NA,NA,981
8227,1.397523774,-2.753590887,-1.199650777,44,407,677,3.504166603,0.1445999,0.836719394,862
8230,1.113422276,-0.572058695,-2.102478014,63,358,514,7.183333397,NA,NA,931
8231,0.199554303,-0.869900305,-2.588531664,64,317,581,7.341666698,NA,NA,758
8233,1.629157436,-0.915990831,3.743478936,NA,NA,968,9.816666603,NA,NA,NA
8234,0.199554303,-0.869900305,-2.588531664,44,316,600,7.258333206,NA,NA,710
8235,0.915042415,0.154381461,0.858550757,67,242,653,9.612500191,0.183952406,0.707933247,837
8236,1.356719029,-0.500823813,-0.587456044,52,262,573,7.120833397,NA,NA,711
8237,0.199607796,-0.597874483,-2.267770384,66,272,652,8.116666794,NA,NA,531
8238,-2.684077993,0.240281359,-1.830789666,60,288,726,9.949999809,0.217733696,0.714606822,518
8239,-1.476008782,-0.507245793,-0.341585388,NA,NA,810,10.85416698,NA,NA,NA
8240,-0.079319424,-0.862683961,-2.030104443,NA,NA,642,8.279166222,NA,NA,NA
8241,-0.877260532,-1.561344526,-1.81426561,48,248,793,6.929166794,0.116110101,0.607760668,529
8242,0.609239579,-0.375026297,-2.939061748,63,348,562,7.554166794,NA,NA,913
8243,-2.050307567,2.810914839,1.848559786,NA,NA,920,15.22083378,NA,NA,NA
8244,-0.63332231,0.63794345,-1.52063265,NA,NA,626,11.0666666,NA,NA,NA
8246,-2.906425677,0.813158354,5.834662865,50,161,1194,16.17083359,NA,NA,339
8247,-0.877108776,-1.517470543,-1.582368622,45,257,777,7.050000191,0.116110101,0.607760668,764
8249,1.067606921,-1.012774932,-0.786416859,47,323,633,6.224999905,0.143924206,0.642683983,873
8256,-0.945611999,-2.098144625,-0.800954012,NA,NA,775,7.579166889,NA,NA,NA
8258,-0.945611999,-2.098144625,-0.800954012,NA,NA,775,7.579166889,NA,NA,NA
8259,-0.945611999,-2.098144625,-0.800954012,NA,NA,775,7.579166889,NA,NA,NA
8264,-1.666530281,3.206737523,0.582142291,70,241,723,14.96249962,NA,NA,387
8283,-0.69112451,-1.474807475,-1.98960835,62,267,704,7.516666889,0.116110101,0.607760668,554
8284,1.454573012,-0.310823428,-0.584246282,64,277,559,7.395833492,0.108668901,0.595904589,556
8285,1.454573012,-0.310823428,-0.584246282,64,277,559,7.395833492,0.108668901,0.595904589,556
8290,0.018971142,0.365759806,-0.667618909,52,293,593,10.07916641,NA,NA,640
8297,-2.401748007,-1.56166178,1.131570988,NA,NA,993,10.21249962,NA,NA,NA
8306,-0.877108776,-1.517470543,-1.582368622,53,283,777,7.154166698,0.116110101,0.607760668,653
8307,-0.877108776,-1.517470543,-1.582368622,NA,NA,777,7.154166698,0.116110101,0.607760668,NA
8311,-3.119097924,-5.443965907,1.861824612,52,431,1309,4.458333492,0.201674193,0.646012485,985
8312,-0.985554699,-0.597684331,-0.337408985,62,244,845,9,NA,NA,550
8326,0.418724085,-0.523973322,-2.358274489,62,360,560,7.595833302,NA,NA,981
8334,-0.079319424,-0.862683961,-2.030104443,NA,NA,642,8.237500191,NA,NA,NA
8335,-0.079319424,-0.862683961,-2.030104443,NA,NA,642,8.1875,NA,NA,NA
8337,-1.639215466,0.366425655,1.32777211,70,256,878,13.48750019,NA,NA,643
8343,-1.279880478,1.62305839,-0.91618929,64,315,669,11.28333378,NA,NA,593
8351,1.405925897,-1.481470329,-1.208202624,51,432,623,5.616666794,NA,NA,887
8354,5.095200197,-2.863663302,1.177576846,NA,NA,611,1.883333325,0.2362279,0.447474033,NA
8357,-1.229629213,3.758024495,0.151238669,NA,NA,612,14.82499981,NA,NA,NA
8365,1.743537647,0.763108064,-0.167289076,70,217,531,8.770833015,NA,NA,590
8366,-0.641836895,-1.028205514,-0.962148999,63,227,685,8.904166222,0.115457103,0.600958705,663
8369,-0.377099302,-1.180117198,-1.786390083,63,283,694,7.858333111,NA,NA,871
8376,1.397523774,-2.753590887,-1.199650777,NA,NA,702,NA,0.1445999,0.836719394,NA
8386,-0.520703611,-2.081521332,-1.331524209,NA,NA,759,7.408333302,NA,NA,NA
8387,1.727358578,-0.887595865,-1.364401975,NA,NA,562,6.595833302,NA,NA,NA
8419,1.714462528,-1.583294932,-0.303567415,NA,NA,658,6.520833492,0.1245846,0.85900563,NA
8420,0.129915261,0.421768684,-0.838881839,68,310,615,10.33749962,0.102368899,0.649352252,601
8422,0.576258241,-0.512539011,-1.935494089,64,306,572,7.408333302,NA,NA,850
8424,7.881693565,-3.264473614,-3.899410173,NA,NA,104,-11.48750019,0.155291706,0.378976703,NA
8426,-0.351322916,-1.333786823,-1.734581369,56,272,705,7.220833302,0.116110101,0.607760668,609
8427,-0.351322916,-1.333786823,-1.734581369,48,269,705,7.212500095,0.116110101,0.607760668,607
8464,1.137119747,-1.178510788,3.146982983,NA,NA,980,9.824999809,NA,NA,NA
8483,1.137119747,-1.178510788,3.146982983,NA,NA,980,9.824999809,NA,NA,NA
8699,1.273913502,-1.116396926,3.23138438,60,183,965,9.550000191,0.131016105,0.528501987,901
8723,1.273913502,-1.116396926,3.23138438,60,183,965,9.550000191,0.131016105,0.528501987,901
9027,0.860454431,-1.106424525,2.359853388,NA,NA,960,9.574999809,NA,NA,NA
9057,-0.351322916,-1.333786823,-1.734581369,NA,NA,705,7.220833302,0.116110101,0.607760668,NA
9058,1.108353734,-0.780331374,-1.263271152,NA,NA,583,6.949999809,NA,NA,NA
9067,-1.255561939,2.957697644,2.220691202,63,255,927,14.0625,0.062926672,NA,534
9069,-1.255561939,2.957697644,2.220691202,63,255,927,14.0625,0.062926672,NA,534
9070,-1.255561939,2.957697644,2.220691202,63,255,927,14.0625,0.062926672,NA,534
9075,0.316712121,2.701567384,0.736788497,62,247,692,12.4333334,0.159026906,0.583333313,454
9078,0.316712121,2.701567384,0.736788497,62,247,692,12.4333334,0.159026906,0.583333313,454
9079,0.316712121,2.701567384,0.736788497,63,238,692,12.08749962,0.159026906,0.583333313,522
9081,0.316712121,2.701567384,0.736788497,63,238,692,12.08749962,0.159026906,0.583333313,522
9084,0.316712121,2.701567384,0.736788497,63,238,692,12.08749962,0.159026906,0.583333313,522
9085,0.316712121,2.701567384,0.736788497,63,238,692,12.08749962,0.159026906,0.583333313,522
9089,-0.833951159,3.440819419,1.900562006,70,244,734,14.34583282,NA,NA,460
9091,-0.833951159,3.440819419,1.900562006,70,244,734,14.34583282,NA,NA,460
9095,0.031469829,3.457320875,1.483029365,67,258,696,13.71666718,0.075534217,0.689655185,439
9099,0.031469829,3.457320875,1.483029365,67,258,696,13.71666718,0.075534217,0.689655185,439
9100,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9102,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9103,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9104,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
9105,1.331220497,1.407204391,2.200011221,63,265,758,12.16250038,0.159026906,0.583333313,578
