Phenotype,Orthogroup,Gene_count,Maize_gene,Maize_pvalue_max,Sorghum_gene,Sorghum_pvalue_max,Rice_gene,Rice_pvalue_max,Barley_gene,Barley_pvalue_max,Arabidopsis_gene,Arabidopsis_pvalue_max
pH,534116at2759,3,,,,,LOC_Os08g05290,LOC_Os08g05290:0.00126721,HORVU.MOREX.r3.3HG0284930,HORVU.MOREX.r3.3HG0284930:0.000140514,AT5G16530,AT5G16530:0.00302725
pH,534134at2759,3,Zm00001eb370850,Zm00001eb370850:0.00121455,,,,,HORVU.MOREX.r3.1HG0077430,HORVU.MOREX.r3.1HG0077430:7.95973e-06,AT1G28520,AT1G28520:0.00200972
pH,534225at2759,3,,,SORBI_3010G092600,SORBI_3010G092600:0.00117426,,,HORVU.MOREX.r3.7HG0751150,HORVU.MOREX.r3.7HG0751150:0.000918794,AT5G37820,AT5G37820:0.000276887
pH,589535at2759,3,Zm00001eb353520,Zm00001eb353520:0.00211849,,,,,HORVU.MOREX.r3.4HG0332500;HORVU.MOREX.r3.4HG0332520,HORVU.MOREX.r3.4HG0332500:0.000322456;HORVU.MOREX.r3.4HG0332520:0.000322456,AT3G21510;AT3G29350,AT3G21510:0.00287816;AT3G29350:0.00210538
pH,592385at2759,3,Zm00001eb096900,Zm00001eb096900:0.00218807,,,,,HORVU.MOREX.r3.5HG0482670,HORVU.MOREX.r3.5HG0482670:0.00196796,AT5G17420,AT5G17420:0.000809051
pH,595988at2759,3,,,SORBI_3003G418500,SORBI_3003G418500:0.00143202,,,HORVU.MOREX.r3.3HG0314660,HORVU.MOREX.r3.3HG0314660:0.000215387,AT3G02000,AT3G02000:0.00254238
pH,604461at2759,3,Zm00001eb006360,Zm00001eb006360:0.00253284,SORBI_3006G217500,SORBI_3006G217500:7.79354e-05,,,HORVU.MOREX.r3.4HG0405940,HORVU.MOREX.r3.4HG0405940:8.01598e-05,,
pH,612172at2759,3,Zm00001eb103330,Zm00001eb103330:0.00146799,SORBI_3002G272900,SORBI_3002G272900:0.00141481,,,,,AT3G61890,AT3G61890:0.0026745
pH,612680at2759,3,Zm00001eb226450,Zm00001eb226450:0.00124698,,,,,HORVU.MOREX.r3.3HG0242370;HORVU.MOREX.r3.7HG0728870,HORVU.MOREX.r3.3HG0242370:0.000173822;HORVU.MOREX.r3.7HG0728870:0.00205404,AT2G01850;AT3G23730;AT3G25050;AT4G14130;AT5G57530;AT5G57540,AT2G01850:0.00245637;AT3G23730:0.00204303;AT3G25050:0.00313951;AT4G14130:0.0030412;AT5G57530:0.00209021;AT5G57540:0.00133922
pH,612984at2759,3,Zm00001eb154860,Zm00001eb154860:0.00250144,,,,,HORVU.MOREX.r3.3HG0285000,HORVU.MOREX.r3.3HG0285000:0.000344976,AT1G18840,AT1G18840:0.00103311
pH,614903at2759,3,Zm00001eb158690;Zm00001eb254390,Zm00001eb158690:0.00030343;Zm00001eb254390:0.00211995,,,,,HORVU.MOREX.r3.7HG0666880,HORVU.MOREX.r3.7HG0666880:0.00212136,AT1G73590,AT1G73590:0.00365857
pH,627237at2759,3,Zm00001eb053220;Zm00001eb251130;Zm00001eb289290;Zm00001eb371840,Zm00001eb053220:0.00236421;Zm00001eb251130:0.00336465;Zm00001eb289290:0.00303075;Zm00001eb371840:0.00401871,,,,,HORVU.MOREX.r3.1HG0041600;HORVU.MOREX.r3.4HG0334860,HORVU.MOREX.r3.1HG0041600:0.000717464;HORVU.MOREX.r3.4HG0334860:0.0025922,AT1G59740;AT1G68570;AT3G45680;AT5G46050;AT5G62680,AT1G59740:0.00311123;AT1G68570:0.00335601;AT3G45680:0.00146973;AT5G46050:0.00102289;AT5G62680:0.00200929
pH,627709at2759,3,Zm00001eb058360,Zm00001eb058360:0.00483507,,,LOC_Os03g07640,LOC_Os03g07640:0.000631316,,,AT2G30090,AT2G30090:0.00365447
pH,628161at2759,3,Zm00001eb177190;Zm00001eb275670;Zm00001eb285310;Zm00001eb314120,Zm00001eb177190:0.00388627;Zm00001eb275670:0.00331029;Zm00001eb285310:0.00173498;Zm00001eb314120:0.000275895,SORBI_3004G319000,SORBI_3004G319000:0.00069345,,,,,AT2G05920,AT2G05920:0.000883306
pH,630011at2759,3,Zm00001eb075380;Zm00001eb186130,Zm00001eb075380:0.000292836;Zm00001eb186130:0.000841045,SORBI_3002G273200,SORBI_3002G273200:0.00141481,,,,,AT3G43210,AT3G43210:0.00319804
pH,630255at2759,3,Zm00001eb237190;Zm00001eb414790;Zm00001eb423960,Zm00001eb237190:0.00383791;Zm00001eb414790:9.56596e-05;Zm00001eb423960:0.00101287,,,,,HORVU.MOREX.r3.6HG0611640,HORVU.MOREX.r3.6HG0611640:0.00277267,AT5G45780,AT5G45780:0.00308671
pH,632146at2759,3,Zm00001eb117130,Zm00001eb117130:0.00145073,,,,,HORVU.MOREX.r3.4HG0333180,HORVU.MOREX.r3.4HG0333180:0.00132362,AT5G58090,AT5G58090:0.000742772
pH,633248at2759,3,Zm00001eb052610;Zm00001eb218110;Zm00001eb430930,Zm00001eb052610:0.00116415;Zm00001eb218110:0.00333416;Zm00001eb430930:0.000714533,,,,,HORVU.MOREX.r3.2HG0190400,HORVU.MOREX.r3.2HG0190400:6.11069e-05,AT1G16520,AT1G16520:0.0011576
pH,635728at2759,3,Zm00001eb080050;Zm00001eb366300,Zm00001eb080050:0.00119483;Zm00001eb366300:0.000571433,SORBI_3003G376000,SORBI_3003G376000:0.000755179,,,,,AT1G44100;AT5G09220;AT5G63850,AT1G44100:0.00381109;AT5G09220:0.00224807;AT5G63850:0.00391709
pH,638845at2759,3,,,SORBI_3003G418700,SORBI_3003G418700:0.00143202,LOC_Os05g05740,LOC_Os05g05740:0.000925686,HORVU.MOREX.r3.3HG0314780,HORVU.MOREX.r3.3HG0314780:0.000832061,,
pH,645834at2759,3,,,,,LOC_Os01g01280,LOC_Os01g01280:4.59409e-05,HORVU.MOREX.r3.3HG0222330,HORVU.MOREX.r3.3HG0222330:0.000671043,AT1G48000,AT1G48000:0.00325208
pH,646613at2759,3,Zm00001eb061410;Zm00001eb070560;Zm00001eb242750;Zm00001eb332460,Zm00001eb061410:0.00122565;Zm00001eb070560:0.00081204;Zm00001eb242750:0.00444172;Zm00001eb332460:0.000741357,SORBI_3006G217100,SORBI_3006G217100:7.79354e-05,,,HORVU.MOREX.r3.2HG0106600;HORVU.MOREX.r3.4HG0332000,HORVU.MOREX.r3.2HG0106600:2.92029e-06;HORVU.MOREX.r3.4HG0332000:0.000254192,,
pH,648061at2759,3,Zm00001eb056870,Zm00001eb056870:0.00155419,,,,,HORVU.MOREX.r3.5HG0509760,HORVU.MOREX.r3.5HG0509760:0.000359724,AT4G14550,AT4G14550:0.00040973
pH,650970at2759,3,Zm00001eb070460;Zm00001eb207430;Zm00001eb389550,Zm00001eb070460:0.000299293;Zm00001eb207430:0.00206607;Zm00001eb389550:0.00238732,,,,,HORVU.MOREX.r3.2HG0195290,HORVU.MOREX.r3.2HG0195290:0.000267429,AT1G16670;AT1G52540,AT1G16670:6.49252e-05;AT1G52540:1.37066e-05
pH,651258at3193,3,Zm00001eb244120;Zm00001eb389440,Zm00001eb244120:0.00279951;Zm00001eb389440:0.0025013,,,,,HORVU.MOREX.r3.2HG0205400,HORVU.MOREX.r3.2HG0205400:9.26616e-05,AT3G27170,AT3G27170:0.00018789
pH,651612at3193,3,Zm00001eb271090,Zm00001eb271090:0.00216089,SORBI_3003G018800,SORBI_3003G018800:0.00262195,,,HORVU.MOREX.r3.7HG0640150,HORVU.MOREX.r3.7HG0640150:0.00232808,,
pH,656098at2759,3,Zm00001eb258660;Zm00001eb336880,Zm00001eb258660:0.00463706;Zm00001eb336880:0.00157901,SORBI_3004G341700,SORBI_3004G341700:0.00124392,,,HORVU.MOREX.r3.6HG0628510,HORVU.MOREX.r3.6HG0628510:0.0012053,,
pH,656798at2759,3,Zm00001eb124830,Zm00001eb124830:0.00221138,SORBI_3001G023800;SORBI_3002G090800,SORBI_3001G023800:0.000221164;SORBI_3002G090800:0.00029485,,,,,AT5G49220,AT5G49220:0.000502925
pH,662695at2759,3,Zm00001eb330910,Zm00001eb330910:0.00310708,,,,,HORVU.MOREX.r3.2HG0111350,HORVU.MOREX.r3.2HG0111350:0.000467831,AT5G07680;AT5G39610,AT5G07680:0.00257354;AT5G39610:0.00389085
pH,665330at2759,3,Zm00001eb360750,Zm00001eb360750:0.00052533,,,LOC_Os01g01410,LOC_Os01g01410:4.59409e-05,HORVU.MOREX.r3.3HG0227830,HORVU.MOREX.r3.3HG0227830:0.00130612,,
pH,679417at2759,3,,,,,LOC_Os02g05120,LOC_Os02g05120:0.000272357,HORVU.MOREX.r3.3HG0311550,HORVU.MOREX.r3.3HG0311550:0.00179534,AT5G50760,AT5G50760:0.00134144
pH,681748at3193,3,Zm00001eb001780;Zm00001eb058000;Zm00001eb070450,Zm00001eb001780:0.00337662;Zm00001eb058000:0.00271963;Zm00001eb070450:0.00453143,SORBI_3001G082700,SORBI_3001G082700:0.00143229,,,,,AT2G21480,AT2G21480:0.00156018
pH,68675at2759,3,,,SORBI_3004G319300,SORBI_3004G319300:0.00069345,,,HORVU.MOREX.r3.3HG0259510,HORVU.MOREX.r3.3HG0259510:0.00177091,AT4G16070,AT4G16070:0.00214401
pH,787554at2759,3,Zm00001eb061860;Zm00001eb093410;Zm00001eb159530;Zm00001eb344900;Zm00001eb394250,Zm00001eb061860:0.00411852;Zm00001eb093410:0.00491871;Zm00001eb159530:0.00260337;Zm00001eb344900:0.00106221;Zm00001eb394250:0.000837782,SORBI_3002G317300;SORBI_3002G377300,SORBI_3002G317300:0.000985138;SORBI_3002G377300:0.00135348,,,,,AT2G41860;AT5G66210,AT2G41860:0.00238339;AT5G66210:0.00205633
pH,788483at2759,3,Zm00001eb433870,Zm00001eb433870:0.00364264,,,,,HORVU.MOREX.r3.5HG0509900,HORVU.MOREX.r3.5HG0509900:0.00112383,AT5G19140,AT5G19140:0.0039016
pH,788495at2759,3,Zm00001eb048420;Zm00001eb186860,Zm00001eb048420:0.00326667;Zm00001eb186860:0.00464164,,,,,HORVU.MOREX.r3.6HG0547090,HORVU.MOREX.r3.6HG0547090:0.00128876,AT2G28930;AT3G01300,AT2G28930:0.00344178;AT3G01300:0.00334316
pH,794814at2759,3,Zm00001eb062530;Zm00001eb116350;Zm00001eb285010;Zm00001eb356710;Zm00001eb403120,Zm00001eb062530:0.00422226;Zm00001eb116350:0.00490517;Zm00001eb285010:0.00164593;Zm00001eb356710:0.00411623;Zm00001eb403120:0.00098291,SORBI_3009G003900,SORBI_3009G003900:0.000520951,,,HORVU.MOREX.r3.1HG0002330;HORVU.MOREX.r3.3HG0228240;HORVU.MOREX.r3.3HG0228250;HORVU.MOREX.r3.3HG0303070,HORVU.MOREX.r3.1HG0002330:0.00253353;HORVU.MOREX.r3.3HG0228240:0.000896004;HORVU.MOREX.r3.3HG0228250:1.29338e-05;HORVU.MOREX.r3.3HG0303070:0.000548678,,
pH,86320at2759,3,Zm00001eb191170,Zm00001eb191170:0.00464203,,,LOC_Os03g01490,LOC_Os03g01490:0.00122313,HORVU.MOREX.r3.6HG0630410,HORVU.MOREX.r3.6HG0630410:0.00214684,,
pH,99759at2759,3,Zm00001eb131150,Zm00001eb131150:8.35058e-05,SORBI_3003G153600,SORBI_3003G153600:0.00293664,,,HORVU.MOREX.r3.1HG0011020;HORVU.MOREX.r3.7HG0654590,HORVU.MOREX.r3.1HG0011020:0.000101178;HORVU.MOREX.r3.7HG0654590:0.00150802,,
pH,100039at38820,2,Zm00001eb031730,Zm00001eb031730:0.00135942,,,LOC_Os12g06140,LOC_Os12g06140:1.47548e-05,,,,
pH,100198at38820,2,Zm00001eb195650,Zm00001eb195650:0.000287952,SORBI_3005G017500,SORBI_3005G017500:0.000280947,,,,,,
pH,101001at38820,2,Zm00001eb428510,Zm00001eb428510:0.00146559,,,,,HORVU.MOREX.r3.2HG0186500,HORVU.MOREX.r3.2HG0186500:6.84241e-06,,
pH,101263at38820,2,Zm00001eb366460,Zm00001eb366460:0.00201675,,,LOC_Os01g08750,LOC_Os01g08750:0.00129655,,,,
pH,101287at38820,2,,,SORBI_3001G389700,SORBI_3001G389700:0.000484448,,,HORVU.MOREX.r3.4HG0380510,HORVU.MOREX.r3.4HG0380510:0.00264351,,
pH,102375at38820,2,Zm00001eb128760,Zm00001eb128760:0.0020474,,,,,HORVU.MOREX.r3.3HG0256690,HORVU.MOREX.r3.3HG0256690:0.000208429,,
pH,103836at38820,2,,,SORBI_3005G047500,SORBI_3005G047500:0.00218964,,,HORVU.MOREX.r3.4HG0349520,HORVU.MOREX.r3.4HG0349520:0.0010535,,
pH,104013at38820,2,Zm00001eb006550,Zm00001eb006550:0.0047498,,,LOC_Os03g01870,LOC_Os03g01870:0.00115416,,,,
pH,104239at38820,2,Zm00001eb163910,Zm00001eb163910:0.00436227,,,LOC_Os11g01154,LOC_Os11g01154:0.000175152,,,,
pH,104270at38820,2,Zm00001eb110030,Zm00001eb110030:0.00298654,SORBI_3001G359800,SORBI_3001G359800:0.00205201,,,,,,
pH,104997at38820,2,,,,,LOC_Os09g04460,LOC_Os09g04460:0.000720278,HORVU.MOREX.r3.2HG0106230,HORVU.MOREX.r3.2HG0106230:0.00186313,,
pH,105139at38820,2,Zm00001eb161950,Zm00001eb161950:0.000187126,,,,,HORVU.MOREX.r3.3HG0271290,HORVU.MOREX.r3.3HG0271290:0.000817043,,
pH,105469at38820,2,Zm00001eb260320,Zm00001eb260320:9.91118e-05,SORBI_3007G008400,SORBI_3007G008400:0.00113612,,,,,,
pH,105502at38820,2,,,SORBI_3001G083000,SORBI_3001G083000:0.00143229,,,HORVU.MOREX.r3.5HG0512210,HORVU.MOREX.r3.5HG0512210:0.00246373,,
pH,105916at38820,2,Zm00001eb229660,Zm00001eb229660:0.00355458,SORBI_3004G007900,SORBI_3004G007900:0.000456591,,,,,,
pH,106068at38820,2,Zm00001eb061080,Zm00001eb061080:0.000545399,SORBI_3001G054500,SORBI_3001G054500:0.000385659,,,,,,
pH,106478at33090,2,,,SORBI_3001G192000,SORBI_3001G192000:0.00239336,,,,,AT2G31260,AT2G31260:0.00297823
pH,107678at38820,2,Zm00001eb097010;Zm00001eb097020,Zm00001eb097010:0.000825314;Zm00001eb097020:0.000825314,SORBI_3002G091200;SORBI_3002G091300,SORBI_3002G091200:0.00029485;SORBI_3002G091300:0.00029485,,,,,,
pH,108190at2759,2,Zm00001eb213930,Zm00001eb213930:0.00177367,,,,,,,AT5G66600,AT5G66600:0.00361571
pH,10828at2759,2,Zm00001eb108330,Zm00001eb108330:0.00477124,SORBI_3002G361500;SORBI_3003G306500,SORBI_3002G361500:0.0012023;SORBI_3003G306500:0.000712242,,,,,,
pH,10846at4447,2,Zm00001eb039570;Zm00001eb176110,Zm00001eb039570:0.000522709;Zm00001eb176110:0.00445591,,,,,HORVU.MOREX.r3.1HG0003080;HORVU.MOREX.r3.4HG0332240;HORVU.MOREX.r3.6HG0538780,HORVU.MOREX.r3.1HG0003080:0.00212251;HORVU.MOREX.r3.4HG0332240:0.000112191;HORVU.MOREX.r3.6HG0538780:2.10241e-05,,
pH,108630at3193,2,Zm00001eb363730,Zm00001eb363730:0.0036162,,,,,HORVU.MOREX.r3.3HG0312440,HORVU.MOREX.r3.3HG0312440:9.83235e-05,,
pH,10995at38820,2,Zm00001eb178040,Zm00001eb178040:0.00146625,,,,,HORVU.MOREX.r3.7HG0658700,HORVU.MOREX.r3.7HG0658700:0.000223627,,
pH,110378at3193,2,Zm00001eb285890,Zm00001eb285890:0.000550348,SORBI_3003G280900,SORBI_3003G280900:0.00144116,,,,,,
pH,111312at38820,2,Zm00001eb314000,Zm00001eb314000:0.00441766,,,,,HORVU.MOREX.r3.5HG0480630,HORVU.MOREX.r3.5HG0480630:0.00280974,,
pH,111389at38820,2,Zm00001eb389070,Zm00001eb389070:0.00458034,,,,,HORVU.MOREX.r3.7HG0741570;HORVU.MOREX.r3.7HG0741580,HORVU.MOREX.r3.7HG0741570:0.000901507;HORVU.MOREX.r3.7HG0741580:0.000901507,,
pH,111591at38820,2,Zm00001eb171050,Zm00001eb171050:0.00206696,SORBI_3007G077100;SORBI_3007G077200;SORBI_3007G077300,SORBI_3007G077100:0.00305918;SORBI_3007G077200:0.00305918;SORBI_3007G077300:0.00305918,,,,,,
pH,111876at38820,2,Zm00001eb430910,Zm00001eb430910:0.00211488,,,,,HORVU.MOREX.r3.2HG0190560,HORVU.MOREX.r3.2HG0190560:0.000885313,,
pH,11335at38820,2,Zm00001eb106530,Zm00001eb106530:0.00346695,SORBI_3002G331300,SORBI_3002G331300:9.33081e-06,,,,,,
pH,12147at38820,2,Zm00001eb313430,Zm00001eb313430:0.00157877,,,,,HORVU.MOREX.r3.5HG0482450,HORVU.MOREX.r3.5HG0482450:0.00271918,,
pH,12619at38820,2,Zm00001eb314270,Zm00001eb314270:0.00459337,SORBI_3002G218000,SORBI_3002G218000:0.00046919,,,,,,
pH,126555at3193,2,Zm00001eb040490,Zm00001eb040490:0.00379873,,,,,,,AT1G19130,AT1G19130:0.000176187
pH,129113at3193,2,Zm00001eb361210,Zm00001eb361210:0.00441786,,,,,,,AT5G57020,AT5G57020:0.00347046
pH,131779at2759,2,Zm00001eb143300,Zm00001eb143300:0.0033388,,,,,HORVU.MOREX.r3.5HG0535350,HORVU.MOREX.r3.5HG0535350:0.00159937,,
pH,134140at2759,2,,,,,LOC_Os12g06130,LOC_Os12g06130:6.72813e-06,,,AT5G06510,AT5G06510:0.00279091
pH,13560at4447,2,Zm00001eb110040;Zm00001eb110050,Zm00001eb110040:0.00298654;Zm00001eb110050:0.00298654,SORBI_3001G359400,SORBI_3001G359400:0.00205201,,,,,,
pH,135702at2759,2,,,SORBI_3001G425000,SORBI_3001G425000:0.00200891,,,,,AT4G11240,AT4G11240:0.00174915
pH,138538at3193,2,Zm00001eb256260,Zm00001eb256260:0.00203673,,,,,,,AT1G37130,AT1G37130:0.00295989
pH,143673at2759,2,,,SORBI_3001G362100,SORBI_3001G362100:0.00241857,,,,,AT3G50620,AT3G50620:0.003661
pH,144035at3193,2,Zm00001eb072000;Zm00001eb084920,Zm00001eb072000:0.00431819;Zm00001eb084920:0.00149609,,,,,,,AT3G53430,AT3G53430:0.00329349
pH,144748at2759,2,Zm00001eb255430,Zm00001eb255430:0.00225162,,,,,,,AT4G08980,AT4G08980:0.0020641
pH,146065at2759,2,Zm00001eb106510,Zm00001eb106510:0.00346695,SORBI_3002G330800,SORBI_3002G330800:5.43453e-05,,,,,,
pH,15027at4447,2,Zm00001eb289000,Zm00001eb289000:0.000143626,,,LOC_Os08g05400,LOC_Os08g05400:0.000209417,,,,
pH,151653at2759,2,,,SORBI_3002G338700,SORBI_3002G338700:0.000239846,,,HORVU.MOREX.r3.7HG0731950,HORVU.MOREX.r3.7HG0731950:0.0026455,,
pH,151851at2759,2,Zm00001eb321010,Zm00001eb321010:0.00331003,,,,,,,AT4G38390,AT4G38390:0.00138887
pH,151at38820,2,Zm00001eb010950,Zm00001eb010950:0.00302017,,,,,HORVU.MOREX.r3.4HG0404340,HORVU.MOREX.r3.4HG0404340:0.00201463,,
pH,153283at33090,2,Zm00001eb001370;Zm00001eb103990;Zm00001eb331700;Zm00001eb336760,Zm00001eb001370:0.00338114;Zm00001eb103990:0.000204267;Zm00001eb331700:0.00314082;Zm00001eb336760:0.00171708,,,,,,,AT4G35790,AT4G35790:0.00305537
pH,154810at2759,2,Zm00001eb151530,Zm00001eb151530:0.000611814,SORBI_3002G346400,SORBI_3002G346400:0.00191255,,,,,,
pH,15636at38820,2,Zm00001eb021020,Zm00001eb021020:0.00263829,,,,,HORVU.MOREX.r3.1HG0052290,HORVU.MOREX.r3.1HG0052290:0.000209234,,
pH,15680at38820,2,Zm00001eb430820,Zm00001eb430820:0.000910553,,,,,HORVU.MOREX.r3.2HG0190710,HORVU.MOREX.r3.2HG0190710:0.000150811,,
pH,158134at3193,2,Zm00001eb190740,Zm00001eb190740:4.10926e-05,,,,,HORVU.MOREX.r3.6HG0632930,HORVU.MOREX.r3.6HG0632930:0.000179044,,
pH,160450at2759,2,Zm00001eb218590,Zm00001eb218590:0.000224376,,,,,HORVU.MOREX.r3.5HG0426240,HORVU.MOREX.r3.5HG0426240:0.00226735,,
pH,164250at2759,2,,,,,,,HORVU.MOREX.r3.6HG0543100,HORVU.MOREX.r3.6HG0543100:0.00209676,AT1G28690,AT1G28690:0.00166519
pH,16445at4447,2,Zm00001eb297390,Zm00001eb297390:0.00331081,,,LOC_Os10g04640,LOC_Os10g04640:0.00127073,,,,
pH,16791at38820,2,Zm00001eb408380,Zm00001eb408380:2.44976e-05,,,LOC_Os07g01340,LOC_Os07g01340:0.000210583,,,,
pH,168389at2759,2,,,SORBI_3008G002400,SORBI_3008G002400:0.00105176,,,HORVU.MOREX.r3.5HG0466140,HORVU.MOREX.r3.5HG0466140:8.2078e-05,,
pH,170271at2759,2,,,SORBI_3003G034400,SORBI_3003G034400:0.000260413,,,,,AT2G19810,AT2G19810:0.003188
pH,171349at2759,2,Zm00001eb038600,Zm00001eb038600:0.00165806,,,,,,,AT5G32470,AT5G32470:0.00375291
pH,172872at2759,2,Zm00001eb430610,Zm00001eb430610:0.00380968,SORBI_3006G209000;SORBI_3006G209300,SORBI_3006G209000:5.35083e-05;SORBI_3006G209300:5.35083e-05,,,,,,
pH,173060at2759,2,Zm00001eb278470,Zm00001eb278470:0.00236361,SORBI_3010G071600,SORBI_3010G071600:0.00198491,,,,,,
pH,173945at3193,2,Zm00001eb068520;Zm00001eb265610,Zm00001eb068520:0.00220583;Zm00001eb265610:0.00390967,,,,,,,AT2G28550,AT2G28550:0.00326921
pH,176575at2759,2,,,SORBI_3001G025900,SORBI_3001G025900:0.00192762,,,,,AT3G17030,AT3G17030:0.00368168
pH,177280at2759,2,Zm00001eb258680,Zm00001eb258680:0.00463706,,,,,HORVU.MOREX.r3.6HG0613720,HORVU.MOREX.r3.6HG0613720:0.000508027,,
pH,179684at2759,2,,,,,,,HORVU.MOREX.r3.4HG0333990,HORVU.MOREX.r3.4HG0333990:0.000935539,AT1G62360,AT1G62360:0.00229817
pH,181237at3193,2,Zm00001eb166540,Zm00001eb166540:0.00129013,,,,,,,AT2G06255,AT2G06255:0.00269805
pH,18218at38820,2,Zm00001eb070520,Zm00001eb070520:0.00478499,SORBI_3006G217800,SORBI_3006G217800:0.000962177,,,,,,
pH,183897at3193,2,Zm00001eb328460,Zm00001eb328460:0.000926249,,,,,,,AT5G14290,AT5G14290:0.00138637
pH,184525at2759,2,,,,,LOC_Os03g01800,LOC_Os03g01800:0.000890049,HORVU.MOREX.r3.4HG0333170,HORVU.MOREX.r3.4HG0333170:0.00132362,,
pH,186724at2759,2,Zm00001eb108360;Zm00001eb400520,Zm00001eb108360:0.00477124;Zm00001eb400520:0.00465937,SORBI_3002G361900,SORBI_3002G361900:0.0012023,,,,,,
pH,18719at38820,2,Zm00001eb336900,Zm00001eb336900:0.00157901,,,LOC_Os01g01780,LOC_Os01g01780:7.02939e-05,,,,
pH,1873676at2759,2,Zm00001eb164410;Zm00001eb286960,Zm00001eb164410:0.00198825;Zm00001eb286960:0.00459659,SORBI_3008G024400,SORBI_3008G024400:0.00156155,,,,,,
pH,190960at3193,2,,,SORBI_3007G151900,SORBI_3007G151900:0.00104309,,,HORVU.MOREX.r3.2HG0106220,HORVU.MOREX.r3.2HG0106220:0.00186313,,
pH,19409at38820,2,Zm00001eb171040,Zm00001eb171040:0.00206696,SORBI_3007G077400,SORBI_3007G077400:0.00305918,,,,,,
pH,194939at3193,2,,,SORBI_3009G224600,SORBI_3009G224600:0.00257448,,,,,AT3G09740,AT3G09740:7.10414e-05
pH,195886at3193,2,Zm00001eb363750,Zm00001eb363750:0.0036162,,,,,HORVU.MOREX.r3.3HG0312420,HORVU.MOREX.r3.3HG0312420:9.83235e-05,,
pH,1963272at2759,2,Zm00001eb252190,Zm00001eb252190:0.00213121,,,,,,,AT2G18360;AT4G36610,AT2G18360:0.00396776;AT4G36610:0.0026636
pH,197486at2759,2,,,,,,,HORVU.MOREX.r3.2HG0110130,HORVU.MOREX.r3.2HG0110130:0.00063061,AT3G17100,AT3G17100:0.00225734
pH,1983103at2759,2,Zm00001eb286770,Zm00001eb286770:0.00181411,SORBI_3002G331100,SORBI_3002G331100:9.33081e-06,,,,,,
pH,19897at4447,2,Zm00001eb097940;Zm00001eb309560;Zm00001eb360740,Zm00001eb097940:0.00484346;Zm00001eb309560:0.00329544;Zm00001eb360740:0.00052533,,,LOC_Os01g06660,LOC_Os01g06660:0.000909575,,,,
pH,20124at2759,2,Zm00001eb006380,Zm00001eb006380:0.00253284,,,,,HORVU.MOREX.r3.4HG0405950,HORVU.MOREX.r3.4HG0405950:8.01598e-05,,
pH,202744at2759,2,Zm00001eb073440,Zm00001eb073440:0.00353104,SORBI_3002G154600,SORBI_3002G154600:0.000686214,,,,,,
pH,204279at3193,2,,,SORBI_3002G166300,SORBI_3002G166300:0.00144864,,,,,AT3G18160,AT3G18160:0.00199741
pH,20507at38820,2,Zm00001eb374760,Zm00001eb374760:0.00142762,,,,,HORVU.MOREX.r3.7HG0658780;HORVU.MOREX.r3.7HG0658800,HORVU.MOREX.r3.7HG0658780:3.14917e-05;HORVU.MOREX.r3.7HG0658800:7.1671e-06,,
pH,210952at2759,2,,,,,,,HORVU.MOREX.r3.4HG0349090,HORVU.MOREX.r3.4HG0349090:0.00091395,AT1G77580,AT1G77580:0.00279797
pH,211455at3193,2,Zm00001eb369660,Zm00001eb369660:0.00190911,,,,,,,AT4G34555,AT4G34555:0.000412593
pH,215431at2759,2,Zm00001eb010420,Zm00001eb010420:0.00030342,,,,,HORVU.MOREX.r3.4HG0398920,HORVU.MOREX.r3.4HG0398920:0.00142466,,
pH,216949at3193,2,Zm00001eb427920,Zm00001eb427920:0.0036609,,,,,,,AT4G17510,AT4G17510:0.00387782
pH,2174516at2759,2,Zm00001eb003230;Zm00001eb286910,Zm00001eb003230:0.00359439;Zm00001eb286910:0.00154203,,,,,,,AT4G00360,AT4G00360:0.00361279
pH,217478at3193,2,Zm00001eb211340,Zm00001eb211340:0.00339006,SORBI_3001G026400,SORBI_3001G026400:0.000807984,,,,,,
pH,217567at3193,2,Zm00001eb356370,Zm00001eb356370:0.00278237,,,,,HORVU.MOREX.r3.3HG0233710,HORVU.MOREX.r3.3HG0233710:0.000105294,,
pH,218943at2759,2,Zm00001eb061880,Zm00001eb061880:0.00411852,,,,,HORVU.MOREX.r3.3HG0237880,HORVU.MOREX.r3.3HG0237880:0.00141125,,
pH,22029at38820,2,Zm00001eb317860,Zm00001eb317860:0.00266703,,,,,HORVU.MOREX.r3.3HG0311730,HORVU.MOREX.r3.3HG0311730:1.27759e-05,,
pH,221847at2759,2,Zm00001eb110300,Zm00001eb110300:0.00183627,,,,,HORVU.MOREX.r3.2HG0205390,HORVU.MOREX.r3.2HG0205390:9.26616e-05,,
pH,221938at2759,2,Zm00001eb209960;Zm00001eb378930,Zm00001eb209960:0.004791;Zm00001eb378930:0.000921492,,,,,HORVU.MOREX.r3.2HG0170690,HORVU.MOREX.r3.2HG0170690:0.00176561,,
pH,221951at3193,2,Zm00001eb279070,Zm00001eb279070:0.00166793,,,,,,,AT4G38220,AT4G38220:0.00336548
pH,222505at2759,2,Zm00001eb237920,Zm00001eb237920:0.00306091,,,,,,,AT3G61600,AT3G61600:0.00146269
pH,224431at3193,2,Zm00001eb166570;Zm00001eb276230,Zm00001eb166570:0.00188711;Zm00001eb276230:0.00193829,,,LOC_Os11g06210,LOC_Os11g06210:5.47464e-06,,,,
